,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Koszty finansowe,,-99.91,,,,-540.0,2476.92,-75.86,7145.45,406.82,-58.41,-2457.14,-100.88,35.56,-100.0,148.48,4871.43,138.8,,-460.0,-109.28,-77.57,-39.1,125.35,396.77,31.63,-27.84,328.77,-84.24,-87.6,-70.87,-64.86,341.38,618.75,216.22,-83.64,-62.5,-35.65,-45.3,500.0,79.17,-20.27,-7.81,-48.15,-4.65,-28.81,50.85,-82.14,24.39,-47.62,-65.17,280.0,-56.86,72.73,309.68,-10.53,-179.55,115.79,-40.94,264.71,345.71,-9.76,-18.67,-35.48,-10.47,-16.22,-3.28,56.25,81.82,9.68,23.73,52.0,4.29,22.06,16.44,-58.42,-43.15
Pozostałe przychody (koszty),,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,-100.0,100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,67.74,,,,-1605.77,-193.35,22.79,-795.53,396.17,-499.43,277.13,145.24,-93.49,132.37,-145.05,106.14,-166.23,-394.13,-49.33,-32.75,-1867.0,57.01,149.33,82.2,55.11,-58.3,-144.8,-66.37,-5.55,138.3,-687.88,35.74,-57.19,-218.2,-64.62,102.46,95.63,-51.38,30.53,-10.1,-1132.81,197.22,136.21,-75.38,51.33,-99.23,-111.15,119.5,-34.38,-3828.57,322.22,-48.97,-87.4,177.01,187.5,-129.35,73.01,-490.05,-491.74,1013.69,-124.9,264.41,142.62,-129.46,113.63,-27.31,223.7,356.36,-420.0,-5.34,6.92,33.88,1313.67,644.53,104.14,56.95
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,67.74,,,,-1605.77,-193.35,22.79,-795.53,396.17,-499.43,277.13,145.24,-93.49,132.37,-145.05,106.14,-166.23,-394.13,-49.33,-32.75,-1867.0,57.01,149.33,82.2,55.11,-58.3,-144.8,-66.37,-5.55,138.3,-687.88,35.74,-57.19,-218.2,-64.62,102.46,95.63,-51.38,30.53,-10.1,-1132.81,197.22,136.21,-75.38,51.33,-99.23,-111.15,119.5,-34.38,-3828.57,322.22,-48.97,-87.4,177.01,187.5,-129.35,73.01,-490.05,-491.74,1013.69,-124.9,264.41,142.62,-129.46,113.63,-27.31,223.7,356.36,-420.0,-5.34,6.92,33.88,1313.67,644.53,104.14,56.95
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,-111.54,,,,-26433.33,-233.92,23.7,-849.56,284.17,-385.49,476.04,111.04,-92.43,132.83,-128.95,672.56,-188.29,-431.62,-21.2,-0.55,-2013.27,42.24,125.11,42.55,53.07,-15.82,-174.11,-67.86,5.14,140.22,-855.42,27.89,-55.1,-216.51,-70.24,111.96,96.22,-46.66,34.52,-17.95,-1442.59,178.5,125.0,-81.87,45.62,-110.24,-119.91,208.36,-39.74,-405.41,306.82,-37.37,-59.56,213.64,-123.08,-106.26,65.25,-295.53,-4376.19,4566.15,-213.96,257.16,137.02,-107.58,80.58,-82.62,209.2,778.64,-72.43,308.37,2.88,19.29,785.09,479.18,97.65,71.08
Zysk netto akcjonariuszy jednostki dominującej,,-111.54,,,,-25866.67,-227.92,35.21,-857.21,181.64,69.34,229.62,80.1,-82.55,644.14,-198.92,524.35,-294.59,-412.09,-21.2,-0.55,-858.8,38.62,273.77,19.78,53.07,-15.82,-24.0,-61.58,9.05,138.88,-231.07,27.76,-53.96,-224.18,-98.32,116.24,100.37,-41.42,44.15,-20.21,-15320.0,180.55,124.91,-80.94,44.02,-108.55,-128.64,197.87,-39.2,-523.81,203.28,-38.16,-63.41,198.98,-147.62,-107.91,61.92,-323.14,-3116.67,3631.71,-194.85,251.96,129.02,-103.8,94.39,-95.75,219.64,1543.64,-485.25,1342.86,11.4,15.37,794.96,554.33,118.15,68.72
Aktywa trwałe,,95.37,,,,21.07,4.6,-10.04,-2.05,-6.01,-6.18,-10.87,-9.92,-8.43,-8.6,-9.09,0.88,46.43,43.77,43.02,40.81,-5.11,-1.61,-2.19,-9.86,-15.85,-15.23,-19.92,-16.75,-9.72,-12.28,-7.07,33.33,-13.0,-11.32,46.96,45.49,127.16,128.62,41.14,7.0,7.7,8.08,9.2,-1.57,-0.84,-0.58,1.38,1.36,0.36,-0.7,-0.22,5.93,6.67,12.4,9.64,2.91,14.29,8.96,9.22,5.87,-8.03,-6.31,-6.22,-5.87,-1.94,-6.65,-6.65,3.12,3.52,9.28,12.26,13.53,18.82,16.31,11.67,12.48
Wartości niematerialne i prawne,,7500.0,,,,-38.49,-44.65,123.53,127.49,132.09,204.67,-5.08,2.71,31.8,29.98,35.84,35.29,18.36,11.11,-4.37,-2.4,-4.14,2.88,3.2,-1.08,11.71,2.8,-87.3,-4.81,-22.21,-26.22,443.02,691.84,-34.4,-37.48,1060.39,31.01,1607.84,1901.55,18.53,-1.09,-2.23,-4.07,-3.05,1.8,-0.92,-1.04,34.3,-0.12,3.28,1.08,-24.9,2.83,-2.33,11.32,9.65,0.53,3.81,-8.05,-6.65,-4.93,-6.77,-1.06,0.22,8.0,12.15,9.43,11.13,17.04,23.43,26.32,27.54,24.86,38.27,30.55,22.43,18.32
Rzeczowe składniki majątku trwałego,,165.13,,,,27.14,8.97,-10.86,-4.95,-8.8,-9.71,-11.61,-11.96,-11.72,-12.03,-13.18,-13.19,37.06,34.43,34.94,40.9,-11.57,-14.89,-14.79,-18.07,-17.03,-10.59,-10.29,-10.74,-11.34,-13.13,-13.7,-13.16,-13.2,-10.82,-11.23,68.9,71.56,69.29,72.9,-94.82,-95.17,-95.19,-95.35,-11.47,58.52,76.0,111.47,108.38,21.73,11.8,32.25,-16.91,19.96,21.01,4.1,43.01,219.76,217.76,170.97,173.62,-13.69,-16.54,-18.31,5.12,15.65,15.2,13.99,-1.95,-12.13,-12.49,-1.45,-2.54,-0.97,-0.09,-11.98,-2.55
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.43,-5.71,-9.71,-14.0,-15.65,-13.33,-14.24,-18.94,18.21,31.47,31.37,66.8,18.31,1.86,7.58,-50.12,-50.12,-47.0,-47.0,0.99
Inwestycje długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,485.71,2387.8,,-98.99,-100.0,-100.0,,-100.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,8.4,8.4,8.4,1.02,1.02,1.02,1.02,-7.39,-7.39,-7.39,-7.39,-16.22,-16.22,-17.32,-17.32,7.19,7.19,8.61,8.61,14.36,14.3,14.3,14.3,14.59
Pozostałe aktywa trwałe,,-76.84,,,,-75.23,-79.15,-77.95,32.93,34.15,59.42,50.68,120.18,118.18,119.09,119.09,442.08,442.08,439.42,436.93,59.26,51.73,31.85,95.21,-17.76,-18.84,0.7,-34.88,-2.23,4.49,-2.03,1.88,8.94,-4.9,-5.5,6.32,-3.2,10.68,10.76,-0.22,84.86,82.8,78.53,74.07,-11.48,-13.47,-14.4,-77.74,-9.74,-11.23,-11.79,246.3,-0.62,2.34,14.88,3.77,3.8,1.97,-7.73,0.32,12.33,-4.26,2.61,2.78,-8.85,0.36,-32.52,-35.64,-43.74,-40.67,-4.85,-2.68,4.93,5.91,1.62,1.31,-3.4
Aktywa obrotowe,,-9.4,,,,-6.88,-9.43,10.63,3.84,3.34,1.94,-12.54,8.99,7.84,11.62,14.31,22.0,15.6,6.96,-2.49,-0.99,-8.82,-3.04,1.89,-2.13,10.14,2.33,-20.7,-33.42,-35.57,-25.72,-10.48,-16.22,3.15,-7.57,-22.93,13.7,-10.38,-6.27,11.65,-26.89,-23.8,-21.91,-17.24,10.22,0.22,-2.03,-2.34,3.97,3.6,-5.79,-3.84,-20.3,-12.99,3.43,-10.68,-4.17,2.04,-10.59,-2.31,-11.47,-14.05,1.56,10.42,28.13,29.69,28.68,22.62,-4.23,-6.62,-2.3,8.7,26.34,64.13,96.53,62.78,54.48
Zapasy,,2.12,,,,6.78,7.23,29.34,13.28,10.12,-1.33,-18.17,-2.1,4.46,16.51,15.92,3.2,8.17,7.95,-1.95,-5.17,-16.31,-11.31,-2.53,-0.57,10.19,3.04,-25.22,-14.74,-18.29,-21.54,2.75,-36.45,0.77,-4.3,-40.8,-20.67,-48.16,-39.88,-3.62,44.69,41.01,26.89,26.81,4.5,0.17,0.98,-2.04,-8.08,0.01,-7.01,-10.22,-1.78,-3.43,6.62,6.57,-1.47,-7.06,-12.33,-12.17,-18.81,-14.48,-13.28,-11.69,-1.75,-3.81,-0.47,0.75,0.38,6.05,7.04,9.73,19.4,20.08,17.19,12.65,16.54
Należności krótkoterminowe,,4.47,,,,6.91,-7.12,4.17,0.8,-3.15,5.49,-7.23,22.37,13.94,8.5,15.16,44.55,25.52,4.48,-3.93,3.19,-5.24,9.91,10.34,-4.0,10.37,1.52,-13.64,-50.34,-48.01,-29.54,-28.75,15.55,6.71,-14.28,3.42,38.69,44.33,50.01,33.67,-58.06,-58.91,-54.12,-49.78,20.58,1.04,-6.3,-2.87,18.84,-12.84,-8.96,3.08,-39.75,-33.08,-1.0,-41.03,-6.21,43.26,-6.01,33.92,-1.75,-32.29,-4.79,7.5,45.91,62.76,63.05,25.58,-16.47,0.48,-0.05,33.15,34.5,96.39,150.81,36.24,8.67
Inwestycje krótkoterminowe,,-44.07,,,,-77.88,-79.0,-88.32,-74.16,-27.03,6.71,178.44,25.65,-36.94,-47.34,-54.52,-0.19,20.1,22.79,38.06,-18.94,118.76,2.1,-9.25,49.3,15.7,24.93,-14.53,58.84,-87.86,-57.04,-4.42,-69.36,55.4,62.02,136.26,25.72,5.44,-45.87,-24.63,28.39,12.89,7.48,-60.83,-14.54,-14.21,-16.23,-19.87,6.99,457.1,101.73,153.31,15.25,-12.69,-15.61,-19.74,-34.03,-33.88,-25.0,-30.89,32.38,85.0,520.87,724.41,336.15,120.29,69.62,87.41,29.63,-42.8,-29.8,-23.95,24.69,154.22,219.83,246.83,315.78
Środki pieniężne i inne aktywa pieniężne,,-44.07,,,,-77.88,-79.0,-88.32,-74.16,-27.03,6.71,178.44,25.65,-36.94,-47.34,-54.52,-0.19,20.1,22.79,38.06,-18.94,118.76,2.1,-9.25,49.3,15.7,24.93,-14.53,58.84,-87.86,-57.04,-4.42,-69.36,55.4,62.02,136.26,25.72,5.44,-45.87,-24.63,28.39,12.89,7.48,-60.83,-14.54,-14.21,-16.23,-33.11,6.99,457.1,101.73,203.47,15.25,-12.69,-15.61,-19.74,-34.03,-33.88,-25.0,-30.89,32.38,85.0,520.87,724.41,336.15,120.29,64.38,83.13,29.63,-42.8,-27.56,-22.17,24.69,153.71,219.83,246.03,315.78
Pozostałe aktywa obrotowe,,3.33,,,,108.06,97.92,138.46,211.11,86.82,134.74,48.39,187.86,107.88,65.02,132.07,5.96,3.39,20.11,-27.17,-22.25,-2.51,-7.69,-4.82,-16.27,-16.44,-38.73,-33.78,-40.29,-37.68,-20.8,2.55,-30.72,-33.46,-20.71,0.0,-4.35,10.86,0.0,-31.84,-15.45,-16.49,-5.73,-18.98,-32.26,5.56,-18.92,40.54,12.7,-10.53,23.33,-16.03,-8.45,-1.96,7.43,16.03,10.77,33.33,1.26,-17.76,-12.5,-28.0,-13.66,-18.4,38.1,20.83,6.47,19.61,41.38,31.03,23.65,31.97,31.71,-10.53,3.83,20.5,6.79
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,1.74,,,,-1.18,-6.3,5.24,2.35,1.0,-0.08,-12.16,4.4,4.06,6.89,9.01,17.58,21.92,14.33,6.09,6.51,-7.91,-2.68,0.85,-3.96,3.55,-2.13,-20.51,-29.71,-30.24,-22.76,-9.64,-3.14,-1.16,-8.51,-5.07,25.25,21.9,26.45,23.32,-12.59,-10.03,-8.76,-5.27,4.13,-0.34,-1.28,-0.4,2.7,1.91,-3.13,-1.92,-7.66,-2.91,8.24,0.3,-0.25,8.94,0.3,4.5,-1.58,-10.49,-3.2,0.14,7.27,10.47,8.0,5.69,-0.27,-1.15,3.56,10.52,19.21,38.54,53.68,36.26,32.21
Kapitał własny akcjonariuszy jednostki dominującej,,2.08,,,,-3.71,-4.78,-11.21,-34.38,-29.19,-36.72,-29.36,1.26,-2.28,12.39,6.84,27.89,52.8,33.4,34.72,17.34,-9.36,-1.97,0.78,-2.46,2.84,0.55,-0.27,-2.91,-4.72,1.49,-2.43,-7.29,-4.64,-6.14,-13.09,22.02,24.07,20.76,32.59,-19.82,-22.53,-18.7,-16.19,1.55,3.15,0.56,-0.79,3.99,3.09,2.38,3.05,0.19,-1.31,2.06,1.64,-3.05,-0.53,-5.91,-9.95,-0.53,-3.67,6.25,12.53,1.71,6.53,-2.91,2.06,9.32,8.08,15.48,12.99,16.32,27.77,43.98,47.79,34.09
Kapitał (fundusz) podstawowy,,-37.34,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.77,-1.77,-1.77,-1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,9.38,9.38,9.38,0.0,0.0,0.0,0.0,6.39,6.39
Udziały (akcje) własne,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-152.44,-67.39,-31.78,98.8,98.97,98.97,99.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2062.5,-250.0,-425.0,-1087.5,45.09,-260.71,-159.52,-42.11,-51.58,-47.52,-38.53,-25.19,-22.22,-24.16,100.0,91.72,100.0,100.0,,100.0,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,-1.34,,,,-0.86,-1.06,-0.97,-0.97,1.2,1.1,1.01,1.01,1.2,10.63,10.62,13.68,12.23,7.67,6.56,4.77,4.79,0.2,1.25,0.22,4.41,4.35,4.33,4.33,0.12,0.0,0.0,0.0,0.0,-0.95,-0.95,-0.95,-0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.76,-14.06,-13.99,-13.61,0.18,0.58,0.54,0.32,0.38,0.33,0.39,0.32,0.31,0.38,27.26,76.23,76.13,-49.01,-59.82,-71.03,-66.14,25.58,121.74,121.72,89.69,76.55,6.48,0.07,0.72,10.39,6.92
Udziały niekontrolujące,,,,,,,,,,,1942.45,57.22,64.2,13.08,15.07,19.82,22.43,10.96,-1.19,-10.73,4.46,4.09,1.99,3.4,0.72,1.6,9.97,-99.4,-99.46,-100.82,-100.31,-276.47,-289.47,-292.59,-770.0,-163.33,8.33,12.26,-12.64,-60.76,-96.97,-46.24,-54.08,-11.81,-158.46,-43.38,-36.42,-33.1,-22.62,-26.15,-10.19,-5.29,3.88,2.85,11.01,2.51,10.61,33.89,39.6,50.0,49.15,33.54,4.92,50.52,-75.56,-195.24,159.48,700.0,221.52,158.06,333.33,42.01,86.46,125.0,62.88,22.25,27.37
Zobowiązania długoterminowe,,,,,,,,,,,,,,,,,11833.9,7670.11,12045.76,13305.08,-4.06,-4.36,-11.72,-10.61,-1.32,-1.3,-3.6,-16.07,-24.03,-25.11,-26.52,-11.93,-1.7,-1.65,-21.83,-19.36,-22.16,-23.66,-6.37,-27.84,-17.42,-9.53,22.01,6.91,25.81,33.92,7.7,38.23,10.73,1.82,3.5,-3.03,-24.14,-18.12,-20.02,-16.59,38.59,97.1,97.06,90.12,37.06,-14.17,-7.1,-7.89,-14.99,-6.87,-7.41,-6.96,21.77,13.2,3.54,5.69,-2.9,-1.73,-0.34,-2.17,-2.76
Z tytułu dostaw i usług,,,,,,,1.75,,125.49,,45.07,,-12.28,,9.53,,52.79,,24.22,,8.47,,-3.05,,-7.15,,-12.85,,-50.76,,-26.65,,-0.66,,-26.89,,43.46,,54.81,,-8.2,,3.49,7.77,19.12,-7.95,-4.62,-1.78,-6.21,0.24,-1.28,-10.77,-9.46,8.2,53.43,14.31,-17.18,-0.12,-46.6,5.49,-20.23,-21.17,56.34,-16.41,36.13,34.55,44.27,19.31,15.88,-29.45,-17.92,7.37,44.72,100.57,110.13,32.74,46.34
Kredyty i pożyczki,,,,,,,,,1501.67,,331.19,,77.42,,24.73,,46.42,,35.36,,-27.78,,18.46,,10.9,,5.92,,-74.99,,-72.7,,65.8,,86.13,,94.45,,41.91,,3.44,,-11.22,,-21.65,,-17.75,,-5.24,,-58.61,,-57.35,,94.87,,-95.55,,-72.86,,206.38,,-100.0,,1042.36,,,,-100.0,,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.77,,-35.88,,-45.12,,-47.71,,-27.78,,31.58,,60.0,,16.0,,-72.12,,-66.67,,220.69,,220.69,,-15.05,,-29.03,,73.42,,134.85,,183.21,,153.55,,-100.0,,9.67,,,,-100.0,,,,,,,,
Inne zobowiązania długoterminowe,,,,,,,,,,,,,,,,,,7670.11,12045.76,13305.08,-4.06,-4.36,-11.72,-10.61,-1.32,-1.3,-3.6,-16.07,-24.03,-25.11,-26.52,-11.93,-1.7,-1.65,-21.83,-19.36,-22.16,-23.66,-6.37,-27.84,-17.42,-9.53,22.01,6.91,25.81,33.92,7.7,38.23,10.73,1.82,3.5,-3.03,-24.14,-18.12,-20.02,-16.59,38.59,97.1,97.06,90.12,37.06,-14.17,-7.1,-7.89,-14.99,-6.87,-7.41,-6.96,21.77,13.2,3.54,5.69,-2.9,-1.73,-0.34,-2.17,-2.76
Zobowiązania krótkoterminowe,,-34.82,,,,-21.82,-23.47,33.45,113.84,48.62,62.26,2.25,5.28,25.14,12.6,23.59,52.05,33.14,30.92,-0.45,-1.4,-9.14,-0.69,6.58,-7.64,6.87,-7.42,-38.76,-55.57,-54.91,-41.7,-25.35,9.17,10.52,-7.36,31.48,59.61,40.14,54.93,26.67,3.13,18.72,4.62,15.96,4.06,-12.68,-6.43,-8.39,-1.11,0.25,-14.64,-10.0,-15.07,-0.54,32.08,3.97,-5.39,0.13,-14.05,5.7,-19.05,-20.85,-17.59,-16.28,35.21,31.4,40.51,18.12,-28.63,-27.16,-16.6,7.35,40.98,91.81,102.43,31.3,44.93
Inne zobowiązania krótkoterminowe,,,,,,,-70.75,,-21.14,,20.84,,28.23,,10.29,,60.11,,60.23,,0.7,,-27.67,,-42.42,,-9.05,,-47.37,,-33.7,,24.3,,1.1,,106.11,,84.24,,52.72,,40.09,64.49,-6.63,-31.99,-1.41,-34.05,17.88,0.31,-10.31,-5.54,0.76,-48.88,-58.46,-52.6,48.57,2.98,429.78,8.37,-24.76,-17.16,-84.51,-14.69,-1.36,-2.68,-1.05,3.06,-78.36,7.06,4.73,7.05,0.98,5.59,5.08,10.29,23.24
Rozliczenia międzyokresowe,,219.06,,,,33.05,8.91,6.81,16.21,17.26,21.92,-2.27,-0.94,-8.4,-8.6,-6.26,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,-100.0,,-100.0,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
