,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Koszty finansowe,,,,,-100.0,-100.0,-100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-97.35,-32.81,302.97,8.28,305.05,206.59,18.05,63.91,-9.73,-48.8,126.03
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.25,304.35,-114.96,-21.3,-304.59,-127.66,88.11,100.0,98.65,18635.9,1570.59
Zysk z działalności gospodarczej,,,,,4.88,160.61,6.13,75.95,19.11,-3.54,-8.63,8.26,3.54,-34.41,1.43,-12.06,1.16,-20.35,-191.94,-420.27,-64.99,-59.07,101.63,119.08,-29.26,-30.47,-4044.44,-41.23,102.81,540.93,243.94,208.96,67.72,10.9,10.96,-46.4,-127.86,-137.91,-244.0,-736.19,-195.55,46.63,146.66,93.97,81.08,495.97,454.46,655.72,732.58,28.1,-19.48,2.11,-9.7,64.49,343.65,91.24
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,4.88,160.61,6.13,75.95,19.11,-3.54,-8.63,8.26,3.54,-34.41,1.43,-12.06,1.16,-20.35,-191.94,-420.27,-64.99,-59.07,101.63,119.08,-29.26,-30.47,-4044.44,-41.23,102.81,540.93,243.94,208.96,67.72,10.9,10.96,-46.4,-127.86,-137.91,-244.0,-736.19,-195.55,46.63,146.66,93.97,81.08,495.97,454.46,655.72,732.58,28.1,-19.48,2.11,-9.7,64.49,343.65,91.24
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0
Zysk netto,,,,,13.01,176.7,5.92,71.8,-87.03,44.87,-10.14,9.25,849.11,-56.4,3.8,-12.39,1.37,-19.89,-194.11,-422.04,-65.99,-59.21,100.86,119.47,-24.77,-45.15,-8662.5,-33.41,56.25,761.89,223.21,209.64,123.69,16.09,7.11,-33.78,-137.62,-146.8,-286.73,-605.76,-164.35,87.37,124.23,73.36,141.36,1306.19,811.49,210.99,90.13,19.7,-32.4,30.43,16.62,91.75,370.95,38.76
Zysk netto akcjonariuszy jednostki dominującej,,,,,13.01,176.7,5.92,71.8,-87.03,44.87,-10.14,9.25,849.11,-56.4,3.8,-12.39,1.37,-19.89,-194.11,-422.04,-65.99,-59.21,100.86,118.99,-28.03,-30.1,-7112.5,-32.9,107.54,537.08,248.66,184.88,63.2,16.97,-12.35,-25.39,-112.39,-135.86,-260.33,-559.38,-437.72,88.54,139.85,69.89,155.9,1610.94,542.18,182.92,69.72,16.49,-35.41,30.94,7.28,100.93,458.75,45.91
Aktywa trwałe,,,,,,,33.35,34.54,32.13,24.74,19.39,14.81,13.36,10.39,9.83,7.96,-4.6,-6.44,1.4,-28.09,-20.52,-20.33,-29.05,74.65,69.04,67.5,67.42,-10.29,-10.67,-9.3,-5.51,15.87,19.3,16.49,25.04,20.55,34.48,76.25,72.23,52.44,34.34,-0.82,-5.84,-19.23,-19.01,-16.58,-20.97,-10.04,-12.78,-10.71,7.31,1.38,12.6,18.0,6.53,10.45
Wartości niematerialne i prawne,,,,,,,30.6,31.44,34.34,16.15,19.11,14.55,15.06,16.77,10.57,9.51,-3.24,-5.13,1.56,-33.2,-28.05,-26.06,-35.12,51.6,50.03,39.55,47.43,-8.29,-6.62,-2.98,-2.83,16.34,20.25,20.68,33.86,15.72,19.61,43.92,13.92,-44.17,-34.52,-48.95,-45.54,-18.9,-34.55,-37.58,-26.61,-8.47,-9.39,2.29,-6.88,-15.43,-14.14,-13.58,-13.99,-14.91
Rzeczowe składniki majątku trwałego,,,,,,,26.68,43.09,90.12,52.42,33.37,22.21,-21.27,-27.38,-10.25,-7.14,-11.55,-15.06,-34.05,-16.09,-17.13,-7.71,9.83,672.77,773.56,762.46,755.82,-11.44,-15.23,-8.13,-14.71,-1.25,0.72,-8.46,-9.22,30.88,107.35,241.88,433.38,383.55,194.17,82.44,33.18,-9.72,-7.2,-7.79,-18.66,-15.08,-15.57,-11.44,15.57,11.94,29.17,27.79,14.63,15.59
Należności długoterminowe,,,,,,,,,,,-6.91,-5.42,2.62,3.57,5.04,-100.0,-100.0,-100.0,-29.29,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,-100.0,,,,,,,4741.18,-14.8,-4.62,11.91,11.91,10.21,-0.11,-37.02,47.56,-65.16,-20.18,44.66,-28.55,200.0
Inwestycje długoterminowe,,,,,,,,,,,,,,-100.0,,,,,,,,0.0,1325.0,17.5,-97.06,-62.5,-97.37,-68.09,0.0,0.0,0.0,0.0,4893.33,2726.67,4860.0,6193.33,-99.07,-53.3,-73.39,306.25,26285.71,680.81,650.0,-89.13,-83.32,13.52,-62.42,-0.48,-7.79,-96.47,-96.06,-98.8,-98.24,2835.48,8572.73,39840.0
Pozostałe aktywa trwałe,,,,,,,25.0,-9.09,-93.1,102.86,137.14,148.0,257.63,173.24,110.84,207.26,63.03,57.22,224.57,165.09,206.98,250.16,111.44,-6.83,-6.63,80.81,-10.74,-49.42,-76.06,-84.26,-8.77,91.81,37.71,34.87,-61.04,54.65,328.31,221.46,288.45,90.65,91.88,104.86,66.42,-47.07,-5.58,2.7,2.4,72.84,-2.46,5.01,0.08,9.34,-3.37,-2.34,-51.15,-47.98
Aktywa obrotowe,,,,,,,54.09,-8.64,-11.28,-23.45,-18.72,-15.12,-8.77,-30.08,-27.63,-10.16,5.26,86.39,56.6,12.61,-21.68,-28.04,-13.32,-41.61,-22.72,-12.3,-21.23,31.86,16.42,24.69,10.97,59.16,52.41,44.02,74.98,14.49,-6.22,-27.87,-36.74,-40.91,-39.02,-31.23,-13.69,4.67,-10.06,20.82,17.54,26.82,90.54,57.01,50.13,73.66,50.59,35.87,80.24,53.33
Zapasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.11,190.27,-72.05,-64.82,-70.8,-97.56,-86.99,-90.3,-100.0,-100.0,-100.0,-100.0,,,,,,
Należności krótkoterminowe,,,,,,,-9.36,6.55,10.24,12.29,8.51,17.98,-3.75,-27.0,-10.49,13.99,66.52,136.41,63.97,0.06,-37.63,-41.73,-16.32,-34.09,-1.66,-5.29,-11.02,51.6,9.56,22.54,-7.27,27.85,33.17,35.9,62.46,-3.19,-9.68,-30.09,-22.22,-24.39,-27.58,-50.75,-29.86,22.47,-8.05,48.14,3.31,-27.02,-10.99,5.14,34.04,61.52,65.76,49.85,47.84,2.04
Inwestycje krótkoterminowe,,,,,,,448.07,-14.91,-25.66,-53.56,-42.44,-40.9,-25.17,-50.34,-74.2,-45.51,-56.66,7.33,142.35,39.82,40.36,60.11,0.31,-62.42,-64.17,-35.99,-56.89,-52.57,56.66,33.69,83.04,519.96,119.71,67.28,141.27,25.14,-24.26,-32.51,-72.42,-68.55,-52.38,18.38,46.49,-68.19,-23.15,-8.63,88.99,1235.32,719.91,182.45,100.85,45.58,19.52,7.36,112.97,155.81
Środki pieniężne i inne aktywa pieniężne,,,,,,,-13.01,-73.05,-41.19,-52.21,-29.44,-56.76,63.77,72.41,64.26,11.87,-64.76,-73.93,-6.04,57.19,35.8,115.28,-68.98,-30.61,-7.49,93.98,255.13,-47.96,79.4,8.36,-12.35,351.3,55.67,54.81,293.86,77.89,7.78,-14.37,-68.93,-68.82,-53.42,11.64,35.71,-77.03,-31.49,-9.66,100.86,1531.38,775.63,173.6,95.56,44.5,4.59,-4.88,97.02,103.5
Pozostałe aktywa obrotowe,,,,,,,-89.9,-60.77,-12.5,81.42,173.13,-8.9,457.53,168.78,353.01,-56.23,-83.86,-69.42,-70.69,404.62,216.31,-60.53,-40.33,-13.57,-51.7,275.94,63.45,47.27,19.94,13.2,152.74,-3.47,135.83,54.77,-18.03,254.47,108.14,-1.37,-43.38,-76.09,-77.62,-10.65,183.99,49.63,27.72,46.89,-32.93,-100.0,-100.0,-100.0,-100.0,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0
Aktywa razem,,,,,,,43.58,8.0,5.85,-2.32,-0.79,-0.75,2.13,-7.42,-6.42,-0.1,-0.13,24.4,19.92,-11.81,-21.08,-24.17,-22.16,15.27,25.54,29.8,24.17,0.61,-2.76,1.55,-0.41,30.55,30.87,27.28,42.27,18.04,17.92,30.08,26.0,15.01,10.6,-8.3,-7.51,-14.31,-17.41,-9.68,-13.32,-0.77,7.29,6.0,18.85,24.62,25.71,24.53,31.63,29.66
Kapitał własny akcjonariuszy jednostki dominującej,,,,,145.96,116.55,70.73,9.1,9.21,1.52,0.76,1.87,2.2,-8.77,-8.06,-8.07,-7.68,22.41,15.55,-18.99,-21.15,-22.67,-20.65,4.16,2.55,1.86,0.71,4.41,6.85,9.69,13.82,20.35,21.51,18.77,17.97,14.69,9.56,4.64,-0.39,-32.46,-34.08,-31.96,-28.66,-12.79,-15.27,-8.39,0.97,25.35,37.11,35.49,27.86,29.03,28.44,24.21,48.06,46.89
Kapitał (fundusz) podstawowy,,,,,,,24.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,1.35,1.35,0.0,0.0,0.0,0.0,2.91,2.91,2.91,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,-186.75,-115.42,-45.3,-18.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.01,-33.83,-33.83,-33.83,-19.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,,,,,,,93.09,4.67,4.67,0.01,0.02,0.02,0.02,4.33,4.33,4.33,4.33,25.06,25.06,25.06,25.06,0.27,0.27,-4.79,-4.79,-14.86,-14.12,-9.56,-9.56,2.74,1.85,1.85,1.85,7.53,7.53,8.09,8.09,-23.93,-23.93,-24.33,-23.44,-1.99,-26.38,-26.38,-27.23,-28.83,-5.26,22.38,22.38,-17.96,-17.96,-36.49,-36.49,0.0,0.01,0.0
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.07,61.5,186.18,36400.0,32.69,131.4,173.86,333.88,185.07,99.37,-48.86,-101.46,-144.89,-173.35,-395.74,-6908.7,102.15,277.49,239.99,272.64,15605.26,58.23,3.23,-3.34,7.1,-8.44,30.23,17.32,-6.07
Zobowiązania długoterminowe,,,,,,,-46.67,-50.69,-58.79,-69.09,-51.24,-29.91,12.18,109.8,127.48,145.03,118.1,87.98,33.74,-66.42,-56.57,-44.53,-36.0,433.63,71.18,49.55,32.9,-69.69,-32.56,-37.67,-40.93,3.12,24.69,280.49,86.31,350.07,732.96,384.33,920.56,475.94,167.08,25.59,27.4,-2.04,-12.44,-8.34,-24.57,-38.16,-37.63,-27.06,26.14,29.82,58.44,46.13,11.86,14.74
Z tytułu dostaw i usług,,,,,,,-12.55,-29.96,-21.01,-18.09,33.42,28.88,20.05,18.59,-2.83,179.82,97.85,45.73,43.27,57.72,-9.49,-48.39,-56.99,0.05,71.82,287.49,345.72,14.83,2.09,-19.8,-41.23,0.97,7.95,18.51,67.33,11.57,-7.8,0.54,-2.04,12.8,23.28,-37.25,-40.81,-55.79,-57.37,-30.55,3.1,41.62,66.4,49.71,6.19,28.21,4.37,6.27,16.94,-8.51
Kredyty i pożyczki,,,,,,,0.0,0.0,0.0,-0.1,-100.0,-100.0,-100.0,-100.0,,,,,,,-100.0,,,,,,,-81.14,-100.0,-100.0,-100.0,-100.0,,,,,662.75,,2702.99,470.82,379.78,106.65,19.23,-2.35,-74.37,-60.13,-99.8,-99.73,-99.23,-0.19,-9.09,-27.27,-100.0,-100.0,-100.0,-100.0
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,-79.63,-79.63,-79.63,-45.0,790.91,800.0,754.55,727.27,246.94,246.46,3646.81,3737.36,1274.12,1133.53,41.79,75.43,30.44,52.45,27.99,3.43,9.96,0.67,-7.27,8.81,-13.07,-6.65,5.8,13.1,34.51
Inne zobowiązania długoterminowe,,,,,,,377.27,258.23,104.22,153.19,125.24,95.41,95.58,109.8,127.48,145.03,118.1,87.98,33.74,-66.42,-56.57,-44.53,-36.0,429.23,69.59,49.55,31.49,-69.89,-32.68,-38.18,-40.55,4.69,10.46,271.75,78.89,-0.66,-1.01,-68.78,-23.45,33.02,33.42,-35.8,-37.83,-35.29,-23.33,60.97,56.61,56.24,35.66,36.14,58.85,47.83,37.5,24.51,-3.41,-7.27
Zobowiązania krótkoterminowe,,,,,,,-20.48,24.5,0.25,-10.68,-1.42,-17.3,0.05,-6.86,-8.23,59.17,51.96,26.95,49.13,43.64,-12.27,-28.59,-27.71,34.55,135.31,209.96,171.96,-2.53,-23.0,-14.59,-32.93,60.58,57.08,30.34,122.71,3.67,-8.3,33.82,26.61,53.38,76.73,25.82,13.83,-27.5,-35.96,-25.58,-36.73,-11.15,7.88,-5.41,1.71,16.52,6.3,10.47,19.01,13.72
Inne zobowiązania krótkoterminowe,,,,,,,-38.77,231.31,84.54,-2.62,15.49,-5.2,56.77,13.14,-18.6,-45.35,-24.16,-6.79,62.58,-18.82,-2.25,27.03,31.49,263.76,318.02,99.7,42.38,-28.98,-52.54,5.99,-9.13,292.62,183.73,48.27,190.16,-15.26,-26.25,-6.88,-29.1,7.92,14.65,80.59,38.51,-36.63,-31.34,-35.49,-44.19,-15.41,3.54,-34.71,-10.17,45.02,28.35,61.53,29.52,25.25
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,185.11,161.95,43.58,8.0,5.85,-2.32,-0.79,-0.75,2.13,-7.42,-6.42,-0.1,-0.13,24.4,19.92,-11.81,-21.08,-24.17,-22.16,15.27,25.54,29.8,24.17,0.61,-2.76,1.55,-0.41,30.55,30.87,27.28,42.27,18.04,17.92,30.08,26.0,15.01,10.6,-8.3,-7.51,-14.31,-17.41,-9.68,-13.32,-0.77,7.29,6.0,18.85,24.62,25.71,24.53,31.63,29.66
Przepływy pieniężne z działalności operacyjnej,,,,,-15.52,139.03,58.98,24.37,-74.6,-17.82,471.37,-29.12,412.97,65.32,-94.26,304.44,-60.54,-76.2,1705.75,-83.97,-40.83,-70.95,-134.18,118.44,-14.31,638.31,6.89,-129.51,397.0,-15.5,136.3,625.2,-51.57,78.55,701.1,-106.77,-187.19,9.18,-82.57,1407.38,148.47,55.12,-481.26,-161.67,673.47,-43.42,227.57,304.49,52.42,-17.11,0.65,79.68,-4.77,27.05,186.87,79.96
Amortyzacja,,,,,16.18,23.68,35.78,33.23,48.1,45.21,41.18,56.41,57.05,52.38,46.17,40.39,34.01,-3.61,7.64,-8.28,-52.28,-35.04,-40.04,11.92,107.23,84.64,60.78,-10.03,-19.61,-31.29,-28.57,-23.91,-14.81,5.14,10.15,24.92,72.56,84.03,82.96,117.05,49.96,30.88,45.19,11.7,6.37,12.07,-0.47,0.65,12.64,13.86,24.99,33.75,22.87,24.86,10.74,3.15
Przepływy pieniężne z działalności inwestycyjnej,,,,,-1135.59,212.92,-283.8,95.76,86.93,439.67,-13.12,-1137.86,70.17,0.63,48.05,-483.84,-301.72,-141.97,-77.21,96.9,9.69,71.64,73.57,-173.16,54.04,-196.09,54.33,64.18,32.5,-45.03,-677.37,-111.06,-150.77,52.3,10.33,174.0,-46.86,-330.19,-138.69,-212.18,49.44,58.6,92.74,1378.03,320.45,143.23,218.43,-73.19,-84.75,-365.89,-279.34,-223.95,-839.86,-54.11,953.49,-225.51
CAPEX (niematerialne i rzeczowe),,,,,100.95,143.4,118.84,90.15,0.0,-28.4,-7.42,-24.21,0.27,-17.64,18.78,292.87,10.18,41.8,60.47,-95.63,-44.86,-56.48,-73.43,70.56,-59.93,-27.5,-59.27,-42.64,29.36,15.47,143.75,144.25,-42.4,-42.2,25.82,51.09,338.29,782.54,482.97,-11.99,-27.65,-95.61,-93.08,-53.13,-92.5,-44.26,-42.24,-65.41,-54.69,673.53,345.62,1670.59,3589.66,3.42,68.02,-66.97
Przepływy pieniężne z działalności finansowej,,,,,24.19,-1444.04,40.77,-105.3,-25.99,-50.15,-297.26,76.57,100.0,-32.37,100.0,90.58,,96.93,,69.23,-101.43,98.38,19900.0,-16900.0,-1450.0,-2200.0,-103.7,120.88,264.52,-81.74,86.36,-747.89,-55.88,-1156.94,-1233.33,231.52,-593.33,55.84,3970.0,-326.2,176.58,-174.48,-104.97,-79.58,-2831.18,37.88,-2670.13,52.09,58.17,-9.86,-79.23,-36.14,-61.59,-46.66,-32.62,-8.39
Emisja akcji,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,185.7,,,,49.58,,,,41.12,,,,-100.0,,,,,,,,,,,,,,,,,,,,-89.8,,,,-100.0,,-100.0,,,,,,-100.0,,-100.0,,,,
Przepływy pieniężne razem,,,,,-1119.29,-110.94,-166.99,-82.51,85.56,-353.68,69.5,-78.19,249.57,-30.86,-86.99,-120.49,-122.3,18.79,178.5,1227.38,-116.74,91.7,-224.28,34.21,70.82,4218.42,-20.0,-166.56,822.79,-72.46,-36.57,407.92,-98.83,122.74,154.12,-50.4,-12643.48,-110.83,-361.38,-68.27,92.86,2804.81,6.51,-597.32,540.29,6.61,130.97,270.18,334.84,-114.67,-381.93,-9.51,-98.0,-236.14,493.84,75.06
