,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
Rzeczowe składniki majątku trwałego,210.0,216.0,320.0,350.0,407.0,384.0,351.0,302.0,305.0,264.0,233.0,209.0,306.0,331.0,529.0,473.0,541.0,591.0,585.0,590.0,562.0,517.0,503.0,556.0,604.0,641.0,560.0,656.0,597.0,556.0,644.0,561.0,520.0,454.0,539.0,494.0,501.0,478.0,430.0,583.0,637.0,602.0,556.0,755.0,735.0,730.0,709.0,677.0,671.0,896.0,819.0,973.0,1144.0,1335.0,1217.0,1137.0,1076.0,1274.0,1421.0,1389.0,1314.0,1310.0,1241.0,1133.0,1070.0
Należności długoterminowe,4.0,4.0,29.0,29.0,54.0,54.0,54.0,67.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,36.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,48.0,48.0,48.0,48.0,48.0,48.0,52.0,52.0,52.0,52.0,137.0,133.0,133.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057.0,2069.0,7067.0,8236.0,7201.0,7373.0,8504.0
Pozostałe aktywa trwałe,142.0,175.0,165.0,179.0,160.0,55.0,51.0,44.0,48.0,48.0,45.0,43.0,55.0,59.0,48.0,51.0,76.0,77.0,96.0,108.0,81.0,76.0,176.0,228.0,246.0,269.0,346.0,387.0,56.0,66.0,60.0,61.0,61.0,63.0,66.0,104.0,141.0,143.0,151.0,128.0,380.0,346.0,336.0,306.0,294.0,268.0,306.0,292.0,406.0,410.0,501.0,483.0,520.0,548.0,800.0,816.0,697.0,820.0,956.0,926.0,857.0,827.0,947.0,913.0,851.0
Aktywa obrotowe,2960.0,3602.0,9603.0,9729.0,8809.0,7186.0,6895.0,4722.0,4652.0,4459.0,4320.0,4242.0,3986.0,4185.0,4162.0,4503.0,4711.0,5120.0,4710.0,4772.0,4959.0,5532.0,5192.0,5059.0,5086.0,5248.0,5260.0,4930.0,5559.0,5656.0,4934.0,5411.0,5455.0,6050.0,6197.0,6651.0,7496.0,8057.0,8286.0,8556.0,8963.0,8737.0,9108.0,9171.0,9683.0,10276.0,10562.0,10845.0,11521.0,11719.0,12302.0,12435.0,12903.0,13659.0,15417.0,16773.0,18077.0,18396.0,17324.0,16850.0,12800.0,11954.0,14247.0,13316.0,12130.0
Zapasy,32.0,0.0,0.0,0.0,1.0,6.0,6.0,9.0,0.0,0.0,0.0,14.0,120.0,127.0,61.0,166.0,116.0,256.0,199.0,217.0,24.0,59.0,64.0,65.0,149.0,66.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
Należności krótkoterminowe,980.0,1870.0,1589.0,1675.0,1874.0,1101.0,2945.0,697.0,474.0,450.0,482.0,526.0,482.0,643.0,720.0,583.0,682.0,711.0,630.0,620.0,812.0,895.0,569.0,490.0,459.0,694.0,927.0,588.0,1096.0,967.0,728.0,837.0,631.0,836.0,888.0,1128.0,1332.0,871.0,1176.0,1000.0,1331.0,1060.0,1069.0,1223.0,1304.0,1579.0,1434.0,1572.0,1851.0,1859.0,2129.0,2068.0,2090.0,2228.0,2543.0,2540.0,2658.0,3244.0,3018.0,3283.0,3770.0,3739.0,3686.0,4286.0,4554.0
Inwestycje krótkoterminowe,1706.0,682.0,7761.0,7722.0,6689.0,5870.0,3814.0,3817.0,4033.0,3783.0,3662.0,3540.0,3205.0,3052.0,3172.0,3299.0,3473.0,3476.0,3105.0,3112.0,4077.0,4491.0,4502.0,4441.0,4422.0,4420.0,4191.0,4280.0,4402.0,4547.0,4078.0,4471.0,4720.0,5106.0,5149.0,5313.0,6063.0,6856.0,6763.0,7228.0,7320.0,7327.0,7731.0,7623.0,8002.0,8354.0,8834.0,8931.0,9398.0,9631.0,10005.0,10239.0,10595.0,11216.0,12702.0,14091.0,15215.0,14813.0,14060.0,13366.0,8795.0,7904.0,10306.0,8785.0,7273.0
Środki pieniężne i inne aktywa pieniężne,1706.0,682.0,7761.0,7722.0,6689.0,5870.0,3814.0,3817.0,4033.0,3783.0,3662.0,3540.0,3205.0,3052.0,3172.0,3299.0,3473.0,3476.0,3105.0,3112.0,4077.0,4491.0,4249.0,4337.0,2096.0,2192.0,1553.0,2136.0,2076.0,2843.0,2370.0,1618.0,1459.0,930.0,864.0,1803.0,3725.0,4314.0,4521.0,5013.0,4928.0,4441.0,5116.0,4306.0,4064.0,4884.0,7631.0,8101.0,8077.0,7713.0,6405.0,5446.0,7187.0,7706.0,8094.0,10491.0,15215.0,10417.0,7628.0,5341.0,4748.0,3801.0,3205.0,1555.0,3046.0
Pozostałe aktywa obrotowe,242.0,1050.0,253.0,332.0,245.0,209.0,130.0,199.0,145.0,226.0,176.0,162.0,179.0,363.0,209.0,455.0,440.0,677.0,776.0,823.0,46.0,87.0,57.0,63.0,56.0,68.0,68.0,61.0,61.0,142.0,128.0,103.0,104.0,108.0,160.0,210.0,101.0,330.0,347.0,328.0,312.0,350.0,308.0,325.0,377.0,343.0,294.0,342.0,272.0,229.0,168.0,128.0,218.0,215.0,172.0,142.0,204.0,339.0,246.0,201.0,235.0,311.0,255.0,238.0,296.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,3320.0,4001.0,10155.0,10357.0,9499.0,7746.0,7407.0,5179.0,5116.0,4867.0,4681.0,4590.0,4607.0,4815.0,4934.0,5257.0,5573.0,6018.0,5606.0,5667.0,5839.0,6343.0,6072.0,6030.0,6106.0,6337.0,6328.0,6124.0,6879.0,6907.0,6274.0,6621.0,6578.0,7070.0,7268.0,7784.0,8635.0,9149.0,9289.0,9652.0,10171.0,9999.0,10306.0,10506.0,10957.0,11497.0,11777.0,11991.0,12753.0,13163.0,13746.0,14002.0,14689.0,15675.0,17554.0,18832.0,19945.0,20585.0,20845.0,21309.0,22122.0,22410.0,23801.0,22892.0,22721.0
Kapitał własny akcjonariuszy jednostki dominującej,1562.0,2039.0,8668.0,8832.0,8073.0,6549.0,6271.0,4203.0,3893.0,3783.0,3565.0,3603.0,3610.0,3774.0,3807.0,4162.0,4305.0,4544.0,4230.0,4304.0,4434.0,4895.0,4709.0,4855.0,4928.0,5009.0,4713.0,4935.0,5354.0,5216.0,4856.0,5123.0,5158.0,5489.0,5603.0,6016.0,6621.0,7058.0,7062.0,7546.0,7509.0,7405.0,7459.0,7741.0,8027.0,8439.0,8642.0,8922.0,8758.0,9033.0,9128.0,9355.0,9593.0,9974.0,10432.0,11542.0,12379.0,12900.0,12324.0,12732.0,13715.0,13506.0,14163.0,13127.0,12852.0
Kapitał (fundusz) podstawowy,50.0,500.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1762.0,-1762.0,-1762.0,-1762.0,-1762.0,-1762.0,-1762.0,-1404.0,-1404.0,-1404.0,-1404.0,-1404.0,-1404.0,-1404.0,-1404.0,-1404.0,-1404.0,-964.0,-964.0,-964.0,-964.0,-964.0,-524.0,-524.0,-524.0,-524.0,-524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,394.0,806.0,7140.0,7140.0,7140.0,7140.0,5510.0,5510.0,5510.0,5510.0,3009.0,3009.0,3009.0,3009.0,2693.0,2693.0,2693.0,2744.0,2950.0,2950.0,2950.0,2950.0,3261.0,3261.0,3261.0,3261.0,3557.0,3557.0,3557.0,3357.0,3915.0,3915.0,3915.0,3915.0,4025.0,4025.0,4025.0,4025.0,4582.0,4582.0,4582.0,4582.0,4766.0,4766.0,4766.0,4766.0,5604.0,5604.0,5604.0,5604.0,6272.0,6272.0,6272.0,6272.0,7042.0,7042.0,7042.0,5122.0,5122.0,5122.0,996.0,996.0,1097.0,1097.0,1097.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z tytułu dostaw i usług,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania krótkoterminowe,1690.0,1872.0,1383.0,1450.0,1237.0,1009.0,998.0,850.0,1131.0,958.0,1002.0,860.0,856.0,885.0,957.0,908.0,946.0,1095.0,1053.0,1072.0,1124.0,1114.0,1068.0,921.0,953.0,1059.0,1384.0,1000.0,1314.0,1379.0,1147.0,1269.0,1218.0,1310.0,1400.0,1538.0,1434.0,1493.0,1579.0,1585.0,1887.0,1778.0,1949.0,1968.0,2122.0,2247.0,2196.0,2181.0,2411.0,2419.0,2428.0,2542.0,2847.0,3169.0,3411.0,3534.0,3847.0,4129.0,4324.0,4554.0,4736.0,5156.0,5196.0,5503.0,5751.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,0.0,965.0,0.0,0.0,0.0,982.0,0.0,0.0,0.0,742.0,0.0,0.0,0.0,738.0,0.0,0.0,0.0,869.0,0.0,0.0,0.0,658.0,0.0,0.0,0.0,732.0,0.0,0.0,0.0,770.0,1310.0,1400.0,1538.0,1030.0,1493.0,1579.0,1585.0,1541.0,1778.0,1949.0,1968.0,2122.0,2247.0,2196.0,2181.0,1902.0,2419.0,2428.0,2542.0,2370.0,3169.0,3411.0,3534.0,3847.0,4129.0,4324.0,4554.0,4736.0,5156.0,5196.0,5503.0,5751.0
