,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Zysk netto akcjonariuszy jednostki dominującej,,,,,456.02,9738.89,-80.67,96.84,-229.69,-271.99,429.43,1815.19,1449.96,1024.13,1949.96,15.21,148.3,25.54,88.52,113.17,32.95,107.18,48.95,36.65,-12.54,-0.1,-8.24,11.46,-20.55,-120.48,-26.38,63.24,-5.66,319.24,-20.84,73.31,22.27,34.49,10.91,-69.83,-12.66,56.83,13.93,30.65,38.04,36.49,92.49,112.56,65.22,15.82,35.59,-19.77,-25.64,-40.88,-27.91,-41.34,-54.93,-32.69,-36.65,18.95,-22.7,103.17,125.25,127.73,206.07,638.51,-30.99,-26.23,-16.5,-77.84,55.65,17.78,88.56,16.23,11.67,63.67,12.09
Aktywa trwałe,,,,,-19.77,-11.85,-3.66,2.57,1.39,28.53,31.75,35.02,30.77,5.05,1.86,-2.66,-2.97,-6.38,-0.05,11.87,10.25,17.32,14.65,22.2,20.3,12.97,4.43,37.44,41.5,15.25,11.99,-35.64,-33.42,-16.66,-10.18,11.15,9.93,9.16,12.91,8.88,8.87,14.94,15.13,21.21,21.89,18.44,15.48,4.35,5.94,6.15,6.55,8.22,6.27,4.45,5.96,6.61,11.27,3.26,38.75,45.1,41.97,52.98,12.04,7.09,3.78,4.28,5.57,8.86,14.26,11.71,7.2,8.71,4.45,4.68,8.07,10.1,10.71
Wartości niematerialne i prawne,,,,,-3.15,-2.62,-2.62,-2.07,-2.9,-4.44,-4.34,-4.59,-4.73,-3.47,-3.19,-1.02,-0.21,0.43,0.48,-1.07,-1.53,-1.36,-0.89,-0.13,0.29,0.73,0.76,155.83,154.56,20.91,20.63,-61.14,-60.27,-16.44,-16.39,1.46,0.49,0.16,0.14,0.5,-0.42,-0.46,-0.78,-0.64,0.29,0.41,24.28,33.57,31.39,30.34,6.01,0.23,-0.01,-0.4,-1.71,-1.72,-1.61,-1.64,193.09,231.93,233.79,236.41,13.09,-2.01,-2.75,-3.41,-3.25,-3.46,3.18,2.17,2.15,1.32,-5.11,-2.04,-2.34,-4.32,-4.58
Rzeczowe składniki majątku trwałego,,,,,34.5,2.39,7.53,6.34,1.48,1.32,7.75,-5.62,1.64,-2.47,-7.83,22.07,11.2,-1.66,-3.41,-15.77,-19.77,-10.9,-9.61,6.82,12.89,24.55,22.21,157.05,160.99,112.26,106.32,-59.42,-56.42,-53.47,-54.11,-24.68,-30.62,-28.44,-22.12,-5.06,-5.41,-6.45,-12.21,4.7,8.76,26.41,39.18,37.75,64.96,23.82,37.21,41.64,17.1,49.64,46.83,58.92,80.52,59.17,137.94,98.71,78.51,92.92,10.06,7.0,3.03,-1.64,0.66,-1.86,-0.42,3.74,3.77,18.96,22.76,20.4,18.83,12.06,12.55
Należności długoterminowe,,,,,-36.01,-32.22,-25.88,-12.13,0.0,27.96,30.14,37.38,18.26,-6.39,-8.22,-20.93,2.84,-16.87,-3.8,-7.04,-19.83,-2.26,-22.8,-10.74,-22.53,-20.82,-19.7,-14.48,-0.1,-2.46,-32.92,-49.34,-40.83,-76.74,62.57,124.35,137.05,614.34,74.88,74.47,38.95,19.23,14.07,7.24,7.69,9.61,6.66,2.18,-1.87,-0.57,1.02,4.16,8.21,5.46,8.17,-20.47,-23.91,-20.35,-22.97,29.83,37.05,5.13,12.03,-15.1,-18.7,1.25,-2.0,-1.45,-4.57,-5.79,-9.44,-4.27,-2.41,0.88,3.55,2.86,8.3
Inwestycje długoterminowe,,,,,-37.62,-44.43,-24.76,-3.02,-5.26,161.03,161.76,136.89,136.1,-3.97,-6.9,-65.79,-66.56,-61.79,-61.46,8.36,10.87,-8.07,-7.56,-10.16,-25.94,-34.91,-32.95,-33.31,-26.96,-5.45,-4.98,29.14,49.37,120.21,32.79,-0.63,-10.54,-44.14,-9.12,10.21,61.46,170.95,171.89,190.44,124.79,37.33,-5.67,-25.57,-25.7,33.01,62.99,92.81,90.4,-15.38,36.27,-12.2,-9.14,-22.8,-71.52,-88.24,-87.56,-81.49,-62.84,7.98,-36.79,-30.92,-48.17,-42.35,-4.72,1.11,25.27,34.32,27.59,98.53,73.89,59.16,190.88
Pozostałe aktywa trwałe,,,,,-42.79,35.58,28.46,25.79,14.52,12.3,18.76,62.26,41.56,52.55,43.11,65.07,58.67,54.04,69.8,44.11,49.55,56.04,49.82,48.69,48.18,26.98,8.93,-8.03,-6.83,-14.93,-17.16,-5.1,-4.04,9.26,19.92,20.61,20.47,17.79,22.93,6.1,4.66,7.83,10.9,14.13,16.99,17.82,15.9,1.52,0.92,-7.47,-8.38,-13.47,-12.63,0.78,-14.5,1.42,3.52,-4.92,15.07,16.34,20.95,25.37,22.52,17.69,14.5,17.17,18.66,29.67,36.74,26.11,14.14,5.32,-3.47,-5.06,3.78,14.27,12.13
Aktywa obrotowe,,,,,10.44,14.19,1.43,18.52,23.12,2.91,2.53,-0.92,1.17,8.49,9.52,51.08,16.39,43.68,12.97,-0.05,14.29,-12.89,20.47,21.71,26.46,18.57,13.18,7.19,3.73,15.06,2.57,-21.54,-16.4,-20.8,-11.21,6.1,7.61,5.46,5.1,3.79,25.0,29.4,29.81,22.37,14.86,16.52,14.95,21.7,16.5,4.86,3.33,7.04,3.13,0.52,-7.81,-11.88,-10.75,-1.48,11.92,17.27,36.99,35.88,26.51,13.1,11.11,-9.05,-10.12,-12.4,-9.25,-1.36,-2.24,7.29,5.0,6.67,7.74,15.22,6.79
Zapasy,,,,,59.34,60.14,60.58,49.35,38.83,26.5,29.58,28.16,46.56,43.23,31.34,128.72,14.21,93.42,1.95,-7.47,58.14,-13.95,49.5,-12.16,-1.25,-2.3,10.74,12.52,14.19,14.09,1.36,-21.46,-28.18,-27.36,-24.49,-20.45,-24.59,-25.17,-22.99,-6.94,14.77,25.72,39.3,33.75,23.68,26.6,23.93,36.43,46.89,45.82,29.22,20.4,11.61,6.01,11.45,13.1,18.47,18.98,24.61,24.94,20.21,9.07,0.02,-0.77,-81.55,-79.14,-78.33,-78.53,35.02,55.96,50.62,73.39,38.48,-2.78,-11.69,-18.26,-15.0
Należności krótkoterminowe,,,,,-7.44,16.03,-6.15,34.9,36.24,6.47,3.0,-20.24,-20.82,-27.51,-25.43,1.26,-0.49,-6.28,-10.97,-31.8,-34.88,6.07,30.0,4.77,54.4,36.01,10.71,43.68,24.73,52.01,13.83,-13.97,-12.74,-41.46,-17.2,-1.04,-21.13,9.46,9.19,0.86,17.15,6.83,-2.35,-10.23,9.86,3.48,9.3,37.3,27.72,24.49,41.17,47.28,37.36,-38.69,-44.48,-28.49,8.52,114.27,122.54,29.97,-4.42,-15.91,-15.72,34.66,-1.89,12.93,21.16,32.64,48.65,36.0,14.59,-23.21,-10.25,-15.46,-4.59,19.47,-8.06
Inwestycje krótkoterminowe,,,,,16.05,-17.55,-13.93,-14.85,-3.14,-29.71,-22.72,5.67,-4.72,102.62,101.41,53.29,60.47,67.93,64.65,40.04,19.96,-29.71,-7.99,62.17,49.83,33.59,18.41,-6.27,-18.93,-39.4,-9.93,-24.88,-4.35,74.05,10.59,25.59,63.52,30.58,28.06,11.39,35.41,59.23,53.05,30.47,13.22,20.37,13.93,12.47,-0.45,-27.52,-28.26,-11.17,-17.67,33.8,11.9,-18.16,-50.27,-70.93,-53.62,5.36,139.27,299.41,188.05,14.67,11.9,39.52,23.32,13.87,33.19,-30.56,-21.19,19.8,9.07,34.34,25.21,20.81,19.38
Środki pieniężne i inne aktywa pieniężne,,,,,78.36,12.67,11.09,-0.73,9.63,-30.01,-34.16,4.07,-7.09,98.47,121.94,42.59,46.5,81.35,83.22,55.7,40.73,-26.09,-5.67,64.76,50.79,33.81,18.68,-5.41,-17.75,-39.38,-10.21,-25.2,-4.59,74.16,10.71,25.88,64.07,30.72,27.17,10.42,33.8,56.07,51.7,31.75,14.46,21.47,16.16,12.52,-5.04,-36.16,-38.5,-21.67,-27.11,-25.03,-40.56,-33.74,-41.21,-47.21,1.72,7.58,124.11,322.77,188.21,57.28,19.68,44.23,23.39,12.6,29.33,-30.0,-22.85,19.98,11.91,35.63,25.52,20.38,17.77
Pozostałe aktywa obrotowe,,,,,162.82,148.62,103.34,-3.76,-57.7,-63.04,-71.03,-18.28,-18.2,-15.77,-16.42,20.37,2.13,-7.37,-24.16,-21.29,-4.65,12.75,82.7,60.23,42.31,107.91,113.47,82.02,33.85,-5.29,-23.24,-34.89,-7.05,-4.38,274.85,261.58,87.31,187.06,-74.91,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,371.68,388.42,-99.65,-99.88,-99.66,-99.83,4059.81,19484.62,7474.36,15048.72,32.73,-22.65,-100.0,-100.0,-100.0,-100.0,,,,,-100.0,-100.0,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,
Aktywa razem,,,,,2.47,8.64,0.56,15.69,18.63,7.34,7.33,4.73,6.4,7.78,7.98,40.18,12.19,33.58,10.5,1.63,13.53,-8.62,19.47,21.79,25.34,17.56,11.74,11.9,10.34,15.09,4.02,-24.23,-20.22,-20.08,-11.04,6.92,8.05,6.13,6.41,4.65,21.93,26.69,27.2,22.16,16.05,16.85,15.03,18.68,14.61,5.08,3.85,7.22,3.65,1.2,-5.52,-9.02,-7.02,-0.63,16.91,22.32,38.0,39.07,23.31,11.81,9.58,-6.31,-6.97,-8.03,-4.61,1.63,-0.09,7.63,4.87,6.17,7.82,13.96,7.71
Kapitał własny akcjonariuszy jednostki dominującej,,,,,4.1,0.99,0.89,0.69,0.11,-1.37,-0.83,2.48,5.61,11.48,17.11,4.76,22.11,-15.32,0.7,4.35,-5.16,10.36,1.16,16.07,13.77,5.32,3.74,4.51,2.85,-52.89,-49.74,-39.09,-37.37,45.34,33.58,44.6,42.9,5.56,6.45,-17.09,-16.82,14.5,14.2,15.4,16.88,14.26,22.31,33.74,36.32,14.21,17.8,9.99,6.64,-8.5,-12.22,-15.67,-18.36,16.63,8.49,8.72,7.75,22.57,31.74,42.22,46.16,79.54,22.4,14.78,13.17,-36.03,-7.04,-4.61,-0.84,16.14,15.67,21.65,20.87
Kapitał (fundusz) podstawowy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.88,-62.88,-62.88,-62.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.99,-7.99,-7.99,-7.99,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,-39.23,-24.34,-18.88,-64.98,-79.66,-84.46,-91.76,-93.82,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,17.82,18.7,19.39,-82.79,-81.31,-80.84,-81.03,20.78,19.65,17.64,16.07,13.4,-66.04,-65.53,-84.86,-84.58,-51.44,-60.69,-100.0,941.75,946.33,1151.35,,299.26,310.29,303.73,64.76,33.09,37.62,15.9,13.3,10.15,7.22,3.92,-2.68,-1.67,-0.31,29.21,-0.52,-3.87,-6.24
Zobowiązania długoterminowe,,,,,-43.08,0.37,3.64,7.08,-10.32,74.79,74.85,121.83,135.91,21.47,17.48,38.57,-21.16,13.09,14.28,-3.59,56.95,-33.76,-30.08,-39.01,-40.89,33.99,38.47,41.26,40.63,34.01,19.3,6.17,7.0,-0.18,-8.02,-8.99,-7.32,-2.2,14.73,18.58,15.09,10.0,4.5,7.66,12.35,18.35,16.3,10.01,11.72,7.43,11.51,25.83,24.32,26.69,25.99,28.28,45.82,24.13,40.67,33.03,16.66,35.02,17.97,8.61,-2.76,-4.15,-11.79,-10.17,-2.75,-2.81,2.13,0.5,1.4,3.6,1.74,6.53,5.28
Z tytułu dostaw i usług,,,,,-13.89,9.97,-1.76,41.47,54.21,7.68,2.95,-14.64,-7.39,0.19,1.19,20.17,21.78,26.79,-2.28,-3.65,-26.41,-10.5,21.68,39.81,62.96,29.72,27.63,33.65,7.84,25.36,16.94,-24.18,-9.37,-21.1,-18.17,-5.41,-5.98,-3.0,-7.87,-8.23,27.77,16.27,18.34,1.62,-1.49,-1.17,3.09,33.89,14.99,9.62,7.36,11.65,7.82,13.85,4.92,1.32,-2.07,-9.16,4.39,-11.02,8.13,13.66,-0.34,-10.38,0.06,-5.08,17.25,1.78,9.75,2.02,-12.52,8.64,-0.61,3.85,3.51,17.47,8.77
Kredyty i pożyczki,,,,,136.56,202.23,91.46,35.03,26.05,-28.47,-25.02,-15.67,-26.32,30.09,31.96,16.97,37.01,54.32,-77.09,-53.86,-76.1,-92.82,-65.17,-72.13,-32.71,9.36,13.94,115.19,109.24,59.24,7.51,-53.07,-55.9,-4.95,-9.73,11.35,18.13,-35.06,11.89,8.48,-1.32,1.42,-7.68,-7.59,-10.92,-11.97,-4.89,2.52,9.14,25.21,49.28,49.56,64.02,63.65,68.97,80.79,106.13,311.75,306.4,223.05,178.97,17.46,-0.23,6.75,-53.38,-51.34,-53.38,-55.69,-6.31,-11.71,-12.28,-8.76,-16.22,-7.91,-12.04,-16.03,-6.86
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.63,59.55,-11.96,9.14,78.88,925.44,177.33,455.96,327.87,-84.83,-73.12,-61.07,-69.11,-50.88,5.18
Inne zobowiązania długoterminowe,,,,,-62.64,3.19,5.54,8.97,25.56,23.06,23.17,30.71,13.14,19.12,30.81,15.4,20.53,17.17,6.72,4.95,15.28,11.22,15.32,28.74,21.66,23.37,16.55,18.36,18.95,19.37,13.48,7.07,5.89,2.39,6.76,2.36,2.94,5.85,11.22,16.8,15.2,11.56,6.89,9.1,13.25,18.6,14.86,6.19,4.17,4.24,6.03,22.67,24.81,20.67,18.29,15.77,12.83,12.45,22.95,25.49,28.94,32.92,26.77,13.29,5.67,4.42,-4.08,1.13,5.73,3.48,8.52,0.12,1.46,3.68,2.48,5.54,3.76
Zobowiązania krótkoterminowe,,,,,16.66,12.85,0.22,22.84,32.99,4.53,4.11,-4.96,-7.19,4.36,3.51,53.22,16.97,55.93,13.48,1.95,14.07,-9.23,34.34,34.1,46.52,19.05,11.26,11.11,9.44,28.16,14.76,-24.34,-19.65,-28.18,-16.47,2.31,3.14,7.46,5.22,8.52,35.48,31.89,33.39,25.42,16.39,17.03,13.86,17.27,11.08,3.62,0.95,4.68,0.31,-0.5,-8.33,-12.96,-12.96,-7.16,13.66,22.23,49.98,42.3,22.92,7.25,6.07,-19.84,-11.18,-12.79,-9.03,15.42,1.13,12.96,7.22,4.65,7.43,13.7,4.92
