,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
Zysk z działalności gospodarczej,-9133.0,303.0,790.0,-284.0,1294.0,561.0,-397.0,-35.0,903.0,466.0,1006.0,1389.0,1864.0,1665.0,1723.0,1353.0,1970.0,1719.0,1823.0,1959.0,3073.0,1545.0,1062.0,1341.0,3166.0,1285.0,2377.0,1842.0,4270.0,2793.0,2586.0,2116.0,4118.0,2084.0,2689.0,2222.0,4329.0,1140.0,688.0,1377.0,617.0,-16.0,3756.0,1544.0,3042.0,1833.0,2768.0,1883.0,2173.0,1840.0,3215.0,2980.0,3098.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,-9133.0,303.0,790.0,-284.0,1294.0,561.0,-397.0,-35.0,903.0,466.0,1006.0,1389.0,1864.0,1665.0,1723.0,1353.0,1970.0,1719.0,1823.0,1959.0,3073.0,1545.0,1062.0,1341.0,3166.0,1285.0,2377.0,1842.0,4270.0,2793.0,2586.0,2116.0,4118.0,2084.0,2689.0,2222.0,4329.0,1140.0,688.0,1377.0,617.0,-16.0,3756.0,1544.0,3042.0,1833.0,2768.0,1883.0,2173.0,1840.0,3215.0,2980.0,3098.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-9046.0,113.0,589.0,-277.0,289.0,483.0,-7.0,-125.0,927.0,390.0,706.0,1160.0,1465.0,1339.0,1427.0,1123.0,1628.0,1446.0,1450.0,1612.0,2337.0,1226.0,898.0,1090.0,2475.0,1037.0,1935.0,1493.0,3450.0,2261.0,2072.0,1691.0,3226.0,1690.0,2145.0,1792.0,3730.0,892.0,466.0,1353.0,320.0,-64.0,3642.0,1239.0,2263.0,1498.0,2020.0,1556.0,1873.0,1462.0,2529.0,2123.0,2790.0
Zysk netto akcjonariuszy jednostki dominującej,-8741.0,195.0,681.0,-451.0,698.0,483.0,-7.0,-125.0,902.0,358.0,699.0,1160.0,1465.0,1339.0,1468.0,1087.0,1611.0,1476.0,1463.0,1594.0,2355.0,1226.0,897.0,1102.0,2497.0,1025.0,1913.0,1483.0,3436.0,2261.0,2053.0,1716.0,3259.0,1704.0,2148.0,1792.0,3757.0,935.0,481.0,1229.0,456.0,-45.0,3651.0,1269.0,2318.0,1531.0,2080.0,1595.0,1910.0,1581.0,2434.0,2084.0,2508.0
Aktywa trwałe,13017.0,0.0,0.0,0.0,14830.0,0.0,0.0,0.0,14734.0,0.0,0.0,10545.0,10026.0,10064.0,10921.0,10979.0,11338.0,11418.0,11655.0,11971.0,12374.0,12608.0,12722.0,13558.0,14116.0,13571.0,13708.0,13438.0,14068.0,15913.0,15821.0,16666.0,27560.0,27384.0,28610.0,28445.0,31611.0,31984.0,31984.0,31504.0,32498.0,32751.0,44429.0,44386.0,44691.0,45135.0,45609.0,47416.0,49900.0,51602.0,51368.0,56489.0,59778.0
Wartości niematerialne i prawne,2682.0,0.0,0.0,0.0,2669.0,0.0,0.0,0.0,2338.0,0.0,0.0,2166.0,2090.0,2023.0,2479.0,2406.0,2394.0,2335.0,2267.0,2209.0,2108.0,2070.0,2166.0,3051.0,2876.0,2850.0,2823.0,2793.0,3143.0,5001.0,3338.0,3545.0,12167.0,12280.0,13266.0,13021.0,13020.0,13305.0,13612.0,13870.0,15528.0,16358.0,28532.0,29211.0,29947.0,30861.0,31719.0,33164.0,35731.0,37198.0,38061.0,43029.0,45393.0
Rzeczowe składniki majątku trwałego,9098.0,9608.0,9745.0,9316.0,11707.0,11284.0,11711.0,11094.0,11400.0,10647.0,7623.0,7500.0,7259.0,7485.0,7768.0,7807.0,8042.0,8033.0,8338.0,8652.0,9382.0,9644.0,9718.0,9926.0,10825.0,10321.0,10395.0,10132.0,10429.0,10409.0,10435.0,10340.0,12629.0,12386.0,14350.0,14371.0,17306.0,17308.0,16935.0,16006.0,15479.0,14635.0,13927.0,13033.0,12504.0,11698.0,11155.0,11307.0,11623.0,11889.0,10997.0,10963.0,10627.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,310.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,1132.0,165.0,165.0,165.0,235.0,299.0,304.0,304.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,1237.0,0.0,0.0,0.0,454.0,0.0,0.0,0.0,996.0,0.0,0.0,879.0,677.0,556.0,674.0,766.0,902.0,1050.0,1050.0,1110.0,584.0,594.0,528.0,571.0,415.0,400.0,490.0,513.0,496.0,503.0,500.0,1649.0,2599.0,2553.0,829.0,818.0,986.0,1067.0,1133.0,1324.0,1491.0,1758.0,1970.0,2142.0,2240.0,2576.0,2735.0,2945.0,2546.0,2515.0,2310.0,2497.0,3758.0
Aktywa obrotowe,9116.0,0.0,0.0,0.0,9090.0,0.0,0.0,0.0,8889.0,0.0,0.0,10105.0,13233.0,12802.0,13406.0,14818.0,18410.0,17914.0,16254.0,17863.0,17914.0,15918.0,22570.0,15170.0,19245.0,19617.0,17133.0,17386.0,23758.0,24384.0,16153.0,17188.0,20935.0,19078.0,18759.0,16923.0,20921.0,16403.0,16558.0,13348.0,13454.0,11694.0,11958.0,13103.0,15053.0,15582.0,19485.0,20917.0,24325.0,19686.0,23673.0,18297.0,28791.0
Zapasy,1593.0,0.0,0.0,0.0,1118.0,0.0,0.0,0.0,1216.0,0.0,0.0,1745.0,1525.0,2269.0,1909.0,1709.0,1501.0,1621.0,1901.0,2676.0,1717.0,2551.0,3493.0,3610.0,2083.0,3518.0,2856.0,3427.0,2822.0,3097.0,3149.0,3806.0,3577.0,3890.0,3568.0,3140.0,3531.0,4229.0,3197.0,3032.0,2177.0,1973.0,2463.0,2507.0,2394.0,3302.0,4484.0,4813.0,2874.0,3243.0,3732.0,3003.0,3108.0
Należności krótkoterminowe,5722.0,4022.0,3841.0,3350.0,5420.0,4167.0,4098.0,3534.0,4900.0,3833.0,3991.0,3956.0,5866.0,3790.0,5260.0,5724.0,7658.0,5420.0,5952.0,5540.0,10446.0,6594.0,7158.0,6674.0,9257.0,5887.0,7822.0,8075.0,13059.0,9234.0,9484.0,9761.0,15709.0,10064.0,12470.0,10595.0,14626.0,9314.0,7709.0,8162.0,7816.0,5663.0,7310.0,7644.0,10630.0,8693.0,10777.0,11805.0,16738.0,11219.0,14429.0,13436.0,17828.0
Inwestycje krótkoterminowe,1458.0,1793.0,2018.0,3205.0,2361.0,2629.0,2708.0,2520.0,2549.0,3381.0,3674.0,4149.0,5305.0,6493.0,5874.0,7067.0,8830.0,10507.0,7915.0,9096.0,5332.0,5707.0,11067.0,3875.0,6856.0,9071.0,5212.0,5184.0,7023.0,11204.0,2537.0,2678.0,641.0,3962.0,1333.0,1887.0,1286.0,1349.0,3954.0,1126.0,2027.0,2667.0,1069.0,2306.0,2029.0,3587.0,4224.0,4299.0,4713.0,5224.0,5512.0,1858.0,7855.0
Środki pieniężne i inne aktywa pieniężne,1404.0,1793.0,2018.0,3205.0,2275.0,2629.0,2708.0,2520.0,2509.0,3381.0,3674.0,4149.0,5305.0,6373.0,5874.0,7019.0,8830.0,10443.0,7851.0,9031.0,5330.0,5706.0,11066.0,3875.0,6856.0,9071.0,5212.0,5184.0,7023.0,11204.0,2537.0,2678.0,641.0,3962.0,1333.0,1887.0,1286.0,1349.0,3954.0,1126.0,2027.0,2667.0,1045.0,2270.0,1934.0,3495.0,4135.0,4212.0,4634.0,5085.0,5383.0,1818.0,7816.0
Pozostałe aktywa obrotowe,343.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,204.0,0.0,0.0,255.0,537.0,250.0,363.0,303.0,389.0,356.0,476.0,541.0,409.0,1066.0,852.0,1011.0,1049.0,1141.0,1243.0,700.0,854.0,849.0,983.0,943.0,1008.0,1162.0,1388.0,1301.0,1478.0,1511.0,1219.0,1028.0,1434.0,1391.0,1116.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,32.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,22133.0,0.0,0.0,0.0,23920.0,0.0,0.0,0.0,23623.0,0.0,0.0,20650.0,23259.0,22866.0,24327.0,25797.0,29748.0,29332.0,27909.0,29834.0,30288.0,28526.0,35292.0,28728.0,33361.0,33188.0,30841.0,30824.0,37826.0,40297.0,31974.0,33854.0,48495.0,46462.0,47369.0,45368.0,52532.0,48387.0,48542.0,44852.0,45952.0,44445.0,56387.0,57489.0,59744.0,60717.0,65094.0,68333.0,74225.0,71288.0,75041.0,74786.0,88569.0
Kapitał własny akcjonariuszy jednostki dominującej,7618.0,7623.0,8382.0,8320.0,8952.0,9561.0,9408.0,9114.0,10697.0,10623.0,11414.0,11997.0,13695.0,15115.0,14977.0,15936.0,17311.0,18518.0,17176.0,18530.0,16587.0,16128.0,15284.0,16386.0,18883.0,19908.0,17801.0,17842.0,20731.0,23097.0,14856.0,15338.0,18254.0,19522.0,17308.0,18987.0,19945.0,19452.0,19934.0,19508.0,19963.0,20538.0,21081.0,22350.0,25695.0,27226.0,23928.0,26100.0,30349.0,32394.0,28822.0,31143.0,39809.0
Kapitał (fundusz) podstawowy,658.0,0.0,0.0,0.0,658.0,0.0,0.0,0.0,662.0,0.0,0.0,662.0,664.0,664.0,665.0,678.0,678.0,678.0,673.0,673.0,673.0,673.0,673.0,673.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,637.0,647.0,647.0,647.0,628.0,628.0,628.0,628.0,628.0,622.0,622.0,622.0,622.0,622.0,622.0,646.0,646.0,646.0,646.0,678.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-423.0,-731.0,-998.0,-1264.0,-148.0,-387.0,-4692.0,-6384.0,-387.0,0.0,0.0,0.0,0.0,-1442.0,-1988.0,-2070.0,-4439.0,-5601.0,-5946.0,-547.0,-623.0,-736.0,-3564.0,-1322.0,-1322.0,-1322.0,-1322.0,-1322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,19300.0,0.0,0.0,0.0,10303.0,0.0,0.0,0.0,8782.0,0.0,0.0,8680.0,8911.0,12674.0,10113.0,10244.0,10309.0,12815.0,9851.0,8102.0,9850.0,10358.0,10323.0,9939.0,9939.0,13661.0,11641.0,11640.0,11640.0,9397.0,9250.0,10247.0,10594.0,10462.0,10462.0,10408.0,13265.0,8463.0,8295.0,16067.0,16066.0,18034.0,16853.0,16711.0,17880.0,17880.0,18168.0,19667.0,22584.0,23048.0,23654.0,23595.0,30477.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,17.0,4.0,22.0,4.0,-3.0,5.0,-40.0,-55.0,-43.0,-21.0,-11.0,4.0,4.0,43.0,14.0,-20.0,-34.0,-37.0,-37.0,-64.0,-107.0,-122.0,-4.0,-12.0,-22.0,-31.0,-61.0,338.0,305.0,307.0,139.0,271.0,156.0,97.0,3599.0,4570.0
Zobowiązania długoterminowe,4399.0,4329.0,4381.0,4265.0,5116.0,4965.0,4729.0,4746.0,4230.0,3387.0,1675.0,1502.0,1553.0,1569.0,1866.0,2308.0,2806.0,3096.0,3250.0,3618.0,3899.0,4266.0,4496.0,5029.0,5757.0,5112.0,5557.0,5384.0,5958.0,7006.0,6828.0,7226.0,13654.0,13690.0,13646.0,9914.0,12396.0,12538.0,11817.0,13673.0,12624.0,12200.0,17182.0,16163.0,17914.0,17122.0,16495.0,9812.0,10867.0,12840.0,11860.0,17148.0,14052.0
Z tytułu dostaw i usług,3266.0,0.0,0.0,0.0,2792.0,0.0,0.0,0.0,1850.0,0.0,0.0,1433.0,2029.0,1529.0,1812.0,1693.0,4101.0,2744.0,1940.0,2231.0,4734.0,3422.0,3924.0,2887.0,4799.0,4017.0,2787.0,2706.0,5358.0,3805.0,2860.0,3058.0,6747.0,3476.0,4295.0,3532.0,8615.0,6011.0,5393.0,2598.0,4265.0,1713.0,5441.0,2896.0,10178.0,10179.0,10725.0,11729.0,14191.0,12116.0,21318.0,15426.0,14309.0
Kredyty i pożyczki,3810.0,0.0,0.0,0.0,3855.0,0.0,0.0,0.0,3707.0,0.0,0.0,2237.0,1888.0,1714.0,1581.0,1247.0,1477.0,872.0,573.0,0.0,202.0,1405.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,271.0,456.0,463.0,706.0,392.0,3878.0,1062.0,2034.0,2199.0,3758.0,638.0,1096.0,1554.0,3463.0,6434.0,1550.0,2017.0,9691.0,10113.0,7666.0,2755.0,3160.0,3283.0,10811.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,1740.0,0.0,0.0,0.0,2156.0,0.0,0.0,0.0,2171.0,0.0,0.0,1552.0,1384.0,1290.0,1298.0,1279.0,1283.0,1214.0,1238.0,1344.0,1482.0,167.0,1491.0,1709.0,1955.0,2254.0,2300.0,2292.0,2479.0,3237.0,3362.0,3656.0,3929.0,4059.0,4241.0,3338.0,4216.0,4312.0,4045.0,3913.0,3811.0,3772.0,3603.0,3463.0,3297.0,3093.0,3349.0,2770.0,2760.0,2835.0,2715.0,2742.0,2566.0
Inne zobowiązania długoterminowe,847.0,0.0,0.0,0.0,1072.0,0.0,0.0,0.0,971.0,0.0,0.0,718.0,639.0,662.0,591.0,624.0,829.0,832.0,741.0,744.0,372.0,482.0,292.0,439.0,581.0,611.0,683.0,712.0,813.0,2032.0,1880.0,973.0,6649.0,6728.0,6801.0,3288.0,3080.0,3139.0,3224.0,2786.0,2855.0,3003.0,11165.0,10775.0,10427.0,10437.0,4688.0,4029.0,3350.0,3379.0,3388.0,2702.0,3352.0
Zobowiązania krótkoterminowe,10116.0,9391.0,9156.0,10135.0,9852.0,9628.0,8453.0,9341.0,9244.0,0.0,7086.0,7151.0,8011.0,6182.0,7484.0,7553.0,9587.0,7701.0,7479.0,7664.0,9798.0,8135.0,15507.0,7353.0,8776.0,8211.0,7504.0,7609.0,11133.0,10190.0,10247.0,11276.0,16607.0,13284.0,16452.0,16504.0,20255.0,16504.0,16913.0,11675.0,13377.0,11729.0,18155.0,19037.0,15797.0,16064.0,24364.0,32282.0,32738.0,25898.0,34262.0,22896.0,30138.0
Inne zobowiązania krótkoterminowe,1300.0,0.0,0.0,0.0,1049.0,0.0,0.0,0.0,1516.0,0.0,0.0,1929.0,2710.0,1649.0,2793.0,3334.0,2726.0,2871.0,3728.0,4089.0,3380.0,3141.0,10092.0,2757.0,2011.0,1940.0,2417.0,2611.0,3296.0,2877.0,3569.0,4099.0,5225.0,5357.0,4038.0,8572.0,5390.0,3982.0,3717.0,4526.0,4205.0,4690.0,5648.0,6244.0,772.0,775.0,599.0,7670.0,8121.0,8192.0,7069.0,1445.0,2452.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,22133.0,21343.0,21919.0,22720.0,23920.0,24154.0,22590.0,23201.0,23623.0,14010.0,20175.0,20650.0,23259.0,22866.0,24327.0,25797.0,29748.0,29332.0,27909.0,29834.0,30288.0,28526.0,35292.0,28728.0,33361.0,33188.0,30841.0,30824.0,37826.0,40297.0,31974.0,33854.0,48495.0,46462.0,47369.0,45368.0,52532.0,48387.0,48542.0,44852.0,45952.0,44445.0,56387.0,57489.0,59744.0,60717.0,65094.0,68333.0,74225.0,71288.0,75041.0,74786.0,88569.0
Przepływy pieniężne z działalności operacyjnej,2805.0,0.0,0.0,0.0,5450.0,0.0,0.0,3940.0,1426.0,1914.0,1591.0,2200.0,2360.0,2381.0,2195.0,2099.0,2525.0,3005.0,1275.0,2470.0,1552.0,2946.0,928.0,1280.0,4056.0,2972.0,759.0,2200.0,3611.0,5432.0,2445.0,2758.0,3867.0,5527.0,210.0,6008.0,3221.0,3047.0,2559.0,306.0,4510.0,1109.0,1337.0,4200.0,3038.0,3701.0,940.0,2987.0,6117.0,6104.0,2732.0,6814.0,2148.0
Amortyzacja,637.0,622.0,696.0,746.0,703.0,847.0,1175.0,1148.0,785.0,1059.0,913.0,791.0,797.0,718.0,741.0,715.0,715.0,777.0,799.0,776.0,805.0,785.0,813.0,851.0,916.0,890.0,884.0,890.0,903.0,1042.0,1063.0,1120.0,1254.0,1273.0,1313.0,1729.0,1788.0,1403.0,1522.0,1475.0,1435.0,1636.0,1714.0,1713.0,1610.0,1664.0,1571.0,1573.0,1737.0,1749.0,2028.0,1439.0,1378.0
Przepływy pieniężne z działalności inwestycyjnej,-5012.0,0.0,0.0,0.0,-4813.0,0.0,0.0,-2607.0,-962.0,-232.0,-695.0,-527.0,-754.0,-1029.0,-1613.0,-686.0,-1273.0,-692.0,-1047.0,-1040.0,1847.0,-363.0,43.0,-578.0,-323.0,-164.0,60.0,-66.0,-357.0,-108.0,-66.0,-323.0,-4345.0,-179.0,-439.0,-1188.0,-631.0,-428.0,-452.0,-441.0,-2447.0,-1017.0,-5188.0,-1719.0,-749.0,-1301.0,-1402.0,-2288.0,-2977.0,-1839.0,-1875.0,-8919.0,-2025.0
CAPEX (niematerialne i rzeczowe),4430.0,0.0,0.0,0.0,4895.0,0.0,0.0,2654.0,961.0,235.0,734.0,547.0,817.0,883.0,1630.0,679.0,1318.0,743.0,1036.0,1048.0,-2014.0,367.0,32.0,588.0,328.0,168.0,-56.0,87.0,380.0,186.0,100.0,323.0,493.0,180.0,477.0,1124.0,615.0,370.0,456.0,604.0,2448.0,1022.0,960.0,1722.0,1615.0,1363.0,1426.0,2548.0,3125.0,1881.0,1896.0,2139.0,2315.0
Przepływy pieniężne z działalności finansowej,1808.0,0.0,0.0,0.0,234.0,0.0,0.0,-1088.0,-475.0,-810.0,-603.0,-1198.0,-450.0,-284.0,-1082.0,-267.0,559.0,-700.0,-2820.0,-250.0,-7097.0,-2207.0,4389.0,-7893.0,-1147.0,-593.0,-4678.0,-2162.0,-1415.0,-1143.0,-11046.0,-2294.0,-1612.0,-2027.0,-2400.0,-4266.0,-3191.0,-2556.0,602.0,-2797.0,-1162.0,548.0,1390.0,-1256.0,-1786.0,-839.0,1102.0,-622.0,-2718.0,-3815.0,-558.0,-1460.0,5875.0
Emisja akcji,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
