,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Koszty finansowe,17.0,52.0,74.0,30.0,45.0,84.0,47.0,170.0,1421.0,589.0,334.0,252.0,-141.0,90.0,236.0,148.0,-102.0,93.0,122.0,69.0,103.0,96.0,68.0,75.0,69.0,67.0,51.0,23.0,36.0,42.0,27.0,82.0,1882.0,50.0,62.0,-32.0,18.0,15.0,27.0,15.0,91.0,91.0,-34.0,29.0,39.0,54.0,3.0,34.0,25.0,38.0,49.0,44.0,159.0,36.0,46.0,355.0,30.0,33.0,193.0,-94.0,187.0,54.0,47.0,67.0,263.0,108.0,294.0,-190.0,721.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-306.0,-189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,-3.0,366.0,380.0,421.0,721.0,495.0,658.0,465.0,-4571.0,-103.0,329.0,331.0,310.0,321.0,282.0,324.0,645.0,354.0,319.0,372.0,173.0,660.0,371.0,228.0,293.0,322.0,999.0,548.0,739.0,646.0,704.0,232.0,-3058.0,759.0,1624.0,440.0,1787.0,1062.0,1423.0,1532.0,1495.0,1385.0,1744.0,1471.0,1253.0,1810.0,2065.0,1642.0,1211.0,1851.0,1106.0,2153.0,1541.0,-978.0,2245.0,1279.0,-800.0,-5243.0,7174.0,-449.0,4258.0,-477.0,-81.0,-534.0,2358.0,458.0,-662.0,2071.0,1129.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,-3.0,366.0,380.0,421.0,721.0,495.0,658.0,465.0,-4571.0,-103.0,329.0,331.0,310.0,321.0,282.0,324.0,645.0,354.0,319.0,372.0,173.0,660.0,371.0,228.0,293.0,322.0,999.0,548.0,739.0,646.0,704.0,232.0,-3058.0,759.0,1624.0,440.0,1787.0,1062.0,1423.0,1532.0,1495.0,1385.0,1744.0,1471.0,1253.0,1810.0,2065.0,1642.0,1211.0,1851.0,1106.0,2153.0,1541.0,-978.0,2245.0,1279.0,-800.0,-5243.0,7174.0,-449.0,4258.0,-477.0,-81.0,-534.0,2358.0,458.0,-662.0,2071.0,1129.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-32.0,263.0,317.0,384.0,540.0,434.0,459.0,384.0,-4178.0,-91.0,303.0,330.0,269.0,304.0,247.0,309.0,587.0,351.0,326.0,354.0,109.0,625.0,333.0,197.0,282.0,309.0,963.0,533.0,234.0,611.0,654.0,200.0,-2764.0,672.0,1264.0,355.0,1413.0,1014.0,1003.0,1485.0,1010.0,1165.0,1357.0,1257.0,1260.0,1602.0,1738.0,1434.0,1293.0,1807.0,894.0,2089.0,1406.0,-1124.0,2407.0,1279.0,-160.0,-5355.0,7346.0,-561.0,5034.0,-477.0,-272.0,-567.0,4073.0,445.0,-615.0,2058.0,1301.0
Zysk netto akcjonariuszy jednostki dominującej,-32.0,263.0,317.0,384.0,540.0,434.0,459.0,384.0,-4178.0,-91.0,303.0,330.0,269.0,304.0,247.0,309.0,587.0,351.0,326.0,354.0,109.0,625.0,333.0,197.0,282.0,309.0,963.0,533.0,234.0,611.0,654.0,200.0,-2764.0,672.0,1264.0,355.0,1413.0,1014.0,1003.0,1485.0,1010.0,1165.0,1357.0,1257.0,1260.0,1602.0,1738.0,1434.0,1293.0,1807.0,894.0,2089.0,1406.0,-1124.0,2407.0,1279.0,-160.0,-5355.0,7346.0,-561.0,5034.0,-477.0,-272.0,-567.0,4073.0,445.0,-615.0,2058.0,1301.0
Aktywa trwałe,3812.0,10271.0,10700.0,14691.0,15245.0,15478.0,17584.0,17217.0,18475.0,18307.0,17982.0,17344.0,17059.0,16496.0,16027.0,15474.0,16646.0,16358.0,16435.0,16526.0,16707.0,16528.0,16503.0,17708.0,18136.0,18282.0,18210.0,18592.0,18889.0,19442.0,19292.0,19515.0,18309.0,18357.0,19418.0,18480.0,18279.0,20136.0,20004.0,21250.0,22041.0,27186.0,26081.0,26435.0,27149.0,27360.0,24416.0,24528.0,23899.0,24478.0,27365.0,27626.0,28365.0,28656.0,29091.0,28394.0,29194.0,28715.0,29268.0,29079.0,32288.0,32630.0,37201.0,37806.0,41018.0,41108.0,40825.0,41046.0,42919.0
Wartości niematerialne i prawne,497.0,9215.0,8824.0,8452.0,8049.0,7739.0,8973.0,8389.0,9966.0,10124.0,9736.0,9214.0,8864.0,7920.0,8020.0,7597.0,8027.0,7920.0,8130.0,8183.0,8454.0,8508.0,8597.0,8768.0,9010.0,9308.0,9348.0,9416.0,10896.0,11318.0,9046.0,9319.0,10272.0,10614.0,11738.0,10842.0,10354.0,12220.0,11962.0,12562.0,12844.0,18110.0,17019.0,17358.0,17988.0,18007.0,14561.0,14862.0,14455.0,14079.0,14356.0,14457.0,15184.0,15137.0,15850.0,15380.0,15865.0,15705.0,16639.0,16747.0,20341.0,20478.0,21478.0,21819.0,22085.0,22585.0,23015.0,23532.0,24175.0
Rzeczowe składniki majątku trwałego,3267.0,1014.0,1316.0,5656.0,6592.0,7097.0,5753.0,5974.0,5891.0,5503.0,5632.0,5515.0,5598.0,5469.0,5409.0,5296.0,5854.0,5682.0,5599.0,5667.0,5655.0,5397.0,5285.0,6319.0,6241.0,6089.0,6007.0,6321.0,5366.0,5497.0,5873.0,6017.0,5068.0,4769.0,4625.0,4583.0,4725.0,4726.0,4721.0,5142.0,5610.0,5487.0,5707.0,5722.0,5806.0,5998.0,8111.0,7922.0,7766.0,9585.0,11757.0,11917.0,11901.0,12239.0,11870.0,11643.0,11325.0,11006.0,10701.0,10404.0,10159.0,10364.0,10827.0,13379.0,14712.0,14302.0,13574.0,13302.0,14411.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,4.0,506.0,507.0,503.0,503.0,2759.0,2759.0,2256.0,2256.0,2256.0,2256.0,2255.0,2256.0,2256.0,2256.0,2375.0,2376.0,2256.0,2286.0,2255.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,4032.0,3848.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2714.0,2725.0,2727.0,2479.0,2479.0,2479.0,2479.0,864.0,864.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3220.0,932.0,932.0,932.0,932.0,932.0,932.0
Pozostałe aktywa trwałe,48.0,38.0,54.0,76.0,101.0,139.0,99.0,95.0,362.0,424.0,358.0,359.0,342.0,851.0,342.0,325.0,390.0,380.0,450.0,390.0,343.0,367.0,365.0,365.0,629.0,629.0,599.0,599.0,371.0,371.0,341.0,331.0,713.0,718.0,799.0,799.0,944.0,934.0,1065.0,832.0,862.0,862.0,876.0,876.0,876.0,876.0,880.0,880.0,814.0,814.0,1252.0,1252.0,1280.0,1280.0,1371.0,1371.0,2004.0,2004.0,1928.0,1928.0,1788.0,1788.0,1676.0,1676.0,3289.0,3289.0,3304.0,3280.0,3401.0
Aktywa obrotowe,1299.0,9302.0,9686.0,10404.0,11551.0,11291.0,8703.0,9762.0,5736.0,6766.0,6233.0,6703.0,5992.0,6451.0,7519.0,8305.0,8354.0,8184.0,8460.0,9114.0,8433.0,9436.0,9797.0,10762.0,10259.0,10868.0,11787.0,12704.0,13243.0,12199.0,12884.0,11920.0,10429.0,10709.0,10755.0,11991.0,15041.0,12464.0,13973.0,13908.0,15950.0,16426.0,16297.0,18138.0,16943.0,16658.0,16794.0,18303.0,20543.0,19750.0,20513.0,21300.0,26099.0,23792.0,25742.0,25895.0,24786.0,23603.0,24947.0,26551.0,28383.0,24062.0,23534.0,25508.0,21307.0,19565.0,18572.0,20233.0,24305.0
Zapasy,78.0,332.0,1591.0,1556.0,1487.0,1403.0,1307.0,1682.0,1837.0,1893.0,1863.0,2129.0,1278.0,1652.0,1529.0,2116.0,2162.0,1856.0,2025.0,2799.0,2213.0,2339.0,2390.0,2351.0,2158.0,2278.0,1751.0,2636.0,2202.0,2472.0,2506.0,2220.0,1949.0,2168.0,2019.0,2666.0,1936.0,2007.0,2494.0,2441.0,2436.0,3024.0,3349.0,4310.0,2858.0,2769.0,2929.0,4062.0,2936.0,3801.0,3153.0,4421.0,4859.0,4905.0,4849.0,4736.0,3213.0,4018.0,2333.0,3814.0,5751.0,6307.0,10323.0,11495.0,7624.0,7121.0,5640.0,5254.0,3901.0
Należności krótkoterminowe,879.0,3174.0,1971.0,3216.0,2610.0,3665.0,3135.0,3378.0,3049.0,4550.0,3795.0,3631.0,3390.0,3527.0,4097.0,4458.0,5772.0,5118.0,5714.0,4951.0,5674.0,6374.0,5951.0,6928.0,5922.0,6793.0,7858.0,8341.0,8431.0,7239.0,8734.0,8451.0,7186.0,6662.0,6574.0,6506.0,7231.0,6008.0,7239.0,6327.0,7963.0,8229.0,8629.0,9970.0,9895.0,9992.0,9930.0,10262.0,10322.0,9716.0,10844.0,13628.0,15634.0,10730.0,8865.0,11783.0,7796.0,5271.0,7466.0,6877.0,9465.0,6026.0,8549.0,10739.0,10453.0,8982.0,7573.0,9180.0,12995.0
Inwestycje krótkoterminowe,3.0,4880.0,3536.0,2633.0,2908.0,780.0,944.0,703.0,110.0,137.0,387.0,397.0,668.0,463.0,894.0,714.0,311.0,843.0,575.0,803.0,385.0,501.0,1286.0,1333.0,1575.0,1203.0,1975.0,1551.0,2363.0,2221.0,1438.0,1101.0,1172.0,1382.0,2004.0,2688.0,5805.0,4303.0,4110.0,4968.0,5346.0,3901.0,3505.0,2748.0,3848.0,3378.0,3670.0,3659.0,6960.0,5672.0,6143.0,2820.0,5199.0,7586.0,11444.0,8716.0,13196.0,13625.0,14572.0,15222.0,12685.0,11089.0,4137.0,2663.0,2761.0,2577.0,4571.0,5098.0,7093.0
Środki pieniężne i inne aktywa pieniężne,3.0,4880.0,3536.0,2628.0,2903.0,775.0,719.0,322.0,105.0,133.0,197.0,109.0,666.0,345.0,439.0,146.0,169.0,345.0,142.0,232.0,125.0,181.0,1101.0,1201.0,1037.0,993.0,1655.0,1278.0,2363.0,1939.0,1259.0,841.0,981.0,1186.0,1800.0,2496.0,5647.0,4060.0,4109.0,4968.0,5341.0,3900.0,3254.0,2496.0,3595.0,3378.0,3361.0,3387.0,6725.0,5495.0,6055.0,2814.0,5199.0,7586.0,11444.0,8716.0,13196.0,13625.0,14572.0,15211.0,12685.0,11089.0,4093.0,2663.0,2761.0,2577.0,4571.0,5098.0,7093.0
Pozostałe aktywa obrotowe,339.0,916.0,2588.0,2999.0,4546.0,5443.0,3317.0,3999.0,740.0,186.0,188.0,546.0,656.0,809.0,999.0,1017.0,109.0,367.0,146.0,561.0,161.0,222.0,170.0,150.0,604.0,594.0,203.0,176.0,247.0,267.0,206.0,148.0,122.0,497.0,158.0,131.0,69.0,146.0,130.0,172.0,205.0,1272.0,814.0,1110.0,342.0,519.0,265.0,320.0,325.0,561.0,373.0,431.0,407.0,571.0,584.0,660.0,581.0,689.0,576.0,638.0,482.0,640.0,525.0,611.0,469.0,885.0,788.0,701.0,316.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,5111.0,19573.0,20386.0,25095.0,26796.0,26769.0,26287.0,26979.0,24211.0,25073.0,24215.0,24047.0,23051.0,22947.0,23546.0,23779.0,25000.0,24542.0,24895.0,25640.0,25140.0,25964.0,26300.0,28470.0,28395.0,29150.0,29997.0,31296.0,32132.0,31641.0,32176.0,31435.0,28738.0,29066.0,30173.0,30471.0,33320.0,32600.0,33977.0,35158.0,37991.0,43612.0,42378.0,44573.0,44092.0,44018.0,41210.0,42831.0,44442.0,44228.0,47878.0,48926.0,54464.0,52448.0,54833.0,54289.0,53980.0,52318.0,54215.0,55630.0,60671.0,56692.0,60735.0,63314.0,62325.0,60673.0,59397.0,61279.0,67224.0
Kapitał własny akcjonariuszy jednostki dominującej,3340.0,15305.0,15622.0,16005.0,16457.0,16891.0,18733.0,19117.0,14824.0,14734.0,15037.0,15367.0,15635.0,15940.0,16187.0,16496.0,17082.0,17434.0,17760.0,18229.0,18301.0,18927.0,19260.0,19457.0,19341.0,19616.0,20554.0,21039.0,21274.0,22785.0,22539.0,22743.0,20199.0,20871.0,22146.0,22513.0,23930.0,24944.0,25472.0,26960.0,27970.0,29135.0,30492.0,31749.0,32101.0,33686.0,30766.0,31752.0,32856.0,34663.0,33951.0,36040.0,37446.0,36322.0,38729.0,40008.0,39848.0,34493.0,41839.0,41278.0,46046.0,45569.0,45297.0,44730.0,48803.0,49248.0,48633.0,49888.0,51189.0
Kapitał (fundusz) podstawowy,1638.0,3067.0,3067.0,3067.0,3067.0,3067.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,0.0,-11.0,-11.0,-11.0,-11.0,-150.0,-167.0,-250.0,-499.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0
Kapitał (fundusz) zapasowy,1694.0,11246.0,11246.0,11829.0,11886.0,12551.0,13167.0,13167.0,13167.0,13167.0,13167.0,13167.0,13167.0,13167.0,13167.0,13167.0,13167.0,13167.0,13167.0,13167.0,13167.0,13167.0,11211.0,11211.0,11211.0,11212.0,11212.0,11212.0,11212.0,11212.0,11212.0,11212.0,11212.0,11212.0,11212.0,11212.0,11212.0,11212.0,13096.0,13096.0,13096.0,13096.0,13096.0,13096.0,12924.0,12924.0,8349.0,8150.0,8150.0,8150.0,8150.0,8150.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,8150.0,8150.0,8150.0,8150.0,8150.0,8150.0,8150.0,8150.0,8150.0,8150.0,8150.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,163.0,358.0,548.0,4539.0,4563.0,4576.0,4390.0,4466.0,4174.0,3956.0,3761.0,3598.0,3648.0,4090.0,3901.0,3720.0,3862.0,3624.0,3404.0,3225.0,3270.0,3076.0,2839.0,2901.0,3034.0,2828.0,2574.0,2390.0,2165.0,2125.0,1843.0,1661.0,1482.0,1283.0,1030.0,902.0,924.0,782.0,728.0,703.0,1125.0,2365.0,2456.0,2269.0,2034.0,2364.0,2547.0,2302.0,2035.0,2422.0,4810.0,4662.0,4410.0,4755.0,4459.0,4166.0,3767.0,3405.0,2976.0,2998.0,2144.0,1979.0,2604.0,2701.0,3597.0,3672.0,3100.0,2895.0,3732.0
Z tytułu dostaw i usług,495.0,335.0,476.0,614.0,996.0,828.0,1479.0,1601.0,1658.0,1815.0,1689.0,1912.0,1847.0,1304.0,2235.0,2002.0,2236.0,2111.0,2326.0,2449.0,2392.0,2791.0,3041.0,4632.0,4665.0,4616.0,5288.0,6131.0,7055.0,4960.0,6055.0,4130.0,4848.0,4698.0,4777.0,4550.0,4919.0,4183.0,5905.0,5724.0,5013.0,6705.0,4552.0,5379.0,5995.0,6136.0,5434.0,6003.0,5000.0,3387.0,3545.0,4642.0,8636.0,6498.0,3322.0,2621.0,2816.0,3294.0,1581.0,1423.0,3531.0,1604.0,6211.0,4118.0,2531.0,1939.0,2349.0,2730.0,5523.0
Kredyty i pożyczki,241.0,150.0,0.0,0.0,454.0,454.0,454.0,793.0,1385.0,1520.0,1497.0,1435.0,495.0,1069.0,311.0,1207.0,1092.0,655.0,693.0,757.0,342.0,569.0,572.0,637.0,637.0,763.0,368.0,639.0,637.0,712.0,856.0,2038.0,1647.0,1005.0,1022.0,1235.0,1259.0,1228.0,1488.0,631.0,2408.0,665.0,419.0,397.0,1175.0,556.0,1103.0,1180.0,468.0,468.0,605.0,602.0,602.0,452.0,602.0,602.0,602.0,861.0,659.0,465.0,357.0,172.0,162.0,2134.0,67.0,14.0,0.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
