,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
Koszty finansowe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,-5.0,-15.0,-23.0,155.0,7.0,7.0,-50.0,37.0,0.0,0.0,0.0,8.0,1.0,4.0,75.0,-71.0,1251.0,1337.0,397.0,424.0,205.0,-204.0,0.0,193.0,125.0,79.0,-53.0,54.0,791.0,-185.0,1280.0,-1202.0,93.0,89.0,137.0,184.0,84.0,131.0,163.0,144.0,1003.0,1526.0,-1597.0,9909.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,959.0,135.0,-135.0,0.0,274.0,1140.0,-685.0,753.0,-1195.0,938.0,-260.0,904.0,701.0,1675.0,2861.0,2817.0,-7640.0,91.0,-12.0,-118.0,-132.0
Zysk z działalności gospodarczej,-213.0,-49.0,453.0,573.0,608.0,428.0,3.0,253.0,1001.0,65.0,430.0,-378.0,1167.0,-544.0,-1009.0,378.0,12603.0,5084.0,4442.0,2035.0,3119.0,5588.0,2250.0,1700.0,6192.0,-857.0,1476.0,-1001.0,4912.0,-915.0,32391.0,4900.0,11731.0,5968.0,3004.0,4932.0,11126.0,17854.0,8828.0,8271.0,5699.0,4289.0,10707.0,4698.0,12141.0,5352.0,12454.0,5523.0,3898.0,2856.0,1908.0,-3104.0,-1955.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,-213.0,-49.0,453.0,573.0,608.0,428.0,3.0,253.0,1001.0,65.0,430.0,-378.0,1167.0,-544.0,-1009.0,378.0,12603.0,5084.0,4442.0,2035.0,3119.0,5588.0,2250.0,1700.0,6192.0,-857.0,1476.0,-1001.0,4912.0,-915.0,32391.0,4900.0,11731.0,5968.0,3004.0,4932.0,11126.0,17854.0,8828.0,8271.0,5699.0,4289.0,10707.0,4698.0,12141.0,5352.0,12454.0,5523.0,3898.0,2856.0,1908.0,-3104.0,-1955.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-159.0,-50.0,376.0,466.0,501.0,389.0,-41.0,207.0,790.0,57.0,341.0,-304.0,914.0,-530.0,-994.0,342.0,10418.0,4212.0,3409.0,1934.0,2011.0,4589.0,1535.0,1335.0,5470.0,-1053.0,1464.0,-830.0,3977.0,-979.0,25895.0,3602.0,9032.0,4438.0,1975.0,3608.0,11689.0,14508.0,10502.0,7110.0,5243.0,3559.0,9749.0,4090.0,11288.0,3774.0,11310.0,4881.0,2925.0,2466.0,1547.0,-2662.0,-824.0
Zysk netto akcjonariuszy jednostki dominującej,-159.0,-50.0,376.0,466.0,501.0,389.0,-41.0,207.0,790.0,57.0,341.0,-304.0,914.0,-530.0,-994.0,342.0,10418.0,4212.0,3409.0,1934.0,2011.0,4589.0,1535.0,1335.0,5470.0,-1053.0,1464.0,-830.0,3977.0,-979.0,25895.0,3602.0,9032.0,4438.0,1975.0,3608.0,11689.0,14508.0,10502.0,7110.0,5243.0,3559.0,9749.0,4090.0,11288.0,3774.0,11310.0,4881.0,2925.0,2466.0,1547.0,-2662.0,-824.0
Aktywa trwałe,56.0,86.0,103.0,85.0,87.0,51.0,49.0,85.0,96.0,82.0,567.0,518.0,590.0,535.0,825.0,959.0,1745.0,1694.0,1470.0,7200.0,7068.0,7303.0,7464.0,8569.0,9490.0,10725.0,11522.0,14794.0,17174.0,18327.0,21092.0,23794.0,41317.0,43118.0,39156.0,42543.0,49815.0,59473.0,61697.0,65273.0,70398.0,75610.0,77905.0,82564.0,90680.0,103039.0,113920.0,126346.0,142547.0,155053.0,170950.0,182331.0,191393.0
Wartości niematerialne i prawne,0.0,0.0,0.0,0.0,54.0,48.0,0.0,0.0,30.0,24.0,507.0,458.0,467.0,417.0,712.0,781.0,1444.0,1413.0,1214.0,7035.0,6388.0,6502.0,6753.0,7582.0,7921.0,9190.0,10095.0,11794.0,13068.0,14311.0,15893.0,16634.0,17138.0,18122.0,19274.0,20963.0,24871.0,27497.0,29583.0,32694.0,37860.0,42771.0,46028.0,51134.0,59138.0,67283.0,77541.0,89478.0,99977.0,111345.0,124740.0,139572.0,155368.0
Rzeczowe składniki majątku trwałego,2.0,34.0,41.0,0.0,0.0,0.0,4.0,8.0,7.0,6.0,5.0,3.0,63.0,58.0,53.0,123.0,104.0,99.0,85.0,108.0,438.0,608.0,610.0,691.0,780.0,823.0,798.0,809.0,814.0,766.0,715.0,688.0,18734.0,18706.0,19096.0,19508.0,24388.0,30209.0,25882.0,26709.0,30893.0,30963.0,30488.0,30346.0,30227.0,29764.0,29448.0,29409.0,29120.0,29230.0,28824.0,28931.0,28372.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2039.0,3054.0,3072.0,3074.0,5090.0,5094.0,5433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,4955.0,4707.0,5356.0,12767.0,13572.0,17262.0,13333.0,5530.0
Pozostałe aktywa trwałe,54.0,0.0,0.0,0.0,33.0,3.0,0.0,77.0,7.0,0.0,3.0,5.0,8.0,8.0,3.0,3.0,140.0,130.0,118.0,57.0,242.0,193.0,101.0,296.0,789.0,712.0,629.0,152.0,238.0,178.0,1410.0,1382.0,351.0,857.0,786.0,2072.0,556.0,1767.0,6232.0,5870.0,1645.0,1876.0,1389.0,1084.0,1057.0,1037.0,2224.0,2103.0,683.0,906.0,124.0,495.0,2123.0
Aktywa obrotowe,1296.0,1256.0,1556.0,2055.0,2899.0,3422.0,3379.0,6335.0,7241.0,7328.0,7174.0,6933.0,8123.0,7544.0,6945.0,6804.0,19770.0,25995.0,26463.0,21411.0,25750.0,29443.0,30035.0,30252.0,36159.0,32267.0,33531.0,29687.0,31476.0,28521.0,61206.0,62886.0,67946.0,72350.0,87466.0,96221.0,105853.0,111775.0,114692.0,122313.0,115942.0,116870.0,123279.0,122126.0,128833.0,123588.0,128595.0,119501.0,101650.0,92990.0,95092.0,81816.0,66935.0
Zapasy,457.0,0.0,0.0,0.0,1109.0,1329.0,0.0,0.0,2558.0,2896.0,2792.0,2904.0,3442.0,3782.0,4327.0,4924.0,4295.0,5726.0,4807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Należności krótkoterminowe,71.0,102.0,270.0,432.0,443.0,565.0,231.0,469.0,1215.0,393.0,561.0,400.0,917.0,391.0,535.0,798.0,7252.0,5588.0,4758.0,2232.0,2717.0,4255.0,5277.0,3024.0,5453.0,2591.0,4714.0,2071.0,3006.0,2064.0,12663.0,6018.0,16398.0,7907.0,16615.0,11131.0,23192.0,16513.0,18863.0,11606.0,19225.0,20050.0,19012.0,10140.0,20623.0,14530.0,18202.0,14965.0,12453.0,13721.0,25493.0,7115.0,11546.0
Inwestycje krótkoterminowe,732.0,351.0,428.0,738.0,1299.0,1523.0,1604.0,3926.0,3466.0,4034.0,3816.0,3623.0,3741.0,3341.0,2051.0,1046.0,7644.0,14653.0,16290.0,19159.0,22971.0,24891.0,24598.0,27128.0,29114.0,29194.0,28459.0,27411.0,28176.0,26157.0,48248.0,56582.0,51251.0,63961.0,70419.0,83058.0,82211.0,94832.0,95362.0,110182.0,96133.0,96152.0,103673.0,111381.0,107458.0,107925.0,109510.0,103087.0,87411.0,77262.0,67899.0,73192.0,54448.0
Środki pieniężne i inne aktywa pieniężne,732.0,351.0,428.0,738.0,1299.0,1523.0,1604.0,3926.0,3466.0,4034.0,3816.0,3623.0,3741.0,3341.0,2051.0,1046.0,7644.0,14653.0,16290.0,19159.0,22971.0,24891.0,24598.0,27128.0,29114.0,29194.0,26459.0,27411.0,28176.0,26157.0,32248.0,29582.0,24251.0,22961.0,22172.0,13849.0,14883.0,37643.0,29051.0,80239.0,24134.0,20420.0,28201.0,38090.0,26749.0,50405.0,38580.0,22695.0,30586.0,26746.0,38952.0,43130.0,37556.0
Pozostałe aktywa obrotowe,36.0,0.0,0.0,0.0,48.0,5.0,0.0,0.0,2.0,5.0,5.0,6.0,23.0,30.0,32.0,36.0,579.0,28.0,608.0,20.0,62.0,297.0,160.0,100.0,331.0,160.0,358.0,205.0,294.0,300.0,295.0,286.0,297.0,482.0,432.0,2014.0,438.0,418.0,455.0,525.0,584.0,668.0,594.0,605.0,752.0,1133.0,883.0,1449.0,1786.0,2007.0,1700.0,1509.0,939.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,1352.0,1342.0,1659.0,2140.0,2986.0,3473.0,3428.0,6420.0,7337.0,7410.0,7741.0,7451.0,8713.0,8079.0,7770.0,7763.0,21515.0,27689.0,27933.0,28611.0,32818.0,36746.0,37499.0,38821.0,45649.0,42992.0,45053.0,44481.0,48650.0,46848.0,82298.0,86680.0,109263.0,115468.0,126622.0,138764.0,155668.0,171248.0,176389.0,187586.0,186340.0,192480.0,201184.0,204690.0,219513.0,226627.0,242515.0,245847.0,244197.0,248043.0,266042.0,264147.0,258328.0
Kapitał własny akcjonariuszy jednostki dominującej,1268.0,1221.0,1595.0,2060.0,2561.0,3259.0,3217.0,6137.0,6914.0,6971.0,7312.0,7008.0,7922.0,7392.0,6929.0,6740.0,17005.0,21512.0,26643.0,26574.0,28676.0,33264.0,34937.0,36360.0,42126.0,41060.0,43076.0,42246.0,46223.0,45244.0,73341.0,78833.0,89912.0,96396.0,100417.0,106072.0,119740.0,136272.0,144751.0,159272.0,164648.0,169339.0,180227.0,185465.0,197337.0,202045.0,215261.0,220877.0,224544.0,227798.0,233791.0,231721.0,227065.0
Kapitał (fundusz) podstawowy,187.0,187.0,187.0,187.0,187.0,191.0,191.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,236.0,236.0,236.0,236.0,236.0,237.0,237.0,238.0,238.0,238.0,238.0,242.0,242.0,242.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,1312.0,0.0,0.0,0.0,1312.0,1617.0,0.0,0.0,5348.0,5348.0,6692.0,6692.0,6692.0,6692.0,7700.0,7700.0,7701.0,7701.0,16783.0,16935.0,16936.0,16936.0,25406.0,29692.0,25406.0,25406.0,37915.0,37915.0,37915.0,37915.0,41332.0,41332.0,46202.0,46202.0,83752.0,83752.0,83752.0,83752.0,87153.0,99428.0,99428.0,99654.0,120468.0,120468.0,120468.0,120468.0,149153.0,149153.0,149153.0,163576.0,190276.0,190276.0,190276.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,904.0,571.0,570.0,589.0,570.0,444.0,444.0,444.0,850.0,763.0,763.0,763.0,763.0,12018.0,12098.0,12051.0,11703.0,11262.0,11270.0,11022.0,10866.0,10469.0,10325.0,9957.0,9495.0,8951.0,10423.0,9636.0,9362.0,9457.0,9100.0,8861.0,8335.0,6559.0
Z tytułu dostaw i usług,47.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,248.0,3117.0,0.0,0.0,1633.0,1159.0,1065.0,1391.0,1929.0,607.0,844.0,863.0,1198.0,392.0,7309.0,6902.0,5123.0,4254.0,6942.0,13182.0,11430.0,18002.0,14599.0,15965.0,9792.0,11450.0,9671.0,8420.0,8013.0,7898.0,3985.0,4076.0,2894.0,2448.0,2620.0,4064.0,2918.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.0,1561.0,1296.0,1312.0,1304.0,1353.0,1367.0,1365.0,1357.0,1325.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,26.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,904.0,571.0,570.0,589.0,570.0,444.0,444.0,444.0,850.0,763.0,763.0,763.0,763.0,678.0,968.0,923.0,878.0,497.0,452.0,438.0,636.0,635.0,636.0,1009.0,1164.0,636.0,2424.0,1953.0,2111.0,2301.0,2365.0,2441.0,2126.0,665.0
Zobowiązania krótkoterminowe,63.0,110.0,64.0,80.0,306.0,76.0,74.0,93.0,238.0,261.0,241.0,285.0,284.0,262.0,367.0,365.0,2128.0,5607.0,822.0,718.0,3571.0,2912.0,1973.0,1891.0,3079.0,1488.0,1533.0,1385.0,1664.0,841.0,8194.0,7084.0,7333.0,6974.0,14154.0,20989.0,24666.0,23706.0,20616.0,17448.0,11223.0,12816.0,11000.0,9730.0,13225.0,14159.0,17618.0,15608.0,10196.0,11145.0,23390.0,24091.0,24704.0
Inne zobowiązania krótkoterminowe,16.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,1880.0,2490.0,0.0,0.0,1938.0,1753.0,908.0,500.0,1150.0,881.0,689.0,522.0,466.0,449.0,885.0,182.0,758.0,1159.0,5916.0,6482.0,11919.0,4338.0,4637.0,105.0,61.0,15.0,56.0,36.0,3937.0,4986.0,12358.0,10257.0,6027.0,7422.0,19495.0,18752.0,20511.0
Rozliczenia międzyokresowe,21.0,11.0,0.0,0.0,119.0,138.0,137.0,190.0,185.0,178.0,188.0,158.0,507.0,425.0,474.0,658.0,2382.0,0.0,468.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,1352.0,1342.0,1659.0,2140.0,2986.0,3473.0,3428.0,6420.0,7337.0,7410.0,7741.0,7451.0,8713.0,8079.0,7770.0,7763.0,21515.0,27689.0,27933.0,28611.0,32818.0,36746.0,37499.0,38821.0,45649.0,42992.0,45053.0,44481.0,48650.0,46848.0,82298.0,86680.0,109263.0,115468.0,126622.0,138764.0,155668.0,171248.0,176389.0,187586.0,186340.0,192480.0,201184.0,204690.0,219513.0,226627.0,242515.0,245847.0,244197.0,248043.0,266042.0,264147.0,258328.0
Przepływy pieniężne z działalności operacyjnej,-705.0,0.0,0.0,0.0,351.0,0.0,0.0,-20.0,-693.0,583.0,358.0,-730.0,627.0,-377.0,-1478.0,1044.0,4602.0,6917.0,-4996.0,12259.0,4499.0,2963.0,846.0,4062.0,4790.0,1280.0,226.0,2444.0,4844.0,-412.0,24587.0,10551.0,4320.0,15612.0,4317.0,16701.0,5013.0,24321.0,4597.0,14303.0,-5556.0,7771.0,12753.0,15242.0,5176.0,12415.0,11666.0,12709.0,-3858.0,2015.0,911.0,21022.0,-2049.0
Amortyzacja,17.0,0.0,7.0,8.0,42.0,26.0,37.0,24.0,31.0,21.0,37.0,55.0,83.0,78.0,129.0,-23.0,103.0,83.0,215.0,1692.0,479.0,705.0,783.0,445.0,636.0,93.0,845.0,408.0,368.0,402.0,987.0,1513.0,1591.0,1565.0,1473.0,1543.0,1843.0,2372.0,2473.0,2548.0,2872.0,2942.0,2323.0,1862.0,1793.0,1569.0,1504.0,1494.0,1324.0,1121.0,1191.0,1021.0,839.0
Przepływy pieniężne z działalności inwestycyjnej,-63.0,0.0,0.0,0.0,-73.0,0.0,0.0,-22.0,-107.0,-14.0,-519.0,528.0,-643.0,-23.0,-342.0,171.0,-937.0,-48.0,50.0,-2731.0,-162.0,-994.0,-1031.0,-1417.0,-1966.0,-1807.0,-2946.0,-1928.0,-3353.0,-1607.0,-18496.0,-13217.0,-22252.0,-16691.0,-4617.0,-24469.0,-3565.0,-1712.0,-12315.0,29565.0,-49963.0,-11180.0,-4807.0,-5134.0,-16280.0,11536.0,-24319.0,-28123.0,12065.0,-5240.0,7917.0,-16543.0,-2341.0
CAPEX (niematerialne i rzeczowe),63.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,129.0,14.0,519.0,0.0,689.0,23.0,342.0,-171.0,932.0,0.0,0.0,2729.0,162.0,994.0,1031.0,1417.0,1966.0,1807.0,1338.0,1929.0,2299.0,1607.0,2523.0,2233.0,20209.0,2691.0,2617.0,3563.0,5566.0,11712.0,3333.0,6803.0,7906.0,7489.0,5198.0,6836.0,9355.0,9302.0,11448.0,13382.0,11548.0,12614.0,14193.0,15975.0,16032.0
Przepływy pieniężne z działalności finansowej,1399.0,0.0,0.0,0.0,289.0,0.0,0.0,2364.0,644.0,0.0,-57.0,-341.0,484.0,0.0,530.0,-529.0,1242.0,0.0,-280.0,219.0,389.0,-49.0,-108.0,-116.0,-323.0,606.0,-15.0,438.0,0.0,0.0,0.0,0.0,12600.0,-210.0,-489.0,-556.0,-414.0,151.0,-874.0,7321.0,-586.0,-306.0,-164.0,-219.0,-239.0,-296.0,830.0,-472.0,-315.0,-615.0,3378.0,-301.0,-134.0
Emisja akcji,1399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7412.0,133.0,93.0,-93.0,0.0,656.0,98.0,1269.0,0.0,0.0,0.0,3831.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
