,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Zysk przed opodatkowaniem,141207.0,13413.0,18276.0,6674.0,-9491.0,13306.0,21524.0,14267.0,-9354.0,4028.0,5681.0,674.0,-8678.0,8896.0,7311.0,809.0,-4257.0,8126.0,5859.0,-7508.0,-4994.0,6606.0,6772.0,-5196.0,-11598.0,2538.0,2466.0,-745.0,-8384.0,5542.0,1579.0,-21634.0,-4563.0,5314.0,-3090.0,-27134.0,12107.0,4826.0,2496.0,-3317.0,1320.0,4235.0,863.0,-7682.0,978.0,-2743.0,-2719.0,-11272.0,2307.0,-4370.0,24933.0,-32992.0,-9101.0,12616.0,3796.0,-11063.0,719.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,141207.0,12305.0,14265.0,4482.0,-7708.0,11319.0,18477.0,9524.0,-7611.0,2932.0,5754.0,2379.0,-7182.0,7360.0,6427.0,-472.0,-3580.0,6013.0,5377.0,-7549.0,-3995.0,5423.0,5120.0,-10762.0,-9335.0,2148.0,2108.0,-993.0,-6257.0,4051.0,2277.0,-21370.0,-3421.0,3681.0,-2461.0,-28548.0,13637.0,4225.0,1904.0,-1988.0,1789.0,2308.0,927.0,-6661.0,1189.0,-3603.0,-2549.0,-8460.0,2671.0,-4034.0,25548.0,-34175.0,-9123.0,11352.0,3775.0,-11357.0,161.0
Zysk netto akcjonariuszy jednostki dominującej,141207.0,12305.0,14265.0,4482.0,-7708.0,11319.0,18477.0,9524.0,-7611.0,2932.0,5754.0,2379.0,-7182.0,7360.0,6427.0,-472.0,-3580.0,6013.0,5377.0,-7549.0,-3995.0,5423.0,5120.0,-10762.0,-9335.0,2148.0,2108.0,-993.0,-6257.0,4051.0,2277.0,-21370.0,-3421.0,3681.0,-2461.0,-28548.0,13637.0,4225.0,1904.0,-1988.0,1789.0,2308.0,927.0,-6661.0,1189.0,-3603.0,-2549.0,-8460.0,2671.0,-4034.0,25548.0,-34175.0,-9123.0,11352.0,3775.0,-11357.0,161.0
Aktywa trwałe,240667.0,0.0,0.0,258264.0,258727.0,258854.0,264493.0,270387.0,274195.0,270199.0,269427.0,270379.0,268451.0,260959.0,257693.0,255526.0,251964.0,249838.0,247933.0,276692.0,277071.0,275227.0,272980.0,273264.0,275557.0,271203.0,266322.0,262017.0,262498.0,261620.0,260780.0,258115.0,260454.0,258674.0,257261.0,229025.0,255253.0,268144.0,267821.0,254927.0,253997.0,248209.0,247276.0,246431.0,250135.0,249263.0,252738.0,246405.0,238918.0,199303.0,200732.0,184573.0,173255.0,140046.0,136668.0,129749.0,110699.0
Wartości niematerialne i prawne,70798.0,0.0,0.0,68381.0,67756.0,67130.0,66244.0,65989.0,65251.0,64475.0,63867.0,63301.0,61850.0,69273.0,68373.0,67464.0,67588.0,65578.0,57316.0,55971.0,55130.0,54169.0,53395.0,52541.0,52150.0,51350.0,50695.0,49716.0,49492.0,48050.0,47309.0,48880.0,48286.0,49644.0,50067.0,43860.0,43213.0,46308.0,45898.0,45610.0,45020.0,44612.0,43879.0,43125.0,42371.0,42646.0,42523.0,41683.0,40844.0,24243.0,39056.0,25089.0,26143.0,18872.0,16959.0,17962.0,17527.0
Rzeczowe składniki majątku trwałego,159423.0,0.0,0.0,180323.0,180926.0,182703.0,189162.0,196797.0,199599.0,197026.0,196821.0,195705.0,191930.0,180707.0,177792.0,176290.0,171373.0,172454.0,179632.0,206586.0,206609.0,205177.0,204903.0,203737.0,204872.0,202322.0,198480.0,196285.0,194358.0,198267.0,198042.0,196184.0,198268.0,196857.0,194673.0,175672.0,202779.0,211862.0,209412.0,202331.0,200659.0,198750.0,198423.0,197098.0,201311.0,200716.0,203935.0,195926.0,189795.0,166289.0,152260.0,147143.0,134776.0,110740.0,109571.0,102484.0,85409.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,10446.0,0.0,0.0,9560.0,10045.0,9021.0,9087.0,7601.0,9345.0,8698.0,8739.0,11373.0,14671.0,10979.0,11528.0,11772.0,13003.0,11806.0,10985.0,14135.0,15332.0,15881.0,14682.0,16986.0,18535.0,17531.0,17147.0,16016.0,18648.0,15303.0,15429.0,13051.0,13900.0,12173.0,12521.0,9493.0,9261.0,9974.0,12511.0,6986.0,8318.0,4847.0,4974.0,6208.0,6453.0,5901.0,6280.0,8796.0,8279.0,8771.0,9416.0,12341.0,12336.0,10434.0,10138.0,9303.0,7763.0
Aktywa obrotowe,122261.0,0.0,0.0,116888.0,100089.0,109516.0,111027.0,120063.0,99547.0,130086.0,122425.0,94909.0,83198.0,123822.0,127531.0,124898.0,127404.0,149726.0,148733.0,134900.0,147996.0,159943.0,152358.0,127935.0,122013.0,145253.0,138890.0,133007.0,132783.0,160858.0,152110.0,97047.0,91460.0,91790.0,78132.0,68798.0,57691.0,76097.0,76638.0,72963.0,78967.0,95079.0,90438.0,86113.0,90830.0,96649.0,91669.0,77350.0,85999.0,124891.0,91095.0,60013.0,63778.0,76336.0,57788.0,39695.0,46822.0
Zapasy,49691.0,0.0,0.0,32820.0,36394.0,37524.0,35111.0,45127.0,53223.0,58008.0,52363.0,44215.0,50244.0,58710.0,62763.0,69112.0,77304.0,74312.0,73675.0,79649.0,83256.0,91526.0,81831.0,76071.0,77232.0,71711.0,70959.0,79464.0,87764.0,82952.0,83840.0,44960.0,51193.0,41787.0,37803.0,25479.0,34181.0,40908.0,44297.0,41030.0,46111.0,51748.0,53582.0,47989.0,58443.0,50438.0,50339.0,38750.0,52231.0,47421.0,44780.0,33123.0,36242.0,36275.0,31193.0,25978.0,26167.0
Należności krótkoterminowe,21716.0,0.0,0.0,39603.0,35340.0,66059.0,70604.0,67945.0,39274.0,65077.0,60700.0,46624.0,28397.0,59915.0,58859.0,53176.0,41638.0,70676.0,70428.0,36528.0,50723.0,59706.0,58381.0,34952.0,30405.0,57555.0,55313.0,35576.0,30356.0,63266.0,57007.0,39341.0,23173.0,33390.0,27598.0,14196.0,11103.0,22769.0,25594.0,23442.0,20062.0,30758.0,29476.0,27036.0,23213.0,36174.0,33531.0,31212.0,24994.0,34034.0,27945.0,21673.0,12794.0,22257.0,22263.0,12082.0,13119.0
Inwestycje krótkoterminowe,44203.0,0.0,0.0,42445.0,22600.0,1260.0,1512.0,4235.0,5706.0,144.0,372.0,2953.0,85.0,3051.0,183.0,221.0,11.0,44.0,1711.0,886.0,134.0,228.0,1090.0,696.0,255.0,1597.0,507.0,4507.0,422.0,1664.0,1266.0,1073.0,349.0,654.0,628.0,162.0,58.0,329.0,409.0,235.0,1399.0,1289.0,226.0,4942.0,555.0,1759.0,656.0,2493.0,1136.0,563.0,13289.0,1200.0,775.0,3038.0,1178.0,933.0,5625.0
Środki pieniężne i inne aktywa pieniężne,44203.0,0.0,0.0,42445.0,21553.0,1260.0,1512.0,4235.0,1436.0,144.0,372.0,2953.0,85.0,3051.0,183.0,221.0,11.0,44.0,1711.0,886.0,134.0,228.0,1090.0,696.0,255.0,1597.0,507.0,4507.0,422.0,1664.0,1266.0,1073.0,349.0,654.0,628.0,162.0,58.0,329.0,409.0,235.0,1399.0,1289.0,226.0,4942.0,555.0,1759.0,656.0,2493.0,1136.0,563.0,13289.0,1200.0,775.0,3038.0,1178.0,933.0,5625.0
Pozostałe aktywa obrotowe,6651.0,0.0,0.0,2020.0,5755.0,4673.0,3800.0,2756.0,1344.0,6857.0,8990.0,1117.0,4472.0,2146.0,5726.0,2389.0,8451.0,4694.0,2919.0,17837.0,13883.0,8483.0,11056.0,16216.0,14121.0,14390.0,12111.0,13460.0,14241.0,12976.0,9997.0,11673.0,16745.0,15959.0,12103.0,8523.0,12349.0,12091.0,6338.0,8256.0,11395.0,11284.0,7154.0,6146.0,8619.0,8278.0,7143.0,4895.0,7638.0,6811.0,5081.0,4017.0,5178.0,6001.0,3154.0,702.0,1911.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36062.0,0.0,0.0,8789.0,8765.0,0.0,0.0,0.0
Aktywa razem,362928.0,0.0,0.0,375152.0,358816.0,368370.0,375520.0,390450.0,373742.0,400285.0,391852.0,365288.0,351649.0,384781.0,385224.0,380424.0,379368.0,399564.0,396666.0,411592.0,425067.0,435170.0,425338.0,401199.0,397570.0,416456.0,405212.0,395024.0,395281.0,422478.0,412890.0,355162.0,351914.0,350464.0,335393.0,297823.0,312944.0,344241.0,344459.0,327890.0,332964.0,343288.0,337714.0,332544.0,340965.0,345912.0,344407.0,323755.0,324917.0,324194.0,291827.0,244586.0,237033.0,216382.0,194456.0,169444.0,157521.0
Kapitał własny akcjonariuszy jednostki dominującej,196503.0,208808.0,223073.0,227555.0,184331.0,194727.0,213204.0,222728.0,215117.0,198049.0,203839.0,206182.0,199000.0,206360.0,212789.0,212315.0,206204.0,214748.0,220124.0,221192.0,217200.0,220531.0,224699.0,205495.0,196160.0,198493.0,200990.0,200498.0,194541.0,200529.0,203011.0,155065.0,151765.0,155099.0,152723.0,124222.0,137859.0,142274.0,144339.0,142351.0,144140.0,146449.0,147375.0,140715.0,141904.0,138301.0,135752.0,127291.0,129962.0,125928.0,151477.0,117301.0,108178.0,119530.0,123306.0,108581.0,108742.0
Kapitał (fundusz) podstawowy,500.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,54796.0,0.0,0.0,54796.0,54796.0,53873.0,53873.0,53873.0,53873.0,74816.0,74852.0,74852.0,74816.0,84883.0,84883.0,84883.0,84884.0,97121.0,100047.0,100511.0,100510.0,113762.0,113762.0,109388.0,109388.0,116515.0,116515.0,116515.0,116515.0,120499.0,120499.0,120499.0,120499.0,116262.0,116262.0,116262.0,116262.0,96375.0,96375.0,96375.0,96375.0,96375.0,121656.0,127517.0,127517.0,118763.0,118763.0,136687.0,136687.0,134668.0,134668.0,134668.0,134668.0,111961.0,111961.0,90133.0,90133.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,109946.0,0.0,0.0,101010.0,98501.0,100757.0,97007.0,96425.0,93925.0,91080.0,88580.0,86358.0,83668.0,88458.0,88268.0,81064.0,81064.0,79432.0,86285.0,96767.0,97701.0,97369.0,94466.0,90464.0,91076.0,87326.0,82767.0,66745.0,78663.0,66783.0,65750.0,16056.0,71308.0,16909.0,16738.0,16711.0,43511.0,50537.0,48697.0,41193.0,40397.0,38682.0,36630.0,35356.0,40806.0,40795.0,44142.0,36838.0,30764.0,30168.0,29939.0,28605.0,26072.0,14985.0,14673.0,13621.0,16097.0
Z tytułu dostaw i usług,16526.0,0.0,0.0,32070.0,26112.0,56377.0,49701.0,66034.0,39421.0,64888.0,59109.0,49951.0,35103.0,54569.0,54386.0,56696.0,63982.0,75757.0,68138.0,56633.0,67670.0,77712.0,66071.0,70747.0,65314.0,83274.0,81651.0,76188.0,68905.0,75752.0,70621.0,70295.0,60404.0,54256.0,44749.0,44427.0,38107.0,48192.0,51099.0,48307.0,51812.0,58083.0,55789.0,59553.0,61198.0,63337.0,61866.0,62945.0,66977.0,74380.0,64396.0,61602.0,54027.0,49586.0,34701.0,31541.0,19629.0
Kredyty i pożyczki,33205.0,0.0,0.0,10019.0,10019.0,16048.0,13752.0,5017.0,25034.0,26022.0,20078.0,22474.0,33715.0,29103.0,24617.0,25739.0,27948.0,27987.0,17631.0,31792.0,34317.0,30230.0,29520.0,29665.0,33382.0,33187.0,31567.0,47727.0,43066.0,51918.0,50194.0,96471.0,49072.0,99502.0,93506.0,90899.0,66577.0,66657.0,66611.0,66171.0,66541.0,66149.0,66115.0,62377.0,65076.0,62856.0,61305.0,59230.0,59685.0,57570.0,0.0,0.0,18306.0,463.0,0.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312.0,0.0,2291.0,0.0,1870.0,1870.0,1784.0,1784.0,1784.0,1784.0,2344.0,2756.0,9815.0,9119.0,8929.0,8873.0,8145.0,8422.0,8114.0,849.0,873.0,1041.0,8957.0,9219.0,8298.0,8187.0,7874.0,7156.0,4008.0,3652.0,2974.0,99.0
Inne zobowiązania długoterminowe,9946.0,0.0,0.0,11010.0,11001.0,10757.0,10757.0,11425.0,11425.0,11080.0,11080.0,11358.0,11168.0,11358.0,11168.0,11164.0,11164.0,11332.0,13285.0,14098.0,13938.0,16461.0,14275.0,13882.0,13913.0,13831.0,13320.0,13171.0,14170.0,12559.0,11701.0,12429.0,12775.0,11013.0,12338.0,13445.0,11210.0,12038.0,11605.0,10915.0,11213.0,10954.0,10951.0,10939.0,39815.0,40165.0,43936.0,10927.0,10061.0,10403.0,9805.0,8885.0,25748.0,5155.0,8018.0,7267.0,5668.0
Zobowiązania krótkoterminowe,56479.0,0.0,0.0,46587.0,75984.0,72886.0,65309.0,71297.0,64700.0,111156.0,99433.0,72748.0,68981.0,89963.0,84167.0,87045.0,92100.0,105384.0,90257.0,93633.0,110166.0,117270.0,106173.0,105240.0,110334.0,130637.0,121455.0,127781.0,122077.0,155166.0,144129.0,184041.0,128841.0,178456.0,165932.0,156890.0,131574.0,151430.0,151423.0,144346.0,148427.0,158157.0,153709.0,156473.0,158255.0,166816.0,164513.0,159626.0,164191.0,168098.0,110411.0,98680.0,102783.0,81868.0,56477.0,47242.0,32682.0
Inne zobowiązania krótkoterminowe,6748.0,0.0,0.0,4473.0,39853.0,461.0,1856.0,246.0,245.0,20246.0,20246.0,323.0,163.0,6291.0,5164.0,4610.0,170.0,1640.0,4488.0,5208.0,8179.0,9328.0,10582.0,4828.0,11638.0,11864.0,8237.0,1575.0,10106.0,25626.0,21444.0,15491.0,17581.0,22914.0,25893.0,19220.0,24134.0,26766.0,24594.0,20939.0,21201.0,25780.0,23383.0,26429.0,31132.0,39750.0,40301.0,28494.0,28310.0,27850.0,37828.0,29204.0,23294.0,27811.0,18124.0,12727.0,12954.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
Pasywa razem,362928.0,208808.0,223073.0,375152.0,358816.0,368370.0,375520.0,390450.0,373742.0,400285.0,391852.0,365288.0,351649.0,384781.0,385224.0,380424.0,379368.0,399564.0,396666.0,411592.0,425067.0,435170.0,425338.0,401199.0,397570.0,416456.0,405212.0,395024.0,395281.0,422478.0,412890.0,355162.0,351914.0,350464.0,335393.0,297823.0,312944.0,344241.0,344459.0,327890.0,332964.0,343288.0,337714.0,332544.0,340965.0,345912.0,344407.0,323755.0,324917.0,324194.0,291827.0,244586.0,237033.0,216382.0,194456.0,169444.0,157521.0
Przepływy pieniężne z działalności operacyjnej,-3739.0,13741.0,16631.0,29290.0,-12706.0,24979.0,11658.0,13426.0,-15380.0,5620.0,13446.0,27644.0,-9700.0,7203.0,1309.0,14791.0,2792.0,4172.0,12492.0,338.0,-4515.0,17952.0,7377.0,21425.0,91.0,13368.0,8442.0,7729.0,-7453.0,10762.0,7413.0,11287.0,-4284.0,8135.0,5553.0,9365.0,-7554.0,7547.0,697.0,5400.0,7703.0,3059.0,5172.0,13629.0,-759.0,4698.0,5051.0,8779.0,6340.0,1445.0,9414.0,-2848.0,-9428.0,-24254.0,-17648.0,2503.0,-18221.0
