,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Koszty finansowe,,,,,-20.88,629.13,1325.58,227.54,346.38,-59.74,-65.66,20.06,-19.3,-36.46,14.65,-49.63,-35.09,81.46,55.32,159.92,162.42,-65.36,-60.38,-39.16,-69.76,-63.66,-36.81,50.44,-45.99,39.32,30.55,188.52,83.65,326.99,132.38,-75.37,62.54,-54.74,21.9,4.09,-38.55,-35.24,-64.17,-70.47,114.58,70.1,330.03,800.47,209.28,467.34,202.03,-4.1,-28.41,-26.68,-55.96,-1.38
Pozostałe przychody (koszty),,,,,-37.87,53.88,-126.16,616.49,59.56,-91.38,357.81,-185.76,-4.44,-812.31,-104.09,86.07,-572.39,988.77,100.0,-1815.66,100.0,-100.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,4.62,67.72,29.35,2871.59,88.52,-31.25,-12.22,-20.78,2.64,134.94,16.91,28.65,-19.24,51.1,6.77,-46.21,32.45,-26.76,-6.61,18.84,35.4,26.4,44.43,52.92,58.34,21.26,25.48,-128.46,8.04,-18.55,-8.02,563.32,-2.45,32.16,21.62,23.17,25.57,23.33,64.25,49.89,8.39,213.58,-8.22,26.57,20.62,-54.14,-33.42,-14.26,-16.74,-26.19,50.77,35.28
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,4.62,67.72,29.35,2871.59,88.52,-31.25,-12.22,-20.78,2.64,134.94,16.91,28.65,-19.24,51.1,6.77,-46.21,32.45,-26.76,-6.61,18.84,35.4,26.4,44.43,52.92,58.34,21.26,25.48,-128.46,8.04,-18.55,-8.02,563.32,-2.45,32.16,21.62,23.17,25.57,23.33,64.25,49.89,8.39,213.58,-8.22,26.57,20.62,-54.14,-33.42,-14.26,-16.74,-26.19,50.77,35.28
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,9.73,65.81,24.31,2509.0,81.44,-31.95,-10.0,-23.46,4.59,129.14,14.7,9.46,5.87,64.8,10.24,-49.29,7.33,-29.3,-3.71,29.54,36.11,13.92,31.24,50.87,53.51,31.19,20.32,-611.22,7.38,-20.27,0.07,124.26,-2.75,33.99,22.64,-45.42,27.07,29.68,62.25,227.82,7.75,377.34,-7.64,14.78,22.06,-67.75,-35.73,6.42,-18.54,-34.18,51.61,35.67
Zysk netto akcjonariuszy jednostki dominującej,,,,,9.69,65.94,24.33,2496.02,81.51,-31.97,-10.0,-23.46,4.59,129.14,14.7,9.46,5.87,64.8,10.23,-49.29,7.33,-29.29,-3.71,29.54,36.09,13.91,31.25,50.87,53.53,31.16,20.32,-611.22,7.38,-20.26,0.07,124.26,-2.75,33.99,22.62,-45.39,27.06,29.68,62.28,227.53,7.4,368.28,-8.1,9.98,20.31,-67.83,-36.7,11.09,-18.13,-32.29,53.84,34.85
Aktywa trwałe,,,,,7.55,480.75,552.11,523.31,513.29,2.81,-6.98,-4.62,-2.46,-0.21,-0.57,-6.74,-13.63,-16.23,-14.23,-7.35,-2.71,0.89,1.89,2.76,5.81,5.99,1.81,2.47,-1.53,-1.48,3.94,0.07,6.2,5.53,2.74,5.01,3.13,3.68,4.99,3.95,3.41,0.5,-0.4,4.95,34.87,35.38,37.68,35.89,9.02,8.71,10.82,7.31,6.45,4.5,2.77,-2.48
Wartości niematerialne i prawne,,,,,392.73,301145.29,91609.47,60671.17,60152.77,1.4,-8.76,-4.76,-3.43,0.26,0.38,-7.12,-6.13,-9.12,-7.4,1.57,-2.31,1.44,2.7,2.54,6.36,6.0,1.68,2.64,-2.77,-2.65,2.79,-0.69,6.27,4.65,0.85,3.02,0.91,-0.45,1.8,0.09,-0.17,-0.5,-1.69,4.39,18.91,18.87,21.54,18.54,7.89,7.49,9.98,6.58,6.01,1.38,0.46,-4.58
Rzeczowe składniki majątku trwałego,,,,,-2.49,55.43,62.27,55.28,56.11,-1.74,-6.84,-5.01,-5.5,-4.2,-4.05,-6.18,-2.64,-5.4,-3.8,-0.08,-3.74,-0.16,0.31,3.21,3.13,7.34,5.73,5.54,9.87,7.34,10.63,5.61,5.27,9.12,11.81,15.24,14.74,23.66,18.23,20.17,16.06,3.51,3.66,4.44,96.89,94.96,95.05,100.79,10.7,11.13,13.13,11.53,8.32,12.36,9.34,-0.62
Należności długoterminowe,,,,,,,,,,22.56,-38.84,-45.42,-41.78,-51.26,-57.58,-67.68,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwestycje długoterminowe,,,,,18.16,-4.98,24.19,24.2,16.5,27.01,4.39,-2.81,11.74,4.12,-1.78,-3.33,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pozostałe aktywa trwałe,,,,,344.8,56.18,-98.12,353.49,31.83,2.58,8964.29,40.17,30.97,-12.66,-5.83,-3.29,178.85,154.46,154.14,168.98,-14.27,-18.63,-23.35,12.52,1.53,-11.09,-34.11,-43.54,-51.59,-34.38,-3.26,-29.37,21.37,24.77,14.96,4.91,-3.8,3.95,34.47,55.08,95.29,21.83,17.48,76.17,25.19,84.57,87.61,57.46,32.61,17.09,5.08,-45.61,-11.69,-14.89,-20.97,109.45
Aktywa obrotowe,,,,,31.35,65.21,50.49,42.14,50.41,5.55,-0.05,4.46,-8.65,-16.68,-15.35,-3.98,16.62,31.55,27.6,7.65,-5.25,-2.61,2.92,-3.24,14.78,2.02,0.25,11.63,13.94,17.67,6.76,15.25,17.09,13.97,26.2,9.18,2.61,-1.06,8.2,6.7,23.78,34.17,33.08,43.21,30.6,56.38,39.05,41.61,44.88,10.99,18.32,5.4,-4.44,-5.16,-4.78,4.81
Zapasy,,,,,57.26,59.91,57.64,35.16,41.5,6.41,1.1,12.22,-3.47,-15.34,-31.87,-20.85,2.46,52.59,72.88,40.49,7.1,-13.94,-6.75,-7.48,11.3,3.85,3.79,13.48,17.69,22.34,-11.12,5.73,22.75,12.85,45.98,11.55,-2.52,-3.56,6.53,5.44,-5.04,3.88,-0.12,13.95,54.85,51.1,72.52,81.93,59.29,61.99,48.64,12.54,-0.31,-10.0,-21.96,-19.16
Należności krótkoterminowe,,,,,18.51,72.93,49.0,63.87,58.32,10.94,-2.85,-23.98,-20.08,-22.01,-7.71,3.45,5.47,0.74,-5.29,1.09,10.98,9.92,12.28,4.67,5.54,3.16,0.83,2.05,9.25,6.35,20.32,18.63,14.39,17.36,8.95,8.68,12.51,9.85,12.52,6.4,13.83,6.52,15.73,27.02,46.48,82.99,58.14,45.38,36.72,6.58,3.6,13.32,-7.44,-9.14,6.43,15.57
Inwestycje krótkoterminowe,,,,,-93.08,65.29,-62.3,-20.61,764.14,-54.5,67.17,244.85,92.82,64.04,518.01,90.27,32.57,45.3,-48.59,-76.48,-54.89,82.59,88.83,12.06,288.86,-16.64,-33.48,51.07,6.9,36.92,139.09,101.97,-20.34,8.73,-3.06,-2.85,0.77,-30.06,1.11,15.81,498.03,590.94,386.55,260.92,-46.86,36.04,-38.93,-37.06,-9.92,-82.68,-75.89,-51.02,-30.48,120.73,334.57,243.89
Środki pieniężne i inne aktywa pieniężne,,,,,-90.89,63.99,-62.3,-20.61,764.14,-54.14,67.17,244.85,92.82,64.04,518.01,90.27,32.57,45.3,-48.59,-76.48,-54.89,82.59,88.83,12.06,288.86,-16.64,-33.48,51.07,6.9,36.92,139.09,101.97,-24.87,5.0,-7.26,-7.34,-0.78,-27.58,5.68,16.71,543.98,590.94,386.55,275.5,-46.86,36.04,-38.93,-38.69,-9.92,-82.68,-75.89,-49.72,-30.48,114.16,334.57,243.89
Pozostałe aktywa obrotowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,23.92,185.92,176.41,173.01,175.9,3.94,-4.15,-1.18,-4.92,-7.06,-6.86,-5.64,-2.08,1.6,1.94,-1.23,-3.87,-0.81,2.39,0.1,9.83,4.1,1.05,6.4,5.72,7.42,5.3,6.91,11.7,9.83,14.22,7.04,2.86,1.17,6.73,5.31,14.17,17.9,17.94,24.16,32.42,47.73,38.53,39.2,29.26,10.13,15.48,6.18,-0.44,-1.56,-2.03,1.78
Kapitał własny akcjonariuszy jednostki dominującej,,,,,42.11,151.06,167.59,168.18,160.66,12.19,1.16,1.42,4.03,8.6,8.61,2.78,2.98,-6.86,-4.19,2.19,-0.42,1.82,2.52,2.63,6.41,10.83,8.38,10.11,7.63,3.7,8.86,-7.19,-1.42,4.99,1.47,17.59,14.81,7.18,10.12,7.34,7.77,19.45,17.65,25.13,26.05,23.8,26.51,23.36,23.89,16.13,14.29,13.61,11.47,7.23,6.67,2.78
Kapitał (fundusz) podstawowy,,,,,10.55,102.15,102.15,102.15,102.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.28,0.28,-0.45,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,-1264.94,-328.98,-173.7,-5.63,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,865.03,869.24,865.04,864.93,0.42,-0.01,0.42,0.42,0.0,0.0,0.0,0.0,1.3,1.3,1.69,1.69,0.36,0.36,-0.02,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.93,-2.93,-2.93,-2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,109.52,-91.3,-91.3,-91.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,-100.0,-100.0,-100.0,-100.0,,,,,0.0,0.0,33.33,33.33,33.33,33.33,0.0,0.0,0.0,0.0,25.0,25.0,50.0,50.0,40.0,60.0,335616.67,350850.0,209671.44,174150.0,-30.56,-31.63,-0.07,-54.56,-53.12,-61.19,-68.03,-24.39
Zobowiązania długoterminowe,,,,,-60.85,15349.23,25912.14,14664.03,15793.21,-20.26,-24.71,-14.7,-18.54,-19.0,-19.93,-25.16,-26.5,-34.12,-35.68,-34.27,-38.58,-36.35,11.17,48.93,62.03,74.56,-21.18,-28.91,-18.22,-18.33,40.4,10.28,-5.04,14.9,15.29,-12.96,-7.24,-39.27,-58.57,-0.82,-6.99,17.72,57.56,-21.45,13.81,148.71,101.92,170.49,100.37,8.52,20.45,25.68,22.91,1.64,-5.1,-38.73
Z tytułu dostaw i usług,,,,,24.65,26.76,32.87,9.23,40.96,5.53,6.16,10.95,-29.9,-18.35,-26.01,39.47,37.14,-11.23,56.88,-34.0,-24.64,99.11,6.46,-3.34,38.85,-0.09,0.3,24.54,43.62,13.87,-13.75,59.83,45.02,-5.58,35.93,-43.82,-32.48,21.27,39.48,37.5,17.46,-4.69,4.75,37.31,116.92,162.31,66.36,97.39,32.8,-6.3,9.17,-36.6,-31.91,-24.22,-9.09,38.73
Kredyty i pożyczki,,,,,0.89,56.52,27.92,45.89,36.76,35.89,15.77,6.78,4.1,-29.09,-19.49,-36.41,-6.56,-62.97,39.91,89.91,44.87,358.74,-6.68,-36.41,-18.46,-43.24,-7.66,19.76,-5.81,47.4,-17.06,-35.29,-12.02,-60.94,54.43,163.46,78.66,226.57,16.34,-19.0,36.13,34.3,-43.9,31.6,-14.1,-36.32,109.59,-4.63,31.04,55.23,34.85,38.65,-2.03,15.64,-9.61,10.92
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,-29.65,-28.55,-41.55,-40.91,-50.1,-53.11,-54.57,-64.62,-65.97,-75.51,-86.36,-31.3,-29.63,18.75,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,91.1,4.77,20.51,26.39,50.68,30.29,-1.05,28.93,13.18,8.68,14.25,15.78,5.34,32.74,78.62,-3.58
Inne zobowiązania długoterminowe,,,,,193.69,10196.51,11896.51,2883.86,2739.88,2.92,-12.87,-6.03,-4.47,-0.58,-0.4,-5.65,-5.55,-8.1,-6.52,2.45,-0.5,2.87,3.96,3.4,7.14,-1.28,-5.69,-6.87,-12.2,-5.35,0.63,-0.17,6.8,5.17,1.01,5.44,4.4,3.61,2.97,1.19,1.59,0.36,4.37,0.81,75.78,82.33,70.91,76.4,-5.79,-6.35,-13.11,-11.14,3.12,-3.57,13.05,-4.0
Zobowiązania krótkoterminowe,,,,,9.7,40.38,31.5,30.41,39.53,20.46,10.0,8.62,-9.24,-23.96,-23.22,-5.52,9.85,56.01,48.62,14.71,11.45,9.28,-1.0,-25.16,-2.4,-21.38,-1.9,25.04,16.11,27.82,-12.68,39.86,46.95,15.86,42.47,-2.77,-11.41,5.59,29.14,3.35,32.27,15.67,12.92,36.58,34.45,53.31,36.45,36.68,29.5,6.43,16.46,-9.66,-20.5,-11.38,-9.5,20.72
Inne zobowiązania krótkoterminowe,,,,,11.12,61.53,80.78,63.65,38.22,-12.76,-37.55,47.28,68.47,3.51,-49.26,30.35,75.99,3957.87,159.98,-30.44,-57.78,-97.75,-38.98,-21.26,4.62,45.99,129.02,222.87,133.69,85.62,74.07,780.18,760.15,1305.05,15.19,-80.48,-81.32,-91.31,3.9,60.95,82.44,84.91,749.0,66.98,68.02,60.35,-67.75,16.11,6.12,-15.26,-2.29,-40.4,-40.64,-29.57,-29.75,1.68
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,23.92,185.92,176.41,173.01,175.9,3.94,-4.15,-1.18,-4.92,-7.06,-6.86,-5.64,-2.08,1.6,1.94,-1.23,-3.87,-0.81,2.39,0.1,9.83,4.1,1.05,6.4,5.72,7.42,5.3,6.91,11.7,9.83,14.22,7.04,2.86,1.17,6.73,5.31,14.17,17.9,17.94,24.16,32.42,47.73,38.53,39.2,29.26,10.13,15.48,6.18,-0.44,-1.56,-2.03,1.78
Przepływy pieniężne z działalności operacyjnej,,,,,31.29,898.67,141.35,231.12,150.82,-77.69,115.65,6.38,-41.96,479.15,110.83,43.14,-1898.99,-142.06,-92.43,-40.93,95.31,313.04,188.79,3.31,-301.47,34.51,68.61,-7.3,16.18,-93.03,255.99,146.71,-397.49,-437.79,-191.9,-49.95,130.76,380.6,205.06,-6.69,-88.37,158.49,-9.87,-27.23,-1551.76,93.09,-114.25,-22.59,-446.23,-74.36,-747.11,506.97,107.33,188.59,244.06,49.14
Amortyzacja,,,,,9.21,103.7,123.67,100.81,71.26,2.83,-7.66,27.42,7.38,10.41,-0.79,-11.08,3.33,-3.38,2.79,-2.49,2.82,4.97,4.84,4.01,24.9,165.61,99.82,177.37,79.43,-36.2,-22.29,-41.05,-28.7,-3.93,3.81,19.31,43.8,89.55,90.25,49.73,51.19,5.63,7.59,23.12,34.31,86.92,99.83,68.24,64.66,11.2,7.04,1.71,1.38,10.8,18.2,40.91
Przepływy pieniężne z działalności inwestycyjnej,,,,,49.21,-12996.35,-472.38,160.0,-350.93,99.74,95.03,-1110.26,66.39,20.92,-177.94,-18.53,-344.26,4741.3,-154.5,61.46,85.06,-103.52,54.68,-447.78,-269.75,-153.66,-193.58,16.84,-139.73,-21.77,-69.53,58.78,20.82,-70.21,-127.28,-226.92,40.63,87.9,58.11,-118.28,-95.41,-238.68,40.56,38.76,-3280.74,-51.75,-3041.21,-428.17,87.77,-415.19,73.4,3.65,9.77,77.97,60.37,11.93
CAPEX (niematerialne i rzeczowe),,,,,-43.31,-315.38,426.14,-91.57,274.54,579.76,-89.42,5571.43,-62.42,-30.27,26.53,37.28,276.97,271.89,151.61,-66.42,-85.86,-56.75,-34.19,450.82,293.21,150.66,107.79,-17.16,132.81,23.04,74.06,-53.41,-5.33,57.17,125.13,192.03,-49.57,-79.55,-59.13,115.93,97.88,140.62,-38.63,-37.06,36.4,96.1,367.73,308.16,176.66,267.79,76.51,10.96,-6.43,-49.9,-96.71,-64.48
Przepływy pieniężne z działalności finansowej,,,,,-143.44,1820.5,-591.59,-500.89,-524.62,-106.09,54.65,71.08,13.22,7.48,-144.95,-221.5,41.95,27.72,-22.42,-102.98,13.24,32.53,108.41,28.98,53.09,-49.73,-1053.16,30.32,183.94,73.85,130.99,-249.59,-498.52,606.65,606.94,34.54,8.44,-162.96,-178.17,-9.04,571.21,-66.85,61.13,73.78,-87.12,590.22,-832.34,-2.14,400.17,-115.23,113.94,-729.28,-38.62,32.93,44.0,-135.42
Emisja akcji,,,,,,790.03,,,,-100.0,,,,,,,,,,,,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,-20.2,,,,67.21,,,,0.21,0.46,,,-25.0,-25.0,,,66.66,55.56,,,-100.0,-50.0,,,,77.15,,,-100.0,-35.49,,,,-100.0,,,-100.0,,,,,-0.66
Przepływy pieniężne razem,,,,,-87.65,60.59,21.5,101.88,-30.84,-155.62,136.13,110.04,10.01,234.25,54.87,8.9,-308.22,-88.6,-392.44,-123.51,81.54,1009.41,133.88,135.6,-28.68,23.34,-231.38,229.37,49.54,-112.59,499.81,-29.98,-641.7,130.99,-88.77,-243.77,96.23,1491.51,-91.41,-101.3,2894.14,211.14,4458.08,151.25,-285.69,317.62,-981.57,-207.83,22.17,-97.42,80.68,59.24,125.17,1493.17,349.4,-2017.14
