,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Zysk przed opodatkowaniem,,,,,-240.03,-36.17,-19.8,-178.35,618.35,-46.41,73.66,-254.97,-133.83,496.43,-39.03,39.25,-261.52,-97.16,43.33,41.75,-38.47,1550.39,-21.09,-16.54,48.4,14.98,34.56,56.24,-133.05,79.9,51.38,-304.81,64.09,-29.01,-43.06,166.28,-0.14,108.8,18.17,-172.23,-3.32,-76.74,-15.02,8.58,45.3,133.94,15.35,86.3,349.47,21.37,38.28,-816.28,-40.53,45.2,79.69,89.81,299.09,-11.8,-35.49,236.77,33.21,11.17,58.15,1412.43,-114.65,-77.8,15.63,-219.85
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-365.1,-49.08,-18.59,-161.03,419.88,-40.92,51.27,-435.65,-135.4,482.4,-37.12,60.07,-24.34,-99.9,29.45,165.62,-286.76,33057.14,-10.96,-190.06,41.07,66.7,42.93,-26.54,-102.12,50.6,40.62,-118.79,53.68,-37.05,-42.72,154.34,17.18,141.46,-6.84,-174.47,-32.4,-86.37,2.93,-19.67,51.05,316.79,-24.87,156.97,245.77,-3.07,105.75,-344.72,-14.45,78.54,68.92,109.14,235.0,-14.53,-29.73,4660.87,43.74,5.34,49.87,-45.61,-120.06,-49.08,17.61,-166.81
Zysk netto akcjonariuszy jednostki dominującej,,,,,-479.82,-44.36,-23.54,-161.25,412.63,-49.98,54.91,-436.79,-135.67,563.5,-37.79,60.16,-34.07,-100.43,28.92,167.32,-261.89,8152.87,-10.83,-186.52,41.23,66.13,42.78,-27.56,-103.26,50.04,40.43,-120.42,53.68,-36.99,-42.81,154.5,16.92,140.72,-7.36,-174.59,-32.36,-86.36,3.24,-17.73,51.44,316.57,-25.12,158.58,245.85,-3.21,106.64,-341.8,-14.48,78.99,69.04,109.66,237.45,-14.46,-29.68,4390.95,43.14,4.93,49.11,-45.62,-120.21,-49.22,18.25,-167.32
Aktywa trwałe,,,,,21.87,37.93,39.6,40.63,38.72,34.26,88.71,75.5,72.74,64.7,11.3,18.88,18.69,11.26,17.5,20.34,17.85,14.24,5.57,-1.96,-1.14,-1.25,-1.26,-5.8,-5.77,-7.42,-4.16,6.17,6.75,10.1,16.81,19.04,19.01,18.41,9.45,-14.14,-14.57,-17.34,-16.83,-4.15,-3.82,-1.26,-3.06,-3.45,2.39,-0.84,0.29,6.89,1.54,3.2,4.34,15.21,1.99,5.71,7.73,-1.21,11.72,16.76,14.72,10.6,11.39,4.05,17.85,46.62
Wartości niematerialne i prawne,,,,,20.06,401.94,279.7,265.88,287.32,16.93,71.4,161.07,145.51,118.06,51.81,23.76,18.15,11.12,16.27,7.89,6.16,18.16,8.77,4.86,9.4,-4.85,-3.93,4.1,2.48,2.0,9.93,40.35,47.56,49.23,36.94,0.31,-1.34,1.24,3.3,10.29,18.33,9.95,10.67,2.52,-7.05,-3.69,-5.78,0.13,3.72,0.64,-3.75,-5.5,-10.26,-8.16,-2.49,-6.87,-5.67,-21.84,-20.89,-20.36,-21.21,-4.65,-5.67,-5.36,-10.03,-14.11,36.84,41.9
Rzeczowe składniki majątku trwałego,,,,,21.28,31.15,33.05,34.24,35.89,15.86,78.68,71.64,66.63,91.06,16.61,15.85,17.12,8.1,13.44,9.54,14.95,10.61,1.92,1.1,-4.13,-3.08,-2.39,-7.33,-8.14,-9.16,-5.76,1.33,1.97,3.31,1.93,1.5,2.25,3.25,2.95,2.18,-0.2,-2.64,-2.94,-4.74,-2.63,-1.59,-2.56,-4.18,7.02,1.08,3.37,11.36,-0.19,4.79,5.91,3.26,3.0,9.68,8.88,7.48,5.39,8.47,8.4,10.06,15.56,4.3,18.37,36.8
Należności długoterminowe,,,,,,,,-20.0,66.67,,,36850.0,27820.0,-83.27,-82.88,-14.34,-10.6,-35.49,-19.93,-7.74,-13.38,-21.22,-37.53,-72.43,-67.25,-67.98,-67.65,1.55,-7.91,-13.93,-12.29,-4.89,-9.2,89.0,77.2,-55.31,128.04,-41.78,-39.15,167.63,-37.48,20.29,22.05,-1.34,-12.32,-5.62,-5.69,5.45,4.32,-1.04,3.41,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,
Inwestycje długoterminowe,,,,,9.74,-3.74,1.24,-3.33,11.45,32.48,16.16,31.55,12.39,29.8,10.3,8.81,-6.83,-16.21,7.66,244.26,147.83,7.83,-3.29,-70.11,-56.95,-0.39,1.76,5.55,21.25,25.18,12.42,10.49,8.47,66.54,450.03,863.49,740.41,430.71,81.29,-88.41,-88.19,-89.03,-89.33,-7.24,-10.13,-18.98,1.56,2.26,-14.78,18.31,-0.08,-2.41,23.8,3.97,-3.38,577.16,36.92,147.07,286.53,-57.48,183.29,42.61,2.09,32.17,-5.01,6.29,9.98,229.4
Pozostałe aktywa trwałe,,,,,39.54,21.37,39.1,67.18,3.77,105.29,117.99,37.06,91.51,-16.21,-15.47,65.24,51.37,77.62,85.4,92.3,28.85,44.95,37.65,11.9,41.94,16.4,9.68,-6.72,-2.81,-9.75,-8.72,2.4,-1.88,1.68,5.32,-7.88,-7.6,-5.79,-13.28,-11.15,-12.37,-16.76,-7.97,-10.3,-4.57,9.99,-2.77,-6.19,-28.82,-19.26,-14.31,1.66,45.77,14.33,7.91,11.12,-1.56,-12.96,-20.83,49.73,53.85,109.23,137.68,17.27,15.9,13.85,6.05,9.16
Aktywa obrotowe,,,,,25.62,55.69,27.75,38.51,38.4,-10.57,9.91,3.04,3.11,33.51,10.85,6.46,23.98,21.8,25.49,23.98,2.69,-1.03,-5.47,-9.0,-0.92,3.35,-0.6,14.99,9.59,1.78,6.09,-4.27,-5.31,-8.71,-10.68,-9.09,-2.51,9.33,1.69,27.23,33.82,26.76,25.27,6.87,1.53,-6.09,-1.23,-3.17,-2.53,-0.81,6.67,6.63,10.54,2.61,7.44,5.34,20.37,28.97,31.3,33.85,29.03,23.13,12.3,3.14,-1.08,-14.12,-12.89,-9.83
Zapasy,,,,,35.1,36.79,14.85,14.63,9.67,-0.17,23.26,34.25,40.91,53.55,28.93,26.9,42.54,37.08,19.73,12.78,-7.74,-7.14,-2.63,-12.74,-8.0,-9.56,-15.11,1.47,7.4,7.39,8.87,12.06,-5.35,-9.96,0.08,-10.57,-1.61,24.67,6.73,23.83,28.68,9.34,29.03,33.27,23.46,11.87,-0.89,-6.28,-10.31,-7.73,-14.0,-16.99,-5.5,-10.86,13.73,28.29,25.54,64.21,70.61,45.33,66.93,29.79,8.65,-6.37,-18.84,-29.79,-25.26,-22.62
Należności krótkoterminowe,,,,,12.47,11.73,-9.71,-12.51,-1.31,-15.43,26.02,16.89,19.49,66.36,17.58,23.24,29.35,14.41,27.99,35.0,15.46,13.1,-1.26,-7.74,-1.14,4.05,5.33,11.96,7.06,-0.84,-0.59,-6.99,-3.63,-7.16,-10.88,-5.74,-8.53,3.52,-0.59,1.02,3.83,8.83,14.42,21.74,14.86,13.29,7.1,2.78,20.42,-4.21,9.26,6.42,-6.68,-14.23,-4.1,4.17,30.26,45.43,14.18,24.36,19.2,12.78,11.09,-20.03,-5.23,-16.76,-12.64,6.01
Inwestycje krótkoterminowe,,,,,104.28,455.55,352.48,409.76,299.57,-11.95,-24.92,-29.97,-43.63,-32.93,-30.29,-45.95,-23.42,15.19,29.44,10.77,-13.54,-35.6,-29.49,-4.79,26.4,47.06,11.31,63.03,26.27,0.55,35.94,-21.1,-11.27,-12.43,-30.89,-18.41,18.97,-2.32,-0.73,149.53,134.77,170.44,70.14,-51.22,-40.46,-67.58,-31.06,-19.07,-43.94,53.54,61.01,98.04,164.6,111.21,38.74,-27.94,-5.7,-39.73,17.85,42.28,-10.38,46.12,22.95,118.72,14.9,-9.17,-23.42,-59.09
Środki pieniężne i inne aktywa pieniężne,,,,,86.69,428.47,339.4,398.56,321.84,-11.21,-28.27,-35.02,-48.25,-35.71,-34.17,-51.06,-38.26,1.04,18.39,19.59,10.66,-29.04,-24.25,-3.77,24.36,54.36,19.95,69.38,32.7,1.65,40.75,-29.58,-17.2,-16.69,-35.1,-14.44,21.52,-1.83,0.07,30.56,-4.1,68.36,-11.62,-3.26,-3.38,-46.89,39.12,-14.02,-15.29,54.92,60.91,88.24,88.41,66.81,-9.84,-35.78,-10.88,-57.08,-49.82,-29.25,-25.44,49.83,50.73,157.9,25.8,-11.5,8.19,-24.4
Pozostałe aktywa obrotowe,,,,,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,24.46,50.67,30.66,39.14,38.5,1.02,30.55,24.84,24.37,44.23,11.02,11.72,21.74,17.67,22.46,22.34,8.96,4.64,-1.45,-5.88,-1.02,1.49,-0.86,5.4,2.73,-1.85,2.1,0.03,-0.37,-1.72,-0.66,3.22,6.94,13.11,5.02,6.36,10.17,7.52,6.45,2.38,-0.49,-4.47,-1.87,-3.28,-0.73,-0.82,4.47,6.73,7.14,2.81,6.41,9.1,13.79,20.88,23.65,19.74,23.48,21.19,12.99,5.62,2.54,-8.8,-4.06,9.81
Kapitał własny akcjonariuszy jednostki dominującej,,,,,58.37,199.76,127.85,117.46,125.11,7.08,4.63,3.81,-4.58,5.44,5.44,6.44,11.87,-1.44,3.2,5.93,1.57,6.02,2.26,-0.76,3.34,1.97,3.89,3.46,-0.04,1.82,4.7,5.0,7.65,5.62,-2.11,-1.07,-0.83,3.42,6.76,7.47,6.9,-0.56,-0.46,-2.62,-1.2,3.05,0.9,0.74,3.36,2.4,7.89,7.75,5.96,10.88,11.1,14.07,18.6,16.96,16.21,14.96,14.29,16.69,20.57,18.98,14.16,1.11,-0.24,-2.4
Kapitał (fundusz) podstawowy,,,,,95.15,150.22,28.22,28.22,28.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.53,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,,,,,31.85,141.01,102.65,118.19,118.19,17.1,26.71,17.1,26.96,8.26,8.17,7.85,-0.53,12.55,12.64,12.98,11.19,6.98,6.98,12.62,14.44,-3.61,-3.6,-8.43,-8.43,13.77,13.76,15.5,15.5,-21.26,-20.57,-21.77,-21.77,14.42,13.43,13.43,13.43,4.89,4.89,4.89,4.89,4.65,4.65,4.65,4.65,5.48,5.48,5.48,5.49,8.4,8.4,8.4,8.4,2.42,2.42,2.42,2.43,0.01,2.5,1.31,1.31,10.21,7.53,9.05
Udziały niekontrolujące,,,,,-97.61,-92.05,5.86,166.47,302.4,-79.64,34.89,59.1,4.32,455.2,102.84,2.12,57.49,9.08,23.17,1.11,-41.12,-17.97,-31.44,-35.84,-32.15,-34.14,-59.48,-72.92,-29.02,-19.07,52.27,166.14,15.02,7.85,8.36,-1.78,-6.11,20.17,42.7,66.57,61.83,24.01,14.29,-11.39,-13.35,0.56,-0.17,13.67,29.11,19.07,22.17,30.52,31.86,28.1,24.93,19.94,9.91,7.48,5.43,11.12,30.89,47.21,127.13,229.0,172.09,134.93,48.38,-1.13
Zobowiązania długoterminowe,,,,,28.1,-31.98,-33.72,-19.95,-24.72,-19.51,345.08,327.38,297.02,366.78,-16.24,-31.81,-26.25,-37.21,-29.59,-9.76,-17.51,-7.7,-21.36,86.35,59.23,45.18,93.21,-4.51,37.47,98.86,52.7,29.94,24.41,-29.0,-44.95,-21.64,-38.66,48.0,157.98,76.44,65.97,20.44,-73.65,-78.48,-55.75,-71.88,194.66,246.01,133.83,216.07,-1.79,-22.19,-15.94,-27.08,-61.73,-54.55,-64.51,-43.93,45.05,71.25,256.05,217.44,80.28,7.07,-5.5,-50.18,-40.53,24.67
Z tytułu dostaw i usług,,,,,1.12,-5.05,-14.94,-6.85,-10.61,-19.16,25.81,29.21,31.01,86.17,29.74,29.87,73.52,16.39,22.59,24.33,-14.81,12.9,2.58,-8.62,14.55,8.5,-1.21,40.72,16.23,-6.06,-6.33,-24.32,-29.11,-10.15,5.37,-8.28,11.41,17.36,-21.52,18.93,38.53,17.98,40.08,38.74,2.66,-15.17,-10.28,-13.09,-0.08,6.62,6.25,8.98,27.0,-10.56,47.94,30.11,11.05,71.38,13.68,5.85,30.6,-23.11,-10.29,4.96,-2.94,1.34,4.38,7.77
Kredyty i pożyczki,,,,,16.43,-81.78,-82.64,-71.07,-79.38,35.97,23.28,-30.58,131.25,220.75,178.19,126.56,107.0,275.68,329.81,389.08,141.47,4.43,0.95,-54.31,-41.28,-20.67,-39.88,-28.12,-54.98,-72.13,-60.77,-11.22,-13.39,113.54,199.02,172.5,304.18,12.63,-64.07,-83.14,-50.89,-18.49,314.42,620.12,100.09,127.3,-67.85,-80.79,-85.65,-90.43,-41.33,28.42,70.55,341.79,46.78,3.64,147.92,23.0,126.85,177.89,-4.82,48.97,-26.57,-47.98,-36.04,26.54,57.63,159.24
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,61.64,75.79,65.34,74.52,29.38,-12.33,279.28,163.94,258.22,318.85,27.68,237.29,62.78,20.98,3.31,-46.69,-12.54,11.41,-14.73,-25.19,-14.61,-7.53,-2.0,-9.19,-5.54,-9.9,7.15,12.68,-17.17,-25.93,-26.67,-35.21,-10.16,23.7,20.74,31.5,30.39,0.82,0.03,5.94,15.77,68.44,46.03,12.13,72.72,14.23,9.97,-12.53,-43.77,-60.43,-49.59,28.1,-11.95,16.76,7.63,-29.01,-18.64,-0.49,10.42,-17.01,-3.0,-7.44,-18.13,43.73
Inne zobowiązania długoterminowe,,,,,50.26,87.68,-8.63,26.99,-50.75,-59.26,963.43,2193.18,1990.66,1572.55,-17.22,-6.48,-17.98,-18.73,0.18,-16.53,-7.42,-2.15,-18.83,1.46,4.77,2.25,2.18,-68.18,-72.23,-71.58,-63.71,93.66,28.33,62.34,32.0,-4.61,20.42,-2.29,-14.34,-12.61,7.12,-12.24,18.75,-3.65,-2.53,11.82,-4.9,-5.46,9.44,9.3,20.11,-5.49,0.68,-0.18,-4.57,34.26,25.59,44.28,37.36,5.57,11.98,6.03,0.1,-5.13,-28.94,-36.05,-12.77,47.07
Zobowiązania krótkoterminowe,,,,,6.58,-25.44,-34.96,-35.51,-38.95,-10.96,42.67,29.06,67.61,112.31,38.68,62.56,71.26,71.28,71.46,65.3,26.38,5.21,-1.91,-29.21,-15.89,-4.61,-16.66,13.78,-4.19,-25.55,-15.11,-20.16,-23.26,2.54,23.59,28.7,56.12,14.18,-31.04,-23.8,-1.55,11.83,85.7,89.34,27.16,21.39,-27.76,-34.46,-27.84,-29.75,2.69,21.05,21.49,7.21,30.85,24.06,36.62,50.25,30.01,20.0,11.72,-0.29,-5.67,-13.99,-9.55,-4.64,0.79,30.21
Inne zobowiązania krótkoterminowe,,,,,-13.85,42.22,14.32,-0.77,14.53,0.79,78.38,64.61,103.1,93.36,15.87,29.53,32.29,46.74,24.1,8.75,-9.21,-14.03,-20.71,12.94,1.93,6.37,6.99,29.27,53.84,18.47,46.68,-27.1,-17.11,-20.58,-24.88,-8.04,-18.54,4.56,2.63,46.05,56.49,45.28,38.36,14.71,7.99,12.85,10.98,11.47,4.65,-2.99,25.23,52.66,20.19,8.94,14.53,21.66,62.85,35.63,28.39,1.75,-6.85,19.85,18.76,-17.0,-8.51,-40.39,-30.61,8.2
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,24.46,50.67,30.66,39.14,38.5,1.02,30.55,24.84,24.37,44.23,11.02,11.72,21.74,17.67,22.46,22.34,8.96,4.64,-1.45,-5.88,-1.02,1.49,-0.86,5.4,2.73,-1.85,2.1,0.03,-0.37,-1.72,-0.66,3.22,6.94,13.11,5.02,6.36,10.17,7.52,6.45,2.38,-0.49,-4.47,-1.87,-3.28,-0.73,-0.82,4.47,6.73,7.14,2.81,6.41,9.1,13.79,20.88,23.65,19.74,23.48,21.19,12.99,5.62,2.54,-8.8,-4.06,9.81
Przepływy pieniężne z działalności operacyjnej,,,,,673.93,-287.69,630.36,24.27,-59.54,104.97,-91.88,-31.98,-281.27,-260.56,1158.78,-53.92,-171.64,-8044.91,-23.16,428.01,41.42,101.28,12.0,55.13,182.31,-887.54,3.22,12.99,-257.67,-321.42,131.28,-39.4,70.36,205.22,-40.72,-38.32,416.0,-142.98,-37.19,205.49,-119.49,-5.61,-243.1,-61.33,-605.14,-49.96,262.77,113.11,178.95,265.5,25.7,41.93,-144.95,-63.0,71.7,-25.86,-74.79,-511.82,-155.56,1.38,-142.86,10.35,406.37,188.98,-228.29,12.43,52.13,-78.93
Amortyzacja,,,,,27.6,28.29,22.85,-10.27,26.66,22.44,84.16,115.27,50.66,39.2,1.0,-11.57,15.01,37.58,26.77,52.91,8.08,3.32,2.08,-5.64,4.88,2.09,8.32,-2.97,0.82,-1.59,-10.39,-1.69,1.38,2.45,0.66,-7.5,-11.72,-18.42,-0.08,14.67,7.07,25.78,9.81,-2.89,15.62,6.7,3.57,9.45,33.43,38.73,36.29,38.88,5.56,-8.28,1.75,3.88,9.06,24.13,14.81,10.39,4.91,5.17,4.63,-0.32,-13.6,-15.39,-13.7,-2.83
Przepływy pieniężne z działalności inwestycyjnej,,,,,27.9,-44.74,-122.6,-41.4,4.74,-52.46,71.33,35.01,-509.01,53.99,-508.12,13.46,-25.72,-86.09,33.34,7.26,84.65,66.65,66.21,75.87,27.23,3.97,-21.4,-223.92,-28.3,-14.63,-74.86,-458.71,-50.6,-156.06,-380.99,-68.19,9.76,38.78,83.85,92.67,7.33,60.17,457.73,1206.46,-11.56,-76.95,-127.33,-124.16,34.02,40.57,-20.16,-66.31,-76.06,-137.27,-6.54,-252.74,-14.13,-37.73,-14.71,78.59,-59.59,9.57,-38.98,45.5,21.92,-44.8,-590.51,-229.38
