,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Pozostałe przychody (koszty),,,,,70.53,-102.2,80.57,-101.89,106.21,2079.63,230.24,1774.26,1411.11,-56.69,-56.07,-26.2,-260.54,615.77,45.01,105.45,333.13,-91.16,110.02,-280.69,-85.85,357.34,-73.95,123.53,-72.22,-31.79,-15.44,-51.56,1956.67,-12.14,115.71,26.33,-77.23,-3.11,26717.81,87.26,197.86,2.31,-100.05,-87.27,-78.49,-217.34,-241.27,-1637.11,-427.78,14.24,17.67,-233.35,120.68,106.99,114.12,98.93,-264.75,-1275.0,-1010.0,2400.0,131.84,118.69,117.14,-94.9,-223.44,-68.29,-70.51,26.47,215.19,-25.64,-95.65,-100.0,-100.0,-100.0,-100.0,,
Zysk z działalności gospodarczej,,,,,77.89,14.61,56.39,-92.37,79.39,22.29,-15.61,688.47,7.83,15.05,65.62,-40.96,10.63,41.6,8.2,122.62,-57.71,-25.05,-44.27,10.23,-6.17,-62.99,-23.91,-501.99,-1088.28,-259.39,-1675.73,-195.72,92.91,-261.74,87.7,85.03,-158.2,26.45,363.74,-67.48,127.79,142.83,-48.3,96.6,184.93,-404.66,-79.96,38.37,-22.94,130.63,-113.49,-3802.63,-107.28,-160.57,-400.96,126.26,-1003.92,103.33,306.82,36.06,150.41,3494.49,-21.53,-30.51,-47.34,176.88,111.48,-38.76,332.81,67.16,46.52,-22.2,36.17,-71.5,-33.15,-1297.61,-97.33
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,77.89,14.61,56.39,-92.37,79.39,22.29,-15.61,688.47,7.83,15.05,65.62,-40.96,10.63,41.6,8.2,122.62,-57.71,-25.05,-44.27,10.23,-6.17,-62.99,-23.91,-501.99,-1088.28,-259.39,-1675.73,-195.72,92.91,-261.74,87.7,85.03,-158.2,26.45,363.74,-67.48,127.79,142.83,-48.3,96.6,184.93,-404.66,-79.96,38.37,-22.94,130.63,-113.49,-3802.63,-107.28,-160.57,-400.96,126.26,-1003.92,103.33,306.82,36.06,150.41,3494.49,-21.53,-30.51,-47.34,176.88,111.48,-38.76,332.81,67.16,46.52,-22.2,36.17,-71.5,-33.15,-1297.61,-97.33
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,96.09,67.25,3.12,134.45,91.87,23.41,11.16,160.45,9.49,2.44,59.39,17.19,12.22,45.81,-5.02,53.27,-59.6,-26.41,-45.4,-6.6,-22.58,-56.86,-25.3,-434.57,-1293.38,-399.15,-2002.52,-342.16,84.56,-82.09,84.67,84.21,-67.0,37.58,360.11,-52.89,125.19,160.98,-67.57,96.75,165.88,-382.61,-82.05,-159.99,-37.48,123.6,-150.51,-982.52,-106.15,-207.32,427.79,115.34,-1674.58,129.36,14.23,93.74,151.95,158.64,-26.38,-41.08,-72.79,190.46,146.14,-39.62,638.01,62.04,26.12,-29.43,22.41,-83.77,-32.75,-1508.79,-154.46
Zysk netto akcjonariuszy jednostki dominującej,,,,,35.69,18.03,120.56,43.33,91.35,30.29,19.49,142.42,169.54,-164.27,54.01,12.89,-54.5,330.25,1.41,79.48,-50.81,-31.78,-48.78,-1.64,-25.98,-48.55,-13.44,-451.26,-1324.74,-404.29,-2030.69,-335.95,84.6,-79.41,84.64,84.05,-67.05,37.62,359.66,-51.79,125.19,160.98,-67.39,96.99,166.09,-385.6,-81.81,-181.05,-38.02,123.29,-152.07,-982.49,-106.45,-208.06,412.59,115.4,-1605.42,129.23,14.01,93.3,151.95,166.39,-19.48,-37.81,-63.26,188.19,135.58,-42.74,462.76,58.54,21.6,-26.56,18.9,-83.77,-33.37,-1450.26,-154.46
Aktywa trwałe,,,,,11.02,27.38,61.43,30.9,183.37,152.09,128.85,136.03,33.99,36.09,27.62,40.41,26.13,25.55,25.41,21.71,17.67,14.18,10.27,1.6,1.68,0.07,1.68,5.76,2.28,5.15,7.27,-14.76,-15.22,-17.87,-21.26,-12.7,-9.32,-16.02,-17.36,-32.55,-31.93,-7.65,-7.35,28.12,24.92,-1.64,-19.43,-23.95,-23.6,-22.14,2.07,-11.05,-9.72,-10.98,-13.14,0.18,0.69,2.0,0.1,4.25,-5.98,-6.17,-5.95,-10.25,-0.73,1.78,0.59,3.37,2.7,-3.21,-3.85,1.85,1.25,3.65,3.61,7.39,9.64
Wartości niematerialne i prawne,,,,,-84.47,-92.92,1356.82,1072.44,24162.07,23656.19,1916.85,2135.92,3.4,11.45,10.95,16.14,10.6,4.97,5.12,1.64,0.97,-0.57,-0.9,-1.05,-0.44,0.49,1.35,1.02,0.06,-0.02,-2.6,-42.1,-41.98,-42.06,-41.09,-1.33,-1.24,-1.95,-1.9,-2.2,-2.12,-1.31,-1.29,-0.71,-0.74,-0.87,-0.9,-0.93,-0.73,-0.52,-0.29,-67.5,-67.53,-67.53,-67.54,0.87,0.94,0.9,0.96,-0.03,0.11,0.11,0.11,0.63,0.63,0.9,1.12,0.99,1.55,1.29,1.07,1.1,-0.15,-0.18,-0.16,-0.74,-0.07
Rzeczowe składniki majątku trwałego,,,,,10.97,42.48,23.59,22.55,47.21,35.16,52.77,64.89,72.48,71.3,53.67,64.72,40.06,41.83,40.97,33.35,32.17,24.59,13.37,8.44,2.63,1.01,4.77,1.65,2.79,0.13,-0.85,-32.22,-33.33,-36.39,-37.79,-18.7,-20.02,-31.64,-34.2,-80.63,-80.75,-27.41,-24.23,212.22,219.68,3.99,4.23,-7.56,-6.96,-2.3,17.15,19.34,21.27,17.33,-0.2,0.03,1.32,0.95,0.47,6.16,5.88,5.55,4.98,-0.62,-1.68,1.55,2.99,4.81,4.14,1.21,1.32,3.69,4.49,5.69,5.21,9.44,10.85
Należności długoterminowe,,,,,,,,14.61,,-34.89,-9.21,-15.06,-14.22,56.42,29.42,-8.03,23.74,-23.1,-23.01,123.26,-17.61,33.6,41.6,-24.68,63.53,-7.43,22.28,-30.21,-43.58,-46.47,-43.26,-3.21,84.87,94.36,39.41,65.47,52.99,58.92,38.99,12.27,-18.53,-99.24,-100.0,-98.95,-96.38,371.24,,440.1,121.36,259.98,187.77,207.94,254.61,63.27,13.15,-83.13,-89.75,-88.35,-77.02,-33.14,-36.12,-22.37,-39.15,7.85,20.18,0.46,1.6,-16.83,-56.51,2835.05,2721.34,4508.17,167.48,-96.01,-99.62,-99.72,-90.83
Inwestycje długoterminowe,,,,,110.97,-21.11,118.49,18.37,-31.4,17.02,-31.8,-21.67,37.58,-0.23,-4.77,0.68,-19.86,7.34,6.41,5.84,14.19,-8.84,41.46,-15.51,4.73,18.53,-20.11,30.78,1.17,3.69,1.64,290.3,228.06,255.31,225.72,-23.8,-6.18,-10.72,-7.91,-0.63,-2.75,-3.28,0.11,2.44,2.06,-1.4,-90.69,-91.59,-91.87,-92.06,-16.56,-47.12,-44.45,-41.32,24.47,113.12,108.93,99.4,-6.0,-14.44,-13.87,-10.13,-8.36,-8.06,-7.96,46.9,-81.6,45.49,-73.43,-18.39,537.94,81.52,890.96,100.38,103.57,-42.91,-68.33
Pozostałe aktywa trwałe,,,,,-98.27,-100.0,-100.0,,-100.0,,,25.3,,120.72,-9.1,275.58,141.95,204.82,208.67,25.21,5.8,15.57,7.16,-24.78,-21.17,-24.79,-23.07,110.79,47.16,170.89,323.43,41.14,102.78,27.11,0.16,-2.94,-2.52,-10.19,-13.48,14.62,24.86,57.36,41.71,33.92,21.13,-9.4,-4.63,-10.74,-9.07,-10.56,-14.48,13.5,14.35,17.03,28.84,-1.13,0.95,4.64,2.3,4.79,-23.3,-23.31,-21.5,-26.87,1.03,-1.43,3.26,-1.61,7.1,-28.38,-37.85,-32.48,-22.33,10.35,11.58,57.66,32.64
Aktywa obrotowe,,,,,3.52,15.68,18.99,54.27,77.28,58.74,62.75,49.36,38.27,37.99,24.26,10.92,14.15,23.15,13.36,5.52,-18.43,-10.31,2.37,4.21,21.06,19.57,23.96,20.73,21.15,0.97,-19.74,-13.6,-30.43,-30.42,-13.22,-13.33,7.89,25.22,-19.21,-10.84,-11.37,-31.18,5.75,-12.31,-13.74,3.14,4.34,3.12,23.28,6.86,-5.1,0.13,-23.1,-15.86,-26.1,-32.99,-33.34,-34.27,-18.17,-13.69,12.0,15.25,20.6,28.6,30.88,36.58,31.27,35.23,28.74,22.05,25.49,20.18,-7.07,-7.09,-20.81,-16.25,2.49
Zapasy,,,,,-12.28,-2.83,31.65,43.42,68.33,85.05,98.68,107.38,84.47,85.12,54.78,13.24,23.73,1.09,-2.86,-11.19,-19.0,-0.29,12.23,23.37,19.67,6.7,8.54,2.81,2.79,0.07,-8.63,-30.72,-31.74,-36.02,-36.98,-65.52,-70.97,-81.94,-79.98,-94.19,-92.52,-41.54,-36.86,587.95,479.81,31.54,64.63,53.69,88.64,73.58,66.64,48.41,43.16,68.01,18.95,1.65,-12.38,-21.23,-7.4,6.52,13.38,9.99,-9.6,-1.43,21.19,55.76,109.32,81.37,89.99,49.65,0.93,17.11,-8.17,-6.27,-14.36,-30.66,-21.12
Należności krótkoterminowe,,,,,20.98,30.92,13.85,53.68,60.25,47.54,51.16,46.61,44.71,36.39,27.04,1.73,8.15,25.16,16.49,0.45,-24.21,-10.54,-0.51,5.75,33.13,30.65,37.42,39.74,31.23,-4.03,-26.72,-39.76,-39.71,-38.82,-34.78,-7.93,1.45,-3.25,-18.04,-40.45,-50.81,-37.12,2.26,4.52,17.3,-1.44,-16.73,-26.57,-14.81,-8.02,-7.88,39.55,8.65,17.37,-12.5,-23.12,-33.64,-31.48,-8.64,-5.55,49.27,20.1,30.19,40.01,26.81,-13.94,-2.52,-27.02,-15.44,59.59,51.96,52.16,41.4,28.93,15.03,21.31,16.52
Inwestycje krótkoterminowe,,,,,-11.41,32.56,34.01,76.18,206.75,83.97,75.57,6.9,-21.11,5.36,-7.59,73.44,49.03,57.25,28.25,49.65,16.66,-22.09,6.57,-15.02,-22.97,-27.33,-37.82,-28.84,-52.34,60.66,48.02,30.18,127.44,22.19,173.1,99.07,152.34,58.88,-8.07,-3.8,15.21,27.84,-1.87,-8.25,-22.98,-2.34,52.35,48.18,96.66,39.76,0.94,-14.02,-38.66,-39.02,-48.95,-47.63,-41.29,-46.53,-27.06,-31.75,-25.96,14.27,19.19,29.7,54.45,124.34,74.56,138.6,90.23,-7.47,8.0,7.53,-42.0,-45.01,-69.92,-48.02,-24.19
Środki pieniężne i inne aktywa pieniężne,,,,,-14.78,16.43,21.16,75.89,105.29,36.65,44.14,-3.51,6.35,26.14,3.79,106.36,72.97,92.96,50.31,48.14,7.37,-21.03,1.34,-14.53,-18.63,-27.14,-33.51,-27.02,-50.27,5.86,-20.5,-4.36,35.45,35.4,330.97,130.26,317.44,119.82,7.0,12.69,15.83,31.63,-0.09,-7.52,-22.49,-2.83,13.76,13.52,56.52,-0.03,1.07,-18.52,-22.75,-14.39,-31.66,-27.86,-41.34,-46.62,-27.1,-31.78,-26.02,11.59,16.72,29.03,53.92,129.49,77.89,140.25,91.29,-7.19,8.43,7.58,-41.99,-45.01,-69.95,-48.08,-24.3
Pozostałe aktywa obrotowe,,,,,-81.33,-84.16,68.16,60.56,268.88,231.23,207.04,4.36,-32.78,-59.95,-66.43,13.86,-31.39,42.73,-11.98,-10.75,-15.7,-31.33,-15.02,1.41,10.8,20.66,92.83,75.2,565.45,-0.58,-46.1,-18.96,-87.32,0.9,0.37,-9.14,29.41,-73.0,-44.48,-70.05,-81.28,0.88,624.69,1146.34,1290.2,1010.82,-92.83,-92.67,-88.35,-89.56,17.14,11.22,13.9,-6.32,1290.49,-27.44,-2.87,4.75,-92.94,55.18,20.56,14.71,21.5,8.54,-4.45,67.95,47.63,64.82,49.2,-6.11,19.94,9.52,-0.45,14.79,17.52,31.63,99.66
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,-100.0,,-100.0,-100.0,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,128871.31,26804.08,11600.69,6708.65,-78.95,-23.16,1617.04,467.24,362.28,584.05,-72.47,55.02,-60.54,-57.36,11.88,-30.82,-30.39,-31.0,-45.05,-71.83,-75.37,-77.03,-71.43,-10.13,18.82,61.73,74.21,48.81,16.47,-15.09,-18.18,-15.38,-36.27,-35.83,-3.91,11.06,37.0,36.33,-4.44,-6.14,-98.63,-98.63,-98.83,-98.83,7834.79,7447.12
Aktywa razem,,,,,5.5,18.77,29.31,47.53,106.65,85.18,82.82,71.55,36.65,37.25,25.54,21.31,18.61,24.07,18.02,12.12,-4.14,-0.83,5.61,3.05,11.64,10.88,14.41,14.2,12.8,2.65,-9.45,-14.07,-24.33,-25.25,-16.85,-13.08,0.15,6.56,-18.42,-19.58,-19.74,-22.79,0.08,1.34,-0.39,1.1,-5.18,-8.44,2.99,-5.17,-2.66,-3.83,-18.8,-14.19,-21.47,-22.11,-21.19,-21.45,-10.96,-6.12,3.8,5.42,8.81,10.4,17.82,22.36,19.5,23.1,19.67,13.46,16.01,14.32,-4.59,-3.98,-14.27,-9.52,4.75
Kapitał własny akcjonariuszy jednostki dominującej,,,,,31.76,18.81,23.77,21.05,166.86,185.76,176.23,174.18,19.72,9.44,12.13,4.11,3.73,12.87,10.64,20.67,18.77,11.2,7.99,18.55,16.92,14.21,15.71,-10.3,5.79,-21.48,-44.38,-63.28,-67.28,-61.92,-52.63,-23.9,-37.1,-38.49,58.04,18.82,37.81,77.6,-16.48,25.48,29.21,3.21,-2.81,-10.96,40.97,66.91,68.54,37.75,-17.09,-21.19,-22.07,1.97,-0.27,3.51,4.49,8.09,12.14,13.31,11.99,7.6,7.13,11.31,13.62,14.4,16.19,18.29,17.71,15.13,15.28,7.99,7.27,-10.03,-13.15
Kapitał (fundusz) podstawowy,,,,,-17.8,-1.17,0.0,0.0,21.81,21.81,21.81,21.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.18,12.18,12.23,12.23,0.04,0.04,0.0,0.0,0.0,155.97,155.97,155.97,181.56,10.0,10.0,10.0,195.15,195.15,195.15,195.15,0.0,0.0,0.0,0.0,0.0,173.17,173.17,173.17,173.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.85,1.06,1.37,1.05,1.05,1.05,1.04,1.04
Udziały (akcje) własne,,,,,89.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,-13.4,8.71,25.27,15.11,253.13,253.3,253.63,253.63,14.62,7.06,7.06,7.06,7.06,10.58,10.58,10.58,10.58,10.04,10.04,35.06,35.15,31.41,31.41,7.06,6.99,4.83,4.83,4.83,38.06,31.69,31.69,32.86,0.89,0.89,0.89,6.27,6.27,-82.98,-82.98,-83.99,-83.99,0.96,0.96,0.96,0.96,-7.94,-7.94,-7.94,-7.94,-44.67,-44.67,-44.67,-44.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.95,33.95,34.06,34.13,42.29,42.34,42.25,42.23,6.23,6.22,6.22,6.22
Udziały niekontrolujące,,,,,5.79,87.43,48.5,30.84,147.42,0.82,-0.48,9.22,-23.85,42.56,20.67,11.99,-0.81,0.0,21.28,22.54,19.55,13.26,10.02,-93.12,-92.9,-93.07,-92.97,25.42,24.64,30.53,-39.62,-66.14,-106.17,-105.56,-110.32,-100.0,100.0,100.0,100.0,,,,,,,,,103.03,,32.88,1933.33,1810.0,185.81,147.94,25.41,-7.33,-16.31,-26.4,-22.88,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,
Zobowiązania długoterminowe,,,,,94.02,90.23,68.93,107.05,289.46,123.62,81.48,58.67,98.72,105.3,34.69,36.02,-15.53,-9.11,3.01,29.25,63.2,70.14,37.88,-7.44,-8.91,-15.79,-7.07,-49.57,-45.32,-71.45,-68.92,208.0,217.41,99.28,437.45,-73.74,-48.85,-2.57,-41.22,182.84,34.01,87.45,4.52,-17.49,-21.52,-14.54,-11.09,-15.84,-15.82,-0.83,6.66,18.67,19.57,-0.46,-25.26,-40.71,-37.92,-41.18,-40.62,-38.08,-38.22,-28.69,-27.44,-17.73,-19.11,-22.32,-3.68,24.88,22.85,17.57,17.58,0.19,-1.61,-0.24,-7.56,-20.19,-21.25
Z tytułu dostaw i usług,,,,,,,,48.94,19.01,-73.02,28.26,15.04,11.82,531.69,18.69,37.75,59.78,52.47,34.08,13.52,-32.25,-14.64,1.95,-3.66,20.48,19.84,32.29,52.75,21.95,9.56,-9.21,-21.48,-10.32,-23.77,-2.71,4.36,18.23,18.26,-53.57,-65.01,-66.79,-56.34,4.79,16.3,40.17,6.4,2.28,-4.92,-9.0,-19.73,-22.9,19.06,-2.97,6.19,-7.2,-46.25,-43.71,-35.38,-21.71,-12.28,16.52,-23.71,-34.51,3.62,4.32,57.2,89.58,49.79,88.66,88.27,77.66,51.99,-5.84,-14.39,-32.89,-24.09,-11.95
Kredyty i pożyczki,,,,,,,,-32.52,,55.6,142.48,290.88,140.39,93.84,91.79,44.11,45.84,38.2,15.62,-58.53,-30.45,-55.3,1.79,141.59,87.84,182.82,49.3,26.99,32.83,78.5,44.62,-49.12,-75.65,-11.93,-86.75,319.7,359.0,-9.89,-80.01,-99.94,-99.63,-77.61,571.78,36044.58,5223.93,-8.14,-10.8,-13.62,-13.74,-85.34,-82.11,-81.18,-79.66,25.73,-10.65,284.91,261.26,262.66,377.76,-18.68,-6.57,70.77,58.7,-82.33,-27.43,-59.65,-63.3,121.63,-58.08,-55.4,-43.38,12.3,20.99,10.17,-4.41,11.33,42.25
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,4.29,9.53,8.38,14.05,4.82,8.95,390.58,363.82,384.48,-2.05,-77.26,-78.16,-77.34,-1.17,-0.58,-0.96,1.5,751.09,902.13,928.51,852.47,-100.0,-100.0,-100.0,-98.67,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,575.45,576.45,578.5,53.67,-23.4,-82.19,-80.76,-89.27,-84.95,-35.33,-40.35,-33.32,38.56,217.06,0.0,148.02,281.91,75.59
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
