,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
Koszty finansowe,11684.0,-220.0,15130.0,1882.0,7259.0,5013.0,4835.0,4452.0,4132.0,3978.0,3872.0,2614.0,2566.0,2838.0,2285.0,2857.0,4973.0,2652.0,2152.0,3036.0,5962.0,4192.0,3785.0,-2122.0,2859.0,4634.0,5606.0,1606.0,3254.0,4761.0,5734.0,6357.0,5727.0,7329.0,8128.0,7637.0,7337.0,7674.0,5782.0,7249.0,6062.0,7144.0,5100.0,4180.0,3856.0,5404.0,6973.0,5847.0,8299.0,8261.0,8513.0,5458.0,8152.0
Pozostałe przychody (koszty),249.0,-126.0,122.0,210.0,247.0,0.0,63.0,-5.0,145.0,-68.0,24.0,77.0,394.0,102.0,376.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1024.0,-502.0,-858.0,-586.0,-254.0,-1427.0,-6620.0,-3026.0,-281.0,-950.0,-4237.0,-10.0,72.0,548.0,741.0,1882.0,3453.0,1187.0,-88.0,585.0,3560.0,1345.0,-1927.0,-252.0,1260.0,315.0,-13.0,1447.0
Zysk z działalności gospodarczej,7290.0,7391.0,-3955.0,35828.0,12118.0,222337.0,8420.0,23572.0,24683.0,17924.0,5457.0,17759.0,15856.0,14475.0,17212.0,28217.0,7134.0,15933.0,26735.0,41475.0,32349.0,36976.0,32312.0,120842.0,37280.0,43552.0,27834.0,75388.0,66864.0,45281.0,55755.0,66217.0,51757.0,13470.0,49210.0,21878.0,21321.0,16288.0,38655.0,76717.0,89069.0,103665.0,91134.0,182953.0,153128.0,136018.0,179083.0,345487.0,173823.0,16895.0,34701.0,88234.0,20195.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,7290.0,7391.0,-3955.0,35828.0,12118.0,222337.0,8420.0,23572.0,24683.0,17924.0,5457.0,17759.0,15856.0,14475.0,17212.0,28217.0,7134.0,15933.0,26735.0,41475.0,32349.0,36976.0,32312.0,120842.0,37280.0,43552.0,27834.0,75388.0,66864.0,45281.0,55755.0,66217.0,51757.0,13470.0,49210.0,21878.0,21321.0,16288.0,38655.0,76717.0,89069.0,103665.0,91134.0,182953.0,153128.0,136018.0,179083.0,345487.0,173823.0,16895.0,34701.0,88234.0,20195.0
Zysk (strata) netto z działalności zaniechanej,0.0,2033.0,7905.0,1102.0,1317.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,6681.0,9276.0,2751.0,33511.0,12981.0,221698.0,7881.0,23806.0,22303.0,15998.0,4962.0,15021.0,14421.0,13559.0,15307.0,27924.0,4951.0,14231.0,25921.0,39657.0,29714.0,35615.0,30495.0,106902.0,33699.0,41514.0,25632.0,81517.0,63926.0,44189.0,53157.0,65516.0,37746.0,4056.0,37564.0,13927.0,16045.0,14137.0,29230.0,57993.0,69534.0,90145.0,76667.0,180976.0,123884.0,117422.0,146506.0,287273.0,140542.0,15131.0,29813.0,82393.0,16361.0
Zysk netto akcjonariuszy jednostki dominującej,6681.0,9276.0,2750.0,33511.0,12979.0,221699.0,7878.0,23805.0,22302.0,15998.0,4959.0,15021.0,14419.0,13558.0,15306.0,27923.0,4949.0,14227.0,25919.0,39657.0,29712.0,35613.0,30491.0,106899.0,33696.0,41512.0,25626.0,81512.0,63920.0,44184.0,53154.0,65513.0,37735.0,4049.0,37557.0,13924.0,16039.0,14132.0,29224.0,57995.0,69530.0,90142.0,76662.0,180970.0,123878.0,117415.0,146498.0,287265.0,140538.0,15119.0,29803.0,82380.0,16354.0
Aktywa trwałe,858785.0,866238.0,873112.0,886710.0,890906.0,699288.0,703236.0,731625.0,735599.0,741960.0,748982.0,778009.0,784855.0,830889.0,861778.0,917445.0,937050.0,963418.0,983083.0,1000791.0,1008446.0,1024712.0,1052410.0,1085328.0,1108064.0,1127507.0,1159228.0,1226947.0,1244937.0,1300985.0,1340542.0,1411877.0,1476235.0,1504085.0,1537121.0,1582054.0,1595581.0,1577841.0,1576001.0,1584053.0,1587942.0,1529848.0,1546757.0,1561507.0,1588633.0,1586253.0,1650031.0,1690364.0,1718030.0,1685633.0,1710321.0,1727731.0,1723484.0
Wartości niematerialne i prawne,10277.0,10077.0,9886.0,13417.0,13375.0,9058.0,9029.0,22626.0,22057.0,22009.0,21899.0,22893.0,20975.0,21142.0,21052.0,25495.0,21795.0,21647.0,23618.0,25947.0,23475.0,23410.0,23547.0,25249.0,25312.0,30998.0,32825.0,34933.0,37351.0,39811.0,45783.0,51426.0,73976.0,74918.0,78709.0,84138.0,81692.0,52152.0,51317.0,64506.0,80615.0,55917.0,77444.0,99162.0,117845.0,84655.0,103016.0,121052.0,148787.0,95690.0,105341.0,112933.0,122973.0
Rzeczowe składniki majątku trwałego,840882.0,848415.0,855302.0,865110.0,868675.0,681859.0,685774.0,699993.0,704423.0,710863.0,717726.0,745883.0,753983.0,799810.0,829755.0,880791.0,903841.0,929554.0,946851.0,962587.0,972187.0,986897.0,1013217.0,1044875.0,1062043.0,1074979.0,1105447.0,1177186.0,1193395.0,1238707.0,1273607.0,1345778.0,1286088.0,1315395.0,1340917.0,1488191.0,1501898.0,1515448.0,1511621.0,1505901.0,1491690.0,1454869.0,1449135.0,1439722.0,1447652.0,1464021.0,1502642.0,1518294.0,1518455.0,1539597.0,1540872.0,1549289.0,1533790.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,7626.0,7746.0,7924.0,8183.0,8430.0,8371.0,8433.0,8491.0,8636.0,8571.0,8601.0,8678.0,9229.0,9330.0,9704.0,8649.0,8544.0,9100.0,9201.0,9835.0,10834.0,11938.0,13140.0,13141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,0.0,0.0,0.0,0.0,426.0,0.0,0.0,515.0,483.0,517.0,756.0,555.0,668.0,607.0,1267.0,2510.0,2870.0,3117.0,3413.0,2422.0,1950.0,2467.0,2506.0,2063.0,20709.0,21530.0,20956.0,14828.0,14191.0,22467.0,21152.0,14673.0,116171.0,113772.0,117495.0,9725.0,11991.0,10241.0,13063.0,13646.0,15637.0,19062.0,20178.0,22623.0,23136.0,37577.0,44373.0,51018.0,50788.0,50346.0,64108.0,65509.0,66721.0
Aktywa obrotowe,265570.0,246216.0,257132.0,293601.0,307796.0,249817.0,234282.0,251115.0,228101.0,274337.0,253027.0,261795.0,244786.0,301937.0,262101.0,322663.0,272377.0,250361.0,252504.0,268004.0,285165.0,233740.0,248097.0,356557.0,328500.0,272432.0,303602.0,349723.0,392814.0,383400.0,379348.0,374780.0,402608.0,424529.0,377450.0,381303.0,475372.0,379524.0,348333.0,476732.0,563828.0,555703.0,633224.0,797595.0,934110.0,773409.0,873523.0,1202009.0,1338618.0,766548.0,749397.0,797167.0,808266.0
Zapasy,76268.0,80487.0,73767.0,86044.0,73341.0,62300.0,61060.0,77556.0,80328.0,71314.0,73125.0,76650.0,72319.0,71189.0,56979.0,83720.0,63849.0,66284.0,69603.0,70955.0,59487.0,64395.0,56083.0,65204.0,63689.0,70687.0,74801.0,97179.0,103040.0,102353.0,103394.0,104010.0,99667.0,106624.0,104472.0,118085.0,103403.0,84634.0,83474.0,93129.0,88918.0,124496.0,123271.0,159723.0,184191.0,201192.0,192724.0,222516.0,204164.0,189876.0,168230.0,167218.0,153836.0
Należności krótkoterminowe,125800.0,126800.0,136239.0,138757.0,145490.0,115562.0,97103.0,106173.0,99195.0,136170.0,147425.0,129205.0,122695.0,178164.0,131360.0,110585.0,106791.0,115037.0,132720.0,107294.0,131735.0,122503.0,140233.0,128732.0,142683.0,138402.0,154924.0,156887.0,193993.0,193820.0,202251.0,182493.0,216786.0,205450.0,198968.0,167876.0,181679.0,142167.0,155547.0,152810.0,225249.0,250863.0,239724.0,256885.0,324547.0,330412.0,386741.0,408438.0,371144.0,240296.0,293970.0,276979.0,302316.0
Inwestycje krótkoterminowe,51829.0,26832.0,40196.0,65930.0,74754.0,26520.0,69602.0,64254.0,36521.0,52184.0,23917.0,51709.0,35982.0,37263.0,64243.0,123508.0,87963.0,58446.0,41053.0,84532.0,78227.0,36927.0,40588.0,101391.0,77957.0,31722.0,23561.0,64444.0,31493.0,44925.0,39033.0,57295.0,47710.0,65418.0,37016.0,65716.0,135049.0,91645.0,34201.0,176625.0,159744.0,98535.0,181145.0,322208.0,264271.0,127403.0,219040.0,528448.0,628209.0,244471.0,217001.0,290044.0,282156.0
Środki pieniężne i inne aktywa pieniężne,24724.0,24785.0,38357.0,64083.0,68603.0,20000.0,40353.0,57713.0,29895.0,49052.0,20828.0,50463.0,35009.0,35764.0,41862.0,121964.0,54985.0,32073.0,39663.0,83134.0,73032.0,34451.0,36633.0,101391.0,77957.0,31722.0,23561.0,64444.0,31493.0,44925.0,39033.0,57295.0,47710.0,65418.0,37016.0,65716.0,135049.0,91645.0,34201.0,176625.0,159744.0,98535.0,181145.0,322208.0,264271.0,127403.0,219040.0,528448.0,628209.0,244471.0,217001.0,290044.0,282156.0
Pozostałe aktywa obrotowe,11673.0,12047.0,6930.0,2870.0,14211.0,11761.0,6517.0,3132.0,12057.0,14669.0,8560.0,4231.0,13790.0,15321.0,9519.0,4850.0,13774.0,10594.0,9128.0,4382.0,14873.0,9065.0,10343.0,61230.0,44171.0,31621.0,50316.0,31213.0,64288.0,42302.0,34670.0,30982.0,38445.0,47037.0,36994.0,29626.0,55241.0,61078.0,75111.0,54168.0,89917.0,81809.0,89084.0,58779.0,161101.0,114402.0,75018.0,42607.0,135101.0,91905.0,70196.0,62926.0,69958.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,50.0,0.0,0.0,0.0,33674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,843.0,850.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,1124355.0,1112454.0,1130244.0,1180311.0,1198702.0,949105.0,937518.0,982740.0,963700.0,1016297.0,1002009.0,1039804.0,1029641.0,1132826.0,1123879.0,1240108.0,1209427.0,1213779.0,1235587.0,1268795.0,1293611.0,1258452.0,1300507.0,1441885.0,1436564.0,1399939.0,1462830.0,1576670.0,1637751.0,1684385.0,1719890.0,1786657.0,1878843.0,1928614.0,1914571.0,1963357.0,2070953.0,1957365.0,1924334.0,2060785.0,2151770.0,2085551.0,2179981.0,2359102.0,2522743.0,2359662.0,2523554.0,2892373.0,3056648.0,2452181.0,2459718.0,2524898.0,2531750.0
Kapitał własny akcjonariuszy jednostki dominującej,298676.0,283380.0,268903.0,303583.0,331643.0,493452.0,501502.0,523279.0,496448.0,512446.0,517406.0,532389.0,478144.0,543403.0,558709.0,586431.0,591527.0,536313.0,562218.0,601819.0,631537.0,578114.0,608687.0,715347.0,749174.0,639761.0,665315.0,746618.0,810064.0,689345.0,742554.0,807957.0,845935.0,685222.0,722983.0,736684.0,752834.0,699366.0,728403.0,786689.0,856379.0,873370.0,949679.0,1130359.0,1254474.0,1109205.0,1256340.0,1543067.0,1683589.0,1268754.0,1299061.0,1381338.0,1397292.0
Kapitał (fundusz) podstawowy,18265.0,18265.0,18265.0,18265.0,18265.0,18265.0,18265.0,18265.0,18265.0,18265.0,18265.0,18265.0,18265.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0,19853.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50113.0,50113.0,50113.0,50113.0,50113.0,50113.0,50113.0,50113.0,50113.0,50113.0,50113.0,50113.0,50113.0
Udziały niekontrolujące,29.0,29.0,30.0,30.0,31.0,31.0,33.0,35.0,36.0,34.0,36.0,37.0,39.0,33.0,35.0,36.0,38.0,35.0,37.0,39.0,41.0,35.0,38.0,41.0,45.0,37.0,43.0,47.0,53.0,43.0,46.0,48.0,59.0,50.0,57.0,60.0,66.0,53.0,59.0,58.0,62.0,49.0,54.0,60.0,66.0,56.0,63.0,71.0,75.0,58.0,68.0,82.0,89.0
Zobowiązania długoterminowe,548885.0,557351.0,477143.0,595774.0,580022.0,203384.0,179459.0,225494.0,226234.0,281337.0,282019.0,302032.0,310050.0,294717.0,324947.0,386357.0,385805.0,423464.0,422908.0,381336.0,387444.0,387295.0,397772.0,404734.0,396284.0,457982.0,475455.0,467711.0,537599.0,549095.0,557468.0,542236.0,656438.0,776525.0,817880.0,850654.0,919889.0,851724.0,821796.0,856185.0,843866.0,760744.0,751466.0,714894.0,718017.0,706169.0,669916.0,613051.0,589231.0,607588.0,594034.0,641274.0,657613.0
Z tytułu dostaw i usług,158822.0,172545.0,176386.0,159500.0,154305.0,133419.0,143619.0,150398.0,144368.0,161255.0,141681.0,141818.0,179866.0,196120.0,133987.0,169271.0,132923.0,144380.0,130336.0,158279.0,129796.0,132564.0,160066.0,143134.0,125746.0,140991.0,149094.0,173426.0,143033.0,151770.0,141413.0,160150.0,154509.0,156130.0,163292.0,177499.0,189731.0,161526.0,173720.0,195554.0,175836.0,185858.0,173832.0,211645.0,190955.0,213900.0,193838.0,236202.0,219804.0,205911.0,198420.0,191255.0,170107.0
Kredyty i pożyczki,77209.0,64075.0,167787.0,71228.0,65178.0,51.0,45945.0,41320.0,43961.0,24603.0,24502.0,22914.0,21770.0,21396.0,23757.0,28259.0,34164.0,39621.0,44006.0,53629.0,61607.0,74040.0,49659.0,52321.0,46787.0,79945.0,79695.0,79106.0,51677.0,176738.0,152205.0,128237.0,60609.0,151483.0,52762.0,65004.0,54632.0,116918.0,68717.0,98108.0,88727.0,97355.0,91529.0,84378.0,77350.0,122815.0,80530.0,78603.0,86090.0,76497.0,84767.0,79857.0,79455.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28106.0,26111.0,27951.0,28102.0,28189.0,25799.0,1233.0,1447.0,1775.0,1751.0,23959.0,23979.0,48992.0,48936.0,46903.0,46920.0,21754.0,21759.0,26820.0,26856.0,1557.0,1511.0,1171.0,1182.0,1190.0,1155.0,1171.0,26127.0,81009.0,106028.0,106046.0,80953.0,26161.0,1290.0
Zobowiązania z tytułu leasingu finansowego,2488.0,7887.0,13530.0,26363.0,34599.0,41794.0,40771.0,24542.0,15806.0,1649.0,1661.0,3092.0,1136.0,46397.0,48598.0,25444.0,22724.0,27703.0,27720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inne zobowiązania długoterminowe,58644.0,59218.0,60105.0,58035.0,64571.0,62954.0,63363.0,64966.0,67473.0,68582.0,68156.0,67951.0,69994.0,72351.0,73125.0,77371.0,80763.0,83625.0,83684.0,77012.0,76942.0,76286.0,69535.0,70006.0,70910.0,71839.0,72099.0,66212.0,67063.0,69235.0,73319.0,77550.0,79186.0,88195.0,96394.0,123132.0,122308.0,124558.0,131424.0,144517.0,145969.0,143904.0,145502.0,125783.0,121006.0,122692.0,114888.0,129719.0,126638.0,130752.0,131117.0,148489.0,148813.0
Zobowiązania krótkoterminowe,276765.0,271694.0,384168.0,280924.0,287006.0,252238.0,256524.0,233932.0,240982.0,222480.0,202548.0,205346.0,241408.0,294673.0,240188.0,267284.0,232057.0,253967.0,250424.0,285601.0,274589.0,293008.0,294010.0,321763.0,291061.0,302159.0,322017.0,362294.0,290035.0,445902.0,419822.0,436416.0,376411.0,466817.0,373651.0,375959.0,398164.0,406222.0,374076.0,417853.0,451463.0,451388.0,478782.0,513789.0,550186.0,544232.0,597235.0,736184.0,783753.0,575781.0,566555.0,502204.0,476756.0
Inne zobowiązania krótkoterminowe,38246.0,27187.0,26465.0,23833.0,32924.0,76974.0,26189.0,17672.0,36847.0,34973.0,34704.0,37522.0,38636.0,30760.0,33846.0,44310.0,42246.0,42263.0,48362.0,45587.0,57075.0,58453.0,56183.0,98119.0,92729.0,79990.0,91781.0,107987.0,93574.0,93435.0,102225.0,99037.0,112357.0,112301.0,110677.0,111702.0,132042.0,100958.0,104783.0,122634.0,185389.0,167004.0,212239.0,216576.0,280726.0,206346.0,296740.0,340370.0,371831.0,187327.0,202415.0,204931.0,225904.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,1124355.0,1112454.0,1130244.0,1180311.0,1198702.0,949105.0,937518.0,982740.0,963700.0,1016297.0,1002009.0,1039804.0,1029641.0,1132826.0,1123879.0,1240108.0,1209427.0,1213779.0,1235587.0,1268795.0,1293611.0,1258452.0,1300507.0,1441885.0,1436564.0,1399939.0,1462830.0,1576670.0,1637751.0,1684385.0,1719890.0,1786657.0,1878843.0,1928614.0,1914571.0,1963357.0,2070953.0,1957365.0,1924334.0,2060785.0,2151770.0,2085551.0,2179981.0,2359102.0,2522743.0,2359662.0,2523554.0,2892373.0,3056648.0,2452181.0,2459718.0,2524898.0,2531750.0
Przepływy pieniężne z działalności operacyjnej,37489.0,-8112.0,49736.0,26291.0,31945.0,23351.0,62188.0,-5808.0,46227.0,29889.0,837.0,37691.0,43315.0,24785.0,22214.0,74238.0,-2421.0,36064.0,15002.0,100533.0,9846.0,62037.0,47607.0,143386.0,6115.0,66541.0,48109.0,83336.0,-16840.0,105805.0,81626.0,116283.0,52047.0,45455.0,102678.0,109884.0,97414.0,46624.0,86433.0,135103.0,73498.0,94459.0,164912.0,197068.0,96336.0,116569.0,211025.0,368395.0,244655.0,58484.0,64196.0,144769.0,42128.0
Amortyzacja,12450.0,13022.0,13491.0,13550.0,13961.0,12835.0,12386.0,10024.0,13111.0,12514.0,12935.0,3996.0,10670.0,10964.0,11135.0,11410.0,11983.0,12103.0,12605.0,15077.0,14519.0,14605.0,14718.0,14555.0,14187.0,15874.0,17206.0,18152.0,17029.0,17290.0,20447.0,22444.0,24304.0,24219.0,24700.0,27257.0,41787.0,34395.0,33335.0,37064.0,41791.0,46609.0,45958.0,34240.0,47461.0,43386.0,45891.0,48368.0,48833.0,53542.0,36143.0,36564.0,51039.0
Przepływy pieniężne z działalności inwestycyjnej,-45296.0,9195.0,-1644.0,-19409.0,-24133.0,-31814.0,-28469.0,6185.0,-15969.0,-24079.0,-27932.0,-15138.0,-27805.0,-34470.0,-73101.0,-14804.0,-60352.0,-30167.0,-5189.0,-35069.0,-27903.0,-22081.0,-34475.0,-82684.0,-12878.0,-24098.0,-67310.0,-37697.0,-52879.0,-73750.0,-61810.0,-62595.0,-66134.0,-57008.0,-53548.0,-61215.0,-82555.0,-3113.0,-49688.0,-15537.0,-64834.0,-1822.0,-59385.0,-22357.0,-129418.0,-10632.0,-55065.0,-29006.0,-140632.0,-7178.0,-56737.0,-45545.0,-27946.0
