,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Koszty finansowe,,,,,181.19,-74.58,214.71,215.93,-7.04,1326.67,621.5,-23.39,409.09,43.46,13.34,-16.82,-74.93,175.9,-16.69,258.02,410.39,20.31,150.21,-12.03,-56.92,-80.81,-65.02,2940.2,-38.73,-86.45,-58.46,-85.13,-30.4,283.02,-106.42,166.07,20.57,25.62,2435.29,-102.67,-75.07,-57.65,-64.48,199.13,88.42,5446.3,1421.28,-272.15,2837.43,-119.52,-74.64,362.55,-94.98,108.81,-55.7,-34.16,388.26,2416.5,254.36,-91.75,-70.6,-79.13,1.76,-9.82
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,9021.88,-171.83,-291.71,,-92.6,454.03,64.94,-88.88,92.13,-126.27,125.31,-24.68,50.72,368.99,-97.5,-100.0,-100.0,-100.0,-100.0,,,,,,,,160.33,-107.14,90.26,-232.79,-86.3,106.9,326.67,62.56,-530.0
Zysk z działalności gospodarczej,,,,,511.36,73.21,4.03,207.47,76.7,77.5,123.32,3.18,115.01,20.59,93.84,316.3,47.33,-10.47,44.93,13.62,-7.64,74.97,-57.95,89.77,-17.95,-353.85,-96.18,-1241.23,37.57,62.16,-3073.74,63.16,84.05,93.84,79.04,-23.21,-108.9,78.76,-134.52,101.42,91.18,220.83,-3.11,-6502.74,4298.53,-6429.31,-80.36,-60.99,-361.86,120.98,27.8,88.59,112.92,150.26,-35.15,134.7,-334.58,-187.86,54.04,-172.21,194.0,-7.68,-179.54,10.59
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,511.36,73.21,4.03,207.47,76.7,77.5,123.32,3.18,115.01,20.59,93.84,316.3,47.33,-10.47,44.93,13.62,-7.64,74.97,-57.95,89.77,-17.95,-353.85,-96.18,-1241.23,37.57,62.16,-3073.74,63.16,84.05,93.84,79.04,-23.21,-108.9,78.76,-134.52,101.42,91.18,220.83,-3.11,-6502.74,4298.53,-6429.31,-80.36,-60.99,-361.86,120.98,27.8,88.59,112.92,150.26,-35.15,134.7,-334.58,-187.86,54.04,-172.21,194.0,-7.68,-179.54,10.59
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,1073.02,50.38,18.77,948.94,81.46,125.63,162.34,13.59,133.86,16.4,132.3,460.71,89.6,-14.85,1.08,-37.01,-23.49,73.78,-56.1,25.83,-28.23,-463.14,-62.06,-2369.18,55.44,67.98,-401.79,62.78,70.56,82.66,69.35,-19.36,-109.88,48.01,-68.64,101.77,88.77,103.07,12.04,-5425.28,3060.42,-37840.0,-109.99,-58.15,-362.84,118.84,28.73,88.97,112.49,155.27,-36.41,138.54,-349.95,-294.55,117.13,-202.84,160.98,49.33,-867.69,58.06
Zysk netto akcjonariuszy jednostki dominującej,,,,,1073.02,50.38,18.77,948.94,81.46,125.63,162.34,13.59,133.86,16.4,132.3,407.68,69.2,15.61,1.08,-31.23,-14.27,-36.31,-109.93,16.98,-52.39,-737.04,193.1,-1641.93,134.3,63.32,-643.92,89.35,-72.22,91.73,52.95,-186.34,-158.44,-105.02,26.15,103.81,85.8,84.99,-29.98,-5827.07,2149.57,-3294.57,-92.34,-58.96,-405.59,122.22,22.37,89.01,112.45,156.63,-35.82,138.08,-354.06,-297.02,119.12,-204.87,161.42,49.19,-793.21,59.52
Aktywa trwałe,,,,,18.62,12.2,5.16,18.47,93.22,120.12,146.51,145.7,61.42,100.14,269.37,215.69,212.42,134.43,17.47,19.58,284.81,276.14,268.79,248.18,-39.72,-40.99,-40.41,-53.85,-55.36,-54.98,-54.95,5.62,90.0,91.5,82.31,-6.25,-7.63,-9.08,-10.0,-1.34,-0.56,2.42,3.76,-47.55,-49.13,-50.16,-49.39,-57.11,-56.67,-57.3,-57.29,-4.83,2.41,3.19,11.47,21.54,17.8,28.88,20.12,18.83,18.06,8.4,8.11,8.62
Wartości niematerialne i prawne,,,,,-28.54,-6.67,-3.0,-7.88,1356.66,785.71,818.05,824.51,0.38,108.46,571.54,571.34,571.73,222.63,-1.53,4.7,405.67,397.76,422.94,357.64,-82.79,-82.54,-83.32,-95.63,-91.87,-92.04,-92.13,-91.66,-75.42,-73.43,-70.04,9281.03,9500.0,9368.26,8526.95,1.14,0.59,-1.19,0.26,-19.07,-18.47,-17.0,-15.81,-74.7,-74.99,-75.6,-75.54,10.01,12.61,12.54,10.9,12.55,13.75,27.54,31.09,29.66,26.71,0.46,6.31,5.06
Rzeczowe składniki majątku trwałego,,,,,11.33,10.45,6.56,13.37,19.12,30.12,38.91,32.45,33.88,81.08,139.57,79.01,70.87,26.21,-5.49,5.55,280.68,300.62,255.98,301.73,-60.2,-63.03,-58.02,-55.56,-22.68,-28.14,-40.2,-37.07,2.65,32.44,34.27,20.65,17.92,-9.21,-6.89,-6.94,-8.95,-5.12,-5.94,-18.03,-26.63,-29.78,-31.14,-17.02,-7.19,-3.88,0.31,-15.88,-5.55,-4.1,11.44,30.78,22.8,27.62,9.3,10.5,11.21,9.2,14.8,14.19
Należności długoterminowe,,,,,,2550.0,,324.46,900.0,868.68,,774.92,420.09,59.33,112.69,120.77,138.86,311.47,175.42,91.38,90.71,67.81,68.24,74.36,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,112.05,-0.56,-0.56,39.53,37.5,34.08,2.25,-26.25,-20.66,-22.08,26.37,32.77,-28.65,-28.88,-40.43,-79.15,-63.5,-60.9,-59.12,6.12,4.0,-3.85,-5.36,0.0
Inwestycje długoterminowe,,,,,100.0,,,,,,,,,,,67.75,67.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3818.88,6667.1,7063.18,5573.93,-21.11,-52.55,-50.69,-22.84,41.3,24.3,15.17,-34.99,-35.95,-30.2,-35.34,0.9,4.72,13.29,19.49,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,
Pozostałe aktywa trwałe,,,,,343.59,-8.54,-50.0,155.95,-35.84,214.67,1716.67,320.93,411.71,352.12,251.11,346.08,357.31,368.98,100.86,31.43,29.43,58.21,54.88,21.58,655.46,-69.76,-86.03,-81.79,-95.96,-10.28,89.95,4334.55,2526.98,2613.97,2551.79,-94.23,-94.9,-95.58,-93.55,-42.69,-38.39,-29.86,-54.39,-34.86,-28.54,-36.43,-31.92,-24.67,-36.63,-29.79,-37.53,-8.63,16.02,11.91,38.96,39.84,5.72,86.47,69.51,9.25,11.25,87.51,-51.47,-29.55
Aktywa obrotowe,,,,,47.38,54.39,48.04,108.52,127.48,126.63,120.33,49.46,36.67,27.53,74.73,38.81,42.35,33.91,8.82,86.39,106.2,92.29,117.71,11.9,-31.67,-29.06,-32.55,-42.36,-58.08,-60.15,-33.95,-25.48,31.39,21.06,-37.94,-38.56,-30.5,-20.19,-23.63,-25.05,-24.47,-18.6,-7.31,150.91,175.34,148.25,106.95,-19.56,-27.24,-23.81,-13.62,-10.15,-11.25,-5.55,-6.16,-0.75,-5.74,-15.6,-3.67,-7.15,-3.02,-6.12,-17.66,-20.01
Zapasy,,,,,32.02,41.89,41.34,33.95,67.85,87.82,91.38,91.37,37.41,8.14,55.29,41.63,41.1,27.59,7.53,14.18,148.0,108.89,94.92,73.77,-49.39,-42.98,-40.21,-56.24,-75.38,-69.87,-69.79,-21.14,115.43,107.5,116.66,12.07,13.03,-10.45,-17.66,-32.85,-26.5,-3.42,-4.48,0.18,-1.66,-13.65,-16.92,14.74,22.26,35.97,12.27,-22.31,-25.05,-28.75,-5.77,22.54,13.56,4.46,26.99,44.15,50.46,37.87,10.09,-11.5
Należności krótkoterminowe,,,,,21.97,16.76,21.77,36.0,89.06,112.1,94.56,84.53,46.71,17.1,42.41,55.5,44.2,55.91,33.48,29.19,153.46,182.57,101.05,110.71,-57.15,-60.41,-60.96,-64.15,-16.98,-21.07,1.94,30.62,21.68,3.13,-13.54,-30.66,-33.36,-4.32,-19.15,-14.32,-18.6,-31.89,-18.66,-12.29,2.08,15.23,21.58,-5.32,-5.25,-29.64,-23.76,1.62,-8.69,28.52,27.81,10.66,7.21,18.28,27.15,20.55,17.63,3.79,-18.49,-22.01
Inwestycje krótkoterminowe,,,,,317.46,396.99,397.34,278.79,312.49,412.34,609.86,21.01,38.03,74.63,176.08,23.66,41.96,31.55,-5.45,205.89,24.85,2.65,167.42,-39.33,44.46,68.84,-4.26,-8.74,-68.08,-76.4,-24.37,-54.66,4.39,-16.99,-86.97,-86.14,-82.59,-82.7,-74.25,-35.29,-34.49,-36.76,63.79,8.96,-34.93,4887.18,1539.68,1536.62,2479.22,-40.08,-19.27,-6.54,-2.76,0.1,-17.07,-14.68,-19.5,-40.72,-38.55,-51.18,-47.84,-53.42,-51.6,-32.96
Środki pieniężne i inne aktywa pieniężne,,,,,317.46,396.99,397.34,278.79,312.49,412.34,609.86,21.01,38.03,74.63,176.08,23.66,41.96,31.55,-5.45,205.89,24.85,2.65,167.42,-39.33,44.46,68.84,-4.26,-8.74,-68.08,-76.4,-24.37,-54.66,4.39,-16.99,-86.97,-86.14,-82.59,-82.7,-74.25,-35.29,-34.49,-36.76,63.79,8.96,-34.93,4887.18,348.22,209.46,197.5,-89.91,-38.78,34.12,79.86,0.92,-67.66,-74.26,2.36,-59.76,-48.34,-48.44,-48.07,-47.43,64.47,196.52
Pozostałe aktywa obrotowe,,,,,,,,,,-11.11,-8.47,-94.64,-100.0,-12.5,-9.26,1725.0,,-100.0,-100.0,-100.0,-100.0,,,,,,,,-84.12,80.89,-89.17,-45.2,346.31,176.41,193.31,244.63,175.34,60.64,77.05,41.48,-40.52,-17.53,-2.88,35.11,-6.61,-17.79,-44.96,-51.8,-42.97,-44.33,-52.34,-100.0,-100.0,-100.0,-100.0,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,248.94,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,-100.0,-100.0,-100.0,,,,,,,,,,,,,,
Aktywa razem,,,,,37.74,40.13,32.5,82.38,117.59,124.87,127.86,67.6,43.01,46.77,135.3,87.69,91.55,70.23,13.04,55.33,190.47,183.77,194.4,96.45,-36.7,-36.93,-37.55,-49.65,-56.46,-56.96,-46.69,-7.4,67.16,66.53,23.71,-17.14,-14.64,-11.95,-13.33,-7.26,-6.53,-2.49,1.37,-7.48,-3.89,-11.46,-18.6,-36.55,-39.68,-38.99,-35.43,-8.52,-7.11,-2.78,-0.34,6.34,2.14,-0.63,5.11,2.3,5.12,0.22,-6.78,-7.92
Kapitał własny akcjonariuszy jednostki dominującej,,,,,55.04,51.74,49.65,125.85,134.13,130.17,136.71,55.23,52.08,63.12,122.48,63.33,62.14,50.33,6.53,58.97,53.73,75.57,98.35,16.32,-1.44,-20.5,-34.64,-52.16,-60.93,-61.18,-31.88,31.17,61.88,80.92,5.07,-18.99,-7.23,-12.28,-12.0,26.34,26.07,30.38,30.55,-13.31,-9.78,-13.84,-13.37,-35.42,-40.61,-39.04,-40.56,-13.48,-7.69,-6.14,-5.55,3.87,-0.46,-2.88,3.54,-6.15,-1.02,-3.83,-11.92,-9.22
Kapitał (fundusz) podstawowy,,,,,20.1,20.1,20.1,84.3,84.3,84.3,109.59,13.72,32.02,32.02,16.09,22.93,5.89,5.89,5.89,4.25,4.25,4.25,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,21.16,21.16,21.16,21.16,0.0,9.07,9.07,9.07,9.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,397.7,382.17,388.11,338.74,431.19,338.74,326.09,-1.69,-18.8,117.09,120.81,261.78,261.78,63.48,61.21,131.85,119.72,160.37,261.14,16.43,-13.24,-25.93,-49.26,-24.19,-18.29,-62.29,-43.74,-50.44,-34.88,27.27,-8.95,-8.95,-8.95,-10.07,-10.07,14.08,14.08,22.6,22.6,-3.51,-3.51,-48.85,-48.85,-48.77,-48.77,0.0,-100.0,251.92,251.92,251.92,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58450.0,-58450.0,-26450.0,-27000.0,53.81,1807.8,5931.88,486.99,2718.92,57.17,94.51,2607.11,517.22,128.58,-100.0,-100.0,-100.0,-32.67,,,,-11.22,-41.37,-26.75,-28.16,-84.13,-84.15,-82.67,-82.29,2.56,11.42,-3.47,-72.99,-76.23,-82.29,-80.8,-42.83,-46.86,-32.91,-30.87,-72.17,-3.3,-6.26,-1.76,77.48,-41.72,-42.91,-49.27,-17.35,-16.94
Zobowiązania długoterminowe,,,,,78.95,39.67,182.13,-6.57,64.19,571.01,185.02,661.22,336.99,-18.98,680.68,376.71,475.25,571.88,66.92,4.61,361.41,392.97,397.49,441.68,-74.84,-71.29,-72.21,-83.15,-72.1,-75.22,-74.44,-25.88,86.16,87.87,86.5,-35.74,-36.82,-40.04,-30.29,24.16,25.26,22.85,13.43,-15.77,-16.98,-7.64,-15.02,-73.13,-66.61,-58.08,-61.74,49.13,10.89,-20.04,-10.63,-13.79,-4.58,-1.49,-5.48,8.57,5.51,-1.88,14.8,14.03
Z tytułu dostaw i usług,,,,,1.47,10.88,21.3,-7.7,96.37,57.11,51.25,31.61,-15.74,6.07,93.25,87.41,25.28,1.23,-6.1,19.94,440.56,118.46,37.09,73.52,-75.47,-33.84,12.74,-8.56,181.51,177.79,139.11,-42.09,-61.93,-56.66,-63.4,12.0,17.56,12.88,-9.71,-32.93,-16.25,-11.64,22.8,19.19,14.71,-23.75,-42.12,-10.63,-10.99,-24.75,-0.94,-23.35,-24.33,15.03,22.77,30.17,17.15,-0.26,9.41,51.12,42.56,35.09,7.01,-16.82
Kredyty i pożyczki,,,,,-20.03,28.32,-25.92,-63.52,69.26,83.45,148.0,662.18,-18.75,50.41,117.3,150.51,397.76,59.65,1.64,13.72,749.41,737.05,803.91,617.8,-73.83,-73.16,-88.16,-83.45,-28.86,-38.34,-99.33,-100.0,-99.86,-100.0,-100.0,,14994.12,,,,-16.48,17.62,6.24,25.76,29.12,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,89.95,129.51,-100.0,-4.26,-84.01,12.14,,802.96,20.3,10.19,-76.72,5.25,-54.38,-8.09,-49.28,-100.0,946.58,13392.45,-100.0,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.62,-19.12,-13.35,-2.49,-0.6,-4.79,-14.97,-24.84,-13.51,5.53
Inne zobowiązania długoterminowe,,,,,31.52,103.85,8.56,38.27,276.45,-1.08,122.41,546.13,163.78,587.47,1847.57,173.65,235.08,208.52,-11.16,73.35,267.13,308.7,262.92,279.95,-8.93,5.89,-18.13,-72.28,-61.17,-67.86,-60.89,2.55,11.47,12.74,12.62,9.76,5.52,-0.08,15.44,24.16,25.26,22.85,13.43,-15.77,-16.98,-7.64,-15.02,-73.13,-66.61,-58.08,-71.67,-40.36,-53.41,-66.8,-51.78,-22.13,-23.58,-26.22,-23.25,20.95,7.11,14.07,13.06,-5.24
Zobowiązania krótkoterminowe,,,,,3.22,16.99,-9.93,-10.83,77.68,63.48,89.32,80.16,-19.98,15.98,91.26,95.99,87.88,22.18,-1.78,7.88,548.94,494.31,367.04,275.32,-73.37,-70.09,-69.68,-49.47,64.15,63.01,67.16,-34.7,-64.9,-60.1,-58.26,-8.26,68.29,55.88,33.67,-23.99,-18.39,-11.42,11.58,26.69,28.77,-4.83,-29.31,-15.99,-16.6,-18.99,5.94,0.32,-7.19,13.45,19.38,16.86,10.01,5.21,9.46,21.14,19.99,11.55,0.93,-8.52
Inne zobowiązania krótkoterminowe,,,,,63.27,,,537.7,686.25,161.54,,37.53,-99.52,-45.59,343.27,135.89,26366.67,239.19,49.67,-64.98,41.69,182.07,1372.25,2285.07,77.33,-36.44,-86.21,18.97,25.56,160.56,-16.85,34.55,55.49,61.79,50.97,-28.81,198.49,197.65,184.53,-21.25,-22.06,-16.43,-5.31,37.01,51.59,54.77,17.5,-11.03,-6.71,-13.78,11.36,14.79,0.76,1.02,7.41,10.58,6.53,10.97,10.5,-4.59,1.51,-3.93,-4.13,2.54
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,37.74,40.13,32.5,82.38,117.59,124.87,127.86,67.6,43.01,46.77,135.3,87.69,91.55,70.23,13.04,55.33,190.47,183.77,194.4,96.45,-36.7,-36.93,-37.55,-49.65,-56.46,-56.96,-46.69,-7.4,67.16,66.53,23.71,-17.14,-14.64,-11.95,-13.33,-7.26,-6.53,-2.49,1.37,-7.48,-3.89,-11.46,-18.6,-36.55,-39.68,-38.99,-35.43,-8.52,-7.11,-2.78,-0.34,6.34,2.14,-0.63,5.11,2.3,5.12,0.22,-6.78,-7.92
Przepływy pieniężne z działalności operacyjnej,,,,,-126.4,-1085.12,-85.54,-42.48,2991.35,-374.41,-2496.77,-187.2,-124.51,171.67,-14.67,-229.98,-158.75,-56.6,65.88,221.22,-766.18,-32.1,766.28,163.78,110.02,-321.25,139.4,-192.89,-160.06,55.12,-83.7,5.09,-122.13,-24.02,-146.05,115.73,53.12,172.75,67.34,62.03,93.53,-4.63,604.69,-544.56,749.25,-293.66,-143.46,88.74,-828.28,-15.04,439.97,895.58,82.35,77.15,-90.88,-104.86,-48.48,-369.88,-1213.36,-337.9,-261.2,29.1,161.63,228.47
Amortyzacja,,,,,95.05,-55.46,-7.64,16.36,-19.4,341.51,55.17,-65.94,40.4,10.26,55.11,857.8,81.02,115.89,-3.3,2.2,220.97,85.55,387.56,230.83,-65.33,-35.22,-61.05,-65.67,7.4,-23.08,-23.56,-19.39,-2.26,4.76,14.49,12.28,3.96,8.8,-1.16,17.05,1.95,-3.66,2.07,-3.82,-9.29,-12.56,-13.52,-19.84,4.82,7.58,12.87,11.41,-2.87,-2.82,9.59,-2.09,-63.51,79.79,-2.73,11.02,220.27,-35.34,1.78,3.25
Przepływy pieniężne z działalności inwestycyjnej,,,,,-168.41,198.68,29.72,-198.16,-574.17,2156.44,-153.56,50.05,91.23,-361.06,-1134.83,636.33,26.89,62.56,101.14,-102.22,-18726.96,-1365.72,19358.8,20029.82,97.92,100.35,-117.49,-206.98,583.32,-885.43,66.2,-61.57,-123.64,-176.94,15.99,83.13,58.34,46.35,102.87,114.43,50.78,12.69,-29.73,-302.3,-221.42,2380.14,-65142.31,-272.08,97.03,-94.17,94.02,66.7,-1493.94,-127.12,-36.2,101.25,687.83,-2.89,185.4,9186.67,-3.8,117.5,-575.6,660.16
CAPEX (niematerialne i rzeczowe),,,,,-47.46,-119.74,162.68,48.39,1153.96,-2975.32,72.04,-35.18,-75.91,659.71,113.39,-770.77,87.57,-61.59,-112.9,102.74,4339.03,38.54,13543.08,-12876.14,-99.29,-63.58,-91.87,68.58,224.96,-38.96,-88.86,133.8,-37.75,456.12,309.48,-729.9,-37.42,-56.11,-231.44,192.14,9.79,-40.61,40.06,-16.09,140.73,51.61,225.02,-46.69,-57.29,-59.26,-47.36,-66.48,22.15,-33.55,193.82,-23.58,34.11,119.72,-40.39,226.95,-31.71,-25.37,-26.25,-46.53
Przepływy pieniężne z działalności finansowej,,,,,15.96,251.4,-387.29,501.5,3047.71,251.76,234.04,-15.22,-158.35,221.6,4107.75,-72.68,196.75,-92.74,-114.82,1401.71,5103.41,12669.94,-427.23,-133.36,-97.38,-100.07,129.01,133.26,-29.17,-3320.0,438.62,-108.24,-104.02,80.25,-100.48,72.96,3176.0,-11.84,192.49,-676.16,-65.28,107.06,-110.62,556.03,-11.36,-13083.33,-37635.29,-98.41,-133.8,166.37,119.17,-1056.7,-53.33,-90.18,-122.36,80.71,-30.16,-66.5,-57.09,-175.98,101.67,-835.29,216.2,94.13
Emisja akcji,,,,,,,,358.57,,,,-16.2,,,,19.74,,,,232.39,,,,-115.21,-100.0,-100.0,-29.35,152.17,,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
