,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Koszty finansowe,,,,,1825.0,778.12,-77.72,2632.56,70.13,-46.62,-8.7,-51.61,380.15,-244.0,1464.29,-106.64,-82.83,176.39,-96.35,205.71,1227.78,392.12,-872.92,1272.97,-62.83,-36.95,193.26,-14.17,-71.11,-51.17,-112.72,-72.71,-76.62,-79.2,97.73,-51.26,258.33,-50.0,3300.0,-25.86,622.48,3476.92,7784.38,-6506.98,-50.54,-114.19,-98.69,100.98,-67.03,212.12,293.94,1411.11,-59.87,39.19,-59.23,-95.59,-21.31,-88.35,101.89,188.89,-87.5,616.67,248.6,-305.77,6466.67,265.12,510.19,1882.24
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,2239.73,-76.31,-204.0,-159.75,-139.11,-232.45,-758.46,-1063.22,687.13,1677.51,456.68,137.3,-60.79,25.52,-47.19,-62.41,-238.49,-129.5,-137.02,-1076.08,1528.78,131.46,55.12,-7.16,-105.07,-1289.45,-392.63,241.8,134.63,64.37,33.74,-99.03,-289.33,76.68,38.62,-4205.45,-536.6,977.04,305.47,134.32,114.85,-187.86,-133.58,-529.68,-304.18,19.71,-51.01,184.32,215.32,157.63,116.02,-79.76,54.46,299.92,3314.56,306.29,45.21,-40.17,-124.24,-81.27,-115.31,-131.4,60.23,1706.59
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,2239.73,-76.31,-204.0,-159.75,-139.11,-232.45,-758.46,-1063.22,687.13,1677.51,456.68,137.3,-60.79,25.52,-47.19,-62.41,-238.49,-129.5,-137.02,-1076.08,1528.78,131.46,55.12,-7.16,-105.07,-1289.45,-392.63,241.8,134.63,64.37,33.74,-99.03,-289.33,76.68,38.62,-4205.45,-536.6,977.04,305.47,134.32,114.85,-187.86,-133.58,-529.68,-304.18,19.71,-51.01,184.32,215.32,157.63,116.02,-79.76,54.46,299.92,3314.56,306.29,45.21,-40.17,-124.24,-81.27,-115.31,-131.4,60.23,1706.59
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,2216.95,-90.18,-230.03,37.66,-104.24,-483.33,-807.42,-487.43,5784.48,1522.73,397.8,138.28,-65.67,24.81,-48.79,-97.14,-280.92,-128.79,-142.28,-13207.45,1281.69,890.84,45.07,-8.66,-106.01,-158.32,-341.44,266.96,102.34,76.3,32.65,-101.93,-4517.65,59.09,39.7,-2402.55,-293.87,740.02,234.42,101.93,109.84,-242.28,-151.29,-5298.08,-433.85,41.6,-51.32,175.24,177.15,152.67,111.66,-75.21,82.32,234.74,3910.88,451.51,50.9,-15.02,-128.34,-108.13,-113.02,-128.29,68.23,2184.07
Zysk netto akcjonariuszy jednostki dominującej,,,,,2216.95,-90.18,-230.03,37.66,-104.24,-483.33,-807.42,-487.43,5784.48,1522.73,397.8,138.28,-65.67,24.81,-48.79,-97.14,-280.92,-128.79,-142.28,-13207.45,1281.69,890.84,45.07,-8.66,-106.01,-158.32,-341.44,266.96,102.34,76.3,32.65,-101.93,-4517.65,59.09,39.7,-2402.55,-293.87,740.02,234.42,101.93,109.84,-242.28,-151.29,-5298.08,-435.4,41.69,-51.32,175.24,176.79,152.75,112.31,-77.14,80.65,235.82,3475.77,458.01,48.52,-15.87,-130.7,-110.04,-118.4,-130.91,60.44,1844.34
Aktywa trwałe,,,,,489.81,187.56,300.19,114.29,131.6,51.92,27.89,-15.72,-19.21,-18.02,-15.66,12.22,17.78,21.95,42.06,71.42,103.1,118.63,103.48,55.96,23.37,55.23,53.15,52.03,69.92,0.32,-1.8,-16.47,-23.03,-6.03,-8.35,25.26,32.62,26.62,30.44,17.16,21.01,-3.23,-1.99,-5.45,-12.3,-2.91,-4.83,-8.01,1.35,11.35,-7.3,-14.37,-26.29,-30.85,-16.88,10.98,19.21,24.0,32.16,31.29,44.3,69.56,74.92,74.59,73.11,68.77,57.89,18.34
Wartości niematerialne i prawne,,,,,471.65,171.31,280.39,92.95,135.31,45.43,21.87,-31.26,-28.55,-23.5,-18.4,27.68,29.23,28.97,46.06,91.16,123.96,135.61,121.9,52.04,18.53,10.32,13.7,14.87,32.52,-4.09,-7.68,-31.22,-38.02,-12.23,-14.5,52.56,63.96,53.11,56.24,29.07,31.35,2.52,-8.54,-10.97,-19.03,-5.01,6.22,-0.97,5.99,12.06,8.18,4.87,-5.6,-10.61,-9.49,7.59,15.72,19.98,27.52,37.25,50.75,75.86,82.02,87.8,82.81,75.64,60.62,10.96
Rzeczowe składniki majątku trwałego,,,,,515.46,495.97,627.94,212.56,0.0,-32.41,-56.73,-58.35,-64.32,-69.67,-59.64,-25.38,-4.23,246.53,283.76,214.06,326.96,68.19,35.93,2.89,-11.14,-21.8,-16.54,38.04,20.93,35.55,33.72,-34.32,-36.97,-43.7,-42.51,-24.85,-27.71,-15.75,-20.93,-5.56,1.88,-4.62,15.88,-0.44,76.06,56.2,27.0,18.62,242.03,276.87,284.71,39.34,-75.04,-75.77,-77.17,358.65,439.66,402.24,487.71,-10.92,-16.19,-8.41,-16.6,-20.11,-24.04,-23.56,-24.15,-26.03
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.08
Inwestycje długoterminowe,,,,,,,,,,,-100.0,,,,,,28.57,20.0,91.67,50.0,0.0,0.0,-26.09,0.0,0.0,250.0,200.0,-72.22,-72.22,-100.0,-100.0,-100.0,-100.0,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,
Pozostałe aktywa trwałe,,,,,,14.29,18.75,1534.12,966.67,3592.86,4117.54,195.03,96.88,50.0,16.43,-21.4,-17.37,-28.5,-4.0,-28.44,-37.3,18.85,3.57,130.93,147.86,758.99,695.87,322.34,418.89,6.69,9.07,13.83,12.01,7.3,5.57,-4.33,-3.71,-8.07,-6.01,-4.29,-0.3,-16.33,13.68,8.32,3.37,0.49,-28.09,-23.61,-23.74,-8.06,-71.28,-69.26,-75.92,-84.08,-49.13,-45.82,-59.85,-58.98,-45.97,12.82,55.62,128.43,116.42,-72.08,-66.09,-42.94,63.47,1339.33
Aktywa obrotowe,,,,,608.59,168.14,77.2,-2.96,-0.34,8.39,15.06,-23.14,-17.69,23.76,90.95,106.38,50.72,50.15,13.24,-2.23,-6.0,-46.91,-34.81,-34.15,150.47,38.24,-6.51,7.93,-74.79,-23.16,-40.38,42.01,67.53,14.23,8.83,-54.37,-42.53,-52.22,-36.51,77.34,59.23,174.75,123.42,-17.99,-29.13,-51.65,-36.73,-30.7,-19.0,16.73,-9.31,79.09,69.64,45.36,150.94,18.24,26.15,80.35,67.2,49.08,35.97,-20.77,-58.75,-66.1,-64.76,-62.77,58.73,320.62
Zapasy,,,,,812.99,57.93,54.48,86.28,103.54,145.86,110.63,49.99,10.38,-22.7,-2.06,-4.97,-14.59,20.82,-5.5,-5.7,7.1,-29.14,-22.15,-52.34,-19.81,-19.63,-42.89,41.54,-37.07,1.87,22.29,-11.18,46.9,3.12,-11.53,46.24,-21.51,-12.89,0.21,-21.62,26.33,141.39,96.62,44.88,21.15,-62.01,-49.74,-45.39,-44.37,-11.9,-13.86,16.04,10.59,-2.11,-13.41,-49.45,-51.17,1.81,31.68,27.79,87.37,-9.78,-32.55,-41.86,-45.96,-43.36,369.23,28.27
Należności krótkoterminowe,,,,,296.16,175.05,83.23,148.76,130.52,62.74,15.54,-31.32,-34.01,36.36,96.43,51.8,-2.42,8.32,-5.41,-5.18,-25.13,-62.96,-71.72,-61.95,477.48,139.34,144.21,103.8,-81.68,-30.65,-70.23,120.87,27.95,-17.57,115.94,-79.74,-47.25,-69.27,-41.7,-52.5,-52.88,263.49,-1.68,120.04,62.33,-66.57,-53.75,-46.85,-26.28,-23.95,-13.7,534.01,120.03,222.66,149.17,-63.58,-16.19,177.88,148.76,186.68,126.1,-10.92,1.13,-39.21,-42.4,-57.69,52.51,340.23
Inwestycje krótkoterminowe,,,,,11708.87,883.44,382.15,-75.61,-82.43,-84.49,-38.88,-65.78,-48.23,23.21,221.9,995.53,879.65,734.45,108.94,4.15,14.9,-38.29,14.22,-3.43,20.61,-6.41,-52.94,-31.98,-71.8,-14.01,-3.97,-15.34,210.98,83.28,-44.75,-24.45,-48.23,-53.53,-55.01,253.8,7.71,165.63,524.67,-45.49,9.91,-39.91,-13.38,-9.0,18.19,-42.8,-22.2,-47.2,26.75,128.24,217.8,331.07,83.49,72.78,57.77,32.05,29.92,-19.4,-74.88,-81.63,-77.2,-72.54,14.81,334.13
Środki pieniężne i inne aktywa pieniężne,,,,,11708.87,306.71,112.3,-82.64,-95.81,-70.06,15.28,-36.49,104.89,30.31,267.23,991.49,865.66,847.07,109.39,7.6,14.64,-37.96,18.18,-1.35,29.62,-2.88,-52.22,-31.8,-71.86,-16.38,-3.95,-15.36,212.15,87.84,-44.63,-24.46,-48.23,-53.37,-59.41,253.95,7.71,165.63,591.8,-46.96,9.91,-39.91,-13.32,-6.47,18.19,-42.8,-22.25,-47.2,26.75,128.24,218.02,323.59,76.57,58.04,49.48,34.16,34.77,-12.2,-73.64,-82.51,-77.16,-72.44,15.49,356.83
Pozostałe aktywa obrotowe,,,,,98.76,-23.29,-16.44,94.41,-93.26,5.54,-23.6,-1.44,1594.54,63.95,217.14,64.82,46.08,0.9,-13.73,-11.2,-20.93,-8.24,-26.88,-29.02,-20.27,-28.39,-11.94,1.81,-0.74,-25.75,-32.49,-27.39,-20.78,4.56,-4.52,14.01,-6.06,-8.02,-16.62,27.81,693.84,80.01,146.81,24.63,-79.18,-27.31,-68.84,-70.46,-80.02,394.74,132.57,414.17,676.61,-39.86,86.31,-29.06,-19.36,-33.71,34.72,-83.35,-100.0,-100.0,-100.0,-100.0,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,579.19,174.8,131.22,23.94,28.02,24.0,20.44,-20.2,-18.28,5.41,43.49,66.93,38.05,40.51,20.78,18.51,29.78,2.19,7.76,2.55,85.24,49.02,28.16,35.25,-25.33,-7.64,-13.59,1.29,-2.91,-0.32,-4.73,-8.64,3.81,1.14,14.33,29.96,29.12,23.94,14.78,-9.09,-16.7,-19.4,-13.13,-13.95,-3.18,12.44,-7.68,5.33,-8.42,-14.79,14.37,13.58,21.61,44.26,46.48,37.92,41.32,28.95,12.58,17.85,25.63,32.44,58.04,53.4
Kapitał własny akcjonariuszy jednostki dominującej,,,,,791.89,331.64,302.69,0.59,-2.38,-3.84,-19.9,-44.33,-32.82,-8.72,60.76,155.66,114.57,91.59,49.89,34.48,32.34,2.36,-12.34,-31.36,8.92,53.72,57.86,103.11,24.4,-19.39,-26.91,3.1,5.11,19.19,25.1,-9.41,-11.33,-9.67,-7.9,11.19,5.45,17.79,27.99,6.92,15.79,-6.58,-12.69,-25.29,-27.91,-14.69,-32.46,-9.72,-5.15,-0.22,79.74,59.78,60.82,61.87,29.87,38.42,39.23,33.62,14.93,5.55,2.01,-5.02,-0.14,11.92
Kapitał (fundusz) podstawowy,,,,,2408.0,25.4,24.9,0.0,0.0,0.0,0.0,0.88,0.88,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,9.96,9.96,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.91,7.91,7.91,7.91,0.67,0.67,0.67,0.67,0.0,0.0,0.0,7.15,7.15,7.15,7.15,12.97,12.97,12.97,12.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,,,0.0,0.0,0.48,0.48,0.48,0.48,0.0,0.0,-77.84,-77.89,-76.46,-76.46,6.21,0.26,-5.83,-5.83,-5.83,0.0,0.0,0.0,240.87,240.87,240.87,240.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.41,157.41,159.66,160.32,1.48,1.53,0.65,0.4,0.05,0.0,22.99,22.6,22.6,22.6,5.67,58.06,58.07,58.07,49.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.28,830.93,1074.84,32.01,-17.61,-11.02,-2.09,70.54,90.95
Zobowiązania długoterminowe,,,,,-86.67,106.14,789.74,1576.98,17700.0,256.6,192.8,-88.55,-92.42,-68.26,-92.72,-16.94,44.44,-21.05,148.65,70.15,70.77,25.71,18.48,-66.67,451.95,517.8,4104.13,884.21,-57.51,62.29,-71.12,298.13,450.32,46.13,33.17,-38.48,-36.11,-29.03,-18.27,0.11,8.12,-87.03,240.58,247.84,216.71,2512.64,39.99,79.84,175.31,-24.3,-53.23,-62.38,-78.28,-41.17,-47.16,26.24,28.86,114.34,137.64,-16.32,-8.06,-32.94,-28.79,-32.1,-40.93,-41.48,-61.38,396.4
Z tytułu dostaw i usług,,,,,236.1,-11.14,21.05,27.12,78.54,95.87,65.29,45.71,0.71,72.76,83.13,-1.75,-22.81,-16.37,-10.4,-18.19,-0.31,-30.85,-13.97,0.11,151.26,23.95,-7.39,3.24,-58.25,-38.17,-28.41,15.09,-57.84,13.21,-35.34,-51.93,69.85,-62.32,-4.82,41.89,48.23,281.91,-16.11,-63.19,-81.34,-66.73,6.42,40.92,74.15,38.64,19.04,38.52,23.01,-32.1,-40.68,-32.21,-25.64,108.19,79.49,56.89,94.8,9.94,170.91,134.13,223.37,274.18,244.4,154.62
Kredyty i pożyczki,,,,,,-82.63,-95.32,645.38,,4021.98,4259.16,156.39,111.51,40.18,-38.11,-29.12,-98.55,-99.26,-99.38,-99.49,-76.15,-30.77,45240.62,79138.46,81130.77,-100.0,-99.35,-72.24,-73.0,,11176.84,-99.81,-100.0,-100.0,-100.0,51509.09,,,,321.3,169.73,1.2,-100.0,-100.0,-100.0,-100.0,,,,,2733.29,593.51,295.48,-48.0,-99.97,-99.86,-99.99,-99.99,-100.0,-60.61,400.0,-100.0,,142784.62,684360.01,,,210.9
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,-100.0,,,,,,,,,,,,,,,-96.47,-98.27,,34.98,29.27,-50.98,-99.74,-99.09,-62.26,-44.0,-75.76,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,88.6,322.64,411.21,456.94,558.6,183.04,-43.76,-52.04,-71.54,-48.9,-45.13,-29.81,70.47,194.75,238.8,205.43,526.64,27.64,-10.08,-13.66,-74.4,-15.91
Inne zobowiązania długoterminowe,,,,,-86.67,-40.35,-12.82,1544.64,15450.0,873.53,2455.88,-91.59,-93.89,-61.63,-91.48,-5.16,54.74,-33.86,113.51,112.93,111.56,48.21,5.06,-76.04,480.39,544.18,1985.54,1396.0,-56.73,65.02,-23.54,298.13,450.32,46.13,33.17,-38.48,-36.11,-29.03,-18.27,0.11,8.12,-87.03,236.9,244.35,200.47,1965.17,-28.91,-56.06,-59.26,-56.34,-57.96,49.09,52.7,29.03,17.03,-62.84,-70.43,4.37,12.14,26.37,82.63,-40.53,-33.2,-36.14,-45.05,-39.01,-80.34,1065.72
Zobowiązania krótkoterminowe,,,,,200.33,-27.12,-40.99,108.5,168.37,224.39,278.68,49.89,20.6,42.18,26.87,-11.85,-49.88,-33.25,-32.1,-23.79,16.33,1.07,87.55,160.65,500.42,19.41,-58.57,-50.05,-74.84,49.16,125.91,-28.04,-65.58,-63.36,-76.88,8.11,267.24,119.02,308.77,147.56,119.55,64.98,-48.24,-74.13,-90.24,-85.57,-56.57,0.36,124.76,588.01,448.07,271.19,157.95,-41.68,-84.65,-81.62,-78.3,-41.71,293.32,82.48,117.84,16.23,14.03,218.77,347.37,539.98,477.66,182.91
Inne zobowiązania krótkoterminowe,,,,,-86.76,-63.58,-9.62,1318.37,5340.74,563.66,756.65,-48.06,-65.9,-44.87,95.65,4.99,144.31,70.05,-41.65,1.52,128.43,53.18,53.34,160.1,242.95,1.52,-35.17,-42.72,-78.69,110.73,260.7,-4.75,0.44,-71.25,-78.91,11.72,-30.99,-46.15,-39.85,-58.03,-45.83,442.86,709.66,455.47,220.08,-81.39,-89.34,-80.7,-66.19,-49.19,0.4,-13.66,94.7,169.14,78.8,115.61,53.65,147.81,638.28,106.65,123.28,6.14,-64.71,-77.15,-79.78,-39.9,54.53,236.58
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,579.19,174.8,131.22,23.94,28.02,24.0,20.44,-20.2,-18.28,5.41,43.49,66.93,38.05,40.51,20.78,18.51,29.78,2.19,7.76,2.55,85.24,49.02,28.16,35.25,-25.33,-7.64,-13.59,1.29,-2.91,-0.32,-4.73,-8.64,3.81,1.14,14.33,29.96,29.12,23.94,14.78,-9.09,-16.7,-19.4,-13.13,-13.95,-3.18,12.44,-7.68,5.33,-8.42,-14.79,14.37,13.58,21.61,44.26,46.48,37.92,41.32,28.95,12.58,17.85,25.63,32.44,58.04,53.4
Przepływy pieniężne z działalności operacyjnej,,,,,-7.26,-180.51,-3.26,-128.12,-772.56,325.06,60.21,720.3,199.44,36.77,1279.97,393.13,96.1,13.62,-26.03,-32.43,19.91,-68.42,-65.89,-106.49,-194.29,1430.16,66.86,435.89,146.51,-97.87,221.0,846.36,316.89,522.93,-125.8,-56.24,-78.82,-78.01,16.01,-44.57,-1014.14,3891.34,705.52,-47.01,104.04,-86.99,-85.84,-42.63,-111.08,-146.23,-146.58,37.72,20217.44,459.58,939.73,311.35,-64.26,-38.46,330.6,-14.68,100.37,-32.56,-64.98,-47.25,-26.9,172.98,-26.7,1274.04
Amortyzacja,,,,,324.05,333.1,157.64,279.73,143.38,101.97,87.33,38.27,-42.89,-48.7,-42.7,-36.93,13.1,29.02,-4.33,-15.53,-47.59,-58.7,-68.64,-62.0,703.5,230.06,318.2,957.55,-68.96,640.35,50.63,253.08,37.87,-86.83,-5.58,-85.93,11.98,-32.42,-42.77,214.85,-96.96,1221.36,28.33,-59.72,2292.78,-77.95,23.08,-36.37,31.84,-35.82,-25.37,398.6,58.99,143.96,64.6,-62.46,-22.08,26.81,66.84,-39.52,-44.97,-73.86,-69.05,-12.63,-13.57,8.33,348.65,2302.06
Przepływy pieniężne z działalności inwestycyjnej,,,,,-879.69,-30.23,96.85,80.2,36.91,73.33,-5249.06,-22.4,20.24,-285.71,5.78,-128.37,-20.24,-69.84,-78.21,-81.06,-201.84,-63.44,-44.33,7.18,19.93,5.98,-1.91,-60.33,-27.35,-1.96,-0.9,52.76,57.6,3.87,23.67,-111.61,-131.24,25.96,-23.55,13.77,4.46,-63.51,41.71,79.07,43.11,26.25,-58.95,-359.05,-76.62,28.31,24.79,60.01,48.44,-24.46,-41.17,-97.41,-106.71,-89.36,-125.07,-54.58,-86.94,-90.95,-61.03,-99.25,-46.03,-33.32,11.08,38.0
CAPEX (niematerialne i rzeczowe),,,,,474.02,781.47,169.6,1359.03,8.22,-19.27,-34.48,17.54,-27.87,-17.6,4.16,78.7,31.77,64.24,94.68,102.18,203.07,62.68,55.5,-10.64,-19.77,-4.91,1.36,56.0,27.18,3.25,0.77,-57.72,-54.86,-8.87,-23.49,134.18,117.11,-23.75,23.71,-13.8,-4.49,63.51,-41.71,-79.21,-43.05,-25.68,59.85,362.24,76.54,-28.27,-25.29,-59.95,-48.48,23.46,40.89,85.42,92.75,76.45,116.64,99.25,100.47,104.92,68.19,64.76,46.03,33.33,-11.28,-38.17
