,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Aktywa razem,,282.96,,,,36.76,28.95,7.51,-9.65,-6.34,-7.88,-10.87,-4.79,-8.48,-2.76,-1.11,8.46,6.95,5.73,7.83,0.56,5.79,5.64,11.04,12.95,12.27,14.06,9.93,13.16,8.55,7.26,0.44,-10.56,-8.14,-6.23,-3.07,15.94,12.16,12.61,15.38,14.02,33.78,24.73,26.78,16.06,0.93,-2.76,-3.91,0.79,0.48,16.18,14.23,22.55,18.59,14.53,10.96,-0.89,-0.25,-1.13,2.47,12.4,8.36,12.03,13.81,2.73,7.02,-2.2,-3.21,7.86
Kapitał własny akcjonariuszy jednostki dominującej,,358.23,,,,10.36,19.91,19.44,-9.92,-12.77,-19.73,-19.62,5.47,8.19,7.65,7.35,9.25,9.37,9.72,10.51,7.14,8.56,8.45,6.74,5.68,3.64,6.72,8.13,9.99,16.16,9.66,8.1,-5.05,-8.4,-1.74,-1.01,18.47,19.52,15.02,19.75,16.88,16.8,19.71,17.76,14.77,15.62,0.9,0.01,2.35,2.9,10.35,13.5,13.97,4.79,14.07,11.01,6.41,-5.04,8.03,3.17,15.55,32.11,8.27,8.36,5.99,8.07,7.36,11.53,4.89
Kapitał (fundusz) podstawowy,,87.24,,,,0.0,6.33,6.33,6.33,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.43,,,,-1263.64,-1418.18,-2172.73,-4436.36,-306.0,-264.67,-143.6,-22.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,,563.87,,,,11.6,17.08,11.31,10.78,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.86,-14.86,-14.86,-14.85,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,16.8,16.8,16.8,0.0,0.0,-1.31,-1.31,-36.25,-37.77,-36.94,-36.94,-2.38,0.0,-74.72,-74.72,-74.72,-74.72,0.0,0.0,295.63,295.63,295.63,295.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,119.63,,,,1178.21,701.09,-1.61,-8.53,-13.55,-14.33,-19.44,-12.6,3.39,3.72,3.39,5.87,-11.39,-12.74,-13.31,-15.33,-15.12,-16.6,-10.05,-7.22,-8.06,-9.33,-17.61,-28.64,-24.86,-28.4,-30.5,-31.55,-39.62,-44.11,-45.7,-37.65,-39.05,-29.32,-22.06,21.75,202.43,237.36,222.76,80.8,-0.04,3.71,1.45,0.05,2.45,88.85,102.52,116.71,96.33,-7.3,-10.64,-14.58,-28.39,-33.26,-28.04,-43.08,-41.88,-12.5,-9.91,67.77,85.55,19.05,7.18,3.75
Z tytułu dostaw i usług,,-32.32,,,,147.16,210.71,160.75,66.47,119.2,14.2,19.43,11.4,-28.15,32.33,4.71,21.06,61.89,4.07,22.33,6.98,32.21,30.74,89.14,95.03,65.39,73.89,32.36,51.23,7.45,14.5,-32.64,-31.28,-5.28,-21.11,10.17,1.46,-10.96,23.61,25.8,1.91,60.29,-22.91,-6.03,19.59,-8.49,19.38,11.6,-16.6,-44.8,-34.76,-22.67,72.72,91.85,-6.29,-43.54,-67.39,-49.31,-52.41,-45.71,25.39,-51.31,292.85,189.39,-28.32,20.89,-62.18,-33.71,118.21
Kredyty i pożyczki,,-37.76,,,,202.67,,,205.07,234.8,229.74,80.96,-64.26,-29.67,-79.23,-15.89,120.61,-38.73,122.83,-37.28,-68.68,-13.13,-17.46,-15.85,86.26,34.09,-35.66,0.31,0.0,-6.68,132.61,218.94,158.56,41.15,19.39,-39.4,-23.56,22.19,45.6,-48.91,91.26,-45.85,-71.84,-37.08,-51.2,-16.39,163.25,197.23,-60.17,-15.83,-45.15,-48.98,28.63,-3.42,-0.5,0.0,0.0,90.49,9.47,-22.76,-40.7,-80.02,-75.42,358.92,-81.23,-91.86,-100.0,-100.0,-100.0
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,-100.0,-100.0,-100.0,-2.08,,,,-29.99,-42.33,-48.85,-51.59,-37.17,-2.22,-13.18,49.12,9.65,-20.15,13.33,19.12,15.54,10.41,109.48,-0.99,8.88,15.71,-46.49,-28.43,-51.98,-58.77,-59.18,-60.98,-5.83,49.1,57.86,162.5,133.51,85.54,155.2,87.41,201.55,-54.76,-21.1,9.07,-59.44,140.19,50.79,11.48,33.03,40.44,17.29,31.04,17.64,20.99,3.94,1.59,-10.5,-9.96,-11.37,-17.83,18.43,10.68,-16.83,-21.01,-70.62
Inne zobowiązania długoterminowe,,-86.5,,,,-50.0,-97.96,-87.5,-68.42,-63.64,12400.0,8700.0,1783.33,2850.0,2.4,6.82,-21.24,-30.51,-40.62,-27.66,-26.97,-28.05,-36.84,-39.71,358.46,394.92,477.08,558.54,-15.1,-8.9,-48.38,-2.96,0.79,-9.02,22.38,-33.21,-20.39,-16.12,38.29,38.29,101.97,101.97,84.3,84.3,5.61,5.61,17.71,17.71,4.39,4.39,87.43,87.43,104.65,104.65,1.52,1.52,7.57,7.57,-16.72,-16.72,-99.6,-99.6,-99.52,-99.52,0.0,0.0,0.0,0.0,475.0
Zobowiązania krótkoterminowe,,143.16,,,,35.6,-24.95,-25.38,-9.75,20.39,71.21,49.65,-27.72,-54.3,-36.16,-29.89,7.64,19.44,7.89,17.49,-12.01,13.69,12.6,46.01,68.67,69.3,63.51,28.71,44.4,0.37,13.47,-10.63,-18.82,2.69,-10.23,0.36,19.97,-0.55,11.15,6.22,5.08,76.2,21.25,40.83,11.93,-34.21,-16.26,-16.85,-4.08,-10.35,15.45,-6.3,32.01,59.19,27.73,22.99,-17.79,26.81,-19.28,12.25,20.41,-36.59,36.53,39.89,-20.48,-15.21,-40.28,-46.51,23.96
Inne zobowiązania krótkoterminowe,,266.86,,,,25.66,-63.83,-70.36,-59.41,-41.69,31.84,26.15,-36.36,-94.11,-62.97,-90.03,-55.21,132.61,-26.46,407.94,18.47,-11.53,-36.2,-31.56,-34.41,244.01,102.84,58.9,76.54,-33.06,-5.59,-17.24,-37.76,59.33,95.93,101.22,488.2,16.51,-84.59,-27.01,-51.19,252.55,2289.57,399.76,39.04,-75.07,-76.51,-76.51,148.35,161.11,369.51,132.63,-25.39,33.38,61.41,160.35,130.92,153.28,-8.54,42.57,28.57,-29.88,-9.56,3.78,-18.02,-25.0,-17.85,-41.71,1.59
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,282.96,,,,36.76,28.95,7.51,-9.65,-6.34,-7.88,-10.87,-4.79,-8.48,-2.76,-1.11,8.46,6.95,5.73,7.83,0.56,5.79,5.64,11.04,12.95,12.27,14.06,9.93,13.16,8.55,7.26,0.44,-10.56,-8.14,-6.23,-3.07,15.94,12.16,12.61,15.38,14.02,33.78,24.73,26.78,16.06,0.93,-2.76,-3.91,0.79,0.48,16.18,14.23,22.55,18.59,14.53,10.96,-0.89,-0.25,-1.13,2.47,12.4,8.36,12.03,13.81,2.73,7.02,-2.2,-3.21,7.86
Przepływy pieniężne z działalności operacyjnej,,-346.94,,,,-425.11,1310.14,-39.51,131.27,203.65,-69.07,113.64,18.82,-106.96,87.18,-320.51,-70.73,1497.59,-31.63,1443.02,17.51,-63.19,122.99,78.87,168.26,-7.73,-30.36,-58.03,62.83,-226.65,-108.17,-53.4,-53.87,390.98,2557.78,65.1,175.59,-104.34,-59.81,368.37,-114.44,541.27,312.71,-52.62,493.12,666.55,-72.31,6.08,112.15,25.67,-178.64,-113.44,0.0,35.59,407.01,-951.66,33.39,-160.26,22.63,166.7,-62.44,116.27,-150.66,-205.61,74.38,426.69,373.16,292.39,20.99
Amortyzacja,,42.86,,,,5.65,-14.79,17.07,28.05,62.55,8.8,-0.17,-11.18,-29.62,24.94,-4.98,-6.71,-6.29,-6.65,-4.52,-0.36,-4.61,-4.62,-5.49,-7.76,20.12,-0.2,-10.82,-15.26,-1.17,-40.69,-1.12,0.69,-18.14,61.77,53.86,76.38,55.07,59.92,9.16,-4.81,17.09,21.77,21.92,-8.61,-2.51,-11.05,9.54,55.46,33.45,54.69,18.74,13.37,12.36,6.22,-7.17,-15.52,-15.05,-25.5,-8.09,10.74,16.62,26.27,37.2,30.46,23.86,23.72,0.8,-7.64
Przepływy pieniężne z działalności inwestycyjnej,,-14088.89,,,,86.61,-277.49,95.06,-68.27,-54.97,113.91,314.03,98.5,44.15,-125.59,-112.05,532.26,64.19,-431.67,-1307.02,-384.33,76.89,39.81,-114.96,-291.34,-83.67,-95.05,48.43,0.27,-1117.78,85.85,25.2,39.21,71.72,-2093.4,-21.35,46.79,-265.48,66.02,-46.1,-44.91,6.35,-395.82,-71.93,-88.52,-90.39,51.62,40.9,72.6,79.9,-4.01,10.02,-369.17,-119.95,25.06,76.07,35.17,18.81,0.88,-213.57,-318.17,-103.59,-253.69,-84.3,57.52,-12.47,65.43,-4.9,-24.01
