,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Zysk przed opodatkowaniem,-736.0,1065.0,-204.0,2415.0,208.0,-830.0,698.0,641.0,-2217.0,-657.0,300.0,4152.0,87.0,371.0,249.0,2077.0,3788.0,2560.0,1912.0,-5.0,-371.0,613.0,403.0,5008.0,-646.0,-1427.0,-1539.0,7539.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-736.0,1065.0,-204.0,1956.0,207.0,-824.0,709.0,339.0,-1946.0,-656.0,301.0,3100.0,57.0,367.0,224.0,1520.0,3340.0,1851.0,1790.0,-94.0,54.0,372.0,255.0,4172.0,-563.0,-820.0,-1395.0,5249.0
Zysk netto akcjonariuszy jednostki dominującej,-736.0,1065.0,-204.0,1956.0,207.0,-824.0,709.0,170.0,-1724.0,-733.0,280.0,2963.0,35.0,344.0,204.0,1389.0,3162.0,1723.0,1465.0,-240.0,-71.0,265.0,83.0,4046.0,-831.0,-881.0,-1527.0,4861.0
Aktywa trwałe,1666.0,1525.0,1385.0,1555.0,1444.0,2790.0,2051.0,3472.0,3504.0,3926.0,3639.0,3263.0,5863.0,5920.0,9767.0,10325.0,9617.0,10151.0,9333.0,9734.0,12602.0,12620.0,14722.0,15356.0,16954.0,17489.0,17694.0,16383.0
Wartości niematerialne i prawne,762.0,686.0,609.0,533.0,457.0,469.0,388.0,2068.0,1894.0,2168.0,2011.0,2289.0,5016.0,4623.0,8561.0,8848.0,8041.0,8663.0,7740.0,6688.0,7048.0,7452.0,9256.0,10399.0,10550.0,10689.0,10786.0,10212.0
Rzeczowe składniki majątku trwałego,590.0,525.0,461.0,400.0,366.0,868.0,1002.0,966.0,940.0,1059.0,972.0,878.0,810.0,1240.0,1145.0,1260.0,1347.0,1133.0,1095.0,1772.0,2389.0,2136.0,2457.0,2169.0,3329.0,2974.0,2652.0,2738.0
Należności długoterminowe,0.0,0.0,0.0,183.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,443.0,521.0,322.0,248.0,331.0,644.0,740.0
Inwestycje długoterminowe,122.0,122.0,122.0,0.0,0.0,225.0,225.0,229.0,229.0,301.0,301.0,63.0,0.0,4.0,9.0,68.0,68.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,192.0,192.0,193.0,439.0,438.0,1045.0,436.0,209.0,441.0,398.0,355.0,33.0,37.0,53.0,52.0,149.0,161.0,350.0,493.0,1269.0,2707.0,2585.0,2484.0,2462.0,2823.0,3495.0,3612.0,2693.0
Aktywa obrotowe,6314.0,8191.0,6822.0,14047.0,12370.0,10407.0,15696.0,13235.0,12610.0,11225.0,13009.0,35063.0,17433.0,19983.0,14594.0,19269.0,18120.0,17664.0,20976.0,43147.0,31160.0,31355.0,31310.0,57728.0,30067.0,29216.0,30786.0,54546.0
Zapasy,2091.0,1591.0,1953.0,97.0,1023.0,305.0,2686.0,125.0,620.0,145.0,1353.0,56.0,553.0,1483.0,858.0,1754.0,331.0,228.0,578.0,161.0,93.0,905.0,977.0,145.0,117.0,37.0,3924.0,2063.0
Należności krótkoterminowe,2117.0,4256.0,2404.0,10619.0,7275.0,6262.0,10839.0,7981.0,6158.0,6655.0,7369.0,12690.0,7719.0,9092.0,8216.0,9274.0,7867.0,7917.0,8931.0,26134.0,24845.0,6760.0,11765.0,11263.0,9958.0,7423.0,8039.0,24390.0
Inwestycje krótkoterminowe,739.0,158.0,290.0,2197.0,3296.0,3204.0,1181.0,2596.0,3032.0,1038.0,301.0,15541.0,1574.0,1249.0,652.0,5177.0,4725.0,2407.0,7218.0,10174.0,6002.0,22631.0,18255.0,32001.0,7947.0,9192.0,8848.0,16849.0
Środki pieniężne i inne aktywa pieniężne,739.0,158.0,290.0,2197.0,3276.0,3204.0,1181.0,2538.0,2925.0,1038.0,301.0,15541.0,1515.0,1191.0,593.0,5177.0,4725.0,2348.0,7159.0,10174.0,6002.0,6353.0,6176.0,32001.0,7947.0,9192.0,8848.0,16803.0
Pozostałe aktywa obrotowe,1367.0,2186.0,2175.0,1134.0,776.0,636.0,990.0,2533.0,2800.0,3387.0,3986.0,6776.0,7587.0,8159.0,4868.0,3064.0,5197.0,7112.0,4249.0,6678.0,220.0,1059.0,313.0,14319.0,12045.0,12564.0,9975.0,11244.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,7980.0,9716.0,8207.0,15602.0,13814.0,13197.0,17747.0,16707.0,16114.0,15151.0,16648.0,38326.0,23296.0,25903.0,24361.0,29594.0,27737.0,27815.0,30309.0,52881.0,43762.0,43975.0,46032.0,73084.0,47021.0,46705.0,48480.0,70929.0
Kapitał własny akcjonariuszy jednostki dominującej,3356.0,4421.0,4216.0,7472.0,7679.0,6592.0,7301.0,7397.0,5673.0,4848.0,5128.0,8087.0,8123.0,8370.0,8574.0,9963.0,13125.0,14714.0,16179.0,15939.0,13629.0,14040.0,14269.0,18329.0,17498.0,16617.0,15090.0,19951.0
Kapitał (fundusz) podstawowy,127.0,127.0,127.0,127.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,205.0,205.0,205.0,205.0,205.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,3841.0,3965.0,3965.0,3965.0,5199.0,7017.0,7017.0,7017.0,7017.0,7095.0,7095.0,7095.0,7095.0,7728.0,7728.0,7728.0,7728.0,8906.0,8906.0,8906.0,1182.0,1182.0,1182.0,2968.0,2968.0,2968.0,2968.0,2968.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-311.0,-506.0,-46.0,-17.0,111.0,134.0,188.0,207.0,339.0,517.0,645.0,970.0,1116.0,1067.0,1175.0,1347.0,1472.0,1740.0,1804.0,1933.0,2321.0
Zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0,177.0,653.0,833.0,1919.0,849.0,749.0,717.0,673.0,644.0
Z tytułu dostaw i usług,3848.0,4000.0,773.0,6322.0,2169.0,2391.0,5811.0,3520.0,2479.0,2980.0,4361.0,14296.0,3072.0,6090.0,3766.0,10585.0,4185.0,2297.0,4457.0,20184.0,25597.0,2372.0,6328.0,27634.0,22121.0,21254.0,24312.0,24436.0
Kredyty i pożyczki,0.0,2.0,1000.0,0.0,0.0,0.0,1.0,2990.0,2798.0,2706.0,1489.0,8540.0,3650.0,3502.0,3444.0,1690.0,0.0,293.0,0.0,0.0,1197.0,691.0,998.0,0.0,835.0,2526.0,2606.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,159.0,0.0,0.0,0.0,85.0,67.0,49.0,1512.0,1554.0,199.0,193.0,1009.0,1384.0,1201.0,1966.0,113.0,1725.0,1998.0,1975.0,276.0,502.0,475.0,447.0,514.0,399.0,311.0,230.0,558.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,379.0,1165.0,286.0,19.0,19.0,19.0,30.0
Zobowiązania krótkoterminowe,4247.0,4917.0,3611.0,8033.0,2605.0,3071.0,6924.0,8861.0,7419.0,6453.0,7520.0,25566.0,10482.0,11434.0,9846.0,13274.0,7959.0,6337.0,7779.0,25825.0,28413.0,27927.0,28497.0,52434.0,27034.0,27567.0,30784.0,48013.0
Inne zobowiązania krótkoterminowe,240.0,793.0,1838.0,1711.0,351.0,613.0,1063.0,839.0,588.0,568.0,1477.0,1721.0,2376.0,641.0,670.0,886.0,2049.0,1749.0,1347.0,5365.0,1117.0,24389.0,20724.0,24286.0,3679.0,3476.0,3636.0,23019.0
Rozliczenia międzyokresowe,377.0,378.0,380.0,97.0,3530.0,3534.0,3522.0,760.0,3528.0,3896.0,4017.0,4562.0,4557.0,5911.0,5734.0,5566.0,6136.0,6119.0,5381.0,9824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,7980.0,9716.0,8207.0,15602.0,13814.0,13197.0,17747.0,16707.0,16114.0,15151.0,16648.0,38326.0,23296.0,25903.0,24361.0,29594.0,27737.0,27815.0,30309.0,52881.0,43762.0,43975.0,46032.0,73084.0,47021.0,46705.0,48480.0,70929.0
Przepływy pieniężne z działalności operacyjnej,-266.0,-563.0,95.0,-390.0,2099.0,716.0,-2773.0,-1236.0,613.0,-170.0,643.0,6903.0,-7424.0,1182.0,-1211.0,9201.0,1443.0,-4121.0,5241.0,5493.0,-3827.0,1866.0,1413.0,28753.0,-22386.0,865.0,873.0,11298.0
Amortyzacja,144.0,141.0,140.0,152.0,121.0,125.0,117.0,125.0,110.0,137.0,139.0,268.0,336.0,474.0,548.0,704.0,698.0,700.0,809.0,997.0,518.0,665.0,770.0,957.0,1227.0,1287.0,1396.0,1434.0
Przepływy pieniężne z działalności inwestycyjnej,-5.0,0.0,0.0,-14.0,130.0,-839.0,-820.0,156.0,-93.0,-7.0,-8.0,-37.0,-2016.0,-54.0,-14.0,-1339.0,-178.0,31.0,-73.0,-812.0,-798.0,-840.0,-1730.0,-1843.0,-2286.0,-1070.0,-1154.0,-589.0
CAPEX (niematerialne i rzeczowe),5.0,0.0,0.0,14.0,10.0,215.0,819.0,89.0,45.0,42.0,8.0,5.0,2016.0,85.0,15.0,1307.0,202.0,0.0,74.0,828.0,800.0,842.0,2509.0,-9786.0,2380.0,1071.0,-155.0,1867.0
Przepływy pieniężne z działalności finansowej,-18.0,-18.0,0.0,2349.0,-1149.0,51.0,920.0,3085.0,-132.0,-1711.0,-1372.0,8374.0,-4585.0,-1453.0,628.0,-3279.0,-1717.0,1713.0,-356.0,-1658.0,453.0,-675.0,140.0,-1085.0,618.0,1450.0,-63.0,-2754.0
Emisja akcji,0.0,0.0,0.0,1130.0,169.0,41.0,0.0,-186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,-289.0,-581.0,95.0,1945.0,1080.0,-72.0,-2673.0,2005.0,388.0,-1888.0,-737.0,15240.0,-14025.0,-325.0,-597.0,4583.0,-452.0,-2377.0,4812.0,3023.0,-4172.0,351.0,-177.0,25825.0,-24054.0,1245.0,-344.0,7955.0
