,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Wartości niematerialne i prawne,,,,,-45.44,-29.4,-39.36,92.36,102.76,106.69,69.96,-47.28,-54.93,-74.34,12.93,18.83,38.3,209.46,-5.88,41.31,54.16,-7.78,6.47,0.58,18.05,39.76,31.87,-1.82,2.85,1.65,34.5,118.08,108.53,123.75,101.65,35.13,23.84,20.12,16.18,11.96,2.94,192.95,172.23,166.22,184.21,-8.3,-2.99,-0.84,-7.55,-6.46,-6.13,37.39,51.99,54.88,56.76,25.32,32.87,32.86,26.1,13.25,1.43,0.08,1.05,1.69,4.16,3.0,2.7,-1.58
Rzeczowe składniki majątku trwałego,,,,,26.11,16.09,7.4,3.57,-9.06,-10.72,-20.54,-19.55,-13.24,2.27,1.93,-15.47,-13.38,-19.12,-17.62,2.21,5.07,2.84,6.91,12.62,14.41,1.33,-3.71,-11.64,-10.44,5.36,14.05,34.03,25.33,16.75,22.79,11.87,16.4,19.91,8.69,7.74,3.25,30.4,34.38,38.97,45.79,20.71,20.15,14.21,336.84,275.3,269.86,266.09,-9.83,-11.39,-11.17,-13.37,-13.98,-10.53,-9.89,-7.52,-2.35,4.7,-2.17,33.59,53.34,47.4,67.0,31.91
Należności długoterminowe,,,,,-100.0,-100.0,-100.0,87.5,,,,-16.22,-16.66,-1.67,-52.72,547.7,560.07,544.46,8.93,-89.94,-89.53,-89.68,33.73,5.73,-0.06,-4.76,-4.76,-4.65,-4.65,0.0,0.0,1.56,1.56,2.56,2.56,-6.33,-6.33,-7.25,-7.25,4.92,4.86,8.54,5.84,0.88,0.94,-2.48,0.19,0.37,0.37,0.37,18.2,15.95,8.84,8.84,-7.75,-6.13,89.38,101.42,748.1,552.98,134.42,187.82,-15.39,-23.32,16.85,-10.17,-26.69,-17.06
Inwestycje długoterminowe,,,,,24.85,24.85,24.85,2.54,0.0,0.0,-0.76,-3.43,-3.43,-3.43,-2.69,64.4,-100.0,-100.0,-100.0,-100.0,,,,,-94.2,-82.22,-64.71,-76.32,-76.32,725.0,180.56,29288.89,29700.0,363.97,2353.96,151.46,135.42,128.19,26.99,11.46,14.59,-39.78,-45.31,-8.71,-15.95,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,2.67
Pozostałe aktywa trwałe,,,,,23.92,93.6,2.43,-27.03,-37.96,-50.57,-51.23,-99.16,28.23,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.0,2171.01,1709.07,570.22,311.52,31.31,-66.37,-47.97,-59.27,-61.57,49.42,8.04,42.37,212.28,231.68,222.09,290.42,96.78,75.68,5.67,-10.9,-18.57,-42.73
Aktywa obrotowe,,,,,30.65,30.6,42.94,41.74,36.11,25.03,16.27,-10.04,-15.89,-5.16,-1.24,2.05,17.33,12.49,12.3,19.23,16.25,13.39,5.96,-8.23,-12.98,-16.6,-11.18,-1.72,-2.58,-2.58,-2.19,-7.45,5.48,14.75,12.56,8.86,5.31,9.04,9.48,12.83,9.64,12.4,15.55,20.59,21.19,13.97,8.64,5.48,6.55,2.39,7.74,16.19,28.96,24.59,12.71,10.04,-8.63,-3.52,16.03,18.38,26.8,23.15,10.98,4.49,-0.43,7.75,14.68,11.94
Zapasy,,,,,50.75,37.7,55.88,69.09,60.96,38.23,30.52,-10.49,-15.41,-15.41,-12.66,-14.26,-0.04,7.43,18.46,31.0,17.9,12.22,-5.34,-10.93,-16.02,-14.37,-7.06,3.14,7.91,3.14,1.03,-8.54,7.85,16.55,18.44,20.07,5.98,6.84,13.4,1.96,5.55,15.41,19.77,31.94,31.27,10.87,5.24,6.26,3.84,12.6,14.04,18.74,20.45,9.1,2.11,-3.43,-13.1,-4.52,11.11,24.83,40.01,29.75,20.25,13.81,2.95,7.46,18.45,11.45
Należności krótkoterminowe,,,,,-9.54,219.4,-9.75,-15.77,-18.49,-65.95,-54.95,-50.19,-27.53,-8.44,-15.26,58.22,18.55,1.07,214.89,12.61,45.3,-4.6,-61.88,-43.21,-41.43,3.47,5.5,54.85,-52.37,-80.17,-81.01,-87.21,65.7,272.22,22.03,396.81,-30.71,42.08,15.17,-66.05,-38.87,-40.85,508.73,321.51,280.4,-10.76,-40.09,33.93,101.65,150.01,63.65,18.6,9.19,38.21,30.09,87.91,20.43,55.3,-18.44,-42.6,18.93,19.84,67.04,34.4,-30.62,-20.51,24.05,-2.64
Inwestycje krótkoterminowe,,,,,-16.22,-62.92,-38.63,-18.8,-22.61,88.11,36.56,3.2,-18.36,98.81,97.56,88.3,153.52,36.13,-26.38,-12.52,8.5,18.51,95.77,8.01,-0.07,-25.25,-24.33,-20.28,-29.46,-15.93,-6.1,7.76,-4.68,1.89,-9.57,-36.12,4.64,17.53,-9.69,93.92,31.76,3.5,-28.41,-24.23,-23.91,31.25,59.06,-4.16,12.55,-48.34,-42.52,-0.78,89.38,170.5,154.54,102.01,-2.41,-5.26,48.52,5.26,-10.06,-2.03,-32.04,-40.95,-13.21,9.64,-24.4,2.13
Środki pieniężne i inne aktywa pieniężne,,,,,-14.21,-61.62,-38.63,-18.8,-22.61,88.11,36.56,3.2,-18.36,98.81,97.56,88.3,153.52,-21.75,-26.38,-12.52,8.5,106.18,-19.45,-53.74,-0.33,-25.57,82.18,83.18,-30.44,-18.14,-9.24,-1.21,-7.8,-3.45,-12.15,-30.38,3.56,19.23,-10.32,86.93,27.96,-8.64,-59.73,-32.5,-37.73,28.09,96.6,1.02,39.67,-46.0,-34.22,-10.33,78.65,188.67,182.64,131.2,3.32,-15.37,61.82,3.65,-25.4,-1.92,-45.25,-49.88,-12.24,18.77,-41.29,-5.9
Pozostałe aktywa obrotowe,,,,,,,,-75.98,-86.33,-89.39,-95.67,-21.47,25.27,-35.62,-27.03,-31.45,-41.22,-44.23,-14.15,287.74,54.73,43.62,49.63,-45.51,0.14,15.64,8.99,-43.61,58.19,-6.16,-13.13,-20.81,-68.29,-29.29,-19.47,-17.25,15.87,5.61,-32.79,3.71,22.3,34.87,207.18,-100.0,17.5,11.75,-31.92,,84.94,92.17,65.93,-6.7,-99.77,-32.5,-22.58,4.83,231991.31,3.81,-0.96,-0.65,-75.39,59.48,35.66,45.9,2.7,269.87,542.78,924.73
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,30.27,29.47,40.41,40.93,35.44,24.21,15.55,-10.56,-15.72,-5.6,-1.73,2.88,17.32,13.2,12.11,18.0,15.27,12.42,5.99,-8.16,-12.91,-16.53,-11.14,-1.75,-2.61,-2.52,-2.11,-7.09,5.78,14.97,12.96,9.13,5.57,9.26,9.52,12.8,9.62,12.69,15.78,20.89,21.62,13.97,9.47,6.21,8.58,4.5,9.14,16.62,27.57,23.15,11.61,9.87,-8.4,-3.22,16.94,19.19,27.36,24.43,11.61,6.04,0.74,8.26,14.87,10.98
Kapitał własny akcjonariuszy jednostki dominującej,,,,,39.65,30.58,20.57,-1.82,-2.36,-4.38,-6.35,9.57,4.9,3.51,3.97,3.29,0.04,0.48,4.16,8.04,11.85,9.39,8.72,6.86,7.93,-0.16,-4.15,-4.03,-5.78,-1.94,-0.23,0.17,-1.55,-0.71,-1.38,2.92,4.13,2.33,3.21,5.19,4.89,3.44,4.45,7.83,9.85,4.57,4.12,4.41,10.82,5.05,8.42,3.6,-0.58,28.58,3.22,6.75,18.94,-4.96,17.31,7.17,4.88,8.04,4.83,13.93,11.71,9.28,10.06,2.56
Kapitał (fundusz) podstawowy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.45,0.63,0.29,0.29,0.29,0.15,0.12,0.12,0.12,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.39,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.71,0.71,0.71,0.71,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,36.11,42.61,42.61,42.61,42.61,2.74,2.74,2.74,2.74,10.58,10.58,10.58,10.58,2.57,2.57,2.57,2.79,6.74,6.74,6.83,6.65,0.16,0.16,0.09,0.08,0.04,0.04,0.01,-0.02,0.01,0.01,0.01,0.01,0.07,0.07,3.42,3.87,4.08,4.08,1.28,1.46,0.9,1.08,0.52,0.6,-0.65,-0.74,-0.36,-0.18,1.49,9.83,9.75,9.85,11.12,2.72,2.22,1.93,5.0,4.9,5.62,5.28,11.31,11.39,10.9
Udziały niekontrolujące,,,,,,,,,-10.13,-8.12,-9.15,-0.61,5.17,29.48,23.46,39.16,32.12,-436.89,-386.86,-530.69,-464.29,1.68,1.2,2.51,-0.32,-0.47,0.0,17.39,17.35,31.22,30.96,52.05,50.57,41.12,41.54,27.24,27.8,27.1,28.57,74.3,74.87,73.82,73.16,245.65,236.17,226.0,219.61,2.99,6.25,-55.56,-55.74,-50.72,-51.47,14.29,14.81,11.76,12.12,-100.0,32667.74,22868.42,86.49,,-99.36,-99.32,-15.94,-14.93,-24.62,38.98
Zobowiązania długoterminowe,,,,,93.97,98.49,291.16,40.1,42.61,40.89,21.63,-10.3,-26.07,-16.2,-3.59,-3.46,15.58,1.87,-8.34,-20.03,23.97,22.83,29.19,41.2,1.56,1.39,0.25,7.94,-6.32,-26.75,-26.5,-34.99,-31.99,16.43,15.42,36.05,-18.92,-39.12,-26.17,-24.72,4.5,16.39,-3.29,26.25,50.09,31.48,27.85,10.12,47.76,8.3,8.5,3.7,22.32,72.93,26.5,-8.1,-35.91,-21.63,12.16,21.27,17.1,-10.73,-13.62,-15.75,-16.05,-1.24,45.5,56.68
Z tytułu dostaw i usług,,,,,2.29,33.53,-0.86,20.21,13.35,19.17,22.46,-22.72,-40.77,-38.23,-19.77,18.07,85.72,86.11,58.78,48.17,4.06,-3.07,-8.27,-33.1,-28.44,-39.15,-24.43,6.7,25.4,22.51,12.93,-0.4,35.0,53.74,42.2,36.28,0.84,5.78,-9.34,14.79,16.73,8.96,27.38,24.11,5.79,5.63,8.97,18.86,31.4,29.49,24.37,-0.31,11.06,-16.53,-18.1,-0.64,-20.13,-9.17,15.2,7.96,39.91,55.97,31.44,18.12,5.72,9.64,18.84,18.82
Kredyty i pożyczki,,,,,-60.72,-83.66,8.52,68.92,142.63,390.74,62.15,114.71,72.82,148.15,33.22,-25.1,-50.65,-76.38,-52.16,-43.17,-92.89,-88.61,-100.0,-42.24,537.68,484.28,,-88.48,-100.0,-88.68,,583.67,,-100.0,-100.0,-100.0,15.38,,,,-100.0,-100.0,,,,,,0.0,,,,-99.97,-100.0,-100.0,-100.0,-100.0,,,,,,,6304.73,,353.8,-100.0,-100.0,-100.0
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,-97.46,-100.0,-90.05,-94.73,-11.76,,1812.78,3511.41,2529.5,3572.42,-100.0,-100.0,-100.0,20.0,,,,-58.33,-58.33,-58.33,-58.33,-100.0,-100.0,-100.0,-100.0,,,,,,-100.0,-100.0,10.0,10.0,,,-53.4,-53.57,-35.23,-36.26,-2.46,-2.1,-0.93,-21.74,0.0
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.19,-2.6,-0.28,14.52,21.15,-62.07,21.74,-64.77,20.35,-37.45,24.84,-14.06,3010.41,12378.99,2917.94,8360.68,5.85,-14.09,-8.49,-8.46,-16.96,-26.43,-20.59,-23.98,-24.88,5.58,-8.3,13.66,34.63,30.3,53.45,20.68
Inne zobowiązania długoterminowe,,,,,40.33,25.83,-15.85,-66.56,-67.9,-72.3,-74.62,2.14,-26.85,-60.28,-69.58,-22.25,172.13,526.69,1040.03,157.4,-8.75,-13.95,-7.12,-8.1,-18.88,-20.2,-26.77,-19.84,5.39,6.21,7.19,11.22,-0.43,6.22,-0.95,25.18,21.52,15.85,24.4,5.09,2.59,59.2,45.93,77.16,87.94,9.2,1.67,-7.29,8.95,3.79,4.83,-9.53,-13.03,12.44,26.46,50.82,83.42,29.69,39.5,9.17,9.42,25.38,12.37,-6.1,-19.52,-8.2,-3.19,20.98
Zobowiązania krótkoterminowe,,,,,-24.72,-13.32,4.52,174.21,157.78,91.95,69.41,-32.98,-34.6,-9.47,-8.93,8.47,55.94,46.53,45.84,69.17,13.99,9.53,-11.39,-45.48,-51.95,-49.42,-31.95,-7.45,12.9,30.62,25.2,12.15,74.51,42.35,36.02,1.64,20.31,49.76,40.4,65.19,17.2,19.72,32.73,35.27,25.72,16.49,8.84,6.42,-8.17,3.02,9.82,35.34,63.47,4.12,13.16,18.26,-15.41,7.65,17.62,26.49,53.22,49.77,24.13,7.24,-2.37,9.82,10.94,7.33
Inne zobowiązania krótkoterminowe,,,,,-25.67,22.31,10.34,507.93,518.69,161.46,151.62,-59.12,-60.73,-49.9,-25.81,28.88,162.02,255.25,140.82,55.68,16.04,15.34,-8.88,-27.01,-59.05,-56.22,-25.99,-4.07,25.84,6.75,-9.26,-30.21,40.56,106.95,94.97,47.96,35.04,37.43,38.2,56.05,51.36,47.75,53.23,59.13,45.12,26.93,14.82,10.22,-32.07,-26.26,-13.5,33.0,87.04,34.42,40.97,29.07,-16.09,7.67,14.57,43.39,78.72,56.63,25.02,1.38,-6.09,9.41,10.59,7.92
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,30.27,29.47,40.41,40.93,35.44,24.21,15.55,-10.56,-15.72,-5.6,-1.73,2.88,17.32,13.2,12.11,18.0,15.27,12.42,5.99,-8.16,-12.91,-16.53,-11.14,-1.75,-2.61,-2.52,-2.11,-7.09,5.78,14.97,12.96,9.13,5.57,9.26,9.52,12.8,9.62,12.69,15.78,20.89,21.62,13.97,9.47,6.21,8.58,4.5,9.14,16.62,27.57,23.15,11.61,9.87,-8.4,-3.22,16.94,19.19,27.36,24.43,11.61,6.04,0.74,8.26,14.87,10.98
Przepływy pieniężne z działalności operacyjnej,,,,,-110.73,-16.79,-138.39,68.96,-395.73,68.8,392.69,-54.49,68.92,180.04,-56.72,398.24,440.73,-561.94,-84.3,-79.33,-26.47,173.45,38.55,-148.66,-153.57,-100.28,236.63,-95.99,185.9,13168.5,-5.3,214.46,-529.62,-47.38,61.87,-253.18,242.57,103.14,-111.67,320.24,-11.53,234.26,-819.97,-54.44,-36.47,22.17,158.4,-129.25,-114.07,-19.46,-177.75,510.69,1169.8,-4.18,782.22,213.19,-42.86,-45.28,-18.0,-63.25,-0.61,17.63,-62.33,-89.77,226.95,107.16,-539.64,2963.26
Amortyzacja,,,,,15.2,-3.15,11.96,11.78,20.63,8.14,-5.9,-15.81,-10.63,-1.84,4.92,0.51,-2.59,-1.02,5.33,9.76,27.96,28.92,21.01,12.42,5.95,10.41,2.66,0.41,-6.79,-8.22,3.21,29.08,42.72,37.55,36.36,26.95,22.77,26.53,23.95,21.56,18.63,20.21,50.39,45.5,56.6,54.72,9.88,16.17,58.56,51.4,60.39,53.11,6.76,-1.85,-3.68,-6.59,-6.15,5.81,6.71,8.92,12.43,13.0,4.39,2.93,6.09,32.6,22.92,40.27
Przepływy pieniężne z działalności inwestycyjnej,,,,,5.96,19.86,34.55,-58.75,114.65,34.1,120.1,84.14,-375.68,-162.98,-584.94,508.45,773.53,-3.02,74.16,-199.66,-213.68,52.22,-136831.73,5738.41,14959.15,2.54,99.82,-98.92,-100.36,-242.24,-135.49,-6242.31,3605.19,22.85,-115.99,94.91,-104.49,-21.99,42.56,34.79,21.81,-9419.74,217.99,-1206.52,-39.88,97.94,-2076.91,78.24,-91.78,-48.03,88.22,-52.95,-20.8,67.67,-30.62,-489.34,-993.06,-911.85,-5.44,82.35,-428.32,42.23,147.22,-238.58,98.63,60.81,-174.31,59.83
CAPEX (niematerialne i rzeczowe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
