,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Koszty finansowe,,,,,741.28,-119.26,-84.02,-86.17,-36.31,192.5,1070.37,-11.8,-35.27,127.93,45.25,66.56,14.29,86.96,-16.99,-62.25,-68.75,-79.7,-79.0,-52.66,-36.3,21.88,55.0,55.06,0.0,-18.8,-4.03,72.46,424.42,33.68,31.09,-0.42,-66.96,34.65,3.21,-16.46,17.45,-16.37,24.84,-14.65,-13.14,57.34,21.39,61.54,117.76,-15.56,-49.59,-28.57,10.88,70.0,17.89,-1.54,35.42,114.86,182.76,302.08,14.29,7.2,60.24,8.29
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.37,,,,-125.0,,-100.0,100.0,100.0,,,,,,,,
Zysk z działalności gospodarczej,,,,,52.78,3.54,-10.08,297.08,-1.18,25.86,50.34,130.19,-4.7,-60.93,-120.7,-57.82,-77.32,-422.01,-193.59,-368.24,-74.97,102.87,113.48,130.12,307.69,554.04,46.29,-146.2,-419.68,-89.74,23.36,495.71,78.33,-762.04,-518.94,-102.35,-254.09,-280.84,73.73,-330.77,51.32,60.82,-128.42,-5.95,-124.04,-85.29,-0.95,-430.9,36.12,162.62,96.16,121.96,-0.47,23.42,-1.11,1313.25,177.32,-64.99,1073.63,-86.12,-318.27,306.54,38.49,688.08
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,52.78,3.54,-10.08,297.08,-1.18,25.86,50.34,130.19,-4.7,-60.93,-120.7,-57.82,-77.32,-422.01,-193.59,-368.24,-74.97,102.87,113.48,130.12,307.69,554.04,46.29,-146.2,-419.68,-89.74,23.36,495.71,78.33,-762.04,-518.94,-102.35,-254.09,-280.84,73.73,-330.77,51.32,60.82,-128.42,-5.95,-124.04,-85.29,-0.95,-430.9,36.12,162.62,96.16,121.96,-0.47,23.42,-1.11,1313.25,177.32,-64.99,1073.63,-86.12,-318.27,306.54,38.49,688.08
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,,,,,,,,
Zysk netto,,,,,26.33,-4.64,-25.71,1136.8,11.2,37.75,72.93,49.88,-6.2,-57.9,-120.87,-58.38,-76.3,-408.53,-193.68,-375.98,-75.26,102.49,108.63,127.15,320.42,497.41,87.92,-155.96,-431.83,-109.38,63.45,446.05,76.73,-832.31,-487.35,-185.11,-278.74,-555.78,67.02,79.95,37.74,78.33,-96.92,-10.43,-103.04,-137.86,31.69,-370.64,25.51,180.37,108.86,195.55,-1.89,-52.0,-695.16,256.12,111.34,23.29,190.65,-91.06,-994.21,76.49,45.14,612.05
Zysk netto akcjonariuszy jednostki dominującej,,,,,26.4,3.98,-22.58,770.36,8.79,39.81,65.78,70.74,-2.03,-53.32,-121.65,-57.17,-75.23,-388.5,-193.68,-375.98,-75.26,102.49,108.63,127.15,320.42,497.41,87.92,-155.96,-431.83,-109.38,63.45,446.05,76.73,-832.31,-487.35,-185.11,-278.74,-555.78,67.02,79.95,37.74,78.33,-96.92,-10.43,-103.04,-137.86,31.69,-370.64,25.51,180.37,108.86,195.55,-1.89,-52.0,-695.16,256.12,111.34,23.29,190.65,-91.06,-994.21,76.49,45.14,612.05
Aktywa trwałe,,,,,128.99,106.15,95.92,82.39,73.22,34.93,29.04,11.4,12.2,10.51,8.07,8.72,3.45,-0.98,-4.79,-9.52,-10.79,-9.19,-2.53,-8.61,-12.06,-8.11,-15.12,-6.11,2.87,2.22,4.62,1.07,-1.22,2.13,4.03,-4.08,-6.2,-10.12,-10.87,-2.9,-2.4,-1.7,-6.17,-5.19,-6.6,-19.57,-10.74,-12.2,-13.59,1.96,-10.75,-0.92,12.83,5.28,4.69,6.79,-4.72,-1.03,2.37,-6.8,-7.82,-9.69,-5.41,3.97
Wartości niematerialne i prawne,,,,,718.23,122.12,107.38,14.02,9.42,6.33,44.97,44.61,41.94,-2.28,-31.41,-35.03,-36.13,-4.66,-3.36,-3.88,-4.01,-10.27,-10.94,-13.48,-12.8,-11.8,-11.67,-2.55,2.64,17.37,15.22,16.95,13.29,1.62,5.04,-2.83,-2.27,-1.36,-0.74,-0.64,-1.42,-4.24,-9.37,-67.4,-69.41,-74.39,-71.97,-48.5,-53.02,-53.09,-100.0,-90.18,-94.76,-90.64,,-79.59,-63.64,-81.25,-84.0,-80.0,-100.0,-66.67,-75.0,-50.0
Rzeczowe składniki majątku trwałego,,,,,105.75,103.37,98.52,93.04,72.25,35.91,19.2,7.49,6.3,3.29,1.85,0.7,-1.76,-4.16,-5.21,-5.73,-5.89,-6.95,-6.61,-5.19,-4.15,-3.77,-3.63,-3.45,-1.51,1.22,1.17,0.35,-0.08,-0.48,3.18,2.71,1.08,-0.18,-2.74,-3.13,-2.67,-3.17,-6.7,-5.36,-6.72,-6.62,-5.32,1.69,1.29,0.14,-0.61,-8.19,1.9,1.66,2.74,-49.2,-53.31,-53.32,-54.4,-8.27,-10.28,-13.24,-8.87,-14.79
Należności długoterminowe,,,,,7.21,57.41,-23.73,-36.14,-2.17,-8.22,29.31,4.25,7.1,41.23,203.38,213.73,228.57,110.96,7.27,32.01,13.42,11.9,163.41,60.36,-63.22,-53.22,-77.62,-75.09,134.74,36.24,18.45,-70.95,-86.16,-80.68,-79.97,133.93,155.35,180.0,170.74,63.17,12.75,38.8,80.48,-9.01,73.99,57.54,146.2,-100.0,-100.0,-100.0,-100.0,,,,,,59.65,-7.77,12.94,-13.06,-39.99,-24.21,6.65,13.2
Inwestycje długoterminowe,,,,,,,,,,,,1.87,1.87,1.87,1.57,0.56,0.56,0.56,0.56,-45.8,-45.8,-45.8,-45.8,-100.0,-100.0,-99.48,-99.55,,,3537.5,4028.57,-4.04,-38.77,-3.78,-10.38,-3.16,0.0,-1.07,0.0,-1.45,0.0,-6.5,0.0,-0.74,0.0,73.36,-13.9,525.93,610.42,467.93,614.8,2.49,-20.82,-100.0,-100.0,655.37,797.94,,,-0.47,-0.47,-0.47,-0.47,11.45
Pozostałe aktywa trwałe,,,,,150.79,121.76,100.16,23.79,64.03,-13.33,11.46,21.03,35.24,95.28,78.97,112.2,44.7,3.21,-7.98,-21.29,-23.32,-8.59,-1.99,-20.97,-12.77,9.31,-6.4,12.97,2.21,-7.83,8.97,7.16,11.1,30.1,21.22,-40.16,-42.64,-54.2,-47.12,-12.38,-3.47,5.28,-13.02,53.7,28.63,-94.41,-50.03,-93.28,-97.89,71.16,-50.99,691.07,2175.96,322.55,-5.61,-3.46,2.03,45.02,124.34,-24.9,0.83,-27.45,-32.25,52.83
Aktywa obrotowe,,,,,185.22,87.96,106.83,31.54,30.28,51.7,15.48,0.78,-0.76,-31.81,-26.01,5.61,31.36,19.79,-16.95,-35.92,-53.28,-37.17,-16.16,3.19,12.39,38.75,20.27,3.08,-17.78,-27.91,-3.97,-4.66,29.07,11.56,-7.51,-25.39,-39.62,-38.49,-16.53,-19.47,52.5,18.48,19.26,24.79,-3.21,21.58,12.58,-1.23,-38.9,-35.62,-36.21,5.37,76.31,137.58,162.33,35.94,82.19,9.58,-25.09,-17.8,-50.7,-27.25,2.6,45.19
Zapasy,,,,,41.99,1.4,-1.7,7.77,-19.23,2.87,16.35,14.05,10.81,1.5,-22.56,-10.16,-29.16,-6.82,-22.45,-6.94,57.62,-8.16,22.42,-14.36,-59.12,-47.07,-47.8,-63.25,-19.07,-12.08,31.72,195.9,203.83,110.22,40.48,-26.15,-41.13,-36.29,-26.58,-14.87,-12.51,12.55,-27.71,-32.64,-28.64,-48.03,-33.96,-24.87,-35.93,49.92,34.25,21.98,-30.63,-15.56,-76.66,-75.35,-30.72,-10.89,192.71,-7.1,-47.22,-81.13,-78.71,-23.57
Należności krótkoterminowe,,,,,113.35,47.35,91.36,81.94,55.08,81.18,-2.57,0.62,-3.42,-22.46,12.16,29.59,85.75,19.28,-20.95,-43.48,-66.14,-43.77,-28.23,7.92,20.43,48.44,17.03,-6.01,-31.55,-39.24,5.77,9.27,54.11,33.25,-8.18,-42.65,-58.38,-51.95,-14.99,1.46,167.58,56.85,30.5,22.13,1.33,28.99,19.89,3.79,-49.14,-49.85,-52.02,-2.54,73.0,177.47,224.47,38.08,101.61,8.05,-27.72,-21.28,-64.94,-39.74,-9.7,27.31
Inwestycje krótkoterminowe,,,,,1834.52,2289.88,431.95,-35.23,-2.46,-10.69,72.05,0.75,5.64,-86.5,-98.5,-82.34,-99.24,53.2,401.79,96.08,5908.5,85.94,227.79,-27.48,20.0,26.81,73.73,195.06,30.71,55.04,-42.55,-76.17,-36.17,-70.36,-19.15,275.4,44.49,139.08,-22.36,-79.94,-85.27,-89.51,-41.67,121.46,-88.36,-52.11,-73.93,-36.91,1593.42,960.71,643.49,77.54,147.86,75.22,84.38,67.88,24.25,29.62,-12.85,-17.75,29.42,75.97,120.06,194.85
Środki pieniężne i inne aktywa pieniężne,,,,,2113.39,2385.06,446.6,-35.84,-2.46,-10.69,72.05,1.71,5.64,-86.5,-98.5,-82.34,-99.24,53.2,401.79,96.08,5908.5,85.94,227.79,-27.48,20.0,26.74,73.73,194.81,30.61,54.96,-42.55,-76.23,-36.12,-70.42,-19.15,276.35,44.49,139.52,-22.36,-80.01,-85.27,-89.63,-41.67,122.03,-88.36,-67.67,-74.45,-76.8,-5.7,139.29,84.96,-83.45,30.23,-2.69,100.63,1172.64,-97.5,-98.77,-98.7,-97.55,5871.43,62.5,442.42,127.27
Pozostałe aktywa obrotowe,,,,,173.47,-16.22,4.25,59.75,13.97,44.76,88.97,-30.48,-17.87,-42.06,-45.29,-2.01,6.83,-2.08,-9.04,-17.24,-14.18,5.07,-1.69,3.86,-2.11,-17.13,-1.08,-13.55,10.03,24.25,5.65,8.91,12.11,30.41,-16.36,-2.26,-8.74,-0.58,-7.38,-10.25,-13.64,-6.88,-6.24,0.0,11.49,-26.57,0.57,86.17,116.86,264.68,199.15,66.84,33.32,-47.87,-33.76,-34.01,9.15,-10.68,-11.23,137.88,44.75,-100.0,-100.0,-100.0
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,14.48,,,,-100.0,,,,,,,,,,,,,,,,0.0,0.0,-1.29,-1.29,-100.0,-100.0,-100.0,400.98,,,,-100.0,,,,,,,,,
Aktywa razem,,,,,166.62,93.44,103.47,43.23,42.48,46.32,19.51,3.89,3.72,-19.28,-15.09,6.59,20.93,11.37,-11.99,-27.47,-39.7,-27.08,-10.15,-1.52,0.83,17.71,3.33,-0.33,-9.26,-17.35,-0.59,-2.66,14.9,7.47,-2.74,-17.67,-26.19,-26.81,-14.03,-12.47,24.45,8.27,7.6,10.75,-4.57,2.69,3.25,-5.63,-28.97,-22.1,-27.4,3.02,46.03,75.3,95.29,25.48,50.16,6.58,-18.83,-14.44,-40.67,-22.64,0.3,31.48
Kapitał własny akcjonariuszy jednostki dominującej,,,,,201.11,174.56,140.15,27.02,27.88,27.57,28.84,28.57,27.08,19.26,8.47,4.36,1.64,-4.72,-7.7,-16.86,-17.62,-11.76,-7.15,2.76,3.21,1.7,2.08,-1.37,-4.91,-5.01,-4.45,1.02,3.65,3.25,-3.59,-11.28,-13.49,-18.62,-15.91,-13.31,-12.49,-7.09,-9.37,-9.55,-12.23,-25.8,-25.52,-30.07,-30.32,-11.05,-6.77,7.81,8.15,4.82,1.9,21.1,28.41,8.7,13.55,-9.19,-14.0,1.1,1.95,14.04
Kapitał (fundusz) podstawowy,,,,,49.68,49.68,50.85,0.78,0.78,0.78,0.77,0.77,0.77,1.54,0.76,0.76,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,7.53,7.53,0.0,-7.01,-7.01,-7.01,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,73.47,42.56,26.12,65.03,62.96,20.93,33.27,11.79,5.73,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,242.51,306.76,422.15,212.63,150.5,0.46,-17.92,-14.16,-6.1,20.86,13.76,33.91,11.53,-19.25,-30.53,-51.15,-52.22,-53.8,-38.09,-32.61,-15.27,32.08,9.65,-3.67,-19.2,-28.9,-15.0,22.93,19.96,50.66,20.46,-29.27,-29.03,-34.42,-23.93,-0.76,12.74,5.17,-8.87,49.68,28.88,-72.36,-47.12,-47.77,-45.11,120.53,1.18,-31.78,82.9,86.48,120.81,152.04,-11.17,-0.63,-5.7,-14.24,-17.58,4.09,8.3,55.01
Z tytułu dostaw i usług,,,,,111.6,52.07,78.25,73.1,43.81,67.46,41.65,-15.79,-25.47,-52.25,-54.13,7.81,61.89,18.64,0.42,-30.06,-57.56,-28.93,-5.05,4.34,11.39,61.83,-0.63,3.57,-9.14,-29.8,13.17,-5.19,35.91,-5.64,-29.83,-52.88,-66.97,-53.95,-1.23,4.77,242.79,61.03,51.86,70.01,-14.1,65.28,26.54,-9.76,-41.38,-49.91,-64.33,-30.15,99.73,287.46,458.56,127.05,127.21,1.84,-30.23,-35.94,-69.51,-54.75,-42.04,31.76
Kredyty i pożyczki,,,,,174.04,-51.15,7.95,-25.04,79.95,259.58,-76.59,-27.77,-19.15,-75.75,262.91,93.07,177.81,462.11,-60.61,-85.1,-90.39,-85.01,-100.0,-83.06,-100.0,158.15,,-100.0,,-52.24,-18.28,,,91.5,173.67,,91.73,2.5,-19.18,-39.2,71.45,39.62,17.74,-44.2,50.78,28.59,15.74,294.84,-34.13,-30.25,-31.91,6.0,25.06,10.01,45.93,-47.24,41.79,66.3,-19.51,24.35,-45.09,-8.97,110.73,27.76
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,41.99,42.65,19.08,-2.61,-22.65,-24.33,-30.41,-40.02,-49.1,-68.12,-80.28,-87.55,-95.73,-94.44,-93.6,-100.0,-100.0,-100.0,3650.0,,,,-66.67,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,8470.0,8600.0,13.26,42.84,72.11,74.94,73.02,33.47,-9.15,-17.35,-19.84,-17.63,-10.6,-6.52,-7.37
Inne zobowiązania długoterminowe,,,,,292.65,172.1,239.39,29.99,55.75,-48.54,-21.93,25.87,42.76,197.2,100.12,169.31,56.56,-2.99,-17.96,-48.46,-48.46,-39.72,-24.09,-16.35,-1.89,41.65,15.94,3.16,-15.11,-29.36,-13.64,25.78,22.55,54.02,20.46,-29.27,-29.03,-34.42,-23.93,-0.76,12.74,5.17,-8.87,49.68,28.88,-76.86,-51.88,-89.7,-73.93,28.97,-69.21,70.87,-28.0,-5.85,149.93,79.76,75.14,67.54,25.19,-19.52,-45.61,15.58,24.48,88.7
Zobowiązania krótkoterminowe,,,,,129.53,28.52,54.96,43.19,42.92,84.13,20.52,-12.6,-20.52,-56.65,-43.27,8.51,67.18,63.15,-13.49,-34.19,-61.63,-42.61,-7.83,-2.57,-0.42,49.48,4.75,1.59,-17.77,-33.54,11.03,-10.67,46.17,9.12,-5.14,-26.41,-51.61,-41.19,-8.28,-12.47,162.86,50.92,40.15,44.18,0.72,63.81,41.6,31.19,-25.06,-34.77,-40.88,2.18,79.23,147.21,180.64,22.97,70.18,6.21,-30.6,-18.01,-54.04,-35.23,-1.27,42.35
Inne zobowiązania krótkoterminowe,,,,,194.39,75.6,-22.52,-3.87,-16.62,41.38,173.06,86.16,43.06,-53.88,-83.46,-67.22,-62.31,-20.78,154.46,187.79,189.0,281.1,149.49,-19.18,-9.88,-77.43,-81.77,-9.58,-67.53,-15.78,129.97,-60.96,20.92,96.21,-13.82,39.58,-4.81,-42.88,-20.64,-40.84,-30.6,22.87,16.83,43.78,54.4,315.86,542.45,236.79,255.86,19.23,32.61,129.96,104.27,31.52,-24.43,-55.76,-52.28,-32.1,-50.49,58.76,106.82,79.34,227.33,87.18
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,166.62,93.44,103.47,43.23,42.48,46.32,19.51,3.89,3.72,-19.28,-15.09,6.59,20.93,11.37,-11.99,-27.47,-39.7,-27.08,-10.15,-1.52,0.83,17.71,3.33,-0.33,-9.26,-17.35,-0.59,-2.66,14.9,7.47,-2.74,-17.67,-26.19,-26.81,-14.03,-12.47,24.45,8.27,7.6,10.75,-4.57,2.69,3.25,-5.63,-28.97,-22.1,-27.4,3.02,46.03,75.3,95.29,25.48,50.16,6.58,-18.83,-14.44,-40.67,-22.64,0.3,31.48
Przepływy pieniężne z działalności operacyjnej,,,,,-34.84,1167.15,-332.09,-17.84,152.35,-225.65,494.29,-307.0,62.21,-81.53,-119.42,105.83,-553.26,139.44,378.05,709.21,120.02,-170.25,-72.47,-139.43,216.31,-276.19,123.33,397.24,-75.21,52.63,-139.9,-89.5,216.7,-81.66,114.2,1053.61,19.2,23.29,-1012.15,-82.77,-150.71,62.88,117.56,629.09,-427.02,93.11,30.92,-94.49,129.11,308.52,-1.69,-651.28,52.91,-1073.84,-92.57,289.43,-185.17,14.83,13308.54,-89.43,244.95,-27.56,-122.58,2164.81
Amortyzacja,,,,,-6.6,-26.98,-7.27,-18.04,19.33,5.33,3.39,6.59,5.61,21.99,24.48,18.37,8.85,3.72,0.97,-2.06,-3.66,-3.17,-5.08,-4.49,-4.08,-3.42,-5.49,-3.67,-6.45,-4.13,1.99,-8.99,-6.27,-12.46,-17.09,-8.88,-11.54,-8.44,-8.32,-4.41,3.59,5.37,10.65,-29.62,-2.55,-3.64,-7.31,65.03,28.46,24.95,-16.15,0.0,-13.56,-6.05,45.18,4.64,-9.95,-6.12,-13.27,-3.48,14.42,7.03,-14.03,-38.85
Przepływy pieniężne z działalności inwestycyjnej,,,,,-1.26,-43.18,-3.88,39.82,128.1,75.03,-16.4,64.19,-214.22,-77.2,82.03,59.55,63.52,116.57,73.7,181.11,1837.65,-99.32,-9.43,-225.57,-24.58,-1975.0,-84.48,-111.69,-177.38,-1381.33,-14.49,25.33,20.42,25.56,-382.04,81.12,71.28,68.56,72.23,-204.73,-41.62,23.46,113.72,35.03,113.98,-5.03,1317.78,-132.42,-2671.79,-132.54,-89.81,-125.4,-224.93,1035.6,283.08,73.03,-19.85,-60.94,751.81,143.96,-61.47,-220.72,-118.86,-3664.84
CAPEX (niematerialne i rzeczowe),,,,,-7.25,279.14,6.71,65.05,-35.25,-75.87,20.0,-63.95,28.93,-29.04,-82.71,-65.97,-83.75,-76.15,-73.99,-50.53,-43.48,-78.23,68.81,127.47,700.0,97.1,35.87,63.77,112.02,841.18,-28.0,2.65,-20.18,-42.11,607.22,-71.83,-56.68,-61.81,-70.93,90.84,13.11,-21.55,-7.3,-33.61,-69.86,-0.45,-97.96,-107.86,-98.08,-93.67,-28.57,2544.0,-100.0,-100.0,-100.0,-100.0,,,,,,-83.14,7.42,161.64
Przepływy pieniężne z działalności finansowej,,,,,-157.49,397.15,895.76,-98.56,-20.26,-127.69,-131.56,-408.54,-89.5,1.47,3.87,0.0,-18.71,-13.86,-66.01,42.97,48.54,55.9,-69.82,86.87,99.81,96.6,44.41,-264.38,100.0,-13437.5,435.86,-1373.68,,286.75,-39.31,53.85,-279.23,-45.69,-53.04,-72.42,157.65,-24.35,-82.64,-119.85,257.09,-73.71,-637.7,110.06,-148.26,31.35,54.32,445.51,31.16,-204.7,351.86,-247.72,329.61,311.15,-939.7,85.67,-114.12,343.03,123.29,-930.99
Emisja akcji,,,,,,,,-99.85,,,,0.0,,,,0.0,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.48,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,-83.34,
