,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Środki pieniężne i inne aktywa pieniężne,,,,,1.77,143.77,11.3,-67.69,-80.96,-91.24,-71.83,-54.73,549.41,339.1,-17.68,15.43,-79.17,-97.27,569.02,18.11,-75.02,7913.11,-12.06,-16.59,29.72,-83.49,-76.76,-84.17,-73.23,-15.24,-16.67,808.93,275.96,283.33,512.81,356.91,1310.1,153.24,38.88,-33.52,-51.93,-14.5,-1.99,53.0,39.56,20.05,-33.48,-36.68,8.04,70.3,148.24,80.46,-7.98,-60.92,-64.76,-85.66,-85.96
Pozostałe aktywa obrotowe,,,,,161.58,-8.54,-51.98,-49.83,-47.59,-20.46,43.04,175.41,163.3,126.76,72.05,138.36,22.39,33.56,114.62,-94.44,-66.1,-74.5,-94.34,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,-4.6,,,,-56.63
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,
Aktywa razem,,,,,134.51,160.62,125.6,77.45,7.49,11.17,30.71,26.6,22.36,19.6,-1.31,-6.06,-10.96,-10.0,-3.9,-26.68,-24.22,-31.41,-25.44,-13.49,-20.49,-8.02,-28.78,-20.62,-15.99,-17.26,-1.13,1.44,8.76,14.02,4.44,5.9,-6.83,-22.34,-31.27,-35.95,-34.61,-29.29,-18.36,-10.66,2.33,12.18,20.88,14.19,3.58,-27.05,-59.01,-65.41,-60.68,-51.89,-20.46,-18.55,-21.52
Kapitał własny akcjonariuszy jednostki dominującej,,,,,231.85,187.23,246.48,192.05,23.81,16.6,11.72,9.25,-6.85,-2.57,-2.27,-4.27,0.32,-5.29,-13.23,-52.98,-65.77,-56.83,-41.94,10.99,38.55,20.64,-81.22,-84.43,-108.87,-104.74,-151.59,-190.35,-156.24,-438.14,-220.54,-159.41,-132.77,-138.71,-37.95,-23.54,25.4,39.45,18.46,14.98,-16.91,-11.39,-33.4,-8.75,26.53,26.71,49.43,34.28,57.06,49.54,26.24,245.01,366.73
Kapitał (fundusz) podstawowy,,,,,39.84,39.84,39.84,39.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,496.51,496.51,368.81,368.81,27.07,27.07,14.73,14.6,-42.63,-42.63,-50.0,-49.94,-10.61,0.0,0.0,0.0,11.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,939.27,1174.05,978.74,1166.12,6.58,23.31,48.87,41.68,-3.49,0.58,-5.25,-5.66,-9.6,34.57,8.92,-12.83,-47.23,-68.91,-83.79,-53.04,-35.5,-22.47,55.46,-40.54,-2.11,-6.51,-5.13,-0.33,-95.11,-94.55,-99.24,-99.27,-28.93,-35.74,1158.95,1447.92,7.44,1398.23,420.82,411.17,1394.5,-1.66,3.07,-24.53,84.26,-23.85,-28.96,-32.78,-71.58,-26.03,-17.69,-99.2,-99.51
Z tytułu dostaw i usług,,,,,-4.6,-35.45,-2.62,-13.09,57.36,78.1,0.99,143.63,22.42,96.78,33.66,-45.65,-23.41,-35.98,20.25,-12.88,-8.47,-25.56,-1.32,17.51,-15.83,2.45,-33.78,-27.49,-3.58,-1.2,6.94,1.03,19.05,21.88,24.31,19.15,-6.53,-19.62,-17.83,-15.5,-7.48,4.54,12.07,10.19,24.58,22.21,-3.35,1.27,-5.72,-10.47,-24.81,-31.06,-37.07,-37.21,-17.05,-92.45,-88.73
Kredyty i pożyczki,,,,,85.11,179.1,174.44,45.79,83.02,55.05,26.98,10.23,68.25,62.68,79.52,65.64,12.54,-50.81,-33.22,-79.71,-46.41,47.23,43.35,183.59,50.09,3.71,-8.24,69.92,8.31,8.87,9.58,10.51,35.85,32.51,34.72,32.45,-21.44,-19.83,-22.41,-24.99,-15.62,-33.55,-36.54,-31.41,-18.15,-3.3,-4.74,-27.79,-67.18,-93.68,-92.31,-90.78,-82.84,-47.49,-68.37,-100.0,-100.0
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,108.57,186.08,41.94,29.96,1549.86,1230.97,1646.88,1806.23,1.48,0.7,-2.28,-1.86,-97.02,-97.95,-98.44,-99.65,-97.25,-100.0,-71.28,19.05,-100.0,,-100.0,-100.0,,,,,244.83,200.0,27.27,16.04,-14.0,0.0,-20.24,-40.65,-17.44,-39.08,-26.87,165.75,161.97,373.58,387.76,-57.73,-58.06
Inne zobowiązania długoterminowe,,,,,-44.67,3.5,-49.66,-57.73,315.57,-99.62,310.36,293.55,-24.56,161400.0,-53.68,-4.37,130.46,-89.6,-86.49,-91.86,-96.99,773.21,2828.07,1922.81,-66.04,-62.24,-99.7,-99.57,1666.67,-65.52,5340.0,18440.0,72.01,222.51,-95.22,-97.73,-23.58,-31.66,8315.38,5452.38,-54.78,66.75,-85.19,-86.62,-48.68,-86.89,-50.0,-62.18,-28.87,-32.61,-45.68,-13.56,-36.23,-38.71,-20.45,-39.22,-56.82
Zobowiązania krótkoterminowe,,,,,25.77,66.55,20.19,-7.67,6.92,3.43,56.5,44.13,73.93,69.32,2.02,-7.58,-18.03,-32.62,-4.79,-17.35,16.0,23.41,26.27,5.65,-29.46,-13.3,-20.05,13.48,19.07,16.76,10.52,13.11,30.27,38.49,27.24,29.1,1.64,-11.76,-26.41,-31.56,-33.53,-37.62,-25.1,-19.55,-5.11,13.57,24.96,17.95,-10.95,-27.3,-59.86,-62.77,-57.65,-54.07,-22.25,-73.97,-64.23
Inne zobowiązania krótkoterminowe,,,,,45.76,343.65,-12.08,-31.55,-82.4,-76.78,190.55,-73.3,545.84,-23.9,-63.66,169.87,-76.03,55.18,-21.56,109.54,575.81,198.54,94.0,-59.96,-70.95,-32.64,5.9,112.17,96.62,69.1,16.25,32.15,33.09,65.21,18.9,33.68,44.44,4.35,-42.38,-54.36,-63.83,-66.73,-53.51,-37.78,-23.57,30.05,220.09,180.41,94.31,38.4,-66.94,-75.94,-73.52,-74.59,-27.33,-16.19,12.09
Rozliczenia międzyokresowe,,,,,108.97,128.12,69.82,25.95,-100.0,-24.13,-100.0,-100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,134.51,160.62,125.6,77.45,7.49,11.17,30.71,26.6,22.36,19.6,-1.31,-6.06,-10.96,-10.0,-3.9,-26.68,-24.22,-31.41,-25.44,-13.49,-20.49,-8.02,-28.78,-20.62,-15.99,-17.26,-1.13,1.44,8.76,14.02,4.44,5.9,-6.83,-22.34,-31.27,-35.95,-34.61,-29.29,-18.36,-10.66,2.33,12.18,20.88,14.19,3.58,-27.05,-59.01,-65.41,-60.68,-51.89,-20.46,-18.55,-21.52
Przepływy pieniężne z działalności operacyjnej,,,,,-313.22,120.37,-199.92,-210.34,166.3,-368.67,-89.33,46.09,-0.14,-364.45,242.8,83.2,-81.89,84.55,89.61,2297.02,-370.02,147.02,-65.13,-74.01,112.0,-57.23,-87.2,-108.08,-56.54,78.94,34.52,493.84,-512.39,157.7,331.22,133.8,218.31,-316.32,-128.83,-155.45,-104.05,81.92,-141.49,36.65,483.58,91.4,-61.06,-4.26,-48.64,25929.85,-872.65,96.87,-100.0,-101.35,88.47,-4180.56,
Amortyzacja,,,,,-52.11,5.15,8.6,13.98,7.84,11.76,254.46,123.58,30.0,101.75,-35.2,0.42,66.43,0.87,15.52,14.29,13.87,1253.02,250.0,-1309.93,-8.12,-93.06,-78.25,105.8,-39.76,-30.28,-75.49,27.75,398.0,90.13,502.0,20.49,-61.04,-7.61,-10.96,-8.84,-8.59,-16.1,-21.64,-24.63,-24.44,-72.77,-71.43,-73.76,-72.64,-26.23,-23.33,-15.09,-16.36,0.0,0.0,0.0,-10.87
Przepływy pieniężne z działalności inwestycyjnej,,,,,31198.56,-167.15,79.79,395.24,-120.59,42.39,22400.0,-315.59,103.2,64.15,-289.33,99.5,1595.44,-515.79,99.95,233200.0,501.01,46.15,8175.0,-192.3,-88.12,63.49,-55.42,103.58,-100.7,508.7,-81.94,-112.34,11137.5,351.06,84.62,163.16,475.65,-96.93,-127.08,18491.67,-55.72,15523.08,16753.85,-103.32,-98.5,-16.0,-85.36,9850.0,5334.65,-100.0,-87.38,-100.0,-100.0,,-100.0,,
CAPEX (niematerialne i rzeczowe),,,,,541512.5,,750.0,134.78,-88.76,-49.52,-73.53,-99.38,-97.25,-64.15,3088.89,35200.0,1232.09,621.05,-9.41,104.25,-31.15,-54.01,1103.08,297.78,166.07,47.62,-102.59,-97.14,-94.53,-100.0,100.0,-100.0,-89.39,,,,200.0,,,,494.74,15523.08,16753.85,-251.02,-100.0,-89.86,-99.26,222.97,,-100.0,-100.0,-100.0,-100.0,,,,
Przepływy pieniężne z działalności finansowej,,,,,297.16,-217.6,-65.81,10.44,-106.88,139.21,13.26,-32.6,34.23,161.2,283.99,-75.81,-97.5,-125.22,-138.12,-2062.42,-131.28,431.62,-270.95,89.69,67.03,-109.77,90.88,80.41,93.91,-3.17,0.76,-2.51,-625.82,-47.31,89.59,11.61,-543.89,84.2,-490.24,-307.37,53.16,-862.64,-276.45,240.1,99.07,-153.77,-58.84,-319.18,-3687.5,-515.97,81.34,87.92,87.74,95.26,5.56,-10.98,98.08
Emisja akcji,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,63.28,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,244.34,48.11,-10855.17,-114.15,-100.16,63.79,107.49,133.8,7398.62,-630.79,-781.51,143.23,-87.54,62.99,415.47,-701.28,570.58,240.52,-135.9,9.97,-103.22,-99.38,101.52,73.66,114.04,1486.67,-64.29,225.08,-1962.5,286.55,16270.0,226.29,643.76,-338.42,-144.29,-147.02,-83.58,108.57,116.41,201.72,-54.59,-255.32,-2585.71,-51.08,1058.94,718.66,-508.86,-208.81,-107.43,-146.44,87.2,-219.22,1479.23
