,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Rzeczowe składniki majątku trwałego,,,,,106.24,420.53,334.93,187.67,153.08,-15.59,-18.92,2.32,-2.43,-0.07,-4.35,-13.11,-12.86,-13.38,-13.89,-13.18,-9.72,-10.65,-11.22,-12.1,-9.71,-9.28,-7.09,1.77,-4.23,-5.29,-4.45,-17.0,-10.08,9.49,14.73,26.36,15.79,86.72,75.48,72.24,70.3,-12.21,-16.49,-22.77,-24.78,-30.55,-24.07,-12.18,-13.92,-8.37,-18.42,-13.24,-13.92,-20.35,48.98,28.8,32.95
Należności długoterminowe,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-41.67,-83.33,1341.67,-83.33,2571.43,40800.0,3.47,18400.0,-2.67,-77.75,5.59,63.24,67.58,67.58,69.84,-16.23,-42.62,-41.64,-42.68,-28.85,3.43,1.69,5.43,2.22,-0.55,6.08,-3.09,3.8,8.33,2.08,1.6,2.62,-0.51,-2.55,4.19,5.1,-100.0,-99.48,-99.5,-99.51,,-100.0
Inwestycje długoterminowe,,,,,,,,,-30.0,-31.82,,0.0,47.62,47.62,-0.95,807.62,24925.16,27256.77,39393.27,342.71,-91.02,-91.17,-92.93,-13.51,164.05,69.99,105.75,-100.0,-100.0,-100.0,-5.36,,,,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,
Pozostałe aktywa trwałe,,,,,-55.3,75.56,57.78,2.56,50.85,-54.43,-47.89,158.75,13.48,1983.33,1110.81,1991.79,844.55,124.67,377.46,-98.45,-86.58,-64.09,-57.6,407.46,-100.0,24.79,28.67,158.24,,72.72,9.6,-5.47,20.05,16.03,22.28,-8.07,285.6,49.83,-51.21,210.75,-72.18,17.87,104.33,-34.08,-2.21,-25.75,28.35,95.27,3403.41,65.42,1076.01,16.55,-93.57,121.33,-67.22,125.11,130.09
Aktywa obrotowe,,,,,109.42,372.13,293.14,199.88,98.62,-31.45,-30.76,9.39,-2.11,54.92,35.88,58.36,66.05,1.16,10.39,-14.05,-18.85,26.64,-6.71,-0.26,6.85,-20.63,1.18,-10.22,-19.79,-16.3,-12.45,-18.27,-9.09,23.78,27.29,26.17,33.03,4.83,41.49,46.78,51.08,43.98,20.46,11.61,8.52,17.9,18.04,41.79,46.93,45.29,23.01,31.26,11.48,7.69,28.83,17.0,27.38
Zapasy,,,,,-39.02,-7.81,4.23,804.26,936.0,840.68,714.86,152.71,113.9,45.05,16.58,-40.04,-44.86,33.29,-6.69,90.84,238.79,46.13,22.41,-84.13,-90.72,-87.05,-77.21,3569.23,3790.62,2792.12,1565.57,-26.86,-19.08,-88.35,-77.79,-77.95,-82.76,840.06,1958.64,510.83,551.34,15.97,-55.19,27.68,65.21,48.45,79.04,-3.89,-26.08,-32.41,-34.05,61.34,99.2,66.33,35.84,-20.84,-39.06
Należności krótkoterminowe,,,,,84.72,51.48,47.07,102.59,55.2,31.71,49.95,62.02,30.68,108.55,14.97,25.54,18.08,-19.17,16.71,-27.62,-30.25,-5.2,4.59,18.16,-4.54,-12.56,-15.15,-2.23,28.14,25.39,22.0,0.18,-5.26,29.34,33.36,21.98,28.28,7.79,19.79,64.84,80.35,36.02,41.9,3.72,-8.62,9.81,1.35,21.58,32.9,41.72,31.54,25.95,8.86,-2.79,12.69,9.5,31.88
Inwestycje krótkoterminowe,,,,,303.02,8887.97,2055.24,1117.02,1144.29,-63.13,-78.48,-52.83,-67.36,-2.74,175.31,106.13,319.71,50.56,1.01,75.38,41.69,102.23,-14.1,-17.36,26.47,-26.65,30.49,-49.33,-79.69,-76.2,-65.68,-61.76,-16.72,105.77,48.41,173.73,47.09,-59.22,-26.06,-58.72,-25.53,149.49,50.3,88.21,153.57,43.61,87.58,234.92,165.05,110.02,29.99,34.33,0.23,21.63,80.54,50.53,43.88
Środki pieniężne i inne aktywa pieniężne,,,,,129.06,8753.87,2055.24,1780.31,2089.29,-62.58,-78.48,-54.59,-69.49,-5.25,170.61,110.29,264.76,19.47,-1.32,49.27,30.73,104.06,-33.13,-67.87,7.8,-39.25,-2.85,25.57,-78.21,-69.37,-47.63,-63.85,-1.21,-1.01,74.78,41.4,80.86,1.91,-26.06,5.0,-25.53,149.49,50.3,88.21,153.57,40.26,83.82,234.92,165.05,115.05,31.95,34.33,0.23,-0.79,42.94,-39.61,-70.22
Pozostałe aktywa obrotowe,,,,,294.9,162.01,183.81,20.5,-26.13,22.61,56.51,7.24,-4.77,-45.18,-62.82,313.84,287.35,110.0,26.7,-99.98,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,162.57,-86.97,31.31,-55.54,0.0,-25.02,-46.24,-22.93,-50.05,-50.0,-64.55,-83.83,124.15,-100.0,-100.0,-100.0,-100.0,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,74.6,187.06,153.47,143.39,96.63,-2.01,-2.44,4.33,-2.19,22.26,13.4,80.57,105.12,67.31,76.52,-28.82,-36.18,-23.63,-35.51,0.05,19.45,22.65,43.01,33.99,11.53,-4.1,-1.97,-5.44,-2.8,61.74,64.5,68.71,71.62,3.92,11.33,7.94,7.36,7.16,3.72,2.45,1.77,3.03,2.44,13.63,16.93,17.79,12.46,13.21,7.07,12.41,21.37,17.21,21.18
Kapitał własny akcjonariuszy jednostki dominującej,,,,,78.87,293.53,251.78,202.78,182.96,-2.11,-1.16,-1.26,-8.59,2.77,2.86,13.17,80.32,79.05,70.85,0.84,-30.36,-41.34,-37.16,-4.11,-3.16,-5.69,-7.72,-6.86,-10.38,-17.67,-15.71,-10.45,-8.78,70.63,49.74,33.38,34.19,-2.55,6.33,12.71,12.44,17.58,21.4,30.91,33.22,40.1,42.98,43.62,44.3,30.95,25.82,21.38,20.35,21.71,22.82,19.06,20.06
Kapitał (fundusz) podstawowy,,,,,0.0,40.53,40.53,40.53,40.53,0.0,0.0,0.0,0.0,0.0,0.0,-0.36,42.9,42.9,42.9,43.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,-476.12,-196.92,-37.86,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,,,,,29.67,29.67,-9.5,-30.21,-22.88,-22.88,-22.88,7.89,317.68,317.68,317.68,287.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,,,,13.69,10.46,31.4,29.55,-17.54,-34.5,-61.04,-84.96,-170.95,-149.18,-100.0,-100.0,67.34,100.0,,,-240.41,,,100.0,100.0,,,,,,,,,,,837.62,-89.93,-89.67,-91.05,-92.19,-55.67,-100.0,-100.0,-100.0,-100.0,,,,,,,,,
Zobowiązania długoterminowe,,,,,-79.23,5275.0,10925.0,65.06,83.4,168.37,49.21,53.15,69.98,67.59,106.38,2299.56,213.38,266.8,176.36,-93.96,-47.87,-83.65,-78.92,28.3,123.05,5512.07,4618.46,2432.41,1043.37,-26.44,-64.09,-55.23,-37.76,191.8,460.48,472.44,328.76,-21.76,-30.02,-39.56,-47.62,32.4,40.52,11.16,12.1,-59.07,-61.01,-51.64,-53.22,-53.71,-50.04,-48.87,-61.45,115.65,73.23,89.95,158.26
Z tytułu dostaw i usług,,,,,60.01,49.01,-38.86,10.15,-40.18,-17.28,-29.29,58.18,51.96,88.47,129.3,320.98,175.24,38.82,90.29,-46.48,-39.21,7.26,-1.21,20.3,29.83,-8.47,-11.92,-0.71,-1.36,6.34,18.13,-3.44,-15.24,21.54,80.78,54.87,79.22,27.17,39.41,46.26,55.58,41.47,-3.32,-0.53,-7.61,2.82,16.95,15.2,11.49,10.6,-12.94,0.0,-20.95,-20.69,22.73,14.25,30.81
Kredyty i pożyczki,,,,,395.55,88.37,-82.15,-92.77,-100.0,346.3,7.69,33.58,,43.15,536.9,3748.09,269.8,99.81,178.41,-42.22,-90.24,-79.5,-89.36,-100.0,-100.0,-100.0,-100.0,,,,,,,121.95,-10.35,-23.73,-44.98,400.2,273.5,240.05,266.53,-73.62,-78.12,-78.3,-80.57,87.78,-20.14,-27.65,-30.41,-9.19,103.74,195.74,185.81,-92.66,-99.97,-99.98,-100.0
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,270.59,60.47,3257.14,80.3,92.06,84.78,5.11,27.31,9.92,-39.61,-56.28,-73.93,-81.2,-87.66,-61.11,-53.16,98.0,668.42,142.86,170.27,61.62,10.27,57.84,149.0,125.0,62.11,66.46,-15.66,8.61,-12.64,-62.69,158.57,-94.37,619.3,1640.0,246.22,9068.18,-96.65,16.67,2.61,-2.88,3556.36,-16.6,-15.97,-26.03,-30.98,-21.5,-9.69,-21.12,-26.87,219.41,-13.8,15.22
Inne zobowiązania długoterminowe,,,,,37.5,500.0,125.0,928.57,1227.27,1333.33,5222.22,762.5,406.85,181.1,174.32,358.13,191.62,204.96,142.47,-71.6,-65.99,-96.37,-89.42,-83.54,-32.29,9491.59,2869.73,7490.98,1934.0,-89.85,-90.45,-85.7,-86.01,1557.39,1716.95,1601.66,1991.23,50.76,50.58,-21.96,-41.93,-32.13,-39.6,-18.11,-24.39,-25.82,-20.72,-28.45,-33.35,-31.35,-27.65,-21.29,-29.05,198.88,145.96,145.77,259.23
Zobowiązania krótkoterminowe,,,,,83.14,-0.74,-41.52,-23.71,-47.94,-7.23,-23.79,71.47,56.05,163.64,168.29,408.14,243.11,28.16,98.09,-53.01,-52.54,52.11,-18.92,14.34,107.91,-8.7,35.06,26.65,-19.95,35.11,126.96,54.54,46.45,-4.84,-15.84,-7.51,8.05,48.19,83.67,86.68,96.27,-21.41,-34.92,-32.21,-33.59,17.83,10.74,15.25,18.39,22.3,9.42,17.44,-3.36,-23.73,6.55,-0.21,7.56
Inne zobowiązania krótkoterminowe,,,,,-41.22,-94.99,-79.25,-52.05,285.42,97.5,278.18,254.27,-59.28,2301.27,819.23,523.21,3495.13,1.85,96.18,-82.73,-80.96,194.19,-39.75,238.97,1001.23,-7.32,378.98,123.82,-44.9,47.29,169.32,37.54,-13.48,-32.24,-71.48,-66.98,-21.96,-33.33,6.13,-2.67,-6.47,-37.56,-19.45,5.63,37.31,6.39,17.35,84.04,113.02,138.37,70.64,9.08,-5.45,11.16,34.72,82.63,45.54
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,74.6,187.06,153.47,143.39,96.63,-2.01,-2.44,4.33,-2.19,22.26,13.4,80.57,105.12,67.31,76.52,-28.82,-36.18,-23.63,-35.51,0.05,19.45,22.65,43.01,33.99,11.53,-4.1,-1.97,-5.44,-2.8,61.74,64.5,68.71,71.62,3.92,11.33,7.94,7.36,7.16,3.72,2.45,1.77,3.03,2.44,13.63,16.93,17.79,12.46,13.21,7.07,12.41,21.37,17.21,21.18
Przepływy pieniężne z działalności operacyjnej,,,,,-63.9,-109.13,33.86,-1282.02,-626.12,3479.07,-202.21,181.82,326.19,-48.64,535.4,1296.73,29.63,53.97,31.2,-129.62,-0.18,-3.96,-39.0,34.44,91.48,-31.14,-94.07,157.04,-155.91,-32.52,670.0,71.77,117.72,-44.12,209.58,-88.39,721.29,120.28,-61.63,445.15,-56.28,64.63,-164.55,406.61,250.98,62.07,463.18,-14.48,29.82,-102.57,-95.11,-12.79,-70.03,5014.81,1559.76,-3.71,-108.85
Amortyzacja,,,,,14.51,3.37,24.06,95.19,99.55,144.07,105.92,41.29,29.78,1.64,3.67,23.45,86.95,100.78,99.71,37.99,-8.79,-2.95,0.56,289.21,129.06,111.54,92.66,-44.59,-2.88,-23.56,-10.75,6.41,6.29,39.81,84.85,71.36,67.71,68.62,16.18,10.05,12.63,8.88,6.25,-0.55,9.69,4.12,6.96,9.49,0.79,2.1,-3.85,2.68,3.83,-0.83,3.8,-7.09,-4.65
Przepływy pieniężne z działalności inwestycyjnej,,,,,-118.68,15.67,-113.5,-658.46,62.39,-16.64,65.46,89.22,31.84,85.9,64.52,-2473.63,-1115.3,-3193.49,-1643.15,147.42,10.84,74.44,27.01,-83.18,230.38,101.4,-65.27,-71.47,-127.94,1948.98,93.84,-105.17,-718.13,-3289.44,-1058.88,-13014.29,79.7,99.68,97.53,68.79,26.5,41.58,-54.89,-2.33,-13.32,-800.0,-52.63,-94.43,29.46,20.34,57.01,7.43,-41.35,-2314.42,-1070.59,-747.66,-495.74
CAPEX (niematerialne i rzeczowe),,,,,84.38,183.48,458.26,690.41,-47.76,11.69,-75.35,-83.38,-44.83,-86.45,-54.83,2208.16,1177.81,2983.57,1043.27,-136.75,-54.92,-73.64,-0.79,19.79,-95.45,-97.29,-92.99,100.96,1487.91,-10.64,-46.73,-60.38,26.09,590.48,-55.08,2297.62,31.72,-82.59,73.58,73.49,-26.5,-41.58,54.89,0.69,13.32,88.14,55.79,95.79,-6.8,309.01,-57.88,-5.6,8.11,293.39,-48.66,-96.28,19.91
Przepływy pieniężne z działalności finansowej,,,,,544.39,5322.97,270.11,-4684.11,-133.7,-144.38,-124.93,100.02,-1904.56,98.94,-788.82,15866.67,99.42,319.15,22.96,-193.99,-9947.22,-176.7,-270.68,84.72,97.29,-5070.04,122.33,-1675.29,1914.29,53.46,-179.62,-35.37,586.33,618.96,22.16,93.46,-108.77,-131.46,-19.79,-736.78,92.62,58.52,179.55,-319.84,-3049.37,-264.63,-497.19,86.63,5.39,85.66,-8.39,226.2,-1.91,-607.48,29.78,-111.22,85.29
Emisja akcji,,,,,,,,,,-100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,-50.14,,,,-100.0,-10.0,,,,218.67,,,,-100.0,,,-100.0,,,,,-3.51,-100.0,,,-45.46,,,,-100.0,,,,,,,,,,,,-30.0,,
Przepływy pieniężne razem,,,,,-334.62,1091.49,75.2,-2812.32,-950.88,-106.38,-346.8,100.98,-28.72,500.58,213.59,-403.97,100.16,-127.08,-38.89,320.17,-62140.0,490.59,-522.25,-162.39,540.14,-163.06,65.59,45.8,-132.7,109.31,113.79,-30.11,127.58,1.17,587.35,-119.14,185.22,-814.29,-53.33,52.71,-65.57,308.68,-160.6,21.82,414.89,-65.59,297.62,608.72,62.92,-229.11,-484.42,39.12,-102.21,-13.6,109.07,-197.59,-5522.77
