,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Inwestycje krótkoterminowe,2883.0,1585.0,11282.0,9806.0,8352.0,9999.0,5384.0,10797.0,32494.0,33135.0,27765.0,32443.0,26597.0,24422.0,22828.0,30014.0,28637.0,31730.0,29339.0,34370.0,33251.0,33263.0,46681.0,44971.0,38971.0,47674.0,48732.0,53238.0,70185.0,59913.0,59032.0,63171.0,48539.0,45393.0,40609.0,38691.0,31646.0,40989.0,36481.0,35286.0,34360.0,65574.0,48717.0,45066.0,34207.0,29899.0,27245.0,25418.0,19555.0,11318.0,6781.0,50687.0,8053.0,5926.0,11597.0,15543.0,8009.0,6905.0,4246.0,11119.0,5783.0,6169.0,8334.0,50561.0
Środki pieniężne i inne aktywa pieniężne,2883.0,1585.0,11282.0,9806.0,8352.0,9999.0,5384.0,10797.0,32494.0,33135.0,27765.0,32443.0,26590.0,24237.0,22744.0,30014.0,28615.0,30638.0,27067.0,29370.0,28323.0,29253.0,41215.0,41312.0,36066.0,44715.0,45977.0,53238.0,67497.0,59268.0,58384.0,62821.0,48206.0,45042.0,40253.0,38510.0,31258.0,40602.0,36117.0,34895.0,31371.0,65475.0,47679.0,44914.0,34073.0,29828.0,26082.0,23232.0,16098.0,7854.0,3302.0,47203.0,4544.0,3642.0,9303.0,15543.0,5641.0,5682.0,4246.0,11119.0,5473.0,4628.0,8008.0,50561.0
Pozostałe aktywa obrotowe,244.0,169.0,184.0,152.0,162.0,116.0,77.0,750.0,959.0,745.0,927.0,3789.0,597.0,1810.0,1014.0,438.0,1186.0,1212.0,1453.0,1317.0,2255.0,2421.0,3323.0,2725.0,1664.0,1348.0,4969.0,3218.0,1240.0,1262.0,1461.0,1116.0,1483.0,1845.0,1215.0,1010.0,1422.0,1320.0,1342.0,1611.0,1643.0,4588.0,3629.0,1292.0,2164.0,2026.0,2016.0,3020.0,1773.0,2031.0,1934.0,1946.0,2297.0,3126.0,5526.0,3775.0,4048.0,4630.0,5430.0,4843.0,5820.0,6317.0,6298.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13652.0,13652.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4360.0,3235.0,4360.0,4360.0,2900.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186.0,0.0,0.0,0.0,0.0,4460.0,0.0
Aktywa razem,30416.0,32559.0,46390.0,52691.0,58893.0,59771.0,58439.0,70909.0,94159.0,111086.0,104956.0,159426.0,160878.0,132731.0,172038.0,192953.0,184394.0,195971.0,195017.0,190982.0,195653.0,209781.0,220922.0,237886.0,227691.0,252546.0,264384.0,286373.0,313004.0,326859.0,337731.0,317705.0,317171.0,322774.0,328993.0,333084.0,323143.0,328204.0,334129.0,337487.0,356390.0,378207.0,370327.0,377478.0,397118.0,390549.0,369911.0,378011.0,393018.0,474763.0,490371.0,524206.0,496007.0,505546.0,525218.0,528613.0,525856.0,530080.0,552019.0,508330.0,557435.0,506415.0,571863.0,537144.0
Kapitał własny akcjonariuszy jednostki dominującej,19008.0,20393.0,33990.0,35416.0,36407.0,38237.0,39690.0,41860.0,67629.0,69047.0,71238.0,108994.0,110285.0,77300.0,115192.0,117570.0,118966.0,119490.0,121277.0,119461.0,121175.0,123695.0,141408.0,143642.0,146531.0,149580.0,152722.0,155578.0,158017.0,161119.0,164889.0,160550.0,163025.0,164020.0,165776.0,166359.0,168244.0,170274.0,171968.0,173987.0,175602.0,176310.0,168379.0,158428.0,163425.0,165634.0,168037.0,169633.0,173917.0,230762.0,234702.0,221910.0,228930.0,236806.0,246103.0,246768.0,253070.0,260673.0,264483.0,224628.0,230337.0,252142.0,259520.0,253628.0
Kapitał (fundusz) podstawowy,12803.0,12803.0,18378.0,18378.0,18378.0,18378.0,18378.0,18378.0,18378.0,23378.0,23378.0,23378.0,23378.0,23378.0,23378.0,23378.0,23378.0,23378.0,23378.0,23378.0,23378.0,23378.0,23378.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,26774.0,44837.0,44837.0,44837.0,44837.0,44837.0,44837.0,44837.0,44837.0,44837.0,44837.0,44837.0,44837.0,44837.0,44837.0,44837.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,2544.0,4450.0,11538.0,11574.0,11574.0,16198.0,16198.0,16198.0,40759.0,40910.0,40910.0,40910.0,40910.0,48914.0,48915.0,48915.0,48915.0,56719.0,56719.0,56719.0,56719.0,64466.0,64466.0,73955.0,73955.0,84718.0,84718.0,84718.0,84718.0,96073.0,96073.0,96073.0,96073.0,100597.0,100597.0,100597.0,100597.0,106747.0,106747.0,107003.0,107003.0,114388.0,114388.0,113452.0,113452.0,99248.0,99248.0,99248.0,99248.0,123599.0,140172.0,140520.0,140520.0,141057.0,160687.0,160687.0,160687.0,161464.0,161244.0,161230.0,161230.0,152293.0,152293.0,167219.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4649.0,4814.0,4446.0,4451.0,4457.0,4423.0,4522.0,4591.0,4568.0,4581.0,4608.0,4703.0,5150.0,5224.0,5214.0,5230.0,5259.0,5138.0,5207.0,5165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781.0,1781.0,1781.0,1781.0,1781.0,1781.0,1781.0,1781.0,1781.0
Zobowiązania długoterminowe,4494.0,4334.0,4186.0,4362.0,4702.0,7163.0,6444.0,9357.0,9381.0,10797.0,10290.0,10023.0,12741.0,20150.0,21446.0,20499.0,22686.0,24443.0,23924.0,15852.0,15446.0,14864.0,14587.0,13510.0,13270.0,14708.0,19659.0,31702.0,73365.0,76658.0,75386.0,74872.0,73300.0,73391.0,72433.0,72562.0,52460.0,22749.0,61833.0,61858.0,61099.0,73017.0,62792.0,76153.0,85024.0,86812.0,66887.0,68431.0,72842.0,82567.0,88431.0,94399.0,91732.0,92449.0,100600.0,92791.0,94856.0,103891.0,106642.0,89839.0,94835.0,60235.0,94489.0,62271.0
Z tytułu dostaw i usług,0.0,0.0,0.0,9273.0,0.0,0.0,0.0,13420.0,0.0,0.0,0.0,20195.0,15002.0,14864.0,10343.0,20922.0,7218.0,17514.0,11250.0,13808.0,16586.0,14982.0,7856.0,22516.0,17875.0,31265.0,26695.0,28595.0,32629.0,33993.0,47469.0,46723.0,37047.0,43137.0,44130.0,47386.0,33527.0,31502.0,33623.0,34342.0,42760.0,30654.0,36118.0,34757.0,37944.0,28479.0,24138.0,36581.0,28880.0,27178.0,30244.0,38493.0,37169.0,38528.0,46240.0,118976.0,67288.0,52338.0,56822.0,108850.0,66367.0,63058.0,110163.0,129996.0
Kredyty i pożyczki,0.0,0.0,0.0,495.0,0.0,0.0,0.0,2371.0,0.0,0.0,0.0,4196.0,12042.0,9843.0,15133.0,19152.0,19821.0,20454.0,24356.0,29424.0,29588.0,36038.0,36370.0,35452.0,28788.0,37928.0,36705.0,41224.0,5651.0,7285.0,7883.0,4754.0,7417.0,8006.0,11448.0,11463.0,12931.0,14534.0,25805.0,27420.0,42159.0,34906.0,38567.0,33833.0,33932.0,37735.0,49740.0,36290.0,45996.0,64507.0,59952.0,50294.0,35190.0,39908.0,40500.0,47836.0,50392.0,55590.0,62809.0,64006.0,70068.0,51373.0,51879.0,71103.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20277.0,50815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,220.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,499.0,1618.0,630.0,792.0,3289.0,2096.0,4225.0,3172.0,2177.0,1575.0,2143.0,2414.0,2517.0,2664.0,3362.0,4583.0,3076.0,8395.0,11369.0,6583.0,2081.0,6283.0,3775.0,5007.0,4432.0,4619.0,4832.0,7980.0,8319.0,1341.0,7752.0,8515.0,11631.0,14794.0,14409.0,12425.0,11908.0,4609.0,12209.0,12391.0,7084.0,9068.0,6022.0,7074.0,18109.0,17259.0,16830.0,16736.0,9949.0,6688.0,5844.0,6069.0,6632.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,706.0,705.0,533.0,948.0,720.0,711.0,910.0,819.0,544.0,463.0,1131.0,826.0,889.0,659.0,1450.0,1924.0,2567.0,2857.0,2392.0,2620.0,3279.0,3002.0,3668.0,4262.0,4557.0,4128.0,4730.0,4537.0,22478.0,22728.0,31032.0,33431.0,36573.0,33167.0,35105.0,40872.0,46255.0,52030.0,48921.0,50636.0,67799.0,68180.0,42247.0,49356.0,51694.0,51299.0,37807.0,39681.0,34109.0,39040.0,44129.0
