,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Koszty finansowe,,,,,4.58,-80.84,233.17,301.64,3.67,-14.05,-75.81,-10.84,36.27,321.38,-208.51,-54.64,-12.98,-67.08,290.78,508.09,63.18,148.64,39.52,-34.28,53.86,57.98,-140.37,88.77,43.64,-72.22,367.52,-71.54,-73.52,197.92,-127.46,32.92,-87.65,-62.93,417.27,-95.79,2664.53,196.51,-14.92,-2495.79,-76.77,-96.57,-42.84,126.49,24.44,527.51,210.71,-1140.13,-89.8,-100.0,-19.07,100.0
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,-422.48,70.45,-20.78,-848.46,65.46,-1021.23,-55.02,80.67,-31.93,91.41,4.13,62.22,1.45,49.25,779.73,433.65,636.61,-546.51,-100.95,-11.95,-106.57,97.25,-604.58,-84.95,-336.66,739.4,219.78,100.82,252.04,-57.33,-201.01,-259.56,-90.36,1473.4,919.82,73.07,-30.52,-106.69,-91.98,411.72,2642.03,39.99,17.02,-63.17,-69.18,-2704.34,417.62,299.45,-77.7,95.45,-5.84,-101.49
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-422.48,70.45,-20.78,-848.46,65.46,-1021.23,-55.02,80.67,-31.93,91.41,4.13,62.22,1.45,49.25,779.73,433.65,636.61,-546.51,-100.95,-11.95,-106.57,97.25,-604.58,-84.95,-336.66,739.4,219.78,100.82,252.04,-57.33,-201.01,-259.56,-90.36,1473.4,919.82,73.07,-30.52,-106.69,-91.98,411.72,2642.03,39.99,17.02,-63.17,-69.18,-2704.34,417.62,299.45,-77.7,95.45,-5.84,-101.49
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
Zysk netto,,,,,-173.02,-120.42,72.19,-956.35,79.26,-907.35,-67.55,80.44,-114.43,88.84,8.2,61.6,4.89,63.56,906.8,405.09,640.28,-610.33,-101.62,-19.08,-107.32,94.7,-268.8,-93.8,-221.36,277.84,195.36,6.95,259.22,179.21,-241.34,-606.06,-79.04,362.71,764.68,58.98,-120.01,-131.92,-90.65,486.79,4781.82,89.68,-4.11,-66.01,-70.86,-2652.66,515.02,-128.38,-0.26,93.67,10.2,79.87
Zysk netto akcjonariuszy jednostki dominującej,,,,,-173.02,-120.42,72.19,-956.35,79.26,-907.35,-67.55,80.44,-114.43,88.84,8.2,61.6,4.89,63.56,904.07,406.02,640.28,-610.33,-101.62,-19.33,-107.32,94.7,-268.8,-93.8,-221.36,277.84,195.36,6.95,259.01,175.98,-237.9,-606.06,-79.01,368.12,785.91,57.78,-120.01,-131.92,-90.72,475.83,4781.82,89.68,-4.11,-66.01,-70.86,-2652.66,515.02,-128.38,-0.26,93.67,10.2,79.87
Aktywa trwałe,,,,,,,,-31.06,-32.05,-47.98,-49.69,-21.69,-19.85,1.88,1.45,1.85,0.7,3.69,19.03,30.99,38.95,35.3,19.28,13.87,7.22,-0.39,-1.87,-11.19,-15.88,-6.13,-2.9,-9.46,-9.86,-9.59,-14.5,-52.17,-51.39,-73.66,-71.27,-48.22,-43.34,4.78,35.17,45.51,42.72,27.67,-6.06,-6.03,-13.1,-72.63,-85.84,-96.89,-96.92,-92.37,-100.0,-100.0
Wartości niematerialne i prawne,,,,,,,,-53.71,-57.03,-99.99,-99.88,-99.41,-99.41,2320.0,65.22,-21.17,-10.94,-11.57,-13.16,-14.81,-26.32,-28.97,-31.31,-34.78,-36.9,-40.79,-45.59,-50.0,-58.49,-66.67,-78.38,-90.0,-90.91,-86.67,-87.5,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,
Rzeczowe składniki majątku trwałego,,,,,,,,-3.28,5.12,-2.75,26.75,-5.23,-13.8,-7.46,-33.06,-12.78,-9.31,-10.57,-3.73,7.15,7.61,13.52,12.91,5.47,-2.57,-6.22,-10.19,-14.0,-11.55,-7.09,-12.27,-11.46,-16.42,-24.26,-25.73,-30.25,-31.25,-30.57,-27.0,-28.91,-30.3,-33.96,-40.39,-41.76,-40.06,-46.1,-48.57,-51.42,-58.03,-60.53,-66.67,-100.0,-100.0,-100.0,-100.0,
Należności długoterminowe,,,,,,,,-91.86,-100.0,-100.0,-100.0,-100.0,,,,,,-100.0,-100.0,,,,,,,,,,,5.71,-98.51,155.07,132.61,140.0,9016.67,-40.92,-55.02,-71.06,-51.92,-52.18,-31.69,-100.0,0.0,0.0,113.31,,116.73,87.83,-24.96,-98.96,-98.95,-100.0,-100.0,-100.0,-100.0,
Inwestycje długoterminowe,,,,,,,,-29.14,-29.83,-44.24,-45.67,-18.04,-16.41,2.28,1.31,1.82,0.02,3.68,19.91,31.13,39.96,35.32,19.05,13.81,7.3,-0.37,-1.74,-11.17,-15.88,-6.07,-2.75,-9.55,-9.94,-9.66,-14.58,-52.22,-51.41,-73.71,-71.35,-48.25,-43.39,5.11,35.45,45.84,42.78,27.41,-6.17,-6.11,-13.03,-72.56,-85.81,-96.88,-96.92,-92.36,-100.0,-100.0
Pozostałe aktywa trwałe,,,,,,,,-71.28,-79.53,-78.81,-82.86,-98.1,-79.06,-100.0,-100.0,737.21,824.61,,,-76.39,-78.54,77.7,482.84,549.41,-39.58,-46.18,-71.32,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa obrotowe,,,,,,,,-15.5,-4.86,22.55,47.88,-29.19,-36.86,-52.28,-55.21,-66.59,-65.05,-65.19,-33.08,27.26,129.37,117.1,7.03,26.02,-29.78,124.67,137.73,178.75,341.98,77.71,47.64,81.86,24.18,-57.09,-37.29,45.27,22.46,371.92,281.58,20.7,30.37,-34.65,-38.55,-29.13,-30.17,-9.76,-63.57,-66.43,-58.79,-20.64,85.61,17.3,-52.08,-80.3,-99.67,-99.94
Zapasy,,,,,,,,-13.13,-2.37,-2.46,45.44,-76.62,-81.47,-82.7,-85.1,-49.84,-41.8,-35.84,-34.3,-16.06,207.15,-15.46,-14.92,-18.84,-77.61,-16.78,-17.59,3.25,318.29,315.54,0.13,-0.86,-86.56,-86.91,-45.91,-46.23,-1.31,-1.84,-1.79,23.29,20.77,23.33,21.93,0.19,0.06,-7.05,-5.42,7.94,8.71,15.35,15.04,70.59,-0.98,-79.1,-100.0,-100.0
Należności krótkoterminowe,,,,,,,,-4.93,-14.05,18.83,52.33,-26.43,-16.73,-51.93,-42.99,-54.24,-18.93,-17.81,19.64,25.29,-2.21,95.08,9.55,-6.07,0.86,27.36,-50.52,10.51,3.96,-60.22,-8.5,-28.81,517.84,186.55,26.9,9.6,-83.61,-61.0,-35.35,5.19,-36.48,-26.79,-6.85,138.65,-36.08,-7.1,-49.73,-83.71,-13.94,45.95,32.03,-11.18,-14.34,-85.83,-98.63,-97.96
Inwestycje krótkoterminowe,,,,,,,,-56.44,-36.63,74.28,50.15,66.79,17.64,-55.78,-62.32,-55.79,-72.58,-67.36,23.42,56.66,277.5,283.24,13.56,58.46,-0.38,-41.91,-2.34,215.04,451.05,996.67,557.29,52.94,9.95,-65.89,-38.31,-28.54,-61.23,-2.03,-31.64,35.77,192.43,31.01,136.27,22.38,4.45,208.33,-47.19,-51.94,-48.23,-57.71,-48.49,-6.7,-53.52,-63.65,-98.76,-99.99
Środki pieniężne i inne aktywa pieniężne,,,,,,,,-56.44,-36.63,74.28,50.15,66.79,17.64,-55.78,-62.32,-55.79,-72.58,-67.36,23.42,56.66,277.5,234.99,-4.75,38.91,-14.65,-48.57,-3.28,245.18,526.5,1287.81,691.21,59.23,12.89,-65.17,-38.31,-28.54,-61.23,-2.03,-31.64,35.77,192.43,31.01,136.27,22.38,4.45,208.33,-47.19,-51.94,-48.23,-57.71,-48.49,-6.7,-53.52,-63.65,-98.76,-99.99
Pozostałe aktywa obrotowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,110.6,116.5,635.56,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,-99.41,-93.38,386.96,-100.0,-100.0,-100.0,210.62,,,,14.0,-11.43,-46.44,-73.13,-64.88,-62.86,-100.0,-94.44,-94.44,-93.27,,2306.75,406.85,-100.0,-100.0,-100.0,-100.0
Aktywa razem,,,,,,,,-28.8,-28.37,-38.93,-39.57,-22.99,-22.91,-12.07,-12.93,-8.99,-8.98,-5.93,12.22,30.77,44.06,39.53,18.32,14.56,3.89,9.67,7.96,0.63,5.89,7.68,4.94,6.29,-1.22,-22.51,-19.48,-23.42,-27.82,-6.56,-11.32,-9.64,-3.43,-25.21,-18.73,-10.3,-10.57,2.8,-37.85,-41.71,-39.18,-42.31,-30.28,-58.04,-79.58,-82.68,-99.71,-99.94
Kapitał własny akcjonariuszy jednostki dominującej,,,,,2.66,-4.6,-2.68,-34.19,-33.43,-45.44,-46.35,-29.39,-30.17,-19.29,-19.54,-14.14,-14.33,-9.54,7.38,22.81,33.92,26.19,8.03,11.46,3.48,10.75,10.21,-0.87,5.36,7.98,9.43,5.55,2.04,-28.07,-29.39,-30.7,-39.15,-7.25,2.18,5.19,15.68,-20.2,-25.97,-17.1,-9.87,18.77,-47.61,-49.25,-50.76,-61.36,-38.88,-43.92,-71.33,-65.17,-99.52,-100.13
Kapitał (fundusz) podstawowy,,,,,,,,-2.18,0.0,0.0,0.0,0.7,0.7,0.94,1.56,0.85,0.85,0.61,0.0,-5.03,-5.03,-5.03,-5.03,0.0,0.0,0.0,0.0,0.0,0.0,16.13,19.75,19.75,19.75,3.12,0.0,0.0,-32.99,-32.99,-32.99,-32.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.98,-65.98,-65.98,-65.98,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,73.14,73.14,73.14,-7.15,-172.95,-172.95,-172.95,-154.74,0.0,-146.15,-146.15,100.0,100.0,82.69,82.69,,,-156.15,-156.15
Kapitał (fundusz) zapasowy,,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,,,,-49.43,94.85,90.31,95.6,132.35,-23.83,-19.33,-68.99,-70.57,-57.5,-59.02,106.62,260.21,347.24,558.91,212.5,81.93,50.42,-0.34,-16.88,-18.78,-22.71,-39.77,-27.04,-20.46,-19.32,1.67,-0.57,-34.7,-36.79,-41.24,-38.72,-16.41,-6.42,-70.79,-69.45,-66.68,-64.86,208.24,190.97,169.35,143.07,-12.24,-85.18,-87.87,-100.0,-100.0,-100.0,-100.0
Z tytułu dostaw i usług,,,,,,,,20.84,-0.51,-12.35,-0.09,-38.99,-29.46,-9.18,-0.67,11.34,11.62,-8.17,23.96,2.99,28.84,14.06,-10.48,5.57,-12.75,31.36,25.11,110.45,328.11,289.44,311.72,203.44,6.21,-11.03,1.08,-5.13,9.65,9.05,-64.64,-56.91,-60.45,-71.27,21.27,18.6,-40.67,-45.47,-56.66,-67.73,-23.47,84.92,346.52,41.0,-15.6,-91.74,-99.8,-99.27
Kredyty i pożyczki,,,,,,,,1735.34,-95.61,-93.26,-95.38,-96.22,1851.18,1147.8,3485.4,4290.52,116.49,130.78,-32.33,-23.98,-28.3,-98.28,-97.25,-89.47,-92.58,613.55,297.38,-4.29,27.71,127.96,306.78,273.33,298.75,-1.27,-6.06,-81.81,-82.17,-83.15,-82.09,-6.54,0.67,1309.63,2020.43,2127.14,2011.83,-42.48,-63.9,-63.37,-63.33,-5.73,-61.67,-100.0,-100.0,-100.0,-100.0,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,2334.01,904.28,2357.44,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inne zobowiązania długoterminowe,,,,,,,,-32.33,-43.0,-52.73,-58.49,-39.45,-26.53,3.67,0.06,29.16,13.55,-7.97,-19.93,139.06,127.13,114.01,142.27,1.07,9.89,8.45,-12.09,-37.78,-40.23,-25.66,4.05,79.19,93.53,46.09,40.2,-46.55,-61.16,-47.86,-43.48,-10.04,28.12,12.14,3.23,10.93,7.13,-27.23,-24.2,-26.46,-25.91,-36.46,-35.26,-37.88,-100.0,-100.0,-100.0,-100.0
Zobowiązania krótkoterminowe,,,,,,,,263.48,-65.0,-66.78,-75.14,-80.06,129.01,145.68,504.14,571.99,90.51,89.94,-3.56,-20.39,-19.9,-82.48,-82.5,-70.78,-73.24,103.39,272.26,206.09,288.71,271.48,66.01,75.88,17.19,-27.18,-0.77,14.06,32.23,39.72,-18.16,-36.3,-39.06,-11.05,55.7,59.96,38.97,-62.66,-62.01,-64.77,-55.45,25.34,67.54,-54.9,-74.57,-96.61,-99.85,-99.32
Inne zobowiązania krótkoterminowe,,,,,,,,269.52,161.8,39.84,-60.06,-85.71,-96.74,-86.25,-30.39,-28.99,196.67,0.0,8579.48,-100.0,-0.37,-71.32,-99.68,,-100.0,4594.74,15849.33,,,-97.56,-99.26,-18.26,-100.0,-100.0,-100.0,1243.41,,,,2.08,-2.43,-20.46,-89.4,-88.21,-93.76,-100.0,-63.12,-63.12,-26.5,,167.29,-18.45,-100.0,-100.0,-100.0,-100.0
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,19.31,11.08,13.36,-28.8,-28.37,-38.93,-39.57,-22.99,-22.91,-12.07,-12.93,-8.99,-8.98,-5.93,12.22,30.77,44.06,39.53,18.32,14.56,3.89,9.67,7.96,0.63,5.89,7.68,4.94,6.29,-1.22,-22.51,-19.48,-23.42,-27.82,-6.56,-11.32,-9.64,-3.43,-25.21,-18.73,-10.3,-10.57,2.8,-37.85,-41.71,-39.18,-42.31,-30.28,-58.04,-79.58,-82.68,-99.71,-99.94
Przepływy pieniężne z działalności operacyjnej,,,,,82.01,-517.6,101.4,-239.19,23.17,-1329.24,-6659.84,-51.11,-43.33,118.86,60.71,120.37,-26.3,-230.97,76.07,-187.45,1662.47,-903.68,-63.21,164.8,-109.01,85.83,430.47,73.94,1419.92,427.2,-170.14,-685.9,-269.92,63.96,403.65,141.97,84.41,-97.82,-95.71,-348.18,92.04,-4675.69,965.64,77.56,596.73,64.6,-78.1,77.94,-106.07,147.37,-188.34,-486.99,-1060.08,-426.5,665.76,94.29
Amortyzacja,,,,,-5.22,5.98,8.06,7.09,0.0,-19.35,-62.69,-36.42,-52.76,-40.0,-90.0,-8.33,8.33,-38.33,960.0,-43.18,-3.08,10.81,18.87,14.0,-1.59,46.34,-1.59,-8.77,-3.23,0.0,-3.23,13.46,-11.67,11.67,0.0,1.69,-7.55,-23.88,-16.67,-16.67,2.04,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2998.0,-3386.0,-100.0,-100.0,-100.0,100.0
Przepływy pieniężne z działalności inwestycyjnej,,,,,-70.38,64.23,-102.98,18.74,49.53,2111.83,621.33,712.15,-183.71,-88.85,52.57,-319.36,42.4,-136.22,-177.4,24.48,-3233.79,2172.61,88.22,199.22,99.89,-122.85,-0.99,1096.38,14464.62,372.01,950.71,-33.81,794.77,-6.4,-81.93,-93.94,-83.97,-99.96,-50.14,3819.77,225.5,51542.86,7488.62,-67.82,-71.87,2006.56,-94.24,-74.99,26.07,-96.65,105.01,1123.89,11.39,254.96,478.76,-100.0
CAPEX (niematerialne i rzeczowe),,,,,80.17,-63.96,-38.55,108.78,-48.61,-75.49,-91.81,625.87,188.45,-243.35,-543.88,55.81,-44.29,328.74,1937.47,-31.89,3153.19,-2011.19,-87.3,-76.19,-99.88,131.53,-21.38,10.14,230.77,-58.29,-78.45,185.47,-7.44,-97.55,469.77,-30.8,-44.72,5419.15,-59.08,-232.41,-69.09,-99.6,-83.54,98.16,-52.94,-114.29,-100.0,1156.72,850.0,88733.33,,13.56,-100.0,-100.0,-100.0,-100.0
Przepływy pieniężne z działalności finansowej,,,,,-100.0,-30.47,86.44,118.8,,614.89,7977.69,12.48,-62.73,-382.93,-72.09,-124.87,-142.86,131.07,685.69,914.3,2792.74,-3.71,-104.73,-112.37,-103.51,-32.62,-494.54,-20.98,-15.82,-133.05,-389.53,-1310.31,-1.01,-11131.15,95.69,97.5,3527.43,37.56,5.18,-29.09,-109.69,19.44,2.69,-114.8,69.86,88.27,-13953.42,23.35,22.47,88.16,60.92,-5957.24,-4473.11,100.0,48.07,100.0
Emisja akcji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,61.03,28.86,-107.46,-13.79,236.5,779.43,-758.73,-27.61,-140.5,-140.26,133.53,73.88,-149.93,104.06,331.21,76.19,240.17,-366.39,-147.35,865.44,-159.3,-606.66,195.82,883.85,1245.72,507.54,-672.36,-101.27,-72.8,-356.1,185.41,1613.01,254.93,6.2,-97.76,471.37,-18.2,-10.59,10424.43,-65.7,-60.41,157.71,-358.07,-76.8,-6.72,-88.5,61.89,492.05,-323.22,-211.85,123.81,-101.28
