,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Zysk z działalności gospodarczej,,,,,700.0,637.27,198.88,59.48,-305.21,7.28,21.13,106.98,410.66,-152.21,51.09,0.63,-195.59,138.67,-101.44,17.23,113.85,22.66,2685.71,-57.88,-570.37,-122.29,-1066.3,-67.87,327.3,1342.86,116.35,99.34,-35.45,-73.56,-7.34,108.11,-40.43,308.7,47.92,22.83,79.58,198.3,268.62,5.31,80.94,18.83,9.69,214.82,110.72,29.53,33.12,10.47,9.74,35.08,11.52,-69.48,-90.73,-97.84,-112.37,-381.81
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,700.0,637.27,198.88,59.48,-305.21,7.28,21.13,106.98,410.66,-152.21,51.09,0.63,-195.59,138.67,-101.44,17.23,113.85,22.66,2685.71,-57.88,-570.37,-122.29,-1066.3,-67.87,327.3,1342.86,116.35,99.34,-35.45,-73.56,-7.34,108.11,-40.43,308.7,47.92,22.83,79.58,198.3,268.62,5.31,80.94,18.83,9.69,214.82,110.72,29.53,33.12,10.47,9.74,35.08,11.52,-69.48,-90.73,-97.84,-112.37,-381.81
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,515.79,528.83,180.38,39.33,-360.76,30.88,51.2,86.16,335.92,-141.57,34.49,10.32,-224.49,135.14,-79.06,21.2,109.75,40.66,49.44,-61.45,-818.64,-252.34,-1206.02,-21.71,270.28,266.67,115.77,-12.88,-40.3,-96.62,30.17,106.78,-37.12,3127.27,-42.38,57.2,80.07,211.83,566.09,-7.33,70.49,19.24,14.5,183.5,120.43,24.24,27.73,21.57,11.29,45.3,14.99,-65.19,-90.94,-97.9,-111.9,-345.57
Zysk netto akcjonariuszy jednostki dominującej,,,,,515.79,528.83,180.38,39.33,-360.76,30.88,51.2,86.16,335.92,-141.57,34.49,10.32,-224.49,135.14,-79.06,21.2,109.75,40.66,49.44,-61.45,-818.64,-252.34,-1206.02,-21.71,270.28,266.67,115.77,-12.88,-40.3,-96.62,30.17,106.78,-37.12,3127.27,-42.38,57.2,80.07,211.83,566.09,-7.33,70.49,19.24,14.5,183.5,120.43,24.24,27.73,21.57,11.29,45.3,14.99,-65.19,-90.94,-97.9,-111.9,-345.57
Aktywa trwałe,,,,,,,,28.64,,,,38.39,,,,35.37,,,-22.53,-15.78,-22.32,-18.17,7.34,17.88,23.8,59.11,15.1,11.25,-3.75,-24.1,-19.28,-32.1,-17.17,-26.06,-15.69,-33.33,38.09,53.49,69.19,143.85,17.78,22.38,15.68,307.82,313.02,328.95,271.21,-10.94,-9.72,5.04,8.71,17.24,-0.41,92.62,91.55,91.53,144.44,1.68,-6.81,-5.41
Wartości niematerialne i prawne,,,,,,,,-4.17,,,,99.03,,,,29.37,,,-26.38,-26.45,-28.37,-30.52,-33.02,-35.97,-39.33,-43.93,-47.2,-53.78,-62.96,-63.89,-66.89,-70.69,-76.25,-93.85,-92.0,-91.18,-84.21,-25.0,-50.0,233.33,233.33,200.0,300.0,32620.0,30980.0,32611.11,34650.0,-19.47,-9.97,-10.53,-0.94,-2.73,-15.48,157.9,159.84,189.19,224.19,6.95,-2.11,-7.35
Rzeczowe składniki majątku trwałego,,,,,,,,68.93,,,,-8.7,,,,12.82,,,-30.61,-15.91,-15.3,-39.49,54.62,111.2,121.59,260.48,50.82,-6.58,-6.36,-28.07,-26.49,-22.9,-12.31,-6.93,0.49,-6.85,84.02,68.73,127.07,167.3,18.42,23.24,-17.29,19.27,44.78,47.02,53.12,-8.55,-26.09,-9.5,-1.87,16.36,18.17,76.23,56.96,32.61,32.34,-33.74,-46.53,-52.57
Należności długoterminowe,,,,,0.0,10.0,40.0,40.0,40.0,27.27,0.0,-21.43,-100.0,-14.29,-85.71,-45.45,,-41.67,150.0,-16.67,-28.57,-28.57,200.0,200.0,200.0,200.0,0.0,-26.67,20.0,20.0,20.0,63.64,22.22,22.22,-22.22,0.0,27.27,36.36,85.71,44.44,0.0,-6.67,0.0,30.77,10.71,10.71,19.23,38.24,41.94,41.94,41.94,14.89,25.0,25.0,27.27,3.7,34.55,34.55,33.93,32.14
Inwestycje długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pozostałe aktywa trwałe,,,,,,,,-50.0,,,,2400.0,,,,416.0,,,642.86,28.68,-12.17,565.0,103.85,-6.02,17.82,49.62,61.32,182.05,111.76,20.6,42.69,-35.0,-10.32,-45.83,-26.64,-65.03,-34.51,11.54,-62.01,73.0,13.51,20.69,464.71,117.92,-25.0,69.71,9.38,51.19,153.17,215.82,99.76,111.4,72.1,-68.02,-81.53,-51.37,44.26,108.33,227.1,148.46
Aktywa obrotowe,,,,,,,,41.72,,,,210.07,,,,-37.3,,,40.24,61.59,59.67,42.42,46.38,5.27,19.38,23.2,11.67,35.96,-18.06,-22.78,-3.56,-11.9,17.4,29.77,10.66,-7.18,7.39,-0.25,15.36,32.54,14.01,-3.07,13.37,-15.35,-6.41,17.06,-14.68,35.36,54.07,77.48,58.61,45.57,40.68,-5.63,-3.66,-8.96,-15.43,-10.17,-3.5,-10.19
Zapasy,,,,,,,,,,,,,,,,-97.18,,,-87.5,175.76,300.0,-97.62,-100.0,32.97,-50.0,-100.0,,1735.54,-100.0,,,-66.19,,,,-97.87,-83.67,340.0,,-100.0,-100.0,-95.45,-100.0,,,-100.0,,-100.0,,,,,,-100.0,,,,,,
Należności krótkoterminowe,,,,,122.01,260.27,413.68,-26.54,57.0,66.69,45.82,124.38,65.65,-37.49,60.64,-33.7,-15.75,120.16,-26.93,221.37,208.78,84.5,71.3,-15.34,-27.32,-28.57,11.31,48.17,-21.2,-14.86,-3.88,-7.24,19.3,61.29,15.02,-11.18,-6.94,-18.27,8.22,13.75,104.51,-13.95,23.71,20.92,-23.05,63.36,20.25,48.87,57.86,43.52,21.42,62.08,95.43,49.1,43.89,-10.57,-12.53,-2.38,3.38,1.71
Inwestycje krótkoterminowe,,,,,37.93,128.1,137.56,131.11,36.22,-4.4,21.08,186.41,99.31,147.79,17.15,-75.29,-66.25,-82.98,-50.83,-69.92,-95.02,-61.98,-0.89,-79.88,2023.53,423.77,-21.97,284.62,-56.23,-52.67,4.6,151.75,163.77,138.96,50.33,76.96,126.39,109.81,142.54,180.19,-34.39,-0.33,39.12,14.18,213.05,154.68,29.7,32.01,42.7,95.08,75.86,5.16,-6.59,-27.99,-20.94,24.4,8.29,-16.64,-12.97,-29.79
Środki pieniężne i inne aktywa pieniężne,,,,,37.93,128.1,137.56,131.11,36.22,-4.4,21.08,186.41,99.31,147.79,17.15,-75.29,-66.25,-82.98,-50.83,-69.92,-95.02,-61.98,-0.89,-79.88,2023.53,423.77,-21.97,284.62,-56.23,-52.67,4.6,151.75,163.77,138.96,50.33,76.96,126.39,109.81,142.54,180.19,-34.39,-0.33,39.12,14.18,213.05,154.68,29.7,32.01,42.7,95.08,75.86,5.16,-6.59,-27.99,-20.94,24.4,8.29,-16.64,-12.97,-29.79
Pozostałe aktywa obrotowe,,,,,,,,53.33,,,,1386.96,,,,916.96,,,14255.56,56.27,55.89,65.47,48.27,31.28,34.39,59.03,18.39,-3.5,-8.96,-21.63,-4.44,-8.0,1.09,2.29,2.81,-6.25,-14.24,-11.38,-8.15,4.43,-0.44,4.03,-5.64,-74.57,-84.33,-85.02,-81.76,-0.13,133.22,147.14,183.35,131.3,99.13,-62.68,-64.84,-74.14,-85.69,-45.26,-0.95,7.01
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,,,,39.86,,,,187.63,,,,-32.73,,,30.21,51.8,49.58,37.05,42.67,6.16,19.67,25.11,11.91,34.03,-17.12,-22.87,-4.72,-13.21,14.74,26.07,9.01,-8.51,9.09,1.84,17.95,36.65,14.28,-1.58,13.53,5.92,16.68,39.78,5.46,23.62,37.75,61.29,46.23,40.4,33.79,8.67,13.9,6.36,4.52,-7.12,-4.53,-8.88
Kapitał własny akcjonariuszy jednostki dominującej,,,,,19.47,69.89,139.22,100.6,75.71,32.86,34.51,47.32,80.69,70.61,23.36,19.28,-6.55,2.43,29.4,27.1,42.23,44.75,44.78,15.4,7.87,3.29,-19.55,-19.77,-3.05,1.89,32.47,28.4,20.99,15.98,7.43,13.5,9.87,-9.01,-2.64,3.99,7.13,17.36,29.53,23.36,25.68,53.17,8.91,30.94,40.62,-9.88,27.6,25.95,21.11,14.96,14.96,-6.18,-14.33,-0.67,-14.03,-22.0
Kapitał (fundusz) podstawowy,,,,,,,,0.0,,,,0.0,,,,0.6,,,0.0,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,,,20.87,,,,97.48,,,,47.84,,,89.53,89.53,89.53,30.92,30.92,30.92,30.92,17.11,17.11,17.11,17.11,-21.65,-21.65,-21.65,-21.64,0.02,19.72,19.72,19.69,14.84,-4.05,-4.05,-4.05,5.68,5.68,5.68,5.68,0.0,2.67,2.67,2.67,22.94,19.74,19.74,19.74,42.18,42.18,42.18,42.18,12.85,12.85,34.8
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,,,,,,,,20.16,,,,-51.68,,,,23.61,40.35,-24.1,175.0,271.91,296.25,530.16,113.64,8.16,7.57,-18.89,-19.15,-19.83,-11.14,-6.52,223.68,-2.79,37.95,12.29,-63.31,12.54,-36.12,-33.43,-50.14,54.14,126.59,135.56,198.89,3.31,-23.8,28.11,33.64,54.6,50.54,377.61,310.43,394.31,396.69,2.68,-1.08,-35.78
Z tytułu dostaw i usług,,,,,,,,-45.89,,,,530.8,,,,-69.63,,,62.38,94.49,156.52,8.57,5.92,-16.02,-28.58,-1.45,5.16,288.27,-44.79,-33.38,2.71,-35.93,48.35,33.7,-22.99,-51.75,-12.37,7.53,2.0,39.1,100.16,-41.82,34.96,20.07,-31.85,-4.48,-37.49,-52.17,42.56,209.17,89.86,40.58,52.04,129.33,28.19,167.23,21.78,-35.87,-15.89,-18.51
Kredyty i pożyczki,,,,,,,,,,,,,,,,,,,,,-100.0,,,-26.78,,292.77,,139.86,-51.48,-100.0,-100.0,-86.69,-25.12,,,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,-4.23,-8.96,-6.15,32.31,16.18,22.95,42.62,-9.3,-1.27,0.0,-16.09,-8.97,-11.54,14.67,26.03,29.58,42.03,263.95,242.39,440.22,430.61,46.96,25.08,-46.88,-57.31,-45.65,-36.55,-13.26,-6.76,-26.4,-10.4,6.11,43.48,63.59,224.11,200.0,141.75,161.46,-5.79,-31.0,-26.88
Inne zobowiązania długoterminowe,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,32.52,30.88,-24.66
Zobowiązania krótkoterminowe,,,,,137.7,385.98,155.17,-33.79,7.71,5.24,2.3,692.88,48.98,12.05,118.76,-82.03,-2.06,103.09,29.65,202.2,124.6,15.54,9.5,-23.68,9.89,46.9,91.41,216.67,-44.46,-55.03,-47.56,-44.28,4.91,72.83,-12.25,-47.27,19.25,25.6,89.62,107.5,30.49,-57.84,-31.19,-31.67,-34.58,17.39,-22.95,-24.83,41.07,368.48,53.31,53.72,65.83,46.9,226.82,226.06,161.31,-14.08,9.27,16.15
Inne zobowiązania krótkoterminowe,,,,,,,,-5.59,,,,909.3,,,,-94.36,,,-43.38,265.35,426.15,3.96,24.31,-41.46,-41.23,223.32,78.47,140.51,-28.86,-69.63,-61.3,-21.56,-79.37,26.26,54.48,-19.51,1379.66,294.94,329.47,244.82,-76.06,-89.79,-83.41,-82.4,-43.06,268.16,69.71,169.35,161.34,777.83,-19.39,73.13,175.88,-12.18,1438.33,302.91,767.48,21.96,26.44,45.05
Rozliczenia międzyokresowe,,,,,,,,-73.74,,,,1103.85,,,,275.72,,,24.34,13.44,-19.29,95.48,143.38,21.74,123.43,57.59,24.92,-10.28,-23.73,-25.97,-12.5,-5.15,4.03,5.73,6.71,-2.03,-15.02,-5.22,83.84,127.55,51.61,111.01,40.42,11.85,40.05,8.76,7.28,52.29,35.74,124.02,94.6,74.1,66.5,-100.0,-100.0,-100.0,-99.97,,,
Pasywa razem,,,,,46.0,127.77,142.96,39.86,50.87,22.07,26.57,187.63,72.42,50.89,53.38,-32.73,11.54,38.93,30.21,51.8,49.58,37.05,42.67,6.16,19.67,25.11,11.91,34.03,-17.12,-22.87,-4.72,-13.21,14.74,26.07,9.01,-8.51,9.09,1.84,17.95,36.65,14.28,-1.58,13.53,5.92,16.68,39.78,5.46,23.62,37.75,61.29,46.23,40.4,33.79,8.67,13.9,6.36,4.52,-7.12,-4.53,-8.88
Przepływy pieniężne z działalności operacyjnej,,,,,,,,602.5,,,,186.36,,,,-114.11,,86.68,210.54,-129.52,194.02,90.13,158.54,-6.46,42.58,-1829.73,-121.01,77.1,70.38,193.28,221.63,90.29,-57.38,-204.2,164.43,3145.95,266.72,41.07,-16.37,63.35,-144.25,817.6,141.58,11.9,361.72,-74.45,1.26,-73.88,48.17,635.07,-11.04,-803.35,-49.73,-40.98,195.75,145.32,14.99,-117.85,-61.24,-45.66
Amortyzacja,,,,,21.21,32.35,44.44,70.97,5.0,37.78,19.23,24.53,59.52,14.52,38.71,27.27,7.46,1.41,-13.95,-8.33,-6.94,-9.72,-8.11,1.3,17.91,20.0,20.59,1.28,-3.8,-32.05,-34.15,-30.38,-30.26,3.77,-24.07,-21.82,-18.87,-21.82,2.44,30.23,27.91,30.23,59.52,176.79,476.36,433.93,329.85,119.35,19.24,35.79,18.4,9.71,2.38,69.7,61.29,49.6,43.15,17.71,54.0,43.55
Przepływy pieniężne z działalności inwestycyjnej,,,,,,,,-846.88,,,,-15.84,,,,113.39,,99.5,103.7,-117.02,-100.0,100.0,-100.0,-137.5,,,,94.74,200.0,0.0,100.0,-3800.0,-75.0,275.0,,-220.51,-100.0,-71.43,6.67,68.8,,-1150.0,-21.43,-3879.49,-1200.0,-266.67,-58.82,94.14,-96.15,96.1,-1244.44,18.68,23.53,-28600.0,-111.29,-1991.89,-635.9,32.4,93.09,75.97
CAPEX (niematerialne i rzeczowe),,,,,,,,846.88,,,,15.84,,,,-113.11,,-100.0,-100.0,115.22,,,,171.43,,,,-100.0,-100.0,-100.0,-100.0,,,,,220.51,,,90.0,-61.6,,,-10.53,3168.75,1200.0,266.67,58.82,-93.75,98.08,-41.56,1240.74,-15.31,-21.36,3257.78,91.71,683.13,620.99,-85.04,-48.56,-27.08
Przepływy pieniężne z działalności finansowej,,,,,,,,,,,,1140.0,,,,25.0,,-182.35,98.36,1383.08,-509.68,178.23,-1340.91,-30.29,152.56,180.43,15.14,-110.12,-315.54,-201.4,90.71,355.88,107.82,190.83,-3964.0,-440.23,-220.0,-110.27,32.97,79.9,-1341.67,-3403.28,73.13,526.05,94.35,95.88,-2156.28,117.95,5.68,-84.09,-65.9,6.88,1033.73,-661.73,-2.03,33.19,-126.19,80.96,39.2,-145.33
Emisja akcji,,,,,,,,-100.0,,,,,,,,,,,,25.0,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,100.0,,,,-100.0,,,,,,,,,,,,,,,,,,,,-100.0,,,-100.0,,,-100.0,,,,,66.67,,,,0.0,,,,-40.03,
Przepływy pieniężne razem,,,,,,,,562.5,,,,228.66,,,,-112.56,,76.55,123.85,-6.68,-27.84,128.76,96.98,-66.56,397.11,-137.82,-161.13,55.49,-82.95,110.96,152.6,121.78,196.93,-1262.5,-189.01,318.37,201.48,-403.23,85.19,310.49,-223.08,266.03,3966.67,-39.69,193.51,-24.71,-282.76,52.91,49.13,814.19,-127.16,-272.49,-27.18,-78.33,39.18,165.0,-46.88,-220.62,24.38,-108.79
