,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Inwestycje długoterminowe,,,,,-47.73,-83.88,-84.18,103.8,157.39,165.81,173.91,7.69,-20.57,-3.8,-5.45,-7.73,-0.37,13.3,12.17,28.61,26.7,4.51,5.73,-11.55,-11.76,3.33,1.65,-28.22,-27.51,-42.75,-42.3,-18.42,32.23,50.45,51.52,54.21,-3.84,4.37,3.85,3.63,-41.41,-44.95,-45.12,-1.32,71.11,72.09,72.78,-3.13,-3.17,-3.32,-2.26,-2.97,-2.59,-1.79,-3.08,-2.06,-45.14,-45.61,-45.55,-45.34,-2.98,-3.17,-3.33,-3.77,4.04,-3.97,2.23,-5.9,-13.3,-5.9,-74.41,23.89,24.53,23.5,355.7,-2.66
Pozostałe aktywa trwałe,,,,,15.56,15.12,8.77,-81.79,-72.73,-67.8,-71.39,39.99,-3.85,-48.45,-74.13,-72.77,-72.19,144.04,215.1,-70.47,-23.87,-93.1,-90.5,-6.25,-60.13,15.82,34.25,33.85,7.87,-31.34,-20.93,-22.7,-7.29,24.93,20.44,542.75,-33.58,-100.0,-100.0,-55.74,-74.81,,,414.02,4689.55,291375.0,161.16,133.19,332.53,89.22,35.46,27.36,15.38,131.54,68.16,85.71,119.02,60.0,45.3,23.88,18.51,-10.8,-11.57,29.46,22.14,26.58,182.51,91.57,99.1,121.7,2.23,-21.8,-9.2,-20.2,-28.1,-15.31
Aktywa obrotowe,,,,,13.97,-2.42,3.92,-2.01,14.16,24.93,-1.32,-9.48,5.0,6.87,31.14,24.25,15.41,12.01,24.38,48.98,24.91,9.75,-0.25,-7.96,6.48,-10.4,3.42,-2.86,-13.69,13.84,-34.02,-16.74,-40.62,-11.06,58.1,15.43,60.75,5.29,-2.64,-7.06,-2.21,2.21,1.75,13.1,38.08,15.72,-9.01,0.6,7.66,16.91,20.14,19.73,14.65,14.49,31.53,8.21,13.58,12.69,14.57,17.02,25.46,19.93,21.87,32.66,22.4,4.77,-9.92,20.7,-14.31,3.34,29.44,-4.11,54.29,15.94,1.03,64.7
Zapasy,,,,,19.79,-5.72,-7.55,1.48,71.42,21.69,-5.92,1.72,-3.96,57.5,80.05,61.3,77.16,24.58,30.22,37.89,40.71,-8.64,-14.98,-10.83,-8.29,68.48,21.59,7.13,8.6,0.85,4.25,8.04,-41.74,-24.12,-1.33,-27.98,31.97,4.66,7.3,45.88,53.14,27.65,-8.76,-21.43,-11.61,-55.65,-36.77,-28.56,-27.39,71.88,-10.74,-0.74,-12.08,12.73,72.98,17.35,81.3,-14.35,-2.95,5.63,-6.54,14.32,-0.93,45.7,130.03,5.18,-31.53,57.34,-77.61,-7.41,53.54,-6.92,106.6,43.86,57.28,22.72
Należności krótkoterminowe,,,,,18.53,-4.68,9.3,27.58,-22.85,-0.18,2.48,-13.86,26.75,33.7,51.84,11.86,7.25,5.78,-20.02,40.29,12.69,19.16,17.13,-8.85,17.8,-18.05,5.24,9.99,-21.55,21.75,2.35,14.35,37.25,114.53,25.52,-19.56,-9.79,-41.29,4.05,20.01,40.39,-2.48,-3.21,0.65,-13.04,9.62,-19.3,-17.45,-21.2,-38.54,-16.71,-19.3,12.21,-18.78,46.09,20.55,30.58,34.29,-25.5,-8.94,-31.97,687.31,594.83,400.1,524.67,4.09,-6.78,6.49,2.92,3.07,21.97,-11.19,15.82,9.94,-13.01,87.07
Inwestycje krótkoterminowe,,,,,10.23,5.18,14.68,-24.47,40.8,34.39,1.1,-11.19,-6.4,-11.57,-8.52,11.97,6.08,9.85,67.36,73.97,28.09,12.23,3.51,-4.45,6.91,-29.93,-10.26,-45.57,-28.96,21.7,-94.69,-87.84,-84.15,-69.13,1580.91,1326.37,472.16,176.83,-19.76,-75.52,-56.83,-8.77,18.44,217.12,282.92,74.6,32.37,65.23,44.38,33.48,59.31,63.26,21.81,25.6,15.75,0.95,-2.72,15.88,41.69,33.89,62.5,-98.68,-98.75,-97.03,-97.54,70.94,123.92,375.74,57.63,121.67,236.88,99.42,1244.17,89.75,73.82,18.2
Środki pieniężne i inne aktywa pieniężne,,,,,10.1,-13.72,14.53,-24.47,26.18,-1.99,-6.28,-13.86,-27.16,9.67,-11.91,10.87,32.68,51.64,86.19,79.76,45.99,21.1,3.76,-4.11,7.22,-31.72,-12.56,-45.2,-28.68,24.71,-95.89,-88.54,-84.17,-69.22,2147.55,1337.11,444.07,179.51,-19.75,-74.24,-54.52,-8.77,18.33,217.19,282.9,74.61,32.5,65.24,27.99,33.48,59.31,63.26,-95.63,-97.33,-95.09,-94.6,-87.6,-84.7,-71.98,-14.48,1977.39,368.24,48.5,-13.04,-59.96,-11.6,22.36,53.55,-64.63,-37.37,-45.53,-76.09,435.84,311.79,660.8,563.0
Pozostałe aktywa obrotowe,,,,,-2.71,-100.0,-53.38,-79.81,-72.52,,-52.17,5.97,260.82,152.75,-11.4,33.8,-0.82,14.61,-25.28,-10.47,-13.97,-37.36,-45.25,-9.9,-4.3,12.65,7.37,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,300.85,,,,-100.0,,,,,,-100.0,-100.0,,,,,-100.0,-100.0,,-100.0,,,,,,0.0,-53.4,-53.4,68.31,49.12,-29.02,-74.12,-92.83,-18.38,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,0.82,-0.97,0.2,-1.19,-2.06,1.26,-3.25,-1.89,0.83,1.29,7.02,9.07,7.99,9.56,13.5,19.47,14.92,10.43,6.39,2.38,5.59,0.64,4.7,1.4,-1.66,4.72,-7.04,-1.59,-7.56,-0.3,11.75,4.32,11.08,5.39,6.84,7.41,10.13,11.25,7.62,8.9,12.45,5.83,0.62,1.33,2.63,2.44,1.51,1.71,1.43,2.67,6.56,2.56,7.16,6.59,7.24,8.44,9.45,5.86,5.49,10.35,9.56,2.96,3.1,12.35,-0.53,9.51,14.01,10.1,34.94,24.03,19.32,33.69
Kapitał własny akcjonariuszy jednostki dominującej,,,,,4.79,10.59,11.49,10.17,2.96,2.37,2.82,5.69,4.68,6.12,6.46,3.71,12.85,11.31,11.18,17.87,10.92,10.83,11.29,9.14,7.9,7.64,6.91,6.85,6.24,3.95,3.6,2.28,-0.16,12.08,13.81,6.96,4.9,1.4,1.3,4.2,7.0,7.0,7.37,10.1,11.45,3.85,2.92,4.65,4.44,4.47,6.08,5.02,5.11,2.25,1.19,-2.58,-4.68,3.13,3.81,6.38,10.04,10.79,10.35,7.88,3.76,4.3,5.11,3.58,3.57,2.83,3.56,8.23,15.49,16.4,15.96,13.51
Kapitał (fundusz) podstawowy,,,,,0.0,238.93,238.93,238.93,238.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,7.1,14.51,25.71,14.39,13.83,0.0,-8.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,-57.01,-57.28,-56.4,41.05,-25.16,-0.63,-4.23,-2.58,19.59,-5.45,-14.32,19.29,15.43,-7.38,-6.77,-28.07,-26.24,-2.34,8.73,7.41,4.16,-76.03,-76.14,-72.71,-65.36,20.21,21.01,15.28,0.3,14.99,19.24,4.75,1.9,-47.37,-49.73,-40.22,-32.8,-15.54,-14.84,-8.42,-1.11,5.9,3.68,4.04,5.16,34.63,44.38,36.12,28.13,-6.23,-10.8,-25.79,-28.94,10.41,16.74,35.17,52.85,65.53,62.6,47.81,24.32,15.37,13.93,9.41,15.32,17.56,18.52,35.71,33.49,-100.0,-100.0,-100.0
Zobowiązania długoterminowe,,,,,-5.58,18.69,21.78,-10.9,-10.09,-6.22,-7.4,-4.89,-8.07,-9.2,-8.98,-3.89,-9.07,2.22,5.15,12.01,20.47,8.97,3.64,-4.85,-10.96,-11.5,-7.23,-14.14,-8.87,-31.77,-34.4,-28.41,-29.26,26.77,29.21,47.76,51.87,24.97,42.95,40.71,37.61,37.16,27.43,1.54,5.13,-2.32,-6.85,-1.48,-4.31,-5.04,-0.89,3.63,3.28,20.03,12.93,19.43,29.13,15.6,13.61,5.57,-3.5,-8.48,-8.93,-6.09,-6.6,-1.13,-0.81,3.43,-0.3,2.51,-3.25,-10.35,-8.04,-7.59,-3.07,59.6
Z tytułu dostaw i usług,,,,,,,,253.28,85.83,-22.35,51.89,-12.29,20.25,24.26,62.16,25.48,10.8,19.17,12.46,20.66,7.71,4.25,-13.0,-20.54,55.0,-0.8,-6.86,16.47,-27.33,0.08,26.9,10.19,1.3,-14.65,-19.91,4.99,11.16,42.66,49.43,13.82,5.49,-10.46,-11.66,-9.35,-7.51,-16.11,-4.98,7.32,39.85,15.26,-28.76,-21.72,-40.82,-4.71,31.65,7.0,82.55,21.13,28.37,20.32,11.69,-7.96,-14.32,30.12,49.32,-10.34,-23.66,80.58,-54.51,17.21,121.03,-13.72,226.67,206.83,42.95,201.4
Kredyty i pożyczki,,,,,,,,24.76,7.6,18.34,-28.65,-45.15,-8.03,-15.92,63.74,157.87,41.07,11.75,36.66,59.71,82.46,14.03,-8.35,6.02,-0.99,18.2,104.34,2.6,-7.17,200.3,-26.34,11.84,-14.51,-63.42,-13.91,-48.63,-48.09,-33.1,-41.96,-66.92,-99.7,-74.52,-85.01,111.86,58577.07,82.94,92.61,-73.19,-73.03,-0.12,-0.12,-0.12,-0.12,-0.11,-0.11,-0.12,-0.12,-50.03,-50.03,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,-99.94,,,,10.53,96.55,11.59,643.9,614.29,1450.88,-0.22,10302.3,212.22,57.47,75.02,69.25,1.57,-44.97,-1.49,-98.86,-69.24,-57.96,32.39,542.46,2077.68,346.58,-86.27,122.84,-95.5,-97.84,-69.45,-80.13,-86.51,748.39,-40.08,-95.85,174.14,-41.44,-100.0,162.5,-26.42,190.26,,-51.85,96.58,-57.72,-58.68,44380.22,-19.57,86.77,-99.13,-99.15,1141.62,1233.43,222.41,396.52,1.78,-38.22,-2.0,-1.4,-0.13,-3.4,440.69,300.24,221.88,215.49,19.58,18.54,22.14
Inne zobowiązania długoterminowe,,,,,,,,-26.61,-37.89,-23.88,-21.87,5.0,14.27,10.89,11.85,29.11,9.92,64.13,60.14,56.61,88.54,23.08,20.01,9.29,4.17,11.64,68.35,12.96,12.24,16.27,-24.9,14.14,11.63,38.1,39.87,42.83,49.01,18.09,13.21,14.03,8.24,10.89,20.41,12.42,18.69,14.12,11.13,3.49,0.12,-0.7,3.97,9.09,8.63,26.56,18.6,25.01,24.94,9.08,6.89,-2.86,-3.77,-9.22,-9.68,-6.53,-6.97,-1.22,-0.85,3.8,-0.29,-2.17,-8.4,-19.11,-18.35,-12.82,-9.39,9.02
Zobowiązania krótkoterminowe,,,,,23.89,-9.75,-9.04,-12.96,1.5,17.64,-16.6,-19.09,4.74,6.82,58.38,56.16,24.02,18.34,36.32,36.51,26.27,12.25,-3.44,-5.24,23.79,-0.44,18.39,6.95,-15.98,59.54,-7.95,11.16,-10.72,-48.28,-8.19,-25.79,-1.09,-0.69,-9.23,-17.37,-15.81,-13.38,-24.55,17.64,37.2,43.83,7.68,-7.51,6.86,7.13,-20.2,-16.96,-20.07,-26.32,29.86,-3.44,35.43,3.55,11.26,27.64,33.74,18.56,16.03,57.76,55.71,4.6,0.24,53.02,-11.1,67.83,110.28,32.08,135.42,101.37,52.09,56.45
