,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Koszty finansowe,0.0,0.0,0.0,39.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,209.0,2.0,9.0,215.0,297.0,3.0,6.0,6.0,20.0,11.0,22.0,24.0,33.0,57.0,6.0,48.0,30.0,142.0,115.0,79.0,30.0,59.0,49.0,114.0,57.0,119.0,191.0,24.0,101.0,67.0,67.0,56.0,74.0,96.0,116.0,134.0,128.0,149.0,228.0,246.0,281.0,237.0,271.0,59.0,10.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-129.0,-129.0,258.0,0.0,-129.0,-129.0,258.0,0.0,-129.0,-129.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,4.0
Zysk z działalności gospodarczej,502.0,262.0,154.0,49.0,192.0,102.0,133.0,-237.0,233.0,123.0,301.0,106.0,-649.0,1543.0,446.0,-4536.0,-197.0,-724.0,120.0,-1029.0,-1334.0,-955.0,317.0,-976.0,-414.0,-655.0,4.0,-1896.0,-1324.0,-117.0,179.0,30.0,-671.0,-861.0,-317.0,-549.0,884.0,-83.0,81.0,-1072.0,-440.0,-6518.0,-1172.0,-2549.0,-722.0,-2299.0,-474.0,-2777.0,-415.0,-1927.0,-566.0,-1543.0,-25.0,-545.0,-101.0,-741.0,-80.0,-637.0,36926.0,-3284.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,502.0,262.0,154.0,49.0,192.0,102.0,133.0,-237.0,233.0,123.0,301.0,106.0,-649.0,1543.0,446.0,-4536.0,-197.0,-724.0,120.0,-1029.0,-1334.0,-955.0,-70.0,-589.0,-414.0,-655.0,4.0,-1896.0,-1324.0,-117.0,179.0,30.0,-671.0,-861.0,-317.0,-549.0,884.0,-83.0,81.0,-1072.0,-440.0,-6518.0,-1172.0,-2549.0,-722.0,-2299.0,-474.0,-2777.0,-415.0,-1927.0,-566.0,-1543.0,-25.0,-545.0,-101.0,-741.0,-80.0,-637.0,36926.0,-3284.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.0
Zysk netto,426.0,242.0,193.0,-90.0,145.0,43.0,92.0,-156.0,194.0,99.0,223.0,93.0,-742.0,1444.0,365.0,-5167.0,-476.0,-810.0,-412.0,-1145.0,-1588.0,-1047.0,-259.0,-1192.0,-688.0,-724.0,-88.0,-2116.0,-1366.0,-225.0,33.0,-106.0,-622.0,-933.0,-323.0,-511.0,653.0,-135.0,-3.0,-990.0,-520.0,-5474.0,-1184.0,-2395.0,-790.0,-1937.0,-756.0,-3475.0,-576.0,-1934.0,-608.0,-1521.0,-182.0,-474.0,-119.0,-861.0,-147.0,-570.0,30890.0,-1225.0
Zysk netto akcjonariuszy jednostki dominującej,426.0,242.0,193.0,-90.0,145.0,43.0,92.0,-156.0,194.0,99.0,223.0,93.0,-742.0,1444.0,365.0,-5167.0,-476.0,-810.0,-412.0,-1145.0,-1588.0,-1047.0,-259.0,-1192.0,-688.0,-724.0,-88.0,-2116.0,-1366.0,-225.0,33.0,-106.0,-622.0,-933.0,-323.0,-511.0,653.0,-135.0,-3.0,-959.0,-494.0,-5440.0,-1139.0,-2357.0,-757.0,-1919.0,-746.0,-3469.0,-568.0,-1923.0,-595.0,-1506.0,-171.0,-462.0,-110.0,-827.0,-155.0,-570.0,30898.0,-1232.0
Aktywa trwałe,0.0,0.0,0.0,4945.0,0.0,0.0,0.0,9178.0,0.0,0.0,0.0,10677.0,0.0,0.0,3399.0,3332.0,3133.0,2975.0,2787.0,2720.0,2515.0,2364.0,2252.0,2591.0,2453.0,2369.0,2291.0,1924.0,1916.0,1855.0,1778.0,1957.0,2046.0,2031.0,1972.0,1833.0,1662.0,1651.0,1617.0,2119.0,2721.0,3645.0,3459.0,3488.0,3503.0,3728.0,3334.0,2686.0,2520.0,2322.0,2845.0,2953.0,2670.0,2689.0,2611.0,2609.0,2494.0,2502.0,603.0,802.0
Wartości niematerialne i prawne,0.0,0.0,0.0,741.0,0.0,0.0,0.0,667.0,0.0,0.0,0.0,596.0,0.0,0.0,2203.0,2158.0,2001.0,1848.0,1681.0,1529.0,1373.0,1217.0,1165.0,1076.0,734.0,790.0,766.0,795.0,804.0,803.0,792.0,820.0,834.0,846.0,828.0,766.0,707.0,701.0,652.0,1259.0,1311.0,1321.0,1219.0,1090.0,1043.0,1032.0,1053.0,1007.0,1034.0,999.0,956.0,966.0,924.0,964.0,993.0,999.0,1027.0,1049.0,133.0,114.0
Rzeczowe składniki majątku trwałego,0.0,0.0,0.0,69.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,146.0,0.0,0.0,167.0,155.0,143.0,131.0,119.0,114.0,105.0,201.0,182.0,164.0,151.0,248.0,226.0,208.0,186.0,178.0,167.0,268.0,254.0,224.0,199.0,175.0,144.0,123.0,125.0,172.0,771.0,696.0,626.0,550.0,693.0,597.0,513.0,435.0,342.0,267.0,889.0,808.0,733.0,654.0,577.0,498.0,428.0,354.0,385.0,257.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,46.0,46.0,46.0,48.0,46.0,48.0,48.0,47.0,47.0,47.0,48.0,47.0,47.0,53.0,53.0,53.0,53.0,53.0,53.0,102.0,53.0,102.0,102.0,102.0,105.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,106.0,106.0,106.0,106.0,108.0,201.0,192.0,179.0,167.0,165.0,159.0,148.0,39.0,48.0
Inwestycje długoterminowe,0.0,0.0,0.0,3597.0,0.0,0.0,0.0,7557.0,0.0,0.0,0.0,8928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,0.0,0.0,0.0,538.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,1007.0,0.0,0.0,983.0,973.0,943.0,948.0,941.0,1029.0,989.0,899.0,858.0,1304.0,1520.0,1284.0,1252.0,868.0,873.0,821.0,766.0,816.0,905.0,859.0,892.0,790.0,709.0,725.0,735.0,584.0,535.0,1524.0,1510.0,1744.0,1663.0,1995.0,1662.0,1138.0,1038.0,950.0,892.0,978.0,821.0,892.0,874.0,947.0,880.0,951.0,46.0,383.0
Aktywa obrotowe,0.0,0.0,0.0,12147.0,0.0,0.0,0.0,7641.0,0.0,0.0,0.0,7373.0,0.0,0.0,5519.0,8257.0,8140.0,7523.0,18379.0,17836.0,17170.0,15124.0,15295.0,14272.0,14168.0,14800.0,15452.0,13233.0,10994.0,11542.0,11931.0,12326.0,10671.0,9458.0,8394.0,9270.0,8024.0,7545.0,8939.0,4684.0,11755.0,12226.0,10227.0,8252.0,7488.0,7500.0,8345.0,8264.0,9958.0,9503.0,9046.0,8198.0,7662.0,7761.0,10464.0,9970.0,10382.0,49565.0,25633.0,23330.0
Zapasy,799.0,1167.0,1007.0,915.0,1052.0,1394.0,1339.0,1346.0,1424.0,1492.0,1375.0,1099.0,1080.0,1247.0,1207.0,1398.0,1677.0,2238.0,2083.0,2091.0,2292.0,3445.0,3664.0,2907.0,3173.0,3551.0,3470.0,3016.0,3019.0,3173.0,3507.0,3111.0,3264.0,3269.0,3108.0,3107.0,3092.0,2815.0,2387.0,2505.0,2565.0,3343.0,3260.0,3849.0,3718.0,4390.0,4754.0,3997.0,4266.0,4844.0,4911.0,3462.0,4252.0,3685.0,4652.0,4563.0,5392.0,5552.0,315.0,445.0
Należności krótkoterminowe,1618.0,1887.0,2539.0,2370.0,3136.0,3419.0,3098.0,2858.0,2983.0,2952.0,3505.0,3612.0,2786.0,3672.0,4261.0,3269.0,4240.0,4217.0,4467.0,4190.0,5418.0,4360.0,4416.0,5666.0,5326.0,5432.0,5651.0,6145.0,4319.0,5641.0,6351.0,7014.0,4895.0,4592.0,3814.0,4480.0,3111.0,2893.0,3902.0,1189.0,3254.0,4429.0,4840.0,3081.0,1883.0,2193.0,2498.0,2409.0,2714.0,2517.0,2669.0,3276.0,2325.0,2634.0,4640.0,3815.0,3496.0,3757.0,3049.0,648.0
Inwestycje krótkoterminowe,12314.0,11926.0,8859.0,8764.0,8279.0,7391.0,5258.0,3310.0,4076.0,2288.0,1942.0,2555.0,1941.0,250.0,28.0,3197.0,1756.0,559.0,11505.0,11189.0,9030.0,6863.0,6687.0,5223.0,5063.0,5124.0,5546.0,2788.0,2377.0,1145.0,785.0,815.0,1149.0,309.0,151.0,221.0,288.0,295.0,914.0,469.0,4846.0,4248.0,1963.0,1048.0,1661.0,766.0,958.0,1722.0,2843.0,1981.0,1348.0,1460.0,1085.0,1442.0,1172.0,1592.0,1494.0,40256.0,22269.0,22237.0
Środki pieniężne i inne aktywa pieniężne,12314.0,11926.0,8859.0,8764.0,8279.0,7391.0,5258.0,3310.0,4076.0,2288.0,1942.0,2555.0,1941.0,250.0,28.0,3197.0,1756.0,559.0,11505.0,11189.0,9030.0,6863.0,6687.0,5190.0,5063.0,5124.0,5546.0,2788.0,2377.0,1145.0,785.0,815.0,1149.0,309.0,151.0,221.0,288.0,295.0,914.0,469.0,4846.0,4248.0,1963.0,1048.0,1661.0,766.0,958.0,1722.0,2843.0,1981.0,1348.0,1460.0,1085.0,1442.0,1172.0,1592.0,1494.0,40256.0,22269.0,22237.0
Pozostałe aktywa obrotowe,0.0,0.0,0.0,98.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,107.0,0.0,0.0,23.0,393.0,467.0,509.0,324.0,366.0,430.0,456.0,528.0,476.0,606.0,693.0,785.0,1284.0,1279.0,1583.0,1288.0,1386.0,1363.0,1288.0,1321.0,1462.0,1533.0,1542.0,1736.0,521.0,1090.0,206.0,164.0,274.0,226.0,151.0,135.0,136.0,135.0,161.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,17417.0,17455.0,17282.0,17092.0,17562.0,17433.0,17198.0,16819.0,17711.0,17395.0,17422.0,18050.0,9659.0,18830.0,8918.0,11589.0,11273.0,10498.0,21166.0,20556.0,19685.0,17488.0,17547.0,16863.0,16621.0,17169.0,17743.0,15157.0,12910.0,13397.0,13709.0,14283.0,12717.0,11489.0,10366.0,11103.0,9686.0,9196.0,10556.0,6803.0,14476.0,15871.0,13686.0,11740.0,10991.0,11228.0,11679.0,10950.0,12478.0,11825.0,11891.0,11151.0,10332.0,10450.0,13075.0,12579.0,12876.0,52067.0,26236.0,24132.0
Kapitał własny akcjonariuszy jednostki dominującej,16209.0,16076.0,16247.0,16158.0,16303.0,15970.0,16063.0,15906.0,16101.0,16136.0,16360.0,16452.0,7636.0,5430.0,5430.0,8979.0,8509.0,6782.0,19205.0,18050.0,16351.0,14340.0,14158.0,13084.0,12529.0,10815.0,10760.0,8672.0,7288.0,6000.0,6057.0,5943.0,5327.0,4427.0,4086.0,3561.0,4216.0,4032.0,4032.0,1935.0,1441.0,8616.0,7356.0,5138.0,3980.0,2460.0,1746.0,-139.0,-764.0,-2659.0,-3328.0,-4865.0,-5066.0,-5627.0,-5930.0,-6490.0,-6610.0,-7129.0,22959.0,22521.0
Kapitał (fundusz) podstawowy,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,704.0,704.0,704.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,1113.0,1113.0,1113.0,1113.0,1113.0,1113.0,1113.0,1113.0,1113.0,1113.0,1113.0,1113.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,0.0,0.0,0.0,13702.0,0.0,0.0,0.0,14098.0,0.0,0.0,0.0,14159.0,0.0,0.0,14456.0,19272.0,19272.0,19846.0,32430.0,32430.0,32430.0,33489.0,33489.0,33489.0,33489.0,35093.0,35093.0,35093.0,35093.0,36739.0,36739.0,36739.0,36739.0,30313.0,30313.0,38476.0,38476.0,38476.0,38476.0,38476.0,38476.0,52010.0,52010.0,52010.0,52010.0,52010.0,52010.0,53503.0,53503.0,53503.0,53503.0,44177.0,44177.0,44177.0,44177.0,44177.0,44177.0,44177.0,44177.0,44177.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,-25.0,-59.0,-104.0,-142.0,-175.0,-193.0,-203.0,-209.0,-217.0,-228.0,-241.0,-256.0,-267.0,-279.0,-288.0,-302.0,-294.0,-294.0,-294.0,-295.0
Zobowiązania długoterminowe,39.0,39.0,38.0,12.0,12.0,12.0,12.0,82.0,82.0,81.0,64.0,55.0,88.0,70.0,49.0,40.0,33.0,25.0,21.0,17.0,14.0,93.0,83.0,68.0,61.0,114.0,100.0,82.0,67.0,51.0,35.0,93.0,71.0,59.0,50.0,40.0,15.0,23.0,15.0,75.0,456.0,374.0,305.0,236.0,354.0,263.0,179.0,163.0,4683.0,3616.0,3716.0,4694.0,4119.0,3596.0,3002.0,2401.0,3121.0,111.0,242.0,135.0
Z tytułu dostaw i usług,0.0,0.0,0.0,376.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,268.0,0.0,0.0,1310.0,1639.0,805.0,629.0,792.0,1280.0,1504.0,391.0,866.0,732.0,1808.0,1374.0,379.0,919.0,2217.0,678.0,1956.0,818.0,536.0,662.0,407.0,996.0,1162.0,589.0,1013.0,3244.0,2421.0,3138.0,2240.0,2712.0,1883.0,3702.0,3839.0,4552.0,3610.0,5014.0,4933.0,6372.0,5915.0,6830.0,7920.0,8988.0,7548.0,48756.0,2873.0,1677.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,0.0,0.0,0.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0,1798.0,954.0,347.0,2572.0,3801.0,3954.0,2347.0,3980.0,4679.0,4319.0,4070.0,4069.0,3967.0,3592.0,3365.0,3133.0,2723.0,1005.0,9578.0,2978.0,2987.0,2997.0,4009.0,4024.0,5066.0,5121.0,4454.0,5343.0,5916.0,4747.0,5349.0,5638.0,6001.0,7487.0,8790.0,10324.0,346.0,2.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,55.0,0.0,0.0,73.0,64.0,53.0,921.0,28.0,22.0,19.0,572.0,40.0,44.0,41.0,600.0,63.0,60.0,60.0,599.0,62.0,92.0,92.0,81.0,66.0,52.0,52.0,34.0,33.0,0.0,0.0,283.0,287.0,273.0,323.0,316.0,313.0,252.0,203.0,133.0,294.0,292.0,279.0,288.0,294.0,316.0,314.0,294.0,105.0,67.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,399.0,14.0,14.0,20.0,20.0,20.0,20.0,26.0,26.0,26.0,26.0,24.0,24.0,69.0,69.0,61.0,61.0,61.0,16.0,21.0
Zobowiązania krótkoterminowe,966.0,1167.0,823.0,648.0,979.0,1085.0,800.0,521.0,1374.0,879.0,669.0,1192.0,1697.0,1560.0,3067.0,2189.0,2331.0,3154.0,1532.0,1956.0,2662.0,2527.0,2900.0,3139.0,3315.0,5519.0,6406.0,5791.0,4824.0,6739.0,7069.0,7559.0,6549.0,6258.0,5506.0,6814.0,5074.0,4566.0,5754.0,4792.0,12604.0,6940.0,6129.0,6508.0,6832.0,8698.0,9957.0,11135.0,8776.0,11096.0,11744.0,11578.0,11546.0,12760.0,16291.0,16970.0,16659.0,59379.0,3329.0,1771.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,245.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,193.0,0.0,0.0,378.0,486.0,1473.0,836.0,712.0,654.0,1139.0,1564.0,196.0,1409.0,1119.0,973.0,2163.0,858.0,200.0,1482.0,372.0,2330.0,1851.0,1446.0,1066.0,2174.0,495.0,810.0,1985.0,543.0,605.0,541.0,615.0,526.0,617.0,656.0,739.0,1210.0,509.0,606.0,601.0,167.0,3.0,4.0,2076.0,179.0,7.0,5.0,5.0,25.0
Rozliczenia międzyokresowe,203.0,173.0,174.0,274.0,268.0,366.0,323.0,310.0,154.0,299.0,329.0,351.0,238.0,11770.0,372.0,381.0,400.0,537.0,408.0,533.0,658.0,528.0,406.0,572.0,716.0,721.0,477.0,612.0,731.0,607.0,548.0,688.0,770.0,745.0,724.0,688.0,381.0,575.0,734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,17417.0,17455.0,17282.0,17092.0,17562.0,17433.0,17198.0,16819.0,17711.0,17395.0,17422.0,18050.0,9659.0,18830.0,8918.0,11589.0,11273.0,10498.0,21166.0,20556.0,19685.0,17488.0,17547.0,16863.0,16621.0,17169.0,17743.0,15157.0,12910.0,13397.0,13709.0,14283.0,12717.0,11489.0,10366.0,11103.0,9686.0,9196.0,10556.0,6803.0,14476.0,15871.0,13686.0,11740.0,10991.0,11228.0,11679.0,10950.0,12478.0,11825.0,11891.0,11151.0,10332.0,10450.0,13075.0,12579.0,12876.0,52067.0,26236.0,24132.0
