,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Zysk przed opodatkowaniem,,,,,-21.36,106.07,-54.42,-5.69,133.72,18.95,234.93,73.6,79.28,-33.81,-20.33,-32.5,-66.26,25.56,-80.73,-164.02,60.03,2.27,50.97,250.68,7.49,36.44,10.83,-46.73,2.27,-23.59,52.11,-160.71,-27.47,-87.95,313.49,324.36,9.52,742.94,-55.46,172.27,11.06,-1.92,4.36,12.58,52.88,-44.43,-6.31,42.61,-2.3,31.6,132.38,136.34,280.8,380.87,180.3,14.9,-38.14,20.6,14.97,-14.48,-17.83,-40.48,-44.75,174.12
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,11.85,49.31,-47.0,-22.16,46.4,24.1,188.09,181.9,81.79,-27.27,-12.7,-36.63,-65.72,20.11,-73.57,-144.24,54.27,9.31,24.46,264.42,6.1,32.55,7.98,-45.96,1.73,-25.28,36.32,-101.51,-31.87,-84.79,350.23,8059.26,15.61,532.17,-50.74,260.91,12.64,55.01,-39.8,13.64,52.3,-61.22,59.3,19.61,-5.15,13.99,124.36,201.01,315.61,444.55,170.99,12.1,-44.81,9.44,12.76,-11.35,-13.58,-35.54,-42.89,150.88
Zysk netto akcjonariuszy jednostki dominującej,,,,,-34.49,89.14,-47.0,-22.16,149.92,-2.03,188.09,104.23,63.89,-16.02,1.52,-44.73,-63.19,-1.22,-72.39,-170.02,46.77,6.16,-23.42,233.4,4.65,30.25,68.04,-36.55,5.7,-22.01,9.08,-111.07,-32.81,-85.67,373.55,526.98,12.21,530.24,-53.4,773.11,9.06,33.21,-20.49,16.25,63.32,-54.35,37.05,33.9,1.1,26.78,113.25,189.32,315.61,444.55,170.99,12.1,-44.81,9.44,12.76,-11.35,-13.58,-35.54,-42.89,150.88
Aktywa trwałe,,,,,66.95,44.24,32.99,15.59,-1.55,94.54,138.34,168.36,204.09,50.22,17.51,11.91,0.86,8.59,16.82,21.14,20.53,11.54,17.04,7.41,5.88,5.16,4.37,16.99,24.0,33.83,67.95,53.2,46.06,36.63,-0.5,3.26,3.04,3.18,7.58,5.19,5.97,4.91,0.52,-4.34,-4.91,-4.38,-4.17,0.62,2.51,3.12,4.98,30.71,30.01,29.33,30.58,5.43,5.65,7.47,6.36,2.1,-0.3,1.01,-0.67,16.07
Wartości niematerialne i prawne,,,,,55.74,25.4,48.08,-22.37,-53.68,-37.97,-54.55,-23.73,10881.82,9785.71,13582.86,10664.44,-0.27,-1.14,-0.71,-2.75,-3.09,-2.63,-2.84,100.45,99.31,96.85,95.87,-4.84,-4.87,-3.87,91.74,92.76,96.34,98.03,0.22,0.29,-0.77,-1.88,-2.53,-2.65,-3.21,-3.36,-3.38,-4.45,-3.88,-4.18,-4.43,-4.1,-4.83,-5.0,-4.54,-59.32,-59.65,-59.88,-60.5,-7.63,-8.01,-8.78,-8.37,-9.64,-9.17,-8.41,-9.17,74.85
Rzeczowe składniki majątku trwałego,,,,,90.33,48.89,36.83,18.49,-7.43,89.7,117.18,139.49,49.7,-30.48,-41.36,-41.69,2.27,21.58,26.25,-6.4,-6.86,-20.98,-20.74,-13.03,-14.0,-12.42,-7.62,11.01,4.92,10.9,219.55,211.82,229.96,211.97,-0.67,0.39,-0.83,0.92,7.87,0.48,3.24,1.09,-5.53,-24.42,-24.97,-22.85,-22.31,5.07,11.7,12.48,13.08,-0.25,-38.26,-39.85,-37.67,-29.49,10.77,10.84,9.01,11.42,7.6,8.03,9.04,57.63
Należności długoterminowe,,,,,,,,,,,,,,,,60.2,114.95,-43.86,-55.62,171.18,118.06,264.34,295.14,11.43,-0.23,11.64,8.23,25.67,11.09,9.77,11.89,19.54,21.13,17.4,40.5,24.45,32.45,25.6,-1.53,-2.57,2.66,-3.41,-2.73,-8.96,-17.58,-22.25,-23.11,-15.23,-12.05,-13.1,-5.59,-21.89,-22.74,-29.1,-38.91,-37.33,-44.31,-42.43,-35.93,-33.5,-39.55,-33.97,-42.68,-47.4
Inwestycje długoterminowe,,,,,-93.05,-0.51,0.0,0.0,2720.51,2720.51,9911.28,10509.23,1863.67,1880.91,434.33,405.49,-3.1,-2.64,8.81,40.21,40.19,38.33,36.88,15.71,15.65,15.35,20.78,21.67,36.69,49.03,-1.11,-15.48,-22.95,-30.07,-5.25,6.56,7.3,7.68,8.99,13.32,9.88,10.07,8.94,20.75,20.81,21.31,20.87,-1.68,-3.71,-3.66,-3.97,69.07,103.12,102.88,109.65,22.18,3.62,3.81,0.97,-3.23,-4.08,0.29,2.0,6.25
Pozostałe aktywa trwałe,,,,,-39.11,-19.26,-33.74,-43.65,-55.32,36.1,-39.16,43.96,234.29,19.38,145.55,79.37,23.59,75.15,165.45,106.65,96.29,49.01,220.87,26.49,4.74,-29.87,-71.21,-1.63,-8.34,13.13,113.01,89.92,141.95,163.75,28.13,2.22,2.65,-12.98,7.3,6.99,15.9,22.0,13.74,9.27,9.41,-1.94,0.07,-0.7,2.3,4.82,37.79,-4.59,26.53,57.74,18.83,50.21,31.51,51.52,75.11,50.53,22.28,-7.88,-40.37,-28.54
Aktywa obrotowe,,,,,49.03,55.86,28.52,30.24,55.58,47.11,42.94,15.66,26.83,24.04,39.58,63.67,32.5,46.59,24.83,6.75,-1.24,-1.23,36.11,37.33,33.0,8.38,-23.98,-20.24,-21.74,-18.19,-3.34,-2.28,4.87,16.33,19.06,-2.53,-3.97,-5.02,-4.78,4.91,9.9,29.89,19.82,21.25,19.45,6.37,2.07,11.29,18.4,14.61,18.86,37.18,22.75,49.7,60.6,53.95,63.53,42.42,32.02,14.52,5.32,-7.52,-10.33,-5.37
Zapasy,,,,,48.21,48.78,51.09,62.67,88.34,55.29,36.94,15.67,19.16,15.95,9.41,28.84,19.3,17.62,13.19,-3.15,-3.0,-2.98,6.9,18.12,9.09,-9.06,-26.17,-26.13,-23.72,-11.36,-1.08,-9.08,1.59,9.34,17.71,19.52,19.14,2.17,-11.32,-5.91,-16.92,-12.17,1.28,25.66,34.98,67.44,59.15,20.29,12.99,1.95,3.95,8.38,7.4,11.41,10.6,11.79,32.73,31.29,28.71,24.28,17.04,15.75,19.26,-0.78
Należności krótkoterminowe,,,,,94.45,137.51,-5.78,-17.61,15.69,33.3,52.8,6.29,11.31,-4.21,53.16,97.17,32.86,46.71,36.45,31.15,-7.38,26.26,45.25,31.77,59.0,21.39,-19.23,-7.06,-3.53,-10.5,-14.18,-14.29,-14.5,-13.47,20.42,46.47,38.3,64.25,63.15,14.35,27.27,52.69,26.7,16.84,15.71,-19.46,-25.1,-8.22,14.34,24.77,20.61,11.96,-1.34,44.49,65.96,74.56,78.73,59.73,61.03,15.11,5.98,-18.52,-18.88,6.63
Inwestycje krótkoterminowe,,,,,35.84,-60.38,79.01,217.81,358.55,38.21,315.58,59.36,71.84,118.22,47.68,87.49,28.28,222.83,150.03,23.26,6.4,-17.84,-14.7,48.35,27.02,139.42,10.62,-15.85,-29.98,-67.29,61.52,124.52,49.48,191.86,39.98,-0.56,-17.34,-48.11,-36.1,3.2,98.59,138.29,49.05,29.53,-7.87,5.2,15.93,68.6,101.65,42.17,124.75,167.22,208.93,272.8,194.35,75.73,79.89,12.13,-26.06,7.85,-7.07,-3.46,-27.69,-21.31
Środki pieniężne i inne aktywa pieniężne,,,,,35.84,-60.38,79.01,217.81,358.55,38.21,315.58,59.36,71.84,118.22,47.68,83.87,20.43,213.32,144.57,23.94,13.34,-15.34,-12.8,41.62,-0.02,63.94,10.62,-10.6,-14.1,-54.47,37.22,109.63,32.01,175.47,53.59,-1.27,-21.95,-54.35,-41.0,4.63,126.05,178.35,70.94,37.82,-0.94,12.49,16.14,68.6,104.62,43.82,127.27,167.22,208.93,272.82,194.35,61.86,60.32,-6.11,-40.09,8.5,-7.96,-4.15,-34.21,-22.02
Pozostałe aktywa obrotowe,,,,,-42.42,-41.55,23.64,26.2,31.88,70.43,32.5,27.41,184.0,267.23,407.21,187.05,95.14,120.75,22.22,-3.02,12.29,-25.97,118.5,92.22,58.2,2.26,-31.89,-27.77,-41.91,-30.78,2.26,1.67,47.28,88.96,13.37,-97.66,-92.85,-94.65,-97.8,40.67,51.14,-0.34,110.44,-10.26,-36.14,115.04,121.57,-41.81,-32.41,-61.66,-65.39,0.32,-100.0,-100.0,-100.0,-100.0,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,54.26,52.26,29.79,26.21,37.52,61.02,70.64,54.12,66.94,33.32,30.63,40.97,19.46,31.41,21.91,11.76,6.34,2.99,29.44,26.04,22.3,7.23,-15.02,-8.27,-6.12,0.05,24.34,20.48,23.45,25.85,8.8,0.49,-0.23,-0.84,1.15,5.06,7.74,16.65,9.97,7.52,6.25,1.25,-0.84,6.19,10.69,9.44,12.61,34.25,26.01,41.06,47.99,32.58,36.7,28.84,22.51,10.17,3.3,-4.75,-7.22,1.59
Kapitał własny akcjonariuszy jednostki dominującej,,,,,81.44,82.48,61.68,89.82,139.33,170.31,244.51,136.05,97.72,55.2,19.5,19.59,3.08,-0.6,-3.37,-6.52,-0.02,3.73,3.84,7.24,7.18,12.96,13.13,14.23,14.02,7.69,7.95,5.5,4.79,2.62,7.0,7.39,7.45,9.24,5.96,8.18,8.19,8.14,7.88,8.08,8.8,7.88,11.12,24.32,23.87,23.35,21.74,13.91,16.69,20.19,27.18,26.14,24.32,21.24,19.19,17.12,16.34,13.84,9.64,16.36
Kapitał (fundusz) podstawowy,,,,,17.2,17.2,17.2,12.5,37.5,62.5,87.5,66.67,36.36,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99,9.99,9.99,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.21,11.21,11.21,11.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,182.8,67.61,67.61,76.79,177.36,206.49,281.46,207.78,115.59,59.05,27.37,25.24,6.13,2.18,2.51,2.51,10.08,3.12,3.12,40.24,4.46,12.75,12.46,-15.89,12.87,9.04,9.32,7.49,9.82,6.26,6.26,5.61,11.43,7.09,7.09,7.76,8.43,8.32,8.32,8.32,8.3,8.41,11.5,25.55,24.66,24.09,20.64,-40.07,-44.33,-44.07,-44.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,,,,,,,,,,745185.69,1178.74,394.55,-20.94,-19.65,-17.14,-16.04,6.76,7.7,8.05,4.65,4.8,5.39,17.16,5.62,5.19,4.18,-7.01,2.08,1.97,1.48,1.65,4.01,4.28,5.39,5.8,4.44,4.75,4.59,4.63,4.41,4.1,3.61,-16.6,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,99.53,41.68,0.0,2.3,-6.63,-14.61,0.59,-17.48,-2.15,7.43,18.35,4.03,37.39,45.39,37.96,71.47,31.52,19.71,18.54,-2.6,-15.91,-18.56,-7.41,10.01,28.6,45.9,68.54,46.5,45.46,38.38,13.2,43.35,41.18,33.74,30.91,-4.67,-8.03,-3.28,-2.72,-11.89,-12.73,-11.95,-12.67,26.41,30.13,31.43,27.73,74.5,58.83,66.97,71.69,10.32,11.81,3.56,1.5,-2.96,-14.59,-16.32,-16.48,-23.51
Z tytułu dostaw i usług,,,,,,,,6.18,,,,22.94,,,60.4,111.02,38.63,114.21,54.23,14.35,20.1,-9.13,55.35,69.38,44.95,27.03,-14.29,-10.56,4.86,-4.1,-6.47,-9.62,-14.85,-3.2,0.5,-15.54,-1.04,5.78,21.5,43.03,36.84,94.83,49.05,37.25,31.53,-1.53,-11.94,-40.63,10.19,4.91,23.25,33.37,-22.1,17.12,74.29,163.82,228.02,140.81,57.01,25.77,11.94,-9.14,-11.7,5.53
Kredyty i pożyczki,,,,,,,,95.22,,,,67.76,,,57.67,42.56,73.74,77.24,40.56,5.96,-22.63,-10.39,-8.25,23.7,47.72,3.49,-6.7,-30.74,-45.29,-48.21,-29.27,-48.35,-17.11,28.9,33.03,48.7,34.41,35.1,25.34,0.55,36.24,-4.8,-23.87,-0.76,14.64,8.22,23.75,54.29,-20.5,-18.87,-35.19,-27.41,-22.15,-12.5,-9.4,16.6,22.92,-56.65,-48.78,-60.91,-27.12,95.63,23.04,115.3
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,-100.0,6647.27,,6811.18,,-63.65,-100.0,-100.0,-100.0,-100.0,,,,,-100.0,,,,,,,,,,,,,-33.33,,,,2583.33,,,,-90.06,,,,61.81,6348.61,,,-11.59
Zobowiązania z tytułu leasingu finansowego,,,,,,,,-47.22,,,,530.98,,,-3.86,7.98,-8.8,-9.56,-10.37,-30.06,-31.18,-31.75,-29.18,13.75,-56.11,-28.86,-22.39,-39.73,61.37,34.71,21.72,54.34,64.44,15.87,25.79,-38.73,-36.22,-23.48,-100.0,18.31,24.88,0.1,,-5.72,-11.19,-4.05,-0.94,-5.7,13.8,10.93,38.22,57.22,32.76,35.91,25.74,12.82,8.57,18.71,18.25,24.9,27.0,18.93,17.04,14.94
Inne zobowiązania długoterminowe,,,,,,,,-100.0,,,,,,,,,,,,,25.44,33.78,73.63,17.41,36.14,37.62,25.72,-8.4,8.23,-27.7,31.06,13.41,-9.61,70.41,48.25,522.26,518.7,368.79,196.69,-36.22,-35.78,-25.15,-27.48,-33.05,-31.86,-35.94,-33.88,7.08,-7.67,2.2,-15.08,174.97,214.44,366.67,253.04,3.7,1.49,-28.79,8.63,-0.09,-1.31,6.64,11.39,6.33
Zobowiązania krótkoterminowe,,,,,17.79,52.72,0.0,21.08,22.11,57.0,77.8,60.17,61.49,15.37,42.89,61.63,42.52,74.6,48.37,14.66,-3.31,-4.84,25.56,45.86,41.2,12.6,-16.91,-21.37,-20.7,-21.44,-10.1,-10.1,-9.05,3.45,8.92,4.59,3.77,7.8,13.83,12.94,31.52,50.66,25.67,25.51,24.05,6.28,1.96,-6.7,1.33,-0.92,6.81,19.72,4.64,38.01,47.31,67.47,86.97,60.15,45.13,16.14,8.59,-8.1,-11.81,8.35
Inne zobowiązania krótkoterminowe,,,,,,,,-17.96,,,,113.18,,,-1.05,0.58,12.72,23.97,92.01,106.46,11.83,11.33,3.07,-16.96,11.59,20.14,-30.68,-37.97,-27.66,-24.87,16.23,125.33,22.22,-9.17,3.57,74.36,-12.38,-30.82,-14.95,-50.28,-0.65,-16.57,10.52,-2.8,22.09,134.89,80.67,219.65,9.94,-4.78,-2.95,31.43,225.96,298.7,-42.83,-81.61,-83.94,-74.39,10.27,-12.66,-4.19,-68.64,-60.69,-33.36
Rozliczenia międzyokresowe,,,,,-18.34,29.73,515.37,42.55,456.41,504.46,-20.52,-5.96,-23.25,-56.67,-58.57,40.99,22.04,44.17,52.27,-9.14,34.45,-1.66,398.0,239.83,288.79,70.06,-82.11,-59.8,-65.68,-19.04,498.35,489.42,372.62,391.45,6.58,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,54.26,52.26,29.79,26.21,37.52,61.02,70.64,54.12,66.94,33.32,30.63,40.97,19.46,31.41,21.91,11.76,6.34,2.99,29.44,26.04,22.3,7.23,-15.02,-8.27,-6.12,0.05,24.34,20.48,23.45,25.85,8.8,0.49,-0.23,-0.84,1.15,5.06,7.74,16.65,9.97,7.52,6.25,1.25,-0.84,6.19,10.69,9.44,12.61,34.25,26.01,41.06,47.99,32.58,36.7,28.84,22.51,10.17,3.3,-4.75,-7.22,1.59
Przepływy pieniężne z działalności operacyjnej,,,,,619.1,68.02,-2.72,-161.27,-186.92,2934.78,81.64,-398.94,-236.46,-122.69,-837.5,122.56,-24.35,140.76,385.7,29.17,97.12,-741.65,-30.8,40.23,981.02,185.97,-32.93,-11.9,84.85,-58.1,-82.83,101.99,-440.47,-146.99,-601.95,105.17,-17.7,55.62,247.82,13.14,6.41,943.9,-92.18,-22.02,-26.54,-12.6,-153.91,0.11,54.15,50.34,5004.88,142.01,-90.31,-0.69,99.25,-20.14,-74.24,-452.38,-108.52,86.29,-68.63,81.3,-918.17,26.99
Amortyzacja,,,,,5.49,4.79,-38.9,-17.63,-14.19,12.32,-1.96,33.21,143.69,53.24,62.71,33.75,-61.37,-43.28,-48.83,-50.16,-7.98,-20.97,-3.81,12.26,11.14,0.6,0.44,-13.14,19.26,26.08,68.76,131.04,72.63,73.05,27.68,-71.81,-12.87,-14.48,-8.81,203.05,9.5,11.3,8.25,5.15,5.32,-8.25,14.14,-0.44,1.94,32.03,24.89,21.04,6.14,-3.5,-16.01,0.97,18.07,20.53,17.43,22.39,21.13,16.5,15.99,13.15
Przepływy pieniężne z działalności inwestycyjnej,,,,,-140.61,40.12,50.92,132.42,52.45,-2467.98,-1302.53,-512.55,21.85,96.97,107.32,40.67,45.68,-942.15,-565.48,173.84,61.53,97.55,96.42,-369.93,29.72,1323.29,-5660.0,-95.9,-2600.28,-349.88,81.53,166.72,73.26,109.03,116.9,-154.48,168.71,-281.79,-2171.46,0.94,-97.91,149.25,99.59,121.26,-2310.81,-682.14,-1585.92,-649.97,-0.55,41.05,186.63,162.75,171.91,-92.81,-842.24,-803.68,-146.24,85.71,97.3,94.93,-168.56,-1957.57,-4702.4,-5353.98
CAPEX (niematerialne i rzeczowe),,,,,44.25,-66.78,-88.94,-64.98,-92.64,1266.24,2776.87,264.05,129.81,-98.26,-90.42,-28.82,96.83,1248.41,123.78,-48.96,-58.85,-96.14,-75.7,182.28,-21.69,-95.81,766.4,-9.47,-34.72,4867.86,-86.27,-89.59,583.97,-195.61,-63.78,730.43,-29.27,464.59,3196.27,16.28,-88.48,-92.74,-96.65,-95.04,1302.61,2560.23,273.1,1059.1,-22.62,-47.9,-166.35,-36.77,-82.35,136.13,-100.89,157.88,146.42,-77.36,125.76,-58.91,103.19,50.38,516.12,3195.12
Przepływy pieniężne z działalności finansowej,,,,,-49.7,-64.07,7.23,19.76,404.12,433.93,407.65,-34.8,123.14,-77.58,-76.67,-142.46,2.45,281.12,-257.95,-494.62,-96.37,15.16,-20.1,61.08,-1234.63,-194.33,139.3,79.81,80.28,118.8,111.67,-2096.71,1219.82,199.54,23.17,-104.51,-6.16,-73.37,-57.1,3.36,46.38,-514.9,-112.12,22.52,0.75,115.43,472.54,71.6,-108.2,-1201.94,-75.88,-106.08,-311.37,110.26,67.73,202.31,-14.29,-1853.33,-2063.77,-94.5,92.47,-42.52,55.96,-1757.64
Emisja akcji,,,,,,,,-100.0,,285.29,,,,-100.0,,,-100.0,,,,,,,,,,,,,-100.0,-100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.22,,-100.0,,149.99,,,,-100.0,,
Przepływy pieniężne razem,,,,,107.99,-93.2,85.29,332.96,4583.67,-2145.29,565.03,-2102.67,97.25,-47.34,-18.88,109.14,-83.96,130.46,-29.94,-114.84,-186.64,-217.44,16.06,990.37,-1123.69,371.01,-430.94,-67.68,24.79,-155.75,327.92,684.7,-358.01,378.83,-38.88,-62.27,-13.22,-113.62,8.32,211.14,53.89,370.27,-96.2,9.38,-129.38,130.35,431.87,138.98,-31.86,-185.6,2136.37,193.26,-101.18,303.33,72.87,-5.07,-65.6,-916.51,-153.54,84.63,-47.26,14.4,-141.82,-15.83
