,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
Koszty finansowe,347.0,444.0,260.0,708.0,224.0,230.0,692.0,792.0,955.0,962.0,986.0,776.0,830.0,1087.0,901.0,1503.0,1142.0,1019.0,544.0,-371.0,1285.0,-250.0,768.0,806.0,986.0,163.0,704.0,943.0,2131.0,960.0,1329.0,2708.0,519.0,693.0,690.0,602.0,446.0,483.0,556.0,318.0,363.0,440.0,415.0,363.0,702.0,-23.0,394.0,668.0,408.0,406.0,325.0,150.0,636.0,5.0,274.0,494.0,310.0,359.0,395.0,343.0,791.0,394.0,-95.0,729.0,276.0,557.0,848.0,1278.0,1283.0,2190.0,2159.0,1753.0,1479.0,2068.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,2257.0,1211.0,1106.0,3194.0,1626.0,452.0,-2041.0,975.0,1236.0,-3100.0,-868.0,2161.0,2336.0,-1143.0,-249.0,202.0,3565.0,-2859.0,2507.0,2847.0,1636.0,153.0,331.0,5324.0,4420.0,1359.0,4240.0,2975.0,448.0,-1230.0,-1631.0,5091.0,1431.0,3418.0,2296.0,267.0,2201.0,6630.0,3202.0,91.0,1933.0,3651.0,1724.0,-1673.0,188.0,2117.0,154.0,-1432.0,-737.0,2026.0,1188.0,7494.0,1040.0,1759.0,2065.0,-988.0,2068.0,1926.0,3047.0,413.0,2480.0,2637.0,3706.0,1023.0,3030.0,2764.0,2250.0,2015.0,2265.0,3101.0,5476.0,2090.0,8309.0,11634.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,2257.0,1211.0,1106.0,3194.0,1626.0,452.0,-2041.0,975.0,1236.0,-3100.0,-868.0,2161.0,2336.0,-1143.0,-249.0,202.0,3565.0,-2859.0,2507.0,2847.0,1636.0,153.0,331.0,5324.0,4420.0,1359.0,4240.0,2975.0,448.0,-1230.0,-1631.0,5091.0,1431.0,3418.0,2296.0,267.0,2201.0,6630.0,3202.0,91.0,1933.0,3651.0,1724.0,-1673.0,188.0,2117.0,154.0,-1432.0,-737.0,2026.0,1188.0,7494.0,1040.0,1759.0,2065.0,-988.0,2068.0,1926.0,3047.0,413.0,2480.0,2637.0,3706.0,1023.0,3030.0,2764.0,2250.0,2015.0,2265.0,3101.0,5476.0,2090.0,8309.0,11634.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,1814.0,944.0,888.0,2604.0,1331.0,358.0,-1966.0,1042.0,989.0,-2274.0,-1024.0,2343.0,1907.0,-1055.0,-454.0,-303.0,2938.0,-2808.0,2341.0,2369.0,1307.0,2.0,313.0,4256.0,3641.0,1080.0,3305.0,2076.0,274.0,-1041.0,-1699.0,5076.0,863.0,2863.0,1813.0,135.0,1815.0,5251.0,2499.0,86.0,1402.0,3049.0,1466.0,-1384.0,140.0,1598.0,151.0,-1244.0,-800.0,1733.0,932.0,5881.0,804.0,1423.0,1629.0,-941.0,1670.0,1510.0,2465.0,195.0,2003.0,2044.0,2941.0,776.0,2363.0,2304.0,1696.0,1405.0,1760.0,2469.0,4324.0,1497.0,6561.0,9327.0
Zysk netto akcjonariuszy jednostki dominującej,1814.0,944.0,888.0,2604.0,1331.0,358.0,-1575.0,735.0,989.0,-2274.0,-1024.0,2343.0,1907.0,-1055.0,-454.0,-303.0,2938.0,-2808.0,2341.0,2369.0,1307.0,2.0,313.0,4256.0,3641.0,1080.0,3305.0,2076.0,274.0,-1041.0,-1699.0,5076.0,863.0,2863.0,1813.0,135.0,1815.0,5251.0,2499.0,86.0,1402.0,3049.0,1466.0,-1384.0,140.0,1598.0,151.0,-1244.0,-800.0,1733.0,932.0,5881.0,804.0,1423.0,1629.0,-941.0,1670.0,1510.0,2465.0,195.0,2003.0,2044.0,2941.0,776.0,2363.0,2304.0,1696.0,1405.0,1760.0,2469.0,4324.0,1497.0,6561.0,9327.0
Aktywa trwałe,9497.0,9514.0,18516.0,18387.0,11416.0,11667.0,40538.0,43135.0,42687.0,42922.0,42452.0,45324.0,28896.0,44684.0,44545.0,28296.0,27811.0,26456.0,26252.0,26134.0,26116.0,23100.0,22861.0,23715.0,23313.0,25953.0,30026.0,39992.0,39405.0,40332.0,40598.0,34834.0,37459.0,37888.0,37310.0,37047.0,37676.0,38653.0,38734.0,42752.0,42693.0,44926.0,47692.0,51535.0,52832.0,49258.0,49310.0,49184.0,48520.0,47959.0,47504.0,39852.0,39857.0,40796.0,40686.0,40600.0,39924.0,39701.0,40113.0,42657.0,42992.0,42803.0,43890.0,46799.0,46453.0,46626.0,46992.0,47206.0,47257.0,46430.0,47129.0,47350.0,46954.0,47045.0
Wartości niematerialne i prawne,4.0,6.0,1660.0,1652.0,5.0,4.0,16277.0,19202.0,16564.0,19170.0,19153.0,19606.0,1976.0,19569.0,19543.0,1186.0,1160.0,1145.0,1047.0,1093.0,1506.0,1493.0,1458.0,1452.0,1452.0,1435.0,1420.0,1412.0,1390.0,1384.0,1370.0,1323.0,1326.0,1346.0,1351.0,1331.0,1318.0,1438.0,1432.0,1424.0,1409.0,1426.0,1410.0,1391.0,1372.0,3001.0,2982.0,2965.0,2948.0,2932.0,2936.0,2918.0,2901.0,2885.0,2885.0,2850.0,2833.0,2816.0,2807.0,2802.0,2801.0,2798.0,2795.0,1142.0,1141.0,1138.0,1132.0,1131.0,1121.0,2145.0,1873.0,2138.0,2145.0,2131.0
Rzeczowe składniki majątku trwałego,9428.0,9449.0,16856.0,16654.0,11296.0,11545.0,24261.0,23684.0,23301.0,23004.0,22658.0,24379.0,25547.0,23632.0,23544.0,25516.0,25043.0,24758.0,24571.0,24297.0,23754.0,20919.0,20733.0,21433.0,21066.0,23786.0,27775.0,37627.0,37092.0,37764.0,38151.0,32392.0,35110.0,35311.0,34750.0,34452.0,34901.0,35338.0,35398.0,36667.0,36558.0,38620.0,41266.0,45178.0,46520.0,45822.0,45916.0,45520.0,44897.0,44371.0,43912.0,36280.0,36331.0,37354.0,37222.0,37121.0,36513.0,36326.0,36754.0,38983.0,39355.0,39152.0,40246.0,44750.0,44418.0,44605.0,44996.0,45502.0,45570.0,43741.0,44760.0,44667.0,44268.0,44387.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,21.0,19.0,15.0,30.0,35.0,58.0,64.0,50.0,121.0,61.0,84.0,89.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,313.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,609.0,609.0,609.0,609.0,603.0,603.0,603.0,603.0,251.0,322.0,322.0,322.0,322.0,322.0,322.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,374.0,373.0,3260.0,3230.0,3188.0,3300.0,3319.0,3295.0,435.0,412.0,386.0,362.0,334.0,334.0,332.0,303.0,235.0,257.0,307.0,256.0,237.0,230.0,263.0,227.0,244.0,240.0,304.0,291.0,280.0,261.0,322.0,244.0,222.0,174.0,223.0,219.0,205.0
Pozostałe aktywa trwałe,65.0,59.0,0.0,81.0,115.0,118.0,0.0,249.0,2690.0,616.0,509.0,1207.0,1241.0,1351.0,1326.0,1462.0,1476.0,421.0,502.0,612.0,724.0,556.0,538.0,698.0,663.0,600.0,699.0,797.0,770.0,1033.0,930.0,957.0,856.0,1041.0,1013.0,1082.0,1204.0,1442.0,1447.0,1312.0,1420.0,1692.0,1716.0,1647.0,1645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa obrotowe,49105.0,48849.0,49292.0,53824.0,56545.0,49211.0,63616.0,87179.0,74141.0,60627.0,66911.0,78924.0,79010.0,64032.0,71732.0,70566.0,68299.0,55577.0,60643.0,67207.0,72449.0,69057.0,77752.0,93665.0,88907.0,80117.0,90905.0,107100.0,99279.0,84803.0,89088.0,89002.0,91827.0,109682.0,111914.0,91104.0,98648.0,124860.0,122331.0,96784.0,110595.0,124551.0,106435.0,83479.0,84352.0,104360.0,98194.0,86964.0,109957.0,123824.0,110642.0,101215.0,113877.0,137620.0,128543.0,117707.0,128618.0,150113.0,138653.0,125540.0,111299.0,126870.0,131327.0,126692.0,149548.0,151105.0,156562.0,141608.0,181804.0,163356.0,146770.0,155676.0,171532.0,174190.0
Zapasy,16451.0,21547.0,17181.0,16221.0,18412.0,18520.0,28215.0,33020.0,33987.0,30696.0,32164.0,29568.0,38255.0,33344.0,35446.0,23682.0,21148.0,21720.0,23222.0,21609.0,28791.0,30412.0,30637.0,32513.0,41078.0,34685.0,40199.0,45841.0,52346.0,47638.0,49966.0,48560.0,47928.0,48686.0,57844.0,47591.0,49229.0,54188.0,61813.0,55030.0,57465.0,56323.0,48242.0,46128.0,41815.0,62601.0,60241.0,50149.0,67482.0,66290.0,58798.0,57054.0,61533.0,69586.0,70513.0,68111.0,72494.0,80496.0,68986.0,80955.0,69712.0,87467.0,82809.0,85227.0,103835.0,106905.0,108162.0,97516.0,130483.0,119232.0,94321.0,111914.0,115882.0,128183.0
Należności krótkoterminowe,20690.0,18159.0,24894.0,37206.0,33663.0,28855.0,32925.0,51936.0,37038.0,26274.0,31314.0,46704.0,37518.0,28014.0,32459.0,40059.0,34274.0,24732.0,30925.0,42357.0,40070.0,34675.0,40142.0,58851.0,47648.0,44071.0,48525.0,59907.0,46675.0,36650.0,38443.0,35897.0,38492.0,55184.0,47958.0,36036.0,42985.0,61982.0,51103.0,37166.0,48671.0,63529.0,52983.0,28844.0,32913.0,35723.0,35794.0,34843.0,39584.0,56204.0,49866.0,33452.0,41297.0,59350.0,54387.0,44042.0,48370.0,67880.0,62888.0,41234.0,33666.0,32806.0,46073.0,37476.0,41524.0,42451.0,44418.0,39182.0,43596.0,42479.0,46060.0,36423.0,43217.0,43484.0
Inwestycje krótkoterminowe,11786.0,8978.0,6641.0,72.0,4265.0,1645.0,1947.0,2223.0,3116.0,3657.0,3433.0,2652.0,3237.0,2674.0,3827.0,6825.0,12877.0,9125.0,6496.0,3241.0,3588.0,1393.0,4396.0,2301.0,181.0,1361.0,2181.0,1352.0,258.0,515.0,679.0,1245.0,2107.0,2512.0,2812.0,4177.0,3134.0,5390.0,6116.0,4588.0,4459.0,4699.0,5210.0,8507.0,9624.0,6036.0,2159.0,1972.0,2891.0,1330.0,1978.0,10709.0,11047.0,8684.0,3643.0,5554.0,7754.0,1737.0,6779.0,3351.0,7921.0,6597.0,2445.0,3989.0,4189.0,1749.0,3982.0,4910.0,7725.0,1645.0,6389.0,7339.0,12433.0,2523.0
Środki pieniężne i inne aktywa pieniężne,11786.0,8978.0,6641.0,72.0,1991.0,1327.0,1947.0,1641.0,2745.0,3657.0,3433.0,2652.0,3237.0,2674.0,2993.0,5640.0,9219.0,8808.0,6496.0,3241.0,3341.0,1363.0,1032.0,2301.0,181.0,1361.0,2181.0,1312.0,258.0,513.0,679.0,1183.0,2086.0,2490.0,2797.0,4167.0,3111.0,5348.0,6082.0,4552.0,4419.0,4663.0,5174.0,8471.0,9590.0,5936.0,2059.0,1872.0,2791.0,1230.0,1878.0,10588.0,10926.0,8563.0,3522.0,5464.0,7633.0,1616.0,6658.0,3291.0,7837.0,6537.0,2380.0,3910.0,4110.0,1675.0,3908.0,4816.0,7660.0,1575.0,6319.0,7277.0,12371.0,2470.0
Pozostałe aktywa obrotowe,178.0,165.0,251.0,0.0,205.0,191.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,325.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2577.0,2577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,58602.0,58363.0,67808.0,72211.0,67961.0,60878.0,104154.0,130314.0,116828.0,103549.0,109363.0,124248.0,107906.0,108716.0,116277.0,98862.0,96110.0,82033.0,86895.0,93341.0,98565.0,92157.0,100613.0,117380.0,112220.0,106070.0,120931.0,147092.0,138684.0,125135.0,129686.0,123836.0,129286.0,147570.0,149224.0,128151.0,136324.0,163513.0,161065.0,139536.0,153288.0,169477.0,154127.0,135014.0,137184.0,153618.0,147504.0,136148.0,158477.0,171783.0,158146.0,141067.0,153734.0,178416.0,169229.0,158307.0,168542.0,189814.0,178766.0,168197.0,154291.0,169673.0,175217.0,173491.0,196001.0,197731.0,203554.0,188814.0,229061.0,209786.0,193899.0,203026.0,218486.0,221235.0
Kapitał własny akcjonariuszy jednostki dominującej,35116.0,36060.0,43031.0,45665.0,40841.0,41199.0,45805.0,48193.0,48435.0,46021.0,44997.0,49086.0,35038.0,49851.0,49235.0,32975.0,34541.0,32353.0,32053.0,34422.0,35729.0,35731.0,36044.0,40300.0,43942.0,45021.0,48326.0,50402.0,50677.0,49635.0,47936.0,53012.0,53876.0,56738.0,58553.0,58686.0,60501.0,63378.0,65876.0,65963.0,67365.0,66454.0,67920.0,66536.0,66676.0,66264.0,66415.0,65171.0,64371.0,66104.0,67036.0,72917.0,73721.0,75144.0,76773.0,69740.0,71410.0,71702.0,74167.0,74362.0,76365.0,76703.0,79644.0,80386.0,82749.0,82739.0,84435.0,85840.0,87600.0,87754.0,92078.0,93575.0,100136.0,106478.0
Kapitał (fundusz) podstawowy,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,14271.0,18712.0,18712.0,18712.0,18712.0,24920.0,24920.0,26507.0,26507.0,28086.0,28086.0,28086.0,28086.0,30245.0,30245.0,30245.0,30245.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,35614.0,36291.0,36291.0,36291.0,36291.0,41982.0,41982.0,41982.0,41982.0,44505.0,44505.0,44505.0,44505.0,44505.0,45150.0,45150.0,45150.0,45150.0,43634.0,46804.0,46804.0,48502.0,48502.0,48501.0,48501.0,52635.0,52635.0,52635.0,52635.0,58085.0,58085.0,58085.0,58085.0,63538.0,63538.0,63538.0,63538.0,70603.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,636.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
