,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Koszty finansowe,,,,,163.16,90.41,-25.0,-28.68,-10.0,75.54,29.76,103.26,33.33,-18.03,-55.05,-40.64,-39.17,-9.0,40.82,-25.23,-36.99,-73.08,-26.09,-20.48,108.7,-8.16,-127.45,87.88,-37.5,126.67,-285.71,-55.65,-36.67,-69.61,172.22,-32.73,39.47,96.77,-46.15,89.19,96.23,34.43,166.67,4.29,-75.0,-1.22,-73.21,-61.64,-65.38,-65.43,33.33,50.0,1044.44,657.14,-1100.0,473.81
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-190.26,-100.0,-612.36,,142.72,,529.69,-100.0,-640.76,,-105.86,,84.32,,100.0,-100.0,100.0,,,,,,,,
Zysk z działalności gospodarczej,,,,,-30.06,70.11,-1.31,-10.99,-157.6,-155.63,285.43,25.39,324.87,80.57,-86.94,74.51,7.22,295.83,560.96,-31.72,7.37,-10.64,-57.27,1.38,-222.16,37442.86,-134.16,-347.12,-15.25,-105.04,-377.27,43.01,7.94,146.92,126.86,153.91,-152.65,560.59,9.22,-213.98,-13.17,-95.05,696.1,21882.72,212.8,-109.02,-113.62,-99.73,-202.81,-7650.0,316.17,139.13,-49.0,88.86,-280.19,-58.18
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-30.06,70.11,-1.31,-10.99,-157.6,-155.63,285.43,25.39,324.87,80.57,-86.94,74.51,7.22,295.83,560.96,-31.72,7.37,-10.64,-57.27,1.38,-222.16,37442.86,-134.16,-347.12,-15.25,-105.04,-377.27,43.01,7.94,146.92,126.86,153.91,-152.65,560.59,9.22,-213.98,-13.17,-95.05,696.1,21882.72,212.8,-109.02,-113.62,-99.73,-202.81,-7650.0,316.17,139.13,-49.0,88.86,-280.19,-58.18
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-28.17,103.03,-7.04,-13.77,-169.61,-177.91,293.69,5.86,278.68,83.91,-88.9,102.21,5.97,195.24,615.03,-35.07,7.77,-2.5,-52.71,8.43,-251.24,65682.05,-129.23,-344.45,-19.57,-106.74,-525.73,44.12,8.12,150.75,111.31,154.94,-150.0,344.08,118.18,-153.95,-13.47,-91.41,763.64,41243.8,201.0,-59.1,-110.66,-99.46,-205.96,-1121.9,303.29,51.68,-58.19,88.79,-379.76,-112.33
Zysk netto akcjonariuszy jednostki dominującej,,,,,-28.17,103.03,-7.04,-13.77,-169.61,-177.91,293.69,5.86,278.68,83.91,-88.9,102.21,5.97,195.24,615.03,-35.07,7.77,-2.5,-52.71,8.43,-251.24,65682.05,-129.23,-344.45,-19.57,-106.74,-525.73,44.12,8.12,150.75,111.31,154.94,-150.0,344.08,118.18,-153.95,-13.47,-91.41,763.64,41243.8,201.0,37.91,-110.66,-99.59,-205.96,-403.03,303.29,103.13,-58.19,88.79,-379.76,-112.33
Aktywa trwałe,,,,,54.0,14.94,5.86,4.03,0.17,-0.93,0.99,-2.33,-3.04,-3.31,-3.88,-4.61,-3.6,-3.81,1.26,3.2,2.1,4.35,-0.33,2.35,2.39,-7.7,-8.6,-6.97,-6.34,31.51,31.31,16.62,14.66,-8.42,-5.2,3.52,3.66,20.15,25.56,-30.04,-29.45,-41.59,-39.81,-8.81,-4.82,-0.94,-6.49,12.23,13.88,16.6,20.04,26.25,25.82,22.19,13.35,-4.96
Wartości niematerialne i prawne,,,,,8.21,339.42,392.66,379.62,215.64,-17.71,-23.33,-22.76,-16.97,-17.52,-17.65,-20.73,-23.8,-15.27,11.29,34.05,40.1,39.39,-1.0,-4.97,41.57,24.71,28.76,93.07,29.72,45.61,51.44,-10.58,-13.34,-22.27,-24.63,-26.35,-33.01,-31.46,-33.44,-20.77,-19.76,-22.25,-16.47,-25.81,-23.84,126.75,175.97,177.9,256.37,52.9,54.05,95.9,81.16,65.83,43.79,-6.89
Rzeczowe składniki majątku trwałego,,,,,58.6,6.77,0.96,-2.39,1.16,0.1,-0.52,0.44,-1.96,-2.29,-2.88,-4.36,-2.41,-3.95,-4.46,-4.34,-8.29,-6.42,-7.31,-2.64,-1.61,-3.88,-2.77,-6.71,-5.48,-3.14,-3.42,-3.94,-5.36,-6.58,-0.68,1.91,1.7,2.94,-0.65,-2.49,-1.66,-3.28,-5.18,-2.05,0.7,4.03,4.78,5.47,4.46,2.11,3.06,-0.54,-2.58,-4.09,-7.05,-7.69
Należności długoterminowe,,,,,,-10.0,,30.36,-95.1,-23.61,51.16,-35.62,20.41,-7.27,38.46,51.06,5.08,-3.92,178.89,111.27,138.71,140.82,-47.01,-34.0,-35.14,-16.95,-23.31,4.04,6.25,6.12,17.65,-1.94,-6.86,-8.65,-1.67,17.82,17.89,16.84,-50.85,-53.78,-50.89,-54.05,-29.31,-69.09,-69.09,-66.67,-58.54,-100.0,-100.0,-76.47,152.94,,,1350.0,25.58,1948.84
Inwestycje długoterminowe,,,,,0.0,18.77,15.37,50.1,50.04,26.34,26.35,0.0,0.0,0.0,0.0,0.0,0.02,0.0,11.7,11.68,11.68,11.68,-0.01,0.0,7.47,-45.54,-45.53,-30.78,-34.09,238.12,238.12,129.13,123.91,-4.88,-2.32,20.35,23.79,63.82,81.86,-69.16,-67.15,-77.52,-69.42,-31.29,-18.92,-90.55,-93.91,-85.23,-88.57,-1.96,-1.96,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,,,,,112.97,-51.4,-90.9,-95.35,-95.74,-85.67,8.26,30.32,28.21,24.31,-27.31,40.1,44.0,49.72,58.01,75.27,205.21,303.73,501.4,274.4,-79.41,72.55,19.13,-73.56,173.48,-78.15,-81.11,-40.12,-41.82,-3.19,-29.46,-34.01,-36.11,-31.39,-11.36,53.09,70.11,21.77,64.46,94.95,74.12,60.0,36.43,62.18,96.88,121.78,160.04,79.02,119.66,100.94,57.37,-16.24
Aktywa obrotowe,,,,,12.8,1.92,6.02,28.82,-18.64,54.14,32.87,13.45,92.17,23.11,-14.92,-15.24,-0.87,24.1,47.5,-3.38,13.78,-28.69,-15.78,-26.49,-21.38,178.22,121.41,58.49,44.2,-67.1,-68.78,-50.92,-45.09,-18.95,-12.73,30.54,-27.82,-18.68,24.2,72.79,176.66,125.19,117.74,320.32,472.7,112.85,76.53,-59.62,-68.31,-23.96,-37.03,-32.97,-35.28,-14.39,-12.11,-11.22
Zapasy,,,,,153.93,8.06,168.16,121.38,-33.77,53.67,-0.63,-8.9,48.13,8.2,2.52,16.12,-7.95,-5.25,27.38,-34.79,1.26,18.61,-40.9,-9.09,38.69,12.42,42.01,-14.23,-20.72,-8.23,-28.22,61.98,-44.62,-51.81,-21.86,-35.86,-25.6,19.6,-20.03,-33.51,94.18,-64.35,-40.16,18.16,-43.98,166.13,66.45,-6.04,32.9,-14.31,0.2,78.86,-2.47,90.37,32.47,-46.97
Należności krótkoterminowe,,,,,-21.41,7.46,-2.6,22.42,-2.3,67.91,57.15,16.36,111.51,27.64,-23.05,-18.96,2.81,34.97,57.66,0.88,19.14,-39.75,-4.45,-37.48,-34.66,-1.69,-19.24,5.02,-3.0,-18.86,-27.92,-25.4,-4.14,-1.31,-9.75,45.11,-31.38,-27.85,42.29,11.17,14.39,11.17,19.47,-14.74,97.88,49.64,-2.35,51.84,-23.4,-1.82,2.64,-12.25,19.0,8.87,10.06,-31.99
Inwestycje krótkoterminowe,,,,,373.54,8.43,-71.28,-26.03,-73.97,-66.75,-48.54,43.12,252.79,77.7,70.74,-26.25,-26.16,-50.81,49.25,77.19,-16.47,106.58,-67.22,283.73,-77.12,7067.93,8199.66,430.15,7774.14,-95.94,-97.36,-97.34,-94.73,-35.66,-18.51,27.68,6.65,-28.62,-9.16,82.21,25.73,317.44,17.02,14989.23,21009.46,1387.54,6729.62,-74.23,-75.28,-33.84,-52.33,-54.36,-58.45,-33.25,-35.49,23.97
Środki pieniężne i inne aktywa pieniężne,,,,,397.22,-23.1,-81.78,-26.03,-73.97,-52.56,-18.89,43.12,252.79,77.7,70.74,-26.25,-26.16,-50.81,49.25,77.19,-16.47,106.58,-67.22,283.73,-77.12,24.7,84.69,-42.79,7468.97,100.48,-0.37,-75.32,-94.52,-25.1,-3.14,27.68,6.65,-28.62,-9.16,82.21,25.73,317.44,17.02,2082.38,2094.73,245.09,984.56,-76.11,-60.07,61.03,-39.17,-12.12,58.92,-67.56,2.01,380.14
Pozostałe aktywa obrotowe,,,,,-30.36,-63.18,40.87,15.19,1.63,32.39,18.09,24.18,15.83,-1.29,-6.94,5.31,1.58,-1.52,-4.66,-22.69,0.39,-0.22,-1.95,-7.07,-6.8,1.11,4.98,26.32,-1.04,-3.94,12.03,20.37,-3.37,-3.19,8.19,240.0,2.61,4.0,-8.09,-71.95,0.85,43.67,0.57,-0.4,0.0,-28.03,68.93,38.46,25.89,176.37,-48.33,76.32,32.94,-51.78,116.83,-0.33
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,
Aktywa razem,,,,,39.24,10.91,5.91,15.2,-5.29,14.76,10.92,5.62,20.7,6.8,-7.99,-10.36,-2.52,8.5,17.2,-0.16,6.81,-12.32,-7.03,-11.93,-7.83,68.59,42.52,20.08,12.2,-35.27,-29.82,-20.21,-13.5,-12.05,-7.25,12.59,-5.76,7.83,25.21,9.96,17.79,-1.7,0.15,192.38,252.23,61.4,39.29,-50.91,-58.05,-12.71,-19.85,-16.55,-14.58,-0.83,-0.63,-8.59
Kapitał własny akcjonariuszy jednostki dominującej,,,,,50.63,69.97,19.68,16.15,5.36,2.12,10.78,10.55,13.45,11.75,4.26,8.7,8.65,8.28,13.08,9.02,9.0,7.06,4.07,2.88,-0.99,99.0,93.81,26.65,26.81,-37.14,-39.07,-16.11,-16.29,-11.49,-7.98,2.07,-1.49,12.32,12.78,6.62,6.19,-5.98,0.47,391.65,430.34,103.78,88.33,-62.46,-64.25,-27.05,-25.93,-19.24,-20.88,-0.59,-4.83,-10.82
Kapitał (fundusz) podstawowy,,,,,15.87,15.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,7.81,7.81,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,99.92,99.92,99.92,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,,,,,35.89,102.42,14.99,14.61,13.63,13.83,18.55,16.89,16.89,11.18,11.18,11.18,11.18,11.25,11.25,11.25,11.25,11.12,11.12,11.13,11.13,3.25,3.25,3.25,3.24,43.65,43.65,43.65,43.65,0.54,0.54,0.54,0.61,2.13,2.13,2.13,-18.23,-20.52,-20.59,-11.56,10.4,148.56,148.78,120.2,106.2,-15.62,-15.62,-14.4,-1.78,3.16,3.16,-94.59
Udziały niekontrolujące,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,638.72,12.46,19.34,-8.35,-3.23,-10.4,-11.26,-9.88,-12.91,-8.36,-10.13,-8.93,-7.06,-8.64,-6.94,-4.82,-9.4,-1.2,0.4,9.31,10.39,2.88,-0.43,-8.55,-7.88,-6.43,-6.68,-12.5,-12.06,-14.22,-4.74,-3.94,-4.61,13.2,33.04,14.25,11.81,32.45,0.76,8.81,15.22,-27.17,-27.59,-29.01,-33.06,-26.69,-16.42,1.38,8.89,14.05,3.21,-5.46
Z tytułu dostaw i usług,,,,,43.4,-0.84,16.25,48.33,-36.35,82.05,41.43,-3.87,104.86,9.61,-29.25,-18.07,-27.33,40.83,79.34,-17.22,57.76,-50.9,-49.83,-32.97,-35.86,12.89,-12.9,22.61,18.15,-6.65,-27.51,-43.77,-27.45,-19.74,23.67,58.68,-40.9,-30.88,-3.02,2.55,84.15,-33.29,24.69,-34.11,11.09,154.03,-11.75,104.21,5.89,-39.83,16.31,-23.71,-4.06,199.76,31.57,-24.31
Kredyty i pożyczki,,,,,-72.21,-45.4,-34.21,81.32,32.75,70.43,20.37,58.89,74.51,-14.41,-38.13,-72.8,-2.5,-33.62,13.56,140.3,-31.71,16.43,33.52,-83.53,-28.07,8.29,-100.0,-100.0,-100.0,-38.26,,,,12.87,-42.06,52.88,10.43,53.1,242.78,45.16,116.13,-32.88,-43.98,-81.23,-70.1,-64.39,-74.42,-14.3,8.85,-15.3,-25.03,-49.94,-86.2,-100.0,-100.0,-100.0
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,7.96,5.38,-53.02,-67.08,-19.12,42.64,129.61,192.43,44.44,3.37,-13.64,-14.05,10.45,31.57,48.92,38.28,14.82,-8.05,-24.27,14.93,21.0,22.9,39.73,-9.07,-34.32,-37.53,-52.88,-60.86,-58.51,-68.86,-2.62,90.87,125.47,219.01,63.47,-29.08,-24.9,8.83,-8.97,24.16,-32.31,-71.2,-68.41,-72.4,-62.14,-27.46,-34.39,-12.3,28.26,10.68,-3.88,-16.82
Inne zobowiązania długoterminowe,,,,,788.49,33.09,37.41,2.62,1.72,-7.99,-12.11,-12.82,-13.33,-9.29,-9.53,-9.44,-6.35,-6.03,-4.43,0.16,-3.32,1.05,2.79,2.73,2.96,-0.6,-3.78,-3.55,-3.0,-1.82,-2.66,-9.93,-9.98,-13.03,-11.4,-7.65,-7.97,10.83,11.19,0.03,1.3,-14.66,-11.23,-6.71,2.69,4.33,-0.7,-5.73,-17.57,-18.18,-10.02,7.34,15.37,15.06,5.26,-3.96
Zobowiązania krótkoterminowe,,,,,-19.12,-25.18,-11.35,29.89,-22.67,57.19,30.0,7.72,71.43,9.57,-22.22,-23.7,-14.8,16.1,40.4,-7.42,12.81,-34.79,-25.47,-36.32,-27.73,54.05,-29.33,25.48,-5.69,-41.31,-1.13,-31.25,-6.18,-12.07,-6.89,45.75,-17.96,-4.94,58.34,13.65,59.76,-12.16,-0.98,-35.09,0.99,27.71,-26.7,65.5,-4.08,58.85,13.65,-14.53,1.54,-5.06,13.6,-4.23
Inne zobowiązania krótkoterminowe,,,,,13.44,-34.11,-11.01,-43.16,-30.41,-18.02,-1.44,22.25,14.89,76.9,49.58,27.8,-2.35,-1.24,-23.74,-28.22,-12.99,-9.76,16.6,-1.43,-6.9,218.02,42.23,71.85,34.68,-74.25,-37.74,-44.71,-12.1,-0.6,-10.75,3.09,-4.28,-10.25,36.52,22.99,-4.98,64.96,53.97,26.08,124.21,4.16,-3.12,32.36,-17.03,280.02,20.52,14.3,40.52,-65.28,7.99,36.71
Rozliczenia międzyokresowe,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,39.24,10.91,5.91,15.2,-5.29,14.76,10.92,5.62,20.7,6.8,-7.99,-10.36,-2.52,8.5,17.2,-0.16,6.81,-12.32,-7.03,-11.93,-7.83,68.59,42.52,20.08,12.2,-35.27,-29.82,-20.21,-13.5,-12.05,-7.25,12.59,-5.76,7.83,25.21,9.96,17.79,-1.7,0.15,192.38,252.23,61.4,39.29,-50.91,-58.05,-12.71,-19.85,-16.55,-14.58,-0.83,-0.63,-8.59
Przepływy pieniężne z działalności operacyjnej,,,,,368.31,55.59,-53.53,-21.17,-20.78,-217.23,218.43,-133.76,58.23,122.93,122.21,309.58,-185.42,379.95,-72.22,27.87,156.4,-77.1,13.13,352.09,-380.26,-233.89,-735.75,-47.15,-39.76,-235.58,80.93,-83.51,114.96,112.39,171.62,-344.18,220.47,-548.09,-208.47,331.84,-30.47,222.79,151.82,-1708.56,92.23,6.19,-460.93,107.63,-77.32,-172.47,285.76,-159.21,-145.22,459.6,-229.89,360.93
Amortyzacja,,,,,62.54,125.09,75.37,54.34,37.52,13.22,-2.5,-6.02,4.16,10.69,9.99,6.69,-4.52,7.37,0.26,-0.39,7.8,-5.09,13.45,19.53,29.2,17.71,-4.79,-11.73,-24.3,-24.36,-14.85,-9.32,-10.57,-3.08,-4.08,-2.88,6.06,-2.75,-2.64,-4.8,-5.01,-7.13,-17.47,-19.56,-15.25,67.2,57.85,57.83,53.46,-17.89,-5.2,-12.02,-6.65,5.24,54.88,79.18
Przepływy pieniężne z działalności inwestycyjnej,,,,,78.59,84.26,62.56,-3.37,91.2,89.41,93.26,72.36,-385.0,-447.69,-307.14,132.92,-53.61,-33.15,-344.15,-676.42,55.03,-119.62,60.24,-31.59,-170.45,181.46,1807.28,2910.82,17.55,-1037.03,-99.32,-99.67,98.13,94.63,-142.86,-694.67,-2707.14,-71.9,-9043.33,-108.97,-79.64,99.73,5.32,20555.15,-1093.06,4410000.0,43.05,-101.47,99.26,-90.61,-226.64,336.97,8448.39,-186.34,147.24,50.11
CAPEX (niematerialne i rzeczowe),,,,,-96.84,-82.25,-61.66,-84.59,-41.9,-88.89,-90.77,79.67,396.15,432.39,213.56,-80.12,45.74,25.66,126.76,892.31,-53.32,119.37,-26.46,33.33,15.67,30.42,-28.53,12.44,95.81,-41.43,-87.07,-95.14,-94.72,-92.59,47.37,882.98,-14.29,544.07,-13.1,21.86,830.56,-99.74,206.85,40.14,110.45,185900.0,576.34,514.32,199.43,131.29,43.63,-96.62,-17.05,-122.5,46.05,-1064.63
Przepływy pieniężne z działalności finansowej,,,,,-103.16,-87.13,-83.56,81.3,-757.31,144.52,-285.45,301.52,-1.23,-120.0,-114.13,-237.97,293.73,-385.15,150.32,27.79,-133.01,135.45,-143.06,-228.11,241.94,-62.87,-650.18,-263.94,-118.78,916.67,109.06,93.55,-106.72,-71.87,-417.36,324.85,-209.18,198.31,382.2,-206.7,40.88,-55.48,-103.44,-5949.74,143.41,-11014.2,-273.11,97.77,8.92,102.78,-2201.35,-45.07,-99.12,-113.82,105.08,89.89
Emisja akcji,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,
Dywidenda,,,,,,,,-100.0,,,,,,,,,,,37.5,,,,36.36,,,,13.33,,,,-100.0,-100.0,,,,,,,,,,,,,,,,-100.0,,-100.0,,,,,-100.0,
Przepływy pieniężne razem,,,,,186.65,-170.91,-109.38,97.06,-129.57,110.92,148.68,443.64,295.14,-831.11,45.95,-207.41,-25.98,-10.33,504.63,6.9,-196.15,98.62,-131.7,1379.37,-1198.5,10320.0,59.42,457.57,-102.0,-1572.41,-750.0,-101.17,101.87,106.11,41.6,77.85,-74.49,-65.65,53.24,1282.86,-1088.0,1265.19,-1051.28,4462.32,-2040.89,-329.3,-61.38,-107.39,119.04,300.4,-228.21,129.32,386.69,-139.69,89.06,3776.53
