,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Koszty finansowe,0.0,0.0,0.0,0.0,0.0,131.0,1132.0,99.0,4753.0,3146.0,-2143.0,483.0,1006.0,951.0,3063.0,-2112.0,535.0,738.0,380.0,1767.0,1967.0,414.0,282.0,183.0,760.0,2350.0,1912.0,-153.0,20.0,1337.0,495.0,991.0,945.0,969.0,423.0,704.0,840.0,402.0,2105.0,-1237.0,1961.0,323.0,354.0,200.0,261.0,90.0,263.0,484.0,771.0,320.0,672.0,-206.0,313.0,376.0,497.0,457.0,1688.0,737.0,249.0,572.0,1325.0,2984.0,2635.0,5913.0,-1772.0,1935.0,2937.0,7258.0,941.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,-140.0,-10.0,-2.0,-9.0,-1.0,0.0,10.0,3.0,14.0,9.0,13.0,7.0,2.0,-21.0,102.0,-3.0,-12.0,-264.0,35.0,-9.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,10.0,569.0,4698.0,-147.0,3309.0,1211.0,5053.0,-4394.0,3877.0,313.0,-4287.0,312.0,-625.0,-2556.0,-5290.0,716.0,-573.0,325.0,199.0,-1360.0,2056.0,487.0,106.0,198.0,3051.0,447.0,275.0,299.0,1666.0,595.0,206.0,418.0,3547.0,1320.0,75.0,1626.0,3729.0,1451.0,634.0,1390.0,609.0,642.0,476.0,443.0,419.0,707.0,3642.0,348.0,951.0,1708.0,1502.0,1607.0,971.0,2242.0,3001.0,3650.0,1772.0,5502.0,5144.0,4849.0,5774.0,7636.0,3547.0,4868.0,4317.0,8239.0,6889.0,3323.0,11447.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,10.0,569.0,4698.0,-147.0,3309.0,1211.0,5053.0,-4394.0,3877.0,313.0,-4287.0,312.0,-625.0,-2556.0,-5290.0,716.0,-573.0,325.0,199.0,-1360.0,2056.0,487.0,106.0,198.0,3051.0,447.0,275.0,299.0,1666.0,595.0,206.0,418.0,3547.0,1320.0,75.0,1626.0,3729.0,1451.0,634.0,1390.0,609.0,642.0,476.0,443.0,419.0,707.0,3642.0,348.0,951.0,1708.0,1502.0,1607.0,971.0,2242.0,3001.0,3650.0,1772.0,5502.0,5144.0,4849.0,5774.0,7636.0,3547.0,4868.0,4317.0,8239.0,6889.0,3323.0,11447.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,10.0,571.0,4979.0,-143.0,3061.0,1300.0,2803.0,-3222.0,3007.0,313.0,-3685.0,441.0,-1084.0,-2556.0,-5646.0,750.0,763.0,222.0,141.0,-1093.0,1506.0,392.0,90.0,126.0,1783.0,346.0,235.0,220.0,1312.0,488.0,121.0,298.0,2035.0,1078.0,336.0,1224.0,3099.0,1110.0,568.0,1111.0,622.0,485.0,324.0,329.0,475.0,579.0,3183.0,133.0,793.0,1446.0,1164.0,882.0,1204.0,1736.0,2380.0,2965.0,1466.0,4341.0,4066.0,4081.0,5420.0,5250.0,3864.0,2741.0,4648.0,6434.0,5771.0,2764.0,9589.0
Zysk netto akcjonariuszy jednostki dominującej,10.0,573.0,4974.0,-132.0,3106.0,1389.0,2765.0,-3277.0,3224.0,267.0,-3660.0,418.0,-966.0,-2524.0,-5608.0,739.0,765.0,222.0,141.0,-1093.0,1506.0,392.0,90.0,126.0,1783.0,346.0,235.0,220.0,1312.0,488.0,121.0,298.0,2035.0,1078.0,336.0,1224.0,3099.0,1110.0,568.0,1111.0,622.0,485.0,324.0,329.0,475.0,579.0,3183.0,133.0,793.0,1446.0,1164.0,882.0,1204.0,1736.0,2380.0,2965.0,1466.0,4341.0,4066.0,4081.0,5420.0,5250.0,3864.0,2741.0,4648.0,6434.0,5771.0,2764.0,9589.0
Aktywa trwałe,0.0,40567.0,41016.0,42382.0,52285.0,53106.0,54732.0,54825.0,56498.0,57929.0,60210.0,61235.0,60167.0,60275.0,60280.0,61741.0,66651.0,67360.0,67141.0,67036.0,66290.0,66210.0,66134.0,66056.0,65392.0,65410.0,65749.0,65365.0,65710.0,65751.0,62129.0,60168.0,59645.0,59456.0,60720.0,59120.0,60681.0,58331.0,59319.0,58012.0,57657.0,56635.0,56288.0,56314.0,56789.0,56809.0,55333.0,55793.0,55529.0,53049.0,54448.0,54851.0,54271.0,55335.0,52931.0,53221.0,56648.0,57711.0,57510.0,57198.0,57391.0,56138.0,56412.0,54573.0,56702.0,54955.0,56285.0,56586.0,60430.0
Wartości niematerialne i prawne,0.0,31600.0,31965.0,32008.0,32130.0,31940.0,32019.0,31988.0,31980.0,31882.0,31796.0,31703.0,31652.0,31645.0,31596.0,31593.0,31589.0,31586.0,31612.0,31605.0,31598.0,31594.0,31590.0,31598.0,31601.0,31594.0,31589.0,31586.0,31583.0,31581.0,31578.0,31576.0,31876.0,31838.0,31801.0,31764.0,31727.0,31699.0,31660.0,31621.0,31689.0,31679.0,31663.0,31654.0,31646.0,31636.0,31618.0,31600.0,31585.0,31581.0,31579.0,31577.0,31576.0,31576.0,31576.0,31576.0,32070.0,32014.0,31894.0,31838.0,31782.0,31731.0,31674.0,31617.0,31579.0,31578.0,31578.0,31582.0,31585.0
Rzeczowe składniki majątku trwałego,0.0,6652.0,6604.0,7792.0,10554.0,17478.0,12282.0,12290.0,13971.0,15383.0,16918.0,18132.0,23898.0,23690.0,23437.0,23376.0,22985.0,22760.0,22690.0,22511.0,22388.0,22361.0,22263.0,22219.0,22098.0,21978.0,21870.0,21755.0,21721.0,21551.0,21389.0,21249.0,21089.0,20942.0,20828.0,20696.0,20560.0,20451.0,20337.0,20228.0,19461.0,19356.0,19259.0,19155.0,19067.0,18957.0,18595.0,18489.0,18335.0,18240.0,18142.0,18077.0,19117.0,19006.0,18903.0,18818.0,18815.0,18744.0,18698.0,18627.0,18637.0,18549.0,18552.0,18445.0,18470.0,18393.0,18339.0,18336.0,18631.0
Należności długoterminowe,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,1807.0,1666.0,1807.0,8804.0,2913.0,8804.0,8943.0,8774.0,8913.0,9223.0,9223.0,2773.0,3095.0,3095.0,3095.0,9237.0,9775.0,9727.0,9718.0,9775.0,9775.0,9728.0,9731.0,9745.0,9754.0,9766.0,9774.0,9819.0,9797.0,6786.0,4752.0,4407.0,3433.0,3468.0,3459.0,3215.0,3225.0,3225.0,3225.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,1926.0,1926.0,2293.0,2293.0,2293.0,2293.0,2221.0,2222.0,2222.0,2222.0,2219.0,2219.0,2219.0,2219.0,2543.0,2543.0,2543.0,2543.0,2580.0,2580.0,2580.0,2580.0,2914.0
Pozostałe aktywa trwałe,0.0,508.0,781.0,775.0,777.0,755.0,1607.0,1584.0,1753.0,1731.0,2253.0,2157.0,1824.0,1845.0,2152.0,3677.0,2840.0,3239.0,3112.0,3202.0,2529.0,2480.0,2553.0,2508.0,1948.0,2084.0,2524.0,2250.0,2587.0,2822.0,2376.0,2591.0,2273.0,3243.0,4623.0,3201.0,5179.0,2956.0,4097.0,2938.0,3292.0,2385.0,2151.0,2290.0,2861.0,3001.0,3194.0,3778.0,3316.0,935.0,2434.0,2904.0,1357.0,2531.0,230.0,605.0,3544.0,4734.0,4699.0,4514.0,4429.0,3315.0,3643.0,1968.0,4073.0,2404.0,3788.0,4088.0,7300.0
Aktywa obrotowe,8432.0,177013.0,220562.0,155694.0,211930.0,171033.0,196493.0,160672.0,175602.0,158056.0,142908.0,145342.0,135715.0,126875.0,121130.0,136969.0,167943.0,130556.0,114727.0,138395.0,112849.0,112919.0,132113.0,154325.0,180995.0,143155.0,150973.0,176247.0,206700.0,182095.0,186822.0,185829.0,181257.0,210915.0,192511.0,168113.0,237188.0,178348.0,204267.0,236098.0,184458.0,172598.0,149869.0,129598.0,118780.0,107689.0,125320.0,137365.0,124797.0,122575.0,127140.0,151635.0,133945.0,138248.0,153374.0,195195.0,216710.0,254254.0,264853.0,244615.0,308006.0,316831.0,358813.0,398278.0,322772.0,393281.0,365235.0,592472.0,403589.0
Zapasy,0.0,42851.0,56941.0,71033.0,69282.0,75544.0,60780.0,57555.0,69018.0,66895.0,56484.0,59835.0,57731.0,65872.0,54213.0,47734.0,50373.0,45690.0,35373.0,31172.0,30870.0,35163.0,39347.0,57989.0,53673.0,55206.0,65826.0,62477.0,56352.0,76611.0,74956.0,58744.0,44464.0,105049.0,97411.0,68353.0,62003.0,87810.0,104553.0,113236.0,73470.0,94769.0,86904.0,62676.0,36343.0,44512.0,45090.0,53276.0,43538.0,63705.0,56886.0,69302.0,47862.0,45140.0,54672.0,59883.0,83290.0,107036.0,143057.0,96038.0,133765.0,195534.0,200665.0,191997.0,154358.0,180069.0,177407.0,244574.0,139794.0
Należności krótkoterminowe,7927.0,76591.0,134856.0,76417.0,125864.0,83761.0,107268.0,96097.0,98611.0,65138.0,63494.0,79457.0,72508.0,57776.0,53905.0,65284.0,96892.0,63443.0,60639.0,91610.0,75657.0,75635.0,70499.0,89282.0,94701.0,69680.0,70956.0,106848.0,128863.0,95343.0,86856.0,88924.0,106250.0,89935.0,67815.0,78190.0,81589.0,83016.0,84731.0,97406.0,85581.0,73326.0,54669.0,63426.0,63369.0,54138.0,69143.0,74840.0,58632.0,43057.0,63420.0,73444.0,69377.0,79369.0,85416.0,116030.0,109994.0,135587.0,106548.0,134046.0,143384.0,105746.0,135906.0,168923.0,125858.0,188157.0,157227.0,293488.0,225900.0
Inwestycje krótkoterminowe,505.0,54647.0,19638.0,5762.0,11932.0,7814.0,25199.0,1476.0,4330.0,22704.0,19712.0,1316.0,1430.0,643.0,6405.0,10981.0,12745.0,13545.0,11861.0,11269.0,2157.0,527.0,21187.0,6782.0,26976.0,15682.0,8681.0,3762.0,13668.0,7359.0,22205.0,31709.0,18228.0,9592.0,18661.0,15141.0,73756.0,2414.0,4012.0,20066.0,16644.0,3510.0,5243.0,1807.0,10404.0,2593.0,4789.0,7384.0,11056.0,5575.0,4812.0,5954.0,10821.0,11749.0,7797.0,14078.0,14870.0,10290.0,14032.0,11746.0,20238.0,11737.0,16766.0,26857.0,30333.0,16662.0,26625.0,27568.0,17415.0
Środki pieniężne i inne aktywa pieniężne,505.0,54647.0,19561.0,5762.0,11932.0,7814.0,25199.0,1476.0,3613.0,22704.0,19499.0,1316.0,1430.0,444.0,6405.0,10983.0,12745.0,13545.0,11861.0,11209.0,2157.0,524.0,21187.0,6675.0,26976.0,14805.0,8681.0,3762.0,13668.0,6887.0,22205.0,31709.0,18228.0,9266.0,18661.0,15141.0,73706.0,2264.0,3862.0,19916.0,16494.0,3370.0,5107.0,1677.0,10284.0,2593.0,4656.0,7279.0,11056.0,5566.0,4812.0,5954.0,10821.0,11749.0,7797.0,14078.0,14870.0,10290.0,14032.0,11746.0,20238.0,11737.0,16766.0,26857.0,30333.0,16662.0,26625.0,27568.0,17415.0
Pozostałe aktywa obrotowe,0.0,2924.0,9127.0,2482.0,4852.0,3914.0,3246.0,5544.0,3643.0,3319.0,3218.0,4734.0,3976.0,2514.0,6607.0,12970.0,7933.0,7878.0,6854.0,4344.0,4165.0,1594.0,1080.0,272.0,5645.0,2587.0,5510.0,3160.0,7817.0,2782.0,2805.0,6452.0,12315.0,6339.0,8624.0,6429.0,19840.0,5108.0,10971.0,5390.0,8763.0,993.0,3053.0,1689.0,8664.0,6446.0,6298.0,1865.0,11571.0,10238.0,2022.0,2935.0,5885.0,1990.0,5489.0,5204.0,8556.0,1341.0,1216.0,2785.0,10619.0,3814.0,5476.0,10501.0,12223.0,8393.0,3976.0,26842.0,20480.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,8432.0,217580.0,261578.0,198076.0,264215.0,224139.0,251225.0,215497.0,232100.0,215985.0,203118.0,206577.0,195882.0,187150.0,181410.0,198710.0,234594.0,197916.0,181868.0,205431.0,179139.0,179129.0,198247.0,220381.0,246387.0,208565.0,216722.0,241612.0,272410.0,247846.0,248951.0,245997.0,240902.0,270371.0,253231.0,227233.0,297869.0,236679.0,263586.0,294110.0,242115.0,229233.0,206157.0,185912.0,175569.0,164498.0,180653.0,193158.0,180326.0,175624.0,181588.0,206486.0,188216.0,193583.0,206305.0,248416.0,273358.0,311965.0,322363.0,301813.0,365397.0,372969.0,415225.0,452851.0,379474.0,448236.0,421520.0,649058.0,464019.0
Kapitał własny akcjonariuszy jednostki dominującej,532.0,72301.0,77747.0,118069.0,125253.0,123754.0,129233.0,123623.0,127200.0,127704.0,122406.0,122824.0,121459.0,119163.0,113403.0,114147.0,120021.0,120596.0,120757.0,119291.0,121187.0,121579.0,121612.0,121738.0,123521.0,123867.0,122460.0,122680.0,123992.0,124480.0,124601.0,124899.0,126934.0,128012.0,128348.0,127519.0,130452.0,130922.0,127751.0,128223.0,128774.0,129259.0,129583.0,129912.0,130387.0,130966.0,133890.0,132384.0,133264.0,134710.0,135873.0,135261.0,137235.0,138971.0,141351.0,143368.0,144081.0,148422.0,152488.0,154535.0,159949.0,165199.0,166087.0,167165.0,173557.0,179991.0,184814.0,187278.0,196895.0
Kapitał (fundusz) podstawowy,522.0,66536.0,66536.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0,83100.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-753.0,-753.0,-761.0,-761.0,-761.0,-761.0,-761.0,-761.0,-761.0,-761.0,-761.0,-761.0
Kapitał (fundusz) zapasowy,0.0,209.0,410.0,28789.0,30309.0,30336.0,38931.0,40331.0,40531.0,40731.0,41399.0,41399.0,39665.0,39665.0,37341.0,37341.0,37341.0,37341.0,37341.0,37341.0,37341.0,37026.0,34026.0,33526.0,33526.0,33526.0,33526.0,33526.0,33526.0,33526.0,33526.0,33526.0,33526.0,33526.0,33526.0,33526.0,34193.0,33526.0,34165.0,33526.0,34165.0,33526.0,36226.0,35215.0,36226.0,35215.0,35215.0,35215.0,36349.0,35328.0,36403.0,39393.0,39393.0,38317.0,39615.0,41843.0,43141.0,41843.0,43141.0,47817.0,25201.0,25201.0,26289.0,26289.0,26289.0,26289.0,26289.0,26289.0,26289.0
Udziały niekontrolujące,0.0,0.0,0.0,8.0,255.0,120.0,205.0,129.0,43.0,-78.0,277.0,300.0,182.0,-80.0,-43.0,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,0.0,0.0,579.0,0.0,579.0,0.0,4617.0,0.0,2850.0,2850.0,6430.0,2509.0,2615.0,2614.0,3298.0,4789.0,3715.0,4226.0,4101.0,3970.0,3397.0,3426.0,3521.0,3402.0,3389.0,3626.0,4107.0,3682.0,3270.0,3613.0,2645.0,2740.0,1448.0,2660.0,3778.0,2759.0,4849.0,2822.0,4151.0,3293.0,3630.0,2207.0,2513.0,2075.0,2155.0,2421.0,2648.0,3468.0,2454.0,206.0,2059.0,2783.0,504.0,493.0,493.0,493.0,391.0,392.0,391.0,392.0,356.0,356.0,356.0,242.0,275.0,275.0,275.0,275.0,316.0
Z tytułu dostaw i usług,7898.0,60694.0,117947.0,73010.0,106738.0,83394.0,108969.0,72569.0,93107.0,61638.0,52612.0,64126.0,60359.0,30992.0,33541.0,49633.0,86892.0,43724.0,31784.0,49824.0,42874.0,35472.0,48284.0,64447.0,87702.0,44840.0,56612.0,72118.0,83338.0,78743.0,79495.0,76353.0,51931.0,96152.0,87286.0,53964.0,130767.0,55331.0,87019.0,119655.0,68158.0,64058.0,35377.0,17690.0,10236.0,10961.0,9246.0,20161.0,16332.0,16460.0,23509.0,31896.0,29291.0,28447.0,39408.0,70644.0,73927.0,98084.0,107888.0,88428.0,162334.0,145237.0,167757.0,199476.0,125472.0,174429.0,151904.0,382236.0,181747.0
