,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,0.0,,,,307.62,230.74,,,25.13,25.13,15.06,15.06,15.08,15.08,117.96,119.94,119.92,119.92,51.38,75.33,50.01,50.01,49.24,27.69,49.24,49.24,9.01,9.01,21.86,21.86,102.63,102.63,81.27,81.27,4.06,18.72,18.72,18.99,38.23,21.16,21.16,20.89,23.81,23.81,23.81,35.78,27.57,27.57,27.57
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,,,,,,,,,,,,,,,,,,0.0,,-36.95,-22.24,-22.11,-24.62,49.12,71.85,71.85,71.85,-10.24,1475.1,1485.58,1479.42,1433.81,-6.29,-6.84,-8.54,-7.15,-7.04,-8.39,-9.66,-12.62,-14.5,0.95,-3.22,-1.4,5.65,-12.69,-8.04,-10.97,-30.64
Z tytułu dostaw i usług,,,,,29.79,,,,19.67,,,,26.03,,,,169.57,,,,558.47,-62.82,,,18.13,-47.63,-20.75,-37.96,-37.9,-35.42,766.0,699.77,327.63,985.2,-5.02,90.99,123.11,323.18,110.3,21.11,-14.33,-36.4,-33.76,-47.26,-18.17,-31.02,-58.79,-51.59,-63.88,-69.0,-34.25,-0.29,0.83
Kredyty i pożyczki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.19,-13.32,5.48,4.04,4.06,-2.07,-7.83,-7.69,-7.15,-4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,0.0,7.69,15.38,-42.31,15.38,7.14,0.0,0.0,0.0,0.0,0.0
Inne zobowiązania długoterminowe,,,,,,,,,,,,,,,,,,,,,,0.0,,-36.95,-22.24,-22.11,-24.62,49.12,71.85,71.85,71.85,-10.24,-11.14,26.87,20.97,15.07,-26.7,-53.31,-52.55,-27.56,27.77,40.71,130.37,83.02,0.16,281.13,93.56,81.36,261.79,-2.43,24.99,0.71,-71.1
Zobowiązania krótkoterminowe,,,,,385.71,-30.91,15.62,16.25,-22.22,243.42,225.68,206.45,19.33,0.38,52.28,28.07,649.3,2040.08,123.98,96.71,67.81,-48.06,140.02,163.37,-13.78,-48.9,-22.3,-26.76,-45.96,-43.48,434.51,411.48,340.69,729.25,72.74,196.29,236.37,239.92,45.65,-16.87,-54.5,-45.94,-46.64,-44.23,17.84,10.48,60.16,60.41,-22.9,-21.29,32.76,54.35,142.29
Inne zobowiązania krótkoterminowe,,,,,1431.25,,,,-32.65,,,,16.36,,,,879.17,,,,3.09,-29.6,,,-40.66,-49.74,-24.12,4.4,-59.48,-49.04,28.45,-65.13,62.66,158.13,568.47,3461.54,1472.43,274.29,-21.62,-98.38,-99.49,-99.65,-98.79,-65.71,6354.1,33140.0,21967.86,28391.67,53.09,48.86,57.75,82.82,240.32
Rozliczenia międzyokresowe,,,,,466.67,1154.55,,,55.46,28.99,37.23,-16.84,174.05,138.76,152.13,316.46,369.82,-100.0,-1.27,-36.93,-100.0,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,120.86,158.79,106.63,200.0,145.71,113.36,125.82,16.06,18.75,9.03,0.37,4.19,146.93,242.73,259.5,268.56,52.54,32.71,34.25,35.69,39.1,17.0,20.14,14.58,6.57,8.97,82.67,94.87,124.59,146.47,53.86,60.09,42.47,48.31,39.3,35.18,19.7,12.4,14.06,9.12,17.8,17.74,20.54,20.11,11.24,9.45,9.7,7.44,5.79
Przepływy pieniężne z działalności operacyjnej,,,,,149.79,,,,-297.44,,,-3550.0,190.48,-164.67,-512.85,243.01,633.97,1934.75,-238.02,1074.23,-2.24,-57.16,116.93,-66.87,6.47,-56.8,-73.29,-39.83,1.13,-132.19,10779.2,331.71,-10.82,3889.32,-82.44,58.29,16.04,55.78,6.49,-14.36,-210.83,-68.05,177.42,6.57,193.16,59.76,-8.52,-16.62,-174.54,-83.77,-92.19,65.41,46.89
Amortyzacja,,,,,147.06,,428.57,200.0,-26.19,-19.23,0.0,129.17,167.74,271.43,248.65,-141.82,24.1,6.41,66.67,7456.52,365.05,749.4,264.19,-73.7,32.78,-86.81,7.92,-8.31,-42.14,332.26,16.8,270.83,332.34,289.3,49.24,1.98,15.84,51.57,67.89,65.13,55.83,24.03,-6.07,-26.92,-37.57,-46.67,-35.26,-19.76,-26.16,-28.55,-20.81,-31.66,-36.63
Przepływy pieniężne z działalności inwestycyjnej,,,,,-15.87,,,,-46.58,,,2500.0,-500.93,-64.29,34.1,-67.61,-45.72,-108.7,114.62,-1697.08,82.71,-1970.83,-2162.0,48.11,-1113.58,-81.79,-185.74,-36.06,-70.55,11.07,-527.83,-585.53,-563.64,-938.64,75.04,-85.13,83.98,89.74,-166.73,220.83,-1301.49,-553.04,60.97,-117.37,67.42,203.18,-405.91,-447.78,174.11,-145.42,132.55,41.18,-119.4
CAPEX (niematerialne i rzeczowe),,,,,73.02,,,,18.35,,,,434.11,64.29,-34.1,,35.27,-100.0,-100.0,1695.91,-82.62,,,-48.08,1113.58,81.79,29.78,36.13,16.94,-11.07,88.57,15.76,779.03,67.45,3.73,59.56,-72.46,335.23,27.36,90.93,42.04,-36.06,55.96,0.49,18.33,24.21,120.24,95.76,23.44,35.61,23.98,19.38,38.83
Przepływy pieniężne z działalności finansowej,,,,,-79.34,,,,122.84,,,-114.42,-24.84,,1029.82,-55.13,156.61,,-152.83,141.4,-68.68,,61.43,-152.97,-183.03,1336.73,86.11,477.59,100.0,-100.0,100.0,-100.0,,,,,-103.29,171.9,-78.73,1416.73,-41.55,-302.65,81.24,-102.99,59.22,3.27,606.1,-115.53,-31.8,-107.77,306.99,36.23,57.46
Emisja akcji,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,-100.0,393.23,5.38,1464.52,,-100.0,-100.0,201.89,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,-10.14,,,,-127.51,,,-123.39,400.0,-170.3,-491.74,226.34,948.5,1817.25,-305.12,1320.85,-3.69,-72.05,94.39,-74.05,-47.08,-95.89,-833.45,-62.28,-40.38,-2655.7,322.71,-379.45,-457.61,36.16,-112.95,-212.23,119.39,1865.71,-988.97,714.96,-5526.02,-116.32,190.57,-80.68,79.78,736.74,-251.93,-260.64,169.58,-116.23,203.24,126.3,-157.32
