,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Zysk z działalności gospodarczej,,,,,-61.75,-61.07,-13.64,-583.67,21.35,20.59,126.32,144.73,-378.54,1154.47,48.17,-4379.25,69.65,-146.92,-73.09,77.31,-577.16,-31.91,164.17,5.15,68.97,31.41,-98.74,-94.26,-219.81,82.14,4375.0,101.58,49.32,-635.9,-277.09,-1930.0,231.74,90.36,125.55,-95.26,-149.77,-7753.01,-1546.91,-137.78,-64.09,64.73,59.56,-8.94,42.52,16.18,-19.41,44.44,93.98,71.72,82.16,51.98,-220.0,-16.88,36660.4,-343.18
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-61.75,-61.07,-13.64,-583.67,21.35,20.59,126.32,144.73,-378.54,1154.47,48.17,-4379.25,69.65,-146.92,-73.09,77.31,-577.16,-31.91,-158.33,42.76,68.97,31.41,105.71,-221.9,-219.81,82.14,4375.0,101.58,49.32,-635.9,-277.09,-1930.0,231.74,90.36,125.55,-95.26,-149.77,-7753.01,-1546.91,-137.78,-64.09,64.73,59.56,-8.94,42.52,16.18,-19.41,44.44,93.98,71.72,82.16,51.98,-220.0,-16.88,36660.4,-343.18
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-65.96,-82.23,-52.33,-73.33,33.79,130.23,142.39,159.62,-482.47,1358.59,63.68,-5655.91,35.85,-156.09,-212.88,77.84,-233.61,-29.26,37.14,-4.1,56.68,30.85,66.02,-77.52,-98.55,68.92,137.5,94.99,54.47,-314.67,-1078.79,-382.08,204.98,85.53,99.07,-93.74,-179.63,-3954.81,-39366.67,-141.92,-51.92,64.61,36.15,-45.09,27.09,0.15,19.58,56.23,68.4,75.49,80.43,43.39,19.23,-20.25,26057.98,-42.28
Zysk netto akcjonariuszy jednostki dominującej,,,,,-65.96,-82.23,-52.33,-73.33,33.79,130.23,142.39,159.62,-482.47,1358.59,63.68,-5655.91,35.85,-156.09,-212.88,77.84,-233.61,-29.26,37.14,-4.1,56.68,30.85,66.02,-77.52,-98.55,68.92,137.5,94.99,54.47,-314.67,-1078.79,-382.08,204.98,85.53,99.07,-87.67,-175.65,-3929.63,-37866.67,-145.78,-53.24,64.72,34.5,-47.18,24.97,-0.21,20.24,56.59,69.89,75.98,81.51,45.09,9.36,-23.38,28189.09,-48.97
Aktywa trwałe,,,,,,,,85.6,,,,16.33,,,,-68.79,,,-18.01,-18.37,-19.73,-20.54,-19.2,-4.74,-2.47,0.21,1.73,-25.74,-21.89,-21.7,-22.39,1.72,6.78,9.49,10.91,-6.34,-18.77,-18.71,-18.0,15.6,63.72,120.78,113.91,64.61,28.74,2.28,-3.61,-22.99,-28.06,-37.71,-14.67,9.94,5.95,15.81,-8.22,-11.65,-6.59,-6.95,-76.91,-69.26
Wartości niematerialne i prawne,,,,,,,,-9.99,,,,-10.64,,,,262.08,,,-23.69,-29.15,-31.38,-34.15,-30.7,-29.63,-46.54,-35.09,-34.25,-26.12,9.54,1.65,3.39,3.14,3.73,5.35,4.55,-6.59,-15.23,-17.14,-21.26,64.36,85.43,88.45,86.96,-13.42,-20.44,-21.88,-13.62,-7.61,-0.86,-3.2,-9.21,-4.07,-10.64,-3.5,3.87,3.42,11.15,8.82,-86.61,-88.59
Rzeczowe składniki majątku trwałego,,,,,,,,123.19,,,,-5.19,,,,6.16,,,-28.74,-26.45,-26.57,53.44,52.94,43.86,43.81,23.38,24.18,26.83,23.18,-28.23,-26.11,28.85,36.56,25.84,19.16,-34.7,-43.31,-45.09,-37.19,-1.71,435.42,465.85,400.8,219.77,-10.12,-14.22,-18.05,-20.91,-50.65,-55.28,73.29,85.75,114.33,144.94,-35.1,-38.37,-41.61,-45.87,-33.28,-48.39
Należności długoterminowe,,,,,,,,,,,,,,,,,0.0,4.35,0.0,4.35,4.35,-2.08,2.17,-2.08,0.0,0.0,0.0,12.77,10.42,12.77,12.77,0.0,0.0,92.45,0.0,92.45,92.45,0.0,98.11,1.96,1.96,1.96,-0.95,0.0,0.0,0.0,1.92,1.92,1.92,1.92,1.89,89.62,81.13,68.87,54.63,-17.91,-17.19,-17.32,-76.65,-70.91
Inwestycje długoterminowe,,,,,,,,110.09,,,,18.14,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pozostałe aktywa trwałe,,,,,,,,48.7,,,,25.88,,,,-3.38,,,-4.27,5.76,4.88,-5.17,-8.82,26.72,53.69,42.83,45.92,-33.44,-42.57,-36.06,-38.82,-5.99,3.67,4.63,16.45,-3.19,-21.66,-15.6,-17.6,-26.08,-24.54,110.21,105.44,198.63,210.84,30.91,10.07,-34.75,-37.58,-52.38,-46.33,-14.06,-20.91,-6.11,-2.02,-3.17,7.19,6.61,-94.74,-59.56
Aktywa obrotowe,,,,,,,,-37.1,,,,-3.51,,,,11.99,,,233.01,116.01,110.93,101.04,-16.78,-19.98,-17.48,-2.14,1.03,-7.28,-22.4,-22.01,-22.79,-6.85,-2.94,-18.06,-29.65,-24.79,-24.81,-20.23,6.49,-49.47,46.5,62.04,14.41,76.17,-36.3,-38.66,-18.4,0.15,32.99,26.71,8.4,-0.8,-23.06,-18.33,15.68,21.62,35.5,538.64,144.96,134.0
Zapasy,,,,,31.66,19.45,32.97,47.1,35.36,7.03,2.69,-18.35,-24.16,-16.42,-12.22,27.21,55.28,79.47,72.58,49.57,36.67,53.93,75.9,39.02,38.44,3.08,-5.29,3.75,-4.85,-10.64,1.07,3.15,8.12,3.03,-11.38,-0.13,-5.27,-13.89,-23.2,-19.38,-17.04,18.76,36.57,53.65,44.95,31.32,45.83,3.85,14.74,10.34,3.3,-13.39,-0.33,-23.93,-5.27,31.8,26.81,50.66,-93.23,-90.25
Należności krótkoterminowe,,,,,93.82,81.19,22.02,20.59,-4.88,-13.66,13.14,26.38,-6.6,24.39,21.57,-9.5,52.19,14.84,4.83,28.17,27.78,3.39,-1.14,35.23,-1.7,24.59,27.97,8.45,-18.91,3.85,12.39,14.14,13.34,-18.6,-39.95,-36.13,-36.45,-37.0,2.31,-73.46,4.6,53.09,24.04,159.13,-42.13,-50.49,-48.39,-21.81,44.13,14.77,6.85,35.99,-14.33,4.65,73.85,16.45,50.37,42.63,-34.29,-83.01
Inwestycje krótkoterminowe,,,,,-32.77,-38.03,-40.65,-62.23,-50.77,-69.04,-63.07,-22.81,-52.38,-89.07,-98.56,25.13,-9.53,123.6,40989.29,249.98,414.24,1127.73,-41.88,-53.32,-43.93,-25.34,-17.06,-46.62,-53.05,-77.65,-85.85,-70.77,-51.66,-73.01,-80.76,-72.88,-74.93,-4.53,505.3,112.22,1582.64,1340.0,114.77,123.45,-65.72,-81.97,-51.2,64.31,71.16,158.62,40.71,-15.21,-61.84,-27.21,-13.06,9.04,37.7,2691.68,1800.09,1296.8
Środki pieniężne i inne aktywa pieniężne,,,,,-32.77,-38.03,-40.65,-62.23,-50.77,-69.04,-63.07,-22.81,-52.38,-89.07,-98.56,25.13,-9.53,123.6,40989.29,249.98,414.24,1127.73,-41.88,-53.62,-43.93,-25.34,-17.06,-46.28,-53.05,-77.65,-85.85,-70.77,-51.66,-73.01,-80.76,-72.88,-74.93,-4.53,505.3,112.22,1582.64,1340.0,114.77,123.45,-65.72,-81.97,-51.2,64.31,71.16,158.62,40.71,-15.21,-61.84,-27.21,-13.06,9.04,37.7,2691.68,1800.09,1296.8
Pozostałe aktywa obrotowe,,,,,,,,29.59,,,,-15.75,,,,267.29,,,1308.7,-6.87,-7.92,-10.41,62.96,30.05,40.93,51.97,48.67,169.75,111.06,128.43,64.08,7.94,6.57,-18.64,2.56,5.48,12.47,19.72,31.42,-64.36,-28.9,-86.64,-90.55,-47.41,-79.27,-26.7,-17.68,-50.36,-40.27,6.62,-12.59,-100.0,-100.0,-100.0,-100.0,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,0.83,-0.13,-0.49,-1.6,0.85,-0.22,1.3,7.32,-45.46,8.25,-48.81,-35.8,16.71,-44.25,137.34,77.38,74.62,66.58,-17.1,-17.97,-15.57,-1.82,1.12,-10.12,-22.33,-21.97,-22.74,-5.77,-1.49,-14.24,-24.39,-22.26,-23.83,-19.96,1.83,-38.73,49.45,72.59,29.65,72.57,-24.07,-29.25,-14.66,-6.73,13.53,5.32,1.82,1.84,-17.2,-11.63,9.96,12.81,24.62,398.25,100.66,91.84
Kapitał własny akcjonariuszy jednostki dominującej,,,,,0.58,-0.66,-1.13,-1.56,-1.24,1.04,1.85,3.43,-52.57,-66.35,-66.81,-45.42,11.43,24.9,253.68,101.02,92.16,111.44,-26.28,-27.51,-23.37,-24.58,-24.0,-33.72,-41.83,-44.52,-43.71,-31.47,-26.91,-26.22,-32.54,-40.08,-20.86,-8.92,-1.32,-45.66,-65.82,113.69,82.44,165.53,176.2,-71.45,-76.26,-102.71,-119.2,-208.09,-290.61,-3400.0,-563.09,-111.62,-78.19,-33.4,-30.48,-26.69,487.17,447.01
Kapitał (fundusz) podstawowy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.64,12.64,12.64,40.8,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.77,24.77,24.77,24.77,0.0,0.0,0.0,1.37,1.37,1.37,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,,,2.89,,,,0.43,,,,36.11,,,124.34,68.28,68.28,68.74,3.27,3.27,3.27,4.79,4.79,4.79,4.79,4.69,4.69,4.69,4.69,-17.49,-17.49,4.73,4.73,26.93,26.93,0.0,0.0,35.18,35.18,35.18,35.18,0.0,0.0,2.87,2.87,2.87,2.87,-17.43,-17.43,-17.43,-17.43,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-595.24,-14300.0,-600.0,-227.12,-95.19,-47.18,-24.0,-18.13,-18.72,-22.49,-23.04,-22.37,-19.5,-17.97,-10.11,-5.38,-2.08,2.32
Zobowiązania długoterminowe,,,,,-69.23,-69.23,-68.42,583.33,583.33,575.0,433.33,-32.93,7.32,-13.58,-23.44,-27.27,-62.5,-64.29,-57.14,-57.5,-57.58,272.0,295.24,300.0,335.71,22.58,20.48,20.59,9.84,-55.26,-65.0,13.41,5.97,15.69,42.86,-56.99,-78.87,-61.02,-70.0,87.5,2940.0,1526.09,1933.33,214.67,-22.37,-29.68,-41.31,-30.93,1222.88,1274.9,1975.98,2779.75,-12.04,-0.55,-19.21,-48.85,-24.23,-96.91,-91.94,-94.38
Z tytułu dostaw i usług,,,,,,,,-23.4,,,,-6.94,,,,511.57,,,-39.54,-21.9,86.83,-37.84,9.34,-42.81,20.21,251.41,-56.24,25.55,22.62,-50.66,416.09,-10.99,-75.82,-2.36,-79.19,21.76,116.79,-11.03,148.89,225.7,108.35,432.77,121.13,-16.4,-22.22,17.97,71.38,67.85,91.72,35.44,28.5,39.98,63.85,36.22,60.55,41.05,27.61,613.85,-63.72,-81.34
Kredyty i pożyczki,,,,,,,,,,,,,,,,-100.0,,,,,,-100.0,,,,,111.4,314.47,576.37,54.74,23.1,9.23,73.41,2.24,-15.22,-16.83,-17.32,-23.0,-31.36,-72.02,184.64,-4.95,9.7,198.21,-58.14,35.12,69.6,70.87,11.1,32.78,16.78,-7.3,20.09,5.52,1.44,57.72,64.33,83.11,-94.23,-99.97
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,-22.22,,,,161.9,,,,16.36,,,-61.64,-65.62,-64.15,-37.89,42.86,100.0,115.79,4.9,57.5,36.36,46.34,-0.17,-1.59,53.33,53.33,-86.48,6.45,-43.48,-43.48,-58.02,-50.0,-100.0,-100.0,732.35,769.7,,,11.66,9.06,-7.69,-37.15,-57.91,-6.07,15.87,37.44,116.54,0.0,8.22,12.54,2.08,-64.29,-78.8
Inne zobowiązania długoterminowe,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.86,-94.99,42.86,42.86,30.0,30.0,30.0,30.0,-7.69,-7.69,165.38,165.38,154.17,154.17,-11.59,-76.81,-65.57
Zobowiązania krótkoterminowe,,,,,1.35,-7.03,-2.79,-19.6,40.35,-18.99,-16.38,128.79,23.51,77.47,358.45,83.64,37.36,102.18,-50.05,-10.64,14.2,-19.88,89.3,60.48,24.53,118.4,120.9,84.49,45.52,22.11,10.35,30.53,35.76,-7.14,-22.11,-9.86,-22.52,-27.04,4.5,-29.67,148.4,51.99,6.52,35.81,-45.79,25.33,62.46,71.1,28.45,27.57,17.95,3.98,31.56,15.0,38.72,46.57,44.28,365.35,-79.57,-89.56
Inne zobowiązania krótkoterminowe,,,,,,,,-13.47,,,,-8.96,,,,151.81,,,88.36,34.57,-22.67,87.08,-72.47,115.44,-1.76,-37.79,1003.57,-39.11,-82.13,52.31,-82.8,171.56,825.5,-2.43,186.56,-6.7,-73.26,-43.98,86.21,-75.02,22.22,-33.21,-69.02,-3.13,1.98,21.26,20.16,130.04,-17.5,-7.62,-18.67,-86.2,-99.41,-99.34,245.42,7.19,133.33,25.0,-99.76,-86.03
Rozliczenia międzyokresowe,,,,,32.02,111.56,85.63,13.14,-42.54,-18.31,1.86,13.23,54.55,3836.45,13.07,8.55,68.07,-95.44,9.68,39.9,64.5,-1.68,-0.49,7.32,8.81,36.55,17.49,6.99,2.09,-15.81,14.88,12.42,5.34,22.73,32.12,0.0,-50.52,-22.82,1.38,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,0.83,-0.13,-0.49,-1.6,0.85,-0.22,1.3,7.32,-45.46,8.25,-48.81,-35.8,16.71,-44.25,137.34,77.38,74.62,66.58,-17.1,-17.97,-15.57,-1.82,1.12,-10.12,-22.33,-21.97,-22.74,-5.77,-1.49,-14.24,-24.39,-22.26,-23.83,-19.96,1.83,-38.73,49.45,72.59,29.65,72.57,-24.07,-29.25,-14.66,-6.73,13.53,5.32,1.82,1.84,-17.2,-11.63,9.96,12.81,24.62,398.25,100.66,91.84
Przepływy pieniężne z działalności operacyjnej,,,,,,,,-503.91,,,,161.7,,,,-194.9,,,95.76,795.58,-48.17,-11.87,-516.55,-113.22,124.82,2.63,132.1,-393.81,150.48,-32.35,-73.17,117.81,-38.4,75.23,-788.31,101.95,-52.42,77.17,227.17,162.38,-1129.69,-3821.52,-425.52,-129.56,93.1,88.14,68.96,30.92,-854.95,40.41,5.43,183.75,89.57,299.32,122.83,130.82,395.22,5034.82,-8497.96,-123.62
Amortyzacja,,,,,-16.13,50.0,2.94,-34.29,23.08,-22.22,-14.29,43.48,-3.12,21.43,26.67,9.09,29.03,14.71,5.26,-22.22,0.0,15.38,20.0,75.0,20.0,2.22,27.08,24.49,29.17,39.13,11.48,26.23,37.1,39.06,33.82,18.18,4.71,-8.99,-17.58,-16.48,59.55,97.53,126.67,125.0,6.34,5.62,-7.06,-12.28,-2.65,-10.06,3.8,8.67,6.12,-7.89,-18.9,-19.02,-15.38,-5.0,-80.45,-74.24
Przepływy pieniężne z działalności inwestycyjnej,,,,,,,,-68.92,,,,66.31,,,,93.04,,,100.0,-3301.08,,,,99.68,-728.57,70.59,8.6,280.0,-6.9,-206.9,69.41,-433.33,-151.61,-154.84,-88.46,245.0,96.15,45.57,77.55,-543.68,-1400.0,-330.23,218.18,97.15,78.89,82.16,-338.46,-945.45,-100.0,-257.58,-112.9,77.39,68.42,41.53,60.61,-330.77,-575.0,-4827.54,565.38,303.57
CAPEX (niematerialne i rzeczowe),,,,,,,,-84.0,,,,762.5,,,,34.78,,,-100.0,-87.1,,,,-16.67,728.57,,-9.68,-270.0,6.9,287.5,-69.05,452.94,151.61,154.84,88.46,-245.0,-96.15,-45.57,-77.55,543.68,1450.0,323.26,-218.18,-97.15,-79.57,-81.87,461.54,945.45,100.0,257.58,40.43,-15.65,-68.42,-41.53,-42.42,10.31,750.0,89.86,-136.84,3043.93
Przepływy pieniężne z działalności finansowej,,,,,,,,4.72,,,,78.96,,,,4280.0,,,1101.63,-100.28,47.37,-102.16,-92.69,-8620.0,-6150.0,13493.75,-72.87,111.24,-165.44,-25.66,-286.82,-530.61,80.89,-104.33,202.43,-149.05,1.89,401.45,-110.45,-163.75,2807.72,2680.29,-136.36,96.32,-89.25,-102.2,969.23,1504.9,316.13,-140.94,-91.48,-122.54,-102.36,-44.77,-605.19,-68.73,-821.35,-502.71,-1380.46,97.8
Emisja akcji,,,,,,,,,,,,,,,,,,,,-100.0,,,-100.0,,,,,,,,,,,,,,,,,,,,,-100.0,,-100.0,,,,,,,,,,,,,,
Dywidenda,,,,,,,,0.0,,,,-83.2,,,,396.83,,,,-100.0,,,9.89,,,,0.0,,,,9.1,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,,,,-84.72,,,,86.15,,,,474.44,,,516.99,-56.49,-47.4,-81.04,-101.61,-219.02,92.47,102.81,339.77,-88.39,-156.88,-2119.67,-185.31,101.09,181.27,31.82,56.11,133.33,-79.94,100.83,491.77,-735.71,6432.84,-8642.86,-469.14,-105.62,-85.99,-49.67,108.4,183.5,82.87,3.69,-429.69,-84.95,-133.27,141.88,57.66,260.0,73.73,10636.01,-6610.07,-108.94
