,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Koszty finansowe,,,,,197.27,147.31,54.58,116.61,165.44,13.56,-31.58,-43.36,-2.65,-44.14,38.14,-18.49,9.59,112.98,44.08,163.58,-23.65,20.25,20.29,-2.3,-5.37,19.97,-29.72,17.49,-11.21,-30.43,6.67,-21.75,-21.89,-15.18,-43.93,-53.17,-34.05,-20.21,-33.76,-0.86,-19.93,-38.26,37.98,107.56,9.8,11.97,-30.31,-57.42,2.23,59.92,119.0,-9.54,143.64,-31.74,-17.35,0.0,-76.72,-19.58,-54.42,10.55,168.59,244.78,613.33,63.82,76.85,-29.51,-60.24,-33.73
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,-442.92,-135.63,1587.88,-195.58,135.63,189.4,60.9,185.78,70.92,120.49,-53.92,-354.62,-108.06,-51.2,-459.62,-46.4,454.88,-245.27,145.68,130.95,144.67,113.11,38.8,56.43,135.96,585.53,85.3,42.17,2.2,31.74,25.68,-0.27,6.58,-17.69,-10.86,24.97,27.76,4.48,-19.15,6.22,22.67,-5.26,29.58,-23.48,4.01,20.17,1.66,-146.61,13.31,18.35,-18.58,542.36,-12.49,-23.32,48.13,-55.9,262.37,365.6,308.68,242.61,-12.21,85.71,65.23,45.94
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-442.92,-135.63,1587.88,-195.58,135.63,189.4,60.9,185.78,70.92,120.49,-53.92,-354.62,-108.06,-51.2,-459.62,-46.4,454.88,-245.27,145.68,130.95,144.67,113.11,38.8,56.43,135.96,585.53,85.3,42.17,2.2,31.74,25.68,-0.27,6.58,-17.69,-10.86,24.97,27.76,4.48,-19.15,6.22,22.67,-5.26,29.58,-23.48,4.01,20.17,1.66,-146.61,13.31,18.35,-18.58,542.36,-12.49,-23.32,48.13,-55.9,262.37,365.6,308.68,242.61,-12.21,85.71,65.23,45.94
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-634.57,-144.4,290.57,-296.35,130.02,169.77,27.92,162.23,80.96,161.59,-36.69,-304.73,-209.67,-57.1,-511.74,-62.58,107.95,-74.96,131.89,134.53,669.51,51.41,32.22,179.44,67.51,182.09,68.17,-12.01,15.99,52.12,19.35,-2.02,14.93,-17.13,-1.05,18.6,31.44,25.81,-31.21,13.33,21.65,-21.52,48.45,-20.05,8.92,10.63,2.78,-197.99,10.55,21.04,-16.96,298.46,-12.5,-22.38,66.4,-57.31,322.28,320.65,247.92,222.66,-27.3,123.55,68.48,37.92
Zysk netto akcjonariuszy jednostki dominującej,,,,,-634.57,-144.4,290.57,-296.35,130.02,169.77,27.92,162.23,80.96,161.59,-36.69,-304.73,-209.67,-57.1,-511.74,-62.58,107.95,-74.96,131.89,134.53,669.51,51.41,32.22,179.44,67.51,182.09,68.17,-12.01,15.99,52.12,19.35,-2.02,14.93,-17.13,-1.05,18.6,31.44,25.81,-31.21,13.33,21.65,-21.52,48.45,-20.05,8.92,10.63,2.78,-197.99,10.55,21.04,-16.96,298.46,-12.5,-22.38,66.4,-57.31,322.28,320.65,247.92,222.66,-27.3,123.55,68.48,37.92
Aktywa trwałe,,,,,195.55,23.17,32.62,21.25,27.92,29.7,18.3,2.82,-2.94,-2.12,-1.08,4.26,4.15,10.02,8.89,5.23,3.85,-0.06,-1.67,-2.7,-1.91,-4.98,-3.02,-4.2,-4.3,-4.25,-3.57,-0.65,0.91,0.86,0.08,-1.14,-2.36,1.23,3.29,3.78,5.53,3.24,1.65,0.56,-1.22,-1.14,-0.27,11.4,19.37,23.94,30.77,25.08,19.31,14.91,11.03,4.82,2.35,2.53,0.66,-0.22,15.23,13.79,13.14,8.6,-4.57,-6.77,-7.14,-5.92
Wartości niematerialne i prawne,,,,,15160.56,141.26,141.74,-0.2,1.33,-0.9,-0.71,-0.31,-0.37,-0.13,-0.1,-0.16,-0.02,30.19,30.11,41.17,42.08,17.51,17.11,7.38,6.15,-1.85,-1.62,-1.7,-1.63,-1.64,-1.72,-1.59,-1.58,-1.58,-1.65,-1.67,-1.67,-1.67,-1.66,-1.66,-1.62,-1.59,-1.18,2.54,2.92,3.42,3.36,-0.05,-0.08,-0.23,0.37,-16.25,-16.19,-16.13,-16.62,-3.34,-3.46,-3.6,-3.7,-2.57,-2.61,-2.61,-2.6,-33.27,-33.38,-33.5,-33.25,-74.05
Rzeczowe składniki majątku trwałego,,,,,163.86,15.49,25.65,24.5,31.45,33.45,20.33,2.94,-3.25,-1.68,-1.04,3.74,4.08,6.5,5.31,0.47,-0.73,-5.21,-4.44,-4.73,-4.52,-3.91,-4.44,-5.15,-5.09,-5.03,-3.97,-0.14,1.53,1.55,0.62,-0.76,-2.25,2.19,4.72,4.88,7.07,4.1,1.78,0.74,-1.21,-1.11,0.16,14.5,24.0,29.58,37.77,33.14,25.71,20.25,15.52,5.88,3.11,3.31,1.18,0.02,17.11,15.61,14.88,13.06,-1.87,-4.35,-4.77,-1.49
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwestycje długoterminowe,,,,,-96.15,,,,693.62,392.11,392.11,0.0,4.56,5.35,5.35,5.35,1.03,0.0,0.0,0.0,0.0,0.0,-19.29,242.39,242.39,223.1,300.31,-5.63,-5.63,0.0,0.0,-2.28,-2.2,-2.28,-2.28,-1.37,-1.45,-0.72,-0.72,0.65,0.65,0.0,0.0,-48.02,-48.02,-48.02,-48.02,-5.92,-6.07,-6.07,-6.07,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0
Pozostałe aktywa trwałe,,,,,142.86,-89.48,-86.73,93.64,1001.96,643.95,326.44,127.7,-15.48,-51.97,-22.37,184.12,114.95,95.01,77.43,-9.14,-55.63,147.35,-42.76,-76.6,-46.36,-87.36,-25.47,102.73,62.96,20.47,-18.35,-33.0,2.53,-9.95,-17.7,-46.98,-51.23,-50.13,-53.24,62.56,62.12,98.92,267.88,47.23,-23.05,-39.67,-56.94,-62.18,-36.84,-29.73,-29.03,-36.13,-27.56,-47.44,-61.04,-62.3,-69.91,-75.61,-56.67,39.13,500.0,180.0,80.77,-40.62,-84.8,-30.36,-82.98,731.58
Aktywa obrotowe,,,,,70.79,-4.31,18.17,13.98,23.99,16.31,2.37,4.15,45.83,21.42,30.39,33.95,50.85,30.33,14.89,12.53,-34.18,-34.44,-28.12,-24.04,-27.76,-7.49,-5.61,-1.54,-3.62,-10.51,1.96,9.33,23.02,28.13,16.89,3.73,-6.67,-6.73,-6.22,-4.82,5.85,4.52,16.37,22.02,27.96,15.25,5.99,-3.9,1.75,14.11,-3.11,5.38,9.83,6.18,15.08,1.7,-13.0,-12.83,-13.29,52.24,66.78,98.52,115.09,31.64,20.25,11.41,-0.44,7.66
Zapasy,,,,,287.92,68.65,48.44,1.26,-2.36,15.92,10.18,7.76,-15.67,6.34,9.67,30.7,336.39,74.92,34.44,23.48,-54.09,-25.05,6.09,17.06,-7.86,8.36,-12.58,3.51,3.95,-16.26,1.91,-31.48,-9.15,-5.19,-3.16,3.63,-12.86,-2.16,-13.33,8.55,28.0,26.63,45.17,20.05,7.58,19.05,10.5,16.21,15.71,3.21,1.25,12.99,3.88,28.04,31.44,17.61,9.07,-6.22,-17.45,-11.38,26.28,77.53,98.22,108.03,63.93,-5.01,-23.44,-35.44
Należności krótkoterminowe,,,,,91.1,45.01,50.65,7.45,29.44,13.71,-3.23,4.04,19.45,29.23,50.01,52.66,31.98,30.11,13.28,6.72,-0.6,-43.2,-44.69,-42.92,-40.6,-15.97,-0.48,-7.16,-9.68,-5.07,-3.3,50.62,48.6,58.94,45.04,6.09,1.48,-7.44,-3.26,-11.34,-6.05,-7.24,3.46,21.57,44.3,12.83,3.06,-10.91,-4.79,24.13,-5.2,-1.32,13.18,-7.93,1.22,-9.78,-25.26,-19.5,-9.48,7.97,39.12,82.97,74.06,73.54,16.39,24.55,21.33,4.4
Inwestycje krótkoterminowe,,,,,-94.69,-90.59,-86.9,134.73,391.39,-52.71,8.52,-27.34,1119.77,473.01,52.04,-50.53,-95.99,-74.19,-39.94,145.47,-44.42,127.12,8.49,-13.96,232.26,-44.52,24.84,31.12,10.36,19.05,97.88,19.38,87.49,-4.0,-69.02,-34.68,-69.24,-44.01,19.89,-8.18,26.95,-22.02,-35.94,58.04,-48.87,18.29,4.5,-75.31,-5.74,-39.83,-49.05,100.0,37.67,19.27,119.93,-42.9,14.49,32.08,-7.37,6279.51,2716.7,1346.1,2079.77,-70.07,-34.82,47.63,17.83,270.5
Środki pieniężne i inne aktywa pieniężne,,,,,-94.26,-90.59,-86.9,134.73,391.39,-52.71,8.52,-27.34,1119.77,473.01,52.04,-61.3,-97.29,-79.52,-51.45,169.7,-65.59,168.82,18.3,-11.13,596.58,-40.95,41.61,47.7,25.52,4.17,58.09,19.38,87.49,9.71,-61.22,-34.68,-69.24,-44.01,19.89,-8.18,26.95,-22.02,-35.94,58.04,-48.87,18.29,4.5,-75.31,-5.74,-39.83,-49.05,100.0,37.67,19.27,119.93,-42.9,14.49,32.08,-7.37,6279.51,2716.7,1346.1,2079.77,-70.07,-34.82,47.63,17.83,270.5
Pozostałe aktywa obrotowe,,,,,24.98,-44.44,-6.41,72.12,6.33,158.22,28.12,25.03,81.21,-20.61,4.12,-51.92,-25.56,-53.91,-51.73,-15.43,-83.6,-43.46,-38.51,-10.55,6.73,-2.87,-28.04,-35.87,-38.14,-67.13,-52.6,-21.84,4.85,4.79,-17.81,8.82,10.65,12.0,36.67,65.77,92.05,90.31,104.88,29.89,-3.92,-8.04,-5.65,-25.31,-10.43,-9.62,-13.56,1.12,-3.04,7.42,-10.58,-15.24,-20.1,-2.7,17.14,-0.98,28.43,15.43,-17.42,41.91,27.48,44.39,91.98,2.79
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,7.99,7.99,0.0,0.0,-100.0,-100.0,-100.0,242.94,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,
Aktywa razem,,,,,146.09,13.16,27.84,19.27,26.84,25.58,13.44,3.16,10.18,4.59,7.6,12.07,20.78,16.75,10.89,7.53,-13.06,-12.77,-10.83,-9.72,-10.61,-5.67,-3.75,-3.46,-4.11,-5.95,-2.06,2.16,6.95,7.93,4.87,0.33,-3.72,-1.22,0.27,1.09,5.63,3.61,6.02,6.87,7.7,3.67,1.77,6.26,12.98,20.74,19.27,19.09,16.21,12.22,12.15,3.98,-2.39,-1.95,-3.29,13.57,29.43,35.75,39.0,16.72,4.23,0.12,-4.51,-0.52
Kapitał własny akcjonariuszy jednostki dominującej,,,,,213.85,1.5,2.43,-4.54,-0.61,1.73,1.93,3.72,4.57,6.04,5.59,5.35,-1.01,-2.2,-5.44,-7.92,-3.52,-4.43,-0.89,2.12,3.04,3.03,3.44,4.51,5.17,5.99,6.49,6.4,6.58,4.85,5.19,5.09,5.28,2.55,2.48,2.71,3.24,4.98,4.24,4.4,4.83,4.56,5.13,3.7,3.85,3.6,3.59,1.47,1.74,5.37,2.12,6.52,5.9,5.47,5.97,19.31,27.52,27.06,36.27,20.91,16.61,18.09,21.04,21.45
Kapitał (fundusz) podstawowy,,,,,121.13,3.72,3.72,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35,19.35,19.35,19.35,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,623.11,9.57,8.73,-2.18,0.99,-1.22,-1.27,-1.26,-1.26,7.08,7.08,7.3,7.3,1.04,1.04,0.83,6.96,-18.92,-18.92,-18.92,-23.56,17.89,17.89,-14.91,17.64,7.51,7.4,48.83,7.7,7.31,7.47,7.51,7.52,4.93,4.93,4.89,4.82,6.84,6.8,6.78,6.78,9.27,9.27,9.27,9.27,6.64,6.64,-19.39,-19.39,-24.41,-21.7,3.59,3.59,3.59,12.09,11.95,31.49,39.05,24.05,24.2,5.75,12.75,12.75,12.75
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,1659.72,20.01,-2.17,-23.29,78.29,136.49,168.37,310.73,83.57,21.35,13.69,-9.03,-3.01,-23.82,2.29,14.01,-23.65,30.3,-46.41,-59.91,-30.27,-38.71,22.63,104.94,65.57,49.3,47.75,-8.61,-5.18,8.27,11.64,9.09,3.54,-9.06,-10.05,-9.3,-6.21,-13.23,-15.87,-11.27,-13.85,-31.99,6.0,5.67,47.33,86.65,31.61,81.46,47.58,62.89,59.37,7.85,-6.17,-8.8,-10.76,16.39,19.01,22.31,18.64,-15.49,-14.55,-24.08,-28.62,-15.12
Z tytułu dostaw i usług,,,,,,19.64,39.11,38.42,34.79,17.26,31.89,-18.68,53.22,48.76,31.42,43.87,74.52,44.76,30.21,21.66,-46.46,-35.08,-16.53,6.45,7.39,-4.55,-17.74,-32.77,-38.92,-41.29,-27.11,-1.06,23.03,18.12,8.13,-7.5,-27.62,-12.51,-13.66,7.23,27.92,14.4,24.53,18.28,25.89,13.17,2.35,4.44,3.73,26.78,17.57,20.3,28.75,11.42,18.05,-7.45,-18.43,-12.71,-10.42,7.2,72.83,112.91,86.4,58.3,-11.04,-26.7,-36.8,-36.7
Kredyty i pożyczki,,,,,,208.63,464.64,246.9,101.61,19.6,-32.48,-87.61,-76.82,-81.44,-51.83,253.16,62.17,359.42,66.34,37.63,178.02,29.89,106.08,51.3,-24.57,23.5,-15.31,-43.34,-34.35,-41.4,-39.97,9.08,8.06,-8.79,-21.42,-31.17,-26.07,-0.47,44.61,2.41,11.99,21.15,32.77,45.14,42.18,50.69,-20.28,15.47,20.54,27.63,81.85,16.44,6.35,-26.5,-29.95,-6.79,-9.45,0.9,-2.94,-0.92,-4.92,-25.82,21.0,-13.24,4.51,-7.17,-56.04,-77.19
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,99.39,599.0,129.68,145.85,121.89,-79.71,-1.12,7.4,-52.2,243.46,-31.44,-37.76,124.98,65.53,107.01,230.38,-63.18,-67.4,-84.84,-91.51,-60.31,-74.45,-75.71,-79.94,-65.42,-36.19,34.85,253.54,210.19,219.88,109.36,13.59,15.4,22.85,26.83,83.53,74.56,33.18,16.5,-14.64,-18.96,-16.2,14.29,119.77,140.5,142.53,74.36,-6.32,-14.02,-13.47,-14.95,-0.79,7.91,0.38,52.5,42.89,46.45,60.0,1.69,-13.16,-57.04,-61.08,-30.54
Inne zobowiązania długoterminowe,,,,,,26.94,15.24,-7.15,318.01,742.38,707.5,613.92,74.83,-22.97,-22.3,-10.54,16.28,22.98,27.31,29.67,-2.85,0.72,-17.84,-18.13,-14.3,-21.21,-1.11,-7.81,-3.27,0.37,0.4,10.86,10.76,9.93,10.94,8.53,6.78,5.49,0.35,-0.55,-3.59,-4.42,-3.83,-3.0,0.14,0.04,0.25,-3.41,25.6,20.67,66.9,70.64,52.37,110.57,66.8,63.02,34.34,1.0,-8.82,-9.95,-8.49,3.69,5.91,0.98,3.24,-19.98,-23.35,-16.97
Zobowiązania krótkoterminowe,,,,,78.93,42.48,127.87,95.91,70.33,37.89,0.03,-44.35,-7.89,-6.3,7.46,51.21,68.86,75.13,40.67,27.82,-17.04,-33.1,-6.35,6.91,-17.05,2.12,-17.76,-36.73,-36.81,-40.71,-31.23,2.36,17.42,14.81,-0.93,-14.38,-25.16,-2.81,4.09,6.01,22.46,13.48,26.05,25.35,28.76,22.8,-6.44,11.34,13.71,29.62,44.57,19.9,21.41,-1.88,2.99,-2.57,-11.09,-7.9,-10.93,2.08,40.47,61.28,59.73,38.3,-2.11,-10.37,-28.25,-28.52
Inne zobowiązania krótkoterminowe,,,,,,-89.82,-53.87,-38.78,595.19,2722.54,702.84,867.54,13.21,-40.9,19.25,5.47,179.48,174.43,77.03,-40.74,-79.02,-91.83,-90.66,-45.89,-37.24,-13.91,-1.26,1.76,36.19,30.34,38.0,0.31,-23.85,210.47,-11.73,3.13,39.83,71.92,74.18,-5.93,-13.32,-17.14,-21.34,23.91,9.46,3.8,13.94,183.18,114.78,32.46,149.52,13.67,52.36,29.97,137.36,100.53,55.24,-8.33,-36.98,-35.1,-16.39,39.45,8.73,99.07,86.91,136.37,224.88,140.42
Rozliczenia międzyokresowe,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,146.09,13.16,27.84,19.27,26.84,25.58,13.44,3.16,10.18,4.59,7.6,12.07,20.78,16.75,10.89,7.53,-13.06,-12.77,-10.83,-9.72,-10.61,-5.67,-3.75,-3.46,-4.11,-5.95,-2.06,2.16,6.95,7.93,4.87,0.33,-3.72,-1.22,0.27,1.09,5.63,3.61,6.02,6.87,7.7,3.67,1.77,6.26,12.98,20.74,19.27,19.09,16.21,12.22,12.15,3.98,-2.39,-1.95,-3.29,13.57,29.43,35.75,39.0,16.72,4.23,0.12,-4.51,-0.52
Przepływy pieniężne z działalności operacyjnej,,,,,-131.07,152.66,192.93,172.35,32.95,-24.52,-48.51,-95.58,689.59,-454.83,155.98,-1348.13,-21.94,170.64,-167.4,-186.87,-90.93,5.97,276.54,132.19,90.1,-123.42,-82.98,-210.48,25.12,245.37,252.47,129.94,42.04,-145.46,-6.11,216.0,-51.26,463.21,5.9,99.66,-28.08,-40.08,-133.53,-4.48,-111.53,124.59,222.55,47.36,-1722.02,92.25,322.8,-51.93,145.42,-70.05,-18.03,14.76,133.81,-53.4,21.54,17.79,309.48,-135.43,-2.34,77.03,-49.24,2256.62,268.46,128.17
Amortyzacja,,,,,155.26,84.7,23.34,-8.75,25.55,43.79,35.0,43.59,13.37,-6.93,-1.54,-0.14,15.43,13.41,23.42,21.18,-9.77,-9.62,-56.0,-33.8,-23.65,-24.01,33.16,-12.19,-5.6,-3.03,2.76,7.39,8.2,7.12,3.16,-1.02,2.83,2.0,6.96,8.65,11.28,12.32,3.99,5.02,15.0,14.07,20.12,17.3,2.57,14.15,20.15,25.0,24.15,16.18,11.74,11.35,9.59,5.25,3.57,0.0,9.95,10.58,19.84,18.37,12.71,105.24,47.04,52.94
Przepływy pieniężne z działalności inwestycyjnej,,,,,63.47,96.87,-1362.97,-519.29,-382.09,71.2,91.47,98.56,92.93,-264.62,-35.79,-3203.96,-1239.95,171.59,44.33,98.98,93.74,-306.09,71.36,-1020.59,80.54,116.49,50.29,73.75,-101.54,-202.31,-1373.26,-1492.0,6.87,501.13,89.34,14.57,-203.28,-540.56,-1180.0,1.76,-16.22,56.71,64.93,-9.96,-80.47,-36.85,-256.27,-652.55,-384.92,-395.14,-187.91,20.48,-37.42,71.9,20.38,85.39,95.63,49.57,45.42,-80.14,-6700.44,22.46,46.02,-112.62,90.05,-6.94,-65.64,73.46
CAPEX (niematerialne i rzeczowe),,,,,-53.55,-82.09,653.29,603.23,392.78,-45.01,-90.33,-102.16,-92.39,82.84,35.05,1677.2,1129.0,-166.67,-52.21,-97.44,-91.75,324.29,-38.54,557.69,-77.8,-90.63,-64.81,-61.4,41.24,41.75,623.31,965.66,90.51,76.03,-76.61,-35.64,45.98,1208.17,685.33,120.77,19.42,-59.31,-63.5,-48.33,76.7,35.53,281.4,613.69,376.87,416.24,153.62,-20.18,35.05,-72.7,-20.4,-64.18,-86.93,-49.06,-45.13,-15.37,347.12,-24.27,-46.5,-35.81,-46.35,27.68,-669.41,617.24
