,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Koszty finansowe,,,,,364.71,-97.38,58.6,-68.66,44.63,-295.38,-46.58,-144.91,-95.97,181.42,-181.04,426.86,1938.1,-122.22,181.22,-90.1,-89.88,41.44,-100.0,-100.0,-100.0,100.0,,,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,-74.5,-33.29,-22.97,-44.34,-38.49,-133.64,65.09,1596.15,-1469.74,2302.22
Pozostałe przychody (koszty),,,,,,,-64.0,-79.68,136.11,144.19,-302.22,-887.3,4.12,40.0,346.15,48.99,-35.59,1134.01,212.5,127.27,61.4,-64.17,-100.0,1688.41,-100.0,-100.0,,-100.0,,,,,,76.56,136.6,115.98,100.0,100.0,-100.0,-100.0,,,,,,,-422.51,-168.63,-152.38,131.43,96.4,94.62,100.0,-1663.64,574.51,5200.0
Zysk z działalności gospodarczej,,,,,-124.28,94.82,153.92,79.57,-63.46,-2369.83,-94.22,95.26,115.87,87.49,-74.13,-7070.59,-762.91,220.12,209.68,82.61,94.12,1749.08,-710.07,559.67,-284.34,-101.26,40.78,23.45,309.09,-9.52,144.69,-5737.03,-29.99,841.52,185.81,98.01,629.98,90.62,106.85,305.59,86.24,-101.61,-23.63,2299.33,-40.43,5820.0,14.5,-185.65,-28.13,-14.34,18.91,31.0,29.99,-45.66,27.97,86.0
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-124.28,94.82,153.92,79.57,-63.46,-2369.83,-94.22,95.26,115.87,87.49,-74.13,-7070.59,-762.91,220.12,209.68,82.61,94.12,1749.08,-710.07,559.67,-284.34,-101.26,40.78,23.45,309.09,-9.52,144.69,-5737.03,-29.99,841.52,185.81,98.01,629.98,90.62,106.85,305.59,86.24,-101.61,-23.63,2299.33,-40.43,5820.0,14.5,-185.65,-28.13,-14.34,18.91,31.0,29.99,-45.66,27.97,86.0
Zysk (strata) netto z działalności zaniechanej,,,,,99.9,100.12,-100.0,100.0,100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-178.38,93.41,444.24,80.87,-63.06,-1982.58,-94.38,95.8,115.87,87.49,-177.03,-4935.29,-762.91,220.12,206.67,75.23,94.12,1877.63,-289.24,-3027.12,-960.24,-101.71,-180.18,139.11,54.66,12.19,103.21,-2212.71,131.83,737.52,1670.41,96.71,2677.95,152.18,172.33,222.02,59.3,-92.27,-23.2,2330.23,-43.7,673.87,15.57,-191.97,30.31,-27.35,4.55,30.42,-54.55,-74.85,358.93,93.53
Zysk netto akcjonariuszy jednostki dominującej,,,,,-178.38,93.41,444.24,80.87,-63.06,-1982.58,-94.38,95.8,115.87,87.49,-177.03,-4935.29,-762.91,220.12,206.67,75.23,94.12,1845.02,-283.68,-2872.17,-916.87,-101.79,-171.27,138.75,24.05,51.2,115.89,-1912.47,111.23,1066.99,246.71,96.03,3861.11,152.75,148.32,206.18,58.06,-108.42,-32.81,2031.12,-46.16,701.59,22.25,-168.79,48.13,-35.99,19.94,56.48,-44.45,-111.17,420.27,105.13
Aktywa trwałe,,,,,-66.48,-72.78,-9.9,63.65,61.25,-7.58,-2.08,-16.82,-19.28,43.85,40.56,-12.51,-14.76,-6.39,-7.24,-4.09,2.93,2381.52,2227.24,1967.52,1946.67,-24.67,-29.54,-13.65,-10.65,-8.92,0.86,-37.79,-40.14,-41.06,-41.42,-2.3,3.26,3.74,4.73,4.58,-0.79,-0.21,-0.38,151.4,151.91,152.89,155.16,-32.56,-21.58,-21.05,-19.76,19.55,4.57,4.63,-22.88,-41.53
Wartości niematerialne i prawne,,,,,-95.92,-94.31,-82.49,-71.29,-100.0,-100.0,-100.0,-100.0,,,,,,,0.0,0.0,0.0,2096086.72,2094333.4,2061566.6,2063440.04,-1.55,-1.51,0.38,3.66,4.36,4.56,-38.18,-40.41,-41.04,-41.28,-1.43,-0.47,-0.11,0.27,0.45,0.11,0.6,1.03,69.03,68.93,68.53,68.15,-35.74,-35.68,-35.52,-35.38,-34.23,-33.88,-33.58,-95.04,-92.36
Rzeczowe składniki majątku trwałego,,,,,-99.41,-99.48,-9.79,3.7,-21.71,4.08,-3.1,-45.24,-31.93,-90.85,-85.6,-88.04,-87.65,-14.29,-50.0,36.36,30.0,74716.67,98811.11,56446.67,63869.23,-7.87,-9.17,-61.58,-49.94,-58.58,-59.18,-3.56,-21.62,-32.6,-48.83,-54.41,223.51,330.97,472.47,564.76,-15.1,-15.59,-20.14,-24.41,-25.49,-26.57,-26.46,-29.48,-27.55,-30.17,-33.14,-40.27,-47.6,212.38,-100.0,-100.0
Należności długoterminowe,,,,,-100.0,-100.0,,,,,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0
Inwestycje długoterminowe,,,,,3143.51,1.06,3.58,1.73,2.38,2.84,9.74,51.74,45.01,46.34,41.96,-12.06,-16.04,-6.24,-7.09,-4.21,4.79,696.41,589.94,82.07,80.17,-79.12,-99.86,-99.2,-99.18,-96.89,288.17,1.57,0.0,-78.82,-71.05,-19.31,-19.31,-99.04,275.6,-99.04,-100.0,-100.0,-99.75,8662550.0,,,9074700.0,-26.79,4.74,5.72,8.49,105.51,46.84,39.64,52.56,-13.26
Pozostałe aktywa trwałe,,,,,-66.95,-78.45,19.17,-77.1,-82.46,-83.52,-87.61,-46.33,-35.34,-22.97,-0.62,-36.02,171.43,-34.16,-21.88,11.65,-68.88,1534.91,1696.0,12151.3,10533.82,474.21,215.32,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa obrotowe,,,,,-81.36,-74.73,-27.22,-30.17,-27.34,-12.35,-44.78,-41.47,-32.08,-32.57,-39.6,-9.11,-20.19,-16.73,-0.18,15.77,15.17,1523.26,1319.9,1626.38,1706.3,-0.62,17.97,-16.23,-16.93,-3.82,16.84,11.4,10.59,21.62,-8.26,-2.18,-10.93,-4.24,-0.01,-0.78,14.91,6.21,7.38,-78.14,-77.56,-76.1,-75.66,236.52,200.73,182.17,151.33,-56.56,-56.27,-51.68,-57.47,110.24
Zapasy,,,,,-68.15,-85.65,-81.39,-85.17,-85.81,-62.58,-100.0,-100.0,-70.05,-47.9,,,-67.78,-76.15,-40.1,-52.46,-100.0,-100.0,-100.0,65.86,,,,-100.0,-100.0,36600.0,,,,-99.46,-99.41,-99.42,-99.42,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,13800.0,,,,77.7,45.56,-2.21,-1.82,21.66,-100.0,-100.0
Należności krótkoterminowe,,,,,-97.49,-98.2,163.53,714.8,1233.59,1599.76,15.1,-12.07,6.24,-5.65,-12.64,-16.12,-16.84,-0.12,-1.91,9.12,4.88,1965.9,1615.83,1610.84,1712.14,-7.27,7.55,7.03,5.32,-4.73,20.45,26.25,-65.05,-62.48,-82.46,-80.75,-22.83,-30.34,12.68,-1.61,-6.84,-6.93,1.83,-10.99,-7.87,9.8,22.87,69.06,61.53,36.53,24.82,-6.91,-4.33,1.65,-44.0,-26.36
Inwestycje krótkoterminowe,,,,,-16.9,-37.48,-47.28,-22.06,-14.66,-37.7,6.84,-52.04,-49.63,-48.54,-70.31,-10.95,-19.66,-26.59,25.58,34.57,34.62,-73.24,-39.79,-38.81,-48.65,247.75,89.8,17.64,21.67,26.87,332.83,350.14,3394.36,2678.15,611.13,635.91,14.71,29.36,20.56,21.56,19.92,8.88,8.48,-89.51,-89.46,-90.63,-91.63,478.42,409.33,473.78,454.72,-78.03,-81.55,-77.31,-64.43,361.83
Środki pieniężne i inne aktywa pieniężne,,,,,-64.0,-73.61,-95.3,-59.58,-74.4,-94.66,-59.11,-61.52,67.31,96.84,270.3,200.0,-62.83,-29.58,-35.56,-85.03,-56.25,251.6,770.95,1317.42,286.36,-22.6,-28.97,-44.63,-17.98,378.36,218.98,370.37,595.08,-83.34,-87.87,-59.04,29.83,501.89,137.78,30.41,-16.26,59.71,237.39,103.76,58.51,-22.69,-63.28,513.65,304.99,506.69,404.24,-62.84,-52.25,-66.01,66.11,9.71
Pozostałe aktywa obrotowe,,,,,-98.31,-96.94,-36.84,-36.36,17.65,61.54,16.67,-14.29,-25.0,-57.14,2607.14,-66.67,26.67,88.89,-97.36,50.0,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,-100.0,,114.27,,,,-100.0,,,,,,,,,,,,,,,18.39,42.37,-42.78,-42.78,-4.5,-15.52,-44.15,-44.56,-17.77,-32.74,-0.72,-95.45,-95.45,-95.45,-95.45,0.0,0.0,-8.33,-100.0,-100.0,-100.0,-100.0,,,,,,,,,
Aktywa razem,,,,,-77.79,-73.96,-22.43,1.59,4.73,-10.39,-31.06,-28.03,-24.95,-0.1,-3.02,-11.25,-16.94,-10.41,-4.85,3.43,7.64,2071.91,1904.98,1822.93,1847.7,-18.18,-17.59,-14.63,-13.05,-7.25,6.61,-19.42,-21.63,-19.77,-28.33,-2.24,-4.04,-0.37,2.34,1.81,6.71,2.97,3.45,35.84,33.83,36.01,36.91,-10.76,-2.39,-2.82,-4.18,-3.7,-11.61,-10.03,-31.14,-20.61
Kapitał własny akcjonariuszy jednostki dominującej,,,,,-62.92,-58.35,18.09,30.55,29.53,-5.36,-30.34,-29.27,-26.0,-1.82,-5.6,-10.83,-16.44,-6.25,-2.56,1.94,7.11,1181.25,1089.25,1059.95,1063.26,1.06,6.31,12.11,11.94,0.55,0.5,-25.19,-25.34,-25.02,-25.03,-1.42,-0.02,3.5,5.74,8.4,9.47,5.44,4.62,29.84,28.05,28.79,28.66,-14.23,-10.3,-9.39,-9.14,3.09,-1.29,-1.74,0.22,5.37
Kapitał (fundusz) podstawowy,,,,,0.0,0.0,-85.59,-85.59,-85.59,-85.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.84,188.84,188.84,188.84,9.61,9.61,9.61,9.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-49.98,17.89,-32.02,-43.95,-3.52,-20.27,1.35,54.55,33.33,43.37,23.83,14.53,34.13,-2.53,33.47,-68.06,-80.61,-47.33,-183.86,-79.77,-104.33,-74.65,100.0,100.0,100.0,100.0,,,,
Kapitał (fundusz) zapasowy,,,,,5.86,4.63,-14.04,0.0,0.25,9.3,9.3,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.81,282.8,284.12,282.9,7.16,25.79,24.9,26.68,10.95,4.2,4.28,3.25,-2.15,-2.02,-1.47,-1.49,1.75,2.72,2.88,3.11,3.54,3.29,2.72,2.75,-0.03,1.31,-2.39,-0.22,0.7,-0.57,5.52,3.05,6.25,-23.6,-25.19
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,-58.71,-99.27,-98.81,-98.52,-97.67,7692.13,3493.08,2747.78,3380.16,-45.87,-19.9,-16.67,-1.73,40.61,38.27,50.79,41.75,33.64,113.58,94.9,86.9,86.8,24.44,72.53,62.19,60.15,-13.14,-39.16,-40.35,-100.0,-100.0
Zobowiązania długoterminowe,,,,,-78.39,-88.16,16.04,-59.12,-80.03,23.83,13.74,183.03,452.83,-4.86,-1.54,-6.64,-9.01,-10.95,2.41,16.06,24.61,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,-44.81,-51.32,-51.64,-50.11,-49.73,-39.93,14.12,-52.5,-14.69
Z tytułu dostaw i usług,,,,,-93.43,-97.85,-99.62,-94.22,-15.86,140.5,4963.64,304.4,-33.51,-29.55,119.93,-40.49,-34.65,13.9,-62.53,191.78,-12.45,19086.3,13920.04,8562.28,24685.32,-52.86,-61.0,-49.42,-33.64,-30.85,38.71,28.61,10.31,30.22,10.86,-11.07,-19.67,-23.47,-31.7,-17.49,-29.84,-24.38,-22.04,-14.73,-3.57,-1.48,9.61,13.2,3.86,24.45,4.74,-0.6,-1.9,-8.67,-80.31,-81.46
Kredyty i pożyczki,,,,,-87.94,-100.0,-99.36,-100.0,-100.0,,-100.0,,,,,,,-100.0,,,,,,,,-81.29,-2.65,-4.62,-8.17,1907.95,20.68,-9.12,34.43,3.37,-4.25,41.7,-60.34,-68.45,-63.58,-75.7,-52.43,-55.97,-28.57,-76.37,-69.95,-21.13,5.93,63.17,-43.56,-69.88,-87.59,-43.26,51.13,-9.28,-100.0,-100.0
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,-16.3,-16.32,-17.21,-15.09,-46.38,-46.63,-45.67,-100.0,-100.0,-100.0,-100.0,,,,,,-29.42,,0.0,-65.93,-35.83,-35.83,-100.0,-100.0,-100.0,-100.0,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,-99.26,-99.84,-99.81,-97.63,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.66,,-76.99,,-73.68,-71.65,3.58,-31.38,3.57,3.54,-69.46,-71.54,-92.49,-100.0,-100.0
Inne zobowiązania długoterminowe,,,,,-77.4,-80.04,18.57,-61.06,-80.35,29.58,18.64,213.42,488.35,-4.86,-1.54,-6.64,-9.01,-10.95,2.41,16.06,24.61,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,-41.66,-50.41,-48.56,-47.05,-47.54,-31.71,-27.84,-50.69,-6.23
Zobowiązania krótkoterminowe,,,,,-90.99,-92.75,-89.77,-82.41,-73.42,-60.75,-68.24,-54.78,-59.44,37.48,99.74,-34.2,-45.18,-66.64,-55.94,47.32,-8.88,27952.93,30152.84,22604.61,39179.46,-34.31,-28.08,-28.61,-23.33,-3.7,-6.43,-26.4,-32.91,-27.33,-31.8,1.08,-11.35,-11.16,-16.97,-25.24,-15.09,-18.83,-13.35,-42.32,-40.79,-34.0,-28.09,-1.61,-8.13,-5.83,-24.94,-6.28,6.14,-2.0,-82.0,-83.64
Inne zobowiązania krótkoterminowe,,,,,-91.31,-71.32,-27.68,-45.65,-56.76,-73.36,-91.23,-72.79,-67.66,-34.45,44.06,-29.4,-52.05,-60.06,-28.18,-45.45,-5.71,22772.18,28536.36,30485.48,21482.58,-12.18,-15.51,-30.14,-28.98,-22.06,-16.1,-59.8,-59.94,-61.52,-59.64,88.66,134.7,54.0,117.05,-17.6,-2.44,10.92,-36.27,-58.35,-57.91,-52.05,-60.32,9.25,-4.4,-7.77,-2.14,3.02,20.79,28.22,-80.01,-84.79
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,-77.79,-73.96,-22.43,1.59,4.73,-10.39,-31.06,-28.03,-24.95,-0.1,-3.02,-11.25,-16.94,-10.41,-4.85,3.43,7.64,2071.91,1904.98,1822.93,1847.7,-18.18,-17.59,-14.63,-13.05,-7.25,6.61,-19.42,-21.63,-19.77,-28.33,-2.24,-4.04,-0.37,2.34,1.81,6.71,2.97,3.45,35.84,33.83,36.01,36.91,-10.76,-2.39,-2.82,-4.18,-3.7,-11.61,-10.03,-31.14,-20.61
Przepływy pieniężne z działalności operacyjnej,,,,,-60.84,-76.65,-415.4,226.45,-114.18,-97.8,98.4,-103.82,174.47,-517.69,281.6,-3.01,-119.76,-24.49,-97.3,94.89,-20042.86,-281.36,11037.5,-32671.43,67.78,-393.68,-1116.27,177.27,123.08,81.5,176.61,9.42,-58.17,109.81,-21.62,5.16,1935.5,2811.69,-65.35,79.92,-19.68,-28.96,-28.4,5.74,11.06,-136.23,-183.99,-69.41,-1030.86,236.51,140.51,141.36,104.7,-84.38,-4396.73,-116.86
Amortyzacja,,,,,-94.44,-99.43,100.77,355.17,-5.56,510.0,227.78,-58.33,1.96,-26.23,-23.73,-25.45,-98.08,82.22,2.22,0.0,4400.0,2453.66,-2321.74,2073.17,1753.33,-76.12,152.05,-42.2,-48.8,-6.8,0.0,71.26,204.45,173.61,140.79,1.81,-6.92,-5.88,-17.64,56.01,-25.21,-30.0,-13.18,-38.76,-5.64,10.24,4.37,23.08,24.59,12.53,8.47,33.52,19.17,27.93,-100.0,-100.0
Przepływy pieniężne z działalności inwestycyjnej,,,,,-100.55,119.0,-73.09,-171.73,4600.0,-114.37,-78.34,109.19,200.0,-181.02,951.67,-153.63,-218.77,144.73,-99.26,55.61,2186.69,579.19,46971.43,6886.32,-95.25,1390.43,-372.5,-110.24,-612.58,-71.04,81.58,1574.85,249.24,-110.52,80.89,-109.06,-31.35,-197.91,-431.17,-20.52,-183.35,77.49,92.4,-146.66,-104.45,65.72,-2000.78,1581.12,1080.74,-981.3,-56.24,-222.61,-106.06,60.2,89.47,100.0
CAPEX (niematerialne i rzeczowe),,,,,-100.0,-100.0,-100.0,-75.76,,,,-100.0,,-100.0,,,,,,,,-10766.67,-100.0,11711.11,-97.94,575.94,,160.87,1720.0,418.58,907.07,25.93,13.97,-92.1,-96.49,-75.06,100.83,-179.65,95.43,219.17,87.65,329.58,251.75,-46.58,-62.46,9.29,35.66,-29.56,45.18,5.53,4.29,62.33,37.22,34.88,-100.0,-100.06
Przepływy pieniężne z działalności finansowej,,,,,87.9,51.56,104.96,81.84,90.22,106.11,-100.0,100.0,100.0,742.11,,,,-52.68,100.0,,50.94,-190.0,,,648.85,-8755.14,553.64,-60.04,-18.5,73.48,-106.18,-304.07,-567.5,86.85,-172.8,86.83,-16.72,-122.74,99.7,-183.75,70.91,15.36,-7264.29,11.54,58.67,92.8,551.99,-132.15,250.2,-130.0,-205.86,538.28,-160.56,-495.0,658.73,-100.0
Emisja akcji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.47,,,,-100.0,,,,,
Przepływy pieniężne razem,,,,,103.15,33.62,-46.5,115.35,-223.36,-102.5,100.2,-74.27,264.9,-276.92,6135.29,-466.92,-262.33,162.32,-97.92,77.66,91.23,59.45,5940.91,-109.17,-1272.04,-99.84,-32.66,-99.56,57.05,236200.0,112.85,125.71,-170.26,-223.44,-94.65,1112.82,262.59,47.03,-1557.84,-13.25,-54.94,156.83,104.24,-45.17,-50.05,-363.78,-3004.76,4470.07,-1736.9,2.42,-601.86,-88.58,91.08,-78.1,154.18,-127.47
