,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Zysk z działalności gospodarczej,3363.0,3014.0,4015.0,2409.0,2705.0,2211.0,264.0,7171.0,3565.0,-801.0,2381.0,3556.0,1603.0,-410.0,4395.0,-3074.0,4517.0,1638.0,2444.0,1745.0,1203.0,338.0,1906.0,1481.0,303.0,-38022.0,-358.0,866.0,1077.0,-262.0,-2431.0,-2239.0,245.0,-4007.0,-270.0,-7818.0,-963.0,-2466.0,-3949.0,-10456.0,-1142.0,-2099.0,-1522.0,2719.0,1607.0,-1827.0,-2305.0,-3076.0,-4324.0,-3711.0,875.0,-1786.0,3715.0,2844.0,1407.0,7319.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,3363.0,3014.0,4015.0,2409.0,2705.0,2211.0,264.0,7171.0,3565.0,-801.0,2381.0,3556.0,1603.0,-410.0,4395.0,-3074.0,4517.0,1638.0,2444.0,1745.0,1203.0,338.0,1906.0,1481.0,303.0,-38022.0,-358.0,866.0,1077.0,-262.0,-2431.0,-2239.0,245.0,-4007.0,-270.0,-7818.0,-963.0,-2466.0,-3949.0,-10456.0,-1142.0,-2099.0,-1522.0,2719.0,1607.0,-1827.0,-2305.0,-3076.0,-4324.0,-3711.0,875.0,-1786.0,3715.0,2844.0,1407.0,7319.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37957.0,-300.0,26802.0,4.0,-4.0,0.0,2043.0,-1.0,72.0,-68.0,-191.0,-47.0,-87.0,-155.0,-1720.0,-189.0,29.0,160.0,27.0,0.0,-61.0,61.0,0.0,0.0,-13.0,13.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,2717.0,2419.0,3242.0,2101.0,2206.0,1349.0,449.0,5701.0,3243.0,-844.0,1630.0,2630.0,1318.0,-654.0,3347.0,-2326.0,3905.0,1431.0,2399.0,1444.0,1348.0,251.0,1591.0,622.0,470.0,-38075.0,-575.0,-7948.0,987.0,785.0,-2880.0,-2320.0,448.0,-4310.0,-480.0,-8894.0,-800.0,-2460.0,-3539.0,-10989.0,-1018.0,-1698.0,-1551.0,2548.0,1816.0,-1689.0,-1962.0,-3010.0,4117.0,-11968.0,931.0,-2361.0,4020.0,2871.0,1652.0,5157.0
Zysk netto akcjonariuszy jednostki dominującej,2717.0,2419.0,3242.0,2090.0,2198.0,1340.0,435.0,4690.0,2772.0,-127.0,1893.0,1985.0,1536.0,-104.0,3611.0,-1063.0,3734.0,1448.0,2483.0,1776.0,823.0,257.0,1550.0,837.0,345.0,-37950.0,-575.0,1718.0,987.0,785.0,-2510.0,-2097.0,222.0,-4090.0,-1292.0,-8454.0,-724.0,-2055.0,-3302.0,-9960.0,-740.0,-1271.0,-1255.0,2442.0,1453.0,-1763.0,-1476.0,-2711.0,-3183.0,-4668.0,1694.0,-2515.0,3651.0,2954.0,1518.0,4465.0
Aktywa trwałe,65415.0,67828.0,68391.0,93252.0,96091.0,137051.0,183595.0,188805.0,188100.0,185911.0,186495.0,182876.0,180033.0,177733.0,176055.0,170726.0,169373.0,167142.0,166902.0,168914.0,167091.0,167057.0,166737.0,166157.0,170086.0,87313.0,93072.0,127324.0,127619.0,125033.0,131239.0,122944.0,120553.0,118967.0,116362.0,113382.0,120453.0,117576.0,114980.0,108619.0,104930.0,103079.0,98388.0,99654.0,97477.0,97040.0,97775.0,91492.0,90930.0,94565.0,94992.0,105206.0,110159.0,116039.0,118707.0,140360.0
Wartości niematerialne i prawne,583.0,542.0,906.0,4907.0,4898.0,5019.0,14334.0,22960.0,21911.0,22731.0,22462.0,22876.0,21914.0,22607.0,22081.0,21846.0,21914.0,22196.0,22107.0,19464.0,19249.0,19264.0,19305.0,19421.0,19490.0,1735.0,1696.0,1810.0,1686.0,1621.0,7165.0,1557.0,1430.0,1296.0,1341.0,1277.0,1155.0,1069.0,1002.0,1265.0,1166.0,1107.0,1055.0,1677.0,1659.0,1641.0,1624.0,1504.0,1468.0,1540.0,1396.0,1245.0,1092.0,944.0,790.0,745.0
Rzeczowe składniki majątku trwałego,63968.0,66602.0,67022.0,87919.0,88740.0,103015.0,164990.0,162899.0,163006.0,160136.0,160707.0,157621.0,155618.0,152628.0,151482.0,146113.0,144497.0,142078.0,135836.0,138056.0,136237.0,135219.0,135000.0,134803.0,138200.0,77420.0,83432.0,121994.0,122327.0,120150.0,120333.0,117464.0,115022.0,113012.0,110324.0,108237.0,115240.0,112470.0,109811.0,102138.0,98473.0,96499.0,92333.0,93333.0,91147.0,90797.0,91520.0,89988.0,89372.0,92948.0,93479.0,103961.0,108274.0,114216.0,116729.0,136694.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,0.0,6.0,1892.0,28496.0,6.0,6.0,6.0,6.0,451.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6043.0,5996.0,5996.0,6960.0,6954.0,6960.0,6960.0,6589.0,6483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.0
Pozostałe aktywa trwałe,864.0,684.0,463.0,420.0,561.0,521.0,4265.0,2940.0,3177.0,3038.0,2875.0,2373.0,2495.0,2492.0,2486.0,2761.0,2956.0,2862.0,2916.0,5398.0,5609.0,5614.0,5478.0,4973.0,5436.0,1569.0,1461.0,3520.0,3606.0,3262.0,3741.0,3923.0,4101.0,4659.0,4697.0,3868.0,4058.0,4037.0,4167.0,5216.0,5291.0,5473.0,5000.0,4644.0,4671.0,4602.0,4631.0,0.0,90.0,77.0,117.0,0.0,793.0,879.0,1188.0,529.0
Aktywa obrotowe,43752.0,42827.0,96277.0,90056.0,83954.0,57865.0,90663.0,89756.0,105680.0,92168.0,94347.0,104604.0,96895.0,84525.0,104053.0,93515.0,96560.0,89643.0,93747.0,93843.0,88438.0,81879.0,84478.0,88795.0,90889.0,163926.0,167165.0,98614.0,106318.0,107387.0,86212.0,83743.0,85318.0,84541.0,86027.0,87457.0,85776.0,81443.0,83024.0,72178.0,70192.0,66021.0,73563.0,80982.0,90948.0,70273.0,81204.0,80124.0,70299.0,69044.0,76745.0,86438.0,80418.0,74674.0,76278.0,84069.0
Zapasy,6668.0,7190.0,8937.0,9702.0,10830.0,10910.0,20949.0,18199.0,22739.0,22692.0,21594.0,19069.0,20707.0,22053.0,21442.0,17991.0,20179.0,22157.0,19958.0,20856.0,26017.0,22781.0,21409.0,24341.0,24216.0,13698.0,16235.0,17472.0,18286.0,21143.0,21313.0,16960.0,18644.0,20332.0,20630.0,19850.0,21112.0,21781.0,21264.0,22455.0,26779.0,23679.0,26101.0,25872.0,28890.0,28464.0,32613.0,29818.0,25456.0,34887.0,33856.0,41790.0,48190.0,45443.0,42255.0,37068.0
Należności krótkoterminowe,36195.0,34865.0,41343.0,48653.0,47903.0,43001.0,66243.0,69275.0,76756.0,66940.0,67568.0,80508.0,71280.0,58200.0,76977.0,68322.0,69901.0,62448.0,68442.0,67816.0,58185.0,53782.0,58385.0,55930.0,58699.0,53193.0,52469.0,52364.0,56249.0,54115.0,51663.0,51643.0,48934.0,45633.0,53271.0,49938.0,48729.0,47163.0,47920.0,31729.0,30610.0,24524.0,34109.0,40659.0,48620.0,26734.0,25770.0,25609.0,27832.0,22078.0,27377.0,26608.0,25663.0,23757.0,26204.0,31736.0
Inwestycje krótkoterminowe,692.0,379.0,45810.0,31328.0,24607.0,3786.0,1703.0,1506.0,4826.0,2130.0,4885.0,4516.0,4232.0,3318.0,4950.0,5267.0,4585.0,3542.0,4115.0,4029.0,3170.0,3960.0,3568.0,7157.0,6180.0,8298.0,4654.0,3821.0,6177.0,4924.0,3281.0,6097.0,6941.0,8784.0,2165.0,8107.0,6204.0,2082.0,4804.0,11378.0,5792.0,10527.0,6048.0,7794.0,6287.0,7227.0,15378.0,18121.0,9712.0,4383.0,8355.0,16613.0,4534.0,3588.0,5235.0,14319.0
Środki pieniężne i inne aktywa pieniężne,692.0,379.0,45810.0,21261.0,14435.0,3283.0,1694.0,1506.0,4826.0,2130.0,4098.0,4516.0,4229.0,3288.0,4950.0,5267.0,4585.0,3542.0,4115.0,4029.0,3170.0,3960.0,3568.0,7157.0,6180.0,5130.0,2964.0,3821.0,6177.0,4924.0,3281.0,6097.0,6941.0,8784.0,2165.0,8107.0,5758.0,2082.0,4804.0,11378.0,5792.0,10527.0,6048.0,7794.0,6287.0,7227.0,15378.0,18121.0,9712.0,4383.0,8355.0,16613.0,4534.0,3588.0,5235.0,14319.0
Pozostałe aktywa obrotowe,197.0,393.0,187.0,373.0,614.0,168.0,1768.0,776.0,1359.0,406.0,300.0,511.0,676.0,954.0,684.0,495.0,455.0,758.0,494.0,409.0,333.0,623.0,383.0,634.0,1061.0,853.0,552.0,338.0,1265.0,2057.0,1558.0,1605.0,2302.0,2948.0,2921.0,1908.0,1663.0,2304.0,2237.0,1136.0,1531.0,1811.0,1825.0,1177.0,1741.0,2438.0,1992.0,1237.0,1960.0,2357.0,1880.0,1427.0,2031.0,1886.0,2584.0,946.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,738.0,738.0,733.0,733.0,733.0,733.0,733.0,733.0,87884.0,93255.0,24619.0,24341.0,25148.0,8397.0,7438.0,8497.0,6844.0,7040.0,7654.0,8068.0,8113.0,6799.0,5480.0,5480.0,5480.0,5480.0,5480.0,5410.0,5410.0,5451.0,5339.0,5339.0,5339.0,5277.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,109167.0,110655.0,164668.0,183308.0,180045.0,194916.0,274258.0,278561.0,293780.0,278079.0,280842.0,287480.0,276928.0,262258.0,280108.0,264241.0,265933.0,256785.0,260649.0,262757.0,255529.0,248936.0,251215.0,254952.0,260975.0,251239.0,260237.0,225938.0,233937.0,232420.0,217451.0,206687.0,205871.0,203508.0,202389.0,200839.0,206229.0,199019.0,198004.0,180797.0,175122.0,169100.0,171951.0,180636.0,188425.0,167313.0,178979.0,171616.0,161229.0,163609.0,171737.0,191644.0,190577.0,190713.0,194985.0,224429.0
Kapitał własny akcjonariuszy jednostki dominującej,47205.0,49625.0,108804.0,110895.0,113093.0,114378.0,114868.0,119260.0,122032.0,121905.0,123735.0,125703.0,127239.0,127135.0,130746.0,127590.0,131246.0,132694.0,135177.0,138329.0,139152.0,139534.0,141084.0,141868.0,141836.0,104824.0,103362.0,103806.0,104434.0,105557.0,109278.0,101025.0,101211.0,96772.0,95874.0,112177.0,111462.0,109350.0,106028.0,96098.0,93418.0,93863.0,92278.0,94802.0,95845.0,94321.0,92718.0,90276.0,86891.0,83216.0,82758.0,94797.0,98448.0,101519.0,102715.0,113829.0
Kapitał (fundusz) podstawowy,1700.0,1700.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,6064.0,6064.0,6064.0,6064.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,27714.0,37078.0,92166.0,92166.0,92458.0,102209.0,102522.0,102209.0,102209.0,107322.0,107322.0,107322.0,107322.0,113536.0,113536.0,113536.0,113536.0,119263.0,119263.0,119019.0,119019.0,127176.0,127176.0,127176.0,127176.0,131455.0,132077.0,130638.0,130638.0,96147.0,92415.0,95965.0,95965.0,97343.0,97343.0,119752.0,119751.0,119752.0,119752.0,119753.0,119751.0,119751.0,119751.0,119752.0,119752.0,119752.0,119753.0,72255.0,72255.0,72255.0,72255.0,72255.0,84120.0,84121.0,84101.0,9512.0
Udziały niekontrolujące,0.0,0.0,0.0,546.0,554.0,563.0,14200.0,12068.0,12539.0,11822.0,11547.0,12122.0,11904.0,11354.0,11090.0,8660.0,8823.0,8806.0,8722.0,9052.0,9577.0,9571.0,9612.0,9369.0,9494.0,2868.0,2791.0,-1531.0,5020.0,4475.0,3138.0,3687.0,3913.0,4164.0,4533.0,3983.0,3907.0,3503.0,3198.0,2237.0,3678.0,1505.0,1178.0,1282.0,1585.0,1491.0,1174.0,934.0,4.0,-19.0,172.0,412.0,781.0,698.0,765.0,7684.0
Zobowiązania długoterminowe,23207.0,22254.0,23743.0,26911.0,25990.0,28407.0,54744.0,52806.0,49914.0,46595.0,47829.0,44033.0,41326.0,38166.0,35592.0,31729.0,31230.0,28424.0,26755.0,23406.0,21921.0,20080.0,18248.0,15966.0,20590.0,13389.0,18107.0,24625.0,24776.0,24398.0,25677.0,24324.0,22647.0,22284.0,21582.0,19358.0,26631.0,24282.0,22732.0,20249.0,19002.0,19058.0,18197.0,18861.0,17560.0,16621.0,15298.0,9259.0,8285.0,6598.0,5455.0,4405.0,4937.0,5844.0,5358.0,5481.0
Z tytułu dostaw i usług,18373.0,21300.0,23373.0,29144.0,25291.0,31255.0,47834.0,53022.0,49599.0,43742.0,46431.0,54702.0,41342.0,36785.0,44996.0,44589.0,42195.0,39811.0,36628.0,47217.0,41239.0,32246.0,37766.0,40663.0,37751.0,25047.0,29507.0,45081.0,35895.0,44456.0,40261.0,44127.0,37791.0,36660.0,40535.0,48130.0,42070.0,36334.0,32957.0,45730.0,31704.0,30329.0,33116.0,40017.0,36366.0,25970.0,36817.0,39452.0,31587.0,33151.0,38183.0,52328.0,52785.0,30761.0,36318.0,42115.0
Kredyty i pożyczki,12314.0,11949.0,3812.0,7935.0,8100.0,11710.0,29578.0,26856.0,36959.0,40937.0,36270.0,36110.0,37445.0,36126.0,40786.0,37808.0,34413.0,30761.0,35077.0,29512.0,28944.0,30449.0,28386.0,30986.0,33349.0,35463.0,35880.0,34606.0,43775.0,34379.0,25421.0,22401.0,27338.0,29869.0,25073.0,4079.0,9141.0,9912.0,19179.0,2889.0,14523.0,10880.0,17099.0,14910.0,23267.0,12558.0,16235.0,15757.0,21715.0,26891.0,25340.0,12142.0,16368.0,30981.0,30287.0,30123.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,580.0,567.0,617.0,1152.0,1068.0,2912.0,1118.0,1889.0,1190.0,1339.0,2824.0,1934.0,1883.0,1704.0,1897.0,1768.0,1941.0,2175.0,2494.0,3117.0,1538.0,2612.0,827.0,2455.0,2284.0,1449.0,1329.0,2083.0,1254.0,1053.0,4035.0,951.0,1000.0,969.0,954.0,1190.0,747.0,2883.0,2823.0,3183.0,2768.0,2355.0,2376.0,2657.0,2644.0,6085.0,5613.0,5232.0,4749.0,4639.0,9914.0,9212.0,5907.0,5768.0,6090.0,5318.0
Inne zobowiązania długoterminowe,3460.0,3534.0,2806.0,4024.0,4399.0,4697.0,18128.0,14373.0,14329.0,14181.0,14359.0,14096.0,13990.0,13918.0,13735.0,12272.0,12332.0,11840.0,11528.0,12297.0,12204.0,12148.0,12012.0,12089.0,12163.0,3822.0,4162.0,4796.0,5059.0,5552.0,5730.0,7451.0,7295.0,8081.0,8216.0,7832.0,7870.0,7742.0,7353.0,6882.0,6647.0,6456.0,6169.0,6125.0,5912.0,5667.0,5405.0,568.0,465.0,458.0,451.0,683.0,623.0,623.0,623.0,975.0
Zobowiązania krótkoterminowe,38755.0,38776.0,32121.0,44956.0,40408.0,51568.0,90446.0,94427.0,109295.0,97757.0,97731.0,105622.0,96459.0,85603.0,102680.0,96262.0,94634.0,86861.0,89995.0,91970.0,84879.0,79751.0,82271.0,87749.0,89055.0,130158.0,135977.0,99038.0,99707.0,97990.0,79358.0,77651.0,78100.0,80288.0,80400.0,65321.0,64229.0,61884.0,66046.0,62213.0,59024.0,54674.0,60298.0,65691.0,73435.0,54880.0,69789.0,71147.0,66049.0,73814.0,83352.0,92030.0,86411.0,82652.0,86147.0,97435.0
Inne zobowiązania krótkoterminowe,7488.0,4960.0,4319.0,6725.0,5949.0,5691.0,11916.0,12660.0,21547.0,11739.0,12206.0,12876.0,15789.0,10988.0,15001.0,12097.0,16085.0,14114.0,15796.0,12124.0,13158.0,14444.0,15292.0,13645.0,15671.0,68199.0,69261.0,17268.0,18783.0,18102.0,9641.0,10172.0,11971.0,12790.0,13838.0,11922.0,12271.0,12755.0,11087.0,10411.0,10029.0,11110.0,7707.0,8107.0,11158.0,10267.0,11124.0,10706.0,7998.0,9133.0,9915.0,18348.0,11351.0,15142.0,13452.0,19879.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,109167.0,110655.0,164668.0,183308.0,180045.0,194916.0,274258.0,278561.0,293780.0,278079.0,280842.0,287480.0,276928.0,262258.0,280108.0,264241.0,265933.0,256785.0,260649.0,262757.0,255529.0,248936.0,251215.0,254952.0,260975.0,251239.0,260237.0,225938.0,233937.0,232420.0,217451.0,206687.0,205871.0,203508.0,202389.0,200839.0,206229.0,199019.0,198004.0,180797.0,175122.0,169100.0,171951.0,180636.0,188425.0,167313.0,178979.0,171616.0,161229.0,163609.0,171737.0,191644.0,190577.0,190713.0,194985.0,224429.0
Przepływy pieniężne z działalności operacyjnej,183.0,5363.0,2194.0,-1327.0,-1096.0,6504.0,8310.0,12033.0,-357.0,-1021.0,11126.0,1823.0,1808.0,3426.0,2207.0,9187.0,5463.0,4549.0,2615.0,12587.0,2879.0,4450.0,10258.0,2959.0,-1387.0,695.0,449.0,9971.0,15305.0,-12426.0,-2749.0,10405.0,-1584.0,1720.0,-1049.0,6539.0,-3132.0,-4020.0,-7957.0,28326.0,-14341.0,8871.0,-8496.0,3600.0,-7122.0,13909.0,10251.0,5961.0,-6909.0,-5601.0,10615.0,18455.0,-9648.0,-6471.0,9890.0,17522.0
