,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Zysk z działalności gospodarczej,,,,,-214.35,-298.56,36.05,-43.38,138.18,159.19,376.74,48.03,670.95,151.83,-23.31,-12.45,-94.07,38.25,-172.96,-117.61,-1747.92,-142.7,79.61,255.7,44.69,34.05,3931.18,-11.49,-48.8,222.69,-85.21,206.98,3.61,-118.29,-110.63,7.93,114.74,547.78,1512.5,21.46,0.54,28.29,-56.64,-44.9,-331.72,-415.47,-190.67,-41.87,294.9,216.86,458.04,154.91,58.21,-22.88,-26.49,-33.5,30.4,1516.73,43.07,-59.44,-9.52,-96.79,418.19,113.74
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-214.35,-298.56,36.05,-43.38,138.18,159.19,376.74,48.03,670.95,151.83,-23.31,-12.45,-94.07,38.25,-172.96,-117.61,-1747.92,-142.7,79.61,255.7,44.69,34.05,3931.18,-11.49,-48.8,222.69,-85.21,206.98,3.61,-118.29,-110.63,7.93,114.74,547.78,1512.5,21.46,0.54,28.29,-56.64,-44.9,-331.72,-415.47,-190.67,-41.87,294.9,216.86,458.04,154.91,58.21,-22.88,-26.49,-33.5,30.4,1516.73,43.07,-59.44,-9.52,-96.79,418.19,113.74
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.84,,187.62,174.89,-100.0
Zysk netto,,,,,-247.2,-219.52,49.67,-48.16,135.07,192.84,487.9,26.36,578.29,100.24,-44.21,8.12,-97.81,36.82,-126.35,-135.69,-4750.0,-140.11,107.95,165.34,31.84,35.09,26066.67,-10.32,-46.24,264.53,-85.1,245.31,13.11,-137.37,-109.89,17.4,94.75,154.95,1708.64,41.23,290.91,307.0,-59.4,-47.36,-344.76,-422.6,-217.96,-71.65,351.36,218.66,362.18,178.57,34.37,-28.88,-22.25,22.58,28.23,1725.63,3.46,93.97,56.96,-95.61,637.92,-29.32
Zysk netto akcjonariuszy jednostki dominującej,,,,,-271.29,-249.37,46.02,-46.53,127.5,187.58,470.51,19.25,671.92,88.46,-43.66,7.9,-97.69,45.03,-127.02,-137.77,-4750.0,-140.11,107.95,165.34,31.84,35.09,26066.67,-10.32,-46.24,264.53,-85.1,245.31,13.11,-137.37,-109.89,17.4,94.75,154.95,1708.64,41.23,290.91,307.0,-59.4,-47.36,-344.76,-422.6,-217.96,-71.65,351.36,218.66,362.18,-46.98,3.72,-38.32,-31.23,412.95,47.61,2053.38,-57.07,109.19,50.25,-96.14,1834.16,-36.41
Aktywa trwałe,,,,,63.37,40.11,22.93,2.0,1.27,2.66,18.38,29.63,27.24,52.5,33.49,50.79,80.8,94.42,91.09,86.44,60.36,32.49,33.54,5.42,13.89,13.36,-1.46,-7.12,-12.35,-17.35,-5.25,-5.13,6.6,7.34,8.13,6.04,-9.64,-9.53,-12.43,-14.61,-11.82,-11.17,5.09,9.23,45.33,50.05,25.41,30.93,-4.73,-9.56,-10.22,-14.64,-17.47,-17.23,-17.52,-62.45,-61.31,-62.67,-60.45,7.07,5.65,11.44,2.22,-33.03
Wartości niematerialne i prawne,,,,,400.59,266.88,140.27,-1.59,-6.7,49.53,71.32,67.92,95.36,101.09,96.68,119.67,108.98,199.49,206.02,26.07,18.57,-22.72,-28.23,12.79,39.02,46.5,57.05,28.93,6.55,-6.74,-13.41,-4.38,-6.36,-6.86,-6.09,-8.38,-7.7,-8.84,-11.02,-9.56,-6.51,2.76,-2.05,12.24,5.46,-4.37,1.58,-15.09,-9.75,-3.85,-0.86,4.06,0.96,-1.33,-0.42,-71.48,-68.18,-65.77,-74.79,-51.83,-53.34,-52.24,-29.86,36.01
Rzeczowe składniki majątku trwałego,,,,,15.12,-3.42,-11.99,-22.0,-25.96,-21.17,0.61,15.18,31.2,33.33,11.09,8.68,52.21,48.12,34.08,135.57,59.4,57.97,61.5,-14.55,-10.32,-10.89,-10.4,-7.62,-9.94,-12.22,-8.56,-13.84,24.88,29.91,27.67,22.82,-18.71,-10.26,-11.84,-9.67,-7.35,-17.46,-97.68,16.79,126.14,149.95,8600.0,90.06,-5.87,-17.61,-19.9,-27.7,-30.79,-27.37,-29.11,-62.81,-63.62,-68.63,-73.25,25.77,28.85,42.46,72.96,-61.76
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwestycje długoterminowe,,,,,255.32,861.02,127.95,-15.12,130.54,-98.06,-98.1,118.39,-100.0,9400.0,8172.73,190.26,,-95.69,-93.08,246.06,233.27,8508.89,5912.7,4.24,-1.07,-14.33,-93.4,-93.64,-93.12,-92.2,-100.0,-90.12,-90.2,-97.68,,0.0,0.0,0.0,-14.89,136.0,-88.0,-50.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,-19.67,-39.86
Pozostałe aktywa trwałe,,,,,84.48,56.65,61.86,122.71,82.97,66.76,63.9,4.95,-11.12,-23.33,-32.3,-16.53,10.28,76.49,43.29,109.8,105.96,63.95,126.94,38.71,26.96,16.71,-13.23,0.16,5.98,1.02,29.87,10.42,19.14,18.87,14.79,20.28,-1.19,-9.84,-15.36,-29.72,-25.56,-28.03,141.63,-7.03,22.06,45.57,-56.3,46.39,7.6,0.65,-3.33,-12.7,-17.1,-22.21,-24.15,-44.81,-43.85,-45.26,-57.72,-37.7,-32.64,-17.14,-8.47,-38.03
Aktywa obrotowe,,,,,107.81,10.71,9.3,20.25,12.49,10.21,30.45,6.83,17.45,12.16,-1.4,0.35,-3.49,2.2,-3.87,8.56,-6.71,2.69,15.55,-10.55,7.63,-1.6,17.71,32.12,35.44,33.09,3.46,-0.81,-3.35,10.89,3.8,9.15,28.69,3.06,17.12,12.84,0.43,9.79,-2.22,-8.26,-4.78,-11.07,-10.54,-4.82,-1.48,13.49,19.52,15.81,31.74,16.0,3.41,29.39,22.7,72.78,36.1,1.22,-1.89,-27.68,22.36,-4.48
Zapasy,,,,,265.75,282.95,115.02,210.06,74.72,-27.0,-19.08,-99.06,-99.04,-75.61,-74.95,-11.11,-11.11,-93.33,-94.12,250.0,300.0,-37.5,271.43,-82.14,-84.38,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Należności krótkoterminowe,,,,,62.59,38.55,34.06,28.96,13.88,13.94,42.58,6.77,28.69,24.98,2.34,16.38,11.61,15.01,0.95,10.47,-8.49,-2.3,25.51,-5.87,23.35,7.63,-5.05,22.87,15.01,32.58,40.72,3.41,-4.5,-3.83,4.39,0.97,33.69,17.06,18.75,29.56,4.37,7.08,-7.63,-8.84,-1.12,-6.12,-7.7,-9.88,-0.51,-13.87,-6.33,0.6,6.22,17.55,-8.34,-7.94,10.4,3.69,20.96,-31.64,-32.42,-13.3,-0.34,29.75
Inwestycje krótkoterminowe,,,,,147.77,-60.42,-37.51,-2.64,-19.08,76.08,61.9,44.02,145.63,-11.36,3.56,-40.06,-39.5,-39.78,-15.43,-13.97,-6.62,28.14,-30.69,-18.27,-49.95,-43.7,216.91,95.61,269.03,49.1,-84.7,-27.91,-2.16,158.02,-15.32,74.96,17.19,-49.05,-25.57,-53.43,-16.19,33.67,232.57,-9.68,-28.88,-48.64,-48.32,45.8,0.6,375.17,583.05,133.3,206.51,13.1,36.57,5.0,-50.91,245.47,67.98,30.15,50.21,-75.96,55.42,90.7
Środki pieniężne i inne aktywa pieniężne,,,,,130.54,-81.23,-73.32,-37.47,-73.43,57.45,-27.14,-16.94,125.41,-67.65,17.09,-39.61,-35.48,52.96,117.43,8.85,49.0,23.37,-59.57,68.52,-7.07,31.5,885.75,100.82,305.56,67.24,-88.56,-25.32,-4.77,151.99,3.3,71.98,22.93,-47.0,-19.89,-53.36,-15.96,34.85,242.1,-9.29,-28.88,-48.86,-48.72,46.5,0.8,381.2,597.43,134.54,207.99,13.18,36.7,5.13,-50.86,245.84,68.1,30.15,50.21,-75.96,55.42,90.38
Pozostałe aktywa obrotowe,,,,,1018.42,240.45,-5.43,-46.23,14.75,-80.02,-64.08,-19.98,-77.38,68.37,-15.27,-29.72,-19.49,-39.29,-26.34,106.98,42.4,72.55,31.36,-90.5,-47.96,-52.27,-48.62,291.4,14.43,-6.61,-1.98,93.68,34.73,52.69,26.01,-36.45,-24.79,-22.08,13.99,-10.04,20.31,11.9,-6.64,53.35,63.52,7.87,11.64,26.86,-41.29,-2.96,-14.86,-39.67,-10.96,0.2,26.98,-12.05,50.74,15.82,-13.75,-20.43,-26.76,-24.52,-21.95,-27.19
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.86,50.93,,,-100.0
Aktywa razem,,,,,93.46,17.32,12.52,15.89,9.43,8.19,27.33,11.62,19.92,22.43,6.99,12.65,19.08,31.44,24.62,33.99,20.55,16.66,23.83,-3.3,11.01,6.37,8.2,12.68,8.93,4.46,-0.47,-2.58,1.09,9.29,5.66,7.91,10.65,-2.49,4.12,2.12,-4.28,1.21,0.48,-2.55,12.96,10.88,3.37,8.27,-2.96,2.29,5.55,2.32,9.73,1.72,-4.95,-4.53,-5.56,25.43,2.64,2.07,-0.86,-23.61,19.67,-8.83
Kapitał własny akcjonariuszy jednostki dominującej,,,,,179.15,6.93,11.66,0.09,4.69,10.52,27.68,22.4,26.48,3.33,-2.06,2.36,-1.18,26.64,49.68,30.79,23.59,13.66,-9.22,-4.67,-3.29,-2.67,20.76,19.23,18.26,11.01,-7.71,-3.21,-2.77,-5.65,-8.92,-7.52,-4.07,-3.34,2.49,5.12,5.76,6.84,1.89,-2.86,-6.38,-8.22,-11.53,-15.54,-11.72,3.71,12.14,19.02,22.04,10.73,11.2,9.53,9.8,94.49,16.47,18.2,18.7,-47.87,11.89,9.19
Kapitał (fundusz) podstawowy,,,,,19.41,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.0,22.66,22.66,22.66,22.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.68,-6.68,-6.68,-6.68,-0.04,-0.04,-0.04,-0.04,0.0,6.47,6.47,6.47,6.08,-0.36
Udziały (akcje) własne,,,,,0.0,0.0,-80.95,-80.95,-80.95,-80.95,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-296.41,-48.13,-77.97,-94.55,-102.46,97.48,98.22,98.56,98.72,100.0,100.0,100.0,100.0,,,,,,100.0
Kapitał (fundusz) zapasowy,,,,,544.3,16.74,18.34,68.74,46.76,26.1,8.7,9.19,25.55,-3.6,11.34,-3.6,-3.6,17.1,49.27,49.27,49.27,27.47,0.0,0.0,0.0,-48.01,-48.01,-48.01,-48.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.94,-51.94,-51.94,-55.6,-7.95,-7.95,-7.95,-0.35,0.0,47.9,47.9,47.9,47.9,0.0
Udziały niekontrolujące,,,,,111.36,13.75,44.65,19.11,15.41,46.41,23.15,108.19,108.07,60.04,93.99,40.0,10.9,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,3877.78,535.97,177.43,88.08,137.85,126.47,123.18,165.56,46.98,34.92,20.73,6.7,29.76,24.84,8.78,17.76,19.12,22.48,36.18,30.08,28.59
Zobowiązania długoterminowe,,,,,-0.32,-35.49,-32.14,-13.9,-3.91,69.51,190.06,189.23,158.98,105.03,16.84,20.19,29.91,48.22,10.11,149.91,111.54,80.3,152.52,-8.98,-1.98,-7.19,-10.99,-6.05,1.82,6.26,25.56,26.31,61.89,60.24,39.97,40.95,-7.1,-7.07,-9.24,-27.27,-26.89,-45.51,-20.04,-8.03,165.32,259.06,132.11,168.64,-10.14,-20.35,-27.14,-35.26,-35.34,-36.67,-37.69,-63.05,-67.15,-63.21,-62.77,37.29,90.57,59.41,128.31,-22.39
Z tytułu dostaw i usług,,,,,2.98,57.35,16.26,11.52,29.24,31.13,25.46,-14.77,-14.92,34.39,-11.15,57.96,52.48,53.5,21.38,-8.29,-12.26,-20.53,30.87,-11.01,30.87,20.77,-23.02,-4.64,-22.3,-19.71,11.91,17.9,-17.62,2.96,2.15,37.05,143.96,2.65,17.48,-1.07,-32.16,38.97,5.49,19.42,20.01,-10.97,19.89,-8.31,15.18,21.6,1.44,5.98,47.51,21.36,-2.51,-16.81,-40.39,-24.56,-8.84,-53.15,-39.23,-47.58,18.37,24.91
Kredyty i pożyczki,,,,,,,,,,,,,,,,,,,,,,176.64,,59.49,,-25.2,-52.62,-37.54,1.56,-52.91,11.2,-60.17,-54.01,-0.7,35.5,169.44,46.17,4.82,-49.67,-36.91,-30.45,7.75,54.55,34.87,113.11,61.17,-40.6,10.87,-21.59,-88.31,-100.0,-100.0,-86.58,95.67,,,434.86,-100.0,-100.0,-100.0,-100.0,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,60.42,,-63.37,150.98,112.99,102.98,129.54,-4.53,1.93,7.17,5.72,5.34,5.68,-9.12,-15.43,-46.59,0.29,21.57,35.28,80.9,-3.93,4.13,3.96,13.98,11.83,-13.41,13.78,-4.73,103.66,164.53,128.81,174.92,39.5,15.77,9.92,1.88,-3.23,0.47,-6.92,-15.8,-23.62,-38.42,-55.88,-55.92,-78.26,-50.85,-37.51,-40.39
Inne zobowiązania długoterminowe,,,,,171.35,1.32,6.98,36.39,21.74,89.84,97.67,96.96,79.42,47.87,55.9,29.85,42.84,93.97,14.98,77.35,51.89,27.64,101.05,24.29,21.45,9.85,3.47,13.89,21.04,20.05,32.92,30.78,37.83,38.95,23.15,25.88,7.81,1.68,0.29,-24.48,-20.86,-39.35,-35.93,-25.57,-4.2,27.85,9.08,29.03,-2.59,-11.02,-12.43,-22.38,-18.95,-21.6,-19.48,-35.87,-43.6,-34.05,-38.7,-43.21,-15.88,-3.55,66.26,31.03
Zobowiązania krótkoterminowe,,,,,19.62,60.16,17.79,43.6,21.32,-2.91,17.0,-9.29,-7.24,56.17,19.27,26.31,72.17,45.84,-4.36,32.74,8.54,10.39,83.75,-0.41,40.27,23.06,-2.67,8.5,-0.87,-3.36,4.95,-6.48,-6.88,17.5,16.36,21.34,39.82,-0.2,9.92,6.52,-9.44,7.03,2.07,-3.92,1.42,-8.14,-9.57,1.99,5.67,7.85,8.61,1.9,16.96,7.03,-10.93,-5.22,-7.74,-20.72,-0.7,-22.42,-34.98,17.96,19.46,-45.02
Inne zobowiązania krótkoterminowe,,,,,50.53,63.05,20.41,88.96,11.25,-36.77,3.03,-4.72,-7.95,101.09,33.76,-5.45,100.59,-24.24,-18.15,25.95,19.18,-19.87,6.22,-12.81,-10.37,136.37,126.59,53.22,19.89,53.31,0.23,-0.18,28.49,31.4,19.68,-10.21,-3.43,-3.14,30.66,28.09,21.04,-10.13,-10.53,-29.03,-45.9,-40.33,-46.38,-15.65,-4.78,34.96,55.89,38.38,42.37,-12.3,-31.93,5.77,33.96,3.7,61.03,20.01,-3.91,124.33,30.32,-69.72
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,93.46,17.32,12.52,15.89,9.43,8.19,27.33,11.62,19.92,22.43,6.99,12.65,19.08,31.44,24.62,33.99,20.55,16.66,23.83,-3.3,11.01,6.37,8.2,12.68,8.93,4.46,-0.47,-2.58,1.09,9.29,5.66,7.91,10.65,-2.49,4.12,2.12,-4.28,1.21,0.48,-2.55,12.96,10.88,3.37,8.27,-2.96,2.29,5.55,2.32,9.73,1.72,-4.95,-4.53,-5.56,25.43,2.64,2.07,-0.86,-23.61,19.67,-8.83
Przepływy pieniężne z działalności operacyjnej,,,,,-221.65,80.2,212.04,-13.63,-145.42,590.36,-40.45,125.8,93.58,4.3,73.27,3.38,-39.73,-101.57,-134.19,-65.71,23.04,-745.0,80.45,291.88,1482.17,889.05,-1321.15,-138.96,-100.46,-114.89,211.91,418.5,13130.0,325.44,-545.71,25.13,16.96,-292.96,58.95,-21.54,197.11,103.01,79.44,-24.29,-72.11,1298.08,1087.78,-9.7,60.02,1416.78,-48.37,-36.32,117.62,-78.55,102.46,-118.17,-195.82,229.39,-142.32,793.42,18.25,-95.88,72.92,173.31
Amortyzacja,,,,,44.21,78.49,30.51,0.26,16.96,-17.86,-28.57,-71.43,-10.43,-21.47,22.18,314.29,33.52,139.1,138.69,45.26,82.98,36.03,15.21,41.25,14.42,-2.02,-20.02,-16.18,0.91,19.98,48.31,24.31,11.48,2.44,11.86,29.33,20.42,14.49,8.4,4.99,-10.05,-9.03,-8.8,-1.04,51.46,65.39,61.06,44.86,-6.55,-14.05,-14.5,-12.53,-0.35,2.68,-3.0,-7.93,-4.14,-4.65,-54.66,-49.0,-59.35,-64.35,-25.89,-41.99
Przepływy pieniężne z działalności inwestycyjnej,,,,,7.32,-78.56,40.49,113.94,83.96,13.27,-158.96,-1032.99,-225.78,56.92,39.4,12.15,-400.48,247.19,-272.11,-124.28,94.15,-263.05,89.83,53.56,-1840.16,-59.36,3516.41,49.28,84.75,89.07,-104.1,49.52,248.48,-32.26,0.27,9.91,-185.63,-105.28,-9.84,-23.04,-132.46,-181.78,-215.42,-34.68,41.89,52.78,73.82,-9.48,-42.42,-14.73,-64.46,-28.86,44.05,31.52,-32.97,-24.3,-66.19,5927.08,30.58,17.57,86.11,-100.69,4317.26,-682.4
CAPEX (niematerialne i rzeczowe),,,,,-87.5,-1.41,-64.51,-96.55,-26.13,-14.55,283.02,1562.26,570.73,30.7,-40.89,252.33,297.45,34.31,152.78,-7.93,-60.57,43.72,-59.45,-45.56,182.13,70.53,219.24,-38.43,-70.35,-71.13,-41.68,-38.2,7.91,8.3,1.6,-23.48,6.17,-5.53,-23.07,92.05,31.48,170.0,155.12,-11.49,-37.29,-51.08,-49.93,-4.16,41.85,48.71,-40.52,13.14,-42.96,-42.75,101.23,34.37,50.27,57.55,-60.66,-44.21,-66.55,-62.83,-7.12,-61.66
Przepływy pieniężne z działalności finansowej,,,,,78.84,-99.33,-45.23,-85.71,754.9,-1023.53,33.56,-563.64,-137.72,-577.71,252.08,-2739.22,1642.06,73.59,1358.56,230.66,-83.32,201.42,-97.61,-169.29,-382.41,-226.67,-1665.69,91.53,222.73,-185.23,-12.15,-2154.05,-105.52,79.51,63.43,49.04,-1143.55,-168.09,50.38,-131.76,4.54,75.9,136.62,-18.51,193.75,-420.29,-3026.89,86.86,-255.94,-111.18,49.5,-159.57,35.32,23.48,35.65,37.69,275.86,-32.57,-1299.56,-656.05,-152.53,88.05,98.49,-81.1
Emisja akcji,,,,,,,-100.0,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,-100.0,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,-1.13,,,,-50.67,,,,-100.0,,,,,,,-100.0,1483400.0,463400.0,,,-100.0,112.17
Przepływy pieniężne razem,,,,,-422.35,-136.69,101.49,297.45,-16.5,157.26,-3787.5,-9.87,66.7,-216.2,142.71,-68.78,49.49,79.08,275.13,-196.89,112.93,-141.67,-114.95,477.52,-2571.11,78.58,3220.28,-258.48,167.63,-3011.86,-120.12,205.37,136.3,100.44,-253.64,93.21,-83.46,-24656.25,52.41,-58.9,826.87,54.7,34.82,-90.25,-51.08,-16.46,49.11,1122.37,-95.35,377.95,3.23,-84.86,5074.19,-127.8,288.18,-647.39,-218.8,2222.22,-1408.65,-46.23,-10.26,-101.29,216.62,-157.67
