,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,1216.0,1806.0,3524.0,2361.0,3285.0,3952.0,4864.0,3347.0,7316.0,2154.0,1973.0,677.0,-620.0,11.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,987.0,1904.0,3331.0,2134.0,3069.0,3875.0,4617.0,2888.0,6794.0,2437.0,1877.0,658.0,-167.0,7.0
Zysk netto akcjonariuszy jednostki dominującej,987.0,1904.0,3331.0,2134.0,3069.0,3875.0,4617.0,2888.0,6794.0,2437.0,1877.0,658.0,-167.0,7.0
Aktywa trwałe,0.0,0.0,0.0,39.0,378.0,1609.0,1899.0,1368.0,3053.0,1315.0,1321.0,1287.0,1604.0,1505.0
Wartości niematerialne i prawne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rzeczowe składniki majątku trwałego,0.0,0.0,0.0,39.0,378.0,1590.0,1509.0,1294.0,1235.0,1314.0,1309.0,1238.0,1139.0,1038.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,0.0,0.0,0.0,0.0,0.0,19.0,390.0,74.0,1818.0,1.0,12.0,49.0,465.0,467.0
Aktywa obrotowe,0.0,0.0,0.0,9904.0,13074.0,21350.0,24545.0,29949.0,26201.0,30892.0,32404.0,33338.0,21021.0,21897.0
Zapasy,0.0,0.0,0.0,1566.0,2244.0,3094.0,2871.0,3483.0,3949.0,5186.0,6455.0,8412.0,8338.0,8884.0
Należności krótkoterminowe,0.0,0.0,0.0,2730.0,3583.0,4894.0,4781.0,7749.0,6831.0,11207.0,7445.0,7232.0,4864.0,3094.0
Inwestycje krótkoterminowe,0.0,0.0,0.0,5528.0,7177.0,13318.0,16893.0,18717.0,15336.0,14466.0,18504.0,17694.0,7819.0,9919.0
Środki pieniężne i inne aktywa pieniężne,0.0,0.0,0.0,5528.0,7177.0,13318.0,16893.0,18659.0,15336.0,14499.0,18504.0,17694.0,7819.0,9919.0
Pozostałe aktywa obrotowe,0.0,0.0,0.0,80.0,70.0,44.0,0.0,0.0,85.0,33.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,0.0,0.0,0.0,9943.0,13452.0,22959.0,26444.0,31317.0,29254.0,32207.0,33725.0,34625.0,22625.0,23402.0
Kapitał własny akcjonariuszy jednostki dominującej,6997.0,4601.0,13270.0,9404.0,12474.0,20780.0,24926.0,27814.0,26586.0,29570.0,31448.0,21065.0,20898.0,20381.0
Kapitał (fundusz) podstawowy,0.0,0.0,400.0,400.0,400.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,0.0,0.0,0.0,3539.0,3539.0,5059.0,4969.0,5059.0,9447.0,5059.0,5059.0,5059.0,5059.0,5059.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,0.0,0.0,0.0,133.0,327.0,1140.0,1035.0,1647.0,1347.0,1017.0,873.0,771.0,641.0,537.0
Z tytułu dostaw i usług,0.0,0.0,0.0,75.0,140.0,484.0,144.0,1320.0,490.0,1328.0,1149.0,12428.0,726.0,2083.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,170.0,85.0,85.0,291.0,237.0,269.0,255.0,361.0,360.0,358.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,133.0,169.0,13.0,107.0,806.0,1262.0,147.0,93.0,84.0,41.0,10.0
Zobowiązania krótkoterminowe,0.0,0.0,0.0,406.0,651.0,1039.0,483.0,1856.0,1321.0,1620.0,1404.0,12789.0,1086.0,2484.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,331.0,341.0,470.0,254.0,245.0,594.0,23.0,0.0,0.0,0.0,43.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,6997.0,4601.0,13270.0,9943.0,13452.0,22959.0,26444.0,31317.0,29254.0,32207.0,33725.0,34625.0,22625.0,23402.0
Przepływy pieniężne z działalności operacyjnej,0.0,1566.0,3771.0,2090.0,1661.0,1833.0,3675.0,1910.0,4777.0,-732.0,4204.0,-660.0,1275.0,2210.0
Amortyzacja,0.0,1.0,1.0,2.0,2.0,88.0,85.0,72.0,81.0,120.0,95.0,192.0,99.0,101.0
Przepływy pieniężne z działalności inwestycyjnej,0.0,0.0,-12.0,-19.0,-11.0,-6.0,-5.0,-7.0,-22.0,-4.0,-91.0,-40.0,0.0,0.0
CAPEX (niematerialne i rzeczowe),0.0,0.0,12.0,19.0,11.0,6.0,5.0,7.0,22.0,4.0,91.0,40.0,0.0,0.0
Przepływy pieniężne z działalności finansowej,0.0,-4300.0,-6000.0,0.0,-1.0,4315.0,-95.0,-138.0,-8078.0,-101.0,-107.0,-111.0,-11151.0,-109.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,4431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,4300.0,6000.0,0.0,0.0,0.0,0.0,0.0,8022.0,0.0,0.0,0.0,11040.0,0.0
Przepływy pieniężne razem,0.0,-2734.0,-2241.0,2071.0,1649.0,6142.0,3575.0,1765.0,-3323.0,-837.0,4006.0,-811.0,-9876.0,2101.0
