,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Koszty finansowe,,,,,-101.66,739.45,-301.49,46.58,2808.47,-15.45,280.74,-80.8,34.96,-34.06,-55.34,8.33,-13.68,101.38,-68.29,-48.03,-25.22,-12.88,2130.04,141.13,43.84,-43.1,-86.46,-43.57,-29.52,96.97,-16.44,50.63,139.19,-31.54,32.79,79.83,-34.46,112.36,-9.88,-113.08,78.45,-88.89,49.32,578.57,-24.15,438.1,23.85,2.24,-14.65,-265.49,9.63,13.14,25.37,151.87,-148.65,-102.58,-110.71,405.15,141.67,3200.0
Pozostałe przychody (koszty),,,,,,,,-6.25,,,,-100.01,-99.91,-96.86,-387.78,870.0,-860.0,-102.16,96.54,-62.34,100.0,100.0,100.0,-100.0,,,,,,,,,,80.95,152.63,81.25,22.22,500.0,50.0,-55.17,-9.09,-62.5,-20.0,-800.0,-170.0,-4583.33,-83.33,90.11,14.29,100.93,100.0,44.44,216.67,-20.0,175.0,-340.0,-100.0,-100.0,-100.0,109.09
Zysk z działalności gospodarczej,,,,,-5.54,-36.41,-15.15,-24.35,11.14,37.18,20.03,117.06,35.76,-6.71,53.34,-117.93,-26.34,37.49,-13.56,147.58,-35.74,34.5,-67.72,422.86,38.7,-455.66,154.12,21.84,-21.07,95.79,-34.36,38.98,6.7,307.5,118.7,-119.76,6.8,-33.58,-72.81,109.88,-38.53,237.19,6.29,-22727.27,-19.12,-177.54,-35.88,106.99,68.14,289.59,146.43,59.58,35.64,19.44,7.25,-193.4,69.98,-72.58,32.43,-967.87
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-5.54,-36.41,-15.15,-24.35,11.14,37.18,20.03,117.06,35.76,-6.71,53.34,-117.93,-26.34,37.49,-13.56,147.58,-35.74,34.5,-67.72,422.86,38.7,-455.66,154.12,21.84,-21.07,95.79,-34.36,38.98,6.7,307.5,118.7,-119.76,6.8,-33.58,-72.81,109.88,-38.53,237.19,6.29,-22727.27,-19.12,-177.54,-35.88,106.99,68.14,289.59,146.43,59.58,35.64,19.44,7.25,-193.4,69.98,-72.58,32.43,-967.87
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,100.32,-28.31,132.24,,-420.89,383.9,-151.82,36.12,100.0,-100.0,100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-1.05,-38.23,-3.1,-19.77,10.16,41.64,-2.53,107.48,35.16,-16.12,68.6,-119.46,-25.58,49.03,-14.35,150.56,-35.81,33.05,-69.18,318.9,38.64,-458.38,163.85,31.18,-20.86,94.71,-36.25,37.66,10.82,263.19,122.87,-121.21,2.39,-41.73,-72.44,35.17,-41.99,284.84,5.96,-3155.32,-15.21,-194.05,-39.11,108.58,72.16,267.91,109.62,29.71,27.19,19.06,13.94,-178.71,70.53,-83.95,52.98,-1396.83
Zysk netto akcjonariuszy jednostki dominującej,,,,,2.97,-34.85,2.74,-9.36,34.13,68.71,23.31,133.44,35.82,-15.43,58.7,-118.95,-25.06,51.49,-15.28,154.11,-35.72,31.62,-68.76,309.37,38.78,-460.07,165.89,31.83,-20.55,94.73,-36.25,37.42,10.8,264.51,123.02,-121.96,-3.01,-35.08,-71.57,33.67,-37.43,222.83,13.22,-2982.41,-26.15,-200.27,-42.04,108.56,87.04,268.04,105.49,37.33,26.49,20.4,16.58,-185.16,68.69,-84.47,45.72,-1209.61
Aktywa trwałe,,,,,3.0,2.81,3.74,5.18,5.24,1.77,1.5,0.7,0.95,3.64,5.43,2.16,1.82,3.52,2.65,6.24,6.97,6.0,5.02,8.17,9.12,-8.73,-6.22,-4.97,-4.61,14.64,12.52,9.05,6.71,6.59,6.17,15.74,16.02,14.63,14.6,6.68,8.23,8.0,8.24,-2.56,-4.04,-4.17,-4.95,2.22,1.21,0.37,-0.18,-0.39,1.85,2.4,5.0,8.29,8.11,22.31,21.63,9.21
Wartości niematerialne i prawne,,,,,4.59,31.24,14.05,32.15,32.38,8.91,10.88,7.05,28.0,30.35,101.2,113.18,92.51,217.4,124.6,55.27,53.28,-6.87,-13.32,6.27,7.16,11.89,18.13,18.48,17.74,-22.47,-27.84,-27.77,-31.11,1.57,4.76,96.17,100.63,57.36,53.48,-18.35,-44.15,-29.16,-28.92,-29.73,3.68,1.95,2.64,-12.11,-12.82,-2.59,-7.58,5.57,5.48,-4.34,-0.44,6.45,8.75,231.77,235.88,168.87
Rzeczowe składniki majątku trwałego,,,,,3.64,3.3,4.34,6.41,5.88,5.83,5.3,3.7,3.42,3.18,3.98,1.78,2.2,2.76,2.7,5.46,4.84,4.6,4.68,7.83,9.67,-9.02,-6.9,-5.37,-4.16,15.97,14.02,9.13,6.58,6.68,5.79,14.12,14.08,14.05,13.43,6.23,8.44,8.92,9.28,-2.06,-4.05,-4.37,-4.95,3.37,2.39,0.52,-0.15,-1.55,-0.95,-0.13,1.38,5.84,7.16,19.28,20.31,7.09
Należności długoterminowe,,,,,-19.79,-11.91,0.18,4.69,5.38,-2.83,13.09,-20.68,-22.59,-18.28,-28.76,1.83,7.67,11.68,13.88,19.01,24.68,11.94,-87.79,-96.68,-96.93,-96.38,-68.89,992.31,1053.85,886.67,957.14,66.9,63.33,65.54,66.22,-33.33,-31.43,-31.84,-31.71,6.33,5.95,6.59,6.55,7.14,6.74,8.43,6.7,6.11,8.42,6.22,5.76,6.81,2.91,3.41,6.44,9.31,12.26,15.57,16.74,13.9
Inwestycje długoterminowe,,,,,-15.35,0.58,0.42,-3.15,7.17,-85.6,-85.97,-87.63,-88.5,-17.65,-27.16,-46.06,-46.94,-51.82,-60.97,-45.09,-33.37,-24.32,3.16,1.79,-15.38,-19.12,-20.59,15.79,260.0,936.36,837.04,1145.45,318.18,55.61,85.38,64.48,70.53,26.16,55.86,62.5,56.59,13.76,-10.53,-47.52,-12.39,-15.79,-70.64,-63.49,-75.79,-64.46,12.5,240.62,440.51,223.36,189.12,-69.11,-46.15,-40.75,-42.19,92.55
Pozostałe aktywa trwałe,,,,,32.74,-10.39,-16.18,-38.03,-32.29,-25.45,-16.86,33.18,79.61,50.32,112.01,4.59,-28.7,-10.66,-28.77,22.13,101.02,96.1,74.51,70.3,24.38,13.65,4.64,-12.73,-41.64,-35.08,-38.95,-29.02,-20.84,-25.82,-21.3,17.74,31.14,19.49,25.12,-8.09,-4.21,-14.47,11.25,84.63,7.02,20.2,63.3,9.83,76.22,57.98,-1.66,-15.75,-14.78,48.66,86.1,151.54,121.65,72.46,27.04,6.03
Aktywa obrotowe,,,,,88.38,66.58,71.91,-41.23,5.39,4.25,-22.27,95.16,31.5,26.29,38.17,-21.1,-18.99,-8.26,7.88,15.19,-12.53,2.7,0.87,7.73,6.59,-11.85,0.03,-16.47,-21.58,-24.03,-0.36,14.42,29.59,28.69,-7.65,-28.95,-28.19,-33.05,-19.95,-3.99,15.16,46.24,34.38,37.8,44.38,-16.09,-11.75,19.86,15.45,41.15,76.57,50.55,51.64,84.71,43.3,49.8,71.67,10.79,2.43,3.1
Zapasy,,,,,1.07,0.11,-2.86,-14.21,-6.85,3.79,14.64,19.69,30.79,22.35,35.14,69.55,22.22,4.65,-5.41,39.53,6.94,71.71,88.74,20.69,115.27,22.92,22.56,10.84,9.8,7.09,-6.66,-4.5,-3.37,-15.95,-28.19,-26.01,-25.11,-2.0,32.37,6.44,-9.19,69.08,54.53,76.18,106.19,-37.18,-43.83,-11.25,54.24,-19.22,-12.27,29.58,38.65,99.27,139.28,53.65,106.0,-0.5,-21.04,47.75
Należności krótkoterminowe,,,,,-5.8,-3.6,1.76,-5.66,11.39,-6.38,-4.85,56.91,43.87,-9.05,-18.16,-41.71,-34.85,38.22,4.38,15.84,-4.92,71.49,25.51,-4.52,17.46,-41.04,11.58,30.25,22.69,17.57,20.79,64.82,5.52,-0.48,-5.87,-43.92,-12.72,-10.83,20.54,15.29,23.14,49.14,16.62,18.82,68.73,-17.39,-12.88,-1.11,-37.48,32.83,17.62,63.3,52.36,48.87,54.21,18.43,73.76,43.11,29.49,23.18
Inwestycje krótkoterminowe,,,,,284.65,211.65,215.65,-62.93,-64.68,-21.27,-67.88,159.59,86.87,79.27,210.26,3.61,61.84,-20.29,24.5,-21.19,-21.23,-44.07,-34.45,4.02,-25.75,6.87,-14.36,-50.63,-67.09,-65.12,4.69,-13.9,184.03,195.73,3.91,-1.57,-49.35,-73.6,-74.76,-47.12,34.52,1.26,43.86,17.48,-25.88,55.88,79.19,181.22,39.04,169.92,221.84,58.46,116.07,107.5,15.69,75.34,28.0,-6.38,-2.35,-52.01
Środki pieniężne i inne aktywa pieniężne,,,,,296.08,216.4,212.32,-64.6,-65.71,-60.91,-66.62,48.41,95.52,183.22,103.67,18.34,-14.01,-24.89,6.52,24.12,13.14,-24.2,15.65,5.54,-3.53,7.34,-14.45,-50.59,-67.04,-65.15,5.94,-14.01,185.82,198.89,4.03,-4.38,-49.4,-76.39,-76.33,-49.8,-47.5,6.71,31.3,2.5,63.86,56.94,91.9,219.04,43.17,166.73,147.65,60.73,110.99,103.04,42.7,76.55,43.08,-5.37,9.79,-49.25
Pozostałe aktywa obrotowe,,,,,33.64,-47.02,-70.01,16.56,874.52,265.91,866.99,112.32,-0.23,-14.79,-22.96,-233.63,-84.41,-7.25,-88.85,158.52,6.52,67.95,1118.14,33.69,0.87,-29.79,-14.6,-40.81,-60.36,-56.65,-60.88,-30.55,-9.44,-2.75,12.15,-6.01,23.53,29.57,32.29,34.53,11.26,18.46,20.47,15.02,-68.29,6.94,-15.95,32.07,858.28,-20.13,71.07,55.19,-13.19,123.38,50.91,78.95,-18.29,13.29,6.87,43.35
Aktywa trwałe przeznaczone do sprzedaży,,,,,65.31,71.17,62.37,32.56,-100.0,23570.3,25363.31,336.7,,-98.2,-99.46,-71.62,-81.41,-46.44,57.99,-14.76,130.41,31.58,47.9,100.0,14.29,-5.88,-5.88,0.0,25.0,25.0,25.0,-25.0,-40.0,-40.0,-40.0,0.0,-8.33,0.0,0.0,-25.0,-9.09,-83.33,-83.33,-77.78,-80.0,-50.0,-50.0,250.0,200.0,100.0,100.0,85.71,116.67,600.0,550.0,46.15,46.15,57.14,-15.38,-100.0
Aktywa razem,,,,,15.03,12.02,13.16,-5.46,5.27,2.31,-3.49,14.16,8.01,8.6,10.97,-3.5,-4.03,0.52,3.75,8.02,2.34,5.23,4.11,8.08,8.6,-9.44,-4.9,-7.41,-7.99,6.11,9.65,10.08,10.59,10.08,3.37,6.86,7.23,5.83,8.34,5.27,9.15,12.47,11.74,2.3,2.76,-5.98,-6.04,5.08,4.02,5.9,11.42,9.03,12.76,17.27,14.17,18.9,26.84,19.03,15.86,7.25
Kapitał własny akcjonariuszy jednostki dominującej,,,,,35.59,33.03,47.77,18.98,18.87,21.16,8.64,9.91,11.03,5.09,6.22,-0.11,-0.76,4.6,4.06,6.94,5.06,4.92,2.71,2.82,3.94,-12.22,-10.61,-9.93,-10.29,5.21,3.89,5.85,5.86,9.1,11.22,5.88,6.56,6.18,3.52,3.41,1.73,2.85,3.21,-9.5,-9.37,-14.1,-14.22,0.54,1.3,9.05,10.56,11.7,12.58,21.27,20.89,12.73,12.41,-0.76,-0.22,-12.45
Kapitał (fundusz) podstawowy,,,,,17.65,17.65,27.15,8.07,8.07,8.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,0.0,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,159.48,159.98,213.45,23.45,23.45,53.41,27.25,27.14,27.14,13.26,13.26,13.26,13.26,-7.71,-7.71,-7.71,-7.71,3.24,3.24,3.24,3.24,40.93,40.93,40.93,40.93,10.0,5.54,5.54,5.54,7.11,11.64,11.64,11.64,0.0,29.65,29.65,29.65,28.32,-1.02,-1.02,-1.02,-6.4,-6.4,-6.4,-6.4,9.47,9.47,9.47,9.47,24.29,24.29,24.29,24.29,12.36,12.36,12.36
Udziały niekontrolujące,,,,,3.85,-5.14,-48.02,-92.2,-92.16,-91.66,-84.61,-30.8,-36.0,-45.76,-46.59,-28.6,-24.03,-4.32,-11.12,-9.42,-34.34,-57.84,-56.44,-56.72,-39.39,-38.06,-24.43,-17.24,-21.67,6.02,-13.13,0.0,-1.06,0.0,2.33,1113.54,1108.6,1153.41,1157.95,-7.81,-2.05,-19.58,-23.94,-21.04,-18.17,0.56,4.16,15.92,-4.99,-4.04,-4.68,-18.92,-2.22,-6.31,-7.89,6.02,11.47,15.71,21.17,16.09
Zobowiązania długoterminowe,,,,,-17.82,-23.52,-23.33,-26.25,-3.99,-9.84,-3.82,0.22,-4.25,1.1,1.96,17.45,17.48,34.86,32.21,13.91,9.34,26.42,29.32,45.55,50.13,-4.02,-6.88,-5.38,-4.81,17.16,45.58,27.88,25.61,14.47,-6.72,-1.35,-2.04,-8.26,-9.38,-7.8,0.41,46.4,47.81,46.71,35.87,11.81,6.97,1.71,-0.69,-13.7,-11.77,-18.19,-14.69,-20.68,-19.51,-14.72,2.96,46.4,30.93,45.21
Z tytułu dostaw i usług,,,,,5.46,5.53,23.07,0.0,-6.48,-6.37,-14.4,13.27,11.77,4.08,21.7,7.58,-2.17,-8.88,-3.52,-22.2,-8.08,7.44,-11.3,26.1,2.84,-13.91,-7.25,234.61,221.97,294.15,276.29,-9.86,1.64,-5.09,-42.84,-9.14,-30.96,-24.57,27.65,11.82,36.72,83.86,74.92,0.64,-10.07,-46.68,-43.49,-3.63,33.19,91.04,113.23,31.31,58.57,53.16,-9.66,45.77,30.45,15.25,70.89,13.45
Kredyty i pożyczki,,,,,-1.78,-29.51,-55.74,-5.67,-49.42,-28.35,25.1,-23.75,-38.44,-39.67,-44.71,16.31,-33.34,52.39,-20.41,-34.93,44.42,8.89,-43.9,-32.39,-66.71,-63.64,15.6,-18.49,17.96,22.22,54.76,41.24,39.79,351.95,248.21,294.89,303.22,118.82,236.45,174.86,242.66,-66.35,-62.88,-67.52,-22.11,-29.76,-22.58,-4.49,-51.08,183.19,61.23,56.07,-2.59,5.89,5.62,-1.06,101.93,129.41,81.62,111.18
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,37.54,71.45,87.24,122.3,-19.81,37.49,10.1,48.85,511.23,181.67,179.81,-17.52,-42.9,-43.69,-40.07,-98.45,17.86,-27.54,0.42,387.5,-88.55,-89.24,62.71,-70.94,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inne zobowiązania długoterminowe,,,,,9.04,7.88,5.73,-5.44,-3.64,-0.94,3.48,8.88,10.96,6.56,8.35,25.79,23.71,27.68,24.28,3.66,-1.44,8.85,4.28,22.23,28.59,-13.13,-10.72,-12.67,-13.0,13.23,12.9,-9.51,-10.7,-8.8,-6.34,12.87,8.9,10.17,7.48,10.37,16.29,25.34,28.5,28.33,23.86,22.25,18.76,6.54,8.24,-13.73,-9.76,-23.07,-15.27,-26.34,-22.16,-9.0,-16.23,30.66,20.31,41.35
Zobowiązania krótkoterminowe,,,,,1.95,13.08,14.79,12.95,66.98,28.79,-17.72,57.38,8.49,31.72,61.87,-30.42,-28.07,-32.13,-20.43,7.93,-16.6,-15.19,-19.44,-6.73,-15.52,-1.29,42.88,4.38,2.36,-7.4,-14.16,1.49,9.76,7.02,-17.02,16.67,19.31,20.98,76.38,40.76,70.82,11.56,3.39,-6.44,6.31,-5.27,3.82,26.99,19.62,44.17,63.55,45.14,48.58,64.92,35.75,61.93,71.5,48.84,41.62,19.59
Inne zobowiązania krótkoterminowe,,,,,0.59,24.49,39.26,3.55,199.75,45.04,-29.09,94.83,-3.69,25.93,73.65,-45.27,-26.9,-35.45,-16.06,72.32,-29.26,-18.25,-24.23,-10.95,12.1,25.84,49.04,-40.96,-33.06,-42.93,-25.87,12.55,13.8,-13.79,-24.63,10.62,25.37,16.34,30.0,10.66,24.11,37.75,43.26,47.63,41.33,32.28,42.79,50.27,53.68,13.59,51.09,48.43,54.84,87.91,57.65,75.92,78.64,50.42,30.76,13.75
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,15.03,12.02,13.16,-5.46,5.27,2.31,-3.49,14.16,8.01,8.6,10.97,-3.5,-4.03,0.52,3.75,8.02,2.34,5.23,4.11,8.08,8.6,-9.44,-4.9,-7.41,-7.99,6.11,9.65,10.08,10.59,10.08,3.37,6.86,7.23,5.83,8.34,5.27,9.15,12.47,11.74,2.3,2.76,-5.98,-6.04,5.08,4.02,5.9,11.42,9.03,12.76,17.27,14.17,18.9,26.84,19.03,15.86,7.25
Przepływy pieniężne z działalności operacyjnej,,,,,8.22,-7.61,-21.76,-11.44,-52.82,17.93,1.24,48.67,229.17,-21.04,-10.0,-47.12,-42.08,7.32,75.09,70.09,-35.41,-63.19,12.59,-11.46,53.09,145.76,-24.61,-17.89,-21.53,4.74,-9.96,2.56,53.28,-8.05,1.5,68.06,2.69,-39.09,-100.76,-9.48,-56.75,146.11,10580.0,-15.57,-70.01,106.45,82.32,1.27,-282.57,-27.56,57.54,-116.77,427.64,0.03,-21.68,982.52,-623.62,94.28,159.95,-303.31
Amortyzacja,,,,,1.99,0.75,4.87,-4.62,0.18,1.65,-3.46,9.95,8.18,7.71,12.6,3.04,2.91,10.79,-4.21,-0.72,0.71,0.23,13.6,-8.02,7.44,1117.82,-27.64,7.08,-11.96,-84.62,30.03,24.56,7.01,-48.76,3.87,88.41,20.19,23.53,20.05,-35.88,4.45,6.88,13.06,645.38,6.07,52.28,1.99,-88.61,4.62,-31.47,5.66,24.39,2.21,1.8,-1.49,-6.37,1.78,15.47,11.69,795.74
Przepływy pieniężne z działalności inwestycyjnej,,,,,-36.73,36.51,-64.58,-356.89,-35.66,1.15,18.11,93.78,10.72,284.57,-15.03,-286.77,-3.73,-204.41,-52.32,-27.78,-44.55,-115.3,127.09,-17.56,-34.28,48.55,-570.6,-49.85,-0.12,-27.31,6.04,-69.55,116.85,51.13,24.85,-37.56,-527.76,-6.99,-3.99,63.38,-3.03,-20.79,-16.11,5.27,-20.82,9.67,25.95,32.72,62.66,-3.79,20.68,3.1,-8.05,-46.79,-96.52,-102.13,-80.18,-112.84,-40.69,-22.68
CAPEX (niematerialne i rzeczowe),,,,,11.52,-33.07,27.74,60.49,36.48,-14.81,-2.1,-15.3,-8.35,40.51,16.37,-37.61,2.66,-20.87,-9.67,65.95,40.31,40.55,38.55,33.77,31.07,44.3,19.98,46.96,3.62,4.53,-5.07,-28.36,-35.33,-22.8,-24.99,-6.53,4.05,-12.68,2.37,22.5,9.78,14.52,16.16,-2.31,20.72,-8.5,-31.76,-35.0,-48.24,-0.75,-11.26,-2.0,-14.0,-11.96,95.0,100.98,62.74,123.36,24.28,25.27
Przepływy pieniężne z działalności finansowej,,,,,59.03,-234.47,51.03,-129.62,292.01,23.54,-77.4,69.62,-81.09,67.03,-198.67,53.26,183.86,193.1,47.87,141.99,-53.37,378.19,-0.47,16.26,-193.75,-106.36,98.63,-1116.84,86.67,404.07,13846.15,89.86,-300.0,-143.32,-102.74,167.35,25.0,-555.56,1698.98,-636.36,1938.33,-3.77,-65.22,-32.49,149.14,-253.99,-156.88,122.6,-101.31,101.23,-122.26,40.57,-2616.67,5954.17,-9.0,-325.5,646.73,-158.98,-418.38,870.24
Emisja akcji,,,,,,,,-100.01,,,,100.0,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,28.74,,,,-10.73,,,,148.58,,,,-54.08,,,,28.01,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,207.12,-10.73,-4628.51,-180.23,-124.47,-47.36,53.85,138.63,3193.48,1772.2,-558.02,-102.3,-66.16,-70.11,71.94,2207.07,-296.1,-166.74,251.68,-59.01,-58.16,91.21,-87.57,-667.37,-12.69,275.0,2073.37,-43.43,234.46,455.95,-86.77,-12.21,-109.94,-345.61,-75.72,98.49,78.17,104.45,283.05,-830.43,1734.88,-92.16,192.7,294.39,-281.93,62525.0,115.27,-281.85,54.1,91.14,-69.7,105.95,-432.54,-66.44,200.7,-7800.0
