,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Koszty finansowe,,,,,43.33,-47.06,138.6,-49.06,301.16,209.26,40.44,0.49,-65.51,-126.95,-79.58,86.8,21.01,491.11,-125.64,-25.79,-100.0,35.8,6470.0,-93.83,,209.21,-134.85,-3662.86,-100.0,-90.39,100.0,102.41,,421.13,,-253.33,12600.0,-77.57,211.02,1208.7,150.39,-46.99,-302.29,-118.24,-99.69,-100.0,100.0,151.61,0.0,,,-327.08,15200.0,241.67,-97.67,239.45,-1.31,-76.66,5600.0,98.03,30.46,2183.58,-47.62,-275.08,-65.48,-81.24,166.03,141.56,236.76,-65.85,-82.91,-34.25,9.61,-69.39,293.68,222.22,12.35
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,196.15,-232.26,-52.46,,-392.0,-31.71,-35.34,-75.0,106.85,7535.19,-5372.0,-100.0,-80.0,-103.59,103.09,,-63800.0,-406.94,-100.0,,79.75,72.6,,-77.51,546.51,136.5,45.78,91.42,-69.62,31.51,-109.92,227.27,-55.43,-108.33,-4408.33,-69.64,-78.21,-1800.0,-112.01,29.41,-241.18,100.0,100.17,-100.0,100.0,,-62200.0,,,,88.41,,,,81.94,,,,100.0,
Zysk z działalności gospodarczej,,,,,56.41,119.97,313.54,-24.32,11.08,-79.16,-77.18,23.6,-6.57,13.72,35.9,13.31,6.42,3.59,18.16,54.83,70.96,200.33,29.8,24.59,22.72,9.43,74.38,-11.55,27.59,19.33,-6.29,34.7,16.9,42.99,15.05,19.44,0.02,-13.67,5.0,29.74,25.79,24.54,2.27,-10.86,-6.59,-39.51,5.9,-6.38,-0.37,7.77,-6.83,1.38,0.79,-49.09,-6.18,-5.82,-34.26,-61.07,-6.1,-20.21,-19.68,-124.37,0.53,19.37,-3.25,-344.81,-28.72,-20.15,-51.83,203.8,-41.97,1.26,149.09,388.17,138.97,31.86,20.97
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,56.41,119.97,313.54,-24.32,11.08,-79.16,-77.18,23.6,-6.57,13.72,35.9,13.31,6.42,3.59,18.16,54.83,70.96,200.33,29.8,24.59,22.72,9.43,74.38,-11.55,27.59,19.33,-6.29,34.7,16.9,42.99,15.05,19.44,0.02,-13.67,5.0,29.74,25.79,24.54,2.27,-10.86,-6.59,-39.51,5.9,-6.38,-0.37,7.77,-6.83,1.38,0.79,-49.09,-6.18,-5.82,-34.26,-61.07,-6.1,-20.21,-19.68,-124.37,0.53,19.37,-3.25,-344.81,-28.72,-20.15,-51.83,203.8,-41.97,1.26,149.09,388.17,138.97,31.86,20.97
Zysk (strata) netto z działalności zaniechanej,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,57.47,86.98,329.21,-21.5,12.04,-79.6,-77.36,19.8,-6.11,20.55,33.25,12.86,6.11,7.53,16.73,55.38,72.58,179.87,33.56,24.76,22.75,6.56,44.45,6.24,26.79,21.49,14.52,11.75,17.91,42.48,15.25,18.5,0.84,-14.53,4.38,28.64,23.47,25.78,3.03,-8.71,-6.1,-39.67,5.55,-6.48,-3.31,19.78,116.1,6.45,3.35,-55.16,-59.97,-9.76,-34.31,-63.14,-4.27,-22.2,-20.12,-131.2,-2.49,21.53,-2.93,-274.24,-27.98,-27.83,-51.04,199.35,-43.4,13.0,145.46,413.09,145.24,35.03,20.78
Zysk netto akcjonariuszy jednostki dominującej,,,,,57.47,86.98,329.21,-21.5,12.04,-79.6,-77.36,19.8,-6.11,20.55,33.25,12.86,6.11,7.53,16.73,55.38,72.58,179.87,33.56,24.76,22.75,6.56,44.45,6.24,26.79,21.49,14.52,11.75,17.91,42.48,15.25,18.5,0.84,-14.53,4.38,28.64,23.47,25.78,3.03,-8.71,-6.1,-39.67,5.55,-6.48,-3.31,19.78,116.1,6.45,3.35,-55.16,-59.97,-9.76,-34.31,-63.14,-4.27,-22.2,-20.12,-131.2,-2.49,21.53,-2.93,-274.24,-27.98,-27.83,-51.04,199.35,-43.4,13.0,145.46,413.09,145.24,35.03,20.78
Aktywa trwałe,,,,,115.96,97.92,82.15,34.06,27.65,18.45,8.18,6.3,10.28,7.12,4.36,9.21,3.45,3.59,1.53,-5.61,-5.37,-0.7,7.87,12.4,16.72,19.31,17.65,25.62,24.48,18.37,11.87,1.35,-0.6,-3.58,1.98,5.11,5.18,8.19,3.65,4.62,6.61,14.23,15.03,21.16,27.35,33.2,37.99,35.47,40.67,20.69,26.11,17.83,5.7,8.81,-1.9,-2.78,-0.55,-0.17,1.02,1.15,-1.8,-3.17,-3.12,-4.79,-5.4,-4.79,-5.57,-4.82,-3.57,-3.44,-2.57,-1.95,-3.1,-3.28,-4.81,-4.97,-4.91
Wartości niematerialne i prawne,,,,,-29.83,-11.68,-33.59,16.57,31.97,27.46,31.18,536.29,828.35,867.02,907.54,34.38,-10.08,-14.0,-11.68,-9.32,-7.01,-3.1,-1.63,7.5,5.78,3.86,1.52,-6.24,-2.67,-3.02,-3.46,-5.65,-8.96,-7.31,-6.93,-6.37,-5.31,-5.27,-4.36,1.99,10.29,8.81,9.49,9.05,1.09,5.56,3.95,-1.55,-2.55,-5.59,-3.87,5.54,3.72,0.48,9.54,-4.3,1.39,60.03,45.5,49.53,50.92,-2.97,-3.59,1.4,-1.26,-36.61,-34.63,-37.29,-36.06,-0.66,-3.25,2.17,0.03,2.28,2.89,-2.43,-2.75
Rzeczowe składniki majątku trwałego,,,,,122.04,100.97,85.39,34.8,28.35,19.25,5.11,1.36,3.58,0.59,0.95,7.7,3.57,3.93,1.56,-5.44,-5.57,-0.63,8.75,13.14,18.02,20.54,18.45,27.11,25.89,19.53,12.4,1.6,-0.47,-1.52,5.33,7.9,9.01,9.2,4.13,5.0,7.04,9.14,10.02,10.55,16.93,29.45,33.93,38.31,44.22,31.4,31.22,22.31,8.14,4.66,-1.63,-1.98,0.41,0.12,1.43,1.29,-2.03,-2.5,-2.5,-4.54,-4.98,-4.61,-5.47,-3.74,-2.76,-2.89,-1.83,-2.01,-2.96,-3.17,-4.89,-4.86,-5.34
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,112.0,20.0,166.67,-5.56,0.0,23.81,5.36,1.96,-1.89,0.0,-11.86,0.0,0.0,0.0,0.0,0.0,-1.92,-1.92,-1.92,-9.62,-9.8,-11.76,-13.73,25.53,26.09,28.89,31.82,-1.69,0.0,0.0,-1.72,0.0,0.0,0.0,42.11,39.66,44.83,39.66,0.0,0.0,-3.57,209.88,209.88,209.88,209.88,-64.94,-64.94,-64.94,-64.94,0.0,11.36,11.36,11.36,11.36,0.0
Inwestycje długoterminowe,,,,,,,,,71.43,722.22,32450.0,32450.0,35116.67,5604.05,8.86,15.1,8.31,7.11,5.36,2.22,0.5,0.13,-0.16,-1.02,-1.09,0.6,2.17,1.45,1.43,1.38,-2.14,-0.43,-0.43,-14.27,-27.84,-29.75,-36.04,-29.0,-19.12,-16.57,-25.83,380.5,407.85,853.1,1080.78,99.65,113.47,14.61,11.55,-87.76,-88.37,-90.65,-90.36,-15.61,-20.05,-46.0,-45.56,-46.73,-43.66,-2.22,-8.96,-85.43,-85.43,-85.54,-86.22,188.43,170.83,174.29,205.29,-8.19,-0.17,-4.69,-2.43,-3.67,-3.08,1.09,0.0
Pozostałe aktywa trwałe,,,,,21.55,32.76,6.44,-0.85,0.9,-18.61,-7.2,7.26,40.05,41.0,48.05,62.47,6.74,5.71,9.03,-21.62,-4.61,-4.67,-6.48,5.4,3.66,10.42,20.49,26.49,21.05,7.63,18.65,-3.39,-0.3,-98.2,-98.48,-98.02,-98.66,27.87,24.64,21.31,19.35,2.56,-2.33,-2.7,-1.35,-2.5,-5.95,-12.5,-10.96,-7.69,23001.27,28674.6,29056.92,22756.94,-6.22,-13.2,-14.16,-9.76,-9.68,-11.35,-5.59,-12.56,-10.65,-6.49,-11.08,-3.43,-3.08,-25.44,-15.97,-18.52,-20.95,-0.72,-8.38,-8.55,-4.53,-10.09,8.23
Aktywa obrotowe,,,,,-9.4,6.45,8.7,7.29,5.53,-16.33,-4.38,-0.51,-4.39,11.37,6.81,10.84,29.88,33.76,21.12,32.51,41.86,40.78,35.54,23.97,23.82,9.84,40.4,30.61,19.42,11.31,20.55,30.41,24.68,45.2,27.68,22.91,22.07,11.87,13.41,14.06,20.3,21.56,15.19,10.1,2.74,-4.51,-12.21,-14.17,-17.39,-3.65,-1.27,-0.89,18.24,23.19,14.79,16.51,14.04,12.67,11.14,6.83,7.16,-8.64,0.7,1.65,0.44,8.76,6.77,10.29,4.15,-9.58,-13.65,-13.81,-9.35,20.47,21.57,21.85,28.28
Zapasy,,,,,9.0,37.27,-5.99,-15.05,2.83,-18.92,1.37,21.27,-1.81,-9.08,-14.99,6.94,19.14,15.96,18.8,9.41,8.11,27.99,30.56,47.68,70.77,34.71,60.17,49.45,12.24,-4.6,-1.83,-13.91,-25.52,10.1,17.35,11.21,41.82,5.7,10.8,-0.41,0.5,15.37,17.56,11.38,-0.58,11.88,-5.97,-7.45,21.33,11.6,14.15,41.52,10.06,10.57,5.11,-1.48,-17.0,16.24,18.6,3.82,59.92,52.78,53.5,83.28,33.42,-4.21,-6.69,-10.71,-5.73,4.63,-3.31,-13.8,-9.93,-7.6,-8.26,7.55,8.79
Należności krótkoterminowe,,,,,17.65,8.56,9.88,13.81,9.69,-2.57,-0.41,-1.73,-1.51,13.19,21.04,13.51,18.57,18.72,6.56,25.15,20.06,20.86,29.96,25.62,35.15,23.94,45.74,26.18,26.26,48.96,14.13,24.03,17.3,5.65,9.37,12.74,2.01,0.11,-6.0,0.89,23.99,-0.84,0.19,3.6,2.48,13.89,4.44,-3.11,-16.64,-9.66,-2.11,-2.0,18.62,-9.67,7.93,-4.29,-11.7,14.12,-2.15,2.54,-9.72,-25.83,-24.58,-22.27,-18.71,-23.9,-6.86,-0.52,-1.44,6.32,-7.64,-3.86,2.88,25.88,18.29,11.08,14.5
Inwestycje krótkoterminowe,,,,,-73.39,-28.47,71.95,19.37,-19.51,-55.06,-47.08,-69.83,-43.95,75.37,-84.32,-82.3,305.97,128.9,1507.59,5322.6,237.67,98.1,95.73,-48.12,-31.69,-25.95,-12.44,18.74,8.31,-56.76,126.32,517.66,138.84,445.18,107.9,84.95,60.81,34.39,54.76,60.19,24.31,49.34,31.94,20.71,4.1,-23.39,-30.0,-33.33,-32.64,-3.51,-8.07,-20.0,22.55,64.19,31.27,89.12,76.84,10.93,23.19,14.09,7.39,-20.27,-1.87,-3.79,1.17,35.53,26.89,37.89,12.48,-22.26,-22.88,-20.98,-15.61,37.61,45.28,38.81,46.3
Środki pieniężne i inne aktywa pieniężne,,,,,-68.07,-25.43,71.95,19.37,-12.96,-55.06,-47.08,-69.83,-43.95,75.37,-84.32,-82.3,305.97,128.9,1507.59,5322.6,237.67,98.1,95.73,-48.12,-31.69,-25.95,-12.44,18.74,4.66,-57.36,126.32,517.66,147.16,452.77,107.9,84.95,60.81,34.39,54.76,60.19,24.31,49.34,31.94,20.71,4.1,-23.39,-30.0,-33.33,-32.64,-3.51,-8.07,-20.0,22.55,64.19,31.27,89.12,76.84,10.93,23.19,13.08,6.61,-21.05,-3.83,-4.77,0.54,35.43,28.79,39.84,13.48,-22.25,-23.16,-21.48,-15.79,38.92,29.46,40.27,47.27
Pozostałe aktywa obrotowe,,,,,-6.3,-6.89,-25.32,-8.71,-1.72,4.41,-9.41,-22.07,-23.85,-17.71,150.27,15.73,130.27,66.56,55.13,11.18,13.15,-1.39,-42.22,-16.03,18.75,20.36,-17.78,10.03,-47.91,-1.01,-7.11,12.06,177.98,32.06,41.95,-0.79,-2.8,2.56,2.02,-5.56,2.97,25.11,37.67,103.92,15.36,6.59,14.16,-14.84,9.04,0.05,-8.48,9.03,24.43,14.47,-5.97,-43.64,-7.5,-7.61,-1.79,0.52,18.39,21.69,8.46,18.28,-0.43,9.53,40.14,37.97,10.86,57.82,-5.13,10.08,5.66,-29.99,9.78,148.84,15.77
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,234.66,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,37.95,48.4,45.52,22.17,18.61,4.95,3.5,3.64,4.95,8.43,5.2,9.82,12.2,13.18,8.38,8.79,12.74,14.89,18.68,17.72,20.15,14.95,27.8,28.04,21.96,15.26,16.13,15.71,11.71,17.15,15.05,15.02,14.36,10.13,9.16,10.24,14.55,18.15,15.12,14.35,12.35,12.44,8.53,6.03,8.33,9.31,13.11,8.84,11.03,14.74,5.01,5.65,6.05,5.51,5.6,3.88,2.56,-5.76,-1.3,-1.6,-2.43,1.41,0.43,2.92,0.47,-6.45,-8.3,-8.46,-6.49,8.0,8.03,8.88,12.55
Kapitał własny akcjonariuszy jednostki dominującej,,,,,35.34,276.71,56.66,48.83,46.42,35.69,16.44,16.62,14.94,7.7,8.55,8.78,9.18,6.87,7.27,9.98,12.8,15.74,16.79,17.43,17.68,19.32,20.31,19.12,19.34,20.02,19.69,19.0,18.92,19.16,18.94,19.0,17.78,14.95,14.36,15.36,15.83,17.18,16.37,14.49,13.26,12.99,13.0,11.95,11.16,11.15,15.34,14.61,14.11,12.92,7.12,6.27,4.65,4.47,4.21,3.04,2.46,1.13,1.03,1.71,-3.7,2.67,1.86,0.87,5.42,-9.72,-10.35,-9.72,-8.3,6.8,8.43,9.1,9.38
Kapitał (fundusz) podstawowy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,,,,,37.42,84.32,87.0,87.42,87.42,87.05,84.37,83.92,-65.55,-81.27,-81.27,-81.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061.88,2061.88,2062.66,2062.66,16.06,16.06,16.03,16.03,8.12,8.12,8.11,8.11,15.4,15.41,15.41,15.41,7.01,7.0,7.01,7.01,2.25,2.25,2.24,-0.77,-2.94,-2.94,-2.94,0.0,-4.19,-4.19,-4.19,-4.19,4.16,4.16,22.6,22.6
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,186.4,237.1,9.43,-72.44,-69.57,-83.19,-65.61,-98.29,-99.03,-98.68,-98.13,238.1,493.65,507.69,9.38,-87.68,-90.64,-88.61,3060.0,1511.43,1511.43,1391.67,-50.18,77.48,77.48,20.48,17.42,-32.17,-79.92,2001.7,-83.46,2086.01,6758.71,9.83,12429.91,13.42,11.79,18.31,27.66,14.42,12.85,7.6,10.25,-4.21,0.84,5.41,-50.38,-49.87,-46.84,-51.35,3.78,7.85,109.42,96.16,92.94,-100.0,-100.0,-100.0,-100.0,,,,,124.85,-9.54,-5.11,-5.49,-4.4,-2.1,-6.48,-6.29,16.18,13.18
Z tytułu dostaw i usług,,,,,,,,18.86,,,,25.36,,,,12.13,,,,39.21,,,,-7.61,,,,47.99,,116.17,4.33,59.18,-12.89,13.21,7.69,10.12,29.3,-19.29,-18.57,-19.89,-22.14,23.43,13.59,23.11,10.99,10.47,-13.81,-18.61,-9.02,-0.43,8.22,-20.17,-1.09,61.04,-6.66,6.82,15.23,3.02,8.07,-0.22,1.1,-56.6,-20.02,-31.35,18.41,-26.64,-9.69,35.06,-37.14,65.57,14.25,-0.63,8.57,25.77,-2.62,-6.65,39.43
Kredyty i pożyczki,,,,,,,,-48.93,,,,48.68,,,,-74.5,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inne zobowiązania długoterminowe,,,,,,,,,,,,,,,,4633.33,,,,-87.68,,,,1511.43,,,,77.48,,20.48,17.42,-32.17,-79.92,2001.7,-83.46,2086.01,6758.71,9.83,12429.91,13.42,11.79,18.31,27.66,14.42,12.85,7.6,10.25,-4.21,0.84,5.41,-50.38,-49.87,-46.84,-51.35,3.78,7.85,109.42,96.16,92.94,-100.0,-100.0,-100.0,-100.0,,,,,124.85,-9.54,-5.11,-5.49,-4.4,-2.1,-6.48,-6.29,16.18,13.18
Zobowiązania krótkoterminowe,,,,,18.6,31.22,30.72,2.88,-10.02,-33.78,-27.25,-21.25,-34.27,8.3,-19.17,-0.54,27.26,41.55,3.39,5.35,19.63,17.52,38.62,21.14,40.47,-1.57,70.91,65.59,39.76,-5.63,3.28,9.51,-13.64,40.17,10.37,13.12,27.03,-16.47,6.94,-6.57,8.6,25.52,7.84,13.77,7.4,9.9,-12.82,-15.87,-6.32,-3.03,13.53,-11.24,2.09,49.97,-7.91,1.19,5.54,3.17,6.15,21.03,25.1,-32.0,1.76,-29.08,-12.24,-39.44,-30.12,8.41,-30.78,45.45,11.86,0.97,10.91,24.52,8.34,5.88,39.2
Inne zobowiązania krótkoterminowe,,,,,,,,6.9,,,,-70.59,,,,9.58,,,,-99.86,,,,103538.46,,,,122.1,,-95.55,-57.7,-96.7,-32.45,1007.79,394.93,322.87,-45.52,-6.14,801.93,351.12,2340.06,32.13,-8.34,-30.79,-1.3,8.2,-9.38,7.41,1.03,-10.86,31.13,46.18,9.89,12.76,-11.33,-18.56,-15.83,3.89,0.63,118.86,97.59,85.05,69.18,-24.32,-59.62,-53.72,-59.99,-42.33,-1.94,9.86,3.98,8.06,17.72,21.21,48.14,57.24,38.58
Rozliczenia międzyokresowe,,,,,-0.55,-87.75,19.4,162.62,68.69,48.46,42.53,29.91,64.7,63.3,62.99,83.75,17.76,24.36,27.94,7.22,4.59,4.21,-0.2,8.05,7.37,8.33,14.77,17.08,9.02,8.25,19.78,4.31,6.64,-100.0,-8.84,-100.0,-100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,37.95,48.4,45.52,22.17,18.61,4.95,3.5,3.64,4.95,8.43,5.2,9.82,12.2,13.18,8.38,8.79,12.74,14.89,18.68,17.72,20.15,14.95,27.8,28.04,21.96,15.26,16.13,15.71,11.71,17.15,15.05,15.02,14.36,10.13,9.16,10.24,14.55,18.15,15.12,14.35,12.35,12.44,8.53,6.03,8.33,9.31,13.11,8.84,11.03,14.74,5.01,5.65,6.05,5.51,5.6,3.88,2.56,-5.76,-1.3,-1.6,-2.43,1.41,0.43,2.92,0.47,-6.45,-8.3,-8.46,-6.49,8.0,8.03,8.88,12.55
