,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
Koszty finansowe,99.0,161.0,123.0,-4.0,99.0,-5.0,168.0,48.0,-89.0,-98.0,89.0,406.0,-151.0,6.0,40.0,153.0,-146.0,161.0,114.0,114.0,-82.0,-141.0,319.0,-147.0,90.0,546.0,537.0,1193.0,713.0,-1652.0,295.0,235.0,567.0,-241.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,1800.0,1525.0,1957.0,2326.0,2620.0,392.0,2249.0,1069.0,674.0,-8300.0,1754.0,1440.0,290.0,-16881.0,630.0,883.0,925.0,-16869.0,1730.0,4111.0,2426.0,1927.0,4087.0,4079.0,4189.0,2345.0,2600.0,1339.0,2170.0,6428.0,4517.0,6638.0,4996.0,11286.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,1800.0,1525.0,1957.0,2326.0,2620.0,392.0,2249.0,1069.0,674.0,-8300.0,1754.0,1440.0,290.0,-16881.0,630.0,883.0,925.0,-16869.0,1730.0,4111.0,2426.0,1927.0,4087.0,4079.0,4189.0,2345.0,2600.0,1339.0,2170.0,6428.0,4517.0,6638.0,4996.0,11286.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,1481.0,1080.0,1339.0,1992.0,2101.0,155.0,1930.0,828.0,519.0,-6866.0,1351.0,1237.0,321.0,-13384.0,496.0,680.0,843.0,-15718.0,1407.0,3403.0,1985.0,1448.0,3289.0,3255.0,3336.0,3120.0,2288.0,1092.0,1704.0,6982.0,3997.0,5835.0,4459.0,10628.0
Zysk netto akcjonariuszy jednostki dominującej,1481.0,1080.0,1339.0,1992.0,2101.0,155.0,1930.0,828.0,519.0,-6866.0,1351.0,1237.0,321.0,-13384.0,496.0,680.0,843.0,-15718.0,1407.0,3403.0,1985.0,1448.0,3289.0,3255.0,3336.0,3120.0,2288.0,1092.0,1704.0,6982.0,3997.0,5835.0,4459.0,10628.0
Aktywa trwałe,0.0,1579.0,1467.0,1418.0,1340.0,1534.0,2226.0,2073.0,2183.0,3270.0,3256.0,3474.0,3307.0,5880.0,9596.0,9370.0,9136.0,10248.0,9963.0,9114.0,8328.0,7938.0,7302.0,6905.0,6522.0,6029.0,5511.0,5324.0,4997.0,5623.0,7150.0,16964.0,9802.0,9413.0
Wartości niematerialne i prawne,0.0,668.0,624.0,540.0,488.0,542.0,536.0,527.0,669.0,518.0,475.0,471.0,442.0,409.0,376.0,343.0,360.0,297.0,266.0,238.0,213.0,188.0,164.0,140.0,120.0,104.0,90.0,77.0,69.0,67.0,69.0,64.0,60.0,56.0
Rzeczowe składniki majątku trwałego,0.0,510.0,529.0,481.0,499.0,573.0,1265.0,1051.0,1030.0,992.0,997.0,930.0,908.0,849.0,4664.0,4369.0,4079.0,4068.0,3959.0,3699.0,3545.0,3273.0,2958.0,2763.0,2573.0,2380.0,2167.0,1974.0,1994.0,2000.0,1864.0,1956.0,1741.0,1926.0
Należności długoterminowe,0.0,86.0,87.0,88.0,88.0,89.0,90.0,91.0,92.0,93.0,93.0,95.0,95.0,96.0,97.0,98.0,99.0,100.0,101.0,102.0,103.0,136.0,172.0,148.0,177.0,138.0,128.0,160.0,201.0,205.0,215.0,468.0,323.0,314.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,11825.0,5182.0,4749.0
Pozostałe aktywa trwałe,0.0,315.0,227.0,309.0,265.0,330.0,335.0,404.0,392.0,1667.0,1691.0,1978.0,1862.0,4526.0,4459.0,4560.0,4598.0,5783.0,5637.0,5075.0,4467.0,4341.0,4008.0,3854.0,3652.0,3407.0,3126.0,3113.0,2733.0,3351.0,2980.0,2651.0,2496.0,2368.0
Aktywa obrotowe,0.0,24790.0,25957.0,28109.0,30047.0,41438.0,43306.0,43859.0,43576.0,35711.0,37207.0,39023.0,49021.0,33061.0,33444.0,33899.0,34814.0,17664.0,19531.0,23732.0,26023.0,27763.0,31732.0,36125.0,40402.0,44681.0,48375.0,52342.0,56133.0,59383.0,64104.0,62309.0,74781.0,89465.0
Zapasy,0.0,18566.0,19497.0,21262.0,22958.0,24002.0,26379.0,28285.0,30170.0,22826.0,25534.0,25912.0,29258.0,15601.0,18583.0,21796.0,24459.0,9451.0,10160.0,10733.0,12384.0,12253.0,13839.0,15525.0,18086.0,20487.0,22651.0,25060.0,27661.0,32376.0,35756.0,39875.0,43472.0,49171.0
Należności krótkoterminowe,0.0,3809.0,4091.0,4272.0,3875.0,4537.0,4457.0,4356.0,3285.0,6097.0,5373.0,6597.0,16600.0,5805.0,5386.0,5207.0,4714.0,3914.0,5111.0,5094.0,4186.0,4358.0,7158.0,6355.0,4901.0,6711.0,7213.0,7263.0,6030.0,5774.0,9596.0,11083.0,13224.0,13818.0
Inwestycje krótkoterminowe,0.0,2267.0,2241.0,2439.0,3056.0,12729.0,12261.0,10964.0,8786.0,6511.0,5985.0,6131.0,2673.0,11220.0,9023.0,6453.0,5205.0,3976.0,3973.0,7506.0,9082.0,11152.0,10735.0,14245.0,17415.0,17483.0,18511.0,20019.0,22442.0,21233.0,18752.0,11351.0,18085.0,26476.0
Środki pieniężne i inne aktywa pieniężne,0.0,2226.0,2221.0,2439.0,3045.0,12729.0,12171.0,10694.0,8601.0,6387.0,5947.0,6131.0,2673.0,11220.0,9023.0,6453.0,5205.0,3976.0,3973.0,7288.0,8943.0,11038.0,10735.0,14232.0,17145.0,17483.0,18511.0,20019.0,5263.0,3164.0,4798.0,2309.0,3295.0,6401.0
Pozostałe aktywa obrotowe,0.0,148.0,128.0,136.0,158.0,170.0,209.0,254.0,1335.0,277.0,315.0,383.0,490.0,435.0,452.0,443.0,436.0,323.0,287.0,399.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,0.0,26369.0,27424.0,29527.0,31387.0,42972.0,45532.0,45932.0,45759.0,38981.0,40463.0,42497.0,52328.0,38941.0,43040.0,43269.0,43950.0,27912.0,29494.0,32846.0,34351.0,35701.0,39034.0,43030.0,46924.0,50710.0,53886.0,57666.0,61130.0,65006.0,71254.0,79273.0,84583.0,98878.0
Kapitał własny akcjonariuszy jednostki dominującej,21667.0,22508.0,23848.0,25794.0,27895.0,38847.0,40776.0,41605.0,42124.0,35258.0,36609.0,37846.0,48244.0,34861.0,35356.0,36036.0,36880.0,21162.0,22569.0,25971.0,27956.0,29404.0,32692.0,36082.0,39821.0,43343.0,46034.0,47528.0,49635.0,55189.0,59588.0,65206.0,69849.0,80662.0
Kapitał (fundusz) podstawowy,0.0,100.0,100.0,100.0,100.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,0.0,15682.0,15682.0,23371.0,23371.0,34116.0,34116.0,40726.0,40726.0,40726.0,40726.0,41282.0,51345.0,51345.0,51345.0,51345.0,51345.0,51345.0,51345.0,52050.0,52050.0,24331.0,24331.0,24331.0,24331.0,24331.0,24331.0,24331.0,24331.0,24331.0,24331.0,24331.0,24331.0,24331.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,0.0,503.0,438.0,496.0,398.0,517.0,898.0,807.0,667.0,847.0,915.0,1168.0,1063.0,735.0,3745.0,3501.0,3389.0,3236.0,3250.0,3114.0,2791.0,2710.0,2920.0,2625.0,2114.0,1929.0,1654.0,1538.0,1293.0,1141.0,1054.0,1091.0,704.0,1194.0
Z tytułu dostaw i usług,0.0,746.0,635.0,870.0,605.0,1043.0,1400.0,1544.0,1147.0,960.0,895.0,1121.0,905.0,1097.0,1062.0,1008.0,1110.0,759.0,2237.0,1361.0,1129.0,2298.0,1900.0,2529.0,2864.0,3436.0,3726.0,4588.0,6142.0,5858.0,8977.0,11693.0,11574.0,11937.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,0.0,0.0,743.0,735.0,733.0,744.0,752.0,752.0,764.0,764.0,751.0,751.0,751.0,674.0,806.0
Inne zobowiązania długoterminowe,0.0,503.0,438.0,496.0,398.0,517.0,898.0,807.0,667.0,847.0,915.0,1168.0,1063.0,735.0,3745.0,3501.0,3389.0,3236.0,3250.0,3114.0,2791.0,655.0,1068.0,961.0,652.0,649.0,575.0,673.0,630.0,644.0,748.0,976.0,704.0,1194.0
Zobowiązania krótkoterminowe,0.0,3358.0,3138.0,3237.0,3094.0,3608.0,3858.0,3520.0,2968.0,2876.0,2939.0,3483.0,3021.0,3345.0,3939.0,3732.0,3681.0,3514.0,3675.0,3761.0,3604.0,3587.0,3422.0,4323.0,4989.0,5438.0,6198.0,8600.0,10202.0,8676.0,10612.0,12976.0,14030.0,17022.0
Inne zobowiązania krótkoterminowe,0.0,2612.0,2503.0,2367.0,2489.0,2565.0,2458.0,1976.0,1821.0,1916.0,2044.0,2362.0,2116.0,2248.0,2877.0,2724.0,2571.0,2755.0,706.0,2400.0,2475.0,546.0,787.0,1061.0,1381.0,1250.0,1720.0,3248.0,3296.0,2067.0,884.0,532.0,1782.0,4279.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,21667.0,26369.0,27424.0,29527.0,31387.0,42972.0,45532.0,45932.0,45759.0,38981.0,40463.0,42497.0,52328.0,38941.0,43040.0,43269.0,43950.0,27912.0,29494.0,32846.0,34351.0,35701.0,39034.0,43030.0,46924.0,50710.0,53886.0,57666.0,61130.0,65006.0,71254.0,79273.0,84583.0,98878.0
Przepływy pieniężne z działalności operacyjnej,-1127.0,-686.0,21.0,244.0,590.0,-981.0,141.0,-1819.0,-1765.0,-2041.0,-362.0,191.0,-3413.0,-1384.0,-1947.0,-2329.0,-951.0,-952.0,446.0,3509.0,1946.0,2144.0,-239.0,3805.0,3298.0,330.0,1261.0,1683.0,2057.0,624.0,-58.0,1542.0,888.0,5102.0
Amortyzacja,158.0,63.0,91.0,115.0,64.0,36.0,89.0,94.0,116.0,214.0,130.0,128.0,121.0,120.0,325.0,330.0,352.0,348.0,325.0,289.0,269.0,273.0,273.0,253.0,247.0,246.0,232.0,233.0,230.0,245.0,245.0,255.0,262.0,262.0
Przepływy pieniężne z działalności inwestycyjnej,-79.0,-239.0,-25.0,-24.0,-45.0,-53.0,-344.0,23.0,-202.0,-146.0,-55.0,16.0,-70.0,-27.0,-25.0,-6.0,-79.0,-1.0,-159.0,0.0,-89.0,-12.0,44.0,-58.0,50.0,-38.0,-3.0,-26.0,-16376.0,368.0,1981.0,-3932.0,285.0,-1779.0
CAPEX (niematerialne i rzeczowe),38.0,249.0,66.0,24.0,45.0,53.0,344.0,-23.0,202.0,146.0,92.0,57.0,70.0,27.0,27.0,17.0,80.0,0.0,164.0,0.0,91.0,70.0,34.0,107.0,37.0,37.0,5.0,26.0,36.0,368.0,112.0,342.0,53.0,103.0
Przepływy pieniężne z działalności finansowej,257.0,-265.0,-1.0,-2.0,61.0,10718.0,-355.0,318.0,-125.0,-27.0,-23.0,-23.0,25.0,9958.0,-226.0,-234.0,-217.0,-276.0,-290.0,-195.0,-200.0,-96.0,-187.0,-190.0,-191.0,-174.0,-201.0,-202.0,-306.0,-184.0,-284.0,-109.0,-182.0,-191.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,-949.0,-1190.0,-5.0,218.0,606.0,9684.0,-558.0,-1478.0,-2092.0,-2214.0,-440.0,184.0,-3458.0,8547.0,-2198.0,-2569.0,-1247.0,-1229.0,-3.0,3314.0,1657.0,2036.0,-382.0,3557.0,3157.0,118.0,1057.0,1455.0,-14625.0,808.0,1639.0,-2499.0,991.0,3132.0
