,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
Koszty finansowe,769.0,930.0,1359.0,2032.0,859.0,1004.0,560.0,11912.0,1130.0,1443.0,1091.0,1578.0,1130.0,765.0,2146.0,11156.0,1309.0,1900.0,1237.0,1956.0,656.0,418.0,593.0,295.0,691.0,826.0,933.0,1248.0,800.0,1011.0,1096.0,860.0,832.0,971.0,1001.0,907.0,805.0,1225.0,1083.0,475.0,759.0,1056.0,624.0,583.0,567.0,498.0,404.0,731.0,349.0,202.0,-189.0,305.0,149.0,-20.0,34.0,258.0,66.0,126.0,131.0,152.0,109.0,139.0,136.0,445.0,125.0,370.0,412.0,-75.0,354.0,411.0,346.0,596.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-880.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,-1.0,-262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,383.0,2694.0,860.0,12368.0,1708.0,-174.0,3600.0,-5436.0,2979.0,-498.0,-2449.0,-12154.0,80.0,-7183.0,-9077.0,-54278.0,-1467.0,6266.0,227.0,-2073.0,2086.0,647.0,1316.0,-21697.0,-598.0,1357.0,-2739.0,-14236.0,-673.0,-440.0,-1265.0,-526.0,336.0,131.0,-1937.0,707.0,-888.0,-1491.0,-434.0,-938.0,-749.0,-1587.0,325.0,-10824.0,-2351.0,-1332.0,-1742.0,-5112.0,-572.0,-1045.0,-1066.0,-2704.0,-1370.0,-1248.0,-1209.0,-2302.0,-877.0,-560.0,-803.0,-1252.0,-647.0,-1180.0,-10.0,-1805.0,-609.0,-81.0,-98.0,-574.0,201.0,-726.0,72.0,-871.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,383.0,2694.0,860.0,12368.0,1708.0,-174.0,3600.0,-5436.0,2979.0,-498.0,-2449.0,-12154.0,80.0,-7183.0,-9077.0,-54278.0,-1467.0,6266.0,227.0,-2073.0,2086.0,647.0,1316.0,-21697.0,-598.0,1357.0,-2739.0,-14236.0,-673.0,-440.0,-1265.0,-526.0,336.0,131.0,-1937.0,707.0,-888.0,-1491.0,-434.0,-938.0,-749.0,-1587.0,325.0,-10824.0,-2351.0,-1332.0,-1742.0,-5112.0,-572.0,-1045.0,-1066.0,-2704.0,-1370.0,-1248.0,-1209.0,-2302.0,-877.0,-560.0,-803.0,-1252.0,-647.0,-1180.0,-10.0,-1805.0,-609.0,-81.0,-98.0,-574.0,201.0,-726.0,72.0,-871.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,180.0,2066.0,1691.0,8369.0,1530.0,23.0,3205.0,-5119.0,2960.0,-377.0,-2379.0,-9903.0,127.0,-6109.0,-7131.0,-56663.0,-785.0,5683.0,28.0,-290.0,1472.0,441.0,1648.0,-28461.0,-955.0,1293.0,-3092.0,-11799.0,-971.0,-662.0,-1260.0,-374.0,429.0,452.0,-1758.0,448.0,48.0,-1578.0,-616.0,-889.0,-1016.0,-1916.0,276.0,-12788.0,-2731.0,-1579.0,-1726.0,-5152.0,-592.0,-1143.0,-1074.0,-1244.0,-1343.0,-1312.0,1060.0,-673.0,-980.0,-861.0,-832.0,-1965.0,-731.0,-1791.0,55.0,-1640.0,-665.0,-301.0,-120.0,-1373.0,268.0,-715.0,160.0,-1350.0
Zysk netto akcjonariuszy jednostki dominującej,180.0,2066.0,1691.0,3457.0,1394.0,25.0,3020.0,-4800.0,2960.0,-377.0,-2379.0,-9903.0,127.0,-6109.0,-7131.0,-56663.0,-785.0,5683.0,28.0,-290.0,1472.0,441.0,1648.0,-28461.0,-955.0,1293.0,-3092.0,-11799.0,-971.0,-662.0,-1260.0,-374.0,429.0,452.0,-1758.0,448.0,48.0,-1578.0,-616.0,-889.0,-1016.0,-1916.0,276.0,-12788.0,-2731.0,-1579.0,-1726.0,-5152.0,-592.0,-1143.0,-1074.0,-1244.0,-1343.0,-1312.0,1060.0,-673.0,-980.0,-861.0,-832.0,-1965.0,-731.0,-1791.0,55.0,-1640.0,-665.0,-301.0,-120.0,-1373.0,268.0,-715.0,160.0,-1350.0
Aktywa trwałe,50760.0,50878.0,50624.0,60742.0,35426.0,39674.0,49078.0,77761.0,74359.0,75791.0,75009.0,86999.0,86462.0,86879.0,82277.0,64471.0,63165.0,51371.0,51787.0,53813.0,52789.0,53702.0,53679.0,32529.0,32656.0,51676.0,51729.0,51442.0,51949.0,50117.0,49772.0,49669.0,49424.0,51586.0,52706.0,53597.0,53287.0,51358.0,51043.0,42932.0,43033.0,47081.0,47121.0,40063.0,39468.0,40028.0,39072.0,38601.0,39309.0,39045.0,38982.0,39562.0,39477.0,40451.0,40693.0,41592.0,41175.0,40729.0,40509.0,39897.0,39593.0,38861.0,38745.0,38534.0,38251.0,38999.0,39350.0,38474.0,38816.0,38576.0,38455.0,39150.0
Wartości niematerialne i prawne,18523.0,18405.0,18974.0,41713.0,17852.0,20340.0,25305.0,51758.0,50389.0,51564.0,51347.0,51081.0,50817.0,50552.0,44518.0,44277.0,44234.0,42088.0,42119.0,42144.0,42239.0,42296.0,42308.0,27487.0,27480.0,44701.0,45138.0,42716.0,44169.0,42641.0,42605.0,42572.0,42551.0,44011.0,44785.0,43959.0,43939.0,43920.0,43909.0,35149.0,35138.0,39637.0,39625.0,34609.0,34607.0,34605.0,34604.0,34501.0,34499.0,34524.0,34522.0,33517.0,33516.0,33514.0,33513.0,33557.0,33554.0,33550.0,33546.0,33558.0,33565.0,33558.0,33577.0,33571.0,33565.0,33559.0,33553.0,33562.0,33555.0,33549.0,33543.0,33538.0
Rzeczowe składniki majątku trwałego,30788.0,31004.0,30180.0,16114.0,15194.0,16959.0,21208.0,22318.0,21700.0,20722.0,20176.0,19897.0,19300.0,18534.0,18019.0,12349.0,11236.0,1500.0,1877.0,2140.0,1541.0,2153.0,2529.0,2249.0,2545.0,4173.0,3937.0,3242.0,2639.0,2468.0,2200.0,1934.0,1730.0,2207.0,2412.0,1642.0,1459.0,1432.0,1320.0,1464.0,1727.0,1592.0,1687.0,1764.0,1563.0,1387.0,1406.0,1078.0,1786.0,1656.0,1617.0,1937.0,1826.0,2929.0,3199.0,3039.0,2713.0,2535.0,2342.0,2398.0,2159.0,2014.0,1790.0,1695.0,1450.0,2400.0,2748.0,2640.0,2898.0,2664.0,2438.0,3464.0
Należności długoterminowe,0.0,0.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,163.0,166.0,11.0,99.0,107.0,135.0,227.0,275.0,129.0,136.0,136.0,147.0,147.0,148.0,217.0,216.0,216.0,191.0,133.0,133.0,133.0,203.0,151.0,152.0,147.0,147.0,238.0,253.0,265.0,205.0,198.0,1175.0,191.0,208.0,211.0,153.0,149.0,149.0,149.0,84.0,84.0,84.0,82.0,79.0,79.0,79.0,79.0,85.0,85.0,85.0,85.0,85.0,92.0,92.0,92.0,55.0,55.0,175.0
Inwestycje długoterminowe,494.0,589.0,589.0,589.0,590.0,589.0,434.0,434.0,434.0,0.0,0.0,9283.0,9283.0,9283.0,9283.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,1738.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Pozostałe aktywa trwałe,955.0,880.0,881.0,1840.0,1790.0,1786.0,2131.0,3251.0,1836.0,3505.0,3486.0,6738.0,7062.0,8435.0,10294.0,7679.0,7679.0,7679.0,7679.0,9389.0,8777.0,8973.0,8708.0,2652.0,2495.0,2655.0,2507.0,5336.0,4924.0,4792.0,4751.0,4972.0,5010.0,5235.0,5376.0,5033.0,6000.0,5854.0,5667.0,6171.0,5928.0,5594.0,5539.0,3485.0,3100.0,2861.0,2871.0,2814.0,2813.0,2712.0,2694.0,3959.0,3986.0,3924.0,3897.0,4912.0,4826.0,4565.0,4542.0,3862.0,3790.0,3204.0,3293.0,3183.0,3151.0,2955.0,2957.0,2180.0,2271.0,2308.0,2419.0,1965.0
Aktywa obrotowe,63639.0,75075.0,76137.0,78058.0,102892.0,97468.0,100645.0,88382.0,94342.0,95892.0,88168.0,69105.0,63079.0,58632.0,49774.0,22648.0,20612.0,41551.0,28108.0,26357.0,25358.0,28223.0,22189.0,18631.0,21269.0,25762.0,29535.0,21487.0,14406.0,15347.0,14605.0,15748.0,16899.0,19724.0,16697.0,12652.0,11492.0,9415.0,12976.0,15347.0,15278.0,18492.0,21747.0,15522.0,13306.0,11087.0,12173.0,10442.0,9884.0,9856.0,14552.0,10940.0,10220.0,11016.0,10500.0,12112.0,10983.0,11024.0,12092.0,13416.0,13176.0,13219.0,17563.0,18536.0,16681.0,17650.0,19588.0,17739.0,18739.0,18248.0,19828.0,20412.0
Zapasy,15703.0,20651.0,20009.0,18099.0,18612.0,18911.0,20952.0,17316.0,20318.0,20271.0,21477.0,15935.0,14358.0,13292.0,11911.0,5626.0,5233.0,3701.0,5287.0,6782.0,6276.0,8829.0,9480.0,9016.0,8348.0,11069.0,11858.0,8840.0,6279.0,5476.0,6073.0,6460.0,7650.0,7798.0,7485.0,6307.0,5698.0,4464.0,5027.0,6723.0,6854.0,7179.0,7614.0,7901.0,8289.0,6972.0,6229.0,4548.0,4550.0,4506.0,4222.0,5106.0,5310.0,5612.0,5784.0,6082.0,5887.0,6357.0,7060.0,6760.0,7494.0,8290.0,10888.0,11832.0,11186.0,12175.0,13676.0,13335.0,13144.0,13234.0,13097.0,13487.0
Należności krótkoterminowe,43725.0,53368.0,52993.0,55161.0,62859.0,65710.0,70191.0,59298.0,60705.0,65319.0,56529.0,49111.0,47918.0,44098.0,37444.0,13779.0,14697.0,28319.0,13078.0,10029.0,10638.0,11357.0,12350.0,9539.0,12635.0,14291.0,17114.0,12046.0,7840.0,9560.0,8295.0,8575.0,8708.0,9146.0,6467.0,5119.0,4669.0,4782.0,7401.0,6978.0,8227.0,11142.0,13917.0,7325.0,4701.0,3962.0,5703.0,4414.0,4411.0,5200.0,5322.0,4078.0,4505.0,4591.0,4457.0,4922.0,4449.0,3840.0,4807.0,5703.0,5570.0,4844.0,6128.0,6482.0,5265.0,5456.0,5792.0,4376.0,5468.0,4999.0,6665.0,6797.0
Inwestycje krótkoterminowe,3815.0,197.0,2883.0,612.0,20899.0,11851.0,8615.0,9842.0,10507.0,10109.0,8945.0,3170.0,150.0,164.0,106.0,607.0,682.0,171.0,388.0,240.0,768.0,334.0,208.0,76.0,286.0,402.0,563.0,601.0,287.0,311.0,237.0,713.0,541.0,2780.0,2745.0,1226.0,1125.0,169.0,548.0,1646.0,197.0,171.0,216.0,296.0,316.0,153.0,241.0,1480.0,923.0,150.0,5008.0,1756.0,405.0,813.0,259.0,1108.0,647.0,827.0,225.0,953.0,112.0,85.0,547.0,222.0,230.0,19.0,120.0,28.0,127.0,15.0,66.0,128.0
Środki pieniężne i inne aktywa pieniężne,3798.0,197.0,2883.0,612.0,19399.0,11851.0,8615.0,9842.0,10507.0,10109.0,8945.0,3170.0,150.0,164.0,106.0,127.0,430.0,171.0,388.0,240.0,768.0,334.0,208.0,76.0,286.0,402.0,563.0,601.0,287.0,311.0,237.0,713.0,541.0,2780.0,2745.0,1226.0,1125.0,169.0,548.0,1646.0,197.0,171.0,216.0,296.0,316.0,153.0,241.0,1480.0,923.0,150.0,5008.0,1756.0,405.0,813.0,259.0,1108.0,647.0,827.0,225.0,953.0,112.0,85.0,547.0,222.0,230.0,19.0,120.0,28.0,127.0,15.0,66.0,121.0
Pozostałe aktywa obrotowe,396.0,859.0,252.0,4186.0,522.0,996.0,887.0,1926.0,2812.0,193.0,389.0,314.0,263.0,844.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0,575.0,390.0,234.0,0.0,2636.0,0.0,9360.0,9355.0,9306.0,7676.0,7703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,114399.0,125953.0,126761.0,138800.0,138318.0,137142.0,149723.0,166143.0,168701.0,171683.0,163177.0,156104.0,149541.0,145511.0,132051.0,87119.0,83777.0,92922.0,79895.0,80170.0,78147.0,81925.0,75868.0,51160.0,53925.0,77438.0,81264.0,72929.0,66355.0,65464.0,64377.0,65417.0,66323.0,71310.0,69403.0,66249.0,64779.0,60773.0,64019.0,58279.0,58311.0,65573.0,68868.0,55585.0,52774.0,51115.0,51245.0,49043.0,49193.0,48901.0,53534.0,50502.0,49697.0,51467.0,51193.0,53704.0,52158.0,51753.0,52601.0,53313.0,52769.0,52080.0,56308.0,57070.0,54932.0,56649.0,58938.0,56213.0,57555.0,56824.0,58283.0,59562.0
Kapitał własny akcjonariuszy jednostki dominującej,43460.0,45756.0,46891.0,68786.0,74984.0,84284.0,87363.0,84369.0,84602.0,86952.0,84573.0,74291.0,74419.0,68309.0,61178.0,8994.0,13119.0,19111.0,19139.0,22749.0,25320.0,39299.0,43137.0,14678.0,13723.0,15013.0,21600.0,8959.0,9094.0,7342.0,17671.0,19191.0,19669.0,19614.0,17856.0,17944.0,17992.0,17200.0,17085.0,14994.0,13978.0,19262.0,19537.0,5250.0,2520.0,940.0,16483.0,14360.0,14659.0,13516.0,22941.0,22448.0,21105.0,21518.0,22577.0,21904.0,20924.0,20063.0,21117.0,20452.0,20381.0,21575.0,21631.0,21491.0,20826.0,20525.0,20404.0,22056.0,23534.0,22819.0,22979.0,21629.0
Kapitał (fundusz) podstawowy,29549.0,29549.0,29549.0,29549.0,44549.0,44549.0,44549.0,45235.0,45235.0,45235.0,45235.0,45235.0,45235.0,45235.0,45235.0,45235.0,49713.0,54690.0,54690.0,54690.0,59931.0,59931.0,74675.0,74657.0,74657.0,14931.0,23731.0,23931.0,23931.0,22357.0,22357.0,24337.0,24337.0,24337.0,24337.0,24337.0,24337.0,24337.0,24337.0,27337.0,27337.0,34537.0,34537.0,34537.0,34537.0,34537.0,34537.0,34537.0,37500.0,37500.0,45000.0,45000.0,44850.0,42250.0,43745.0,43745.0,43745.0,43745.0,40380.0,42120.0,42120.0,43800.0,40150.0,41150.0,41800.0,38000.0,38000.0,38000.0,38000.0,41500.0,41500.0,41500.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,0.0,0.0,0.0,0.0,0.0,30086.0,30086.0,36953.0,31355.0,37210.0,37210.0,37210.0,31355.0,37210.0,37210.0,31355.0,31355.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,1003.0,0.0,0.0,11955.0,11955.0,11955.0,11955.0,11955.0,11955.0,11955.0,11955.0,11955.0,11955.0,11955.0,11955.0,9564.0,9112.0,0.0,0.0,0.0,0.0,0.0,17268.0,20298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2850.0,2850.0,2850.0,2850.0,3375.0,3585.0,3585.0,3585.0,3585.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,8015.0,1684.0,1869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,9109.0,8953.0,8572.0,5953.0,5830.0,10214.0,12382.0,12407.0,13851.0,12725.0,30616.0,35156.0,34464.0,25954.0,25313.0,13652.0,10246.0,13184.0,522.0,4058.0,5780.0,7554.0,6541.0,7714.0,7745.0,10205.0,21576.0,21161.0,20651.0,19998.0,17406.0,16743.0,16341.0,26653.0,22652.0,21382.0,17315.0,16970.0,34103.0,26934.0,29145.0,28643.0,25372.0,21785.0,20883.0,20180.0,13896.0,16112.0,16750.0,17853.0,16553.0,16445.0,16968.0,7553.0,15738.0,23508.0,23234.0,24056.0,23041.0,16420.0,16247.0,15903.0,15746.0,21667.0,22220.0,23089.0,24470.0,20840.0,20263.0,20422.0,19836.0,5911.0
