,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-27.0,34.0,18.0,377.0,216.0,352.0,680.0,761.0,663.0,1177.0,1109.0,1293.0,1261.0,3145.0,2182.0,26099.0,2480.0,1852.0,1014.0,761.0,1881.0,950.0,1372.0,-12961.0,1802.0,418.0,612.0,-6655.0
Zysk netto akcjonariuszy jednostki dominującej,-27.0,34.0,18.0,377.0,216.0,352.0,680.0,761.0,663.0,1177.0,1109.0,1293.0,1261.0,3149.0,2193.0,26079.0,2518.0,1893.0,1117.0,857.0,1929.0,1098.0,1576.0,-12548.0,1876.0,426.0,632.0,-6588.0
Aktywa trwałe,0.0,0.0,72.0,0.0,19.0,53.0,41.0,213.0,448.0,544.0,558.0,844.0,862.0,1197.0,1735.0,28084.0,28345.0,28963.0,28936.0,28991.0,28994.0,28987.0,28797.0,14862.0,14533.0,14630.0,14459.0,4126.0
Wartości niematerialne i prawne,0.0,0.0,0.0,0.0,0.0,23.0,22.0,77.0,73.0,188.0,183.0,196.0,190.0,178.0,162.0,141.0,251.0,205.0,186.0,269.0,244.0,250.0,239.0,150.0,93.0,82.0,73.0,65.0
Rzeczowe składniki majątku trwałego,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,91.0,86.0,122.0,116.0,106.0,98.0,90.0,122.0,117.0,68.0,61.0,67.0,59.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,72.0,0.0,19.0,19.0,19.0,136.0,375.0,356.0,375.0,648.0,672.0,923.0,1522.0,27539.0,27765.0,28328.0,28362.0,28486.0,28556.0,28263.0,28020.0,11355.0,11317.0,11304.0,11184.0,3782.0
Pozostałe aktywa trwałe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,41.0,313.0,243.0,308.0,272.0,130.0,96.0,384.0,416.0,3240.0,3055.0,3183.0,3135.0,220.0
Aktywa obrotowe,256.0,690.0,1637.0,2011.0,2079.0,2375.0,3550.0,3764.0,6723.0,8056.0,7293.0,8423.0,9121.0,12968.0,22102.0,27540.0,31783.0,24124.0,24545.0,27694.0,28307.0,22506.0,24500.0,24308.0,25681.0,24078.0,24456.0,24646.0
Zapasy,140.0,359.0,517.0,712.0,758.0,966.0,1222.0,1414.0,1435.0,1627.0,1740.0,2622.0,3107.0,3478.0,3936.0,3524.0,4181.0,4336.0,5110.0,5768.0,6388.0,7424.0,8243.0,8851.0,10259.0,10270.0,10632.0,10352.0
Należności krótkoterminowe,9.0,61.0,41.0,266.0,100.0,300.0,785.0,469.0,667.0,888.0,1585.0,1625.0,1345.0,3242.0,2648.0,2749.0,2469.0,3182.0,2279.0,4304.0,3335.0,3849.0,5359.0,4524.0,4613.0,5509.0,4772.0,4349.0
Inwestycje krótkoterminowe,107.0,227.0,883.0,1033.0,1221.0,1109.0,1543.0,1658.0,4621.0,5475.0,3968.0,4176.0,4669.0,6248.0,15351.0,20958.0,25070.0,16580.0,17018.0,17622.0,18584.0,11233.0,10898.0,10933.0,10611.0,8299.0,9052.0,9945.0
Środki pieniężne i inne aktywa pieniężne,107.0,227.0,883.0,981.0,1221.0,1109.0,1543.0,1658.0,4621.0,5475.0,961.0,4176.0,4669.0,6248.0,15351.0,20958.0,25070.0,16359.0,17018.0,17622.0,18584.0,11233.0,10797.0,10218.0,10480.0,8299.0,9052.0,9945.0
Pozostałe aktywa obrotowe,0.0,43.0,196.0,0.0,0.0,0.0,0.0,223.0,0.0,66.0,0.0,0.0,0.0,0.0,167.0,309.0,63.0,26.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0
Aktywa razem,256.0,690.0,1709.0,2011.0,2098.0,2428.0,3591.0,3977.0,7171.0,8600.0,7851.0,9267.0,9983.0,14165.0,23837.0,55624.0,60128.0,53087.0,53481.0,56685.0,57301.0,51493.0,53297.0,39170.0,40214.0,38708.0,38915.0,28772.0
Kapitał własny akcjonariuszy jednostki dominującej,231.0,655.0,1582.0,1764.0,1891.0,2219.0,2885.0,3646.0,6987.0,8150.0,6993.0,8286.0,9547.0,10666.0,17146.0,45985.0,49851.0,42990.0,44114.0,44994.0,46842.0,40069.0,41651.0,29080.0,30952.0,28764.0,29396.0,23735.0
Kapitał (fundusz) podstawowy,100.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,172.0,1072.0,1072.0,876.0,810.0,1166.0,1151.0,1151.0,3793.0,3793.0,3535.0,3535.0,3535.0,5686.0,5686.0,5686.0,5686.0,11898.0,11886.0,2955.0,2955.0,2955.0,2955.0,2955.0,2955.0,2955.0,2955.0,2955.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,1176.0,2605.0,2549.0,3222.0,3129.0,3453.0,3386.0,3389.0,3184.0,2772.0,2411.0,2393.0,2372.0,2438.0
Zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,373.0,5498.0,5309.0,5609.0,5504.0,5716.0,5571.0,5550.0,5633.0,5451.0,5317.0,5462.0,5341.0,741.0
Z tytułu dostaw i usług,0.0,0.0,0.0,49.0,0.0,0.0,0.0,164.0,108.0,264.0,359.0,638.0,296.0,560.0,614.0,951.0,1856.0,1024.0,351.0,2499.0,1076.0,2462.0,2627.0,1839.0,1522.0,2089.0,1787.0,1858.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,373.0,5498.0,5309.0,5609.0,5504.0,5716.0,5571.0,5550.0,5633.0,5451.0,5317.0,5462.0,5341.0,741.0
Zobowiązania krótkoterminowe,25.0,35.0,27.0,211.0,159.0,156.0,426.0,331.0,184.0,450.0,858.0,981.0,436.0,2887.0,5142.0,1536.0,2419.0,1266.0,734.0,2522.0,1502.0,2485.0,2829.0,1867.0,1534.0,2089.0,1806.0,1858.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,162.0,0.0,0.0,0.0,167.0,76.0,186.0,499.0,343.0,140.0,2327.0,4528.0,585.0,563.0,242.0,383.0,23.0,426.0,23.0,202.0,28.0,12.0,0.0,19.0,0.0
Rozliczenia międzyokresowe,0.0,0.0,100.0,36.0,48.0,53.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,256.0,690.0,1709.0,2011.0,2098.0,2428.0,3591.0,3977.0,7171.0,8600.0,7851.0,9267.0,9983.0,14165.0,23837.0,55624.0,60128.0,53087.0,53481.0,56685.0,57301.0,51493.0,53297.0,39170.0,40214.0,38708.0,38915.0,28772.0
Przepływy pieniężne z działalności operacyjnej,-29.0,-270.0,-182.0,73.0,272.0,-31.0,434.0,-225.0,-27.0,1098.0,567.0,347.0,243.0,266.0,1635.0,-2474.0,985.0,17.0,384.0,-226.0,1081.0,801.0,-980.0,-370.0,-162.0,340.0,767.0,-170.0
Amortyzacja,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,5.0,6.0,6.0,13.0,19.0,19.0,23.0,39.0,34.0,19.0,31.0,25.0,19.0,26.0,23.0,17.0,16.0,16.0
Przepływy pieniężne z działalności inwestycyjnej,0.0,0.0,0.0,148.0,-19.0,-59.0,-151.0,583.0,101.0,-20.0,-2815.0,2870.0,250.0,1193.0,4972.0,2840.0,3126.0,547.0,145.0,284.0,-119.0,-385.0,558.0,44.0,385.0,-12.0,-14.0,63.0
CAPEX (niematerialne i rzeczowe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,158.0,167.0,20.0,0.0,0.0,10.0,83.0,0.0,56.0,9.0,1189.0,0.0,598.0,-558.0,55.0,0.0,0.0,12.0,0.0
Przepływy pieniężne z działalności finansowej,67.0,390.0,910.0,-196.0,-58.0,-2.0,0.0,-67.0,2889.0,-224.0,-2267.0,0.0,0.0,120.0,2496.0,5241.0,0.0,-9274.0,130.0,546.0,0.0,-7766.0,-14.0,-119.0,0.0,-2605.0,0.0,1000.0
Emisja akcji,0.0,0.0,0.0,1171.0,0.0,0.0,0.0,0.0,2990.0,0.0,0.0,0.0,0.0,0.0,4708.0,5241.0,0.0,0.0,0.0,1862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831.0,0.0,0.0,0.0,2092.0,0.0,0.0,10460.0,0.0,0.0,0.0,7845.0,0.0,0.0,0.0,2615.0,0.0,0.0
Przepływy pieniężne razem,38.0,120.0,728.0,25.0,195.0,-92.0,283.0,291.0,2963.0,854.0,-4515.0,3217.0,493.0,1579.0,9103.0,5607.0,4111.0,-8710.0,659.0,604.0,962.0,-7350.0,-436.0,-445.0,223.0,-2277.0,753.0,893.0
