,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Koszty finansowe,,,,,-42.6,-34.61,-14.47,-69.07,-29.62,47.8,1.99,24.23,34.91,240.48,42.07,100.39,18.4,-60.82,-25.01,-55.11,-42.23,-26.1,-0.37,115.31,151.54,125.06,91.72,-9.53,-19.94,-17.56,-17.89,-7.66,-3.0,-0.81,-47.81,-26.2,-40.99,-37.27,3.3,-42.78,-14.36,-59.16,-48.1,5.66,310.95,9.94,48.33,461.91,-80.23,29.06,-28.29,-22.46,-36.96,2.75,7.46,-20.91,474.37,345.45,1089.59,-18.35,563.58,-157.67,-11.02,330.09,-66.35,78.17,-37.62,-77.65,24.22,1861.36,321.59,-158.2,-23.96,-3.43,-60.39,541.28,-1.19
Pozostałe przychody (koszty),,,,,170.21,161.11,-263.33,-76.05,-101.52,-36.36,100.0,-100.0,-22200.0,-6942.86,,,23.77,47.18,25.06,46.98,-70.59,58.1,-30.98,40.3,32.07,291.51,83.37,148.41,124.87,-150.74,-150.7,-231.58,65.31,-251.46,111.8,137.0,-502.47,-35.36,-6733.33,-1932.43,-103.99,191.22,44.87,116.81,55.49,-45.19,87.63,-1260.53,-586.82,-762.86,-1363.16,124.19,77.18,84.54,110.0,-161.25,145.91,1111.16,-324.46,1261.73,-177.46,-110.87,1793.27,13.7,1408.48,840.94,-60.08,17.73,-45.58,42.49,-33.57,-0.07,-376.94,1524.47,-120.91,64.48,102.52
Zysk z działalności gospodarczej,,,,,-91.27,-81.85,-72.3,107.04,351.3,302.88,269.61,48.53,23.33,-31.35,-45.32,-176.36,-75.59,-49.49,-27.99,180.93,199.11,73.13,10.96,43.19,-49.32,5.38,-47.85,-62.0,-101.19,-96.37,-230.01,-111.05,-874.34,102.35,-17.08,1364.73,-790.55,-115.02,21.31,-92.27,114.7,1629.63,36.42,1286.43,-284.46,-128.53,-85.92,-10.55,136.91,460.26,94.16,-641.9,1174.01,-29.36,-608.68,111.84,-129.43,-315.1,58.01,181.02,-1327.9,-559.37,-469.04,-260.59,-11.35,71.27,54.65,162.38,40.34,-4.23,-491.27,-199.12,193.83,249.61,35.27,349.72,-81.44
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-91.27,-81.85,-72.3,107.04,351.3,302.88,269.61,48.53,23.33,-31.35,-45.32,-176.36,-75.59,-49.49,-27.99,180.93,199.11,73.13,10.96,43.19,-49.32,5.38,-47.85,-62.0,-101.19,-96.37,-230.01,-111.05,-874.34,102.35,-17.08,1364.73,-790.55,-115.02,21.31,-92.27,114.7,1629.63,36.42,1286.43,-284.46,-128.53,-85.92,-10.55,136.91,460.26,94.16,-641.9,1174.01,-29.36,-608.68,111.84,-129.43,-315.1,58.01,181.02,-1327.9,-559.37,-469.04,-260.59,-11.35,71.27,54.65,162.38,40.34,-4.23,-491.27,-199.12,193.83,249.61,35.27,349.72,-81.44
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-98.83,-82.09,-70.86,83.3,2675.39,282.11,257.67,71.85,30.98,-34.83,-47.56,-215.41,-94.74,-45.17,-30.7,148.64,2138.48,69.98,21.84,22.76,-67.32,6.92,-52.98,-47.21,-114.44,-96.63,-252.25,-94.15,-37.88,-16.94,-22.2,2062.65,-531.92,-351.74,0.07,-20.94,114.08,333.86,33.68,78.95,-545.56,-255.01,-103.04,-32.35,-9.07,113.25,88.0,-717.77,258.7,-77.37,-67.05,103.12,-134.92,-4092.73,-13.02,747.18,-1287.83,-523.97,-188.07,-273.07,-26.19,76.06,83.23,172.96,44.29,-78.85,-1524.1,-226.45,204.91,171.16,46.07,267.0,-89.07
Zysk netto akcjonariuszy jednostki dominującej,,,,,-98.07,-82.16,-69.84,78.5,1607.18,273.39,245.93,73.11,30.75,-34.4,-47.95,-216.14,-94.2,-43.07,-27.66,148.6,1900.92,65.1,18.86,20.73,-71.72,7.2,-54.51,-50.64,-124.1,-93.94,-260.48,-101.61,0.34,-3.5,-11.44,7367.13,-552.99,-180.3,-3.96,-21.37,97.63,476.94,34.19,92.78,-3057.89,-231.94,-118.34,-35.47,-13.53,106.59,84.62,-822.81,200.02,0.3,-65.01,100.36,-161.75,-1956.42,21.34,6581.89,-746.27,-520.49,-143.47,-262.73,-31.72,76.12,83.25,176.73,43.49,-73.19,-1885.63,-242.05,202.39,143.6,39.56,227.5,-101.95
Aktywa trwałe,,,,,-3.96,-3.3,-2.58,-2.59,-2.46,-2.26,-3.17,-2.27,-2.94,10.76,12.71,11.83,12.63,-1.82,-3.73,-3.97,-4.12,-4.95,16.72,17.58,18.67,20.45,-1.15,-0.01,-0.44,0.82,1.86,0.5,-0.97,-2.6,-3.48,-0.44,2.69,2.23,1.04,-5.08,-6.35,-6.46,-3.26,1.71,1.53,2.76,0.48,-1.97,-3.48,-5.2,-6.22,-13.0,-11.19,-10.77,-8.36,-1.01,61.23,64.3,66.27,69.63,2.72,1.19,-0.25,1.14,2.03,1.57,-0.98,-5.71,-5.86,-4.86,-5.79,-5.74,11.85,10.5,12.71,12.3,-5.67
Wartości niematerialne i prawne,,,,,9.58,9.11,11.38,0.0,2.16,4.25,2.04,2.01,3.19,42.74,43.2,36.95,35.58,-3.61,-4.01,-0.71,-0.58,-1.41,8.2,8.42,8.34,8.6,-1.15,-1.9,-2.32,-2.38,-2.44,0.67,-1.3,-1.3,-0.88,-1.15,1.11,1.23,0.91,-4.21,-2.79,-0.7,3.21,12.11,15.87,13.06,9.69,3.28,-1.75,-0.78,-0.98,-5.37,-5.67,-6.23,-7.12,-3.94,-3.79,-3.5,1.83,4.84,1.87,1.49,-3.99,-4.11,-1.83,-2.55,-2.89,-3.0,-2.75,-1.75,-0.84,-10.89,72.06,71.33,71.15,90.89,-2.26
Rzeczowe składniki majątku trwałego,,,,,-7.84,-6.6,-6.78,-5.22,-4.73,-4.05,-4.5,-4.44,-2.31,-0.37,2.59,5.63,3.71,0.18,-2.76,-5.78,-6.86,-7.25,22.58,24.46,26.54,29.21,-0.71,-0.38,-0.54,1.54,3.17,0.72,-0.69,-3.41,-5.19,-5.36,-2.74,-4.21,-5.77,-5.28,-6.99,-6.59,-3.79,-2.44,-3.53,-1.05,-4.51,-6.3,-6.79,-10.19,-8.77,-18.09,-15.58,-14.18,-12.52,1.07,-9.9,96.15,100.51,101.92,122.88,2.07,1.29,1.11,1.69,1.22,-3.75,-7.89,-7.67,-6.11,-5.39,-3.34,0.68,-0.71,0.03,-4.3,-7.63
Należności długoterminowe,,,,,2.05,-0.27,-5.11,0.21,8.06,16.8,12.03,-1.37,1.43,-6.63,8.38,-2.41,-5.18,9.6,1.2,24.24,48.63,6.97,6.81,14.07,8.92,31.39,23.41,-17.7,-27.98,-28.0,-36.3,-30.92,-26.84,-30.97,-20.1,719.67,811.49,878.13,894.15,-25.36,-69.39,-50.58,-49.97,-57.71,-7.64,-43.1,-1.4,0.76,-3.43,0.11,-43.18,4.55,5.52,16.32,16.84,-2.44,-12.46,-17.5,-15.5,-82.64,-82.08,-90.83,-70.89,232.65,429.26,742.88,154.36,-24.43,-80.31,-68.85,-63.31,16.59,248.75,174.24,148.72,31.61,-6.5
Inwestycje długoterminowe,,,,,-63.68,-63.9,-40.67,-27.66,-5.67,-64.65,-79.12,-63.68,-76.41,-51.41,-63.82,-79.54,-16.14,-7.12,-0.26,34.78,-64.88,-6.3,-21.59,-50.0,-51.99,-64.06,-52.7,2682.57,4115.22,2354.88,2774.11,-2.18,-1.92,-1.25,-0.65,1.1,15.75,62.51,59.7,37.74,138.56,-15.92,-19.14,21.24,-75.52,-48.97,-47.06,7.31,141.02,114.56,-7.39,-63.12,-61.65,-89.73,55.96,47.21,1838.62,8746.97,1195.32,1226.97,6.76,-4.89,-4.07,-3.12,-1.49,0.01,7.97,-2.67,-3.42,-2.96,-20.35,-11.24,-88.61,-89.32,-87.82,-88.42,-11.34
Pozostałe aktywa trwałe,,,,,33.08,23.34,12.13,72.43,3.7,-7.58,12.33,20.7,-51.65,-52.35,-56.52,-71.12,-53.53,-43.32,-42.61,-35.13,11.29,-11.54,-0.78,-57.41,-45.0,-43.58,-62.77,29.99,-3.29,-7.32,19.85,9.58,32.5,73.03,88.81,23.84,-4.48,-14.01,-26.99,28.15,39.81,17.4,72.07,55.56,43.27,46.1,22.57,28.74,13.01,9.19,4.46,23.65,62.1,78.92,85.44,-9.91,2774.52,-3.63,-21.08,15.07,-95.46,72.0,103.24,143.13,62.43,47.57,52.46,15.01,22.22,3.54,4.29,3.23,22.13,20.21,22.34,9.5,-11.62
Aktywa obrotowe,,,,,6.22,-2.89,0.78,10.86,16.88,19.05,18.6,20.22,13.52,-7.99,-14.18,-20.49,-25.36,-15.33,-7.49,-3.38,4.3,10.24,-8.55,16.97,12.22,10.19,30.29,-0.27,-5.86,-8.7,-17.94,-17.8,-11.94,-11.37,-3.08,-11.08,-19.27,-14.66,-23.5,-5.74,-4.57,0.35,8.33,8.26,1.08,-0.23,-7.35,-4.0,4.52,-12.56,7.23,-5.9,-1.76,10.98,-0.24,3.45,-14.34,-17.79,-23.24,-21.65,-8.42,-12.06,10.21,2.07,-4.44,-0.57,-9.54,-0.25,-5.38,-4.31,0.13,-11.1,34.01,24.88,23.28,23.02,-0.95
Zapasy,,,,,-3.26,34.0,-4.8,-1.29,-14.32,-8.81,0.05,-5.85,-0.39,-3.25,-16.37,7.77,31.92,42.56,36.05,-14.3,-30.07,-29.97,-6.99,39.52,72.15,61.96,52.93,29.52,-0.63,-0.38,-20.46,-23.01,-11.43,1.5,7.17,14.93,27.51,13.13,21.37,16.78,14.92,9.01,-1.62,-3.81,-4.69,10.95,28.68,16.53,9.07,-15.31,-14.81,2.85,0.34,12.67,11.38,2.83,4.29,-15.63,-32.9,-40.44,-31.75,-30.4,-21.52,-28.5,-25.62,2.28,2.88,31.24,48.58,47.2,70.47,52.21,21.43,10.41,5.07,13.56,19.95
Należności krótkoterminowe,,,,,12.22,3.6,12.36,-7.33,5.06,12.28,12.28,24.02,14.11,17.69,9.79,-0.53,-5.39,-14.93,-10.05,-12.09,-7.09,-1.02,2.71,10.2,4.91,9.43,4.67,2.27,7.35,0.92,-0.52,-0.19,-8.26,-6.3,-4.49,-3.86,1.55,5.6,5.18,13.14,7.36,12.7,4.06,4.75,2.57,-1.99,-4.56,-9.45,-11.36,-20.58,-12.49,-4.38,4.99,-2.44,-1.27,-6.85,-14.11,-3.83,0.43,1.86,-6.48,-30.98,-20.07,-21.81,-27.59,5.85,4.91,-1.69,14.4,17.36,9.76,10.32,28.12,21.77,16.5,21.81,8.15
Inwestycje krótkoterminowe,,,,,2.83,-7.99,-5.34,26.74,27.29,24.94,23.81,19.36,13.73,-23.31,-28.39,-34.25,-39.33,-18.46,-7.46,5.66,17.55,24.24,-18.69,21.0,14.92,8.32,57.07,-4.1,-15.13,-16.6,-30.78,-30.83,-15.12,-17.12,-2.59,-21.67,-42.36,-38.6,-58.73,-34.68,-27.53,-23.39,23.04,19.7,-0.86,1.37,-36.1,-4.93,32.51,-3.93,87.78,-13.97,-5.85,53.27,9.19,38.76,-19.31,-36.9,-54.81,-54.51,-4.92,31.27,117.95,95.74,45.44,-7.85,-28.0,-1.83,-30.79,-38.8,-29.22,-48.48,28.36,10.74,46.56,30.5,-6.38
Środki pieniężne i inne aktywa pieniężne,,,,,-35.34,-19.47,3.16,76.48,52.84,33.16,4.4,0.88,56.39,3.5,-1.33,-21.89,-53.59,-48.54,-53.33,-52.9,-26.41,-5.17,-17.91,46.8,19.48,-10.08,14.05,-31.18,-39.37,-20.16,-17.41,52.12,95.4,-24.67,-9.02,-47.85,-68.39,-14.63,-53.59,-47.44,-7.52,-62.96,-28.17,-40.45,-33.69,19.56,-16.08,61.08,19.36,153.81,90.23,-61.75,170.54,-44.02,-44.3,71.91,-76.38,-1.68,39.81,85.03,227.08,217.13,283.7,126.57,45.54,-7.81,-28.51,-2.51,-31.44,-39.6,-29.88,-48.8,28.67,10.98,47.68,30.91,-6.43
Pozostałe aktywa obrotowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.75,28.69,-100.0,-100.0,-100.0,-100.0,,,,,,,,-100.0,,,,,,,,,,,,,-100.0
Aktywa razem,,,,,-0.68,-3.15,-1.45,1.91,4.21,5.29,4.34,5.9,3.43,3.25,2.17,-1.51,-3.51,-6.64,-4.97,-3.77,-1.36,-0.04,8.62,17.37,16.43,16.79,7.33,-0.1,-2.25,-2.38,-4.63,-5.59,-4.51,-5.36,-3.37,-3.52,-3.84,-2.75,-5.9,-5.26,-5.91,-4.7,-0.6,3.45,1.41,1.94,-1.48,-2.54,-1.46,-7.17,-3.06,-11.05,-8.66,-5.3,-6.24,0.28,39.47,40.13,41.46,42.34,0.75,-1.1,1.32,1.3,0.99,1.24,-2.38,-4.81,-5.78,-4.78,-4.89,-6.67,15.24,12.68,14.39,14.07,-4.83
Kapitał własny akcjonariuszy jednostki dominującej,,,,,-3.66,-6.1,-2.08,3.53,4.6,1.88,3.27,4.34,4.74,8.84,2.89,-3.99,-7.04,-6.59,-2.7,2.49,5.21,4.03,1.68,2.07,1.07,1.33,3.27,2.05,1.14,-2.89,-4.03,-4.63,-4.64,-0.59,-0.66,0.1,-0.65,-0.89,-3.49,-3.36,-2.59,-2.97,-0.07,0.34,-0.43,-3.73,-4.48,-4.89,-4.85,-0.76,0.34,-9.25,-7.9,-10.33,-10.49,-2.07,-3.29,-4.12,-5.95,-4.49,-8.36,-8.85,-7.52,-11.84,-13.99,-11.99,-11.37,-5.67,-2.88,-3.61,-6.58,-12.94,-4.84,-1.8,-0.54,9.55,4.38
Kapitał (fundusz) podstawowy,,,,,0.0,0.0,0.0,-3.14,-3.14,-3.14,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.35,-7.35,-7.35,-7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.42,-6.42,-6.42,-6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.27,-2.27,-2.27,-2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,89.38,-100.0,-100.0,-100.0,-100.0,,,,,,,,66.6,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,0.0,0.0,0.0,-17.85,-17.85,-17.85,-17.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.33,-49.33,-49.33,-49.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,-101.27,92.55,-12.5,-143.0,-545.45,-90.33,-8.89,81.11,77.46,15.64,26.7,2.11,271.88,-16.16,-51.74,-121.51,4263.64,346.38,2428.44,7624.27,589.58,783.89,5.14,11.31,6.97,4.05,6.0,2.47,0.18,-1.12,-6.16,1.93,5.36,7.16,9.0,-14.04,-9.14,-9.03,-11.88,7.81,19.51,15.13,22.01,20.94,9.64,-6.02,-2.41,-5.6,-2.03,2.78,5.12,10.93,6.49,10.68,6.22,-1.03,-21.85,-12.43,-22.96,-45.63,-53.6,-75.53,-75.1,-47.9,-44.96,-62.86,-84.59,-101.67,2312.09,6102.55,16262.23,110278.78,1.56
Zobowiązania długoterminowe,,,,,-0.61,-5.66,-10.04,-14.96,1.97,1.34,0.55,-0.23,-31.07,-16.09,-18.57,-18.48,-6.13,-24.84,-24.18,-27.87,-32.03,-35.59,59.29,173.68,201.3,227.79,27.92,-19.07,-19.79,-22.87,-18.74,-22.66,-11.42,-29.0,-17.91,-9.49,-20.63,1.92,-10.78,-24.96,-23.28,-21.84,-10.57,2.0,0.86,27.41,17.72,8.26,8.85,-8.54,-15.2,-17.15,-15.92,-14.17,-6.55,8.11,473.68,434.92,452.99,446.33,10.89,11.34,11.39,17.75,14.85,13.49,5.48,-6.15,-10.96,-5.98,-2.21,2.05,15.58,5.79,3.27,-10.19,-19.37
Z tytułu dostaw i usług,,,,,5.33,9.49,-10.43,-18.52,9.98,39.28,13.1,29.64,11.14,-18.79,25.98,20.81,-67.15,-10.25,-13.71,-12.54,230.62,3.24,5.12,12.12,13.86,18.34,17.55,11.17,1.88,25.95,-6.89,-19.63,-13.85,-31.09,-8.88,-0.12,-4.86,4.95,1.83,10.11,8.9,-4.25,1.17,2.78,-6.71,22.23,4.59,-3.08,12.54,-33.36,-16.62,-12.74,39.23,82.97,74.81,65.92,0.94,13.43,9.55,13.4,11.58,-6.45,10.31,-7.33,-12.67,-1.18,-8.1,0.72,2.6,-10.48,-5.85,-5.39,47.32,46.9,45.11,42.85,3.47
Kredyty i pożyczki,,,,,,290.17,,3565900.0,-4.25,-1.89,-6.97,-2.38,402.97,23.52,46.54,71.61,-73.03,171.14,44.5,-28.94,260.68,-27.1,17.19,56.36,64.22,61.57,19.32,6.26,-12.63,13.36,8.77,46.05,25.51,37.2,7.49,-34.12,-2.53,-40.57,-39.67,-40.92,-66.05,-45.89,-30.47,16.72,41.63,16.49,-8.91,-16.68,17.99,-38.62,-3.39,-25.18,-33.18,27.83,30.08,13.85,-2.84,295.41,216.31,7.46,48.41,-70.62,-65.41,142.02,416.44,416.29,276.92,104.4,-3.26,4.31,-4.19,-11.91,0.75,3.72,25.25,9.56,-15.72
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,-13.85,-100.0,128.11,-69.71,-100.0,,-100.0,-100.0,,,,,,,5627.63,7.14,5862.91,5205.23,2.47,-100.0,-100.0,-100.0,-100.0,,,,,,,,,
Inne zobowiązania długoterminowe,,,,,12.69,12.08,12.06,9.38,7.83,5.49,2.51,0.36,-39.8,-37.91,-39.65,-34.29,8.26,9.41,19.4,10.46,4.78,1.19,14.89,14.85,87.33,25.49,1.47,-6.27,-39.93,-9.49,-15.1,-11.69,-14.74,-11.27,-2.44,9.17,12.63,1.87,10.6,-17.39,-21.98,-23.33,-26.91,0.96,12.47,22.85,24.63,-22.87,-20.3,-21.7,-28.02,-38.09,-38.7,-37.67,-36.46,-12.62,143.77,-14.65,-22.35,-5.35,-66.99,224.76,260.39,10.38,110.15,-37.14,-39.67,65.92,-21.11,-31.35,-32.97,-0.2,161.1,180.48,198.01,121.97,-11.27
