,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Koszty finansowe,193.0,-94.0,393.0,369.0,148.0,-3.0,164.0,17407.0,785.0,970.0,359.0,238.0,162.0,91.0,32.0,12.0,16.0,32.0,9.0,66.0,12.0,1973.0,-1917.0,-2392.0,17.0,2559.0,531.0,-1850.0,834.0,1831.0,-585.0,810.0,364.0,-373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,468.0,643.0,950.0,569.0,487.0,502.0,383.0,513.0,479.0,463.0,534.0,484.0,590.0,-618.0,1641.0,729.0,129.0,5.0,-404.0
Pozostałe przychody (koszty),-35.0,264.0,933.0,-878.0,-645.0,597.0,-2907.0,4047.0,-799.0,4054.0,-608.0,1475.0,4743.0,-1911.0,-690.0,693.0,6608.0,50450.0,-7102.0,21735.0,1619.0,-1138.0,-465.0,102.0,0.0,35.0,-34.0,21.0,0.0,4.0,-8.0,21.0,-8.0,-4316.0,5786.0,-166.0,-6484.0,-4315.0,-112.0,-11387.0,-5055.0,8762.0,1232.0,-4108.0,-135.0,-912.0,-7172.0,-3965.0,4.0,-4.0,13.0,21.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-60.0,9.0,49.0,9.0,19.0,36.0,32.0,22.0
Zysk z działalności gospodarczej,16310.0,38517.0,12945.0,13128.0,12337.0,15708.0,6677.0,-43539.0,-1655.0,13820.0,7972.0,1113.0,16275.0,23934.0,22889.0,14368.0,30141.0,99836.0,47959.0,12650.0,30875.0,28943.0,23514.0,2817.0,18614.0,26993.0,23443.0,5541.0,16377.0,14730.0,12994.0,7740.0,7266.0,19525.0,26928.0,14408.0,12472.0,22238.0,18555.0,-2884.0,5384.0,28905.0,21356.0,9485.0,21737.0,24660.0,13848.0,3844.0,18255.0,21545.0,14555.0,10851.0,-7753.0,12934.0,2019.0,10642.0,16917.0,23305.0,21455.0,3321.0,2950.0,50527.0,20034.0,-999.0,12680.0,23164.0,21328.0,8874.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38188.0,325.0,-413.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,16310.0,38517.0,12945.0,13128.0,12337.0,15708.0,6677.0,-43539.0,-1655.0,13820.0,7972.0,1113.0,16275.0,23934.0,22889.0,14368.0,30141.0,99836.0,47959.0,-25538.0,31200.0,28529.0,23593.0,2817.0,18614.0,26993.0,23443.0,5541.0,16377.0,14730.0,12994.0,7740.0,7266.0,19525.0,26928.0,14408.0,12472.0,22238.0,18555.0,-2884.0,5384.0,28905.0,21356.0,9485.0,21737.0,24660.0,13848.0,3844.0,18255.0,21545.0,14555.0,10851.0,-7753.0,12934.0,2019.0,10642.0,16917.0,23305.0,21455.0,3321.0,2950.0,50527.0,20034.0,-999.0,12680.0,23164.0,21328.0,8874.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,-1979.0,586.0,-355.0,-2586.0,-7835.0,0.0,9461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,10417.0,32823.0,6935.0,8421.0,6001.0,7617.0,3347.0,-47407.0,-10376.0,-1238.0,3657.0,12362.0,12011.0,19336.0,17312.0,11675.0,25239.0,75745.0,36856.0,-35409.0,25519.0,20633.0,14732.0,1549.0,13205.0,22399.0,14386.0,494.0,9139.0,14322.0,15040.0,5750.0,-1427.0,14265.0,22376.0,9755.0,9023.0,17786.0,14005.0,-6570.0,460.0,23639.0,17340.0,6953.0,17095.0,18999.0,10034.0,3259.0,13248.0,17531.0,11201.0,5898.0,-6555.0,10316.0,1485.0,6244.0,11949.0,18680.0,17707.0,-2732.0,-898.0,46900.0,13095.0,131.0,8729.0,15821.0,15854.0,9848.0
Zysk netto akcjonariuszy jednostki dominującej,8277.0,27155.0,3989.0,5516.0,3163.0,3881.0,1837.0,-42542.0,-11706.0,-3670.0,18947.0,-5509.0,9547.0,15335.0,13747.0,10380.0,20417.0,62327.0,30503.0,-27106.0,22194.0,18443.0,11617.0,6811.0,13171.0,19321.0,13041.0,979.0,7884.0,13044.0,14222.0,2839.0,-2130.0,13745.0,21837.0,7590.0,9215.0,16936.0,13501.0,-3734.0,211.0,22755.0,16698.0,6694.0,15550.0,17281.0,9401.0,4033.0,13325.0,16260.0,10365.0,5838.0,-6401.0,9606.0,1154.0,5681.0,10537.0,17043.0,16359.0,-2442.0,-1238.0,44990.0,12121.0,-183.0,7556.0,14045.0,14556.0,8761.0
Aktywa trwałe,53937.0,59014.0,85511.0,70379.0,70742.0,70203.0,81649.0,98773.0,86400.0,75273.0,67325.0,61212.0,56651.0,64990.0,58836.0,59844.0,58281.0,36581.0,42153.0,73337.0,71975.0,77722.0,74591.0,81739.0,91381.0,99680.0,92830.0,89368.0,89128.0,88819.0,90508.0,86670.0,72461.0,67450.0,56467.0,54398.0,47605.0,50336.0,50101.0,59582.0,57626.0,51707.0,49550.0,46597.0,45233.0,47973.0,44448.0,45580.0,82163.0,81851.0,86156.0,81704.0,71999.0,71630.0,61823.0,58419.0,62075.0,59064.0,59208.0,61733.0,55672.0,71552.0,82475.0,64167.0,61413.0,55776.0,53337.0,55902.0
Wartości niematerialne i prawne,4090.0,4044.0,7200.0,6405.0,6075.0,5702.0,10371.0,4289.0,3446.0,1757.0,2424.0,2342.0,2120.0,2392.0,2045.0,2115.0,2082.0,1308.0,1359.0,746.0,1078.0,1001.0,1123.0,1811.0,2114.0,2606.0,3010.0,2982.0,3066.0,3150.0,3144.0,2928.0,2552.0,2269.0,1950.0,1888.0,1468.0,1421.0,1319.0,1287.0,1135.0,896.0,918.0,905.0,930.0,1069.0,1183.0,1122.0,1394.0,1492.0,1776.0,1801.0,1703.0,1795.0,1648.0,1726.0,1985.0,2089.0,2358.0,2461.0,2187.0,2804.0,3326.0,2744.0,2754.0,2559.0,2665.0,2517.0
Rzeczowe składniki majątku trwałego,48249.0,51482.0,59851.0,56442.0,56751.0,57535.0,63333.0,78274.0,73966.0,57001.0,49172.0,44171.0,40430.0,46561.0,42334.0,45330.0,42462.0,29688.0,34910.0,62736.0,61221.0,65901.0,63534.0,69667.0,78180.0,85969.0,79460.0,75301.0,73815.0,73323.0,74850.0,70371.0,59687.0,55601.0,46107.0,44145.0,38172.0,39622.0,39502.0,47182.0,44405.0,39852.0,37929.0,35474.0,34034.0,35704.0,32006.0,31794.0,67763.0,67109.0,70153.0,69209.0,57168.0,57410.0,47966.0,44722.0,47703.0,44675.0,44170.0,45861.0,40421.0,52048.0,61213.0,43372.0,41322.0,37512.0,34762.0,37541.0
Należności długoterminowe,1142.0,1228.0,16217.0,136.0,1079.0,174.0,147.0,6947.0,287.0,8389.0,7985.0,2605.0,2460.0,2711.0,2635.0,127.0,136.0,207.0,154.0,62.0,25.0,13.0,8.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,983.0,1057.0,1086.0,1064.0,1098.0,1692.0,1085.0,1256.0,1381.0,1407.0,1404.0,1422.0,1206.0,1255.0,1064.0,1149.0,1165.0,1212.0,1186.0,1205.0,1103.0,1919.0,1977.0,1412.0,1487.0,1397.0,1326.0,1270.0
Inwestycje długoterminowe,457.0,2259.0,2244.0,7397.0,6837.0,6792.0,7798.0,9263.0,8702.0,8126.0,7744.0,7333.0,6689.0,7807.0,6989.0,7030.0,6640.0,3939.0,4252.0,8189.0,8698.0,9997.0,9161.0,6615.0,10001.0,10174.0,9504.0,9178.0,9248.0,9441.0,9975.0,10490.0,2278.0,7978.0,6824.0,6405.0,5677.0,6014.0,5989.0,4911.0,6342.0,5773.0,5662.0,5401.0,5332.0,4898.0,5288.0,5246.0,5415.0,1680.0,1784.0,1716.0,1479.0,4895.0,4305.0,6059.0,6231.0,6157.0,6505.0,6568.0,5690.0,7217.0,8288.0,6481.0,6045.0,5380.0,5665.0,5205.0
Pozostałe aktywa trwałe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4761.0,4951.0,5518.0,4832.0,5243.0,6961.0,1439.0,1478.0,1603.0,953.0,810.0,765.0,3643.0,1082.0,926.0,856.0,1908.0,2999.0,2904.0,2539.0,1854.0,7945.0,1602.0,1585.0,1960.0,2288.0,3279.0,3290.0,6110.0,4760.0,4129.0,3956.0,3754.0,3838.0,4610.0,4886.0,6162.0,6211.0,10162.0,11039.0,7555.0,10443.0,6275.0,6840.0,4762.0,4991.0,4932.0,4990.0,5639.0,6272.0,7564.0,7670.0,10158.0,9805.0,8927.0,8919.0,9370.0
Aktywa obrotowe,157237.0,164125.0,177286.0,179061.0,180874.0,179829.0,193574.0,223495.0,233095.0,162515.0,160311.0,162077.0,167538.0,200039.0,178988.0,197912.0,217301.0,198624.0,235099.0,229148.0,243990.0,280594.0,229554.0,228314.0,268799.0,275601.0,248458.0,228428.0,238657.0,252388.0,239832.0,200349.0,171942.0,177734.0,160300.0,174168.0,183195.0,211725.0,187744.0,188803.0,189342.0,187479.0,169960.0,173960.0,156838.0,174861.0,141823.0,150087.0,138971.0,131769.0,108461.0,115503.0,117750.0,120033.0,126461.0,136584.0,153599.0,164471.0,184839.0,185498.0,180182.0,226967.0,257101.0,235944.0,242813.0,246142.0,263450.0,258249.0
Zapasy,56661.0,67766.0,73208.0,77271.0,80519.0,79119.0,82505.0,115843.0,118162.0,78334.0,63719.0,69917.0,67631.0,69334.0,49367.0,62541.0,69406.0,51272.0,66821.0,95372.0,101672.0,101449.0,81560.0,100562.0,110120.0,104238.0,87918.0,103153.0,110723.0,115028.0,99761.0,112789.0,98537.0,72072.0,59713.0,65925.0,64739.0,62364.0,58988.0,71611.0,76003.0,66415.0,61853.0,74075.0,77281.0,81606.0,70888.0,75874.0,81480.0,78913.0,76118.0,82440.0,78400.0,81482.0,74095.0,85498.0,91580.0,90398.0,91537.0,96155.0,87034.0,115924.0,116525.0,104416.0,101066.0,93109.0,96777.0,104091.0
Należności krótkoterminowe,62682.0,43085.0,48397.0,48697.0,62132.0,60201.0,68595.0,72629.0,81901.0,62172.0,47128.0,47265.0,58018.0,57805.0,41533.0,49131.0,59637.0,64316.0,64474.0,53258.0,76365.0,84514.0,70926.0,60285.0,81865.0,81151.0,54626.0,44981.0,58540.0,63350.0,46649.0,30838.0,23324.0,24390.0,15518.0,17583.0,20360.0,23004.0,16200.0,18523.0,15736.0,15676.0,12910.0,11328.0,15752.0,16548.0,14916.0,15686.0,21567.0,16757.0,10658.0,11115.0,10434.0,10174.0,7741.0,9636.0,10635.0,10674.0,9451.0,10694.0,12971.0,15081.0,12618.0,9450.0,12287.0,14308.0,11812.0,10861.0
Inwestycje krótkoterminowe,27001.0,33459.0,43698.0,41261.0,24702.0,30080.0,27921.0,21901.0,21809.0,18218.0,44933.0,40416.0,38776.0,70110.0,84656.0,85020.0,86172.0,82228.0,101519.0,79317.0,58887.0,93143.0,73818.0,66474.0,74362.0,88350.0,104176.0,79481.0,66403.0,72903.0,93423.0,56723.0,50082.0,81271.0,85069.0,90659.0,98096.0,126357.0,112556.0,98668.0,97604.0,105388.0,95197.0,88557.0,63805.0,76707.0,56019.0,58527.0,35924.0,36099.0,21684.0,21948.0,28916.0,28377.0,44625.0,41450.0,51384.0,63391.0,83842.0,78641.0,80135.0,95910.0,127896.0,121511.0,128918.0,138142.0,154314.0,142954.0
Środki pieniężne i inne aktywa pieniężne,27001.0,33459.0,43698.0,41261.0,24702.0,30080.0,27921.0,21901.0,21809.0,18218.0,44933.0,40416.0,38776.0,70110.0,84656.0,85020.0,86172.0,82228.0,101519.0,79317.0,58887.0,93143.0,73818.0,66474.0,74362.0,88350.0,104176.0,79481.0,66403.0,72903.0,93423.0,56723.0,50082.0,81220.0,85018.0,90659.0,98071.0,126330.0,112530.0,98668.0,97566.0,105379.0,95188.0,88548.0,63797.0,76699.0,55947.0,58493.0,35916.0,36091.0,21676.0,21940.0,28907.0,28368.0,44616.0,41441.0,51375.0,63391.0,83842.0,78641.0,80135.0,95910.0,127896.0,121511.0,128918.0,138142.0,154314.0,142954.0
Pozostałe aktywa obrotowe,10893.0,19816.0,11982.0,11831.0,13521.0,10428.0,14553.0,13122.0,11222.0,3790.0,2588.0,2502.0,2711.0,2496.0,3253.0,1141.0,2014.0,749.0,2223.0,1188.0,7054.0,1487.0,3250.0,993.0,2452.0,1862.0,1737.0,813.0,2991.0,1107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,42.0,51.0,63.0,567.0,542.0,583.0,547.0,343.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942.0,1976.0,402.0,294.0,179.0,79.0,72.0,60.0,62.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,211174.0,223139.0,262797.0,249440.0,251615.0,250032.0,275224.0,322268.0,319496.0,237787.0,227636.0,223289.0,224189.0,265029.0,237825.0,257756.0,275581.0,235205.0,277253.0,302485.0,315965.0,358316.0,304146.0,310053.0,360180.0,375281.0,341288.0,317796.0,327785.0,341206.0,330341.0,287019.0,244404.0,245184.0,216766.0,228566.0,230801.0,262060.0,237846.0,248385.0,246968.0,239186.0,219510.0,220557.0,202071.0,222834.0,186271.0,195667.0,221134.0,213620.0,194616.0,197207.0,189749.0,191663.0,188283.0,195003.0,215674.0,223535.0,244047.0,247232.0,235854.0,298519.0,339576.0,300111.0,304225.0,301917.0,316788.0,314152.0
Kapitał własny akcjonariuszy jednostki dominującej,121409.0,139824.0,178007.0,167981.0,162652.0,159331.0,173834.0,170997.0,161494.0,141226.0,134519.0,128620.0,129357.0,165401.0,153400.0,166499.0,178221.0,128612.0,175716.0,185360.0,206936.0,197507.0,201868.0,210133.0,239954.0,241236.0,240249.0,219155.0,223110.0,226428.0,243866.0,199373.0,173594.0,171580.0,169463.0,173004.0,175500.0,179715.0,187930.0,192010.0,185338.0,156854.0,169162.0,170898.0,139941.0,134145.0,140892.0,118087.0,130230.0,114766.0,113661.0,112101.0,101703.0,110185.0,109485.0,113081.0,124281.0,137871.0,159840.0,157060.0,150322.0,199412.0,234203.0,210042.0,212123.0,210935.0,231826.0,235314.0
Kapitał (fundusz) podstawowy,93843.0,91328.0,96572.0,91574.0,90137.0,85750.0,87133.0,106667.0,120189.0,114265.0,107951.0,105026.0,98737.0,105987.0,101928.0,100247.0,101553.0,78735.0,87121.0,69785.0,65753.0,67329.0,64998.0,64450.0,65836.0,68228.0,66449.0,49020.0,49305.0,49182.0,49354.0,49869.0,47841.0,49074.0,49592.0,48581.0,48660.0,50451.0,49157.0,49106.0,46840.0,46914.0,47831.0,45046.0,45452.0,47105.0,46131.0,46440.0,15485.0,15307.0,15745.0,15331.0,16388.0,16078.0,16296.0,16613.0,16777.0,16275.0,16678.0,16558.0,16749.0,16850.0,17531.0,16884.0,16832.0,16021.0,16688.0,15653.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1878.0,-2116.0,-2011.0,-1900.0,-1849.0,-1738.0,-1866.0,-1794.0,-1232.0,-1488.0,-1100.0,-1275.0,-1360.0,-1282.0,-1312.0,-1267.0,-82.0,-84.0,-87.0,-717.0,-929.0,-3124.0,-3645.0,-4860.0,-2493.0,-4927.0,-6094.0,-7875.0,-2467.0,-4435.0,-4598.0,-8986.0,-4415.0,-8254.0,-10651.0,-10859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,20528.0,19978.0,55382.0,51359.0,50553.0,48093.0,48868.0,59824.0,67407.0,64085.0,60544.0,58903.0,55376.0,59442.0,57166.0,55959.0,56688.0,101917.0,62021.0,62144.0,58554.0,59956.0,57881.0,56507.0,57740.0,59838.0,58278.0,57323.0,57656.0,57512.0,57714.0,55691.0,53427.0,54804.0,55382.0,50772.0,50854.0,52725.0,51373.0,47722.0,45519.0,45591.0,46482.0,35732.0,36054.0,37366.0,36593.0,36838.0,36849.0,21120.0,21724.0,21152.0,22611.0,22183.0,22485.0,22922.0,23148.0,22455.0,23012.0,22845.0,23109.0,23249.0,24188.0,23295.0,23223.0,22105.0,23025.0,21597.0
Udziały niekontrolujące,42162.0,30699.0,33514.0,31206.0,31598.0,35377.0,38476.0,37860.0,36689.0,36517.0,35668.0,35745.0,35969.0,45160.0,41820.0,43460.0,43738.0,41413.0,31562.0,44985.0,42386.0,48178.0,40928.0,41099.0,45931.0,48617.0,47172.0,41518.0,37742.0,38534.0,37483.0,30868.0,16242.0,16237.0,14517.0,14400.0,14824.0,16830.0,17183.0,17497.0,12828.0,12527.0,12820.0,12388.0,13762.0,14943.0,14343.0,13541.0,12611.0,14095.0,14840.0,14594.0,15023.0,15256.0,16251.0,15293.0,15146.0,16135.0,17624.0,17078.0,18903.0,20431.0,18452.0,19613.0,22003.0,22621.0,23354.0,11927.0
Zobowiązania długoterminowe,2078.0,1661.0,1284.0,1093.0,839.0,2153.0,1844.0,5291.0,5411.0,2150.0,3184.0,1446.0,1000.0,1310.0,1140.0,0.0,0.0,1654.0,1910.0,8485.0,10720.0,11791.0,11280.0,8839.0,9524.0,9819.0,9491.0,8099.0,692.0,982.0,1111.0,1206.0,0.0,71.0,0.0,55.0,55.0,62.0,142.0,164.0,55.0,38.0,56.0,259.0,257.0,275.0,252.0,292.0,28599.0,28093.0,32198.0,27288.0,28069.0,30239.0,31013.0,26115.0,28442.0,28689.0,30767.0,30006.0,30460.0,38755.0,46891.0,24017.0,25425.0,25576.0,26015.0,22188.0
Z tytułu dostaw i usług,1648.0,29125.0,29616.0,28133.0,32384.0,23741.0,28490.0,44787.0,44296.0,27653.0,30154.0,32557.0,30368.0,28929.0,25270.0,30419.0,31754.0,28827.0,30848.0,32291.0,28761.0,92108.0,42129.0,45669.0,52589.0,67657.0,38267.0,44943.0,46514.0,52502.0,28602.0,41357.0,40338.0,45954.0,27360.0,32417.0,31808.0,53372.0,25031.0,30499.0,41417.0,62852.0,30164.0,33471.0,38529.0,64892.0,23830.0,60901.0,34195.0,44867.0,24492.0,29379.0,31452.0,26577.0,22566.0,25764.0,29653.0,26288.0,26055.0,29914.0,22276.0,22443.0,21150.0,27375.0,25252.0,23702.0,21667.0,32075.0
