,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Koszty finansowe,10925.0,10.0,39.0,29.0,22.0,-44.0,1005.0,7.0,1594.0,135.0,418.0,-165.0,-14.0,183.0,0.0,80.0,668.0,437.0,289.0,-288.0,-62.0,98.0,176.0,73.0,184.0,129.0,127.0,313.0,29.0,16.0,37.0,110.0,128.0,115.0,117.0,18.0,48.0,74.0,64.0,108.0,86.0,59.0,59.0,56.0,82.0,42.0,89.0,10.0,102.0,22.0,31.0,38.0,44.0,38.0,127.0,34.0,-35.0,82.0,75.0,124.0,86.0,74.0,61.0,80.0,77.0,62.0,59.0,125.0,140.0,68.0,73.0,190.0,146.0,83.0,85.0,79.0,83.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-10.0,1717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,31.0,52.0,376.0,-487.0,492.0,-783.0,-351.0,-376.0,-3422.0,2319.0,-2104.0,666.0,1548.0,151.0,681.0,-300.0,3191.0,-100.0,-2003.0,-448.0,2146.0,-1967.0,-861.0,221.0,3910.0,-883.0,-1363.0,-99.0,1315.0,-932.0,522.0,-780.0,1785.0,-1465.0,-617.0,-1284.0,3614.0,-64.0,-934.0,-892.0,3249.0,-789.0,908.0,323.0,800.0,-384.0,7.0,-36.0,1756.0,-516.0,-261.0,80.0,896.0,-967.0,201.0,230.0,-263.0,-261.0,-784.0,-901.0,2403.0,-587.0,1289.0,384.0,-708.0,80.0,937.0,1243.0,1815.0,-256.0,887.0,1329.0,2430.0,3107.0,6604.0,2713.0,3814.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,31.0,52.0,376.0,-487.0,492.0,-783.0,-351.0,-376.0,-3422.0,2319.0,-2104.0,666.0,1548.0,151.0,681.0,-300.0,3191.0,-100.0,-2003.0,-448.0,2146.0,-1967.0,-861.0,221.0,3910.0,-883.0,-1363.0,-99.0,1315.0,-932.0,522.0,-780.0,1785.0,-1465.0,-617.0,-1284.0,3614.0,-64.0,-934.0,-892.0,3249.0,-789.0,908.0,323.0,800.0,-384.0,7.0,-36.0,1756.0,-516.0,-261.0,80.0,896.0,-967.0,201.0,230.0,-263.0,-261.0,-784.0,-901.0,2403.0,-587.0,1289.0,384.0,-708.0,80.0,937.0,1243.0,1815.0,-256.0,887.0,1329.0,2430.0,3107.0,6604.0,2713.0,3814.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,26.0,-3.0,283.0,-443.0,458.0,-796.0,-379.0,-338.0,-3433.0,1466.0,-1840.0,1271.0,379.0,111.0,604.0,-368.0,2928.0,-98.0,-2003.0,-446.0,2912.0,-2071.0,-1157.0,112.0,4151.0,-972.0,-1340.0,-83.0,1334.0,-922.0,539.0,-793.0,1706.0,-1430.0,-628.0,-1350.0,3616.0,-54.0,-921.0,-884.0,2967.0,-833.0,723.0,221.0,538.0,-453.0,-74.0,-44.0,1659.0,-633.0,-374.0,91.0,1039.0,-1010.0,425.0,-21.0,-65.0,-351.0,-831.0,-940.0,2903.0,-1102.0,1306.0,348.0,-220.0,-214.0,227.0,1076.0,1493.0,-369.0,927.0,1107.0,1781.0,2528.0,5369.0,2188.0,3047.0
Zysk netto akcjonariuszy jednostki dominującej,26.0,-3.0,283.0,-443.0,458.0,-779.0,-362.0,-287.0,-3468.0,636.0,-111.0,372.0,-690.0,111.0,604.0,-368.0,2928.0,-216.0,-1885.0,-446.0,2912.0,-2071.0,-1157.0,775.0,3488.0,-972.0,-1340.0,589.0,1340.0,-884.0,521.0,-772.0,1712.0,-1361.0,-647.0,-1531.0,3702.0,5.0,-915.0,-855.0,2954.0,-761.0,737.0,213.0,563.0,-426.0,-63.0,-61.0,1677.0,-593.0,-393.0,63.0,1037.0,-969.0,389.0,-30.0,-82.0,-369.0,-868.0,-965.0,2896.0,-1088.0,1319.0,280.0,-110.0,-61.0,56.0,895.0,1588.0,-357.0,808.0,997.0,1832.0,2481.0,5287.0,2175.0,3091.0
Aktywa trwałe,4536.0,8862.0,10000.0,12001.0,10726.0,10729.0,10460.0,10796.0,10506.0,10084.0,9814.0,9623.0,9464.0,9234.0,8970.0,8748.0,9547.0,13521.0,12896.0,12511.0,13443.0,12830.0,12688.0,12237.0,12117.0,10796.0,10756.0,9799.0,10088.0,9747.0,9435.0,9106.0,13450.0,8480.0,8367.0,13382.0,19569.0,19263.0,19129.0,18888.0,20938.0,20746.0,20675.0,20626.0,20610.0,20571.0,20555.0,20910.0,20891.0,20645.0,20411.0,20864.0,22129.0,22022.0,22941.0,22875.0,22773.0,25169.0,24997.0,24985.0,24110.0,23149.0,23420.0,23430.0,22694.0,22699.0,21863.0,21872.0,23402.0,23499.0,23892.0,24554.0,26569.0,27921.0,27788.0,27419.0,29884.0
Wartości niematerialne i prawne,4.0,304.0,271.0,238.0,211.0,187.0,150.0,532.0,480.0,434.0,457.0,505.0,493.0,572.0,594.0,686.0,667.0,677.0,660.0,656.0,651.0,649.0,679.0,677.0,644.0,725.0,698.0,86.0,613.0,564.0,515.0,467.0,4854.0,370.0,322.0,5419.0,6359.0,6319.0,6445.0,6423.0,6290.0,6178.0,6183.0,6227.0,6403.0,6121.0,6119.0,8363.0,6395.0,6322.0,6185.0,6281.0,6576.0,6175.0,6885.0,6887.0,6611.0,6410.0,6331.0,6429.0,6285.0,5976.0,6264.0,6443.0,6788.0,6702.0,6855.0,7160.0,7945.0,8272.0,8659.0,9132.0,9920.0,11438.0,11304.0,11180.0,11737.0
Rzeczowe składniki majątku trwałego,3103.0,8227.0,9398.0,11432.0,10433.0,10460.0,10241.0,10191.0,9917.0,9540.0,9247.0,9008.0,8731.0,8422.0,8135.0,7821.0,7579.0,11543.0,10936.0,10554.0,10679.0,10207.0,9308.0,8993.0,8749.0,8469.0,8322.0,8068.0,7809.0,7509.0,7229.0,6963.0,6781.0,6518.0,6447.0,6181.0,11453.0,11182.0,10914.0,10687.0,593.0,540.0,525.0,497.0,525.0,856.0,924.0,1051.0,1094.0,1042.0,1033.0,1390.0,909.0,1250.0,1250.0,1447.0,1300.0,3997.0,3972.0,3921.0,3557.0,3450.0,3315.0,3203.0,3739.0,3990.0,3819.0,3651.0,3666.0,3506.0,3342.0,3598.0,3573.0,3472.0,3339.0,3167.0,3482.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,350.0,350.0,350.0,350.0,345.0,330.0,316.0,301.0,291.0,286.0,271.0,244.0,344.0,376.0,356.0,407.0,407.0,383.0,383.0,203.0,203.0,203.0,203.0,205.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,0.0,987.0,41.0,1020.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10807.0,10807.0,10807.0,10807.0,10807.0,10807.0,10807.0,10807.0,10807.0,10807.0,10807.0,10807.0,11715.0,11715.0,11715.0,11715.0,11835.0,11835.0,11835.0,11835.0,10960.0,10960.0,10960.0,10960.0,9182.0,9182.0,9062.0,9062.0,9842.0,9842.0,9842.0,9842.0,11255.0,11249.0,11249.0,11249.0,12897.0
Pozostałe aktywa trwałe,1429.0,331.0,331.0,331.0,82.0,82.0,69.0,73.0,109.0,110.0,110.0,110.0,240.0,240.0,241.0,241.0,1301.0,1301.0,1300.0,1294.0,2072.0,1974.0,1714.0,2526.0,1704.0,1602.0,1726.0,1645.0,1666.0,1674.0,1691.0,1676.0,1815.0,1592.0,1598.0,1782.0,1757.0,1762.0,1770.0,1778.0,3248.0,3221.0,3160.0,3095.0,2875.0,2787.0,2705.0,689.0,2595.0,2474.0,2386.0,2386.0,2579.0,2532.0,2741.0,2476.0,2677.0,2582.0,2529.0,2484.0,3007.0,2472.0,2595.0,2553.0,2741.0,2481.0,1751.0,1643.0,1542.0,1472.0,1666.0,1599.0,1618.0,1559.0,1693.0,1620.0,1563.0
Aktywa obrotowe,38121.0,34536.0,34795.0,33997.0,31590.0,32159.0,31513.0,37612.0,32803.0,33232.0,32125.0,32897.0,35752.0,35839.0,35857.0,37604.0,43619.0,41431.0,38353.0,36666.0,43186.0,37777.0,37187.0,37359.0,42267.0,41608.0,38055.0,29625.0,28140.0,26808.0,28267.0,26519.0,23577.0,27652.0,26128.0,20438.0,26806.0,24782.0,24491.0,22819.0,19597.0,18883.0,19126.0,18885.0,21600.0,18924.0,18737.0,18443.0,22458.0,19606.0,17652.0,17734.0,17899.0,17059.0,18257.0,15840.0,17153.0,17407.0,16323.0,15474.0,15185.0,14961.0,16577.0,17086.0,19456.0,19403.0,21332.0,20951.0,18633.0,18118.0,20841.0,22774.0,23541.0,29737.0,40959.0,37071.0,36367.0
Zapasy,15680.0,16012.0,17127.0,18967.0,16721.0,17098.0,18365.0,24531.0,18941.0,18829.0,18120.0,20073.0,18544.0,19668.0,21112.0,23269.0,19137.0,21275.0,22790.0,22816.0,18148.0,17804.0,20212.0,22239.0,18044.0,19619.0,20826.0,16631.0,15385.0,16031.0,16340.0,17089.0,9777.0,16154.0,15638.0,10117.0,7756.0,8374.0,9402.0,9751.0,11222.0,11808.0,11930.0,12365.0,11727.0,11828.0,12047.0,12113.0,10780.0,11829.0,11203.0,10875.0,10588.0,11423.0,11945.0,11590.0,10432.0,10616.0,10472.0,10180.0,8470.0,9079.0,9081.0,8990.0,8322.0,8733.0,9038.0,9057.0,8354.0,9261.0,9674.0,9938.0,9975.0,11121.0,11337.0,11195.0,11625.0
Należności krótkoterminowe,12247.0,12794.0,13011.0,12118.0,13195.0,13678.0,12085.0,12623.0,13301.0,13247.0,12749.0,11710.0,16276.0,15093.0,13833.0,13485.0,23527.0,18945.0,14453.0,12955.0,24278.0,17952.0,15885.0,14294.0,23306.0,19813.0,16127.0,12345.0,11574.0,10301.0,11363.0,8796.0,13374.0,10992.0,9740.0,9097.0,18549.0,15865.0,14611.0,12160.0,7780.0,6519.0,6703.0,6107.0,9381.0,6587.0,6281.0,5932.0,11148.0,5741.0,5718.0,6115.0,6717.0,3842.0,5661.0,3606.0,6300.0,5504.0,5321.0,4829.0,6190.0,3727.0,5066.0,5191.0,9032.0,6066.0,8260.0,6519.0,7544.0,6095.0,8256.0,8680.0,10147.0,11970.0,20707.0,11826.0,11027.0
Inwestycje krótkoterminowe,10134.0,5668.0,4609.0,2860.0,1629.0,1254.0,968.0,334.0,421.0,915.0,1033.0,930.0,529.0,577.0,544.0,423.0,528.0,693.0,668.0,584.0,428.0,1516.0,682.0,530.0,639.0,1754.0,852.0,453.0,1015.0,213.0,366.0,433.0,311.0,331.0,593.0,1023.0,391.0,349.0,321.0,771.0,502.0,394.0,345.0,302.0,429.0,338.0,289.0,242.0,459.0,1883.0,583.0,613.0,529.0,1644.0,492.0,492.0,349.0,1087.0,369.0,340.0,462.0,2011.0,2291.0,2803.0,2015.0,4430.0,3886.0,5253.0,2612.0,2534.0,2728.0,3995.0,3257.0,6442.0,8725.0,13856.0,13542.0
Środki pieniężne i inne aktywa pieniężne,10134.0,5668.0,4609.0,2860.0,1629.0,1254.0,968.0,334.0,421.0,915.0,1033.0,930.0,529.0,577.0,544.0,423.0,528.0,693.0,668.0,584.0,428.0,1516.0,682.0,530.0,639.0,1754.0,852.0,453.0,1015.0,213.0,366.0,433.0,311.0,331.0,593.0,1023.0,391.0,349.0,321.0,771.0,502.0,394.0,345.0,302.0,429.0,338.0,289.0,202.0,459.0,1883.0,583.0,613.0,529.0,1644.0,492.0,492.0,349.0,1087.0,369.0,340.0,462.0,2011.0,2291.0,2803.0,2015.0,4430.0,3766.0,5133.0,2612.0,2534.0,2728.0,3995.0,3257.0,6429.0,8725.0,13824.0,13542.0
Pozostałe aktywa obrotowe,60.0,62.0,48.0,52.0,45.0,129.0,95.0,124.0,140.0,241.0,223.0,184.0,403.0,501.0,368.0,427.0,427.0,518.0,442.0,311.0,332.0,505.0,408.0,296.0,278.0,422.0,250.0,196.0,166.0,263.0,198.0,201.0,115.0,175.0,157.0,201.0,110.0,194.0,157.0,137.0,93.0,162.0,148.0,111.0,63.0,171.0,120.0,156.0,71.0,153.0,148.0,131.0,65.0,150.0,159.0,152.0,72.0,200.0,161.0,125.0,63.0,144.0,139.0,102.0,87.0,174.0,148.0,122.0,123.0,228.0,183.0,161.0,162.0,204.0,190.0,194.0,173.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,42657.0,43398.0,44795.0,45998.0,42316.0,42888.0,41973.0,48408.0,43309.0,43316.0,41939.0,42520.0,45216.0,45073.0,44827.0,46352.0,53166.0,54952.0,51249.0,49177.0,56629.0,50607.0,49875.0,49596.0,54384.0,52404.0,48811.0,39424.0,38228.0,36555.0,37702.0,35625.0,37027.0,36132.0,34495.0,33820.0,46375.0,44045.0,43620.0,41707.0,40535.0,39629.0,39801.0,39511.0,42210.0,39495.0,39292.0,39353.0,43349.0,40251.0,38063.0,38598.0,40028.0,39081.0,41198.0,38715.0,39926.0,42576.0,41320.0,40459.0,39295.0,38110.0,39997.0,40516.0,42150.0,42102.0,43195.0,42823.0,42035.0,41617.0,44733.0,47328.0,50110.0,57658.0,68747.0,64490.0,66251.0
Kapitał własny akcjonariuszy jednostki dominującej,25798.0,26334.0,26606.0,26163.0,26369.0,25358.0,25333.0,23229.0,17304.0,17956.0,16031.0,16409.0,17522.0,17546.0,18017.0,17532.0,22409.0,26811.0,24035.0,23619.0,26294.0,24301.0,23562.0,23803.0,25648.0,24990.0,23692.0,23739.0,24901.0,23811.0,24046.0,23163.0,23085.0,22705.0,22570.0,20131.0,28168.0,28170.0,27255.0,26692.0,22586.0,21823.0,22158.0,22370.0,22936.0,22510.0,22283.0,22193.0,23851.0,23206.0,22813.0,22870.0,23897.0,22901.0,23282.0,23246.0,23167.0,22780.0,21906.0,20932.0,23045.0,21944.0,23276.0,23555.0,23440.0,23378.0,22598.0,24041.0,25625.0,25268.0,26096.0,27164.0,29806.0,32286.0,37573.0,40147.0,39967.0
Kapitał (fundusz) podstawowy,9300.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5827.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,5724.0,6261.0,6261.0,6261.0,6261.0,6261.0,6261.0,6261.0,6261.0,6661.0,6661.0
Udziały (akcje) własne,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-307.0,-463.0,-664.0,-664.0,-775.0,-775.0,-875.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-173.0,-28.0,-42.0,-95.0,-95.0,-101.0,-109.0,-135.0,-144.0,-149.0,-151.0,-169.0,-176.0,-185.0,0.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,11376.0,11223.0,11246.0,11246.0,11246.0,11127.0,11127.0,11137.0,11137.0,11260.0,11249.0,11250.0,11250.0,11395.0,12445.0,12445.0,12789.0,12789.0,13399.0,13262.0,13399.0,13402.0,13426.0,13428.0,13428.0,13993.0,14010.0,14010.0,14010.0,14010.0,14010.0,14010.0,14010.0,14010.0,13877.0,13877.0,13877.0,13877.0,13877.0,13877.0,13877.0,13877.0,13877.0,13877.0,13877.0,13877.0,11968.0,11926.0,11936.0,11989.0,11989.0,11995.0,12000.0,12027.0,12035.0,12035.0,12047.0,12065.0,12072.0,12081.0,15331.0,21262.0,21262.0,6160.0,6160.0,6160.0,7200.0,7736.0,13659.0,13658.0,13658.0,13658.0,14544.0,13668.0,13756.0,15077.0,15551.0
