,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Zysk netto,,,,,258.19,39.58,34.04,-207.98,0.84,76.92,-218.1,30.79,213.46,65.91,-76.87,-354.37,-10516.91,-28.77,-135.95,-334.76,0.42,103.12,45.02,79.48,80.63,-51.9,69.29,190.43,-21.39,41.48,-22.8,-258.81,-25.35,-8.57,389.58,51.16,-21.75,11.79,-229.86,-151.04,-79.7,21.57,166.76,86.84,109.13,74.45,-5.89,-231.29,-894.79,-65.87,-79.12,-223.76,60.51,-56.78,-869.7,-24.94
Zysk netto akcjonariuszy jednostki dominującej,,,,,591.45,39.25,34.03,-233.98,64.73,75.71,-211.98,19.59,109.61,65.84,-79.22,-306.09,-9046.61,-28.77,-140.79,-335.89,4.87,98.55,52.7,78.9,81.07,-50.98,66.88,181.4,-31.27,42.01,-24.8,-278.69,-23.89,-8.37,402.97,53.93,-21.75,11.33,-232.13,-151.27,-79.7,21.57,169.87,84.69,109.49,74.67,-7.96,-156.28,-863.36,-65.86,-80.69,-260.79,61.34,-56.56,-907.3,-26.55
Aktywa trwałe,,,,,3.62,-5.33,35.85,45.33,55.67,68.34,28.62,54.65,62.89,47.09,64.68,32.81,-9.34,-21.95,-28.66,-45.95,-47.63,-40.1,-37.72,24.64,54.57,58.93,41.73,-15.05,-9.13,-17.28,-12.59,1.88,12.58,23.95,12.66,-5.3,99.44,85.58,152.7,138.03,7.68,12.23,-14.65,-11.15,14.43,27.24,55.82,55.87,18.01,8.25,-14.83,-23.81,-23.92,-30.67,-14.01,-2.84
Wartości niematerialne i prawne,,,,,65.13,511.36,686.34,1141.1,1077.54,323.83,227.3,540.58,419.35,180.18,185.7,16.13,-19.21,-26.63,-23.77,-51.83,-52.43,-43.85,-45.6,-44.39,-33.74,-34.02,-34.36,-24.34,-17.97,-28.38,-27.95,-40.15,-38.87,-30.72,-35.59,-22.31,-16.75,-22.31,1.35,-6.93,-17.9,-18.83,-36.66,-37.06,-28.02,-31.22,-21.16,-20.96,-30.44,-25.42,-39.19,-45.55,-42.82,-46.98,-33.93,-33.35
Rzeczowe składniki majątku trwałego,,,,,1.58,-13.4,26.87,31.47,33.7,58.04,17.87,35.67,47.54,34.86,43.27,36.35,-6.4,-20.07,-22.04,-45.43,-45.9,-37.58,-34.61,47.0,83.45,86.67,65.87,-13.51,-7.29,-18.16,-14.35,5.59,15.3,28.81,17.86,-4.26,-1.15,91.62,160.52,146.32,126.33,12.46,-14.48,-10.7,15.06,28.15,56.98,57.29,17.65,9.13,-13.88,-23.12,-22.31,-31.42,-14.32,-2.91
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwestycje długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pozostałe aktywa trwałe,,,,,27.16,69.33,103.93,126.97,206.68,70.19,58.14,11.43,19.06,34.64,121.33,37.82,-12.46,-27.81,-58.29,-40.39,-52.11,-53.45,-49.32,-38.46,-34.25,-51.98,-70.24,-29.24,-33.67,45.78,131.26,-19.42,21.49,-15.86,-38.2,-16.74,2824.32,-9.19,27.17,15.1,-96.58,23.45,-8.55,-21.65,1.37,1.61,19.81,-4.97,61.19,-50.34,-93.2,-97.07,-98.63,114.23,428.06,487.95
Aktywa obrotowe,,,,,-0.19,47.77,99.35,162.46,168.48,120.7,51.43,65.98,69.95,45.35,57.16,55.86,13.46,-23.52,-23.84,-36.12,-26.57,4.16,-3.62,-9.25,3.25,5.97,12.32,11.1,25.72,-2.27,-0.61,-11.82,-8.38,11.56,11.97,41.95,42.26,10.85,15.77,-2.72,-14.27,-8.82,-12.89,-0.81,18.11,18.46,40.14,64.9,37.35,30.4,13.92,-2.14,-2.51,-21.23,-13.57,-26.53
Zapasy,,,,,0.72,0.94,36.35,259.57,217.89,239.83,-27.62,41.8,58.87,58.21,109.52,112.68,61.62,-1.79,73.81,-30.53,-27.94,-21.87,-42.1,-19.14,-3.86,-40.3,-21.27,-2.1,23.56,1344.97,34.74,-6.04,1.35,9.61,311.41,76.48,47.01,6.94,14.79,-8.66,-25.55,-3.14,-19.95,0.47,12.05,22.75,50.22,59.74,64.52,23.44,6.42,-6.75,11.41,-22.75,-18.21,-24.02
Należności krótkoterminowe,,,,,22.97,-17.19,55.34,-55.87,130.83,210.45,137.53,54.89,97.3,84.44,691.02,458.78,303.41,159.42,-81.47,-43.75,-2.23,-89.29,155.48,30.52,12.19,1521.19,-12.55,26.15,-11.11,-28.27,89.41,-25.57,-15.11,16.23,-7.95,-3.72,-98.31,-97.95,-82.71,-96.3,6316.78,4114.98,305.23,-27.83,-98.59,-98.36,-93.89,6095.91,11557.95,12152.63,4963.03,63.8,-7.37,-48.16,-38.91,-21.94
Inwestycje krótkoterminowe,,,,,765.31,57845.17,7527.58,518.43,1067.23,31.2,-26.86,-85.04,-86.68,-97.57,3.48,807.19,239.13,315.48,-92.42,-78.71,12.45,380.03,349.23,147.09,-15.25,-36.68,197.76,-32.89,323.77,142.9,-23.16,21.4,-55.29,25.3,-31.52,-30.51,100.14,43.09,102.11,33.53,12.27,-76.53,116.2,243.57,200.32,167.04,5.62,73.12,-21.92,50.2,-18.86,-6.5,-49.27,21.66,80.4,-41.76
Środki pieniężne i inne aktywa pieniężne,,,,,765.31,57845.17,7527.58,166.35,1067.23,31.2,-26.86,-65.26,-86.68,-97.57,3.48,807.19,239.13,315.48,-92.42,-78.71,12.45,380.03,349.23,147.09,-15.25,-36.68,197.76,-32.89,323.77,142.9,-23.16,21.4,-55.29,25.3,-31.52,-30.51,100.14,43.09,102.11,33.53,12.27,-76.53,116.2,243.57,200.32,167.04,5.62,73.12,-21.92,50.2,-18.86,-6.5,-49.27,21.66,80.4,-41.76
Pozostałe aktywa obrotowe,,,,,-7.95,13.3,87.7,38.31,61.82,140.66,117.65,301.26,168.41,70.94,33.01,-64.94,-62.26,-31.35,-34.54,-34.37,-47.2,10.54,13.19,-1.46,43.67,1.56,21.03,120.67,-13.62,-99.99,-15.35,-29.75,9.28,-61.15,-99.99,-43.86,100.9,274116.16,163520.67,143.59,-29.96,-33.16,-99.76,-72.3,-50.94,14.93,32289.4,-99.4,-99.52,-100.0,-100.0,-100.0,-100.0,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,2.36,16.44,63.62,82.9,91.84,95.58,40.77,59.87,66.06,46.07,60.37,43.82,1.13,-22.87,-25.95,-40.86,-36.78,-14.46,-18.02,5.68,23.86,21.58,21.76,-2.49,8.26,-8.05,-5.08,-5.62,0.44,15.86,12.21,18.86,69.23,38.55,63.06,52.08,-2.07,1.63,-13.83,-7.11,15.86,23.28,48.45,59.63,25.68,17.87,-2.07,-14.48,-14.64,-26.14,-13.78,-14.52
Kapitał własny akcjonariuszy jednostki dominującej,,,,,54.44,64.91,123.37,93.98,70.85,45.87,9.62,6.75,23.17,24.75,23.82,17.45,-43.67,-49.52,-54.91,-79.33,-123.05,-46.36,-47.25,149.35,440.16,105.15,127.55,16.01,31.69,21.24,33.01,31.47,47.32,38.15,22.78,25.41,23.53,13.23,28.45,11.62,-6.5,-2.47,-8.58,2.96,37.79,31.44,58.22,49.66,25.45,13.68,-2.17,-14.57,-10.48,-24.09,-19.37,-15.6
Kapitał (fundusz) podstawowy,,,,,-1.71,-1.32,35.57,40.36,34.51,23.14,-2.44,-9.3,4.49,-2.1,-1.74,-2.83,-6.89,-8.14,5.59,16.44,25.64,23.54,14.5,11.23,-1.4,5.73,2.13,7.13,4.96,-6.89,-0.21,-12.24,-8.84,6.43,0.64,8.0,12.38,-0.28,8.83,1.01,8.08,6.62,-3.36,-1.03,-4.32,-4.45,3.28,8.02,5.36,17.85,30.37,13.93,7.93,-3.73,-11.78,-10.6
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,13.91,147.73,254.7,182.28,175.93,18.29,-4.4,-14.14,0.03,-5.5,-5.16,-5.75,-9.82,-10.96,1.92,14.08,23.14,19.37,12.69,140.38,109.44,123.53,112.9,-2.6,-4.57,-15.24,-8.52,8.84,12.64,29.82,17.64,-4.5,-0.67,-11.43,-2.8,-10.56,-3.76,-3.59,-9.72,-0.32,-3.62,-4.03,1.59,0.36,-0.91,11.79,33.86,18.21,12.54,1.15,-13.21,8.93
Udziały niekontrolujące,,,,,-164.31,-156.43,-179.71,-36.87,179.5,183.33,163.61,-5.11,10.82,-1.94,-7.84,-20.57,-19.2,-18.76,1.78,-82.98,-157.32,-150.7,-156.3,-355.92,-2.31,-30.55,-20.47,-4.48,37.94,35.07,26.91,173.79,189.18,168.05,133.36,-5.7,-11.03,-43.46,-30.29,-24.06,-50.7,-57.84,-106.24,-41.42,-44.8,-91.21,-1263.26,-443.97,-606.71,-8069.74,-381.22,-6.81,-39.93,-28.19,-40.6,-16.39
Zobowiązania długoterminowe,,,,,16.22,60.3,242.34,65.18,99.99,288.0,102.38,153.76,160.17,-30.63,-9.28,3.32,15.29,70.04,43.65,60.69,15.95,8.81,-4.18,-29.85,-21.6,8.39,41.93,38.86,23.68,-7.47,-47.55,-55.34,-47.63,-51.9,-29.82,-34.29,233.27,276.63,375.66,402.7,1.74,17.56,-11.24,-5.12,26.6,47.68,80.24,92.32,31.84,14.4,-9.98,-20.99,-22.32,-30.43,-7.44,-21.32
Z tytułu dostaw i usług,,,,,-11.34,33.77,144.87,236.96,63.01,190.32,87.48,429.73,232.88,75.62,113.45,193.04,111.02,0.26,6.74,-7.98,3.85,42.09,14.1,-82.24,-24.88,-10.86,2.86,-31.15,47.87,17.81,20.1,-48.41,-12.02,12.83,13.37,152.71,54.24,0.53,24.28,-5.02,-6.9,-12.45,-45.25,-66.76,-40.16,-33.43,-8.93,261.43,-19.77,-33.85,-41.13,-3.32,-4.09,21.83,57.32,-28.06
Kredyty i pożyczki,,,,,-80.13,-85.19,-78.32,160.64,117.06,502.55,460.24,305.36,333.31,272.82,274.31,151.45,163.53,3.74,2.84,-50.43,-24.36,-14.73,-13.57,65.53,-17.79,-7.07,-38.35,-47.8,-28.47,-50.95,-8.38,7.79,3.02,50.71,10.87,26.29,29.52,3.55,13.41,3.53,8.55,-5.65,-18.56,-34.78,-36.83,-26.79,-19.76,5.14,5.71,34.65,43.76,29.7,11.17,-21.9,-23.62,18.58
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.01,0.25,-20.44,4.59,6.18,-21.34,-18.34,19.64,51.97,141.83,173.55,-10.52,-17.56,-22.99,-40.89,-24.57
Inne zobowiązania długoterminowe,,,,,-30.36,-41.73,-20.54,8.32,4.69,11.09,-13.16,-13.05,-3.67,-7.54,-3.56,1.36,-11.2,44.7,18.5,3.31,0.25,-50.07,-43.97,61.89,39.46,1034.09,1167.6,-33.59,-14.11,-87.6,-87.94,6.64,16.81,32.9,23.57,2.22,2607.04,-9.34,17.4,7.38,-96.41,-1.84,-22.7,-33.05,12.74,8.36,25.44,43.65,-11.32,-2.41,-20.61,-26.11,-24.84,-43.38,-30.44,10.28
Zobowiązania krótkoterminowe,,,,,-67.07,-65.12,-56.11,75.44,167.97,265.9,178.12,394.8,199.78,222.04,287.93,122.81,85.29,-9.8,-12.92,-36.17,-7.53,1.16,-5.0,-9.29,-20.57,-6.54,-24.15,-44.67,-18.91,-35.86,-4.66,3.84,-4.85,36.34,17.18,40.51,57.1,7.82,19.05,23.12,-0.33,-8.36,-25.27,-28.26,-25.33,-27.77,-16.73,31.48,14.56,44.35,24.08,2.5,-6.76,-21.57,-11.31,1.8
Inne zobowiązania krótkoterminowe,,,,,-23.1,-3.58,-53.56,-14.95,297.99,84.53,-25.11,606.89,89.99,326.69,1014.09,55.89,-61.62,-64.07,-72.27,-21.26,169.15,59.41,39.21,-63.81,-26.29,5.3,14.92,-28.55,-40.78,-61.97,-37.76,3.44,-25.02,80.77,64.73,93.57,80.98,-52.57,-48.52,-30.0,-54.34,-26.97,35.29,-42.33,83.34,-11.72,-20.0,176.08,42.14,404.55,-18.92,-36.24,-40.94,-56.22,41.43,-8.19
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,2.36,16.44,63.62,82.9,91.84,95.58,40.77,59.87,66.06,46.07,60.37,43.82,1.13,-22.87,-25.95,-40.86,-36.78,-14.46,-18.02,5.68,23.86,21.58,21.76,-2.49,8.26,-8.05,-5.08,-5.62,0.44,15.86,12.21,18.86,69.23,38.55,63.06,52.08,-2.07,1.63,-13.83,-7.11,15.86,23.28,48.45,59.63,25.68,17.87,-2.07,-14.48,-14.64,-26.14,-13.78,-14.52
Przepływy pieniężne z działalności operacyjnej,,,,,-89.43,-1080.14,-282.04,-112.02,6300.4,-245.84,-75.67,2815.87,-88.91,-18.15,165.52,-49.42,-560.59,196.39,-85.39,35.63,420.85,-39.35,-487.48,38.19,-46.74,-4.7,313.8,-40.02,89.91,6.64,-22.45,-36.52,-58.17,92.22,-31.72,-42.31,227.65,22.48,35.93,268.13,22.46,-87.71,530.86,-24.71,74.08,21.15,-61.62,84.79,-73.73,-827.54,-120.02,41.53,-121.88,179.92,-34.98,-74.04
Amortyzacja,,,,,24.19,9.29,66.55,94.46,47.9,80.32,47.51,38.34,89.01,48.0,33.86,30.5,17.77,-17.86,-12.16,-12.89,-48.74,-28.25,-30.73,-25.86,94.99,118.65,108.01,103.44,-17.98,-25.17,-23.9,-32.17,27.07,45.21,36.73,41.72,56.95,39.96,168.84,142.68,26.89,19.71,-36.9,-30.42,1.93,-5.0,50.96,40.59,2.96,23.13,-25.7,-28.7,-22.28,-29.11,-18.36,-7.63
Przepływy pieniężne z działalności inwestycyjnej,,,,,11.3,-1409.45,-612.45,-219.28,-400.58,-241.04,67.87,-648.91,53.93,53.81,-883.96,127.56,-897.34,115.83,89.27,-99.78,98.65,-111.4,-24.72,-3121.78,-43.91,-967.82,59.37,-437.85,-287.06,-25.56,28.25,63.83,-104.79,73.27,66.51,61.0,-75.33,258.88,152.85,92.92,12.31,-78.02,-485.62,-3939.24,4.19,-685.02,-34.29,71.38,6.57,109.44,234.72,-351.5,99.45,-3278.77,-587.45,-690.96
CAPEX (niematerialne i rzeczowe),,,,,-0.87,102361.23,556.29,-91.45,141.56,544.35,-68.11,3955.77,-44.47,10.25,305.21,-40.2,-18.09,-87.21,-95.02,-12.19,-58.38,-89.52,638.06,-81.01,56.52,1523.23,-55.72,841.41,223.36,25.64,-41.24,-60.99,92.18,-64.04,-50.16,-28.03,86.87,-85.25,3.57,-48.53,-6.45,81.02,129.65,210.72,-9.38,504.37,-2.17,-66.97,-13.21,-97.71,-129.52,239.9,-98.87,12684.74,1864.92,724.85
Przepływy pieniężne z działalności finansowej,,,,,116.13,1850.34,492.65,49.72,9402.38,69.84,-60.59,159.05,-45.79,-42.21,682.69,-682.93,3122.12,-192.32,-104.77,120.56,-139.16,72.09,102.13,-437.73,11.7,11.88,-2491.98,-4.61,99.18,-92.82,-1950.88,42.79,3322.2,25.64,-37.14,-2.11,-73.35,-74.93,-48.6,-240.04,-711.09,-72.13,71.79,39.06,-21.27,-75.59,36.15,7.42,128.02,100.87,82.67,-4.56,-654.21,-2068.21,2006.25,33.61
Emisja akcji,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.72,,,,36.11,,,,-58.81,,,,-100.0,,,-100.0,,-100.0,,,,
Przepływy pieniężne razem,,,,,-1568.49,2734.41,-1719.49,-575.85,743.09,-41.8,-113.75,13.91,-107.75,-110.96,219.69,168.59,566.83,-458.48,-121.69,226.52,27.79,157.15,-173.13,-43.93,-218.69,-41.78,198.72,-112.55,525.9,-278.46,-205.15,157.33,-58.8,415.43,-89.21,-380.53,175.33,-2.48,-48.67,-103.7,0.79,-312.72,254.35,66.44,119.39,-90.34,-69.52,902.12,-75.63,39.16,-129.47,70.3,-238.39,136.89,337.54,-167.12
