,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Koszty finansowe,,,,,-9.71,-6.28,-34.17,32.26,102.24,86.18,68.29,82.16,3.64,21.05,-34.73,129.83,166.86,-123.16,-127.23,-70.9,-25.76,183.23,845.45,29.45,-41.46,314.67,78.32,-167.91,35.69,43.52,-35.96,291.58,-0.89,14.97,-33.36,-32.88,-25.11,-33.27,36.65,131.3,99.34,110.09,72.02,26.31,22.28,59.21,40.55,15.75,17.19,-13.29,-4.99,-21.8,-17.58,42.62,-20.83,-3.36,-11.58,-42.9,1.16,-2.65,-4.0,-6.57,-12.58,-19.22,-16.16,-9.56,-4.43,32.89,92.57,76.15,98.81,32.05,17.21,22.82,30.92,65.09,34.57
Pozostałe przychody (koszty),,,,,-200.0,-333.33,-40800.0,-23100.0,100.0,100.0,99.02,96.55,,,250.0,50.0,-100.0,30.3,283.33,100.0,,100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,-100.0,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,-0.1,-611.46,197.59,-23.89,88.25,141.57,362.01,207.79,4.84,29.25,-28.1,-19.72,119.96,32.39,21.63,5.72,-56.26,189.08,-41.57,804.98,32.82,-46.39,-28.63,-103.57,-23.85,-120.05,-154.87,749.09,-60.22,29.29,92.35,-73.78,1.53,31.26,2445.12,976.48,563.0,1208.97,195.13,-5.13,31.5,-593.71,-368.17,-322.91,-89.09,101.89,-48.08,116.81,-48.28,-2615.26,137.86,375.13,1522.44,135.2,17.36,22.58,37.32,62.45,-44.64,-37.8,-27.53,1645.7,143.74,-19.04,213.08,-99.24,-106.51,178.63,10.96,2412.78,1749.17,5.9,15.79
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-0.1,-611.46,197.59,-23.89,88.25,141.57,362.01,207.79,4.84,29.25,-28.1,-19.72,119.96,32.39,21.63,5.72,-56.26,189.08,-41.57,804.98,32.82,-46.39,-28.63,-103.57,-23.85,-120.05,-154.87,749.09,-60.22,29.29,92.35,-73.78,1.53,31.26,2445.12,976.48,563.0,1208.97,195.13,-5.13,31.5,-593.71,-368.17,-322.91,-89.09,101.89,-48.08,116.81,-48.28,-2615.26,137.86,375.13,1522.44,135.2,17.36,22.58,37.32,62.45,-44.64,-37.8,-27.53,1645.7,143.74,-19.04,213.08,-99.24,-106.51,178.63,10.96,2412.78,1749.17,5.9,15.79
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,
Zysk netto,,,,,2.29,-574.16,318.74,-169.38,89.99,139.48,225.53,659.87,5.4,24.81,1.13,-35.32,118.51,31.74,-12.11,37.54,-56.18,199.21,-52.05,762.0,34.18,-46.6,-15.61,51.62,80.2,564.97,-199.54,-74.15,-80.39,-102.32,113.28,-84.35,13.49,124.59,1117.57,888.06,369.62,2503.89,85.69,-9.66,36.78,-755.79,-393.79,-355.2,-95.65,99.45,-73.91,90.74,-93.37,-11022.92,128.1,580.16,35125.71,123.19,20.47,107.15,34.91,68.35,-44.48,-12.99,-31.38,1584.04,143.03,-38.89,220.2,-99.53,-107.13,183.46,10.18,3939.1,1591.23,5.58,16.46
Zysk netto akcjonariuszy jednostki dominującej,,,,,2.29,-574.16,318.74,-166.04,90.1,139.68,225.99,695.28,5.31,25.87,1.69,-46.23,118.59,29.62,-12.86,62.22,-56.3,199.58,-52.27,768.24,34.07,-46.67,-15.94,51.66,80.67,566.55,-201.01,-73.99,-80.3,-102.33,113.41,-84.29,13.75,126.65,1101.2,879.24,366.48,2295.65,85.36,-9.65,36.88,-755.94,-393.98,-354.92,-95.65,99.45,-73.95,90.73,-93.69,-10952.96,128.09,580.71,36890.0,123.13,20.46,106.96,34.87,68.98,-44.44,-12.96,-31.37,1583.27,160.07,-48.06,220.18,-99.53,-106.66,233.32,10.18,3939.1,1591.23,5.58,16.46
Aktywa trwałe,,,,,8.05,17.17,26.15,18.28,29.27,18.37,10.28,2.92,-8.11,-1.89,2.58,28.23,34.89,29.91,28.13,8.18,0.76,4.48,15.11,16.04,18.71,23.13,32.64,35.26,-13.52,-19.91,-35.48,-38.32,-4.49,-5.32,-5.08,16.05,21.75,31.61,300.51,252.03,252.76,256.25,24.13,24.35,21.38,9.96,2.17,-7.22,-9.59,-9.3,-11.59,-9.75,-18.42,-11.83,-1.78,-8.4,3.83,-1.47,-7.01,0.19,-0.91,-1.22,8.22,18.55,24.97,34.25,34.97,49.51,60.63,70.37,60.75,18.37,7.66,-4.13,-3.12,11.76,22.41
Wartości niematerialne i prawne,,,,,638.1,29.41,25.32,489.94,587.1,438.89,374.61,-3.2,-15.77,-16.78,-4.04,-4.41,-4.24,108.9,107.96,121.31,119.56,0.81,0.49,-6.04,-6.15,-7.22,-7.24,-2.99,-2.88,-0.12,0.23,-1.43,-3.72,-5.77,-6.62,35.4,36.5,33.62,15231.54,10257.08,10496.95,10751.79,-4.27,-3.29,-3.34,-3.35,-3.38,-4.27,-4.03,-4.13,-3.84,-4.17,-38.3,-38.81,-39.42,-58.52,-36.92,-37.58,-38.4,-11.43,-11.77,-11.24,-8.91,-5.81,-3.0,-0.88,-1.01,1.63,97.06,120.55,119.27,123.94,15.41,3.05,3.91,-1.15,-0.78
Rzeczowe składniki majątku trwałego,,,,,71.13,97.29,101.59,85.44,155.01,119.14,85.5,35.77,-5.83,2.34,6.47,21.04,31.88,30.82,6.79,-3.81,-6.35,-10.43,60.03,69.19,62.04,88.68,75.24,78.7,75.43,45.98,5.4,-3.59,-4.4,-5.2,-5.02,15.72,21.04,31.56,235.17,208.64,210.17,216.87,32.6,28.45,25.15,11.88,3.14,-8.78,-10.71,-10.38,-13.25,-10.44,-17.98,-18.94,-14.46,-11.26,-0.35,3.08,4.1,2.61,0.03,0.01,9.96,19.38,21.95,28.06,21.82,29.19,33.83,35.3,37.97,20.48,17.6,12.99,6.56,8.02,6.1
Należności długoterminowe,,,,,-3.21,1.91,9.48,2.09,2.21,-4.39,-8.92,-10.21,-12.86,-13.15,-8.0,20.74,35.54,39.86,55.73,29.03,10.15,16.53,-6.07,-10.34,-5.89,-13.01,-3.23,-4.89,-100.0,-100.0,-100.0,-100.0,,,,,,,-7.09,23.63,28.99,29.44,34.06,7.21,11.02,11.02,7.63,5.75,-1.85,-1.96,-2.06,-7.25,-7.47,-7.65,-7.87,-7.64,-7.85,-8.08,-8.33,-7.33,-31.45,-30.92,145.14,-8.95,41.96,41.49,-59.21,-26.99,-21.87,-48.93,-49.01,-22.2,-35.7,0.0,0.0,0.25,16.26
Inwestycje długoterminowe,,,,,114.53,179.96,221.27,-91.93,-96.74,-96.96,-62.54,793.41,1630.64,4860.74,379.81,573.47,141.09,-82.08,-84.33,-98.97,-97.35,-86.21,-85.77,153.75,310.64,225.47,2.07,-38.92,-29.9,-29.86,142.39,59.68,-72.23,-52.61,-60.33,-53.54,62.36,-2.59,14727.43,2310.05,3646.14,4680.49,-64.6,-34.41,-27.06,-37.98,-50.67,111.86,-15.68,-15.29,29.08,18.54,277.87,1670.62,1982.61,1162.07,384.6,-3.5,-42.74,-11.16,-0.49,-4.25,0.16,19.96,61.11,102.76,177.81,275.24,236.47,252.0,145.95,-2.48,-22.17,-42.05,-27.79,29.27,94.43
Pozostałe aktywa trwałe,,,,,1485.71,7815.0,1435.04,1006.17,-16.22,-63.42,-78.65,-97.74,461.29,438.86,350.56,772.15,-25.62,-45.51,-55.12,-44.78,-69.72,-51.0,-8.04,29.96,22.48,30.13,32.69,22.35,25.99,349.91,282.85,18.43,9.92,-8.2,-78.9,-100.0,-8.38,-34.98,568.16,,660.59,192.68,57.64,70.3,26.67,68.32,67.54,172.09,90.01,73.99,62.38,-17.07,6.13,11.03,-10.06,-57.46,-65.48,-67.77,-64.31,-64.57,-63.66,-49.17,-45.01,137.53,188.9,9.83,10.91,-60.8,38.51,280.22,192.57,651.02,143.94,53.25,123.55,48.22,28.18
Aktywa obrotowe,,,,,25.59,-15.9,-7.25,-8.49,44.81,39.25,67.27,59.55,1.56,-1.88,-14.6,-15.89,4.86,32.72,71.28,60.61,28.3,46.36,2.41,40.23,60.52,54.05,69.06,62.99,141.64,78.2,67.05,41.75,-22.76,-3.78,-4.47,-28.04,-27.06,-32.35,68.62,95.83,86.37,93.08,-13.35,-1.74,-2.77,5.8,-17.67,-6.26,-9.69,-17.48,-0.7,-12.63,53.07,75.41,121.0,91.43,-7.45,-27.33,-52.5,-49.12,-8.71,0.95,13.3,31.69,31.53,154.11,256.37,188.31,160.78,91.04,49.65,1.21,-26.61,-52.05,-57.79,0.01,-9.06
Zapasy,,,,,6.02,-33.28,-18.66,-2.72,577.51,893.13,568.54,419.51,-8.0,5.65,98.09,198.25,151.4,95.55,83.35,21.82,39.44,47.34,74.45,-1.24,10.05,47.33,35.29,65.9,73.39,32.55,47.01,130.1,85.94,94.22,101.79,-12.8,-15.72,-14.5,-25.52,-65.71,-61.16,-63.77,-67.77,14.42,22.6,25.52,-14.84,-11.81,-36.59,-46.27,-11.96,-36.81,-15.27,-11.25,-13.62,33.41,22.95,19.64,20.42,9.61,31.72,35.85,-22.58,-3.9,-14.46,0.75,3.49,22.37,154.35,142.75,272.99,147.62,26.08,7.67,-4.64,-19.18,-33.67
Należności krótkoterminowe,,,,,55.7,25.32,32.81,25.0,29.36,5.11,14.09,10.47,7.19,27.2,33.44,21.98,20.41,106.48,54.13,16.34,15.7,8.88,19.89,111.0,8.49,10.74,21.03,26.09,59.6,27.02,13.61,-26.27,0.46,-17.38,-26.49,-60.69,-70.86,-56.93,106.18,230.95,378.42,392.97,-7.57,25.35,-21.34,-36.34,-18.78,-22.23,-13.54,-0.39,3.21,-6.43,3.25,29.22,22.12,10.53,32.95,-10.46,-3.58,-27.3,-32.96,-10.86,18.75,66.65,122.03,199.26,146.54,165.12,158.91,3.57,-8.7,-19.42,-36.03,-7.49,27.24,21.77,1.65
Inwestycje krótkoterminowe,,,,,19.31,-30.8,-21.19,-41.57,35.37,47.24,108.06,151.25,-2.04,-20.86,-49.68,-81.66,-48.13,-52.53,91.07,403.84,55.97,202.98,-42.12,-20.55,216.37,122.62,215.13,184.88,-29.11,133.64,121.07,99.74,128.96,-20.11,-29.28,-20.83,-8.4,-35.92,135.45,156.26,118.14,131.19,-0.53,-12.68,3.44,28.84,-16.38,3.02,-6.21,-20.09,-1.35,-13.16,21.91,100.66,170.11,128.73,21.58,-33.17,-62.72,-55.79,-3.93,2.93,14.52,24.64,16.66,156.59,321.85,211.2,164.53,116.83,61.4,4.28,-26.68,-61.13,-72.15,-5.23,-10.84
Środki pieniężne i inne aktywa pieniężne,,,,,22.59,-30.58,-21.75,-39.72,22.34,38.44,99.02,151.25,12.26,-37.04,-62.97,-81.66,-48.13,-34.24,181.41,403.84,55.98,202.98,-42.12,-20.55,216.35,122.6,212.67,184.88,-34.05,130.66,119.67,99.74,146.14,-19.12,-28.32,-20.93,-8.78,-36.22,115.34,100.25,92.17,97.26,-9.88,-13.13,-8.25,14.46,-14.7,5.18,1.32,-11.79,-5.28,-21.78,-21.78,9.14,3.69,4.69,10.96,-21.12,-10.47,10.85,34.2,60.85,32.91,8.29,-9.82,41.4,67.1,3.48,13.62,50.43,17.67,124.26,111.2,-16.39,-17.39,62.4,12.58
Pozostałe aktywa obrotowe,,,,,-74.71,-38.27,-51.98,43.36,84.47,-39.97,-39.83,-81.26,-0.4,16.93,-3.51,90.04,55.75,26.15,69.13,1.21,-7.76,-5.81,2.28,66.63,17.02,0.76,-13.45,-10.67,-22.51,16.0,29.13,-5.69,36.19,9.59,18.27,161.19,121.66,209.14,173.25,16.3,-0.07,-2.12,10.77,33.32,-11.29,-27.25,-60.92,-46.85,52.82,30.33,28.9,14.35,-0.89,-11.92,-6.38,-14.58,-9.98,9.86,-4.36,8.55,-1.56,-17.24,-13.44,-11.22,5.65,0.6,24.55,44.63,28.64,24.84,29.94,53.41,47.42,83.43,52.38,67.71,19.84
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,11.47,9.43,18.68,12.3,32.69,22.13,20.24,13.24,-5.79,-1.89,-1.59,16.91,27.12,30.49,37.23,17.86,6.64,13.21,11.77,22.13,29.45,31.47,41.43,43.27,35.88,11.07,-5.91,-12.0,-14.83,-4.54,-4.77,-7.29,-3.31,-1.06,181.39,187.84,188.31,199.27,12.59,17.06,15.33,9.03,-2.53,-7.0,-9.61,-11.09,-9.41,-10.43,-3.34,5.87,25.15,14.64,0.07,-10.16,-24.63,-18.81,-3.32,-0.63,9.46,21.72,26.89,67.36,90.91,85.76,90.92,79.04,55.52,11.42,-6.5,-25.58,-27.93,7.43,12.21
Kapitał własny akcjonariuszy jednostki dominującej,,,,,9.87,-8.37,-6.37,-5.21,-0.37,21.39,34.03,35.3,32.15,31.73,27.71,25.96,32.28,32.09,27.06,29.91,19.96,26.61,24.26,29.43,48.04,38.62,36.07,39.17,22.97,37.83,31.17,20.98,15.26,0.62,2.96,0.73,0.89,1.22,155.35,159.23,160.41,163.39,5.67,4.75,4.11,-1.5,-6.3,-9.29,-10.01,-6.03,-9.07,-6.75,-6.93,-9.83,-1.27,0.32,3.43,7.57,7.8,9.24,10.07,10.16,9.41,9.51,11.42,26.92,29.97,31.01,35.37,78.86,71.39,66.01,56.31,3.74,4.82,29.67,31.06
Kapitał (fundusz) podstawowy,,,,,1.41,1.8,0.78,1.68,1.68,1.28,2.19,0.9,0.9,0.9,0.77,0.77,0.77,0.77,0.0,2.46,3.32,3.32,5.03,2.52,1.66,9.74,7.95,7.95,7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.21,113.21,113.21,113.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,47.0,47.0,0.0,0.0,15.59,15.59
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,0.0,-1.71,-1.71,-0.7,-0.7,1.03,4.48,3.41,3.41,3.41,2.85,2.85,2.85,2.85,0.0,14.51,19.63,19.63,29.75,13.31,8.46,119.77,102.62,102.31,102.31,-0.15,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,-16.29,922.54,922.54,922.54,1095.99,-2.09,-2.09,-2.09,-2.59,-2.59,-2.59,-13.4,-11.1,-11.1,-11.1,0.0,-11.58,-11.58,-11.58,-11.58,-7.3,-7.3,-7.3,-7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.68,171.68,171.68,171.68,0.0,0.0,47.85,47.85
Udziały niekontrolujące,,,,,,,,,,,,-9.51,-8.49,8.57,9.89,22.31,21.5,6.17,9.41,5.6,8.41,6.67,3.18,2.29,4.1,6.52,13.04,5.0,2.49,1.76,-0.72,-3.83,-11.2,-12.2,-14.93,-8.14,-5.65,-8.83,-8.92,-8.67,-4.39,-0.62,1.56,0.53,-1.88,-5.91,-6.67,-5.35,-4.15,-0.55,1.76,2.66,3.33,1.55,-0.43,-2.48,-3.33,0.98,1.41,2.77,4.0,-0.11,-2.03,-3.02,-4.06,-10.81,-100.0,-100.0,-100.0,-100.0,,,,,,,
Zobowiązania długoterminowe,,,,,12.76,6.33,18.83,15.82,34.06,30.58,24.52,5.9,-12.95,-16.72,-18.28,3.39,18.74,20.11,39.65,17.33,0.3,10.0,7.14,9.4,19.93,14.4,29.47,29.98,-12.13,5.1,-19.66,-35.48,-5.26,-8.74,-9.45,9.34,10.04,-3.04,137.74,143.07,143.1,194.7,34.15,50.63,49.3,23.55,8.79,-22.02,-29.31,-29.07,-25.32,-11.92,-7.31,11.76,18.38,6.65,14.48,-6.77,-14.16,-1.57,-3.79,-3.76,9.14,26.59,28.14,51.71,54.19,35.3,61.74,52.11,39.31,10.92,-12.24,-21.58,-23.07,1.4,3.33
Z tytułu dostaw i usług,,,,,2.87,2882.54,1585.32,112.02,527.68,-90.41,-94.49,-54.54,-59.78,344.88,585.74,415.27,255.14,17.54,-10.02,-29.17,-63.85,-48.34,-26.42,55.78,-13.18,40.15,78.5,-8.31,50.42,1.23,60.27,210.69,48.05,-2.87,-33.31,-76.06,-4.19,120.07,777.09,768.1,961.47,623.28,29.97,38.81,-17.51,-11.49,-21.78,-12.43,1.17,-12.62,-4.25,-17.01,12.39,13.3,26.69,-0.17,-34.23,-34.98,-28.97,-42.55,-12.65,15.89,19.79,34.48,5.73,-16.7,-33.78,131.02,146.3,150.28,109.76,-25.53,-41.12,-56.25,-36.63,-36.81,-30.79
Kredyty i pożyczki,,,,,123.72,21.29,31.68,26.34,129.44,39.59,33.36,12.52,-34.06,2.72,17.54,80.02,41.23,109.7,81.01,-10.41,23.07,-9.28,0.96,32.08,14.18,113.24,140.77,137.43,21.61,-74.4,-76.46,-25.81,39.36,60.73,24.48,-57.23,-70.24,-39.95,156.68,96.81,159.11,306.06,-22.93,31.9,24.44,-15.59,12.22,144.16,242.52,195.14,190.04,0.59,-16.82,-55.35,-63.26,-62.04,-67.28,-53.69,-55.61,-55.79,-42.61,18.15,40.99,42.69,77.43,73.39,84.54,479.98,478.58,128.08,78.72,-47.64,-34.22,-0.89,2.32,-2.49,-51.67
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,3.22,56.95,79.46,94.91,99.38,45.76,32.27,20.72,24.2
Inne zobowiązania długoterminowe,,,,,63.87,-16.74,127.31,75.92,57.83,185.08,12.08,12.04,-15.48,-22.72,-4.96,-9.56,22.94,73.08,43.67,48.17,56.97,28.77,14.25,16.6,11.74,14.25,11.17,131.9,276.52,290.78,296.44,100.67,17.38,6.02,4.95,-2.73,-6.23,-4.92,167.71,111.32,120.17,241.53,22.29,62.78,57.87,-1.87,-15.19,-29.22,-37.56,-36.4,-16.15,-3.17,5.18,18.36,60.01,-14.37,14.44,5.74,-33.5,27.69,6.55,2.38,4.91,-24.0,32.79,19.77,55.81,142.18,114.31,209.13,157.75,-13.05,-61.04,-71.8,-74.97,-5.86,25.73
Zobowiązania krótkoterminowe,,,,,7.67,125.19,127.07,46.9,152.64,-17.32,-25.0,6.65,-35.24,10.0,25.47,74.33,59.69,82.89,59.6,-6.96,-1.71,-8.23,-1.52,59.83,10.8,81.69,113.56,97.09,325.71,-42.22,-46.12,-20.85,-62.84,-15.6,-24.99,-58.16,-53.93,-7.07,582.59,582.49,708.51,517.77,-6.28,-6.58,-15.38,6.33,-19.24,38.7,55.29,28.82,42.15,-15.01,9.64,32.29,95.03,55.62,-23.52,-43.22,-71.79,-73.19,-33.09,-25.56,10.73,67.65,81.8,295.61,463.86,421.08,274.24,111.23,54.22,-35.57,-54.22,-64.38,-66.97,-34.46,-27.62
