,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Pozostałe aktywa trwałe,,,,,489.76,32.47,85.92,-52.87,-47.8,-60.58,-78.06,14.39,18.16,68.2,66.55,-5.54,-12.55,-15.34,-10.68,297.29,417.33,2253.1,408.61,13.07,-17.18,-81.66,-17.97,-17.79,3.18,6.44,6.71,13.39,4.98,2.27,2.58,-75.2,-80.11,-83.68,-82.87,-45.65,-48.53,-18.12,-162.69,-34.0,-23.44,-49.41,161.95,100.61,119.73,-60.94,-100.0,-98.79,-100.0,-94.0,,-100.0,,333.33,,
Aktywa obrotowe,,,,,93.7,14.14,-1.16,15.61,7.44,27.98,165.99,104.37,5.8,69.98,-34.9,-25.9,39.2,-22.8,-9.21,1.13,-33.33,-11.99,-45.7,-53.83,-27.12,-28.14,-23.72,-43.19,-70.49,-55.67,-51.96,-45.6,-55.53,-79.88,-73.0,-82.02,33.92,523.02,475.76,3001.53,681.86,129.83,137.52,-58.05,-61.2,-48.01,-61.59,-68.78,-65.22,-44.81,-25.11,-28.59,-34.91,-62.15,-60.86,-23.63,-51.55,950.39,672.35,1195.38
Zapasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Należności krótkoterminowe,,,,,172.86,36.25,-33.51,21.34,-59.68,7.33,502.49,135.24,32.64,101.63,-48.81,-39.88,230.66,-61.42,-36.82,-7.65,-78.56,10.25,-37.23,-69.64,-21.88,-31.35,-70.32,-20.82,-93.23,-95.41,-89.89,-93.36,-25.0,-42.15,132.22,-37.69,1055.86,3604.29,1089.0,2633.33,119.56,-66.91,-63.74,-69.06,-64.79,1.98,-57.38,-62.04,-51.01,-46.86,395.05,19.62,-22.22,-22.8,-81.12,127.65,-54.76,1533.15,850.42,432.49
Inwestycje krótkoterminowe,,,,,24.62,-7.58,29.39,0.6,147.93,66.77,36.37,65.02,-13.87,21.95,-20.55,-2.34,-55.77,48.96,25.1,-2.05,93.81,-49.68,-71.3,-71.89,-49.55,-63.86,-4.0,16.9,-27.14,100.67,-2.19,-10.88,-58.2,-77.87,-75.49,-87.15,-74.71,172.16,241.31,5988.75,3536.98,491.86,486.66,-60.13,-60.39,-65.8,-62.04,-66.5,-69.38,-24.61,-74.83,-37.28,-39.61,-70.27,-14.72,-81.25,-50.14,-95.55,-97.99,554.25
Środki pieniężne i inne aktywa pieniężne,,,,,88.76,-3.32,37.38,6.26,162.0,66.77,25.73,25.77,-26.93,-12.0,-33.79,-26.62,-80.84,-8.24,-32.41,-48.75,182.44,-96.42,-94.31,-66.86,-25.62,455.77,683.44,73.71,-84.95,115.22,-62.55,-51.91,-60.74,-88.5,-83.07,-76.47,16.98,-62.94,-8.0,3.75,-53.23,-50.94,-10.14,-25.3,-56.32,1403.85,901.61,-14.52,86.84,57.54,-99.84,-100.0,-87.32,-94.81,1800.0,,3811.11,-9.38,-10.53,2927.78
Pozostałe aktywa obrotowe,,,,,75.72,-11.18,6.32,29.17,-31.33,32.05,-43.71,19.75,208.76,109.53,166.19,56.08,39.35,-2.37,12.3,48.85,32.82,32.92,-58.53,-75.37,-70.16,-61.5,-20.78,-8.27,-96.5,-95.75,-95.45,-89.58,16.67,65.71,132.0,123.88,45.71,-1.72,-12.07,14.0,-7.84,-47.37,-9.8,-2.34,-12.77,46.67,-60.87,-83.83,-21.95,-15.91,-44.44,-74.07,-56.25,-75.68,30.0,-28.57,-35.71,27366.67,36938.46,128840.0
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,179.94,45.59,-100.0,-100.0,-73.44,-66.43,,,-100.0,-100.0,-100.0,,,,,,,,,,,,-100.0,,-100.0,,,,,,,,,,
Aktywa razem,,,,,41.43,38.17,35.43,31.16,26.35,9.32,42.0,11.1,5.74,26.09,-19.61,-5.2,7.97,-5.32,9.36,1.6,-10.04,-8.84,-16.14,-12.52,-8.27,-14.06,-14.52,-19.71,-21.76,-11.45,-8.67,-1.03,-4.92,-12.39,-10.54,-56.83,-53.84,-48.8,-49.13,-5.35,-2.26,-28.74,-28.02,-54.32,-58.19,-43.64,-54.39,-4.05,1.35,2.93,33.78,-29.97,-28.81,-37.2,-42.74,-62.01,-61.2,250.53,228.21,842.62
Kapitał własny akcjonariuszy jednostki dominującej,,,,,2.52,6.68,32.08,31.41,46.19,41.04,63.66,29.43,17.56,18.62,-18.2,-12.1,-4.07,0.41,3.68,0.23,-1.18,-12.17,-13.2,-1.51,-7.1,-12.83,-14.0,-19.49,-12.87,-12.2,-11.83,-4.37,-12.22,-14.68,-15.58,-69.78,-68.35,-66.15,-65.18,-1.67,18.98,-18.7,-24.97,-67.46,-77.08,-66.95,-45.71,99.03,140.75,145.87,80.42,-41.62,-42.88,-45.86,-54.64,-61.8,-50.57,214.95,133.48,648.86
Kapitał (fundusz) podstawowy,,,,,2.29,2.29,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.0,-90.0,-90.0,0.0,27.7,27.7,32.17,32.17,3.5,11.28,59.38,59.38,59.38
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,0.0,-10.18,-10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.79,0.0,0.0,0.0,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.8,-86.8,-86.8,-86.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,-58.84
Udziały niekontrolujące,,,,,137.36,122.45,109.28,123.02,8.86,-53.15,-41.37,-62.63,-48.26,11.93,-134.94,-19.64,-27.29,-0.33,348.13,29.81,25.26,2.17,-37.71,-41.82,-42.18,-51.64,-42.82,-69.12,-99.95,-99.94,-99.91,-99.83,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,300.0,-500.0,-1300.0,-100.0,775.0,100.0,100.0,100.0,-100.0,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,4.87,-57.61,-37.99,-16.9,-85.0,-57.33,-73.43,-3.16,430.92,204.72,139.79,-46.44,-40.89,-48.03,-42.58,-24.62,-26.83,-2.71,-11.51,0.29,-74.21,-73.82,-71.1,-68.3,2468.89,2256.38,2622.0,2938.18,44.72,42.75,16.5,-68.16,-71.19,-66.26,-66.26,-6.95,-68.78,-20.06,-19.63,-69.19,1.33,-64.71,-76.74,-9.51,-10.16,-11.3,8.5,-21.74,-12.77,-35.96,-35.02,-34.26,-6.69,340.94,774.47,1078.87
Z tytułu dostaw i usług,,,,,53.36,46.75,-75.26,79.09,-18.4,40.51,610.53,-39.74,-90.9,-53.99,-55.47,65.74,2344.44,-4.76,45.23,53.32,24.23,143.01,-28.28,-58.84,-9.6,-21.53,-15.23,-12.25,-98.15,-92.76,-88.62,-96.0,35.62,-12.27,-43.95,14.08,72.73,118.18,132.95,134.57,24.56,-21.47,14.15,-3.16,67.14,-31.02,-14.53,-50.0,-79.49,157.4,383.5,1082.61,1538.36,140.46,10.24,-72.7,-99.5,120.55,179.83,166.33
Kredyty i pożyczki,,,,,415.08,289.77,158.33,168.97,85.36,-49.88,-66.89,58.33,-24.75,525.48,181.38,96.36,188.34,18.42,185.34,31.34,-18.04,0.68,31.87,10.77,19.25,22.35,-11.39,-0.09,5.74,36.87,27.52,22.38,16.02,-14.62,16.53,34.19,34.08,46.23,33.3,-12.89,-29.19,-55.38,-47.37,-54.55,-44.18,-22.28,-92.35,-75.13,-75.81,-74.9,-100.0,-100.0,-100.0,-100.0,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inne zobowiązania długoterminowe,,,,,-56.16,-97.31,-66.9,-47.02,-78.52,-85.0,-88.17,81.46,1098.18,20866.67,1125.49,-30.8,-27.62,-41.34,-37.44,-22.6,-26.83,-2.71,-11.51,0.29,-74.21,-73.82,-71.1,-68.3,2468.89,2256.38,2122.0,2483.64,23.1,20.18,20.21,-62.56,-66.13,-59.92,-59.94,-6.95,-68.78,-20.06,-19.63,-69.19,1.33,-64.71,-76.74,-9.51,-10.16,-11.3,8.5,-21.74,-12.77,-35.96,-35.02,-34.26,-6.69,30.41,508.51,607.75
Zobowiązania krótkoterminowe,,,,,315.09,287.2,30.23,-4.29,3.66,-25.96,46.59,21.41,-2.07,63.22,14.47,30.2,73.37,-24.71,-10.42,0.63,-34.62,2.56,-21.33,-34.6,0.18,-1.64,-6.75,-7.39,-56.77,-17.17,-17.6,-23.9,15.55,-21.32,-0.24,6.06,25.79,34.26,22.07,-9.7,-17.88,-40.46,-32.63,-34.54,-28.89,-5.94,-60.98,-71.98,-75.26,-68.61,-42.84,23.45,42.74,-2.99,19.59,-67.19,-93.68,316.92,360.47,1271.53
Inne zobowiązania krótkoterminowe,,,,,718.69,675.96,93.6,-36.05,-1.46,-43.12,13.74,63.07,26.58,97.39,48.48,7.26,13.44,-44.35,-44.58,-33.98,-64.51,-38.33,-50.75,-40.06,-4.58,-9.12,7.13,-13.12,-77.46,-33.97,-38.41,-38.42,10.79,-46.62,-43.14,-75.82,-28.82,-50.58,-54.84,9.17,93.35,199.74,194.97,207.12,13.29,41.14,25.29,-69.35,-72.91,-83.42,-93.2,-49.73,-43.93,-29.48,114.74,-34.95,-55.0,433.86,313.24,2219.83
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,41.43,38.17,35.43,31.16,26.35,9.32,42.0,11.1,5.74,26.09,-19.61,-5.2,7.97,-5.32,9.36,1.6,-10.04,-8.84,-16.14,-12.52,-8.27,-14.06,-14.52,-19.71,-21.76,-11.45,-8.67,-1.03,-4.92,-12.39,-10.54,-56.83,-53.84,-48.8,-49.13,-5.35,-2.26,-28.74,-28.02,-54.32,-58.19,-43.64,-54.39,-4.05,1.35,2.93,33.78,-29.97,-28.81,-37.2,-42.74,-62.01,-61.2,250.53,228.21,842.62
Przepływy pieniężne z działalności operacyjnej,,,,,,,,-169.04,,11.51,-67.51,-63.77,240.57,-68.79,325.74,49.28,-194.05,500.95,-45.56,-37.97,414.4,-153.95,-43.39,103.78,-13.01,2.22,-17.51,-3080.37,-104.82,37.73,-42.09,74.32,-972.45,95.86,-164.73,49.57,99.05,-1001.67,60.61,-70.22,-4530.0,131.01,-135.33,95.45,-58.53,-318.05,-152.67,4678.12,80.52,188.81,97.38,-84.3,446.85,-194.21,-919.23,-632.61,-162.1,-283.96,962.26,243.27
Amortyzacja,,,,,-34.25,-40.5,5.08,-19.9,-18.91,6.02,-74.73,-55.9,-40.93,10.23,204.26,5.63,5.26,-25.26,-9.79,80.0,11.67,-4.14,85.27,75.56,71.64,120.86,12.55,-84.81,-96.96,-97.72,-97.03,-80.56,0.0,14.29,-100.0,128.57,-85.71,25.0,,-93.75,0.0,-90.0,0.0,0.0,400.0,-400.0,700.0,-700.0,-60.0,133.33,-87.5,166.67,0.0,600.0,600.0,-25.0,-100.0,2671.43,-642.86,2833.33
Przepływy pieniężne z działalności inwestycyjnej,,,,,,,,110.71,,12.58,-19.29,-680.42,-143.51,0.63,-140.79,114.81,-142.09,-16.27,-290.93,178.46,115.9,75.43,30.52,-69.61,-22.46,117.94,105.66,647.64,-211.48,363.3,-2657.69,-91.0,477.45,-96.63,100.85,-83.78,-82.6,-129.41,-123.53,10.0,565.67,-3800.0,12025.0,4187.88,-30.27,335.9,156.81,-290.04,-74.12,-83.91,-198.61,91.41,-402.48,100.68,120.86,128.57,26.49,-314.14,-1111.11,219.7
CAPEX (niematerialne i rzeczowe),,,,,,,,-100.0,,-97.82,,,38.54,-62.07,90.7,19.0,-51.88,1133.33,101.22,-75.97,45.31,105.65,290.91,-94.84,-94.62,-93.07,-100.0,-25.0,-100.0,-100.0,,-100.0,,,-60.0,,,,400.0,-100.0,,,-100.0,,,,,,,200.0,2292.73,268.54,10.85,277.78,-100.0,-100.0,-100.0,-100.0,,
Przepływy pieniężne z działalności finansowej,,,,,,,,-104.72,,489.66,-95.35,15020.83,1921.91,-99.96,-7865.85,-94.41,-65.71,215300.0,78.23,152.0,-116.37,-96.1,107.65,-125.0,137.91,-101.19,-1239.62,621.43,-100.0,100.0,401.16,-19.18,,,-81.36,-26.93,-118.0,5280.0,-44.84,76.29,-2261.11,-76.95,-125.67,-302.19,120.71,-196.77,95.83,150.11,-100.0,100.0,31050.0,-100.0,,,-100.0,,,1646.0,,
Emisja akcji,,,,,,,,-29.43,,,,-5.21,,,,171.75,,,,-36.71,,-100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,431.0,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,,,,-477.05,,109.93,-58.68,-25.67,411.21,-1153.29,-67.45,42.58,-132.6,146.19,-133.38,6.8,314.35,-316.25,118.58,117.96,-4.44,39.87,1187.23,-285.94,-113.22,79.13,-20.83,78.36,40.07,96.37,-114.2,104.85,158.56,-731.25,123.53,180.0,-96.23,54.14,125.0,-100.0,-700.0,678.69,538.89,,175.0,54.39,-367.39,99.81,-50.0,-95.78,97.89,-115800.0,3611.11,-1517.39,7.69,145.56
