,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Zysk przed opodatkowaniem,-16.0,-110.0,-268.0,575.0,96.0,591.0,265.0,917.0,-197.0,634.0,321.0,1898.0,612.0,-331.0,485.0,1910.0,-585.0,128.0,-7.0,2239.0,81.0,157.0,181.0,943.0,-381.0,-35.0,-1749.0,303.0,866.0,435.0,286.0,604.0,559.0,115.0,265.0,1257.0,333.0,470.0,392.0,1544.0,598.0,1402.0,1445.0,1626.0,1082.0,1666.0,1585.0,5119.0,2280.0,2158.0,2110.0,5655.0,2502.0,2915.0,2353.0,1726.0,232.0,63.0,-291.0,-4864.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-19.0,-111.0,-260.0,534.0,79.0,476.0,209.0,744.0,-206.0,623.0,316.0,1385.0,486.0,-259.0,425.0,1528.0,-605.0,91.0,89.0,1852.0,59.0,128.0,133.0,714.0,-424.0,-195.0,-1471.0,559.0,722.0,325.0,232.0,487.0,431.0,11.0,302.0,1007.0,271.0,355.0,174.0,1583.0,488.0,1107.0,1159.0,1467.0,832.0,1320.0,1327.0,4159.0,1834.0,1640.0,1695.0,5056.0,2041.0,2383.0,1949.0,1760.0,185.0,50.0,-232.0,-4322.0
Zysk netto akcjonariuszy jednostki dominującej,-19.0,-111.0,-260.0,534.0,79.0,476.0,209.0,744.0,-206.0,623.0,316.0,1385.0,486.0,-259.0,425.0,1528.0,-605.0,91.0,89.0,1852.0,59.0,128.0,133.0,714.0,-424.0,-195.0,-1471.0,559.0,722.0,325.0,232.0,487.0,431.0,11.0,302.0,1007.0,271.0,355.0,174.0,1583.0,488.0,1107.0,1159.0,1467.0,832.0,1320.0,1327.0,4159.0,1834.0,1640.0,1695.0,5056.0,2041.0,2383.0,1949.0,1760.0,185.0,50.0,-232.0,-4322.0
Aktywa trwałe,0.0,0.0,0.0,405.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,721.0,0.0,0.0,932.0,976.0,887.0,765.0,722.0,822.0,689.0,626.0,775.0,969.0,853.0,996.0,892.0,1078.0,821.0,756.0,720.0,732.0,680.0,559.0,607.0,488.0,939.0,858.0,1027.0,1190.0,1106.0,1050.0,1188.0,4853.0,4568.0,4504.0,4410.0,4322.0,4124.0,4731.0,4794.0,5067.0,4107.0,9113.0,9183.0,9705.0,10039.0,9266.0,8558.0,9180.0
Wartości niematerialne i prawne,0.0,0.0,0.0,216.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,412.0,0.0,0.0,580.0,533.0,497.0,462.0,427.0,392.0,356.0,321.0,286.0,251.0,216.0,180.0,151.0,116.0,80.0,65.0,50.0,34.0,19.0,4.0,4.0,3.0,3.0,3.0,2.0,10.0,10.0,9.0,8.0,3272.0,3108.0,2944.0,2780.0,2635.0,2798.0,2634.0,2754.0,2563.0,2365.0,6793.0,7156.0,7412.0,7667.0,7265.0,7005.0,6867.0
Rzeczowe składniki majątku trwałego,0.0,0.0,0.0,177.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,273.0,0.0,0.0,343.0,308.0,268.0,276.0,238.0,259.0,227.0,167.0,368.0,547.0,503.0,602.0,555.0,511.0,471.0,433.0,408.0,394.0,413.0,403.0,410.0,367.0,760.0,680.0,931.0,981.0,900.0,838.0,770.0,1170.0,1303.0,1232.0,1179.0,1070.0,963.0,1115.0,1157.0,1245.0,1138.0,1965.0,1816.0,1651.0,1506.0,1302.0,971.0,783.0
Należności długoterminowe,10.0,10.0,10.0,10.0,10.0,11.0,14.0,14.0,14.0,14.0,14.0,11.0,0.0,12.0,2.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,15.0,15.0,15.0,15.0,15.0,11.0,18.0,18.0,18.0,18.0,22.0,22.0,14.0,18.0,28.0,30.0,26.0,26.0,28.0,28.0,26.0,34.0,31.0,31.0,31.0,47.0,44.0,44.0,44.0,54.0,55.0,55.0,56.0,56.0,74.0,74.0,75.0,74.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,7.0,129.0,115.0,20.0,52.0,166.0,101.0,133.0,106.0,156.0,119.0,199.0,171.0,440.0,252.0,240.0,244.0,286.0,226.0,130.0,179.0,100.0,148.0,145.0,68.0,173.0,168.0,175.0,384.0,377.0,126.0,297.0,420.0,570.0,319.0,938.0,839.0,1205.0,549.0,300.0,155.0,586.0,792.0,625.0,507.0,1456.0
Aktywa obrotowe,0.0,0.0,0.0,2445.0,0.0,0.0,0.0,3465.0,0.0,0.0,0.0,10744.0,0.0,0.0,4898.0,6737.0,6323.0,7861.0,6869.0,10886.0,10096.0,11196.0,10055.0,11460.0,12053.0,13794.0,11228.0,15581.0,9876.0,10652.0,10828.0,13727.0,11594.0,13823.0,11982.0,12741.0,12451.0,13789.0,13822.0,16887.0,14196.0,13366.0,15670.0,14295.0,13286.0,15646.0,13369.0,19349.0,20470.0,27769.0,21204.0,28167.0,28797.0,26206.0,20428.0,25642.0,24353.0,23540.0,19712.0,23029.0
Zapasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.0,0.0,0.0,32.0,33.0,1.0,923.0,4.0,91.0,4.0,22.0,0.0,121.0,2.0,0.0,0.0,2221.0,0.0,0.0,0.0,751.0,98.0,5.0,0.0,16.0,16.0,22.0,112.0,0.0,0.0,1.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
Należności krótkoterminowe,309.0,370.0,212.0,1379.0,686.0,1333.0,1089.0,1013.0,1077.0,2222.0,1588.0,2273.0,1784.0,1389.0,2551.0,1507.0,1503.0,3058.0,1864.0,4843.0,4641.0,5642.0,3193.0,4100.0,3373.0,4030.0,3554.0,6075.0,2658.0,3431.0,3416.0,5635.0,3171.0,5534.0,3929.0,5005.0,2951.0,4523.0,4252.0,5693.0,6035.0,3892.0,5260.0,6884.0,4644.0,6358.0,6325.0,10248.0,7331.0,9125.0,7680.0,16610.0,14327.0,13605.0,11051.0,14855.0,12532.0,13281.0,11425.0,15109.0
Inwestycje krótkoterminowe,1081.0,758.0,679.0,1051.0,1491.0,1729.0,1613.0,2429.0,2031.0,1653.0,1953.0,6957.0,4048.0,4096.0,2288.0,1719.0,1366.0,697.0,1125.0,517.0,68.0,265.0,1115.0,104.0,1444.0,1388.0,870.0,400.0,632.0,657.0,910.0,1007.0,1667.0,1570.0,1368.0,1782.0,3774.0,3294.0,3318.0,4993.0,2476.0,3283.0,4616.0,5701.0,7751.0,8361.0,5987.0,7526.0,11061.0,16311.0,10529.0,7914.0,10332.0,11746.0,8324.0,9845.0,11189.0,9791.0,7244.0,6912.0
Środki pieniężne i inne aktywa pieniężne,1081.0,758.0,679.0,1051.0,1491.0,1729.0,1613.0,2429.0,2031.0,1653.0,1953.0,6957.0,4048.0,4096.0,2288.0,1719.0,1366.0,697.0,1125.0,517.0,68.0,265.0,1115.0,104.0,1444.0,1388.0,870.0,400.0,632.0,657.0,910.0,1007.0,1667.0,1570.0,1368.0,1782.0,3774.0,3294.0,3318.0,4993.0,2476.0,3283.0,4616.0,5701.0,7751.0,8361.0,5987.0,7526.0,11061.0,16311.0,10529.0,7914.0,10332.0,11746.0,8324.0,9845.0,11189.0,9791.0,7244.0,6912.0
Pozostałe aktywa obrotowe,0.0,0.0,0.0,15.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,342.0,0.0,0.0,27.0,3478.0,3453.0,3183.0,3876.0,5435.0,5383.0,5267.0,5747.0,7135.0,7234.0,8376.0,6804.0,6885.0,6586.0,6564.0,6502.0,6334.0,6658.0,6714.0,6685.0,5938.0,5710.0,5950.0,6140.0,6201.0,5685.0,6190.0,5794.0,1577.0,891.0,927.0,1057.0,1575.0,2078.0,2291.0,2995.0,3643.0,4138.0,855.0,1053.0,942.0,592.0,468.0,1043.0,1008.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,0.0,0.0,0.0,2850.0,0.0,0.0,0.0,3986.0,0.0,0.0,0.0,11465.0,0.0,0.0,5830.0,7713.0,7210.0,8626.0,7591.0,11708.0,10785.0,11822.0,10830.0,12429.0,12906.0,14790.0,12120.0,16659.0,10697.0,11408.0,11548.0,14459.0,12274.0,14382.0,12589.0,13229.0,13390.0,14647.0,14849.0,18077.0,15302.0,14416.0,16858.0,19148.0,17854.0,20150.0,17779.0,23671.0,24594.0,32500.0,25998.0,33234.0,32904.0,35319.0,29611.0,35347.0,34392.0,32806.0,28270.0,32209.0
Kapitał własny akcjonariuszy jednostki dominującej,1320.0,1209.0,946.0,1499.0,1577.0,2054.0,2263.0,3007.0,2771.0,2729.0,3044.0,4430.0,5007.0,4656.0,3755.0,5284.0,4679.0,4769.0,4859.0,6716.0,6655.0,6903.0,7035.0,7750.0,7179.0,7130.0,5660.0,6218.0,6960.0,7265.0,7498.0,7984.0,8421.0,8426.0,8055.0,9062.0,9252.0,7667.0,7842.0,9424.0,9912.0,8998.0,10158.0,11625.0,12457.0,13782.0,11063.0,15222.0,17517.0,12421.0,14116.0,19172.0,21214.0,14279.0,16228.0,17988.0,18173.0,14184.0,13952.0,14030.0
Kapitał (fundusz) podstawowy,0.0,0.0,0.0,665.0,0.0,0.0,0.0,665.0,0.0,0.0,0.0,665.0,0.0,0.0,669.0,669.0,669.0,669.0,669.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0,673.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,0.0,0.0,0.0,690.0,0.0,0.0,0.0,834.0,0.0,0.0,0.0,1647.0,0.0,0.0,2435.0,2435.0,2435.0,4615.0,4615.0,4615.0,4615.0,6042.0,6042.0,6042.0,6042.0,7076.0,7076.0,7076.0,7076.0,5544.0,5544.0,5544.0,5545.0,5545.0,6637.0,6637.0,6637.0,6368.0,6368.0,6368.0,6368.0,6730.0,6730.0,6730.0,6730.0,6730.0,6910.0,6910.0,6910.0,8274.0,8274.0,8274.0,8274.0,11764.0,11764.0,11764.0,11764.0,13276.0,13276.0,15858.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,72.0,57.0,83.0,64.0,89.0,80.0,63.0,176.0,331.0,317.0,397.0,376.0,358.0,341.0,322.0,304.0,287.0,303.0,301.0,984.0,279.0,418.0,338.0,361.0,314.0,267.0,225.0,180.0,484.0,605.0,530.0,538.0,500.0,461.0,679.0,719.0,773.0,694.0,3243.0,2951.0,3821.0,3447.0,3330.0,2919.0,2454.0
Z tytułu dostaw i usług,0.0,0.0,0.0,876.0,0.0,0.0,0.0,474.0,0.0,0.0,0.0,2990.0,0.0,0.0,1082.0,908.0,959.0,2660.0,1757.0,1766.0,2460.0,2888.0,1861.0,1483.0,1757.0,2846.0,1957.0,5758.0,970.0,1896.0,2010.0,3689.0,1439.0,2535.0,1548.0,1780.0,1261.0,2726.0,1579.0,2476.0,2524.0,1586.0,2131.0,2973.0,1720.0,1515.0,1332.0,1422.0,2452.0,4684.0,2529.0,1999.0,3728.0,10742.0,3242.0,5342.0,4540.0,6889.0,2727.0,4353.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,997.0,0.0,249.0,0.0,730.0,1288.0,978.0,1744.0,1751.0,625.0,0.0,0.0,233.0,468.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,67.0,65.0,65.0,68.0,61.0,61.0,86.0,79.0,75.0,87.0,78.0,78.0,75.0,73.0,71.0,69.0,86.0,92.0,92.0,98.0,313.0,315.0,497.0,520.0,460.0,394.0,264.0,222.0,250.0,250.0,229.0,207.0,184.0,224.0,243.0,297.0,301.0,726.0,729.0,718.0,787.0,684.0,503.0,525.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2097.0,1917.0,2972.0,2798.0,2779.0,2509.0,2239.0
Zobowiązania krótkoterminowe,382.0,271.0,290.0,1252.0,908.0,1317.0,740.0,829.0,978.0,1386.0,757.0,6573.0,1457.0,1553.0,1656.0,1181.0,1427.0,3154.0,2147.0,3569.0,3205.0,3644.0,2351.0,2724.0,3522.0,5353.0,4500.0,8626.0,1956.0,2407.0,2360.0,4806.0,2052.0,4160.0,2071.0,2534.0,2447.0,5225.0,3927.0,5258.0,3193.0,2203.0,2702.0,3593.0,2089.0,2586.0,2082.0,2701.0,2947.0,12115.0,3192.0,4152.0,4887.0,17797.0,10432.0,13538.0,12770.0,15292.0,11399.0,15725.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,376.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,3583.0,0.0,0.0,574.0,202.0,130.0,429.0,325.0,738.0,684.0,446.0,404.0,432.0,402.0,1442.0,721.0,1039.0,286.0,438.0,279.0,815.0,59.0,553.0,431.0,656.0,873.0,2184.0,1851.0,2262.0,209.0,223.0,307.0,398.0,119.0,821.0,521.0,1072.0,311.0,7207.0,420.0,1856.0,858.0,6329.0,6461.0,7478.0,7443.0,7719.0,8169.0,10847.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,99.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,313.0,0.0,0.0,419.0,1176.0,1047.0,620.0,521.0,1334.0,845.0,1212.0,1268.0,1624.0,1888.0,1910.0,1584.0,1457.0,1440.0,1414.0,1386.0,1382.0,1498.0,1495.0,1479.0,1354.0,1273.0,1417.0,2719.0,3081.0,1930.0,2990.0,3818.0,3446.0,2703.0,3252.0,4096.0,5248.0,3669.0,7285.0,7971.0,9137.0,6109.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Pasywa razem,1702.0,1480.0,1236.0,2850.0,2485.0,3371.0,3003.0,3986.0,3749.0,4115.0,3801.0,11465.0,6464.0,6209.0,5830.0,7713.0,7210.0,8626.0,7591.0,11708.0,10785.0,11822.0,10830.0,12429.0,12906.0,14790.0,12120.0,16659.0,10697.0,11408.0,11548.0,14459.0,12274.0,14382.0,12589.0,13229.0,13390.0,14647.0,14849.0,18077.0,15302.0,14416.0,16858.0,19148.0,17854.0,20150.0,17779.0,23671.0,24594.0,32500.0,25998.0,33234.0,32904.0,35319.0,29611.0,35347.0,34392.0,32806.0,28270.0,32209.0
Przepływy pieniężne z działalności operacyjnej,0.0,0.0,0.0,240.0,0.0,0.0,0.0,1686.0,0.0,0.0,0.0,4828.0,0.0,-2815.0,-408.0,-681.0,-602.0,-375.0,451.0,-1563.0,566.0,-37.0,1166.0,-1664.0,807.0,-714.0,-245.0,-381.0,1375.0,666.0,298.0,-37.0,586.0,-694.0,788.0,1127.0,2149.0,-409.0,659.0,1841.0,-951.0,2935.0,1592.0,2060.0,2489.0,750.0,1612.0,538.0,3688.0,5513.0,1434.0,-3784.0,1854.0,3254.0,4241.0,1715.0,2132.0,-581.0,1644.0,932.0
Amortyzacja,33.0,34.0,36.0,31.0,40.0,45.0,52.0,53.0,42.0,62.0,62.0,66.0,67.0,71.0,86.0,84.0,72.0,72.0,74.0,77.0,67.0,65.0,68.0,78.0,79.0,78.0,82.0,79.0,76.0,53.0,54.0,55.0,53.0,55.0,41.0,43.0,43.0,43.0,42.0,56.0,55.0,56.0,67.0,155.0,317.0,299.0,288.0,340.0,378.0,406.0,341.0,373.0,387.0,689.0,550.0,558.0,554.0,811.0,847.0,801.0
