,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Koszty finansowe,125.0,51.0,7.0,-47.0,50.0,181.0,47.0,431.0,278.0,37.0,657.0,-115.0,170.0,-13.0,7.0,2378.0,39.0,1687.0,-61.0,4200.0,54.0,94.0,94.0,1693.0,83.0,2598.0,963.0,157.0,141.0,1577.0,3.0,1844.0,40.0,2663.0,58.0,13445.0,618.0,234.0,2633.0,760.0,637.0,459.0,74.0,4414.0,106.0,45.0,41.0,-106.0,40.0,3.0,269.0,1231.0,1.0,8.0,1.0,9.0,33.0,-1.0,1384.0,-603.0
Pozostałe przychody (koszty),-117.0,-126.0,-164.0,-64.0,-153.0,-214.0,-151.0,-188.0,-268.0,-606.0,3319.0,-2300.0,-825.0,-456.0,-5853.0,-653.0,16.0,-2333.0,920.0,-1126.0,-116.0,-216.0,70.0,45.0,178.0,-14.0,251.0,-3303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,97.0,0.0,-536.0,-51.0,0.0,682.0,-631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,-517.0,-307.0,-1079.0,561.0,563.0,-211.0,5709.0,2382.0,4122.0,531.0,9711.0,-5593.0,888.0,362.0,-4517.0,-1289.0,2022.0,2536.0,1241.0,-222.0,2939.0,-678.0,72.0,-2375.0,-429.0,-2559.0,-550.0,-4156.0,-611.0,-2293.0,-105.0,-228.0,-516.0,-3083.0,-387.0,-13980.0,20.0,346.0,78.0,-310.0,-650.0,-107.0,-1391.0,-3767.0,-408.0,-107.0,1108.0,1720.0,295.0,115.0,19.0,-2823.0,130.0,-389.0,-145.0,-1552.0,-542.0,5403.0,-1866.0,1308.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,-517.0,-307.0,-1079.0,561.0,563.0,-211.0,5709.0,2382.0,4122.0,531.0,9711.0,-5593.0,888.0,362.0,-4517.0,-1289.0,2022.0,2536.0,1241.0,-222.0,2939.0,-678.0,72.0,-2375.0,-429.0,-2559.0,-550.0,-4156.0,-611.0,-2293.0,-105.0,-228.0,-516.0,-3083.0,-387.0,-13980.0,20.0,346.0,78.0,-310.0,-650.0,-107.0,-1391.0,-3767.0,-408.0,-107.0,1108.0,1720.0,295.0,115.0,19.0,-2823.0,130.0,-389.0,-145.0,-1552.0,-542.0,5403.0,-1866.0,1308.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-559.0,-357.0,-1089.0,1142.0,414.0,8.0,5828.0,2450.0,4278.0,451.0,9748.0,-5770.0,820.0,339.0,-4562.0,-1279.0,1952.0,2528.0,1245.0,-237.0,2923.0,-675.0,73.0,-2357.0,-452.0,-2608.0,-741.0,-4164.0,-658.0,-2156.0,-101.0,-832.0,-513.0,-2867.0,-380.0,-14076.0,39.0,172.0,93.0,-306.0,-471.0,-1056.0,-452.0,-3306.0,-426.0,-126.0,1107.0,1657.0,289.0,-152.0,19.0,-2826.0,103.0,-338.0,-155.0,-1488.0,-626.0,5189.0,-2695.0,897.0
Zysk netto akcjonariuszy jednostki dominującej,-505.0,-337.0,-612.0,742.0,559.0,-1401.0,7256.0,1394.0,4162.0,391.0,9295.0,-5337.0,890.0,434.0,-4589.0,-463.0,1906.0,3027.0,1276.0,-235.0,2979.0,-835.0,303.0,-2222.0,-452.0,-2338.0,-279.0,-4896.0,-658.0,-2156.0,-101.0,-832.0,-513.0,-2867.0,-380.0,-14076.0,39.0,172.0,94.0,-307.0,-467.0,-1048.0,-462.0,-3339.0,-392.0,-126.0,1107.0,1623.0,289.0,-152.0,19.0,-2826.0,103.0,-338.0,-155.0,-1488.0,-626.0,5189.0,-2695.0,897.0
Aktywa trwałe,20848.0,22401.0,23261.0,27087.0,26291.0,32409.0,34538.0,36866.0,35457.0,34136.0,38870.0,31673.0,37484.0,39153.0,34581.0,34234.0,36270.0,39705.0,40456.0,34853.0,36989.0,36563.0,37740.0,36785.0,36282.0,32865.0,32903.0,31185.0,32823.0,32356.0,32364.0,32645.0,32568.0,30549.0,30558.0,14641.0,13986.0,11890.0,11907.0,2101.0,2730.0,1993.0,1965.0,1412.0,1518.0,1534.0,1579.0,4648.0,4768.0,3910.0,4256.0,3233.0,3497.0,3128.0,2931.0,793.0,1251.0,3826.0,4881.0,4420.0
Wartości niematerialne i prawne,15061.0,15061.0,15771.0,19078.0,17674.0,17761.0,18019.0,17569.0,14577.0,8989.0,9862.0,10756.0,10522.0,10364.0,10239.0,11753.0,11703.0,12541.0,12586.0,8790.0,8769.0,9488.0,8576.0,8359.0,8149.0,7909.0,7657.0,5450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,166.0,213.0,336.0,464.0,1154.0,1813.0,2011.0,2097.0,2096.0,2095.0,0.0,0.0,1734.0,1734.0,0.0
Rzeczowe składniki majątku trwałego,1340.0,2148.0,2289.0,2130.0,2750.0,3490.0,3513.0,3577.0,2299.0,1371.0,1115.0,882.0,985.0,971.0,1018.0,183.0,167.0,248.0,239.0,337.0,324.0,303.0,274.0,254.0,234.0,190.0,174.0,160.0,55.0,49.0,47.0,39.0,32.0,17.0,10.0,7.0,6.0,5.0,7.0,6.0,6.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,51.0,45.0,785.0,0.0,833.0,750.0,1402.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,53.0,53.0,53.0,53.0,55.0,55.0,75.0,55.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.0,49.0,49.0,49.0,34.0,34.0,34.0,34.0,34.0,34.0,39.0,36.0,36.0,36.0,36.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,4320.0,4650.0,4512.0,5009.0,5118.0,10440.0,11708.0,15293.0,18190.0,23493.0,27612.0,19513.0,25462.0,27289.0,22803.0,21800.0,23941.0,26438.0,27158.0,23921.0,25761.0,17244.0,26719.0,26137.0,26123.0,22982.0,23283.0,23892.0,30933.0,30407.0,30407.0,30717.0,30627.0,28605.0,28605.0,14140.0,13573.0,11537.0,11537.0,1809.0,2496.0,1700.0,2161.0,1239.0,1239.0,1239.0,1239.0,3981.0,3981.0,2706.0,2443.0,1218.0,1344.0,978.0,791.0,8.0,1246.0,1246.0,2315.0,2948.0
Pozostałe aktywa trwałe,127.0,542.0,689.0,870.0,749.0,718.0,1281.0,410.0,391.0,283.0,281.0,469.0,462.0,476.0,468.0,443.0,404.0,403.0,418.0,1760.0,2090.0,9483.0,2126.0,1990.0,1731.0,1739.0,1744.0,1636.0,1786.0,1851.0,1861.0,1855.0,1875.0,1893.0,1909.0,460.0,373.0,309.0,327.0,250.0,192.0,253.0,-205.0,165.0,147.0,128.0,127.0,331.0,323.0,50.0,0.0,4.0,0.0,3.0,0.0,0.0,5.0,13.0,82.0,70.0
Aktywa obrotowe,6110.0,6068.0,8300.0,8609.0,11835.0,6926.0,8204.0,9953.0,12715.0,8864.0,21822.0,20341.0,13453.0,15067.0,14207.0,15073.0,18727.0,11631.0,12899.0,15243.0,12486.0,10237.0,7004.0,7037.0,9100.0,7356.0,5343.0,3998.0,2685.0,3261.0,2567.0,2175.0,1194.0,656.0,693.0,391.0,1599.0,4087.0,3990.0,12127.0,12502.0,9393.0,9477.0,5087.0,4851.0,4883.0,3640.0,1588.0,1687.0,2695.0,2726.0,1134.0,1098.0,1020.0,1067.0,866.0,532.0,10714.0,8241.0,11218.0
Zapasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0,0.0,0.0
Należności krótkoterminowe,2704.0,3062.0,3688.0,5140.0,7378.0,4172.0,2452.0,6237.0,2975.0,4478.0,14773.0,14672.0,3946.0,9029.0,7563.0,8821.0,13048.0,3483.0,4778.0,8146.0,2797.0,3840.0,2999.0,2473.0,2185.0,2636.0,890.0,1958.0,148.0,121.0,90.0,130.0,111.0,70.0,209.0,81.0,1283.0,2593.0,2485.0,2214.0,2817.0,858.0,901.0,685.0,992.0,875.0,384.0,260.0,486.0,465.0,1901.0,311.0,378.0,359.0,359.0,708.0,171.0,5863.0,3412.0,3770.0
Inwestycje krótkoterminowe,2990.0,2335.0,3678.0,2677.0,3726.0,2158.0,4759.0,2693.0,9238.0,3599.0,6490.0,4444.0,7957.0,4389.0,5156.0,4340.0,3519.0,6538.0,6450.0,4251.0,6820.0,3290.0,1851.0,1195.0,3441.0,1189.0,1777.0,1397.0,2507.0,2386.0,1738.0,1245.0,1048.0,528.0,426.0,160.0,265.0,1437.0,1454.0,9742.0,9638.0,8505.0,8530.0,3884.0,3818.0,2909.0,3238.0,1301.0,1169.0,2193.0,815.0,816.0,706.0,652.0,695.0,153.0,352.0,29.0,14.0,1001.0
Środki pieniężne i inne aktywa pieniężne,1850.0,2232.0,3432.0,2443.0,3492.0,2158.0,4715.0,2596.0,9149.0,3599.0,5928.0,3265.0,6685.0,3167.0,3925.0,2396.0,1281.0,2906.0,2653.0,1228.0,3618.0,104.0,151.0,407.0,2691.0,578.0,1183.0,707.0,405.0,1244.0,443.0,340.0,159.0,143.0,75.0,80.0,186.0,53.0,69.0,83.0,87.0,26.0,62.0,62.0,38.0,391.0,621.0,53.0,71.0,616.0,1.0,0.0,9.0,32.0,19.0,18.0,352.0,29.0,17.0,545.0
Pozostałe aktywa obrotowe,416.0,671.0,934.0,792.0,731.0,596.0,993.0,1023.0,502.0,787.0,559.0,1225.0,1550.0,1649.0,1488.0,1912.0,2160.0,1610.0,1671.0,2846.0,2869.0,2140.0,693.0,701.0,856.0,824.0,549.0,643.0,30.0,35.0,25.0,67.0,35.0,58.0,58.0,150.0,51.0,57.0,51.0,171.0,47.0,30.0,46.0,167.0,41.0,44.0,18.0,27.0,32.0,37.0,10.0,7.0,14.0,9.0,13.0,5.0,9.0,2472.0,4815.0,6447.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,1461.0,2668.0,2618.0,2707.0,2127.0,0.0,0.0,719.0,714.0,733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,1055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,26958.0,28469.0,31561.0,35696.0,38126.0,39335.0,42742.0,46819.0,48172.0,43000.0,60692.0,52014.0,50937.0,54220.0,48788.0,49307.0,54997.0,51336.0,53355.0,50096.0,49475.0,46800.0,44744.0,43822.0,45382.0,40221.0,38246.0,35183.0,35508.0,35617.0,34931.0,34820.0,33762.0,31205.0,31251.0,15032.0,15585.0,15977.0,15897.0,14228.0,15232.0,11386.0,11442.0,6499.0,6369.0,6417.0,5219.0,6236.0,6455.0,6605.0,6982.0,4367.0,4595.0,4148.0,3998.0,1659.0,1783.0,14540.0,13122.0,15638.0
Kapitał własny akcjonariuszy jednostki dominującej,21157.0,22037.0,21883.0,22533.0,21691.0,23509.0,28904.0,29610.0,31711.0,33156.0,47303.0,38324.0,37280.0,39328.0,38695.0,33687.0,35761.0,39489.0,40119.0,33765.0,35340.0,34682.0,34824.0,33255.0,32830.0,30233.0,29947.0,26772.0,28604.0,26545.0,26404.0,25603.0,25110.0,22648.0,22289.0,7737.0,7947.0,7667.0,7760.0,7608.0,9455.0,6233.0,5822.0,2476.0,2167.0,2060.0,3161.0,4928.0,5217.0,5065.0,5703.0,2877.0,2980.0,2742.0,2587.0,1099.0,1473.0,8636.0,6040.0,8230.0
Kapitał (fundusz) podstawowy,21853.0,21853.0,21853.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,22353.0,2235.0,2235.0,2235.0,2235.0,2235.0,2854.0,2854.0,2954.0,2954.0,2954.0,3176.0,4708.0,4708.0,4708.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,3643.0,4056.0,4055.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,2485.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,0.0,0.0,198.0
Udziały niekontrolujące,2615.0,2815.0,3049.0,3727.0,6207.0,6262.0,6381.0,8312.0,6757.0,2934.0,3741.0,3106.0,3496.0,3284.0,-1307.0,2496.0,2542.0,3273.0,3243.0,3240.0,3184.0,3344.0,2020.0,1885.0,1841.0,1617.0,1155.0,582.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,4.0,-4.0,-12.0,-2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Zobowiązania długoterminowe,966.0,1288.0,1724.0,1065.0,1013.0,546.0,1069.0,885.0,152.0,233.0,284.0,857.0,807.0,710.0,681.0,459.0,477.0,369.0,391.0,346.0,349.0,359.0,346.0,347.0,90.0,94.0,100.0,110.0,2312.0,2215.0,2722.0,3342.0,3346.0,3162.0,3171.0,1064.0,964.0,1067.0,1070.0,990.0,301.0,853.0,860.0,305.0,305.0,301.0,200.0,276.0,274.0,267.0,217.0,216.0,239.0,171.0,141.0,142.0,223.0,754.0,1233.0,1674.0
Z tytułu dostaw i usług,1265.0,1307.0,1997.0,1793.0,1940.0,1918.0,494.0,3211.0,1583.0,2695.0,3510.0,1935.0,144.0,1240.0,1563.0,3207.0,3520.0,1181.0,2270.0,4917.0,4373.0,2870.0,1628.0,2024.0,3953.0,2252.0,1380.0,1776.0,73.0,163.0,157.0,71.0,99.0,143.0,88.0,81.0,171.0,312.0,205.0,190.0,213.0,245.0,234.0,184.0,356.0,169.0,200.0,92.0,73.0,435.0,967.0,1088.0,1196.0,1046.0,1066.0,297.0,6.0,2307.0,2983.0,791.0
Kredyty i pożyczki,179.0,215.0,408.0,290.0,922.0,838.0,1054.0,780.0,1709.0,420.0,349.0,1235.0,1286.0,2627.0,982.0,2425.0,3708.0,3111.0,2802.0,3185.0,3039.0,3132.0,3695.0,3528.0,3624.0,3832.0,3274.0,3525.0,3832.0,5245.0,4175.0,4314.0,4446.0,4478.0,4865.0,5789.0,5961.0,6548.0,6485.0,5043.0,4221.0,2922.0,3413.0,2292.0,2356.0,2271.0,261.0,570.0,570.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.0,1756.0,1831.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,266.0,304.0
Inne zobowiązania długoterminowe,584.0,744.0,1302.0,672.0,256.0,20.0,431.0,356.0,55.0,3.0,51.0,646.0,659.0,629.0,625.0,447.0,477.0,369.0,391.0,346.0,349.0,359.0,346.0,347.0,90.0,94.0,100.0,110.0,2312.0,2215.0,2222.0,2842.0,2846.0,2662.0,2671.0,1064.0,964.0,1067.0,1070.0,990.0,301.0,853.0,860.0,305.0,305.0,301.0,200.0,276.0,274.0,267.0,217.0,216.0,239.0,171.0,141.0,142.0,223.0,223.0,858.0,1005.0
Zobowiązania krótkoterminowe,2220.0,2329.0,4905.0,8371.0,9215.0,9018.0,6388.0,8012.0,9552.0,6677.0,9364.0,9727.0,9354.0,10898.0,10719.0,12665.0,16217.0,8205.0,9602.0,12745.0,10602.0,8415.0,7554.0,8335.0,10621.0,8277.0,7044.0,7719.0,4591.0,6856.0,5804.0,5874.0,5305.0,5394.0,5790.0,6230.0,6673.0,7242.0,7068.0,5626.0,5480.0,4312.0,4762.0,3683.0,3897.0,4056.0,1858.0,1032.0,964.0,1273.0,1062.0,1274.0,1376.0,1235.0,1270.0,418.0,87.0,5149.0,5848.0,5733.0
Inne zobowiązania krótkoterminowe,776.0,807.0,2500.0,6288.0,6353.0,6262.0,4840.0,4021.0,6260.0,3562.0,5505.0,6557.0,7924.0,7031.0,8174.0,7033.0,8989.0,3913.0,4530.0,4643.0,3190.0,2413.0,2231.0,2783.0,3044.0,2193.0,2390.0,2418.0,686.0,1448.0,1472.0,1489.0,760.0,773.0,837.0,360.0,541.0,382.0,378.0,393.0,1046.0,1145.0,1115.0,1207.0,1185.0,1616.0,1397.0,370.0,321.0,268.0,95.0,186.0,180.0,189.0,204.0,121.0,81.0,1009.0,843.0,2807.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,26958.0,28469.0,31561.0,35696.0,38126.0,39335.0,42742.0,46819.0,48172.0,43000.0,60692.0,52014.0,50937.0,54220.0,48788.0,49307.0,54997.0,51336.0,53355.0,50096.0,49475.0,46800.0,44744.0,43822.0,45382.0,40221.0,38246.0,35183.0,35508.0,35617.0,34931.0,34820.0,33762.0,31205.0,31251.0,15032.0,15585.0,15977.0,15897.0,14228.0,15232.0,11386.0,11442.0,6499.0,6369.0,6417.0,5219.0,6236.0,6455.0,6605.0,6982.0,4367.0,4595.0,4148.0,3998.0,1659.0,1783.0,14540.0,13122.0,15638.0
