,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Koszty finansowe,,,,,-23.46,96.44,-58.36,4618.1,430.19,29016.08,119.39,-98.63,-79.34,-90.6,-91.11,-95.01,-90.11,-65.03,-72.34,457.63,-22.2,6086.29,-21829.13,-3709.85,33.84,29.68,127.71,22.66,4892.7,-28.44,-210.04,143.78,-56.38,-120.39,100.0,-100.0,-100.0,100.0,,,,,,,,,,,,,,,20.27,4.08,-21.84,-59.67,-9.91,-1.56,-7.8,39.29,-5.61,23.07,-233.49,207.66,50.74,-78.12,100.75,-124.63
Pozostałe przychody (koszty),,,,,-1752.73,126.49,-411.59,561.18,-23.87,579.0,79.09,-63.56,693.43,-147.14,-13.44,-53.01,39.32,2739.71,-929.65,3036.14,-75.5,-102.26,93.45,-99.53,-100.0,103.04,92.74,-79.71,,-87.99,75.24,2.78,,-103828.45,69381.39,-879.85,-79182.22,0.03,-101.94,-6751.67,22.03,303.05,1199.26,63.92,97.34,-110.4,-681.93,3.5,103.19,99.53,100.18,100.54,-100.0,100.0,-100.0,-78.33,,,,-100.0,,,,,130.92,280.32,-33.37,131.77
Zysk z działalności gospodarczej,,,,,-24.36,-59.22,-48.42,-431.65,-113.41,-12.02,19.4,102.56,1083.49,73.18,187.11,1190.55,85.2,317.14,109.52,-11.96,2.43,-71.01,-50.97,-77.73,-39.71,-6.74,-0.31,96.7,-12.02,-45.43,-44.57,39.7,-55.63,32.56,107.23,86.14,71.65,13.9,-31.1,-120.02,-56.83,29.98,15.1,428.82,303.7,-14.68,-35.16,-59.47,-16.02,-12.63,5.11,182.26,-142.47,-39.97,-86.13,-1.93,318.21,80.19,962.68,-68.79,-82.56,116.81,-6.62,-130.08,329.87,-54.16,6.46,988.36
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,100.0,-100.0,100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-24.36,-59.22,-48.42,-431.65,-113.41,-12.02,19.4,102.56,1083.49,73.18,187.11,1190.55,85.2,317.14,109.52,-277.74,3.51,-71.42,-50.81,111.03,-40.34,-5.39,-0.64,96.7,-12.02,-45.43,-44.57,39.7,-55.63,32.56,107.23,86.14,71.65,13.9,-31.1,-120.02,-56.83,29.98,15.1,428.82,303.7,-14.68,-35.16,-59.47,-16.02,-12.63,5.11,182.26,-142.47,-39.97,-86.13,-1.93,318.21,80.19,962.68,-68.79,-82.56,116.81,-6.62,-130.08,329.87,-54.16,6.46,988.36
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,-295.92,-100.0,2767.72,100.0,100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-42.39,-76.79,-51.74,-662.94,-272.9,-116.25,9.26,126.08,215.76,1661.77,373.41,-5.55,110.12,291.73,112.9,-403.29,1.11,-72.76,-60.03,104.38,-48.26,8.56,-2.35,-68.15,-30.79,-36.06,4.55,1065.08,-115.61,-0.4,48.77,69.65,732.31,24.68,-37.41,-167.35,-94.9,32.91,23.81,205.83,3616.63,-19.63,-42.14,-53.12,-22.5,-7.73,11.63,80.95,-149.48,-41.15,-86.74,5.86,282.28,81.07,1092.56,-143.76,-107.51,151.07,-26.05,104.81,1072.14,-66.27,21.07,7399.57
Zysk netto akcjonariuszy jednostki dominującej,,,,,-61.79,-85.71,-53.95,-871.2,-470.14,-194.56,931.36,87.05,181.56,517.91,-27.44,288.41,113.85,306.42,121.89,-361.14,8.7,-70.41,-61.91,125.13,-40.65,4.76,12.25,-85.63,-40.14,-32.49,9.05,190.04,-127.02,5.37,53.55,167.37,532.58,23.22,-38.18,-149.2,-97.71,34.36,23.68,279.29,7270.21,-24.06,-43.7,-39.75,-14.31,-5.91,10.25,44.75,-148.03,-40.92,-88.86,-2.7,264.63,77.42,1317.16,-142.99,-111.75,163.97,-25.91,92.51,710.52,-68.78,20.09,4890.01
Aktywa trwałe,,,,,31.16,18.96,-4.52,40.34,22.14,7.22,-17.54,-38.03,-34.43,-13.66,-12.61,-2.23,2.88,-43.71,-28.35,22.55,23.5,112.46,76.95,11.46,26.96,28.25,24.45,9.33,-2.46,-10.9,-2.5,-3.02,-18.7,-24.06,-37.61,-37.24,-34.3,-25.37,-11.27,9.53,21.05,2.72,-1.1,-21.79,-21.51,-7.22,-10.3,-2.18,81.65,70.62,93.83,79.25,-12.37,-12.49,-28.24,-28.5,-13.78,-17.54,-4.23,5.67,-10.32,21.14,39.3,3.94,10.31,-22.05,-35.33,-12.88
Wartości niematerialne i prawne,,,,,48.53,40.99,44.05,-33.03,-43.27,-69.19,-76.63,-45.41,-38.47,36.18,-15.61,-9.69,-1.8,-45.34,-33.57,-64.7,-48.23,-23.42,-17.34,142.63,96.11,160.25,168.05,64.64,45.04,20.86,4.44,-1.8,-16.78,-27.96,-37.99,-35.53,-42.45,-37.4,-32.33,-31.81,-22.69,-36.93,-30.44,-29.7,-18.06,19.26,28.91,24.0,49.84,39.67,50.08,60.5,22.17,20.29,-7.2,-4.19,16.61,16.34,43.11,42.57,10.14,34.24,41.05,11.5,25.94,-8.73,-19.86,-8.24
Rzeczowe składniki majątku trwałego,,,,,17.62,11.76,5.82,38.68,30.33,-0.93,-22.36,-43.57,-45.34,-18.31,-13.91,2.62,5.03,-36.24,-17.54,38.4,44.18,121.98,81.99,11.05,27.7,30.45,25.07,8.09,-5.58,-14.71,-5.8,-6.55,-19.14,-24.17,-38.4,-37.27,-36.05,-28.74,-14.33,6.88,16.33,0.58,-3.98,-24.82,-23.36,-10.41,-15.62,-10.37,99.1,87.96,119.19,117.68,-15.64,-14.45,-31.63,-35.38,-16.56,-22.18,-7.91,2.55,-15.27,16.51,38.59,-5.43,2.23,-27.93,-43.21,-13.45
Należności długoterminowe,,,,,-5.48,-85.79,-99.1,5003.77,-73.42,4709.95,5348.35,-62.51,757.88,-67.68,-67.0,-95.13,-94.46,-92.35,-94.14,-51.21,-81.69,-93.83,-94.67,-93.39,-83.27,-66.14,-100.0,-100.0,-100.0,-100.0,,,,,,-100.0,,,,,,,,1044.82,11.72,60.16,-0.09,18.05,25.7,-16.83,29.4,13.28,-12.63,-10.83,-24.23,-19.21,-3.42,-3.46,11.49,4.87,-5.36,58.39,66.7,17.15,34.84,-27.18,-32.94,-10.06
Inwestycje długoterminowe,,,,,1397.26,200.61,247.54,25.23,27.29,19.63,-0.69,-20.83,-23.13,-3.93,-9.75,-4.14,-0.74,-49.55,-39.16,16.49,31.0,153.81,115.44,-19.22,14.98,1.77,3.73,38.75,-7.53,-7.2,4.96,14.29,-75.37,-15.5,-31.59,-38.94,149.26,-24.61,-12.23,-23.33,11.72,-4.0,-5.46,9.99,-15.93,-15.16,-6.61,-2.88,1.56,-65.71,-66.26,-67.29,-72.68,191.43,141.25,253.07,321.14,25.79,51.09,8.4,-8.68,17.22,27.42,-1.32,6.25,-25.45,-31.66,-19.7
Pozostałe aktywa trwałe,,,,,,,,,,,,,,,,10.12,40.58,-73.92,-69.42,-69.42,-86.31,-43.74,-48.22,127.19,13.53,14.43,11.86,-47.63,177.2,213.49,196.61,-2.81,164.9,-44.83,-37.56,5.73,-71.2,104.67,107.54,211.67,108.05,25.92,20.23,-38.56,-19.37,11.65,23.53,64.15,61.82,120.43,125.91,22.6,68.13,-38.25,-38.04,-36.96,-52.21,-21.4,-27.05,18.4,25.65,53.36,53.72,80.15,56.33,18.03,16.28,-7.76
Aktywa obrotowe,,,,,15.03,9.57,9.19,24.82,28.87,-9.63,-17.18,-27.48,-28.12,23.09,11.65,22.11,29.7,-0.71,31.35,15.78,12.28,41.27,-2.36,-0.36,10.17,-1.78,8.24,0.05,-11.21,-8.42,-3.47,-12.29,-27.95,-29.58,-33.16,-13.07,6.54,19.12,17.12,8.4,3.36,-11.45,-9.47,-7.86,-17.17,-6.73,-16.55,-13.72,-11.39,-24.64,-23.52,-23.04,-15.27,-8.91,16.6,18.25,30.45,37.02,46.16,35.81,17.31,38.0,39.09,27.19,34.76,8.45,2.47,9.45
Zapasy,,,,,42.11,16.75,12.7,49.92,46.75,-0.99,-22.77,-39.64,-42.76,-11.49,-22.52,-10.55,2.62,-26.05,35.36,52.49,46.49,97.87,22.06,5.44,8.31,2.75,7.8,2.58,0.55,10.35,13.47,9.34,-11.01,-37.34,-40.14,-41.55,-34.3,-13.47,-1.21,8.62,17.4,6.5,4.86,3.44,1.68,22.87,14.61,2.43,5.43,-3.3,7.38,8.65,-3.78,3.26,-2.66,3.71,16.81,10.94,23.54,12.46,-4.96,28.24,27.3,8.59,16.12,-19.68,-16.95,-0.31
Należności krótkoterminowe,,,,,-0.88,39.73,41.73,49.14,31.82,3.27,-31.3,-34.92,-29.16,-7.02,-11.87,3.95,2.79,11.26,55.24,8.4,28.05,31.41,10.01,13.19,7.2,-3.98,-22.98,-25.39,-28.49,-21.94,-14.6,-31.44,-60.16,-61.5,-66.74,-42.98,-12.71,-5.69,4.4,5.35,-22.71,-31.85,-20.31,-38.84,0.11,5.56,15.54,38.47,36.91,1.26,-28.54,-29.14,-51.62,-39.29,-27.37,-13.31,1.93,4.92,22.09,10.98,21.97,41.29,33.5,-11.63,-5.27,-5.13,-6.39,14.93
Inwestycje krótkoterminowe,,,,,-8.52,-10.1,-36.11,-46.92,-11.71,-39.44,60.93,84.54,77.8,284.84,88.41,110.36,122.23,17.28,19.92,-6.71,-31.66,13.28,-27.29,-16.19,26.28,-5.15,41.13,19.57,-10.7,-17.48,-10.32,-28.63,-24.58,11.48,-8.94,59.83,95.87,55.48,32.31,8.83,-0.5,-16.6,-15.42,-10.25,-34.63,-27.21,-41.15,-33.91,-43.7,-52.94,-61.29,-62.5,-19.51,-21.39,105.79,88.85,77.7,123.39,87.88,89.72,55.95,51.3,52.54,54.51,60.88,44.03,20.66,17.65
Środki pieniężne i inne aktywa pieniężne,,,,,-8.52,-10.1,-36.11,-46.92,-11.71,-39.44,60.93,84.54,77.8,284.84,88.41,110.36,122.23,17.28,19.92,-6.71,-31.66,13.28,-27.29,-16.19,26.28,-5.15,41.13,19.57,-10.7,-17.48,-10.32,-28.63,-24.58,11.41,-9.0,59.83,95.82,55.54,32.36,8.83,-0.51,-16.58,-15.41,-10.26,-34.61,-27.22,-41.22,-33.94,-43.7,-52.94,-61.26,-62.49,-19.51,-21.4,105.84,88.88,77.72,123.46,87.92,89.77,55.98,51.3,52.54,54.51,60.88,44.03,20.66,17.65
Pozostałe aktywa obrotowe,,,,,24.13,-47.37,21.46,10.91,-17.01,-63.65,-82.21,-80.93,-75.84,-34.15,25.69,-54.41,-25.72,-69.97,-31.66,4.17,250.25,98.43,46.18,-16.39,-65.24,25.17,-46.55,-18.18,21.97,-40.54,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.44,583.24,6069.04,1195.26,1032.31,764.04,-39.47
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,-90.76,-95.99,-82.02,-79.68,-65.58,-83.27,-82.71,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,19.15,12.05,4.73,29.2,26.98,-4.9,-17.29,-30.71,-29.83,11.46,4.48,15.44,22.92,-11.25,16.58,17.35,14.65,52.34,9.7,2.5,13.99,4.73,12.21,2.5,-8.99,-9.08,-3.21,-9.68,-25.44,-28.14,-34.38,-20.37,-5.57,6.88,9.72,8.67,7.0,-8.73,-7.71,-11.2,-18.18,-6.84,-15.14,-11.29,9.43,-4.13,4.48,0.79,-14.19,-10.28,-3.25,-1.12,13.66,16.63,29.62,26.78,9.36,33.54,39.14,21.39,28.99,1.14,-6.71,4.68
Kapitał własny akcjonariuszy jednostki dominującej,,,,,33.97,13.95,-2.34,1.8,-0.71,-11.36,-22.62,-24.78,-19.9,17.12,14.04,29.45,37.77,-22.24,14.55,11.33,16.11,53.57,14.88,13.37,15.96,22.14,19.01,4.29,-7.02,-6.14,1.51,-9.03,-22.19,-24.22,-30.51,-13.23,1.1,4.74,10.9,10.99,5.61,-12.72,-9.99,-11.0,-24.49,-14.48,-16.71,-30.9,-6.94,-14.45,-19.33,-5.07,-21.91,-3.99,-3.67,0.87,22.2,25.13,45.99,38.89,20.95,44.64,46.52,33.73,41.11,5.78,-1.01,12.03
Kapitał (fundusz) podstawowy,,,,,-3.95,-6.11,-9.77,16.48,33.34,33.25,23.89,-1.54,-17.85,-7.24,-5.58,-4.55,2.85,-25.71,-14.53,-30.39,-35.25,-14.49,-25.39,-7.64,0.13,1.34,2.23,-23.94,-25.11,-27.92,-25.73,1.73,-2.97,-0.22,0.48,-2.58,1.71,2.8,-0.88,1.08,-3.74,-7.01,-2.7,-8.27,-2.96,0.41,-3.55,3.1,-65.93,-67.5,-65.87,-66.99,5.84,5.03,3.5,8.37,2.37,1.23,2.34,-0.33,-0.17,3.53,5.11,1.97,0.49,-4.92,-4.81,-7.29
Udziały (akcje) własne,,,,,,,,,,,,1.54,17.85,7.24,5.58,33.38,14.36,41.02,28.94,-10.45,13.88,-19.28,0.61,93.99,93.48,93.4,43.43,-1036.16,-3639.53,-4109.73,-578.08,-168.41,-57.71,-67.2,-62.03,1.04,9.99,24.55,-14.11,-78.94,-86.11,-131.63,-20.84,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,146.27,140.73,-11.76,16.48,33.34,33.25,23.89,-1.54,-17.85,-7.24,-5.58,-5.0,2.37,71.46,8.49,11.05,3.29,-41.17,-6.68,-9.07,-1.39,-0.2,0.69,1.44,-0.15,-3.89,-0.97,-2.85,-7.33,-4.71,-4.04,-8.83,-4.82,-3.79,-7.24,-6.01,-10.49,-13.53,-9.52,-25.12,-20.79,-18.04,-21.28,3.1,2.21,-43.48,-40.63,-42.58,-38.64,5.03,3.5,8.37,2.37,1.23,2.34,-0.33,-0.17,3.53,5.11,1.97,0.49,-4.92,-4.81,-7.29
Udziały niekontrolujące,,,,,-25.06,15.24,14.81,21.32,16.11,3.22,-7.3,-5.59,-1.96,23.67,17.25,21.58,21.6,-8.3,-24.53,3.51,-3.09,16.34,29.67,-8.64,8.36,0.91,15.26,1.02,-17.83,-20.74,-20.54,-25.65,-56.97,-57.86,-61.27,-53.35,-8.73,3.66,18.37,21.51,-13.46,-25.57,-25.4,-29.2,7.28,19.28,11.89,9.31,-8.36,-5.67,3.46,7.78,19.12,8.23,9.51,4.79,0.82,5.76,8.44,11.67,24.81,26.63,4.7,14.85,16.4,10.72,26.57,-39.19
Zobowiązania długoterminowe,,,,,-59.62,29.67,43.57,384.26,544.85,-0.16,72.67,-72.67,-81.51,-39.06,-64.19,-100.0,-100.0,26.29,67.51,,,612.69,490.56,4.17,-11.15,-16.73,-15.86,-8.36,-92.73,-90.0,-88.3,-85.11,-100.0,-92.74,-100.0,-95.41,,-13.11,,195.47,-1.14,-38.61,-60.63,57.98,367.97,622.38,349.88,13.07,11040.35,10123.77,12676.52,9232.58,-1.85,7.64,-3.68,-4.3,1.33,-5.13,-0.79,14.9,7.1,35.09,52.41,-19.96,-16.53,-34.01,-44.52,-7.62
Z tytułu dostaw i usług,,,,,1864.59,-18.48,-3.8,59.2,36.78,16.48,5.84,-27.31,-31.44,4.61,-16.2,-6.57,4.56,-0.35,22.07,6.15,-9.43,219.52,36.57,41.43,82.85,-26.55,-9.17,-1.59,-11.55,-22.4,-25.26,-7.98,-13.28,-12.47,-4.34,-21.62,-21.15,16.14,-8.51,-5.92,30.21,17.76,20.5,9.75,-6.97,3.25,-21.0,81.95,-11.25,-30.86,2.78,-51.76,-8.02,-40.76,-7.86,-12.3,-5.72,-1.09,15.46,16.11,-24.88,-14.63,-18.83,-8.49,13.36,5.61,2.45,17.17
Kredyty i pożyczki,,,,,-27.64,125.02,112.33,446.38,746.87,-14.14,-37.49,-79.51,-88.0,-94.72,-96.89,-97.76,-81.11,-56.47,-27.92,-38.04,-57.56,-47.35,25.79,117.52,-38.66,321.77,156.23,70.51,56.14,-49.49,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.05,35.58,9.94,-2.69,19.31,0.91,4.28,3.05,-10.73,37.27,101.7,10.34,8.98,-34.21,-48.72,-15.53
Inne zobowiązania długoterminowe,,,,,82.24,33.61,-1.57,171.79,854.59,-31.35,147.78,-12.79,-99.48,-100.0,-100.0,-100.0,-100.0,,,,,612.69,490.56,4.17,-11.15,-16.73,-15.86,-8.36,-92.73,-90.0,-88.3,-85.11,-100.0,-92.74,-100.0,-95.41,,-13.11,,195.47,-1.14,-38.61,-60.63,57.98,367.97,622.38,349.88,13.07,15.61,6.77,21.48,9.23,-23.31,285.12,-31.98,697.58,1097.76,155.67,1372.86,224.46,169.29,257.59,268.37,-38.72,-35.17,-58.77,-62.38,-32.87
Zobowiązania krótkoterminowe,,,,,24.16,4.35,22.16,119.94,105.04,8.88,-11.14,-46.84,-50.08,-8.18,-23.59,-16.84,-7.33,19.51,64.15,33.18,4.29,58.74,-26.44,-21.48,15.82,-25.02,-11.37,-1.92,2.27,-0.46,7.9,13.36,-17.62,-23.87,-31.53,-26.03,-25.92,14.24,-0.6,-5.82,20.6,6.59,14.98,-4.4,-1.3,5.31,-17.85,72.23,3.29,-22.87,10.18,-32.2,-9.54,-36.5,-7.03,-6.27,6.34,13.5,13.58,6.35,-24.34,-2.25,11.76,7.78,23.52,7.18,-11.09,-3.69
Inne zobowiązania krótkoterminowe,,,,,-47.92,0.54,36.03,110.6,67.16,17.12,-17.83,-42.57,-30.14,26.76,1.78,-7.18,-8.04,45.81,132.41,81.46,27.65,-75.05,-79.2,-86.82,-55.39,-14.33,-28.61,-8.92,62.05,205.19,250.64,278.74,-26.53,-49.5,-71.86,-38.87,-39.47,6.52,39.32,-5.45,-14.9,-42.77,-3.32,-56.9,30.74,24.08,-4.85,-19.61,-0.08,-11.88,1.13,32.99,-35.72,-51.62,-9.89,-17.72,52.5,139.29,10.75,-0.92,-35.36,8.72,90.18,157.12,79.56,45.5,-16.93,-59.07
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,19.15,12.05,4.73,29.2,26.98,-4.9,-17.29,-30.71,-29.83,11.46,4.48,15.44,22.92,-11.25,16.58,17.35,14.65,52.34,9.7,2.5,13.99,4.73,12.21,2.5,-8.99,-9.08,-3.21,-9.68,-25.44,-28.14,-34.38,-20.37,-5.57,6.88,9.72,8.67,7.0,-8.73,-7.71,-11.2,-18.18,-6.84,-15.14,-11.29,9.43,-4.13,4.48,0.79,-14.19,-10.28,-3.25,-1.12,13.66,16.63,29.62,26.78,9.36,33.54,39.14,21.39,28.99,1.14,-6.71,4.68
Przepływy pieniężne z działalności operacyjnej,,,,,50.38,-113.09,184.74,-172.45,-41.86,1105.01,425.13,81.4,139.95,53.45,-21.52,162.5,79.05,118.56,-19.35,752.29,-495.72,-43.19,-17.01,-152.16,106.49,-16.77,52.67,205.82,116.06,-126.59,-0.99,76.55,-11.74,536.65,-29.02,-62.6,300.77,-14.83,-28.03,-107.84,10.45,-71.72,15.97,-181.09,67.16,75.51,-43.81,204.16,-32.02,61.34,65.3,352.56,-38.76,-82.13,-11.3,-112.83,95.85,422.03,28.13,132.47,-12.57,-55.33,60.71,1760.32,32.15,229.05,-41.43,-316.62
Amortyzacja,,,,,31.9,68.91,43.05,5.41,4.54,10.62,5.87,-3.93,-48.64,-39.89,-23.27,-13.78,2.48,-31.01,-28.41,94.66,36.66,97.34,143.15,-19.96,8.67,7.01,-8.8,7.2,10.97,21.05,35.2,1.28,-8.0,-13.0,-30.42,-18.28,-29.67,-33.04,-19.23,0.07,12.28,2.95,-12.72,-29.33,-21.13,-13.71,-4.95,0.78,115.22,121.27,139.09,313.57,38.75,0.32,-19.16,-40.75,-25.74,-5.31,16.9,-8.91,-3.06,16.66,14.26,30.76,3.88,-16.04,-18.26,-30.71
