,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Zobowiązania krótkoterminowe,,,,,,445.7,,211.26,162.56,-4.22,74.55,9.26,-8.04,2.37,18.87,78.98
Inne zobowiązania krótkoterminowe,,,,,,192.3,,1644.04,925.68,262.26,340.83,95.41,48.9,113.72,94.26,164.5
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,
Pasywa razem,,,,,240.52,199.92,298.03,230.93,67.53,36.46,31.47,10.77,2.12,29.46,50.66,46.37
Przepływy pieniężne z działalności operacyjnej,,,,,27.54,207.02,-14.87,1452.37,147.8,247.86,12.61,-167.32,54.29,-81.42,-135.92,18.07
Amortyzacja,,,,,81.56,64.85,121.4,64.54,29.88,59.23,46.47,56.07,37.7,1.04,18.08,8.83
Przepływy pieniężne z działalności inwestycyjnej,,,,,-336.8,-973.1,-476.73,-5201.17,-1283.23,-1.11,-128.37,20.55,-83.3,-9.49,-147.34,-9.55
CAPEX (niematerialne i rzeczowe),,,,,337.17,149.68,186.83,1759.33,1282.06,355.13,353.69,127.77,83.3,4.51,9.22,51.26
Przepływy pieniężne z działalności finansowej,,,,,13609.14,493.34,-64540.0,-110.05,-102.1,-109.28,-68.54,40.31,-17.36,5342.0,939.61,-124.88
Emisja akcji,,,,,,,,,-100.0,-100.0,-100.0,100.0,,,,
Dywidenda,,,,,,,,,,,53.62,,-100.0,-100.0,-100.0,-100.0
Przepływy pieniężne razem,,,,,2390.19,145.4,-108.78,-200.73,-101.61,-127.85,-1165.91,-246.62,-285.1,9987.03,117.95,-5.68
