,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Koszty finansowe,,,,,5.65,155.91,27.65,45.43,3.29,-88.2,118.77,-78.62,-54.12,-46.21,-71.12,-51.18,-37.55,72.41,12.95,54.7,393.68,-231.27,256.49,87.07,-75.77,166.48,-74.6,-41.22,54.64,107.29,68.53,45.33,96.94,-30.95,25.75,47.47,41.69,190.54,306.06,144.48,-12.11,366.93,-86.32,-56.85,121.33,-129.77,-9.18,-57.33,-87.98,127.93,-20.73,-43.47,-22.56,-58.84,-8.57,39.22,-20.28,-56.11,-14.9,13.43,24.85,405.0,143.22,177.14,45.43,48.8,3.95,-21.13
Pozostałe przychody (koszty),,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.04,,1741.07,100.0,100.0,13300.0,-100.0,,,-100.0,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,-68.06,-128.92,-69.44,248.35,162.78,580.94,-208.46,-310.22,-173.11,-114.16,16.3,101.58,119.7,296.59,529.84,1800.58,158.18,148.48,-21.52,4.37,19.51,16.54,-9.85,-17.2,7.67,-42.06,54.03,80.14,-82.08,88.83,11.31,10.41,-32.88,-90.79,-162.46,-327.46,-886.59,-2267.56,-37.11,-11.2,-22.56,89.89,148.56,96.91,116.5,76.31,-22.78,-10.93,-522.95,-375.93,151.44,-131.01,143.74,-102.41,-77.07,-1103.38,-227.59,-19.07,-496.9,-35.71,142.46,128.58,120.96,53.56
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-68.06,-128.92,-69.44,248.35,162.78,580.94,-208.46,-310.22,-173.11,-114.16,16.3,101.58,119.7,296.59,529.84,1800.58,158.18,148.48,-21.52,4.37,19.51,16.54,-9.85,-17.2,7.67,-42.06,54.03,80.14,-82.08,88.83,11.31,10.41,-32.88,-90.79,-162.46,-327.46,-886.59,-2267.56,-37.11,-11.2,-22.56,89.89,148.56,96.91,116.5,76.31,-22.78,-10.93,-522.95,-375.93,151.44,-131.01,143.74,-102.41,-77.07,-1103.38,-227.59,-19.07,-496.9,-35.71,142.46,128.58,120.96,53.56
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-127.33,77.75,-100.0,,100.0,100.0,,,,,,,,,,,,,,,,
Zysk netto,,,,,-77.3,-145.78,-61.53,286.74,268.05,436.35,-183.42,-321.46,-186.68,-112.84,-13.04,106.83,106.17,364.13,488.12,258.54,638.26,101.83,-27.47,8.16,4.82,23.6,-8.29,-20.61,12.52,-45.63,60.22,95.22,-86.21,94.37,8.45,10.63,-33.27,-94.82,-161.83,-376.51,-1215.41,-4643.45,-46.96,-99.94,26.63,88.66,150.81,97.66,128.98,71.84,-48.19,68.34,-572.1,-321.59,241.97,-560.11,127.68,-85.27,-67.97,-984.19,-406.43,12.32,-472.09,-25.87,125.13,124.35,119.06,69.12
Zysk netto akcjonariuszy jednostki dominującej,,,,,-77.3,-142.54,-63.42,263.5,262.18,361.68,-220.12,-323.49,-182.2,-132.52,11.02,108.39,104.97,237.34,456.67,254.36,851.94,104.72,-45.3,8.12,3.46,19.37,12.13,-26.71,13.1,-50.23,37.96,5.37,-107.04,60.87,-16.62,86.4,-126.34,-108.39,-172.97,-479.46,-1406.18,-2589.66,-394.0,-6.18,43.03,81.67,119.94,96.36,115.41,70.71,-48.4,50.68,-600.28,-255.71,250.35,-297.57,128.21,-92.82,-66.67,-1043.84,-406.43,12.32,-472.09,-25.87,125.13,124.35,119.06,69.12
Aktywa trwałe,,,,,31.69,24.14,67.51,36.12,34.92,37.33,2.79,10.58,12.66,21.72,13.28,11.63,8.64,-2.17,-2.71,-3.19,-4.2,-2.79,-0.99,14.09,17.77,18.05,15.15,0.31,-2.05,-3.65,-2.66,-1.27,5.85,15.05,36.91,36.58,29.7,19.65,1.08,0.41,0.52,-44.28,-43.33,-53.73,-58.86,-23.83,-27.92,-15.37,-7.69,-6.73,-4.71,-5.72,-3.56,-7.05,-6.15,-7.62,-6.47,-7.91,-7.77,93.35,81.05,85.44,87.19,-4.14,-1.13,-2.32,-3.99,3.17
Wartości niematerialne i prawne,,,,,47.67,30.76,287.12,149.67,157.04,155.5,-12.69,-0.02,-2.88,-4.75,-6.74,-7.95,-8.3,-6.89,-6.87,-7.76,-7.67,-10.38,-10.07,62.13,63.66,71.36,73.16,-0.26,2.65,4.68,11.59,10.92,5.85,4.14,-1.54,-41.1,-39.52,-39.95,-40.48,-2.2,-1.46,-26.72,-26.92,-44.56,-45.77,-41.04,-41.41,-96.3,-96.54,-96.02,-96.49,-24.56,-25.71,-30.93,-34.52,-43.02,-47.44,-56.72,-63.64,2.04,9.76,44.83,95.0,-54.0,-55.56,-59.52,-64.1,-52.17
Rzeczowe składniki majątku trwałego,,,,,44.36,41.29,73.03,44.81,43.53,39.97,14.18,15.76,15.69,22.12,12.46,10.06,8.78,-2.3,-3.18,-5.49,-6.29,-6.11,-5.15,9.09,9.47,10.62,11.28,-2.21,-1.55,-2.11,-2.25,0.08,7.14,17.36,39.41,-16.52,-22.68,-30.2,-41.82,-5.72,-5.65,-11.52,-10.01,-14.69,-22.83,-17.7,-20.85,-13.69,-4.91,-0.63,1.58,-2.43,-1.04,-4.99,-3.52,-7.26,-7.72,-8.04,-10.2,91.2,90.3,90.53,91.78,-4.34,-4.84,-4.83,-4.94,4.48
Należności długoterminowe,,,,,-100.0,-100.0,-18.44,-100.0,,,-100.0,,,,,,,,37.5,401.96,408.89,167.81,240.91,-6.64,-9.83,-14.07,-31.73,245.61,263.44,307.44,371.48,-35.23,-38.71,-42.51,-43.83,-38.6,-35.43,-27.95,-16.67,-19.63,-18.52,-14.11,-15.93,-10.42,-5.58,515.4,436.0,347.78,282.06,-54.75,-62.77,-88.39,-89.98,-90.78,-87.34,-39.84,-46.86,-60.0,-70.83,3719.59,1629.03,4268.0,8088.57,-11.43,211.01,114.84,63.5,-6.91
Inwestycje długoterminowe,,,,,63.77,4155.07,588.41,1402.9,816.81,-64.17,121.47,3.95,89.86,146.58,138.69,136.09,29.94,-1.35,-1.75,3.54,-1.06,-0.82,-0.85,-6.87,-2.61,-2.64,75.02,74.12,-4.71,-4.21,-46.86,-34.47,-2.6,-24.17,0.79,1981.0,2359.27,3109.92,2393.76,-2.44,0.47,-100.0,-99.91,-100.0,-100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,
Pozostałe aktywa trwałe,,,,,277.66,10.53,28.87,81.48,-62.54,-26.21,-46.65,-62.87,-47.34,27.32,48.49,85.45,35.75,10.19,26.09,61.02,64.84,137.78,141.82,65.19,150.18,95.33,-3.75,-10.4,-22.76,-35.88,-13.41,-5.19,2.53,27.24,102.76,24.95,52.8,19.04,-3.96,88.72,42.66,44.85,42.45,-59.28,-70.04,-66.05,-69.9,-18.82,-8.92,5.11,9.72,-2.6,3.6,-4.49,-16.97,-9.1,9.7,-4.42,24.74,-16.78,-33.6,-13.13,-11.05,14.55,-8.45,-14.03,-30.2,-11.64
Aktywa obrotowe,,,,,20.36,7.89,8.97,6.13,24.82,21.71,0.89,-26.0,-34.12,-26.34,-24.59,20.77,33.46,34.42,62.57,52.0,13.3,20.39,8.33,-16.75,20.4,38.64,2.07,41.56,20.18,-7.06,37.19,-5.46,-1.47,27.91,11.01,47.72,24.02,0.58,-4.06,-1.97,2.33,-28.93,-29.1,-52.02,-72.5,-61.86,-66.15,-63.86,-37.93,-38.86,-16.76,-6.6,11.62,13.48,14.77,1.75,12.49,8.78,29.24,19.65,24.72,33.16,-13.99,-37.22,-41.2,-27.72,-8.91,42.98
Zapasy,,,,,-61.54,-41.74,20.4,37.29,-7.21,18.36,-13.95,13.59,22.2,-9.38,2.94,-31.87,-2.22,119.14,92.88,133.89,200.68,43.72,0.8,-27.78,-56.9,-55.09,-69.13,-37.74,37.34,79.36,82.45,73.81,-18.57,-14.84,49.83,4.42,37.57,4.82,-5.7,1.76,-26.44,-41.7,-59.84,-41.89,-13.26,50.92,64.18,34.14,-20.01,-23.23,-30.07,8.17,105.3,76.56,138.71,25.87,-49.38,-24.91,33.56,-96.41,-87.45,-73.74,-94.41,157.63,-33.43,-84.82,13.23,-29.21
Należności krótkoterminowe,,,,,2.25,-33.18,2.22,56.3,87.94,53.21,-8.3,-31.86,-42.62,-3.57,-8.61,48.91,56.93,42.97,57.19,71.38,-6.36,4.62,-4.95,-20.45,25.72,15.71,32.68,-17.11,-37.92,-14.77,19.1,31.65,88.68,108.4,43.51,107.88,68.72,8.64,4.1,1.42,4.1,-45.42,-41.51,-56.61,-74.69,-56.99,-66.56,-67.01,-41.75,-44.0,-10.06,-6.91,-3.12,-5.2,-5.65,-20.89,4.42,22.52,29.04,82.56,80.15,82.24,25.45,-46.77,-42.69,-30.26,-16.95,71.86
Inwestycje krótkoterminowe,,,,,100.86,165.2,21.7,-34.81,-40.2,-4.83,20.95,-19.89,-13.85,-59.27,-51.03,-14.83,-11.86,-12.54,67.95,-13.23,47.42,5.21,3.21,7.69,44.68,345.03,-4.28,299.48,146.79,-3.26,89.49,-39.81,-50.48,-63.13,-57.41,-58.13,-72.99,-55.85,-57.99,-34.01,-1.73,135.04,88.09,8.08,-71.73,-85.19,-89.08,-69.02,-17.73,-3.65,87.36,-19.69,1.07,35.46,50.01,126.5,272.52,15.85,23.59,-45.41,-61.31,-61.43,-76.93,30.67,-25.58,83.23,199.45,-45.62
Środki pieniężne i inne aktywa pieniężne,,,,,113.14,190.04,21.88,-32.41,-37.25,-2.35,26.71,-23.44,-23.46,-58.81,-51.65,-12.98,-2.19,-15.46,75.85,-11.55,47.59,5.33,2.1,7.48,45.45,359.8,-3.97,300.27,147.78,-3.43,90.14,-39.89,-51.21,-64.35,-57.68,-58.36,-73.04,-54.04,-57.87,-33.73,-0.6,134.33,88.95,8.1,-71.49,-85.13,-89.02,-68.8,-17.73,-3.65,87.36,-19.69,1.07,35.46,50.01,126.5,272.52,15.85,23.59,-45.41,-61.31,-61.43,-76.93,30.67,-25.58,83.23,199.45,-45.62
Pozostałe aktywa obrotowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,-96.13,-61.71,,,-100.0,-100.0,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,24.11,13.29,27.8,15.87,28.36,27.4,1.7,-12.03,-16.87,-7.48,-8.45,16.38,21.06,15.53,28.14,26.59,5.45,10.26,4.6,-5.89,19.33,30.7,7.03,23.96,11.24,-5.87,20.94,-4.01,1.12,23.33,19.51,43.76,26.13,6.92,-2.13,-1.17,1.64,-34.64,-34.63,-52.61,-67.36,-49.8,-53.28,-47.63,-23.57,-23.4,-10.5,-6.12,2.91,1.45,3.2,-3.34,2.3,-0.18,10.63,57.91,52.41,59.05,28.43,-16.19,-17.8,-13.06,-5.9,14.03
Kapitał własny akcjonariuszy jednostki dominującej,,,,,157.45,131.28,116.59,5.67,9.79,15.32,12.33,0.13,-10.27,-14.45,-14.5,-7.35,-1.95,1.41,7.88,9.48,11.9,9.58,6.98,7.08,6.97,7.14,7.29,6.6,6.52,0.34,1.29,1.29,-1.05,-0.53,-1.07,0.3,0.07,-1.43,-6.38,-19.78,-25.49,-31.51,-36.93,-51.22,-51.87,-45.86,-36.4,-9.93,0.0,2.32,-0.66,2.13,-6.71,-9.79,-2.25,-12.7,-3.47,-6.78,-12.92,53.08,48.31,53.76,32.58,-36.24,-34.52,-30.4,-20.19,9.58
Kapitał (fundusz) podstawowy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,236.23,248.32,248.62,15.31,16.16,3.61,3.47,2.9,2.53,1.22,1.39,1.24,0.93,-7.75,-7.88,-7.99,-7.88,5.43,5.41,5.46,5.43,8.54,8.57,8.6,8.59,2.15,2.16,2.04,5.23,7.72,7.73,7.82,4.52,1.94,1.93,1.97,1.94,-5.95,-5.96,-6.12,-6.1,-0.02,-0.02,-0.31,-0.31,-0.24,-0.32,0.06,0.02,0.68,0.75,-0.12,-0.02,-0.57,-0.54,-8.25,-8.3,-8.49,-8.49,1.73,1.78,1.6,1.64,5.7
Udziały niekontrolujące,,,,,,,,,,,8.68,9.29,20.93,12.93,3.18,13.62,18.57,2.06,3.55,-0.05,0.66,0.77,18.01,14.91,15.26,20.48,7.1,12.27,39.84,40.27,51.49,76.42,24.45,63.5,67.78,46.87,32.09,-3.6,-23.01,-10.28,-0.45,-10.55,17.63,1.88,-88.06,-85.67,-87.2,-93.01,-30.19,-32.41,-33.41,26.48,15.31,4.26,11.79,73.02,81.14,90.89,66.1,0.0,-100.0,-100.0,-100.0,-100.0,,,,
Zobowiązania długoterminowe,,,,,-19.65,-52.17,2.29,-13.12,-15.65,35.97,-33.67,-10.54,41.39,56.57,31.73,59.36,5.11,-0.75,16.13,-3.22,-3.13,1.15,0.93,7.0,5.14,7.19,4.88,-1.63,3.97,0.71,4.34,4.19,-2.83,29.35,168.49,177.87,207.64,130.38,-60.39,-59.77,-62.94,-67.96,-13.37,-18.14,-26.46,-13.24,-14.74,-16.66,-8.96,1.03,7.76,7.06,18.62,24.14,20.42,14.71,1.24,-20.79,-22.23,16.26,22.52,24.98,89.62,38.1,32.05,44.41,2.09,2.41
Z tytułu dostaw i usług,,,,,-39.21,-75.64,-48.11,-28.32,-18.18,72.0,-30.0,-28.55,-19.07,3.24,12.09,69.91,106.22,96.25,123.78,61.21,7.5,30.27,13.53,-4.11,32.28,87.37,9.3,15.1,8.85,-39.22,12.14,-11.86,-0.66,42.43,-8.76,57.91,-14.82,-29.21,3.29,12.2,49.78,-3.65,-25.73,-37.69,-55.37,-45.91,-47.23,-65.92,-48.88,-53.63,-45.71,-35.01,-6.52,-19.57,-9.57,-9.15,-32.66,37.01,75.8,167.3,264.6,130.49,47.98,-21.71,-15.78,-1.16,17.27,49.5
Kredyty i pożyczki,,,,,-100.0,-80.31,-100.0,,,-100.0,,,,,,,,-19.32,-100.0,188.59,21.25,-38.85,,73.94,-100.0,-100.0,-97.76,-99.07,,,-41.07,-40.0,379.07,2449.35,94403.03,187754.55,1606.28,109.57,184.22,99.48,107.17,-57.26,-67.14,-87.55,-91.96,-65.76,-86.09,-78.25,-63.61,-49.09,69.32,-18.9,-59.35,-61.78,-68.48,-14.69,109.89,588.6,706.01,-100.0,-100.0,-100.0,-100.0,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,5.27,-65.44,-53.16,-52.48,-57.07,18.35,-26.84,-39.74,-34.26,-34.94,-17.81,4.55,10.54,18.95,19.63,19.86,34.95,41.22,35.76,36.05,21.07,22.21,24.86,27.78,-66.73,-72.5,-76.62,-80.27,14.15,43.25,64.84,58.9,-8.89,-31.88,589.34,1305.87,1718.34,50.71,-82.67,-88.81,-86.85,96.0,27.58,20.85,-0.37,85.83,152.88,120.2,126.58,-21.25,-13.22,-13.31,-13.16,3.69,-13.75,1427.19,1360.67,2142.96,1410.35,-22.72,-47.81,-34.07,-0.4,37.29
Inne zobowiązania długoterminowe,,,,,-44.07,-38.29,201.58,236.99,172.48,155.55,-45.73,-12.97,47.4,67.31,64.41,114.68,35.31,29.59,29.08,-0.13,-1.66,3.66,3.97,-0.01,-0.34,2.71,-0.84,3.09,3.58,-1.33,2.62,1.18,6.94,4.66,31.42,14.72,19.71,19.42,-9.48,9.37,-3.32,-17.88,-22.34,-27.87,-27.8,-10.58,-4.07,-3.44,-4.48,-5.04,-1.31,-4.87,3.8,-5.18,-10.46,-9.68,-13.35,-6.95,-1.05,61.67,53.86,56.06,58.24,-4.84,-9.23,-8.81,44.31,-3.27
Zobowiązania krótkoterminowe,,,,,-50.39,-50.39,-30.85,39.49,98.54,49.56,-9.46,-35.49,-42.33,-6.5,-3.67,70.65,95.32,54.64,80.4,62.0,-1.43,14.12,1.26,-22.03,43.49,69.46,7.09,54.36,16.57,-14.44,49.92,-14.34,2.46,44.2,14.9,71.19,26.47,-3.48,22.67,27.51,48.84,-27.88,-39.11,-59.52,-76.45,-54.13,-65.44,-64.62,-48.23,-51.15,-27.93,-23.0,10.83,7.51,2.38,-1.25,7.57,19.13,66.44,97.12,84.31,91.79,13.05,-9.26,-17.32,-14.05,3.97,24.37
Inne zobowiązania krótkoterminowe,,,,,-1.22,296.97,583.59,476.65,660.75,69.36,11.85,-40.6,-53.46,-23.02,-35.1,67.67,80.68,36.76,95.23,59.39,-11.36,1.78,-21.11,-44.76,65.3,56.14,11.17,145.7,23.81,24.14,121.01,-15.22,1.16,8.8,-5.45,-8.59,-15.27,-17.58,-34.79,-30.51,-16.66,-22.68,-1.12,-24.22,-68.51,-58.55,-72.12,-57.46,-40.16,-54.08,-33.16,-13.94,56.28,83.17,81.23,11.91,41.75,-45.85,-23.0,-64.81,-75.6,-14.75,-27.4,132.96,111.55,2.01,-35.71,-50.96
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,24.11,13.29,27.8,15.87,28.36,27.4,1.7,-12.03,-16.87,-7.48,-8.45,16.38,21.06,15.53,28.14,26.59,5.45,10.26,4.6,-5.89,19.33,30.7,7.03,23.96,11.24,-5.87,20.94,-4.01,1.12,23.33,19.51,43.76,26.13,6.92,-2.13,-1.17,1.64,-34.64,-34.63,-52.61,-67.36,-49.8,-53.28,-47.63,-23.57,-23.4,-10.5,-6.12,2.91,1.45,3.2,-3.34,2.3,-0.18,10.63,57.91,52.41,59.05,28.43,-16.19,-17.8,-13.06,-5.9,14.03
Przepływy pieniężne z działalności operacyjnej,,,,,-731.69,257.61,-47.51,-106.85,22.28,364.1,-120.59,-584.75,-82.03,-102.11,672.9,870.07,67.83,-586.32,176.02,-224.24,310.86,-172.39,3.21,5.59,197.68,437.17,-272.13,630.46,-70.38,-159.04,80.78,-98.42,-118.16,-56.12,14.87,-2375.65,-120.46,95.9,349.0,-10.05,286.69,4163.11,-151.83,148.79,-345.48,-87.62,101.26,-66.2,89.02,-118.19,-1242.86,-84.94,34.58,44.82,386.64,302.08,32.96,-1162.58,-71.03,-221.0,-161.14,34.29,54.19,316.44,137.28,19.54,-29.77,-153.93
Amortyzacja,,,,,14.21,14.13,3.92,38.99,59.25,57.77,8.58,35.5,6.49,12.8,29.43,-9.96,9.92,7.01,14.32,0.73,-12.32,-13.46,-14.41,-13.53,-2.09,-7.67,-7.8,-5.01,-12.65,-4.27,-20.3,-13.75,-6.39,-5.97,11.64,14.53,28.2,20.77,20.0,-0.22,-3.45,-3.77,-28.52,-23.3,-25.87,-27.3,-18.58,-14.16,-15.18,-9.1,14.84,8.97,4.04,1.34,4.25,-21.49,-10.17,-6.01,-12.39,13.89,27.53,36.02,23.46,100.88,18.48,-3.22,16.9,-92.97
Przepływy pieniężne z działalności inwestycyjnej,,,,,-135.61,-152.18,-500.49,206.75,51.71,-61.89,79.56,-188.05,9.82,55.88,-89.67,76.17,27.36,76.26,94.67,61.15,111.2,131.6,-24.28,-25.39,-363.13,-381.79,-605.67,-12.7,352.21,-20.66,60.73,-227.75,-598.02,-596.0,-1327.22,-172.27,81.91,107.71,98.1,95.48,70.19,37.36,90.2,-36.49,1857.79,-729.35,9434.29,89.85,-105.77,130.51,-106.83,620.0,119.55,-103.04,100.0,-125.0,-331.43,1321.05,,-155.13,9.26,-109.91,118.51,79.9,97.96,143.48,-114.29,-40.0
