,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Kapitał (fundusz) zapasowy,0.0,47410.0,0.0,47453.0,97127.0,97127.0,121869.0,121869.0,121869.0,121869.0,121869.0,121869.0,128144.0,259554.0,357654.0,357653.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2081.0,2291.0,4364.0,5465.0,5323.0,4246.0,4347.0,5886.0,5124.0
Zobowiązania długoterminowe,0.0,11670.0,0.0,10428.0,9177.0,27507.0,27281.0,29915.0,30343.0,36297.0,39508.0,43418.0,45163.0,33612.0,34203.0,32321.0
Z tytułu dostaw i usług,0.0,6532.0,0.0,3816.0,9163.0,44720.0,14025.0,9708.0,18464.0,31116.0,18818.0,11167.0,15769.0,20294.0,19407.0,13240.0
Kredyty i pożyczki,0.0,0.0,0.0,583.0,802.0,2374.0,2272.0,7362.0,7769.0,7644.0,7357.0,2089.0,1868.0,7040.0,1659.0,1490.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,2649.0,0.0,3990.0,3814.0,5343.0,5014.0,3869.0,3734.0,4280.0,4085.0,4198.0,5166.0,5854.0,6242.0,5988.0
Inne zobowiązania długoterminowe,0.0,1739.0,0.0,1260.0,944.0,335.0,1201.0,3966.0,4507.0,6302.0,9386.0,12106.0,13277.0,4064.0,5164.0,7086.0
Zobowiązania krótkoterminowe,0.0,10103.0,0.0,8750.0,14593.0,55132.0,23917.0,27235.0,38316.0,52803.0,41748.0,29757.0,35235.0,54053.0,49625.0,53260.0
Inne zobowiązania krótkoterminowe,0.0,922.0,0.0,361.0,814.0,2695.0,2606.0,6296.0,8349.0,9763.0,11488.0,12303.0,12432.0,20865.0,22317.0,32542.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,60414.0,90941.0,73559.0,95697.0,205722.0,272752.0,292787.0,316692.0,344654.0,372200.0,384937.0,350804.0,351949.0,481857.0,579927.0,513461.0
Przepływy pieniężne z działalności operacyjnej,5272.0,-9906.0,22105.0,-1709.0,6724.0,10601.0,18817.0,23112.0,16662.0,36877.0,21189.0,-15560.0,25707.0,6853.0,-7612.0,-12748.0
Amortyzacja,1388.0,1650.0,1491.0,1822.0,2520.0,2720.0,3301.0,2998.0,3273.0,4331.0,4835.0,4679.0,4507.0,4376.0,5709.0,5092.0
Przepływy pieniężne z działalności inwestycyjnej,-269.0,-3256.0,-2445.0,-598.0,-1175.0,-34940.0,-14101.0,-31701.0,-16253.0,-35327.0,-32203.0,-25187.0,-29792.0,-38681.0,-79651.0,-27593.0
CAPEX (niematerialne i rzeczowe),269.0,3257.0,2445.0,600.0,1176.0,8132.0,7013.0,11156.0,16253.0,37011.0,31817.0,25410.0,29792.0,38681.0,34750.0,38434.0
Przepływy pieniężne z działalności finansowej,-744.0,4746.0,10.0,-1821.0,100508.0,28160.0,-6444.0,-3825.0,-2114.0,-2614.0,-10861.0,-2283.0,-2481.0,137026.0,91190.0,-5134.0
Emisja akcji,0.0,0.0,0.0,0.0,100287.0,29369.0,1909.0,-1909.0,0.0,0.0,0.0,0.0,0.0,0.0,235328.0,-1.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,5617.0,0.0,788.0,220.0,8629.0,237.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,4259.0,-8416.0,19670.0,-4128.0,106057.0,3821.0,-1728.0,-12414.0,-1705.0,-1064.0,-21875.0,-43030.0,-6566.0,105198.0,3927.0,-45475.0
