,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,920.19,52.43,123.74,24.03,-12.98,2.91,24.76,-17.53,27.4,40.28,37.16,34.38,24.08,1.03,-18.49,-11.67,-28.79,-21.79,12.88,1.68,-1.87,3.93,-4.82,6.85,14.98,10.89,2.64,-0.72,5.52,24.89,34.32,10.95,27.64,32.8,36.59,12.6,29.23,5.94,-8.27,42.66,7.52,50.34,35.57,11.68,4.48,-3.46,10.29,36.99,-1.53,10.97,-0.72,4.48,8.45,7.71,17.51,-6.9,3.47,0.15,11.11,8.37,15.67,14.39,19.42,-1.19,13.17
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,821.61,18.65,79.49,11.67,-22.6,26.22,24.8,-19.55,27.9,41.48,37.6,32.9,24.07,0.85,-17.32,-10.25,-28.91,-21.81,10.9,1.76,-1.45,3.88,-5.45,6.25,14.57,11.31,3.68,0.03,5.59,25.26,34.27,11.31,27.75,32.8,36.66,14.11,29.12,6.47,-8.65,42.29,9.83,52.65,39.37,12.28,4.78,-3.03,10.2,47.9,0.56,11.73,0.42,4.12,5.43,5.68,19.05,-1.68,7.58,3.53,13.74,0.81,15.52,13.22,20.78,1.06,18.24
Zysk netto akcjonariuszy jednostki dominującej,,,,,725.97,10.66,79.49,22.84,-13.64,35.34,24.8,-19.55,27.9,41.48,37.6,32.9,24.07,0.85,-17.32,-10.25,-28.91,-21.81,10.9,1.76,-1.45,3.88,-5.45,6.25,14.57,11.31,3.68,0.03,5.59,25.26,34.27,11.31,27.75,32.8,36.66,14.11,29.12,6.47,-8.65,42.2,9.83,52.65,39.37,12.36,4.78,-3.03,10.2,47.9,0.56,11.73,0.42,4.12,5.43,5.68,19.05,-1.68,7.58,3.53,13.74,0.81,15.52,13.22,20.78,1.06,18.24
Aktywa trwałe,,,,,333.83,114.94,112.87,33.65,31.99,-0.36,-0.99,-0.66,0.04,-1.75,-0.61,-1.4,-2.11,-0.92,-1.36,0.24,0.12,0.41,-0.43,-1.21,-0.91,-1.34,-0.96,-0.87,-0.29,0.37,0.28,-0.23,-0.72,-0.8,-0.97,0.13,0.61,0.46,1.26,0.8,0.1,51.59,50.58,54.54,55.23,2.81,2.73,-0.63,11.98,11.22,14.59,14.22,1.76,0.83,-1.44,1.54,7.44,8.36,7.96,4.92,0.33,0.7,0.55,2.17,1.63,3.26,3.03,2.6,2.63
Wartości niematerialne i prawne,,,,,50142.8,118.52,118.05,37.74,36.93,0.23,-0.64,0.27,-0.3,-0.63,-0.52,-0.48,-0.05,0.35,0.59,0.91,1.01,1.09,0.93,0.63,0.33,0.08,-0.28,-0.47,-0.16,-0.14,-0.37,-0.68,-0.87,-0.78,-0.55,0.03,0.02,0.03,0.07,-0.1,-0.06,49.78,50.13,54.13,54.04,2.57,2.1,-0.81,-0.98,-0.86,-0.7,-0.48,-0.26,-0.04,0.16,0.36,0.71,0.9,1.13,1.11,1.3,1.51,1.65,1.96,1.96,1.92,1.84,1.49,1.43
Rzeczowe składniki majątku trwałego,,,,,279.63,88.71,91.44,4.96,-1.82,-3.04,-8.2,-3.8,7.6,-8.42,-8.94,-13.41,-23.4,-15.4,-14.3,-9.92,-11.73,-11.44,-21.32,-22.34,-18.98,-20.69,-9.43,-8.52,-3.57,9.69,7.97,5.02,0.08,-5.75,-10.34,-0.37,8.79,6.03,22.58,14.05,1.99,90.34,63.27,52.3,72.12,1.71,12.77,13.91,199.09,165.77,206.45,212.21,12.7,6.38,-7.67,7.04,36.08,44.2,39.58,22.03,-2.11,-1.86,-3.11,1.82,0.34,8.08,7.67,7.66,7.22
Należności długoterminowe,,,,,,,,317.13,224.52,280.38,202.87,-47.68,-40.89,-57.17,67.64,-22.65,-14.49,-0.5,-65.91,0.33,0.17,0.17,0.0,0.17,-0.17,-0.5,-0.5,-0.5,-0.17,0.0,0.0,-0.17,-0.17,-0.33,-0.33,-0.17,-0.17,0.0,0.0,0.0,0.0,28.55,39.57,28.88,0.0,-22.21,-28.35,40.54,74.46,114.36,50.08,-18.8,-42.68,-33.1,-13.79,-79.8,-75.79,-83.12,-72.77,25.28,35.17,35.17,-23.7,123.77,125.0,120.92,171.43,-18.04,-11.11
Inwestycje długoterminowe,,,,,-100.0,,,-100.0,,-100.0,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pozostałe aktywa trwałe,,,,,52.21,-24.74,-89.79,-34.79,-65.61,-57.93,25.78,-39.04,-57.49,-12.66,224.22,92.12,227.84,32.95,-20.69,26.68,17.68,96.79,95.17,-28.08,6.63,-19.76,-40.72,5.86,13.81,1.22,92.69,24.78,22.33,65.78,22.86,15.55,25.3,18.63,12.87,16.3,7.13,-1.5,3.52,109.85,101.03,77.02,9.66,-56.02,10.7,32.98,95.53,60.16,-5.31,-7.18,-8.76,16.69,27.5,11.21,21.64,-25.78,-16.51,-1.7,3.01,24.95,-0.49,-10.98,-17.52,-27.35,-12.88
Aktywa obrotowe,,,,,55.36,88.56,92.76,27.69,35.89,11.65,15.3,7.74,13.01,9.5,15.72,13.26,14.62,3.57,-8.34,-9.97,-6.38,-15.62,-9.33,-10.38,-8.59,1.28,2.07,20.54,5.98,1.33,5.69,-6.83,3.61,9.76,8.16,6.03,8.21,10.01,10.93,10.55,14.48,-32.22,-42.63,-47.59,-49.12,5.68,-8.83,10.88,5.63,-16.1,-0.97,28.64,45.69,-3.65,30.07,15.81,15.22,3.57,11.73,-1.77,7.66,12.99,11.18,14.49,8.07,15.19,15.8,6.36,10.49
Zapasy,,,,,2304.65,-28.35,18.69,16.62,-4.16,-7.79,5.1,-31.64,-40.06,16.99,225.1,7.32,24.24,-50.04,-58.02,9.02,36.04,97.34,-14.53,74.55,-32.97,-56.9,-71.3,60.75,125.11,73.24,353.7,-77.97,-46.27,4.62,-46.8,-37.39,-45.21,-52.91,-72.25,-46.85,129.82,84.21,109.22,145.36,44.88,-42.11,-50.22,-18.07,-66.67,-60.3,-36.28,86.15,-14.34,103.24,234.03,-40.5,178.77,59.31,59.25,-5.32,-73.1,131.39,-62.14,5.13,78.3,-75.83,62.07,-37.44,-20.99
Należności krótkoterminowe,,,,,405.22,61.36,17.89,8.72,2.66,-0.26,-6.09,-18.39,-8.88,-10.16,17.0,-0.68,1.55,14.74,-18.85,-15.29,-5.16,-18.08,15.06,-5.01,-11.82,-16.31,-26.5,31.04,7.02,0.87,8.51,-18.17,1.22,16.39,7.94,-9.38,-6.95,2.24,8.79,18.31,23.97,35.89,40.62,32.96,26.92,12.54,-5.75,4.2,-0.85,-11.0,6.52,0.47,4.78,3.25,-3.92,-12.62,-1.76,-2.3,10.18,9.52,-1.67,16.48,14.62,15.92,20.89,15.37,21.8,4.61,11.0
Inwestycje krótkoterminowe,,,,,-28.62,279.73,1071.58,70.44,94.4,35.83,41.4,45.13,31.99,26.61,4.82,20.01,19.45,-4.25,3.5,-4.01,-4.72,-10.86,-20.7,-14.86,-6.37,20.51,31.86,12.75,4.07,0.6,1.71,5.04,6.26,5.93,10.22,14.68,15.77,17.02,13.12,6.88,9.99,-78.62,-89.4,-88.21,-83.03,-15.89,-57.92,54.12,26.03,-48.27,-41.27,24.61,16.52,-75.19,986.65,192.25,187.59,124.03,13.78,-8.11,16.41,-41.8,5.08,12.72,-47.1,93.5,-1.71,9.78,104.88
Środki pieniężne i inne aktywa pieniężne,,,,,265.77,285.17,1414.32,134.67,187.03,52.43,95.63,46.75,35.56,31.46,5.54,22.55,19.41,-4.32,5.67,-3.94,-4.69,-10.8,-20.74,-14.93,-6.39,20.51,31.94,12.84,4.09,0.56,1.68,5.04,6.0,5.81,10.15,-29.27,-29.54,17.19,13.24,73.29,80.34,-79.35,-89.6,-88.63,-83.19,-12.93,-58.44,59.72,27.82,-48.27,-39.37,24.61,16.52,-75.19,986.65,-58.53,-14.1,124.03,13.78,547.6,289.75,-41.8,5.08,12.72,-47.1,93.5,-1.71,9.77,104.88
Pozostałe aktywa obrotowe,,,,,178.45,-43.55,-49.7,-18.85,-25.06,-47.02,-29.46,-37.77,47.7,-9.33,-20.34,-29.89,-39.21,-5.39,22.05,30.49,24.0,41.28,-14.1,4.36,-22.08,-12.59,3.51,20.87,6.34,4.9,1.07,-39.25,-12.29,-11.73,-4.94,55.3,9.71,14.2,39.52,75.21,44.12,104.1,72.47,26.02,50.7,-8.68,131.38,-20.95,64.67,26.76,-64.88,1324.98,827.43,3.98,38.24,-79.44,-89.82,54.33,17.16,-57.24,4.68,-15.18,17.93,25.27,1119.49,17.89,21.91,-26.79,-87.01
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,5.74,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,192.86,108.36,107.84,31.88,33.04,2.35,2.79,1.75,3.6,1.02,3.64,3.06,2.89,0.28,-3.39,-3.18,-2.05,-4.0,-2.89,-4.06,-3.36,-0.7,-0.18,5.35,1.6,0.6,1.7,-2.42,0.64,1.82,1.53,2.01,3.07,3.02,4.08,4.01,4.99,27.6,21.6,18.72,16.57,3.25,1.04,1.15,10.96,6.97,12.53,16.67,8.53,0.28,2.23,4.21,9.05,7.8,8.52,3.53,1.93,2.09,2.17,4.6,3.12,4.75,5.15,3.41,4.53
Kapitał własny akcjonariuszy jednostki dominującej,,,,,422.49,129.52,127.85,39.16,36.59,3.85,4.31,3.34,3.92,0.32,1.04,1.94,2.58,0.78,0.3,-0.09,-1.1,-2.53,-2.23,-2.1,-2.08,0.09,-0.05,0.17,0.53,0.66,0.73,0.62,0.77,0.75,1.57,2.01,2.79,1.85,2.96,3.43,4.39,1.79,-0.04,1.69,2.07,3.54,6.37,6.75,4.9,2.78,3.15,5.89,7.39,5.29,5.03,5.01,5.03,3.79,4.59,4.38,4.53,4.44,4.98,4.37,4.91,4.26,5.33,4.87,5.58
Kapitał (fundusz) podstawowy,,,,,186.14,45.21,45.21,16.79,16.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,,,110.9,110.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,4362.0,37.6,71.39,4.45,-18.15,-40.21,-56.49,-49.77,-52.79,-57.31,18.69,-60.48,-46.06,-41.61,-73.2,-12.63,-38.71,-22.7,-31.44,-7.51,-1.05,16.73,16.92,23.12,38.3,23.25,23.47,82.74,83.59,84.24,86.2,8.47,9.36,9.54,9.23,13.7,15.2,2794.88,2769.01,1668.47,1751.33,-17.32,-43.03,-17.14,160.93,125.29,296.26,279.36,15.59,5.58,-12.24,-4.83,28.26,37.99,33.66,19.52,-12.85,-16.97,-23.38,-19.45,-18.7,-10.22,-4.16,-1.19,0.98
Z tytułu dostaw i usług,,,,,74.64,12.65,-12.99,-30.24,-13.68,-64.38,-40.74,-19.83,-33.34,31.06,86.86,-5.6,24.26,75.92,-50.17,-35.11,-8.21,-46.08,-41.33,-15.8,-33.88,-9.23,39.04,196.82,44.06,-32.83,-0.69,-67.69,-41.71,-15.97,6.67,2.82,43.84,110.7,-21.25,-35.0,-0.99,4.06,132.15,37.94,91.06,14.15,-23.98,21.33,268.39,224.39,20.62,20.96,-74.16,-74.21,47.75,6.43,12.49,-0.62,-23.29,-11.58,-20.66,23.56,-2.5,29.26,53.71,5.73,72.96,-24.08,0.7
Kredyty i pożyczki,,,,,,-100.0,-100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.47,-41.67,-62.17,-100.0,-38.42,-81.68,-100.0,,-89.88,-100.0,,,-57.27,,,,-100.0,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,-98.45,-55.67,-39.88,25.54,61.5,-0.28,18.35,-22.05,-49.59,-32.49,-3.84,-30.81,9.51,-17.22,-17.46,5.35,-64.76,-78.95,-99.46,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,-100.0,,11000.0,238.41,,147.04,197.3,204.14,669.19,398.52,426.24,398.99,29.88,33.46,3.75,-0.09,18.71,6.24,19.34,27.7,7.48,2.6,-2.63,-21.02,-20.77,-18.34,-11.96,-14.62,-16.16
Inne zobowiązania długoterminowe,,,,,1526.0,8.26,321.95,-48.34,-48.34,-80.92,-80.92,-63.1,-63.1,-6.06,71.52,18.71,125.81,113.55,20.49,88.04,-18.57,-18.73,-21.99,-7.51,-1.05,16.73,16.92,23.12,38.3,23.25,23.47,82.74,83.59,84.24,86.2,8.47,9.36,9.54,9.23,13.7,15.2,79.13,72.98,61.49,19.84,-23.02,-9.18,26.15,67.35,67.97,51.26,38.14,38.14,38.14,34.64,30.01,30.01,29.97,29.97,-21.58,-21.11,-47.11,-47.26,-23.08,-23.53,14.09,14.42,48.06,48.06
Zobowiązania krótkoterminowe,,,,,-49.45,4.93,0.61,-6.27,1.69,-9.9,-7.55,-7.82,4.7,14.45,39.19,15.51,9.59,-4.31,-37.01,-27.8,-13.79,-21.49,-12.83,-25.78,-22.81,-12.8,-2.82,80.92,21.48,-0.91,19.41,-28.18,-3.3,18.21,-1.15,1.76,7.43,20.2,22.01,10.37,14.06,244.35,206.8,143.5,149.03,8.89,-6.03,-19.22,-3.7,-7.67,-5.58,12.72,9.45,-22.68,0.78,7.57,16.09,4.21,9.96,-13.29,2.75,10.47,13.05,31.42,12.4,19.58,10.71,-1.15,1.08
Inne zobowiązania krótkoterminowe,,,,,273.53,45.16,29.53,16.62,9.6,28.25,6.23,-0.04,19.11,13.37,29.4,27.14,7.13,-22.26,-32.97,-25.75,-13.67,-7.07,-1.07,-27.09,-19.77,-13.29,-9.5,39.06,17.63,9.1,24.36,2.28,4.73,24.82,-2.68,1.5,2.86,8.43,31.29,20.69,16.87,28.81,20.99,79.12,113.56,63.99,49.56,-7.79,-36.29,-25.76,15.04,14.23,63.08,51.41,3.79,9.24,15.89,7.76,13.91,-20.93,4.19,13.65,19.06,47.05,17.12,17.38,9.03,4.09,3.99
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,192.86,108.36,107.84,31.88,33.04,2.35,2.79,1.75,3.6,1.02,3.64,3.06,2.89,0.28,-3.39,-3.18,-2.05,-4.0,-2.89,-4.06,-3.36,-0.7,-0.18,5.35,1.6,0.6,1.7,-2.42,0.64,1.82,1.53,2.01,3.07,3.02,4.08,4.01,4.99,27.6,21.6,18.72,16.57,3.25,1.04,1.15,10.96,6.97,12.53,16.67,8.53,0.28,2.23,4.21,9.05,7.8,8.52,3.53,1.93,2.09,2.17,4.6,3.12,4.75,5.15,3.41,4.53
Przepływy pieniężne z działalności operacyjnej,,,,,-88.22,124.69,597.08,-47.14,135.27,-26.52,25.58,73.15,-24.48,91.92,-43.51,57.25,-17.12,-63.82,44.68,-25.76,-12.12,34.71,-69.57,11.32,103.87,88.37,202.44,-24.7,-26.38,-2.06,-0.92,10.24,-1.54,-5.25,24.13,41.66,35.41,21.38,12.19,-15.5,11.25,-2.94,22.96,67.57,91.8,33.99,30.01,-5.75,20.19,60.65,4.68,45.7,-12.82,1.05,18.35,18.09,-18.16,-5.28,1.24,6.4,88.26,5.02,14.0,-7.85,-13.72,-7.31,18.66,5.65,7.1
Amortyzacja,,,,,222.26,168.63,48.15,78.36,27.77,-8.82,-0.04,-10.95,0.0,11.79,11.32,-0.9,1.83,2.72,-7.55,-20.56,1.68,-3.02,0.32,18.99,8.01,9.26,16.49,19.88,-2.79,6.74,2.08,3.89,-4.62,-11.81,-8.58,-9.1,0.26,1.73,2.08,1.29,-1.83,-2.76,55.34,63.81,69.53,73.0,10.13,3.5,33.95,30.75,29.29,34.33,11.96,2.84,-0.38,-1.53,-6.4,12.8,15.37,14.63,15.66,6.38,8.45,7.17,17.81,18.5,18.51,19.78,12.09
Przepływy pieniężne z działalności inwestycyjnej,,,,,83.83,-102.55,-5468.94,110.94,50.94,-208.36,81.98,-135.24,34.41,34.52,-80.2,54.78,-23.09,17.3,9.13,800.61,-563.42,4100.33,80.73,-125.17,86.01,-103.18,-344.51,-15.69,-78.3,-113.26,26.69,28.02,28.46,23.4,12.7,-1614.38,-183.36,1121.99,-115.71,90.82,70.91,-488.34,-43.32,-35.46,-106.65,96.94,33.55,22.39,-24.5,-29.21,-18.11,-526.19,-215.07,597.19,-42.32,-178.81,68.05,66.77,-14.79,89.02,-30.61,-130.4,-45.64,-100.22,-545.38,308.66,-18.38,25.58,77.61
CAPEX (niematerialne i rzeczowe),,,,,-87.12,198.24,-77.83,-96.84,-30.77,-30.56,-59.51,163.44,26.61,-30.12,31.74,-23.72,-35.4,21.17,13.3,65.03,-6.9,3.04,-14.83,-28.18,19.18,-15.61,7.39,9.57,39.57,104.18,-21.83,-25.66,-28.62,-34.82,-14.41,89.13,37.68,-6.25,93.28,-22.88,-33.35,27.25,0.0,47.79,79.04,-6.73,-6.63,-31.29,18.78,24.52,11.36,20.72,-4.37,6.53,47.01,133.84,4.11,61.52,12.58,-37.18,28.59,44.23,44.26,99.07,50.28,-126.4,-44.39,143.27,-1.45
Przepływy pieniężne z działalności finansowej,,,,,,-201.58,137.96,-120.79,-156.46,-754.9,-141.68,70.69,-90.55,-76.51,39.44,42.34,70.5,-19.63,19.38,31.77,16.81,-6.47,59.62,97.71,100.0,17.85,100.0,100.0,,-1.27,,,,2.24,,,-183.36,-4.54,-100.0,100.0,70.91,183.57,,,84.1,-215.66,-56.07,93.16,-5383.69,-16.2,11.66,-204.05,81.4,-98.22,75.5,5.5,20.55,-13.01,25.86,49.82,-31.2,-12.15,27.28,-48.21,15.31,4.17,-203.02,-3.93,3.31
