,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Koszty finansowe,,,,,-43.84,57.08,-101.11,276.2,-10.13,-37.94,71156.1,-356.1,248.64,250.47,-91.75,1504.47,872.4,-3.47,-319.31,-102.16,-118.66,40.12,82.64,221.48,146.39,-65.96,260.77,62.4,25.04,-72.01,15.64,0.5,-43.91,75.44,-49.15,-42.8,37.12,82.84,84.05,11.97,-25.3,-89.13,-37.0,-48.74,8.61,270.45,-34.1,-19.72,-41.11,-12.88,-22.39,908.66,82.82,725.77,22.03,-71.94,-48.69,-64.44,-71.73,-80.19,1.32,24.84,-4.52,-13.2,-145.44,-70.96,-431.95,-34.95,359.86,39.55,376.11,681.09,323.86,437.06,-128.28,473.12,-8.59
Pozostałe przychody (koszty),,,,,,,,,-100.0,-100.0,-100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,-86.33,-39.29,248.06,-122.55,1219.78,171.85,-190.59,-1102.41,23.15,-56.28,124.48,-5875.45,-243.81,-473.35,245.08,88.54,124.43,16.03,-50.24,6.23,-62.53,58.32,-58.83,229.37,51.51,176.16,82.82,-91.01,186.5,73.36,30.92,435.84,38.8,-53.25,-48.08,-6.66,17.98,154.96,-25.97,-15.65,-36.32,-45.2,234.17,81.48,34.07,24.35,-17.72,-81.61,103.73,188.96,195.24,780.74,46.18,-63.66,-58.79,-11.99,-65.51,201.71,74.22,20.82,56.64,46.93,47.36,-79.85,28.37,8.51,23.12,458.13,137.64,-101.83,-136.12,-145.09,-138.22
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-86.33,-39.29,248.06,-122.55,1219.78,171.85,-190.59,-1102.41,23.15,-56.28,124.48,-5875.45,-243.81,-473.35,245.08,88.54,124.43,16.03,-50.24,6.23,-62.53,58.32,-58.83,229.37,51.51,176.16,82.82,-91.01,186.5,73.36,30.92,435.84,38.8,-53.25,-48.08,-6.66,17.98,154.96,-25.97,-15.65,-36.32,-45.2,234.17,81.48,34.07,24.35,-17.72,-81.61,103.73,188.96,195.24,780.74,46.18,-63.66,-58.79,-11.99,-65.51,201.71,74.22,20.82,56.64,46.93,47.36,-79.85,28.37,8.51,23.12,458.13,137.64,-101.83,-136.12,-145.09,-138.22
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-83.77,-59.22,232.18,-72.74,2073.38,76.47,-198.67,-13.32,32.9,2.77,115.22,-3278.87,-395.12,-390.38,596.07,82.22,105.0,-0.65,-92.89,13.79,-76.86,55.75,44.59,194.67,497.37,161.59,162.18,-60.33,233.7,28.37,26.76,17.34,58.91,-63.94,-57.6,-16.1,10.36,240.12,26.98,-20.07,-36.96,-51.02,149.69,72.93,41.79,26.1,-17.18,-85.27,-47.39,163.6,185.44,1229.08,450.06,-57.05,-58.06,-12.4,-67.25,195.85,78.28,10.47,52.07,51.0,39.06,-78.6,30.94,6.39,29.37,465.1,144.39,-105.74,-137.67,-101.2,-142.79
Zysk netto akcjonariuszy jednostki dominującej,,,,,-83.77,-59.22,232.18,-72.74,2073.38,76.47,-198.67,-13.32,32.9,-30.2,113.53,-3198.88,-391.16,-474.44,685.77,85.49,108.79,-2.7,-88.47,-16.37,-77.26,52.05,-2.48,183.86,250.58,163.6,139.04,-58.37,233.7,28.37,26.76,17.34,58.91,-63.94,-57.6,-16.1,10.36,240.12,26.98,-20.07,-36.96,-51.02,149.69,72.93,41.79,26.1,-17.18,-85.27,-47.39,163.6,185.44,1229.08,450.06,-57.05,-58.06,-12.4,-67.25,195.85,78.28,10.47,52.07,51.0,39.06,-78.6,30.94,6.39,29.37,465.1,144.39,-105.74,-137.67,-101.2,-142.79
Aktywa trwałe,,,,,-8.01,-9.55,-7.51,5.0,22.86,23.46,13.53,11.52,7.94,34.93,46.02,213.82,198.11,140.93,135.49,4.93,4.08,2.64,1.77,-4.5,-4.19,-36.38,-35.99,-30.48,-30.76,13.18,14.11,8.33,15.52,7.6,6.51,14.4,17.88,18.08,19.52,12.63,3.95,5.79,3.98,1.2,0.19,-2.5,-2.4,14.71,15.76,15.06,15.36,-16.03,-18.2,-19.48,-19.6,-5.22,-3.64,-0.9,-0.67,2.6,3.64,4.0,4.5,0.47,0.7,0.08,1.62,5.41,8.46,8.46,7.27,9.37,6.06,5.58,7.24,4.4,5.07
Wartości niematerialne i prawne,,,,,-59.28,20.64,-43.07,243.27,1089.84,282.33,155.57,20.39,-54.26,-42.31,2.89,1.2,0.66,49.67,-71.48,-71.34,-67.7,-93.98,-69.08,-72.88,-78.42,-44.13,173.18,271.97,162.59,568.0,24.74,-4.79,39.45,-26.35,-29.84,249.64,261.1,421.34,462.62,69.14,74.1,186.55,191.94,119.22,112.0,-13.65,-15.42,-23.04,26.8,27.46,28.99,29.04,-22.4,-21.87,-24.93,-24.91,-27.54,2.42,2.73,2.25,3.99,-29.55,-28.72,-27.84,-25.21,-14.25,-15.58,-19.62,-9.38,-18.61,-15.68,-11.92,-7.6,-5.56,-6.9,58.01,34.67
Rzeczowe składniki majątku trwałego,,,,,-0.59,-7.4,-7.33,0.84,19.25,22.63,10.86,15.44,8.34,36.05,54.69,230.17,211.16,148.45,140.1,7.56,-30.76,5.21,5.34,-2.33,49.51,-36.2,-36.23,-30.48,-30.64,14.39,15.79,6.79,15.04,7.45,6.52,6.89,0.84,0.67,1.28,1.69,1.15,2.0,0.34,-1.05,-2.32,-4.55,-4.31,-3.76,-3.57,-3.05,-2.72,-2.39,-2.47,-2.85,-2.69,-1.59,-1.78,-0.77,-0.88,3.43,4.21,6.27,6.89,2.3,2.47,0.6,1.68,2.39,2.87,3.5,2.13,9.28,8.83,8.32,11.06,4.68,5.41
Należności długoterminowe,,,,,2456.25,2584.51,-2.66,-14.47,-100.0,-15.06,-100.0,-49.41,,-30.64,,-6.11,,-29.65,-44.74,-47.46,-50.0,-48.61,-50.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,-49.79,-52.07,-52.89,-46.06,-100.0,-100.0,-83.5,-100.0,,,2066.33,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
Inwestycje długoterminowe,,,,,-73.99,-60.56,-32.71,-4.35,-98.86,-98.93,-98.56,-98.88,103.85,0.0,-31.58,1067.92,1067.92,2280.77,5769.23,146.53,146.53,146.53,0.0,0.0,0.0,0.07,0.07,26.8,26.8,26.78,26.72,55.5,-22.38,-19.58,-19.53,74.74,3.66,0.06,10.6,45.74,382.79,370.86,316.14,19.57,19.87,20.88,21.69,441.07,449.42,456.66,463.92,-85.62,-85.91,-94.7,-94.64,451.34,463.44,1330.02,1389.54,0.13,0.2,0.6,-3.81,-3.93,-3.17,1.25,1.16,10.36,21.76,23.1,23.19,13.02,0.98,-2.12,-1.31,-1.61,-1.04
Pozostałe aktywa trwałe,,,,,-23.89,-23.61,58.49,141.93,310.67,139.94,203.27,99.63,54.33,110.59,-23.01,135.12,101.81,88.56,146.82,-22.87,542.73,-22.87,-43.13,-38.01,-91.82,-42.83,-36.34,-45.21,-47.94,-27.63,-33.3,22.56,21.41,3.26,-5.23,206.96,661.88,700.58,918.1,118.28,1.69,0.66,-0.43,-0.45,0.42,0.8,0.59,16.17,12.49,11.15,9.79,-3.78,-10.24,-7.7,-8.36,-88.58,-86.49,-84.98,-89.81,-8.36,8.58,-8.16,24.07,-4.69,-8.96,-13.88,16.54,117.92,128.03,114.35,90.62,2.52,-16.03,-9.77,-22.02,11.32,16.15
Aktywa obrotowe,,,,,7.76,8.61,16.17,5.71,15.67,27.58,15.33,31.44,22.13,19.07,9.57,15.34,-5.32,-16.19,-9.61,-30.76,-19.01,-13.95,-26.23,-19.98,-18.36,31.46,56.32,19.99,11.19,-32.74,-32.85,-13.17,-6.49,0.69,1.48,1.7,-4.71,-3.12,-8.46,-1.58,8.23,-7.86,-11.54,-0.3,-7.13,0.48,7.54,5.64,11.0,10.69,26.51,50.52,33.32,47.67,29.94,1.98,13.51,5.27,-4.92,-11.63,-14.09,-1.83,-3.34,-5.83,4.39,-1.85,11.4,41.65,38.85,46.03,55.04,28.74,26.5,20.89,1.15,14.72,5.49
Zapasy,,,,,-15.3,-7.57,-0.26,3.26,24.4,35.64,52.71,33.9,40.11,29.25,8.33,31.78,-5.14,-21.08,-24.13,-44.81,-36.0,-27.51,-18.92,-10.89,-8.23,-10.98,-9.54,-7.5,-9.6,5.11,7.31,-15.66,-8.4,-14.39,-15.97,12.63,0.83,4.74,12.51,-1.27,11.45,2.02,-1.03,6.99,1.38,4.34,9.51,-5.78,-3.04,-2.62,-2.26,42.75,62.98,60.62,62.07,28.76,0.67,1.12,-13.79,-18.63,-18.69,-14.23,-0.05,5.07,18.89,9.87,14.85,44.21,74.39,131.73,128.73,81.74,35.76,10.08,-4.69,-2.31,-6.57
Należności krótkoterminowe,,,,,4.39,0.66,48.85,23.55,31.34,57.67,3.44,32.18,13.96,9.05,15.67,8.07,-2.33,-10.73,-7.11,-18.85,-6.71,-3.61,-26.87,-25.72,-26.18,-38.52,-15.42,28.9,24.52,38.79,28.78,-8.28,-25.21,-8.5,-21.69,-12.5,13.07,-3.41,3.56,2.63,1.19,-5.74,-16.01,0.22,-5.76,-4.54,7.56,15.5,26.69,29.07,67.97,20.84,18.73,40.03,-8.79,-0.06,0.61,-18.47,-1.03,-10.19,-15.68,-3.98,-15.43,-19.53,24.56,19.28,36.57,50.26,4.46,1.36,3.65,-2.47,10.05,-14.69,-24.76,-18.74,-2.24
Inwestycje krótkoterminowe,,,,,417.8,562.63,-44.28,-53.11,-29.13,-69.2,-39.93,43.41,-38.68,30.93,-69.16,-79.44,-71.6,-40.11,556.96,172.39,236.71,15.73,-71.72,-62.53,-28.37,-22.0,-19.73,559.92,109.53,2.05,108.25,-32.9,162.26,411.18,444.17,39.84,-73.72,-40.56,-73.99,-47.19,33.62,-49.66,-19.78,-9.4,-32.1,14.71,-4.21,1.08,23.89,14.72,5.6,1.81,-20.84,29.67,278.03,277.56,444.1,324.12,12.68,10.17,2.32,29.79,22.93,10.68,-74.57,-49.99,-40.91,14.6,108.42,-59.36,-39.63,-67.88,51.36,576.5,310.09,679.62,139.57
Środki pieniężne i inne aktywa pieniężne,,,,,417.8,562.63,-44.28,-53.11,-30.2,-70.6,-40.41,41.45,-46.82,24.98,-72.66,-80.08,-68.61,-37.62,224.73,177.41,251.56,19.94,-38.87,-65.64,-27.33,-20.7,-14.6,639.52,92.74,-15.12,89.59,-46.76,139.12,310.01,375.96,-11.76,-73.78,-54.86,-81.22,-5.09,28.24,-20.03,25.6,-11.83,-28.09,28.9,-12.66,0.55,16.85,11.27,12.89,-4.09,-19.07,47.82,317.36,345.93,548.09,323.57,16.23,11.13,4.7,29.96,23.01,13.23,-74.57,-49.99,-40.91,13.5,102.08,-62.37,-43.31,-71.25,51.03,624.25,332.34,774.02,145.14
Pozostałe aktywa obrotowe,,,,,429.85,70.43,73.1,-7.98,-86.05,-86.64,-88.32,-83.41,1.41,35.52,81.17,226.14,86.29,95.32,73.03,20.57,12.02,2.65,6.98,38.5,22.01,9.3,-18.35,18.4,-13.42,3.37,22.09,-10.61,22.52,47.44,81.59,78.95,87.27,71.66,66.57,61.2,34.81,-38.82,-44.19,-48.59,-48.78,7.4,-0.14,7.47,-64.14,-71.8,-78.25,-74.53,34.26,53.29,87.69,40.97,3.87,-1.92,36.45,10.24,15.39,26.34,-5.4,-92.39,-100.0,-98.57,-97.8,-100.0,,-100.0,-100.0,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,11349.39,,,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,2.5,2.24,8.14,5.48,17.82,26.3,14.81,24.99,17.7,23.88,20.03,72.65,52.91,35.74,41.06,-12.03,-6.13,-4.22,-9.91,-10.29,-9.59,-11.19,-4.47,-13.64,-16.31,-12.06,-12.13,-1.64,5.45,4.7,4.36,9.2,8.71,9.51,7.9,7.21,5.47,0.91,-1.49,0.68,-2.48,-1.52,0.74,11.57,14.11,13.6,19.12,5.8,-0.79,2.33,-1.83,-1.86,4.15,1.99,-2.69,-4.3,-5.14,1.18,0.86,-2.35,2.35,-0.82,5.96,21.06,22.35,25.91,29.59,19.15,16.67,13.83,3.83,10.03,5.31
Kapitał własny akcjonariuszy jednostki dominującej,,,,,2.88,2.15,7.17,-5.36,0.87,2.7,-4.37,8.63,5.33,7.49,6.94,47.81,33.26,22.87,37.04,0.97,8.3,8.94,-1.2,-4.96,-7.2,-7.76,-7.17,-3.04,-0.77,4.86,5.23,4.73,5.82,5.27,5.56,5.72,6.52,4.81,3.8,3.41,3.56,4.66,4.8,4.54,3.52,2.25,7.71,27.49,31.25,30.53,24.43,1.35,-19.32,-18.62,-17.73,-12.3,11.09,10.6,9.85,9.13,5.67,10.1,9.58,9.29,10.05,8.69,11.62,9.52,9.95,10.64,11.29,12.07,15.57,10.74,5.8,6.25,-1.19
Kapitał (fundusz) podstawowy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99,52.25,52.25,52.25,38.43,0.0,0.0,-10.74,-10.74,-10.74,-10.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,-1795.91,-600.35,-66.28,91.63,93.12,93.12,91.38,-22.85,-153.38,-153.38,-102.12,-106.5,61.58,61.58,61.58,61.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,-0.12,-6445.41,-5302.11,-5302.23,-5302.23,17.47,0.0,0.0,0.0,0.0,0.0,8.06,8.06,8.06,16.05,8.7,8.7,8.7,11.69,11.69,11.69,11.69,17.68,17.68,17.68,17.68
Kapitał (fundusz) zapasowy,,,,,3.68,3.77,4.07,5.76,5.42,20.3,19.95,18.15,23.9,-8.92,-8.46,-8.55,-12.79,-28.71,-29.12,-29.12,-29.92,0.22,-10.86,-7.07,-5.8,-13.1,-2.24,-7.43,-7.13,14.67,14.67,16.16,16.18,11.22,11.22,11.22,10.94,9.75,9.75,9.75,9.41,8.17,0.0,11.77,11.77,10.08,27.25,44.48,44.05,40.48,31.45,2.73,3.03,-9.36,-5.75,-5.17,-5.17,17.72,13.24,14.7,15.38,2.04,12.82,-14.22,-79.26,-79.33,-81.3,-75.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,4047.62,673.23,-7.54,11.22,34.36,55.19,71.55,18.54,16.61,32.86,19.38,65.19,48.7,24.56,-42.11,-48.68,-50.43,-57.07,-14.2,-52.69,-18.98,-43.15,-39.07,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,-13.73,24.02,39.02,91.83,165.56,90.0,92.93,108.05,65.01,45.85,39.92,323.52,298.8,261.44,351.9,34.81,40.96,29.88,5.62,0.47,-3.29,-21.6,-24.08,-45.83,-42.74,-29.06,-3.54,47.92,41.88,49.29,31.88,22.9,19.18,41.46,22.84,19.28,21.96,0.45,-1.43,-4.58,-5.3,0.39,-24.17,6.52,-5.18,-13.02,14.31,-9.48,9.21,9.37,9.44,-0.69,-9.5,0.53,1.09,-23.01,-22.51,-40.23,-38.69,-11.75,-12.63,21.51,14.77,9.89,12.41,-5.24,-2.52,-5.75,-2.08,-12.0,16.72,22.17,18.19
Z tytułu dostaw i usług,,,,,3.7,-4.66,46.89,17.53,29.43,41.6,36.9,38.43,5.16,-3.49,-16.13,26.09,-0.91,4.78,17.73,-40.21,2.85,11.45,-11.68,2.74,-11.81,-35.43,-9.32,-14.82,-31.27,-10.23,-10.1,-43.85,0.34,-9.49,-14.1,33.61,-0.23,-3.57,12.12,-9.03,-5.75,-12.61,-27.28,21.03,3.54,23.86,7.77,-4.47,15.59,12.52,62.88,37.38,29.19,26.05,17.32,15.6,-17.74,-13.7,-35.5,-16.69,-3.61,15.91,28.65,-0.63,20.6,13.17,19.57,126.68,110.86,85.0,89.38,1.9,-25.65,-14.81,-35.98,-25.23,-11.12
Kredyty i pożyczki,,,,,-20.52,-8.85,-6.58,24.96,53.28,103.0,40.06,49.04,59.93,97.13,84.68,57.26,28.24,-8.72,-12.68,-26.46,-28.42,-25.82,-31.02,-16.89,-10.51,-43.58,-33.59,9.09,-7.24,66.64,22.26,-27.46,-21.05,-24.36,-17.68,-12.56,9.52,-11.79,-5.14,3.64,-18.81,-13.49,-22.9,-16.01,-23.51,-43.67,19.74,-54.6,-59.8,-40.35,-49.58,76.41,249.43,197.85,113.2,44.06,-24.21,32.35,-16.87,-2.15,-0.41,22.9,24.65,-59.19,-39.54,-86.7,-88.44,-78.24,-78.37,387.6,958.93,1690.22,1752.28,200.06,101.21,101.75,66.26
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,28.79,-100.0,28.79,28.79,0.0,,308.24,436.47,1095.29,1095.29,164.27,110.31,-10.24,-15.35,-17.56,-19.08,-12.72,-5.0,10.85,10.82,10.3,9.42,323.75,229.42,10.25,-17.23,-2.06,0.07,449.79,449.19,46.69,8.43,-58.29,-48.5,-99.71,-40.92,-99.32,-99.24,6.67,-99.12,3566.67,14462.5,3456.25,775.0,9.45,-65.79,59.93,557.86,52.33,15.06,-3.41,0.87,-11.34,-14.83,-5.57,-22.07,-16.61,-15.11,-28.07,-26.93,-42.33,-47.81,-47.24,-47.07,-33.76,-32.37
Inne zobowiązania długoterminowe,,,,,-13.73,-29.71,-21.65,6.58,6.2,35.05,37.82,23.04,47.59,65.74,61.27,657.07,552.69,341.22,321.96,6.18,8.45,7.61,13.85,17.68,20.02,-8.64,-9.99,-19.06,-21.04,3.05,3.47,-5.11,-4.38,-2.2,-5.36,-5.15,-4.34,47.58,57.4,67.02,67.23,8.88,5.73,-0.32,-2.09,-5.5,-6.57,10.02,-7.3,-6.8,-5.58,-16.18,13.11,-21.12,-19.37,-17.98,-27.6,5.05,6.91,1.35,3.03,4.01,0.51,1.34,-9.83,-10.87,-10.33,-5.75,3.16,3.14,2.51,-3.93,-3.04,-2.32,-2.08,5.55,5.42
Zobowiązania krótkoterminowe,,,,,-8.84,-10.19,10.32,20.48,39.97,67.2,39.45,43.16,30.07,42.1,35.61,73.03,47.92,24.6,19.44,-33.02,-28.6,-21.93,-27.28,-20.29,-15.93,-8.09,15.37,-5.42,-17.63,-24.0,-35.64,-32.01,-11.87,-15.76,-15.9,6.77,6.11,-3.8,4.16,5.38,-3.69,-8.37,-18.82,-3.44,-14.55,-15.16,11.9,-27.37,-15.53,-8.21,5.73,52.18,73.56,99.68,50.1,31.11,0.12,-14.85,-33.18,-20.07,-18.56,14.22,15.33,-30.48,-11.37,-36.16,-18.93,85.03,77.8,121.63,144.33,51.91,27.54,30.56,-4.91,13.81,15.22
