,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Koszty finansowe,,,,,-6.53,-0.56,11.8,137.61,8.98,188.07,4.22,-19.18,56.29,-5.62,30.89,-10.35,-42.61,-74.5,-30.56,-64.3,60.46,-8.2,-48.75,297.01,-66.14,-30.8,-19.57,-82.46,-7.98,-13.55,-68.92,45.71,-83.16,-80.6,147.83,-58.82,127.27,276.92,-54.39,-10.71,21.33,-22.45,107.69,169.33,51.65,-40.79,-45.37,-28.22,-44.2,4.44,-35.59,-5.52,14.29,225.53,392.11,357.66,220.45,141.83,74.33,-48.48
Pozostałe przychody (koszty),,,,,,,,,-100.0,,,,,,,,,100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,168.59,79.71,-22.68,289.47,-48.88,11.16,-4.95,-4.16,29.51,-1092.42,-46.87,-54.65,-102.03,99.63,-52.82,-28.75,-3.7,-397.34,-58.95,-2.67,-10.71,187.59,181.94,-1.53,-2598.39,-260.44,-204.06,-172.9,-88.88,-26.64,-172.22,115.34,101.68,129.09,169.66,357.65,-396.23,300.41,1.9,9.02,1003.18,-14.19,92.54,1.93,-81.88,27.24,-39.75,119.8,-75.1,8.27,-10.65,-115.54,1481.25,-90.22,-37.48,946.93
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,168.59,79.71,-22.68,289.47,-48.88,11.16,-4.95,-4.16,29.51,-1092.42,-46.87,-54.65,-102.03,99.63,-52.82,-28.75,-3.7,-397.34,-58.95,-2.67,-10.71,187.59,181.94,-1.53,-2598.39,-260.44,-204.06,-172.9,-88.88,-26.64,-172.22,115.34,101.68,129.09,169.66,357.65,-396.23,300.41,1.9,9.02,1003.18,-14.19,92.54,1.93,-81.88,27.24,-39.75,119.8,-75.1,8.27,-10.65,-115.54,1481.25,-90.22,-37.48,946.93
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,225.34,76.98,-49.18,313.64,-53.24,9.71,56.53,-9.15,24.01,-1332.09,-40.07,-46.53,-105.88,99.57,-87.84,4.12,-5.69,-303.23,-2.9,-34.95,-19.23,179.09,252.99,17.1,-1099.35,-290.17,-294.93,-160.19,-83.81,-49.47,-88.07,131.67,97.6,97.25,173.01,153.17,-587.8,3242.59,4.98,-11.83,296.1,-17.27,57.79,75.32,-74.41,50.28,-44.35,42.91,-31.45,-24.98,21.34,-114.58,262.37,-94.82,-51.91,771.53
Zysk netto akcjonariuszy jednostki dominującej,,,,,198.47,75.84,-46.91,254.58,-50.73,1.38,52.06,-3.03,26.12,-1397.04,-44.07,-42.07,-104.86,99.59,-85.77,5.77,-7.0,-266.33,112.42,-30.67,183.18,203.7,34.46,-8.3,-1998.88,-265.21,-334.55,-177.14,-97.69,-58.93,-78.54,125.85,98.68,91.74,166.23,167.25,-1143.18,1111.59,10.15,-4.41,309.51,-16.64,58.5,70.43,-75.13,53.94,-43.67,48.29,-27.02,-26.77,14.43,-113.16,239.42,-95.51,-52.13,830.85
Aktywa trwałe,,,,,27.62,28.83,122.25,107.9,64.99,67.78,-4.63,0.27,0.45,-34.03,-32.23,-33.84,-33.95,-1.39,0.39,-2.85,-2.05,1.62,1.64,0.7,-7.01,-7.89,-8.49,-7.16,0.86,2.03,0.84,10.16,9.52,4.02,4.43,-1.92,-0.91,2.3,2.86,5.03,7.65,9.0,8.07,4.99,-0.24,-1.2,-1.27,-0.67,4.7,2.78,2.98,0.14,0.06,0.87,2.95,6.74,5.51,3.48,-3.61,-8.73
Wartości niematerialne i prawne,,,,,318.18,345.37,15816.85,3070.75,2995.0,3013.58,-3.09,-0.55,-0.54,-97.51,-97.6,-97.72,-97.86,-0.85,-4.11,-5.42,-6.77,62.91,67.74,-27.17,-26.73,-67.16,-68.55,-27.64,-31.64,-34.67,-40.0,-36.65,-36.75,-42.86,-51.21,-68.63,-70.39,-45.0,-29.7,82.81,105.66,33.77,36.62,-23.08,-22.94,-24.27,-25.77,-26.67,-27.38,-26.92,29.17,37.88,37.7,33.33,-25.81,24.18,72.62,139.47,153.62,40.71
Rzeczowe składniki majątku trwałego,,,,,43.11,47.52,49.68,48.64,1.4,-1.95,-2.83,12.19,12.85,16.73,16.76,0.24,-0.38,-2.88,-1.89,0.38,1.76,3.11,3.11,3.78,3.22,5.69,4.16,2.15,2.18,0.38,0.7,11.09,11.67,8.8,8.58,-1.26,-1.1,0.92,0.66,5.08,7.44,7.86,6.85,1.98,-2.14,-3.25,-0.48,1.11,6.44,5.47,4.14,2.07,-1.23,0.24,2.86,2.72,1.61,-0.33,-4.56,-4.93
Należności długoterminowe,,,,,-0.29,-2.59,1.53,13.13,11.01,4.16,1.96,-13.63,-13.76,-4.26,-4.86,51.93,52.17,51.37,54.28,-30.92,-30.99,-31.07,-32.02,0.32,-94.84,-95.15,-91.94,-91.0,74.53,51.26,-6.95,-19.14,-17.03,107.97,104.22,109.67,103.58,-0.16,-0.64,4.93,12.32,11.84,11.84,-0.76,-6.41,-25.75,-28.33,-23.66,-22.83,-4.82,-0.6,0.8,-3.75,-3.64,-3.01,-1.59,2.87,6.3,3.31,1.01
Inwestycje długoterminowe,,,,,-7.69,-7.79,-7.91,-8.01,-5.87,-5.97,-6.05,-6.15,-6.25,-6.34,-6.45,-6.56,-6.66,-6.78,-6.89,-7.01,-7.15,-7.26,-7.4,-7.55,-7.68,-7.83,-8.0,-8.15,-8.0,-8.17,-8.16,-8.34,-7.68,-5.33,-4.13,-3.0,-3.03,-4.44,-4.79,-4.83,-4.9,-4.97,-5.03,-5.09,-5.16,-5.22,-5.27,-4.27,-4.4,-3.45,-2.58,-4.67,-3.85,-4.94,-6.74,-5.93,-5.4,-5.48,-5.17,-5.4
Pozostałe aktywa trwałe,,,,,62.26,11.06,706.46,163.67,198.71,616.88,-25.02,-51.61,-53.02,-63.43,-45.95,-39.87,-29.26,-45.46,-27.74,51.39,41.43,118.84,99.83,-17.94,-11.33,-38.89,-32.12,-8.38,1.62,74.84,33.45,69.31,26.71,-46.5,-40.67,-17.48,-0.95,63.66,79.88,24.37,32.81,51.22,42.72,73.46,34.6,31.36,-0.57,-10.59,0.88,-13.42,-3.34,-16.32,17.32,12.66,14.44,74.73,47.69,42.81,4.05,-41.61
Aktywa obrotowe,,,,,125.0,21.57,164.06,116.79,152.6,159.95,-19.72,-17.14,-23.98,-37.1,-31.54,-32.92,-29.23,-11.64,-6.85,0.45,3.38,-1.64,-10.01,-12.13,-5.6,-1.52,5.36,7.1,-10.48,-9.05,-14.56,-27.05,-24.65,-27.2,-25.5,-5.28,-2.32,-5.52,8.39,-4.15,24.77,60.02,15.58,21.03,2.23,-10.82,19.96,21.09,17.83,9.46,28.55,18.1,24.87,27.83,-11.07,4.81,-5.77,-3.19,23.02,-11.53
Zapasy,,,,,-10.28,14.85,37.21,38.04,42.41,11.39,1.09,-11.35,-9.24,-4.53,63.11,68.69,103.25,73.97,-46.03,-41.4,-15.25,0.15,26.46,15.19,-30.09,-29.15,6.17,39.28,40.62,44.39,35.36,13.92,24.76,6.53,-17.85,29.11,0.13,8.6,21.1,-7.18,97.03,72.37,34.17,7.69,-33.9,-0.65,24.43,85.89,58.27,-7.97,89.6,71.45,65.32,57.39,-30.18,-6.02,-30.05,-28.04,-18.74,-57.66
Należności krótkoterminowe,,,,,84.35,16.82,158.24,95.85,166.74,255.13,-28.38,-0.21,-18.16,-60.16,-55.51,-57.5,-70.43,-47.53,-16.32,-6.58,28.32,37.0,33.85,-5.44,17.3,-16.94,-12.78,-17.19,-21.07,43.84,18.52,12.4,-6.49,-33.05,-35.84,2.78,48.39,52.09,59.4,20.7,18.16,85.89,1.96,31.07,20.89,-21.1,23.05,8.18,8.42,8.63,-0.98,-12.22,-5.92,33.94,7.37,28.67,40.52,9.96,41.48,-43.31
Inwestycje krótkoterminowe,,,,,286.29,21.62,211.96,167.46,158.27,104.26,-8.06,-39.36,-32.25,0.3,-10.4,5.84,15.1,-4.15,8.28,14.7,-2.39,-7.19,-37.46,-19.37,-12.17,13.07,26.84,22.01,-10.41,-37.31,-49.21,-55.25,-43.78,-31.4,-12.35,-30.79,-49.81,-64.69,-63.56,-52.13,-14.36,-55.7,65.52,-8.33,-0.42,105.68,5.56,9.31,22.51,72.3,66.65,77.86,83.31,-34.55,-23.72,-48.97,-65.58,-37.25,24.25,516.54
Środki pieniężne i inne aktywa pieniężne,,,,,287.23,24.05,200.35,159.2,149.68,102.3,-5.13,-39.44,-31.62,0.74,-8.24,9.24,8.88,-3.46,8.95,7.6,3.58,-7.21,-37.48,-13.95,-10.18,13.08,26.85,21.99,-10.41,-37.32,-49.21,-55.25,-43.77,-31.38,-12.34,-30.79,-49.81,-64.69,-63.56,-52.13,-14.57,-56.05,65.09,-8.71,-0.46,106.45,5.52,9.51,22.63,72.63,66.84,77.84,83.32,-34.73,-27.44,-50.42,-66.65,-39.77,30.53,535.43
Pozostałe aktywa obrotowe,,,,,256.51,220.82,62.65,31.65,6.26,-13.71,33.97,16.38,7.46,-31.71,-40.98,-35.48,-38.9,396.14,-12.1,-21.11,8.37,-79.55,35.97,-14.41,-31.86,-30.54,-40.76,-3.44,29.76,-3.54,-7.48,4.98,-11.54,7.01,25.87,19.66,13.05,-15.29,-2.02,1.7,10.45,19.34,5.06,-9.19,4.66,16.67,-9.63,-100.0,-100.0,-100.0,-100.0,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,61.38,25.37,145.52,113.25,107.33,110.42,-13.66,-10.38,-13.93,-35.78,-31.84,-33.32,-31.49,-7.13,-3.66,-0.97,0.86,-0.12,-4.66,-6.7,-6.23,-4.55,-1.42,0.59,-5.43,-3.96,-7.56,-11.37,-8.41,-11.98,-10.66,-3.52,-1.52,-1.01,5.19,0.74,14.98,29.64,11.32,12.12,0.9,-6.0,8.28,9.78,10.88,5.95,15.72,9.65,12.48,14.07,-4.81,5.64,-0.76,-0.18,10.16,-10.32
Kapitał własny akcjonariuszy jednostki dominującej,,,,,89.26,37.1,188.58,191.05,170.65,148.17,11.34,10.82,10.85,-35.12,-34.85,-35.46,-36.66,6.42,4.5,4.56,4.56,0.12,0.35,-1.06,-0.82,3.35,3.48,3.11,0.85,-1.71,-3.55,-8.47,-10.73,-10.54,-11.74,-9.02,-5.0,-2.5,1.97,2.9,2.38,5.1,5.18,5.21,7.7,7.13,8.08,9.08,7.78,8.62,7.2,8.23,8.1,3.06,3.22,-0.77,-0.19,-0.61,-1.49,2.28
Kapitał (fundusz) podstawowy,,,,,22.61,0.0,56.74,56.74,59.57,59.57,1.81,2.71,0.89,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,219.4,-0.44,459.43,459.43,459.43,459.43,0.0,2.33,2.33,2.33,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,,,,,43.83,57.55,38.05,1.71,1.03,-46.15,-64.66,-60.61,-61.74,-21.52,13.3,-6.4,-6.52,-37.31,-52.31,-65.65,-85.89,-87.11,-76.6,40.29,145.12,238.38,224.44,-1.23,21.39,51.04,37.44,18.09,28.69,45.85,31.4,36.04,41.4,25.47,16.43,0.88,-1.58,-3.35,-4.89,0.77,5.03,0.56,-0.11,-9.66,-11.0,-6.56,2.06,3.0,4.53,2.97,6.05,11.55
Zobowiązania długoterminowe,,,,,-1.21,2.91,27.41,20.22,2.47,13.61,-14.51,-14.17,-13.51,-22.23,-13.76,-13.14,-15.29,-16.56,-14.95,-11.35,-8.91,-5.04,-5.0,-9.48,-42.78,-39.87,-39.63,-43.14,-6.9,-2.78,-7.16,23.71,19.42,-14.56,-15.78,-28.32,-29.12,-1.13,3.51,-4.41,21.99,24.16,23.13,41.71,5.69,45.05,35.03,18.21,27.68,-27.96,-20.3,-22.92,-0.94,14.83,15.55,71.62,44.12,30.6,25.64,-19.63
Z tytułu dostaw i usług,,,,,101.62,24.93,193.73,106.33,153.56,205.8,-48.77,-37.9,-63.21,-57.36,-49.73,-52.4,-44.39,-55.1,-20.62,13.28,45.73,77.99,12.66,-26.68,-22.13,-35.81,-30.88,-2.25,-15.73,16.42,12.33,-15.39,-25.41,-28.19,-17.82,21.41,41.68,-3.37,24.31,3.41,104.51,264.22,58.71,1.02,-44.97,-59.04,-15.13,16.79,58.6,-13.36,104.39,-23.1,-27.87,94.56,-53.21,81.08,48.31,-11.8,116.74,-59.67
Kredyty i pożyczki,,,,,-49.96,-50.58,-62.49,-62.9,-21.45,-22.55,-7.64,-4.83,-13.2,-15.78,5.22,-0.37,-7.6,-3.31,-15.11,-12.44,-0.43,0.0,-0.14,-0.28,0.14,-0.28,0.0,-0.28,-0.14,0.0,-0.14,0.14,4.13,108.86,113.86,117.97,117.78,9.1,8.82,-7.07,-8.17,-28.46,-92.33,210.77,239.4,-44.61,490.4,-74.73,-68.28,63.77,40.24,1069.78,619.31,568.12,268.21,-94.69,-92.88,-37.21,-63.82,249.21
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,90.72,71.3,44.79,61.79,-8.1,-13.54,-4.19,-21.19,-13.41,-9.59,-2.23,-0.98,-17.9,-19.33,-25.01,-26.4,-6.47,-6.77,-3.32,22.1,285.76,305.65,283.01,233.68,-78.73,-80.85,-76.75,-78.14,-10.56,-5.13,-21.16,-10.0,-6.66,6.62,4.23,-6.55,97.37,47.77,44.67,60.05,-17.42,6.05,25.11,26.78,28.02,10.63,2.99,-2.19,5.49,16.33,-6.44,22.93,5.55,-5.07,5.65,-26.79
Inne zobowiązania długoterminowe,,,,,-73.32,-59.76,343.29,833.33,514.63,906.41,-21.64,-24.15,-15.55,-50.08,-26.46,-19.86,-35.52,-38.46,-10.82,14.02,28.38,54.2,30.62,-3.01,3.68,-23.3,-13.97,-8.63,5.85,65.21,28.9,83.53,39.57,-26.59,-28.72,-11.04,2.62,52.6,67.51,33.71,38.96,42.51,34.5,60.73,24.77,23.27,6.17,-12.57,-4.81,-17.71,-8.05,-15.82,6.35,16.03,8.77,53.19,49.7,32.35,-13.07,-35.1
Zobowiązania krótkoterminowe,,,,,93.37,19.27,164.8,77.57,99.92,129.09,-47.94,-40.2,-59.54,-42.8,-30.4,-34.09,-14.18,-33.47,-18.51,-9.43,-4.88,5.13,-18.84,-19.51,2.79,-5.9,11.03,17.04,-30.31,-14.91,-24.95,-31.35,-11.07,-18.7,-3.83,32.81,36.49,4.98,19.74,-5.24,60.7,150.53,30.39,26.37,-17.28,-45.37,-0.87,9.24,15.14,18.29,64.69,25.5,31.91,54.51,-28.22,6.31,-15.69,-8.51,41.66,-34.75
Inne zobowiązania krótkoterminowe,,,,,176.38,21.81,196.23,32.98,39.26,44.6,-53.73,-56.12,-59.15,21.84,26.36,59.85,90.95,1.61,-14.24,-46.23,-55.87,-53.1,-64.94,-7.84,-34.91,-32.75,35.26,-10.89,26.28,40.87,-25.9,-17.7,23.53,-21.0,23.42,71.52,26.96,21.49,19.22,-25.32,-4.86,51.62,7.07,41.95,13.2,-2.88,24.26,45.75,3.56,74.13,0.3,-3.59,54.4,-25.99,28.41,39.56,-9.6,24.7,-23.25,-3.75
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,61.38,25.37,145.52,113.25,107.33,110.42,-13.66,-10.38,-13.93,-35.78,-31.84,-33.32,-31.49,-7.13,-3.66,-0.97,0.86,-0.12,-4.66,-6.7,-6.23,-4.55,-1.42,0.59,-5.43,-3.96,-7.56,-11.37,-8.41,-11.98,-10.66,-3.52,-1.52,-1.01,5.19,0.74,14.98,29.64,11.32,12.12,0.9,-6.0,8.28,9.78,10.88,5.95,15.72,9.65,12.48,14.07,-4.81,5.64,-0.76,-0.18,10.16,-10.32
Przepływy pieniężne z działalności operacyjnej,,,,,,6.88,670.56,35.38,-143.27,-407.52,95.39,-98.98,338.57,147.22,-120.74,994.64,-6.48,-106.38,101.07,-31.73,-26.85,-1070.11,-85650.0,972.88,41.32,233.24,4.64,7.83,-261.16,-223.31,-23.76,-44.07,121.3,100.09,93.48,-102.12,-237.96,-40720.0,112.41,2888.7,286.53,-57.51,15934.69,-298.07,-32.66,90.53,-37.8,81.28,143.95,528.38,22.84,-1110.93,51.78,-432.59,126.99,69.43,-71.22,14.06,-1.73,548.76
Amortyzacja,,,,,9.92,22.01,30.86,33.61,13.75,-1.29,-3.53,-6.84,-5.86,2.35,3.4,3.28,-9.21,-9.44,-8.85,-65.48,-0.14,4.23,6.24,198.53,9.3,3.51,7.05,5.05,8.51,9.66,5.61,-65.42,7.36,10.12,8.43,-46.78,-1.69,-4.43,-3.62,322.93,7.31,11.31,8.73,43.37,10.12,6.0,6.5,-13.55,5.9,9.01,10.4,7.9,4.66,0.97,-0.35,-71.96,-0.96,2.44,2.69,251.41
Przepływy pieniężne z działalności inwestycyjnej,,,,,,-96.24,-7463.93,309.21,102.6,34.66,99.34,-383.06,-1209.38,87.59,-11.79,68.74,127.89,89.61,1411.39,41.18,-801.01,-3006.9,-114.06,77.97,39.05,65.04,30.21,-16.96,-71.39,-230.16,43.93,-845.42,-39.17,49.62,-760.82,80.62,14.57,61.83,101.09,-247.71,12.18,-219.5,-4168.75,92.57,90.62,-15.81,46.7,-521.77,-1790.14,8.78,187.32,35.15,172.13,-21.78,-646.86,180.8,-168.08,31.02,41.4,-146.04
CAPEX (niematerialne i rzeczowe),,,,,,59.9,-4.46,-76.04,-76.08,-95.86,212.95,1366.0,427.89,-46.32,-146.61,-80.45,-80.61,603.92,186.17,16.86,-8.31,69.64,6.42,-32.04,65.22,-45.81,-44.76,-57.39,62.06,227.58,-41.95,769.76,39.11,-50.05,647.03,-84.16,-15.56,82.59,-88.07,283.04,12.21,-33.37,296.67,-90.1,-84.39,43.99,-48.6,417.11,791.45,-9.09,104.9,-0.89,-79.34,-4.42,62.37,-113.74,152.86,-30.05,34.07,435.51
Przepływy pieniężne z działalności finansowej,,,,,,-117.74,5277.88,-107.2,66.06,10.15,-102.21,1.25,-18.31,9.89,-7.14,97.75,-10.41,17.43,36.95,-3332.0,39.0,1.54,-371.46,11.19,-10.45,-11.69,45.18,-16.93,-92.81,28.69,8.03,-0.45,77.17,3.18,57.77,10.84,-112.61,-14.06,-8.12,14.79,-12.4,-41.37,-95.77,640.29,99.88,-11.82,28.12,-121.48,-69800.0,34.66,14.18,1486.69,-289.99,-634.88,-628.28,-111.07,55.69,140.9,66.33,23.78
Emisja akcji,,,,,,-100.0,,,,,-100.0,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.01,,,,0.0,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,-33.33,
Przepływy pieniężne razem,,,,,,-120.41,1820.57,77.94,-1000.0,-659.75,-93.86,-155.18,196.13,124.41,-252.99,91.91,4.16,-137.18,213.94,-96.59,-52.24,-335.3,-498.07,870.13,107.76,162.54,22.03,6.71,-434.06,-326.28,-11.98,-76.04,98.72,83.68,67.2,-168.15,-3105.77,-155.48,70.36,161.59,149.07,-64.47,803.68,-426.57,28.42,54.89,-39.67,1.89,55.16,94.04,57.95,-43.94,92.88,-8052.67,-15.2,-31.61,-92.86,81.17,121.14,457.93
