,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Kapitał (fundusz) podstawowy,0.0,0.0,0.0,2852.0,2852.0,2852.0,2852.0,2852.0,2852.0,2852.0,2852.0,2852.0,2852.0,2852.0,2852.0,2852.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,0.0,0.0,0.0,10171.0,11915.0,10171.0,10171.0,10171.0,10250.0,10450.0,11837.0,13217.0,14468.0,15744.0,16924.0,18090.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,841.0,799.0,776.0,719.0,657.0,601.0,582.0,532.0,475.0,412.0,377.0
Zobowiązania długoterminowe,0.0,0.0,0.0,4903.0,4821.0,4253.0,18404.0,18025.0,17997.0,32699.0,32732.0,34022.0,34442.0,34172.0,33952.0,34481.0
Z tytułu dostaw i usług,0.0,0.0,0.0,3401.0,6670.0,4230.0,4892.0,8402.0,10407.0,10388.0,12511.0,10881.0,11064.0,23200.0,10835.0,12688.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10628.0,6594.0,4583.0,1.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,882.0,836.0,667.0,1536.0,1689.0,1837.0,2091.0,3000.0,3804.0,3766.0,3929.0,3999.0,4347.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,1494.0,1462.0,4030.0,5437.0,5366.0,5194.0,19851.0,18057.0,18532.0,18679.0,19248.0,19319.0,19711.0
Zobowiązania krótkoterminowe,0.0,0.0,0.0,14066.0,19111.0,17830.0,22690.0,27700.0,32511.0,52037.0,45080.0,43254.0,43379.0,46462.0,45297.0,35701.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,9783.0,11605.0,12933.0,16262.0,17609.0,20267.0,39558.0,18941.0,21975.0,23966.0,19332.0,30463.0,18666.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,18475.0,22075.0,20935.0,43094.0,40012.0,51278.0,73183.0,83355.0,92482.0,111046.0,108423.0,115622.0,122477.0,120217.0,125344.0,126533.0
Przepływy pieniężne z działalności operacyjnej,3043.0,5770.0,4961.0,5396.0,10131.0,578.0,5124.0,9456.0,9584.0,3459.0,8253.0,12670.0,11882.0,9197.0,9730.0,14994.0
Amortyzacja,766.0,774.0,898.0,740.0,861.0,1068.0,1729.0,1443.0,1865.0,2102.0,2706.0,2973.0,3267.0,3379.0,3482.0,3774.0
Przepływy pieniężne z działalności inwestycyjnej,-231.0,-516.0,-465.0,-119.0,-453.0,9246.0,-14528.0,-1935.0,-2920.0,-17556.0,-4932.0,-4235.0,-2503.0,-6094.0,-4304.0,-3404.0
CAPEX (niematerialne i rzeczowe),509.0,516.0,766.0,-418.0,780.0,1056.0,997.0,15505.0,2420.0,2858.0,2435.0,3685.0,2503.0,3144.0,2568.0,3446.0
Przepływy pieniężne z działalności finansowej,-255.0,-275.0,-4784.0,-221.0,-12889.0,-257.0,-488.0,-468.0,-488.0,-478.0,-10723.0,-5092.0,-3173.0,-5771.0,-1123.0,-14006.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,4449.0,22.0,12631.0,-61.0,0.0,0.0,0.0,0.0,20363.0,0.0,0.0,0.0,0.0,12929.0
Przepływy pieniężne razem,2557.0,4979.0,-288.0,5056.0,-3211.0,9567.0,-9892.0,7053.0,6176.0,-14575.0,-7402.0,3343.0,6206.0,-2668.0,4303.0,-2416.0
