,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Koszty finansowe,,,,,154.55,-22.95,71.3,-84.18,-16.67,209.57,-2.16,397.87,125.71,57.04,164.09,141.45,62.34,56.67,41.21,41.24,27.49,-11.45,-10.37,19.42,33.49,4.1,5.12,-20.99,-33.79,93.79,77.67,39.84,78.89,-8.84,-13.72,-13.49,5.42,-8.58,29.03,5.27,-6.61,-27.11,-31.72,122.31,-13.56,212.23,-1.28,102.2,3.64,-63.89,3.42,-31.11,15.9,58.79,28.39,-29.26,50.99,127.32,183.04,42.08,145.8,5.31,-14.28,-30.49
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,-100.0,100.0,,,,,,
Zysk z działalności gospodarczej,,,,,7.97,37.63,52.92,54.31,23.05,41.12,48.62,-17.01,13.75,5.93,9.76,4.12,12.38,-27.85,-51.22,21.39,-24.67,18.7,279.61,8.13,122.88,18.61,-42.02,11.66,16.58,17.33,61.37,-115.32,-18.88,-58.42,-68.08,222.16,-12.62,28.62,-20.2,323.41,-49.77,115.23,32.08,-53.31,343.34,-37.63,69.54,299.53,67.02,418.02,96.5,70.71,-9.7,-47.96,116.63,-73.48,-8.0,16.71,-59.2,-648.92,-6.64,159.71,64.08,-5.69
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,7.97,37.63,52.92,54.31,23.05,41.12,48.62,-17.01,13.75,5.93,9.76,4.12,12.38,-27.85,-51.22,21.39,-24.67,18.7,279.61,8.13,122.88,18.61,-42.02,11.66,16.58,17.33,61.37,-115.32,-18.88,-58.42,-68.08,222.16,-12.62,28.62,-20.2,323.41,-49.77,115.23,32.08,-53.31,343.34,-37.63,69.54,299.53,67.02,418.02,96.5,70.71,-9.7,-47.96,116.63,-73.48,-8.0,16.71,-59.2,-648.92,-6.64,159.71,64.08,-5.69
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,8.54,31.84,56.18,55.82,21.9,48.14,50.69,-12.68,11.75,3.95,5.02,31.26,11.33,-16.47,-16.38,-20.92,14.04,18.05,123.13,30.52,68.38,9.9,-27.6,15.16,4.64,0.82,21.72,-89.61,-14.9,-53.13,-51.63,86.64,-26.03,42.69,-14.04,264.4,-17.25,28.46,-95.17,16.04,217.61,-16.48,3061.84,6.27,-14.25,553.33,64.71,134.49,63.87,-44.7,134.87,-72.62,-10.23,-4.74,-59.01,-994.68,-9.39,186.79,93.73,29.66
Zysk netto akcjonariuszy jednostki dominującej,,,,,8.54,31.84,56.18,55.82,21.9,48.14,50.69,-12.68,11.75,3.95,5.02,31.26,11.33,-16.47,-16.38,-20.92,14.04,7.05,114.55,22.84,64.59,20.56,-23.64,18.26,4.61,2.11,19.61,-90.2,-16.13,-48.68,-53.42,108.21,-23.84,27.51,-3.53,246.31,-14.32,41.38,-95.51,20.01,209.35,-23.03,3061.84,6.27,-14.25,553.33,64.71,134.49,63.87,-44.7,134.87,-72.62,-10.23,-4.74,-59.01,-994.68,-9.39,186.79,93.73,29.66
Aktywa trwałe,,,,,107.0,79.72,55.95,40.74,21.22,18.89,23.87,120.36,126.42,66.92,134.14,31.4,25.3,49.36,-0.33,-7.51,-8.01,6.46,11.35,18.26,13.59,16.34,14.62,24.42,31.26,22.47,17.84,9.14,5.55,5.15,5.15,2.2,2.58,2.31,2.33,1.1,0.46,-6.13,-7.25,-6.8,0.4,8.25,6.75,4.64,-2.17,18.08,21.97,13.24,15.0,-7.07,-9.75,-2.01,-4.99,1.9,3.69,-22.45,-27.32,-58.73,-53.12,-39.12
Wartości niematerialne i prawne,,,,,7.69,-4.55,-4.76,145.71,182.14,247.62,235.0,-20.93,-21.52,54.79,49.25,41.18,38.71,-27.43,-25.0,-29.17,-29.07,2596.34,2838.67,3604.41,3991.8,11.85,11.21,-3.57,-3.49,-0.89,-1.14,-1.44,-1.78,-3.84,27.2,26.02,24.85,26.94,-5.13,-0.07,-0.54,-90.41,-91.55,-95.52,-96.22,-69.34,-69.23,-20.74,-12.61,1.14,0.0,14074.77,15206.19,16683.15,19543.42,-2.14,0.69,-0.66,-0.63,-0.2,-0.86,29.81,-0.23,0.16
Rzeczowe składniki majątku trwałego,,,,,102.87,76.21,53.0,40.96,20.86,18.62,23.75,109.39,114.04,63.98,120.74,29.18,23.86,39.53,-4.01,-7.16,-8.69,6.74,10.31,1.0,-2.97,2.04,1.03,26.15,35.62,23.87,21.96,11.14,6.53,6.02,4.89,1.76,2.38,2.16,2.84,1.67,0.61,-7.59,-9.2,-9.89,-18.43,4.19,5.1,4.33,14.86,5.69,4.95,8.48,8.96,-2.08,-2.71,-12.03,-1.88,6.63,7.95,-25.12,-43.59,-86.34,-76.77,-62.53
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.1,0.0,45.16,44.97,51.79,490.93,300.62,289.48,370.08,-8.74,4.01,7.12,75.95,172.12,144.57,61.72,-13.93
Inwestycje długoterminowe,,,,,,,,0.0,0.0,0.0,0.0,763.1,889.17,251.89,1018.26,60.92,41.39,114.75,39.84,-8.7,-0.32,69.4,8.25,166.1,148.64,172.01,128.81,14.77,15.46,13.61,0.77,3.94,0.59,1.88,3.25,0.23,-0.39,-0.53,-0.45,-0.68,-0.1,-0.17,-0.39,-0.24,-0.19,-0.03,0.12,-3.97,-3.99,84.44,82.33,-31.18,-31.11,-62.21,-60.9,-11.23,-11.78,-16.09,-17.97,-6.96,-6.51,-6.71,4.02,-5.53
Pozostałe aktywa trwałe,,,,,50.65,46.75,25.64,231.9,240.52,200.0,224.49,-1.04,-29.37,24.48,-6.6,0.52,44.09,1343.13,136.36,-68.93,-21.89,-95.04,-83.05,454.62,-28.03,-24.83,163.87,248.03,393.36,666.08,334.39,-24.6,43.23,8.11,35.26,42.78,46.52,31.06,22.55,-8.33,-0.21,66.72,91.11,181.65,1299.31,215.92,113.7,55.32,-64.34,-8.98,77.78,62.61,41.27,38.59,-11.15,71.0,-29.04,-15.14,-2.56,-57.31,23.19,3.64,32.29,37.39
Aktywa obrotowe,,,,,75.14,91.04,-11.52,26.33,123.01,207.78,202.45,131.5,21.54,-13.88,0.51,6.32,-3.05,45.31,42.15,10.36,36.27,7.87,16.13,33.82,20.39,25.98,26.81,15.14,45.92,38.32,40.4,13.47,-3.84,-8.49,-10.88,8.41,0.95,0.87,0.59,1.6,23.71,43.4,34.12,35.46,23.66,-1.04,-6.22,-3.78,-0.01,24.85,43.3,62.77,36.08,18.58,21.65,2.72,14.21,6.92,6.01,7.87,26.65,31.72,39.11,25.91
Zapasy,,,,,45.65,52.58,29.76,89.76,58.48,58.33,55.72,53.51,29.65,14.82,28.36,39.01,20.15,16.34,-12.0,-23.48,-9.85,24.43,66.61,61.68,39.92,17.69,7.92,1.97,14.28,14.43,13.9,24.06,84.1,67.59,91.59,96.21,15.38,29.21,43.2,40.26,62.77,7.51,-7.32,-5.51,-9.18,-15.35,-35.16,-47.86,-54.43,-37.45,-14.43,-47.8,-39.69,-38.36,-25.72,18.86,14.94,31.98,-5.99,1.63,30.88,-25.25,65.4,40.05
Należności krótkoterminowe,,,,,42.46,-6.88,48.53,14.66,-5.46,336.02,146.95,88.39,178.12,-13.1,15.01,30.83,-29.19,17.35,20.04,19.77,105.05,64.15,2.54,24.93,19.92,18.43,77.63,16.83,28.23,64.26,84.15,9.02,0.81,-19.41,-21.19,31.43,25.4,-7.81,-18.12,-17.6,7.38,49.05,67.92,78.2,59.73,58.0,32.69,42.57,46.43,70.76,90.99,81.22,60.15,28.99,24.7,15.73,14.08,3.92,9.91,9.95,27.63,38.07,35.62,15.47
Inwestycje krótkoterminowe,,,,,189.7,530.85,-52.28,10.11,289.06,231.38,415.69,200.48,-18.15,-26.3,-17.78,-7.49,7.67,29.92,28.52,14.51,16.11,4.83,59.11,30.84,17.2,43.32,4.39,18.38,80.1,25.67,21.14,18.66,-30.84,-24.24,-31.21,-38.75,-34.8,-9.7,-10.17,-8.8,8.58,59.98,33.54,27.72,-0.45,-54.4,-44.07,-43.6,-42.83,-62.15,-75.11,99.41,-58.82,-47.64,71.02,-69.34,-0.55,16.52,-63.39,-28.46,-27.79,-10.66,96.28,354.73
Środki pieniężne i inne aktywa pieniężne,,,,,189.7,530.85,-52.28,10.11,289.06,231.38,415.69,200.48,-18.17,-26.85,-18.08,-7.49,7.62,26.41,19.01,-2.15,-1.02,-4.52,52.27,40.66,27.34,52.86,11.55,28.87,87.15,32.55,26.99,18.0,-28.58,-24.0,-31.05,-38.7,-35.16,-9.86,-10.28,-9.39,0.36,61.26,32.01,28.71,8.61,-54.44,-45.3,-48.27,-52.75,-73.67,-87.34,103.18,-71.77,-53.63,181.74,-67.07,24.14,56.01,-54.36,-28.46,-2.98,-18.55,88.6,354.73
Pozostałe aktywa obrotowe,,,,,-33.61,-31.36,-58.15,393.42,491.98,542.24,1103.9,405.2,-37.75,142.95,9.39,-88.44,98.66,-33.04,43.29,200.68,90.13,99.75,128.7,106.91,-26.21,-44.32,49.53,18.09,-25.48,-6.38,-70.6,-65.32,19.6,46.2,-16.84,-9.5,-4.11,-28.46,10.45,59.5,15.54,247.58,170.42,-19.8,31.71,-55.84,-44.45,133.75,-18.07,0.25,-4.07,-35.56,29.55,53.91,185.73,93.99,76.23,48.11,-1.74,28.29,43.77,36.44,15.99,-100.0
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,-33.49,-10.36,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,-100.0,,
Aktywa razem,,,,,93.63,83.58,25.97,34.58,59.88,85.85,79.6,124.83,70.86,19.48,63.91,21.03,14.62,47.65,13.36,-1.02,6.11,7.05,13.28,24.56,16.37,20.39,19.67,20.38,37.47,29.43,27.74,10.94,1.33,-1.25,-2.59,4.84,1.88,1.68,1.56,1.32,10.29,15.24,10.83,11.85,11.43,3.26,-0.11,0.14,-1.03,21.56,32.56,38.67,26.2,6.48,7.11,0.84,6.02,4.85,5.1,-3.84,6.01,-4.46,3.59,5.67
Kapitał własny akcjonariuszy jednostki dominującej,,,,,91.54,87.5,16.77,18.2,85.76,80.58,79.49,160.38,63.07,11.95,61.7,7.87,7.87,54.58,5.28,1.61,1.86,3.52,16.6,20.24,20.93,20.93,8.0,8.31,7.84,7.71,7.97,3.2,3.17,1.8,0.54,3.62,3.2,3.81,3.74,4.59,4.37,3.54,-2.09,-8.94,-6.93,-6.06,-0.2,7.07,6.42,39.32,39.67,30.82,31.63,2.62,4.86,11.2,10.54,10.08,7.47,-8.97,-8.98,-3.27,-1.88,12.91
Kapitał (fundusz) podstawowy,,,,,43.54,43.54,0.0,0.0,0.0,27.21,27.21,27.21,27.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.53,14.53,14.53,14.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.46,67.46,67.46,67.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,354.95,264.0,40.39,39.95,252.16,152.56,152.56,152.56,0.37,19.56,19.57,19.57,19.57,15.96,15.95,15.95,15.95,13.66,13.66,30.39,30.39,31.42,31.42,14.55,14.55,13.4,13.4,13.4,13.4,4.71,4.71,4.71,4.71,6.11,6.11,6.37,6.37,7.16,7.16,6.03,6.03,-13.24,-13.24,-12.52,-12.52,24.54,41.23,41.58,41.58,14.12,14.64,14.35,14.35,14.47,0.35,0.34,0.34,-5.68,-5.55,3.71
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,-4.13,-8.12,1.71,3.15,2.49,3.57,1.9,2.44,12.74,14.04,13.15,11.21,2.12,-1.65,-0.13,-1.24,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,,,,,4.63,65.27,53.94,114.51,99.51,50.73,59.68,7.12,35.82,86.63,108.42,104.52,78.06,21.31,11.55,-22.67,-31.91,-39.19,-39.03,-14.77,-14.09,-1.05,34.77,134.66,452.86,421.2,283.47,136.17,-0.09,-4.26,-3.92,-3.09,-28.43,-69.0,-14.63,-14.75,16.47,220.97,1.55,23.11,39.16,18.89,6.52,-10.14,-14.33,-4.89,32.21,37.95,25.93,11.97,13.76,-1.7,3.41,12.38,6.01,-3.18,-0.02,-42.02,-11.4,-30.69
Z tytułu dostaw i usług,,,,,,,,44.72,,,,50.48,,,,3.6,-51.89,17.83,8.77,-34.0,129.79,-14.46,-30.17,63.06,7.77,108.68,239.8,27.0,82.54,8.73,77.82,63.4,13.54,26.9,-7.03,1.42,-9.5,-26.97,-23.81,-27.53,27.54,-2.69,7.42,1.21,-11.26,-7.1,-33.17,5.25,-23.89,-4.57,25.3,5.23,28.7,41.76,52.89,209.08,81.03,35.84,22.88,-8.51,-1.37,20.48,93.87,19.43
Kredyty i pożyczki,,,,,,,,378.99,,,,76.97,,,,356.43,64.6,107.8,60.95,53.63,49.28,76.19,49.33,20.49,-2.7,5.24,0.92,16.28,-80.37,-80.79,-78.52,-88.47,31.25,9.9,45.22,141.12,74.34,81.54,125.41,139.2,226.03,140.17,49.46,23.39,-19.51,8.1,28.97,7.26,35.55,70.95,20.53,38.59,-23.49,-38.13,-32.45,-4.89,43.2,39.3,55.08,33.8,39.05,-7.59,-17.4,11.09
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,59.09,,,,42.57,,,,559.12,29.54,570.63,300.51,-33.81,-24.86,-49.28,-23.9,15.62,69.14,56.88,89.85,22.21,215.13,238.16,43.64,-32.35,-25.16,-66.8,-23.94,112.97,-26.48,28.0,59.38,87.7,-70.97,60.43,6.7,39.81,1003.21,85.87,45.92,2.38,-68.85,-15.27,-0.27,-40.51,96.75,-50.68,-42.91,155.63,90.33,179.48,136.58,-45.06,-61.25,-65.28,-63.74,-33.34
Inne zobowiązania długoterminowe,,,,,,,,,,,,,,,,,33.71,1.98,0.85,70.73,-13.61,-24.44,-34.88,24.29,0.85,63.42,42.33,28.21,132.93,188.75,333.54,64.97,36.17,27.74,5.08,53.34,62.67,38.98,37.51,28.95,6.45,393.26,450.58,556.07,636.85,62.71,45.93,13.13,22.26,26.47,56.87,39.36,23.89,46.58,31.04,-13.64,-2.53,-23.75,-24.76,-10.51,-19.6,-34.02,-23.9,16.72
Zobowiązania krótkoterminowe,,,,,145.78,82.33,47.23,52.46,-4.72,115.02,88.77,65.91,134.61,15.26,55.52,76.28,12.92,47.5,40.72,1.43,38.11,27.93,20.67,37.04,7.47,25.88,45.69,23.97,21.43,0.85,6.05,-17.87,-1.15,-5.09,-7.88,14.51,27.67,61.97,11.26,8.42,17.81,-0.8,46.19,48.18,29.81,7.16,-3.0,-2.06,-1.62,16.89,23.89,48.55,19.89,9.2,6.74,-9.92,0.46,-7.12,0.33,2.57,30.84,17.42,20.64,14.26
Inne zobowiązania krótkoterminowe,,,,,,,,13.1,,,,137.87,,,,84.51,48.06,-1.0,20.87,-10.95,-17.08,36.21,22.06,54.03,25.07,-16.14,45.45,37.16,115.11,183.36,57.88,11.26,-16.34,-20.62,-19.28,6.43,1.81,11.64,11.24,2.67,9.32,96.78,101.41,137.82,119.36,3.44,-13.0,-11.98,7.7,0.1,32.8,103.06,40.65,59.6,31.01,-97.9,-56.12,-57.56,-49.53,294.43,111.98,84.68,12.2,26.47
Rozliczenia międzyokresowe,,,,,3441.67,462.5,929.17,53.31,19.41,368.15,169.64,901.62,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,93.63,83.58,25.97,34.58,59.88,85.85,79.6,124.83,70.86,19.48,63.91,21.03,14.62,47.65,13.36,-1.02,6.11,7.05,13.28,24.56,16.37,20.39,19.67,20.38,37.47,29.43,27.74,10.94,1.33,-1.25,-2.59,4.84,1.88,1.68,1.56,1.32,10.29,15.24,10.83,11.85,11.43,3.26,-0.11,0.14,-1.03,21.56,32.56,38.67,26.2,6.48,7.11,0.84,6.02,4.85,5.1,-3.84,6.01,-4.46,3.59,5.67
Przepływy pieniężne z działalności operacyjnej,,,,,156.52,53.12,-112.49,-6.9,-181.98,-35.67,-2789.09,68.96,-1622.25,-98.19,101.21,186.16,100.78,8539.22,-220.78,-120.99,4088.0,-136.75,9148.39,312.27,18.43,495.55,-75.98,63.69,190.77,-188.98,-4.55,140.38,-369.8,138.86,-203.27,-103.38,72.88,305.87,-74.45,-140.79,-31.75,257.85,-124.35,-356.6,-31.2,-110.86,172.88,260.89,-90.16,104.78,-40.81,270.84,5.52,-3664.07,-415.76,-69.93,29.48,66.89,-3.1,121.83,24.0,-880.67,83.5,150.75
Amortyzacja,,,,,43.69,31.42,99.4,16.33,42.57,41.41,28.83,15.54,32.46,75.95,75.76,62.04,38.28,-9.2,-9.42,-9.24,-15.91,8.49,31.19,29.65,52.46,39.15,-9.49,32.65,11.2,-68.51,9.99,-16.81,-3.36,252.98,29.82,19.69,4.98,3.82,-13.21,5.51,13.69,11.63,-9.95,39.76,19.83,40.0,92.04,8.35,21.14,15.38,31.47,19.08,32.74,0.28,16.46,-49.3,-14.41,-5.06,-20.71,71.96,-7.87,-78.18,-77.96,-69.63
Przepływy pieniężne z działalności inwestycyjnej,,,,,3.46,56.99,12.55,99.43,69.09,-16.22,13.62,-41395.24,-146.53,-310.9,-31.23,-48.05,52.92,34.84,-1.88,202.43,11.29,79.52,-105.29,-123.07,98.77,-585.42,55.86,21.81,-24080.77,119.42,54.48,-124.16,87.7,-196.28,-40.81,42.89,-91.2,63.82,14.61,80.83,-83.76,-99.43,98.96,1647.01,97.86,-99.9,-7060.87,-140.72,-250.0,105.21,85.79,95.09,-7971.43,14270.64,1011.11,-991.16,123.56,-127.08,32.93,47.14,-119.97,1401.53,-395.2,-2442.91
CAPEX (niematerialne i rzeczowe),,,,,-77.95,17872.73,6197.4,-99.78,38.61,-62.89,-31.45,39509.09,93.32,238.53,35.95,55.71,-41.39,-46.44,-13.68,-129.77,-43.06,-50.79,111.38,280.79,-15.93,505.4,-49.18,-78.1,449.69,-92.7,-46.07,253.47,-86.97,61.87,14.42,-43.97,81.95,-28.04,-14.46,-81.12,-91.82,658.16,-99.64,-30.94,-39.34,-72.89,7587.5,-73.61,177.03,-100.0,75.77,724.77,754.15,,-177.89,108.01,-78.01,731.04,107.36,-185.61,-72.73,-97.22,12933.87,197.44
Przepływy pieniężne z działalności finansowej,,,,,0.95,-2824.24,-104.43,786.51,407.1,86.84,890.48,211.72,-76.59,4884.25,-35.24,-12.68,-85.19,-44.78,-69.41,-203.07,-221.74,9.72,1381.87,75.48,-637.78,162.27,-74.21,144.12,277.37,-141.83,-129.99,-1355.58,-57.91,2.75,77.96,117.96,-108.87,122.49,652.78,-46.78,1333.53,239.18,-935.59,-471.91,-127.07,-55.29,22.01,-193.7,726.16,-736.37,1.3,78.21,-337.39,149.48,284.22,-127.09,91.08,48.27,-52.8,-299.24,277.11,-687.7,103.07,61.6
Emisja akcji,,,,,,,-100.0,,,,,,,-100.0,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,51.52,226.91,-147.58,465.92,1593.39,-61.66,-16.25,-13.53,-126.98,-473.06,72.22,52.35,74.3,194.94,-147.11,-66.14,30.43,-58.39,424.88,-89.02,-383.67,792.37,-89.45,2640.0,381.58,-199.16,-170.05,-38.89,-202.5,61.55,-441.74,-139.28,50.38,395.32,6.35,29.89,51.41,264.98,-296.79,-126.27,-207.63,-112.45,78.95,-3.07,34.2,-94.23,-21.49,1640.39,-705.96,268.93,224.39,-85.79,82.78,-99.73,-125.37,10.16,42.97,-2350.0,336.0,519.06
