,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
Koszty finansowe,1.0,0.0,8.0,7.0,0.0,0.0,0.0,4.0,9.0,1.0,3.0,16.0,9.0,0.0,5.0,1.0,8.0,0.0,5.0,12.0,-4.0,0.0,2.0,2.0,11.0,16.0,6.0,5.0,55.0,89.0,93.0,93.0,29.0,0.0,42.0,16.0,13.0,11.0,19.0,13.0,-10.0,11.0,19.0,9.0,23.0,41.0,40.0,15.0,37.0,78.0,36.0,12.0,54.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,259.0,118.0,111.0,207.0,879.0,105.0,869.0,28.0,805.0,474.0,1138.0,410.0,1422.0,739.0,2228.0,1408.0,-284.0,687.0,196.0,-1842.0,-1218.0,-1770.0,-1623.0,-1371.0,-5072.0,14.0,-1241.0,-706.0,-1342.0,-83.0,-379.0,-1942.0,-5295.0,31.0,-27.0,81.0,86.0,227.0,-632.0,668.0,696.0,424.0,785.0,1336.0,2257.0,501.0,880.0,2382.0,2593.0,395.0,86.0,-1118.0,31.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,259.0,118.0,111.0,207.0,879.0,105.0,869.0,28.0,805.0,474.0,1138.0,410.0,1422.0,739.0,2228.0,1408.0,-284.0,687.0,196.0,-1842.0,-1218.0,-1770.0,-1623.0,-1371.0,-5072.0,14.0,-1241.0,-706.0,-1342.0,-83.0,-379.0,-1942.0,-5295.0,31.0,-27.0,81.0,86.0,227.0,-632.0,668.0,696.0,424.0,785.0,1336.0,2257.0,501.0,880.0,2382.0,2593.0,395.0,86.0,-1118.0,31.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,259.0,118.0,111.0,207.0,812.0,105.0,796.0,28.0,644.0,443.0,909.0,403.0,961.0,486.0,2658.0,1336.0,-265.0,480.0,285.0,-1679.0,-1427.0,-1442.0,-2269.0,-654.0,-4497.0,23.0,-1411.0,-670.0,-1319.0,-86.0,-381.0,-1945.0,-5126.0,20.0,50.0,79.0,86.0,226.0,44.0,388.0,543.0,275.0,693.0,1071.0,1763.0,350.0,734.0,2125.0,1899.0,307.0,62.0,-1002.0,56.0
Zysk netto akcjonariuszy jednostki dominującej,259.0,118.0,111.0,207.0,812.0,105.0,796.0,28.0,644.0,443.0,909.0,403.0,961.0,486.0,2658.0,1336.0,-265.0,480.0,285.0,-1679.0,-1427.0,-1442.0,-2269.0,-654.0,-4497.0,23.0,-1411.0,-670.0,-1319.0,-86.0,-381.0,-1945.0,-5126.0,20.0,50.0,79.0,86.0,226.0,44.0,388.0,543.0,275.0,693.0,1071.0,1763.0,350.0,734.0,2125.0,1899.0,307.0,62.0,-1002.0,56.0
Aktywa trwałe,78.0,78.0,584.0,548.0,529.0,404.0,1442.0,2770.0,2388.0,4595.0,2563.0,5154.0,8002.0,8096.0,16023.0,18300.0,18702.0,19804.0,20703.0,20380.0,20507.0,20125.0,19598.0,19103.0,14198.0,13286.0,12217.0,11061.0,10779.0,9791.0,9242.0,8908.0,4384.0,4930.0,6350.0,6592.0,6678.0,7053.0,7857.0,7576.0,7500.0,7231.0,7195.0,7344.0,9733.0,10091.0,10800.0,12462.0,13272.0,13893.0,14545.0,15297.0,15552.0
Wartości niematerialne i prawne,78.0,68.0,557.0,504.0,449.0,374.0,1189.0,2701.0,2298.0,4494.0,2469.0,4758.0,7806.0,7916.0,15124.0,17808.0,18147.0,19015.0,20133.0,19837.0,19762.0,19409.0,18957.0,18346.0,13397.0,12534.0,11463.0,10393.0,10129.0,9071.0,8563.0,8248.0,3960.0,4436.0,4752.0,5120.0,5332.0,5520.0,5791.0,5934.0,6155.0,6186.0,6343.0,6640.0,6995.0,7547.0,8351.0,10146.0,11285.0,12014.0,12783.0,13640.0,13979.0
Rzeczowe składniki majątku trwałego,0.0,10.0,27.0,44.0,42.0,30.0,253.0,69.0,72.0,68.0,61.0,106.0,178.0,161.0,340.0,193.0,192.0,186.0,232.0,211.0,202.0,193.0,176.0,159.0,142.0,126.0,109.0,92.0,75.0,148.0,110.0,94.0,85.0,156.0,1297.0,1173.0,1048.0,1237.0,1093.0,949.0,805.0,656.0,506.0,358.0,2383.0,2279.0,2165.0,2051.0,1937.0,1823.0,1708.0,1594.0,1480.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Pozostałe aktywa trwałe,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,18.0,33.0,33.0,10.0,18.0,19.0,559.0,299.0,363.0,603.0,338.0,332.0,543.0,523.0,465.0,598.0,659.0,626.0,645.0,576.0,575.0,572.0,569.0,566.0,339.0,338.0,301.0,299.0,298.0,296.0,973.0,693.0,540.0,389.0,346.0,346.0,355.0,265.0,284.0,265.0,50.0,56.0,54.0,63.0,88.0
Aktywa obrotowe,614.0,949.0,674.0,1814.0,2719.0,2976.0,2937.0,1903.0,3623.0,3833.0,7171.0,4975.0,7281.0,15533.0,12026.0,10312.0,11730.0,12188.0,9861.0,8082.0,7009.0,5068.0,3606.0,4415.0,3608.0,4253.0,5211.0,5521.0,5437.0,8165.0,8291.0,6451.0,9288.0,8395.0,8083.0,7921.0,7880.0,7675.0,7196.0,7793.0,8022.0,9990.0,11034.0,11966.0,12949.0,13680.0,12694.0,14151.0,12615.0,12853.0,10683.0,8450.0,8913.0
Zapasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Należności krótkoterminowe,265.0,130.0,430.0,527.0,1243.0,877.0,1286.0,1001.0,1129.0,1209.0,1885.0,1450.0,4283.0,4750.0,5683.0,4050.0,5046.0,6342.0,3857.0,4399.0,4172.0,3195.0,3148.0,4075.0,2946.0,3694.0,3631.0,3665.0,4259.0,5106.0,5686.0,5003.0,5207.0,4352.0,4161.0,4749.0,4503.0,4587.0,2987.0,3695.0,3864.0,5883.0,6231.0,7123.0,6939.0,7325.0,7852.0,9368.0,9336.0,8489.0,8530.0,7643.0,8428.0
Inwestycje krótkoterminowe,227.0,610.0,197.0,831.0,417.0,245.0,352.0,199.0,267.0,2596.0,2259.0,1307.0,2418.0,10717.0,6286.0,6117.0,6625.0,5667.0,5946.0,3626.0,2655.0,1666.0,244.0,128.0,175.0,162.0,1061.0,1163.0,1129.0,2766.0,2528.0,1199.0,3932.0,3828.0,3745.0,2917.0,3237.0,2921.0,4009.0,3905.0,4158.0,4107.0,4803.0,4843.0,6010.0,6355.0,4842.0,4783.0,3279.0,4364.0,2153.0,807.0,485.0
Środki pieniężne i inne aktywa pieniężne,227.0,610.0,197.0,831.0,417.0,245.0,352.0,199.0,267.0,2596.0,2259.0,1307.0,2418.0,10717.0,6286.0,6117.0,6625.0,5667.0,5946.0,3626.0,2655.0,1666.0,244.0,128.0,175.0,162.0,1061.0,1163.0,1129.0,2766.0,2528.0,1199.0,3932.0,3828.0,3745.0,2917.0,3237.0,2921.0,4009.0,3905.0,4158.0,4107.0,4803.0,4843.0,6010.0,6355.0,4842.0,4783.0,3279.0,4364.0,2153.0,807.0,485.0
Pozostałe aktywa obrotowe,122.0,209.0,47.0,456.0,1059.0,1854.0,1299.0,703.0,2227.0,28.0,3027.0,2218.0,580.0,66.0,57.0,145.0,59.0,179.0,58.0,57.0,182.0,207.0,214.0,212.0,487.0,397.0,519.0,693.0,49.0,293.0,77.0,249.0,149.0,215.0,177.0,255.0,140.0,167.0,200.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,692.0,1027.0,1258.0,2362.0,3248.0,3380.0,4379.0,4673.0,6011.0,8428.0,9734.0,10129.0,15283.0,23629.0,28049.0,28612.0,30432.0,31992.0,30564.0,28462.0,27516.0,25193.0,23204.0,23518.0,17806.0,17539.0,17428.0,16582.0,16216.0,17956.0,17533.0,15359.0,13672.0,13325.0,14433.0,14513.0,14558.0,14728.0,15053.0,15369.0,15522.0,17221.0,18229.0,19310.0,22682.0,23771.0,23494.0,26613.0,25887.0,26746.0,25228.0,23747.0,24465.0
Kapitał własny akcjonariuszy jednostki dominującej,512.0,630.0,748.0,1950.0,2494.0,2829.0,3326.0,3354.0,4036.0,7489.0,8391.0,8793.0,9786.0,20003.0,22560.0,23896.0,23631.0,24111.0,24525.0,22717.0,21240.0,19799.0,17529.0,16857.0,12319.0,12535.0,11197.0,10527.0,9208.0,9122.0,8535.0,6512.0,9282.0,9302.0,9446.0,9562.0,9683.0,9945.0,10024.0,10448.0,10865.0,11140.0,11832.0,12903.0,14668.0,15019.0,15752.0,17877.0,17838.0,18145.0,18208.0,17206.0,17261.0
Kapitał (fundusz) podstawowy,121.0,121.0,121.0,134.0,134.0,134.0,136.0,136.0,136.0,158.0,158.0,158.0,158.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,349.0,349.0,349.0,351.0,351.0,351.0,351.0,351.0,353.0,353.0,353.0,353.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,1860.0,1860.0,1860.0,2849.0,2581.0,2849.0,2549.0,2511.0,2549.0,5581.0,6880.0,6880.0,6880.0,16554.0,19415.0,19415.0,19415.0,19415.0,25184.0,25184.0,25184.0,25184.0,25731.0,25731.0,25731.0,25731.0,20315.0,20315.0,16715.0,16715.0,15245.0,15167.0,20868.0,20868.0,13100.0,13100.0,13100.0,13100.0,11266.0,11266.0,11266.0,11266.0,11266.0,11266.0,11266.0,11266.0,11266.0,11266.0,11266.0,11266.0,14081.0,14081.0,14080.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,1533.0,1533.0,1737.0,2669.0,3499.0,4039.0,2997.0,2803.0,3521.0,2986.0,2795.0,2487.0,1915.0,1702.0,2128.0,1672.0,1765.0,1425.0,1086.0,767.0,106.0,106.0,698.0,577.0,455.0,550.0,410.0,268.0,167.0,149.0,132.0,114.0,1764.0,1671.0,1576.0,1481.0,1384.0,1282.0,1202.0,1121.0,1039.0
Z tytułu dostaw i usług,40.0,77.0,114.0,324.0,272.0,428.0,787.0,503.0,593.0,661.0,532.0,691.0,2448.0,1221.0,1033.0,1518.0,863.0,865.0,867.0,1644.0,1181.0,1136.0,1154.0,1625.0,1703.0,1456.0,2185.0,2615.0,3358.0,2923.0,2747.0,3133.0,2806.0,2678.0,2825.0,3050.0,3164.0,2939.0,2410.0,2235.0,2690.0,4255.0,4710.0,4863.0,4573.0,5399.0,4471.0,5555.0,4960.0,5607.0,4121.0,3738.0,4497.0
Kredyty i pożyczki,0.0,0.0,258.0,0.0,0.0,0.0,0.0,608.0,658.0,0.0,0.0,376.0,0.0,0.0,0.0,0.0,1480.0,1678.0,1355.0,652.0,0.0,0.0,0.0,416.0,640.0,730.0,783.0,643.0,726.0,3254.0,3827.0,3902.0,666.0,479.0,291.0,104.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,479.0,483.0,551.0,1637.0,1642.0,1605.0,1484.0,1360.0,1236.0,1445.0,1450.0,1454.0,1458.0,1464.0,1471.0,373.0,358.0,344.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,1533.0,1533.0,1737.0,2669.0,3499.0,4039.0,2997.0,2803.0,3521.0,2986.0,2795.0,2487.0,1915.0,1702.0,1632.0,1341.0,1097.0,925.0,773.0,642.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania krótkoterminowe,159.0,377.0,439.0,400.0,643.0,544.0,1047.0,1313.0,1873.0,905.0,1255.0,1238.0,3964.0,2093.0,3752.0,2047.0,3302.0,3842.0,3042.0,2942.0,2755.0,2408.0,2880.0,4174.0,3572.0,3302.0,4103.0,4383.0,5243.0,7409.0,7912.0,8080.0,4284.0,3917.0,4289.0,4374.0,4420.0,4233.0,4619.0,4653.0,4490.0,5932.0,6265.0,6293.0,6250.0,7081.0,6166.0,7255.0,6665.0,7319.0,5818.0,5420.0,6165.0
Inne zobowiązania krótkoterminowe,119.0,300.0,67.0,76.0,371.0,116.0,260.0,202.0,622.0,244.0,723.0,171.0,1516.0,872.0,2719.0,529.0,959.0,1299.0,820.0,646.0,1574.0,1272.0,1726.0,2133.0,1229.0,1116.0,1135.0,1125.0,1159.0,1232.0,1338.0,1045.0,812.0,760.0,698.0,741.0,770.0,740.0,569.0,773.0,192.0,190.0,192.0,191.0,229.0,229.0,238.0,239.0,238.0,238.0,1321.0,1321.0,1321.0
Rozliczenia międzyokresowe,21.0,20.0,71.0,12.0,111.0,7.0,6.0,6.0,102.0,0.0,88.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,692.0,1027.0,1258.0,2362.0,3248.0,3380.0,4379.0,4673.0,6011.0,8428.0,9734.0,10129.0,15283.0,23629.0,28049.0,28612.0,30432.0,31992.0,30564.0,28462.0,27516.0,25193.0,23204.0,23518.0,17806.0,17539.0,17428.0,16582.0,16216.0,17956.0,17533.0,15359.0,13672.0,13325.0,14433.0,14513.0,14558.0,14728.0,15053.0,15369.0,15522.0,17221.0,18229.0,19310.0,22682.0,23771.0,23494.0,26613.0,25887.0,26746.0,25228.0,23747.0,24465.0
Przepływy pieniężne z działalności operacyjnej,185.0,0.0,0.0,0.0,-213.0,0.0,0.0,1920.0,31.0,553.0,1197.0,462.0,3655.0,-782.0,236.0,2953.0,1544.0,781.0,2209.0,-1479.0,-654.0,-344.0,-600.0,-14.0,-274.0,-92.0,668.0,585.0,-327.0,-403.0,-69.0,-400.0,-1075.0,759.0,813.0,0.0,921.0,164.0,562.0,300.0,691.0,423.0,1294.0,769.0,2130.0,1373.0,-361.0,1069.0,-6128.0,2443.0,-966.0,62.0,409.0
Amortyzacja,38.0,14.0,22.0,77.0,90.0,83.0,109.0,275.0,412.0,490.0,557.0,608.0,906.0,499.0,524.0,586.0,755.0,876.0,895.0,1029.0,1047.0,1162.0,1136.0,1146.0,1294.0,1087.0,1088.0,1087.0,1063.0,1070.0,1095.0,977.0,915.0,119.0,375.0,274.0,261.0,258.0,271.0,255.0,234.0,442.0,431.0,431.0,421.0,392.0,397.0,397.0,397.0,497.0,570.0,561.0,562.0
Przepływy pieniężne z działalności inwestycyjnej,-109.0,0.0,0.0,0.0,-599.0,0.0,0.0,-2745.0,-14.0,-622.0,-1531.0,-2274.0,-1688.0,-650.0,-4565.0,-3123.0,-1036.0,-1738.0,-1931.0,-841.0,-258.0,-645.0,-822.0,-518.0,105.0,0.0,-315.0,-173.0,-140.0,-211.0,-422.0,-647.0,-705.0,-666.0,-448.0,-517.0,-348.0,-321.0,-399.0,-254.0,-310.0,-323.0,-440.0,-580.0,-816.0,-841.0,-1086.0,-1050.0,-1423.0,-1112.0,-1222.0,-1306.0,-577.0
CAPEX (niematerialne i rzeczowe),109.0,0.0,0.0,0.0,599.0,0.0,0.0,2745.0,14.0,622.0,1531.0,1994.0,1968.0,650.0,4565.0,3123.0,1036.0,1738.0,1931.0,841.0,258.0,645.0,822.0,518.0,-1353.0,0.0,315.0,173.0,140.0,211.0,422.0,647.0,705.0,666.0,448.0,517.0,348.0,321.0,399.0,254.0,310.0,323.0,440.0,580.0,816.0,841.0,1086.0,1050.0,1423.0,1112.0,1222.0,1306.0,577.0
Przepływy pieniężne z działalności finansowej,121.0,0.0,0.0,0.0,1001.0,0.0,0.0,607.0,53.0,2396.0,-3.0,859.0,-856.0,9732.0,-102.0,0.0,0.0,0.0,0.0,0.0,-59.0,0.0,0.0,0.0,0.0,78.0,547.0,-311.0,433.0,2251.0,253.0,-282.0,4514.0,-198.0,-447.0,-312.0,-253.0,-158.0,924.0,-150.0,-128.0,-150.0,-159.0,-149.0,-147.0,-129.0,-124.0,-78.0,-2047.0,-152.0,-117.0,-102.0,-154.0
Emisja akcji,131.0,0.0,0.0,0.0,1002.0,0.0,0.0,0.0,0.0,3054.0,0.0,0.0,0.0,9732.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
