,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Zysk przed opodatkowaniem,-273.0,20.0,17.0,608.0,-23.0,19.0,-213.0,819.0,219.0,20.0,145.0,528.0,401.0,511.0,851.0,1548.0,1446.0,1169.0,1295.0,-5088.0,522.0,2464.0,-452.0,494.0,-1447.0,1329.0,-321.0,-591.0,-1575.0,-1088.0,-1434.0,-1287.0,-664.0,-244.0,578.0,946.0,1028.0,894.0,137.0,104.0,-273.0,-1492.0,-88.0,-13136.0,-16.0,69.0,2839.0,-2195.0,-17.0,523.0,-373.0,-2649.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-273.0,20.0,17.0,464.0,-23.0,19.0,-213.0,655.0,178.0,16.0,127.0,403.0,373.0,485.0,823.0,965.0,1162.0,945.0,10313.0,-4833.0,127.0,1894.0,-870.0,1845.0,-1945.0,1083.0,-846.0,-4808.0,-1636.0,-1096.0,-1434.0,-1283.0,-665.0,-317.0,569.0,834.0,1008.0,879.0,122.0,85.0,-273.0,-1492.0,-87.0,-13004.0,50.0,22.0,2839.0,-2221.0,-17.0,515.0,-373.0,-2646.0
Zysk netto akcjonariuszy jednostki dominującej,-273.0,20.0,17.0,464.0,-23.0,19.0,-213.0,655.0,178.0,16.0,127.0,403.0,373.0,485.0,823.0,965.0,1162.0,945.0,10313.0,-4833.0,127.0,1894.0,-870.0,1845.0,-1945.0,1083.0,-846.0,-4808.0,-1636.0,-1096.0,-1434.0,-1283.0,-665.0,-317.0,569.0,834.0,1008.0,879.0,122.0,85.0,-273.0,-1492.0,-87.0,-13004.0,50.0,22.0,2839.0,-2221.0,-17.0,515.0,-373.0,-2646.0
Aktywa trwałe,559.0,533.0,527.0,518.0,479.0,543.0,730.0,690.0,438.0,411.0,667.0,1295.0,1718.0,2218.0,2787.0,3326.0,3977.0,12517.0,18307.0,26347.0,27956.0,28986.0,29652.0,33051.0,33630.0,34492.0,34658.0,31333.0,30539.0,31236.0,29601.0,31203.0,31312.0,32792.0,33689.0,33178.0,33462.0,33364.0,32646.0,32133.0,31218.0,30254.0,29323.0,15878.0,15259.0,14277.0,13604.0,12783.0,12905.0,13389.0,13174.0,10601.0
Wartości niematerialne i prawne,0.0,0.0,0.0,355.0,0.0,0.0,331.0,308.0,271.0,246.0,238.0,214.0,557.0,535.0,491.0,469.0,403.0,11252.0,3936.0,15162.0,17314.0,18902.0,20110.0,22300.0,23588.0,24984.0,25865.0,26857.0,28165.0,28928.0,28890.0,30524.0,30742.0,31567.0,32486.0,32278.0,32700.0,32677.0,32000.0,31291.0,30424.0,29426.0,28485.0,15015.0,14371.0,13508.0,12858.0,12150.0,12332.0,12886.0,12747.0,10245.0
Rzeczowe składniki majątku trwałego,138.0,134.0,150.0,163.0,146.0,186.0,399.0,344.0,130.0,127.0,356.0,450.0,552.0,496.0,524.0,411.0,410.0,428.0,544.0,947.0,847.0,1140.0,1025.0,915.0,807.0,719.0,614.0,528.0,503.0,410.0,315.0,265.0,156.0,788.0,678.0,575.0,438.0,382.0,298.0,699.0,651.0,685.0,695.0,683.0,647.0,594.0,571.0,470.0,410.0,356.0,281.0,197.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,62.0,99.0,99.0,99.0,60.0,60.0,57.0,58.0,66.0,66.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,558.0,558.0,558.0,558.0,558.0,617.0,645.0,734.0,637.0,553.0,249.0,249.0,320.0,320.0,147.0,61.0,52.0,52.0,89.0,89.0,97.0,98.0,100.0,100.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,37.0,38.0,37.0,28.0,6.0,584.0,1169.0,1843.0,2502.0,147.0,13048.0,9539.0,9143.0,8596.0,8169.0,9456.0,8855.0,8585.0,8060.0,3830.0,1753.0,1748.0,245.0,255.0,254.0,275.0,363.0,258.0,257.0,300.0,343.0,143.0,143.0,143.0,143.0,180.0,241.0,175.0,175.0,163.0,163.0,147.0,146.0,159.0
Aktywa obrotowe,1119.0,1119.0,1281.0,1614.0,1549.0,4236.0,3765.0,5009.0,5340.0,5384.0,5417.0,5355.0,5704.0,7402.0,7896.0,9372.0,11033.0,5178.0,31377.0,13225.0,9741.0,9209.0,6817.0,8386.0,6383.0,15025.0,13385.0,10733.0,7943.0,6297.0,4183.0,3483.0,4451.0,4119.0,4653.0,6160.0,7536.0,10777.0,10664.0,11321.0,9206.0,6647.0,7004.0,7689.0,7194.0,8916.0,12436.0,6563.0,5926.0,5730.0,4758.0,3306.0
Zapasy,0.0,0.0,0.0,709.0,0.0,0.0,1996.0,2748.0,3247.0,3580.0,3903.0,3934.0,4073.0,4438.0,5037.0,5206.0,5839.0,18.0,5757.0,33.0,33.0,25.0,20.0,0.0,9.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Należności krótkoterminowe,186.0,347.0,256.0,758.0,549.0,796.0,783.0,1967.0,1476.0,1326.0,1186.0,1045.0,1539.0,1985.0,1877.0,2489.0,2140.0,1730.0,13254.0,2712.0,2055.0,3604.0,2274.0,1966.0,2503.0,1649.0,1525.0,1931.0,1429.0,1840.0,2573.0,1174.0,1148.0,1125.0,1686.0,2390.0,2546.0,3340.0,2965.0,2895.0,2645.0,2568.0,3121.0,4151.0,4162.0,4382.0,5021.0,4256.0,3564.0,3704.0,3111.0,2552.0
Inwestycje krótkoterminowe,68.0,10.0,100.0,113.0,97.0,2179.0,981.0,189.0,610.0,476.0,323.0,371.0,49.0,979.0,980.0,1672.0,3045.0,3208.0,12360.0,10318.0,7459.0,4758.0,3856.0,5585.0,3183.0,12715.0,11095.0,8201.0,5979.0,3621.0,1016.0,1813.0,2734.0,2610.0,2434.0,2640.0,2936.0,5253.0,6901.0,7991.0,5540.0,3008.0,2633.0,3053.0,1987.0,2970.0,6229.0,1687.0,972.0,1126.0,809.0,682.0
Środki pieniężne i inne aktywa pieniężne,68.0,10.0,100.0,113.0,97.0,2179.0,981.0,189.0,610.0,476.0,323.0,371.0,49.0,979.0,980.0,1672.0,2927.0,3087.0,11884.0,10192.0,7330.0,4626.0,3856.0,5585.0,3183.0,12715.0,11095.0,8201.0,5979.0,3621.0,1016.0,1813.0,2734.0,2610.0,2434.0,2640.0,2936.0,5253.0,6901.0,7991.0,5540.0,3008.0,2633.0,3053.0,1987.0,2970.0,6229.0,1687.0,972.0,1126.0,809.0,682.0
Pozostałe aktywa obrotowe,0.0,0.0,0.0,34.0,0.0,0.0,5.0,105.0,7.0,2.0,5.0,5.0,43.0,0.0,2.0,5.0,9.0,222.0,6.0,162.0,194.0,822.0,667.0,835.0,688.0,661.0,686.0,601.0,535.0,836.0,594.0,496.0,569.0,384.0,533.0,208.0,1132.0,1363.0,798.0,435.0,1021.0,1071.0,1250.0,485.0,1045.0,1256.0,1186.0,620.0,1390.0,900.0,838.0,72.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,922.0,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,1678.0,1652.0,1808.0,2132.0,2028.0,4779.0,4495.0,5699.0,5778.0,5795.0,6084.0,6650.0,7422.0,9620.0,10683.0,12698.0,15010.0,17695.0,49684.0,39572.0,37697.0,38195.0,36469.0,41437.0,40013.0,49517.0,48043.0,42066.0,38482.0,37533.0,33784.0,34686.0,35763.0,36911.0,38342.0,39338.0,40998.0,44141.0,43310.0,43454.0,40424.0,36901.0,36327.0,23567.0,22453.0,23193.0,26040.0,19346.0,18831.0,19119.0,17932.0,13907.0
Kapitał własny akcjonariuszy jednostki dominującej,1437.0,1457.0,1650.0,1938.0,1916.0,4671.0,4458.0,5052.0,5231.0,5246.0,5247.0,5650.0,6123.0,6508.0,7331.0,8297.0,9459.0,4112.0,30347.0,20817.0,20943.0,23296.0,22426.0,24587.0,23052.0,24498.0,23980.0,19286.0,18408.0,17618.0,14912.0,15693.0,15026.0,14845.0,15415.0,16385.0,17403.0,18281.0,21404.0,21480.0,21207.0,19715.0,19628.0,6623.0,6674.0,6695.0,9534.0,7314.0,7297.0,7824.0,7450.0,4804.0
Kapitał (fundusz) podstawowy,0.0,0.0,0.0,1650.0,0.0,0.0,2530.0,2530.0,2530.0,2530.0,2530.0,2530.0,2530.0,2530.0,2530.0,2530.0,2530.0,2560.0,2760.0,2795.0,2795.0,2795.0,2795.0,2795.0,2827.0,2827.0,2827.0,2827.0,2827.0,2827.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,3229.0,3229.0,3229.0,3229.0,3229.0,3229.0,3229.0,3229.0,3229.0,3229.0,3229.0,3229.0,3229.0,3229.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.0,-6.0,-6.0,-6.0,-7.0,-7.0,-7.0,-8.0,-6.0,-6.0,-8.0,-9.0,-10.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,0.0,0.0,0.0,0.0,0.0,0.0,1856.0,2083.0,2083.0,2083.0,2521.0,2522.0,2522.0,2522.0,2522.0,3245.0,3245.0,3245.0,15018.0,11050.0,14733.0,14733.0,14733.0,14733.0,14733.0,20858.0,20858.0,20858.0,20858.0,17146.0,17146.0,17124.0,14358.0,10748.0,10748.0,10885.0,10885.0,10885.0,16177.0,16216.0,16216.0,18263.0,18263.0,18264.0,18264.0,3406.0,3406.0,3406.0,3406.0,4097.0,4097.0,4097.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,102.0,217.0,217.0,217.0,639.0,689.0,4479.0,2072.0,5638.0,5214.0,5144.0,4830.0,6397.0,6049.0,15879.0,15233.0,14351.0,14547.0,14341.0,13796.0,15258.0,17611.0,8481.0,10067.0,9681.0,9524.0,7687.0,7570.0,12788.0,11518.0,10262.0,9003.0,7635.0,6357.0,5199.0,4203.0,3904.0,4490.0,3304.0,3034.0,1631.0
Z tytułu dostaw i usług,0.0,0.0,0.0,18.0,0.0,0.0,11.0,202.0,0.0,0.0,138.0,434.0,291.0,513.0,478.0,806.0,983.0,853.0,598.0,1402.0,890.0,943.0,373.0,628.0,606.0,884.0,728.0,702.0,615.0,943.0,956.0,221.0,837.0,656.0,648.0,1299.0,1812.0,2868.0,1707.0,2311.0,1650.0,1707.0,2317.0,3027.0,2799.0,4787.0,5340.0,2816.0,2524.0,2632.0,2199.0,2314.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,1029.0,1024.0,333.0,248.0,573.0,833.0,958.0,1033.0,931.0,848.0,2706.0,2623.0,2540.0,2790.0,2740.0,2384.0,2000.0,1589.0,1070.0,716.0,390.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,1950.0,2460.0,2650.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,127.0,127.0,122.0,122.0,120.0,120.0,116.0,10495.0,10532.0,10570.0,10603.0,10590.0,10735.0,4855.0,3634.0,1828.0,2815.0,3584.0,3625.0,3583.0,3371.0,2506.0,1580.0,685.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,115.0,90.0,123.0,92.0,131.0,145.0,239.0,237.0,422.0,357.0,445.0,445.0,439.0,430.0,405.0,431.0,442.0,404.0,321.0,199.0,91.0,28.0,240.0,240.0,240.0,220.0,282.0,258.0,183.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,138.0,94.0,51.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,0.0,2774.0,2720.0,2700.0,2556.0,1830.0,2223.0,2691.0,2989.0,2806.0,3451.0,3646.0,3424.0,4959.0,5276.0,6450.0,8037.0,7400.0,7364.0,7617.0,7570.0,6381.0,6046.0,5710.0,5375.0,4943.0,4601.0,4378.0,4109.0,3853.0,3583.0,3304.0,3034.0,1631.0
Zobowiązania krótkoterminowe,241.0,195.0,334.0,117.0,112.0,108.0,37.0,623.0,537.0,549.0,508.0,877.0,728.0,1854.0,2017.0,2141.0,2828.0,9104.0,14298.0,13117.0,11540.0,9755.0,9213.0,10453.0,10912.0,9140.0,8830.0,8429.0,5527.0,5574.0,5076.0,3735.0,3126.0,13585.0,12860.0,13272.0,14071.0,18173.0,14336.0,9186.0,7699.0,6924.0,7696.0,9309.0,9422.0,11299.0,12303.0,8128.0,7044.0,7991.0,7448.0,7472.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,99.0,0.0,0.0,26.0,421.0,0.0,0.0,370.0,443.0,96.0,197.0,425.0,879.0,1505.0,7466.0,12722.0,10518.0,9380.0,7459.0,7635.0,6674.0,7238.0,5150.0,4755.0,4455.0,1975.0,2067.0,2007.0,2003.0,1258.0,1953.0,1589.0,1163.0,1416.0,4475.0,1674.0,1738.0,2157.0,2406.0,2390.0,2524.0,2824.0,2355.0,3418.0,2632.0,2766.0,2586.0,2695.0,2457.0
Rozliczenia międzyokresowe,0.0,0.0,-176.0,77.0,0.0,0.0,0.0,24.0,10.0,0.0,257.0,21.0,354.0,1041.0,1118.0,1621.0,2034.0,0.0,2967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,1678.0,1652.0,1808.0,2132.0,2028.0,4779.0,4495.0,5699.0,5778.0,5795.0,6084.0,6650.0,7422.0,9620.0,10683.0,12698.0,15010.0,17695.0,49684.0,39572.0,37697.0,38195.0,36469.0,41437.0,40013.0,49517.0,48043.0,42066.0,38482.0,37533.0,33784.0,34686.0,35763.0,36911.0,38342.0,39338.0,40998.0,44141.0,43310.0,43454.0,40424.0,36901.0,36327.0,23567.0,22453.0,23193.0,26040.0,19346.0,18831.0,19119.0,17932.0,13907.0
Przepływy pieniężne z działalności operacyjnej,0.0,0.0,0.0,114.0,0.0,-2452.0,887.0,-792.0,354.0,-267.0,11.0,648.0,41.0,147.0,194.0,-531.0,593.0,-2326.0,3422.0,3941.0,853.0,842.0,1254.0,-151.0,640.0,2106.0,809.0,-417.0,465.0,288.0,-36.0,3895.0,586.0,1573.0,1119.0,984.0,1874.0,3272.0,1068.0,97.0,335.0,-113.0,910.0,906.0,150.0,2026.0,1124.0,-4191.0,334.0,1408.0,1558.0,-257.0
Amortyzacja,103.0,33.0,34.0,35.0,35.0,29.0,28.0,332.0,80.0,40.0,73.0,89.0,95.0,132.0,178.0,140.0,143.0,132.0,256.0,1853.0,1318.0,1230.0,1113.0,357.0,996.0,1043.0,1092.0,1084.0,1128.0,1251.0,1647.0,2294.0,1380.0,1050.0,1204.0,1227.0,1137.0,963.0,1153.0,1143.0,1457.0,1593.0,1458.0,1506.0,970.0,961.0,959.0,983.0,830.0,845.0,861.0,861.0
Przepływy pieniężne z działalności inwestycyjnej,0.0,0.0,0.0,-60.0,0.0,-53.0,-251.0,1.0,67.0,133.0,-15.0,-540.0,-539.0,-45.0,-401.0,107.0,136.0,294.0,-4562.0,-5861.0,-3368.0,-3113.0,-2080.0,-2304.0,-2171.0,-2348.0,-1846.0,-1932.0,-2393.0,-1922.0,-1512.0,-3879.0,-1489.0,-2448.0,-1914.0,-829.0,-1421.0,-943.0,-331.0,728.0,-525.0,-401.0,-483.0,-264.0,-244.0,-374.0,3567.0,612.0,-943.0,-1342.0,-645.0,-1001.0
CAPEX (niematerialne i rzeczowe),0.0,0.0,0.0,60.0,0.0,67.0,237.0,13.0,0.0,55.0,-20.0,17.0,539.0,45.0,173.0,109.0,77.0,295.0,3760.0,5974.0,3352.0,3129.0,2206.0,1945.0,2175.0,2355.0,1866.0,1989.0,2410.0,1929.0,1514.0,3882.0,1498.0,2462.0,1918.0,882.0,1421.0,946.0,331.0,522.0,542.0,465.0,486.0,270.0,258.0,386.0,-23.0,173.0,952.0,1347.0,608.0,1039.0
Przepływy pieniężne z działalności finansowej,0.0,0.0,0.0,60.0,0.0,2796.0,-60.0,-1.0,422.0,-422.0,-149.0,-60.0,-322.0,1326.0,-26.0,1037.0,642.0,2124.0,10005.0,228.0,-347.0,-432.0,55.0,4184.0,-870.0,9774.0,-583.0,-546.0,-293.0,-724.0,-1057.0,780.0,1823.0,751.0,620.0,51.0,-158.0,-11.0,910.0,266.0,-2262.0,-2017.0,-802.0,-222.0,-973.0,-668.0,-1432.0,-962.0,-106.0,88.0,-235.0,136.0
Emisja akcji,0.0,0.0,0.0,60.0,0.0,0.0,0.0,2735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,0.0,0.0,0.0,114.0,0.0,291.0,576.0,-792.0,843.0,-556.0,-153.0,48.0,-820.0,1428.0,-233.0,613.0,1371.0,92.0,8865.0,-1692.0,-2862.0,-2703.0,-771.0,1729.0,-2401.0,9532.0,-1620.0,-2895.0,-2221.0,-2358.0,-2605.0,796.0,920.0,-124.0,-175.0,206.0,295.0,2318.0,1647.0,1091.0,-2452.0,-2531.0,-375.0,420.0,-1067.0,984.0,3259.0,-4541.0,-715.0,154.0,678.0,-1122.0
