,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Koszty finansowe,,,,,45.74,-7.72,109.49,893.18,151.46,310.7,10.45,170.71,-16.59,-30.29,-55.72,-27.05,-27.97,-33.88,-16.14,-37.43,-33.81,-18.55,-14.08,-25.74,11.5,11.5,-23.44,-344.39,-26.4,17.9,2761.52,-871.02,20.9,-25.91,-96.11,104.56,-41.26,3.56,7.79,-68.2,-7.69,43.44,-20.77,128.26,33.33,0.0,-66.67,141.27,105.98,53.97,987.18,82.5,57.65,53.75,0.0,-5.05
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,-19.57,-26.64,-93.42,197.68,31.79,-136.23,801.89,-50.41,-55.04,48.81,84.59,-186.45,181.78,499.51,-44.39,156.77,-73.37,-79.37,-22.01,-15.13,-74.81,-11349.11,-118.78,-41.53,255.45,99.31,-579.05,-358.55,-77.25,-1429.39,88.89,-249.17,-493.06,38.46,-1362.59,-33.74,-18.59,14.88,61.46,126.0,240.72,12.96,-51.45,-213.13,-369.07,-103.12,137.96,41.94,185.92,176.64,60.8,509.8
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-19.57,-26.64,-93.42,197.68,31.79,-136.23,801.89,-50.41,-55.04,48.81,84.59,-186.45,181.78,499.51,-44.39,156.77,-73.37,-79.37,-22.01,-15.13,-74.81,-11349.11,-118.78,-41.53,255.45,99.31,-579.05,-358.55,-77.25,-1429.39,88.89,-249.17,-493.06,38.46,-1362.59,-33.74,-18.59,14.88,61.46,126.0,240.72,12.96,-51.45,-213.13,-369.07,-103.12,137.96,41.94,185.92,176.64,60.8,509.8
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,-100.0,100.0,,,,,,,,,,,,99.99,100.0,-92.38,-125.0,1900.0,,-109.35,-4600.0,-220.83,-127.94,-800.52,-302.13,133.33,203.23,101.57,100.0,-310.34,-61.88,-100.0,,78.69,-78.69,,,100.0,-100.0,
Zysk netto,,,,,-18.81,-44.23,-86.15,171.35,47.01,-162.56,263.03,-53.87,-59.36,22.51,105.34,-188.44,196.28,318.81,-28.32,162.08,-65.48,-82.46,-33.68,-56.93,-65.13,-15269.32,-136.14,-1377.81,110.0,102.06,-400.87,70.81,-54.61,-649.04,83.33,-283.36,-278.57,42.92,-637.29,-23.56,-27.25,30.98,56.17,123.19,278.39,0.53,-26.5,-218.13,126.71,-608.58,147.45,21.56,-2.36,123.99,77.44,318.42
Zysk netto akcjonariuszy jednostki dominującej,,,,,-19.1,-44.61,-86.58,124.4,26.11,-109.48,335.17,-57.68,-44.59,18.11,90.76,-153.55,143.1,1492.31,-31.24,267.07,-77.96,-82.25,-37.58,-52.87,-58.08,-14866.54,-137.1,105.26,186.09,102.07,-336.52,-222.06,-77.51,-621.02,48.53,-303.15,-426.13,49.76,-155.57,-17.81,-2.21,38.15,61.99,124.52,296.35,-38.71,-17.61,-211.02,-319.06,-164.78,214.77,7.23,214.7,163.28,-10.39,277.53
Aktywa trwałe,,,,,46.89,102.06,168.45,102.47,95.75,35.65,1.58,-3.14,-4.29,-4.4,-5.6,-6.64,-5.92,-5.96,-5.2,-1.06,-1.35,-0.05,-0.1,-1.63,1.79,-47.73,-44.18,-23.37,-24.97,43.2,41.01,-3.44,-5.54,-4.85,-11.34,-7.78,-0.08,-1.17,-1.19,-4.2,-12.89,-12.33,-14.43,-8.25,-7.1,-5.86,-0.62,-8.19,-6.72,-2.55,-2.85,14.99,21.15,22.71,24.97,33.41
Wartości niematerialne i prawne,,,,,740.14,826.01,1482.12,367.9,347.35,352.9,56.7,-0.37,0.01,-0.55,-1.7,-4.5,0.0,-1.82,0.12,-10.9,-12.16,-13.21,-12.67,-0.22,1.25,-90.99,-91.21,-90.68,-91.35,-6.57,322.46,-13.98,-15.18,-20.05,-81.28,-17.98,-19.23,-17.52,-25.28,-0.94,0.95,3.55,5.29,32.57,42.28,48.24,53.93,-10.32,-11.51,-6.15,-14.04,-17.22,-25.61,-38.7,-43.41,-40.16
Rzeczowe składniki majątku trwałego,,,,,38.73,54.67,146.17,85.28,83.69,55.45,-2.6,-3.24,-4.53,-4.69,-5.74,-7.3,-7.15,-6.91,-10.33,-5.51,-5.72,-4.83,-0.62,-2.36,1.44,-42.74,-38.2,-9.5,-11.49,55.19,44.23,-3.71,-5.97,-5.94,-8.32,-7.86,0.19,-0.48,-0.46,-5.63,-14.55,-14.2,-15.92,-8.62,-7.44,-5.91,-0.88,-3.58,-1.95,2.37,2.14,15.53,21.15,22.88,24.87,31.49
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwestycje długoterminowe,,,,,,,,0.0,-99.68,-99.98,7416.67,0.0,0.0,0.0,-98.67,0.0,0.0,0.0,100616.67,99833.33,99833.33,115900.0,15.08,16.08,16.08,-5.33,-6.77,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,
Pozostałe aktywa trwałe,,,,,-35.07,-23.83,821.17,600.0,466.31,483.11,-32.59,-19.29,-21.47,-17.97,-13.53,16.35,18.48,14.85,17.3,95.51,89.75,96.16,87.86,-7.87,-3.08,-72.05,-73.33,-29.22,-33.66,107.9,156.06,11.45,13.73,42.83,25.55,-1.4,-1.05,-13.35,-11.28,34.85,30.38,35.57,19.99,-10.97,-11.72,-15.91,-7.38,-100.0,-98.07,-98.33,-97.47,,781.11,1041.56,915.38,
Aktywa obrotowe,,,,,91.89,35.11,-5.83,-0.33,25.88,59.28,4.06,16.54,-8.31,-8.29,10.29,-10.6,-0.35,6.06,-9.9,0.35,-8.41,-8.66,-9.89,-5.38,2.77,100.21,97.88,11.06,16.98,-34.49,-48.43,-15.08,-19.75,-21.27,-0.21,4.43,0.54,-3.66,-3.49,-17.47,-18.17,-18.94,-11.4,12.2,29.57,6.44,10.39,-1.06,-22.7,-1.75,-5.49,7.88,14.39,8.15,-0.61,-2.74
Zapasy,,,,,62.42,51.74,134.41,87.58,109.96,107.99,3.08,4.78,-8.94,-2.82,-0.7,-5.65,-2.55,0.47,-6.92,15.92,28.93,2.82,7.27,16.71,-6.92,-39.87,-24.17,-28.22,-24.49,54.35,31.28,-2.93,1.96,-3.84,-3.2,17.04,13.24,7.13,3.07,13.12,26.84,8.71,22.75,15.22,7.88,20.21,24.95,15.25,-11.89,22.57,3.81,40.15,89.31,30.26,24.81,-11.3
Należności krótkoterminowe,,,,,32.35,23.34,60.23,42.39,60.23,55.67,2.0,16.22,-7.13,-13.06,13.93,-15.14,-1.93,7.3,-11.09,-0.74,-16.76,-13.88,-14.69,-17.53,0.88,-1.1,-10.13,-6.38,-4.17,1.73,-1.54,-1.38,-13.0,-15.67,3.11,-3.3,-0.42,3.35,-10.04,-36.46,-37.18,-48.0,-28.82,28.14,58.84,9.01,-24.45,-37.02,-42.76,-17.42,6.24,3.9,-7.79,7.6,-4.28,19.27
Inwestycje krótkoterminowe,,,,,3455.92,898.94,-96.28,-95.19,-80.39,-43.74,186.85,199.87,-12.31,55.77,1.33,16.63,8.34,6.75,-16.87,-23.5,-30.86,11.8,-13.29,77.64,94.95,109.55,30.44,-46.61,-0.05,-40.66,-29.5,59.57,12.37,78.39,-34.01,32.97,-10.62,-76.3,121.89,40.35,-6.64,405.62,25.9,-31.5,8.55,-31.35,154.27,132.5,54.48,-39.35,-45.67,-8.32,-53.32,-18.14,-37.34,-13.81
Środki pieniężne i inne aktywa pieniężne,,,,,1985.98,766.23,-96.3,-92.92,-66.57,-35.12,141.91,199.87,-12.37,54.37,20.79,16.63,8.42,7.73,-16.87,-23.5,-30.86,11.8,-13.29,77.64,94.95,29.55,-16.93,-46.61,-0.05,-4.02,10.7,59.57,12.37,78.39,-34.01,32.97,-17.04,-76.3,121.89,40.35,0.59,405.62,25.9,-31.5,8.55,-31.35,154.27,132.5,54.48,-39.35,-45.67,-8.32,-53.32,-18.14,-37.34,-13.81
Pozostałe aktywa obrotowe,,,,,211.68,-57.25,845.45,108.04,121.34,141.67,-83.03,-34.15,-50.26,134.98,128.0,-3.13,-32.69,-20.55,-27.78,-17.37,-26.81,-17.81,-22.47,55.01,218.62,36.92,44.13,-46.69,19.23,141.15,182.25,374.85,81.98,43.32,87.48,18.88,-27.76,-21.85,-23.42,-40.46,-7.94,-21.4,-18.42,3.61,13.72,34.62,9.15,5.1,12.58,-3.32,-5.62,15.36,3.62,-19.98,37.45,-33.71
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,-49.1,-49.1,-0.68,-0.68,0.0,0.0,11889.63,12622.37,3258.66,3220.74,-71.39,-91.0,-69.79,-65.09,-72.79,-16.16,2.9,-5.05,18.54,-3.42,-28.4,-32.08,-32.45,-19.4,0.0,-1.28,-1.28,-0.53,-2.57,-1.31,-1.31,-3.19,-100.0,-100.0,-100.0,-100.0,
Aktywa razem,,,,,64.93,76.15,66.55,51.96,63.17,42.67,2.4,3.2,-5.74,-5.69,-0.26,-8.08,-3.97,-2.09,-6.95,-0.56,-3.91,-3.06,-3.62,-2.97,2.13,0.93,3.59,-11.38,-10.36,-7.49,-16.44,-8.52,-12.0,-12.44,-6.93,-2.83,0.17,-2.21,-2.17,-9.98,-15.08,-15.03,-13.16,-0.09,7.6,-1.06,4.09,-4.99,-14.43,-2.21,-4.05,11.67,18.2,16.57,13.54,17.11
Kapitał własny akcjonariuszy jednostki dominującej,,,,,139.58,130.48,5.57,7.54,7.9,6.58,7.72,5.4,4.27,4.29,5.67,1.5,3.15,4.37,3.39,8.42,6.02,5.15,4.37,2.56,1.93,-24.88,-26.74,-26.83,-26.37,0.7,5.72,-2.68,-3.09,-8.32,-12.27,11.04,10.13,13.0,10.59,-14.33,-16.19,-14.16,-12.97,-1.35,2.6,0.49,0.48,-4.77,-9.34,-11.77,-10.74,5.01,13.3,21.99,24.11,20.08
Kapitał (fundusz) podstawowy,,,,,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96,99.96,99.96,99.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,18.93,18.93
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,233.61,175.66,11.24,10.9,10.55,5.0,4.68,5.0,5.0,5.79,5.79,5.79,5.79,5.04,5.04,4.83,4.83,6.63,6.63,6.85,6.85,3.36,3.85,2.72,2.72,-26.86,-30.03,-26.54,-26.54,1.24,5.33,24.79,24.79,23.02,23.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.66,-39.66,-39.66,-39.66,0.0,16.42,16.42,16.39,-86.84
Udziały niekontrolujące,,,,,,,,2110.26,2163.36,1999.82,-18.68,0.45,-5.06,-3.96,-3.96,-28.56,-25.88,-22.44,-21.35,4.53,8.55,8.69,10.2,3.5,-0.87,-70.03,-70.96,-116.34,-47.12,56.03,12.43,340.82,-22.05,-6.95,44.46,8.03,-0.15,-15.87,-29.45,-43.84,-5.86,-57.04,-63.16,-42.69,-56.91,-0.93,-0.34,-27.15,-99.75,-101.27,-85.35,-55.89,19425.0,3773.68,344.77,1765.05
Zobowiązania długoterminowe,,,,,11.99,27.65,130.57,96.22,92.05,64.03,-12.63,-16.61,-17.21,-18.09,-25.58,-27.94,-24.43,-25.53,-24.83,-26.23,-29.81,-29.36,-31.8,-31.79,-6.07,-33.32,-0.77,54.23,20.33,82.22,41.81,-1.22,-8.59,-8.66,-15.95,-20.42,17.59,8.97,5.33,4.6,-28.65,-21.51,-19.95,-6.85,-7.59,-12.79,-15.93,-50.91,-52.82,-60.3,-64.34,-52.42,-40.41,-11.43,-1.78,24.43
Z tytułu dostaw i usług,,,,,37.65,46.74,104.65,81.93,96.11,39.95,-2.93,3.17,-16.65,-15.9,-3.09,-18.49,2.06,8.23,-18.6,5.89,-2.27,-19.0,3.11,-13.88,-8.46,-22.33,-21.87,10.86,-4.92,77.49,36.45,-2.12,5.28,-17.54,0.68,9.07,11.32,-0.89,-18.69,-4.99,-24.64,-16.53,0.48,-12.49,14.7,-14.37,11.18,-1.41,-13.14,27.65,3.71,32.64,67.11,-7.21,-4.88,-19.52
Kredyty i pożyczki,,,,,-34.22,-2.0,675.92,238.45,356.28,249.59,22.62,34.46,1.31,-11.75,12.45,4.7,-8.1,-14.85,-14.0,-21.94,-15.89,-1.01,-19.08,4.99,15.22,16.47,26.4,11.68,31.26,-3.06,-29.15,-35.27,-37.55,-13.12,-1.37,-81.79,-66.56,-66.82,-23.51,-29.17,58.88,9.77,-10.85,416.1,60.21,15.42,-5.05,5.68,-6.67,114.13,56.08,-22.94,-24.62,15.21,19.52,148.09
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,84.14,413.58,81.2,63.98,11.42,-54.02,152.59,2.38,58.24,27.26,-32.83,-8.58,3.08,27.64,31.47,76.3,-20.76,20.09,-66.84,-21.24,48.5,-44.53,60.7,-15.15,-45.1,-27.33,203.61,-54.34,-20.26,-7.98,-76.36,25.13,-25.3,197.52,195.91,167.48,270.55,-18.31,-15.83,-16.53,-4.48,158.39,136.24,96.91,79.61,-23.76,76.63,76.07,24.38,24.34,-38.57,-42.27
Inne zobowiązania długoterminowe,,,,,27.14,32.91,546.04,257.18,225.73,201.92,-20.79,-1.93,-2.37,-1.85,-4.35,-12.94,-11.85,-14.93,-16.07,0.2,-1.04,2.6,4.2,-1.69,-0.34,-68.54,-65.35,-60.33,-58.41,45.26,37.67,55.36,44.2,45.55,43.39,5.11,7.88,-4.2,-10.5,-12.13,-15.54,-16.61,-16.1,-11.0,-11.06,-12.22,-12.38,-90.73,-92.13,-91.92,-91.66,20.25,33.98,36.03,38.14,42.75
Zobowiązania krótkoterminowe,,,,,4.27,32.99,181.58,110.04,170.48,89.57,8.05,11.86,-11.74,-12.43,5.06,-8.86,-1.89,1.47,-12.35,-4.46,-10.31,-8.19,-8.58,-4.59,4.92,63.21,65.28,12.87,11.96,-24.71,-41.64,-21.59,-21.67,-18.07,1.31,-15.88,-17.76,-22.92,-17.85,-4.76,-8.1,-11.65,-8.7,5.59,24.42,0.38,15.74,8.31,-10.06,34.5,19.43,29.35,30.83,11.97,3.35,5.87
Inne zobowiązania krótkoterminowe,,,,,-20.55,14.74,175.9,88.25,262.2,106.27,2.43,1.71,-26.72,-6.4,22.9,-6.05,1.87,28.45,5.3,0.22,-18.2,2.34,-3.19,12.55,19.1,372.16,352.92,26.55,19.86,-73.46,-86.08,-41.09,-36.27,-29.34,43.53,17.2,2.51,-0.27,-19.88,-12.67,-18.27,-12.9,-30.49,-22.13,11.26,-7.59,44.34,32.06,-28.32,-11.05,-10.87,71.38,41.92,65.79,35.67,8.34
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,64.93,76.15,66.55,51.96,63.17,42.67,2.4,3.2,-5.74,-5.69,-0.26,-8.08,-3.97,-2.09,-6.95,-0.56,-3.91,-3.06,-3.62,-2.97,2.13,0.93,3.59,-11.38,-10.36,-7.49,-16.44,-8.52,-12.0,-12.44,-6.93,-2.83,0.17,-2.21,-2.17,-9.98,-15.08,-15.03,-13.16,-0.09,7.6,-1.06,4.09,-4.99,-14.43,-2.21,-4.05,11.67,18.2,16.57,13.54,17.11
Przepływy pieniężne z działalności operacyjnej,,,,,-698.91,21.28,278.76,1006.78,67.43,-115.7,33.89,-84.85,606.44,435.55,-80.16,403.95,202.16,32.78,18.49,37.01,-47.3,-2.18,292.28,-76.49,-148.18,-84.38,-95.62,236.97,1203.46,-1887.91,-712.25,4.35,-110.35,113.84,61.84,-37.16,-97.73,-333.72,-658.53,333.19,-357.89,320.67,-6.77,-87.29,50.34,56.79,220.66,65.58,2.99,-140.27,3.55,209.6,-39.64,-15.53,-6.83,-5.06
Amortyzacja,,,,,67.62,71.44,115.32,51.87,82.25,87.43,93.15,24.89,8.01,-0.6,1.57,-3.73,-2.13,-5.33,-3.22,0.71,0.0,-4.17,-5.17,-3.84,-12.47,25.4,17.09,-3.65,-8.78,14.53,-41.53,7.9,34.01,-20.71,64.83,2.14,15.28,17.64,-56.91,86.02,13.06,-11.8,167.8,-55.2,-14.87,10.36,-2.67,37.27,-9.16,-13.41,-6.7,-10.73,-9.77,-11.0,-18.1,-20.42
Przepływy pieniężne z działalności inwestycyjnej,,,,,-45.91,-678.39,-595.91,47.65,59.15,96.1,97.52,94.67,100.17,54.86,-33.33,-244.61,-30233.33,12.99,-125.0,-7.51,7.96,-339.29,8.41,-6.98,-527.76,-192.75,-89.49,-349.5,-208.46,272.24,253.84,94.67,96.89,-107.55,-92.89,-446.77,-430.14,124.79,18.51,87.84,46.2,-192.89,-315.92,747.51,23.51,-1594.9,-169.47,-166.56,-426.81,-5.39,8.34,-397.32,-9.07,-144.44,-66.98,20.06
CAPEX (niematerialne i rzeczowe),,,,,45.91,682.52,191382.6,-75.76,155.28,-123.89,-97.2,-3.92,-99.97,111.43,88.37,-80.87,32666.67,351.64,-131.42,73.12,-15.36,-33.72,509.34,39.51,530.41,181.98,144.16,162.83,-51.67,-94.65,-60.72,-94.05,-75.15,201.7,-79.64,75.2,336.83,-116.01,-41.92,100.23,-62.17,809.55,426.63,-119.28,51.68,110.76,158.65,605.45,-35.72,177.05,-98.2,331.29,722.86,16.83,6415.66,5.37
Przepływy pieniężne z działalności finansowej,,,,,-154.39,1205.04,-38.85,44.8,452.45,-102.41,-127.63,2.5,-139.44,-900.53,109.84,-818.65,-146.29,-34.94,10.99,-51.93,44.55,72.55,1742.49,-107.82,293.39,475.47,-80.1,107.17,-100.25,-99.73,-216.63,-610.06,20592.86,6300.0,-59.16,131.9,23.6,-87.95,250.07,-298.92,186.41,-3779.63,-40.32,14.4,-33.95,-147.23,-63.44,65.36,-38.6,138.81,-261.46,-19.69,-5.32,270.55,27.55,-13.4
Emisja akcji,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,-6205.36,-3459.11,-103.86,99.82,148.54,75.83,209.29,1166.67,-109.55,66.16,-10.76,-35.21,-115.14,-12.29,-67.49,-91.96,-25.95,180.55,4259.86,-83680.0,-15.25,-176.7,-105.78,103.68,17.17,-79.91,194.19,157.42,195.61,255.23,-603.05,199.04,-385.97,-309.69,128.61,288.36,-150.4,227.02,-335.71,-92.16,73.16,-83.79,288.08,57.83,-467.22,-794.09,-54.3,199.89,-40.71,82.98,-57.8,5.49
