,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Koszty finansowe,,,,,1306.67,-83.47,-61.89,-14.98,-22.75,356.34,-63.27,150.35,184.66,5.56,-453.01,-108.81,-93.97,-97.51,114.68,146.54,5092.86,-7470.59,44.19,200.0,-94.36,104.87,-70.97,-83.78,2319.51,-1134.43,9205.56,2125.0,-87.1,124.72,-88.24,-70.29,-25.78,138.46,51.78,21.43,181.05,-8.33,-24.75,-44.64,-34.83,-4.69,-12.89,-38.12,-57.47,47.08,-70.92,172.73,-6.08,-62.97,15.79,104.07,259.71,49.15,875.76,13.79,-2.8,16.67,-72.36,-7.66,-66.46,-30.84,-25.84,-87.22,71.78,-37.56,87.88,421.62,277.5,612.03,-215.73,360.36,-69.82
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,-46.47,-80.33,154.3,-155.96,-17.57,-1376.06,187.21,25.79,-350.2,9.05,84.76,357.73,561.83,281.76,5.9,-51.28,-60.19,-29.32,-78.49,-113.57,-32.78,-38.32,248.89,495.74,-218.56,-86.0,-710.3,-205.57,-70.04,-2911.98,78.75,-999.58,10.22,203.25,85.19,105.58,125.92,-83.06,455.09,554.99,102.97,71.76,7.9,-60.22,27.56,18.54,65.33,9.05,9.38,107.3,-45.59,41.22,-17.06,2.09,89.57,-48.77,-20.32,-17.98,212.63,135.46,81.51,5.61,-78.56,-52.42,-77.42,-87.21,-97.58,25.83,-38.31,210.92,539.22,-58.58,-37.91
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-46.47,-80.33,154.3,-155.96,-17.57,-1376.06,187.21,25.79,-350.2,9.05,84.76,357.73,561.83,281.76,5.9,-51.28,-60.19,-29.32,-78.49,-113.57,-32.78,-38.32,248.89,495.74,-218.56,-86.0,-710.3,-205.57,-70.04,-2911.98,78.75,-999.58,10.22,203.25,85.19,105.58,125.92,-83.06,455.09,554.99,102.97,71.76,7.9,-60.22,27.56,18.54,65.33,9.05,9.38,107.3,-45.59,41.22,-17.06,2.09,89.57,-48.77,-20.32,-17.98,212.63,135.46,81.51,5.61,-78.56,-52.42,-77.42,-87.21,-97.58,25.83,-38.31,210.92,539.22,-58.58,-37.91
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-34.29,-46.55,138.03,-327.64,-148.03,-666.85,210.28,30.8,-466.82,9.71,87.85,347.33,472.25,256.75,-20.76,-55.5,-65.88,-9.91,-75.89,-125.99,-23.8,-23.09,335.19,211.97,-260.98,-99.49,-744.72,-319.69,-48.58,-41830.0,75.98,-1127.38,15.34,230.77,84.85,103.35,122.71,-86.73,347.27,256.25,97.84,109.81,9.98,-2.8,27.87,14.02,54.43,13.56,14.25,108.49,-30.0,61.43,2.56,-29.35,32.74,16.6,-31.55,42.3,264.91,-10.68,61.9,-7.11,-72.62,-44.07,-88.7,-95.58,-88.36,-17.22,52.91,597.99,-82.16,120.42,595.24
Zysk netto akcjonariuszy jednostki dominującej,,,,,-34.29,-46.55,138.03,-327.64,-148.03,-666.85,210.28,30.8,-466.82,9.71,87.85,347.33,472.25,256.75,-20.76,-55.5,-65.88,-9.91,-75.89,-125.99,-23.8,-23.09,335.19,211.97,-260.98,-99.49,-744.72,-319.69,-48.58,-41830.0,75.98,-1127.38,15.34,230.77,84.85,103.35,122.71,-86.73,347.27,256.25,97.84,109.81,9.98,-2.8,27.87,14.02,54.43,13.56,14.25,108.49,-30.0,61.43,2.56,-29.35,32.74,16.6,-31.55,42.3,264.91,-10.68,61.9,-7.11,-72.62,-44.07,-88.7,-95.58,-88.36,-17.22,52.91,597.99,-82.16,120.42,595.24
Aktywa trwałe,,,,,-8.51,-0.78,-0.52,-8.31,-3.82,-7.94,-11.33,-2.42,1.34,6.05,6.47,7.39,13.62,5.01,16.62,16.02,2.41,-1.26,-13.83,-5.94,2.95,20.73,32.93,36.65,38.47,20.89,22.09,0.37,-2.13,4.71,-5.0,-0.45,-4.94,-18.2,-15.87,-14.11,-16.71,-12.08,-12.34,-10.05,-6.97,-0.4,12.4,14.71,19.51,21.85,1.26,0.75,4.22,-4.0,96.28,88.13,71.82,97.3,1.91,-9.87,-10.93,-17.38,-25.82,-29.99,-29.13,-28.77,-12.33,-2.91,-5.48,-4.86,-8.84,-12.94,65.2,55.99,46.79,79.77,0.97
Wartości niematerialne i prawne,,,,,268.0,430.0,109.52,11.11,-40.22,-63.21,-72.73,-81.43,210.91,458.97,679.17,1284.62,14.62,-28.9,-10.7,-31.11,-48.47,20.65,23.95,-70.16,-18.81,-65.24,64.73,778.38,281.71,369.23,-19.06,-23.69,-30.67,-34.43,-35.51,-34.27,-33.64,-37.0,-32.02,156.44,151.39,150.79,111.57,-52.63,-60.22,-71.52,-82.81,-95.96,-93.75,-94.44,-81.82,675.0,566.67,1040.0,182562.5,22875.81,22853.33,22664.91,-15.66,-19.48,-22.92,-24.78,-27.73,-29.73,-31.43,-33.65,-36.24,-39.33,-42.81,-47.47,-53.44,-61.64,-73.22,-89.54,-96.18,-93.87,-92.02
Rzeczowe składniki majątku trwałego,,,,,-11.33,-13.22,-13.81,-11.95,-8.89,-7.49,-1.13,1.41,2.46,4.54,4.55,7.03,11.5,13.61,22.79,18.92,11.03,4.11,-8.62,-1.66,5.18,19.32,26.97,26.83,24.75,13.44,8.37,-2.04,-4.66,-7.79,-9.6,-10.13,-13.06,-13.38,-13.05,-13.91,-13.65,-13.85,-13.06,-11.49,-10.83,-1.94,0.65,1.56,3.45,-0.7,-1.91,-3.87,-4.14,-5.42,41.85,42.13,38.11,46.87,-4.82,-4.11,-3.17,-11.39,-36.1,-36.34,-32.4,-26.42,15.16,19.94,16.21,8.01,-4.28,-7.74,104.08,104.54,109.1,126.63,4.78
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwestycje długoterminowe,,,,,76.74,76.74,6.54,0.0,0.0,0.0,-51.75,-51.75,-51.75,-51.75,0.0,0.0,0.0,0.0,0.0,-17.27,-17.27,-17.27,-17.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.23,-69.23,-69.23,-69.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
Pozostałe aktywa trwałe,,,,,8.47,130.25,80.68,13.38,36.03,-8.79,-38.94,-15.5,-4.16,11.3,10.74,3.27,25.73,-28.28,-9.55,3.06,-35.78,-37.0,-48.15,-33.17,-14.66,46.89,95.95,124.46,171.2,77.66,124.63,16.31,11.56,77.52,11.88,48.8,29.01,-31.12,-22.69,-17.93,-27.75,-9.52,-12.66,-2.52,9.25,9.67,53.49,55.79,65.24,94.71,8.49,8.95,17.96,-2.25,29.44,14.25,-3.85,45.8,38.12,-8.92,-10.8,-20.05,-10.08,-16.77,-19.67,-28.71,-24.28,-4.44,-9.09,5.66,8.08,6.71,58.44,24.64,-3.09,35.84,-0.93
Aktywa obrotowe,,,,,11.37,0.27,17.92,21.85,32.91,63.33,18.83,20.25,-2.81,-25.08,-22.68,4.25,109.06,88.74,65.83,11.82,-46.43,-46.63,-43.56,-35.63,22.77,63.32,109.8,159.92,72.58,28.5,7.66,-25.84,-35.51,-30.07,-17.45,-40.2,-50.88,-59.2,-54.45,-27.13,17.87,33.27,39.99,45.23,33.92,32.44,-4.38,3.75,-13.83,-12.97,33.43,12.45,44.05,33.37,63.76,92.76,43.02,119.11,34.59,10.74,6.0,-13.66,-13.1,37.23,5.89,-13.67,-12.49,-37.97,-24.22,-24.12,-18.06,-9.15,-6.65,-1.95,3.6,9.58,45.84
Zapasy,,,,,210.42,-68.31,-49.43,73.74,-88.26,61.47,85.23,-16.28,391.43,-38.07,-6.13,62.5,98.26,211.93,-21.57,61.97,-79.77,-82.35,92.5,-67.02,172.46,3110.0,1763.64,2145.6,825.53,-29.6,-86.6,-74.1,-58.39,-60.55,-14.56,-28.34,-33.15,-62.8,-29.61,-30.33,-30.99,-16.58,-32.28,-31.4,5.09,8.43,-8.94,-34.94,-66.95,91.67,29.91,11.73,15.52,-21.45,3232.37,2709.94,3735.07,2872.69,-48.96,-65.45,-46.6,-81.64,-53.6,-5.92,1.42,-29.55,-0.09,25.11,-35.54,145.3,13.55,5.9,161.59,79.77,138.21,433.88,190.43
Należności krótkoterminowe,,,,,6.76,-16.62,-2.64,15.69,11.84,81.43,47.97,10.4,-16.33,-47.37,-13.47,17.73,161.27,137.5,15.58,-12.58,-40.2,-49.06,-20.02,-11.31,28.16,120.49,77.9,166.92,68.42,1.83,22.45,-43.29,-45.95,-9.34,-17.08,-19.55,-34.88,-56.62,-44.22,-15.29,30.73,31.54,34.03,20.06,-29.37,-14.22,-32.31,6.12,18.85,-15.18,65.16,-7.52,9.15,20.27,36.63,111.37,61.32,155.67,63.14,17.54,8.62,-8.49,-48.87,23.51,-20.4,-9.35,17.52,-48.28,14.89,-13.51,0.27,5.9,-15.95,-14.59,-5.74,-9.35,38.78
Inwestycje krótkoterminowe,,,,,-31.79,-49.27,73.04,-34.34,115.56,193.07,66.34,533.71,68.14,24.75,29.83,19.59,300.38,374.1,733.47,60.43,-88.5,-66.03,-75.62,-60.84,251.51,-20.34,221.88,71.19,-27.39,134.95,-77.45,132.93,27.03,-93.63,21.13,-65.34,-65.8,206.73,-48.29,-90.89,-65.84,-9.38,93.31,1411.22,2102.48,600.05,53.55,-58.55,-98.19,-96.5,-90.4,-43.68,657.95,456.31,1116.28,-30.83,0.6,-36.44,-58.58,956.83,585.37,774.32,759.98,177.54,115.15,48.52,0.99,-30.71,-61.48,-79.32,-89.4,-27.69,-58.86,-11.41,88.58,-15.97,152.07
Środki pieniężne i inne aktywa pieniężne,,,,,-31.79,-49.27,73.04,-34.34,115.56,193.07,66.34,533.71,68.14,24.75,29.83,19.59,300.38,374.1,733.47,60.43,-88.5,-66.03,-75.62,-60.84,251.51,-20.34,221.88,71.19,-27.39,134.95,-77.45,132.93,27.03,-93.63,21.13,-65.34,-65.8,206.73,-48.29,-90.89,-89.71,-9.38,93.31,1411.22,6737.5,600.05,53.55,-58.55,-98.07,-96.5,-90.4,-43.68,657.95,456.31,1116.28,-30.83,0.6,-36.44,-58.58,956.83,585.37,774.32,759.98,177.54,115.15,48.52,0.99,-30.71,-61.48,-79.32,-89.4,-27.69,-58.86,-11.41,88.58,-15.97,152.07
Pozostałe aktywa obrotowe,,,,,43.43,84.71,50.84,43.78,80.03,19.34,-16.6,0.54,4.21,20.71,-47.42,-29.0,-33.67,-39.76,25.03,51.21,12.0,3.9,-49.57,-59.23,-45.23,-17.89,103.72,174.27,229.0,125.8,103.52,-30.18,-17.03,-41.76,-25.11,-64.92,-81.09,-89.01,-84.89,-9.85,-5.1,152.44,56.32,-1.01,72.51,18.14,171.17,140.91,184.11,356.56,47.26,109.15,93.85,35.15,47.33,59.86,15.53,82.93,25.4,-42.13,-42.76,-50.15,4.69,-28.34,-34.78,-75.69,-69.5,7.46,-26.95,129.66,106.27,-22.48,114.56,37.86,3.13,95.44,-1.77
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,4.79,-0.01,12.91,13.13,22.31,44.24,11.61,14.93,-1.87,-19.76,-17.13,4.88,86.68,69.83,53.79,12.67,-39.46,-40.29,-38.05,-29.4,17.99,53.48,89.97,125.44,65.39,27.11,10.27,-21.39,-29.62,-24.06,-14.96,-31.59,-39.61,-49.43,-45.83,-23.03,4.52,15.79,21.84,25.79,21.34,22.83,-0.19,6.5,-5.97,-4.71,24.39,9.28,32.11,22.03,71.2,91.6,49.83,113.9,26.02,5.69,1.41,-14.48,-15.8,23.18,-2.45,-16.88,-12.46,-33.81,-20.98,-20.61,-16.33,-9.81,8.23,10.71,12.4,21.39,31.66
Kapitał własny akcjonariuszy jednostki dominującej,,,,,-0.35,-3.21,1.45,-5.34,-5.36,-13.68,-10.78,-8.75,-13.78,-12.61,-7.86,16.73,39.47,49.18,43.51,27.81,2.69,10.75,4.69,-2.29,9.09,6.76,12.91,15.64,7.32,2.06,-33.5,-37.01,-40.98,-50.11,-38.55,-99.5,-108.93,-87.98,-88.56,1766.67,238.52,48.67,141.0,159.24,155.83,146.45,41.09,29.23,29.93,25.27,95.26,80.7,68.07,76.78,60.98,61.0,56.15,41.99,42.43,37.38,34.28,35.33,48.17,42.95,42.63,38.59,22.02,17.34,13.92,7.69,4.47,3.76,3.94,5.31,4.99,8.14,10.91
Kapitał (fundusz) podstawowy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,19.59,-2.1,-2.12,-2.14,-2.12,-6.71,-6.71,-6.71,-6.73,-12.19,-12.19,-12.19,-12.19,10.78,10.78,10.78,45.7,31.55,31.55,31.55,0.02,13.8,13.8,13.81,13.81,18.1,18.12,18.11,18.1,-45.06,-45.06,-45.04,-95.22,-96.34,-96.29,-96.23,31.1,211.72,207.88,203.15,0.04,0.16,0.16,0.48,0.48,0.44,0.84,2.07,259.45,259.44,258.02,252.48,0.83,118.01,118.16,118.21,233.53,54.19,56.95,56.91,1.9,55.29,52.45,52.43,52.43,20.03,20.03,20.04,20.04,4.25,4.25,4.25,4.25
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,506.98,,,,-11.11,-3.73,-25.62,4.55,26.72,9.91,112.22,72.61,3.06,20.39,52.88,43.58,89.11,57.0,46.92,97.72,65.62,87.34,-12.82,-34.52,-32.98,-31.89,18.18,33.88,37.11,48.13,12.78,3661.84,2868.12,2711.86,2630.09,-30.02,-44.36,-44.22,-47.31,-44.4,-95.46,-93.46,-92.75,-90.9,93.88,22.48,2.5,-38.22,-38.33,-53.23,-47.28,-30.75,137.21,357.94
Z tytułu dostaw i usług,,,,,,,,26.14,,,,51.43,,,,-54.6,,,,-36.71,,,,52.94,,,,361.4,,,,-6.33,,-10.75,1.33,-6.43,,-62.62,-78.05,-72.49,148.51,-30.73,-26.51,22.31,-4.32,26.97,7.93,2.96,-100.0,-100.0,-100.0,50.1,,,,165.42,,,,9.75,,,,50.88,,,,-43.15,,,,-49.23,,,,52.36,
Kredyty i pożyczki,,,,,,,,-38.19,,,,270.67,,,,-100.0,,,,,,,,,,,,8853.49,,,,343.4,,34.41,9.95,17.98,,-12.03,-48.96,-42.87,-47.8,-31.59,9.24,30.38,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06,,,,100.0,,,,340.0,,,,1944.48,,,,-76.24,,,,-43.98,,,,24.46,,,,-9.59,,,,32.24,
Inne zobowiązania długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,506.98,,,,-11.11,-3.73,-25.62,4.55,26.72,9.91,112.22,72.61,3.06,20.39,52.88,43.58,68.98,57.0,46.92,97.72,81.25,87.34,-12.82,-34.52,-31.47,-31.89,18.18,33.88,-34.43,48.13,12.78,3661.84,5727.82,2558.84,2348.24,-33.8,-44.64,-44.78,-44.11,-41.23,-97.95,-93.02,-92.38,-90.9,-61.59,22.48,2.5,-38.22,181.13,-53.23,-47.28,-30.75,-26.85,357.94
Zobowiązania krótkoterminowe,,,,,34.72,-14.82,4.05,0.42,22.88,158.35,91.35,91.77,27.01,-37.42,-51.92,-49.58,52.51,-17.77,22.34,20.04,-53.87,-31.3,-51.98,-41.83,2.11,49.32,167.65,292.59,204.12,190.59,139.13,14.52,-8.4,-8.86,-4.79,-9.0,-23.03,-43.48,-67.58,-34.54,-9.8,8.33,60.28,-14.72,-29.59,-22.95,-52.22,-18.79,-21.98,-15.07,104.74,-2.11,8.97,-5.99,41.85,218.63,177.31,270.28,57.96,8.12,-1.96,-13.37,-14.76,41.84,-12.74,-37.81,-20.33,-47.82,-35.46,-34.66,-26.63,-39.85,-12.43,-0.15,-6.68,10.41,50.26
Inne zobowiązania krótkoterminowe,,,,,,,,4.31,,,,42.88,,,,59.85,,,,56.19,,,,-66.49,,,,162.01,,,,-7.27,-8.4,-39.64,-31.11,-39.91,-70.87,-53.4,-65.75,104.46,-8.57,212.55,339.28,-54.4,2.5,11.61,-43.71,75.64,39.72,25.09,227.21,-39.49,8.97,-5.99,41.85,260.27,177.31,270.28,57.96,19.78,-1.96,-13.37,-14.76,34.15,-12.74,-37.81,-20.33,-54.85,-35.46,-34.66,-26.63,-25.62,-12.43,-0.15,-6.68,-37.43,50.26
Rozliczenia międzyokresowe,,,,,-27.1,-25.88,-32.85,-24.93,3.36,110.7,16.68,67.97,81.6,25.21,115.23,171.35,267.82,233.66,97.35,-6.71,-56.41,-69.75,-65.0,-54.95,50.46,143.01,214.33,255.95,36.89,-42.3,-44.72,-50.52,-53.77,-29.38,-22.39,-15.51,-5.18,-33.13,73.52,-2.38,12.46,31.16,-13.84,88.66,109.55,113.19,64.62,26.32,-0.47,-2.96,-16.77,2.31,36.41,27.41,27.51,-15.52,-47.99,5.55,19.85,9.84,15.59,-29.39,-37.36,3.9,6.02,2.07,-11.0,-50.83,-46.04,-42.36,-29.97,47.24,65.78,47.46,65.11,56.44,45.18
Pasywa razem,,,,,4.79,-0.01,12.91,13.13,22.31,44.24,11.61,14.93,-1.87,-19.76,-17.13,4.88,86.68,69.83,53.79,12.67,-39.46,-40.29,-38.05,-29.4,17.99,53.48,89.97,125.44,65.39,27.11,10.27,-21.39,-29.62,-24.06,-14.96,-31.59,-39.61,-49.43,-45.83,-23.03,4.52,15.79,21.84,25.79,21.34,22.83,-0.19,6.5,-5.97,-4.71,24.39,9.28,32.11,22.03,71.2,91.6,49.83,113.9,26.02,5.69,1.41,-14.48,-15.8,23.18,-2.45,-16.88,-12.46,-33.81,-20.98,-20.61,-16.33,-9.81,8.23,10.71,12.4,21.39,31.66
Przepływy pieniężne z działalności operacyjnej,,,,,62.16,11.18,-22.99,-96.04,521.83,-17.12,96.2,18125.4,-0.24,148.6,2910.56,-2.35,358.52,206.54,-50.74,-224.52,-169.25,-7.68,72.32,99.76,144.68,-96.38,370.63,-47773.53,-289.7,-7994.2,-56.83,279.03,-100.33,24.89,6.88,-73.38,47.31,93.89,-145.68,-115.73,84.54,92.0,281.81,1841.48,896.67,-4763.33,-70.39,-123.72,-136.19,56.92,-824.09,515.83,120.55,184.33,135.18,-160.15,-144.46,-1089.62,243.33,287.6,975.67,111.59,-66.86,-17.04,-196.61,-1429.03,-20.15,-95.69,-368.03,-10.89,-104.93,3354.73,42.01,137.12,-109.4,-24.97,-2.29
