,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
Koszty finansowe,,,,,117.39,251.67,-219.77,388.54,168.0,45.02,108.74,-65.25,102.24,-100.33,633.33,-81.6,-43.17,1600.0,151.52,1843.33,-6.49,933.33,48.8,-61.23,77.78,76.13,101.62,-42.92,-50.78,-4.76,-70.28,164.34,296.03,-85.77,-164.19,-50.44,1.0,-437.84,234.74,-116.57,-30.75,24.0,251.56,575.0,30.95,527.37,-12.44,345.11,-13.35,24.63,35.28,609.8,2.02,1593.28,760.79,-372.87,-8.17,-96.77,-89.52,106.37,42.05,-10.83,-48.02,29.32,-17.27,93.52,159.6,-54.98,13.76,137.03,47.92,173.41
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,2066.36,287.74,61.39,30.68,-25.72,-44.08,-9.07,47.02,-69.21,100.54,49.45,-31.69,-296.15,-55.12,-8.63,-19.23,23.95,90.14,18.42,102.08,136.78,-90.63,50.12,-44.07,-250.17,718.24,-37.89,17.89,-482.41,-100.41,-80.24,8.5,25.39,38736.36,1051.95,260.82,-8.3,-117.44,-89.86,-76.69,-73.83,-296.49,554.49,-111.53,1.12,1.5,-74.67,680.54,-31.11,-221.04,-186.98,-208.97,212.7,137.18,409.25,419.11,-118.69,14.62,-19.37,-77.48,-374.08,-107.48,442.89,912.24,265.57,4898.31,4.67,-117.78
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,2066.36,287.74,61.39,30.68,-25.72,-44.08,-9.07,47.02,-69.21,100.54,49.45,-31.69,-296.15,-55.12,-8.63,-19.23,23.95,90.14,18.42,102.08,136.78,-90.63,59.94,-44.07,-250.17,718.24,-41.71,17.89,-482.41,-100.41,-80.24,8.5,25.39,38736.36,1051.95,260.82,-8.3,-117.44,-89.86,-76.69,-73.83,-296.49,554.49,-111.53,1.12,1.5,-74.67,680.54,-31.11,-221.04,-186.98,-208.97,212.7,137.18,409.25,419.11,-118.69,14.62,-19.37,-77.48,-374.08,-107.48,442.89,912.24,265.57,4898.31,4.67,-117.78
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,1606.36,289.95,79.98,31.28,-43.53,-34.04,-28.15,46.45,-73.02,69.1,56.74,-32.38,-486.01,-49.17,-6.04,-65.51,24.0,67.85,14.22,376.39,128.13,-70.78,-18.9,-33.11,-378.81,-5.89,20.52,40.51,-277.66,-119.44,-91.59,-30.81,37.95,2358.9,2678.0,329.28,-92.61,-145.51,-82.42,-80.26,-8.45,-94.8,328.97,-185.12,-37.5,18.6,-92.51,202.33,2.55,-282.82,-459.24,-99.46,197.45,129.38,285.82,56114.29,-136.88,11.65,-19.7,-57.47,-254.35,-83.91,565.72,385.51,205.57,2159.88,-21.59,-135.83
Zysk netto akcjonariuszy jednostki dominującej,,,,,1606.36,289.95,79.98,31.28,-43.53,-34.04,-28.15,46.45,-73.02,69.1,56.74,-32.38,-486.01,-49.17,-6.04,-65.51,24.0,67.85,14.22,376.39,128.13,-70.78,14.38,-48.14,-378.81,-5.89,-14.55,81.25,-277.66,-119.44,-91.59,-30.81,37.95,2358.9,2678.0,305.42,-92.8,-139.54,-81.68,-80.97,-8.34,-115.72,300.79,-193.53,-37.5,20.73,-89.95,192.6,2.55,-308.57,-375.12,-99.4,197.45,129.38,275.18,55142.86,-135.45,15.58,-5.01,-59.75,-262.64,-77.99,490.41,402.02,206.47,1542.29,-12.11,-127.57
Aktywa trwałe,,,,,208.6,80.92,69.98,69.97,124.22,63.03,63.52,56.27,0.58,-3.65,-2.09,-7.1,-4.21,4.25,14.41,54.28,59.42,51.83,43.05,6.06,2.81,1.94,17.07,19.64,21.65,18.77,2.69,1.05,-0.05,-0.16,-5.29,-5.41,-2.49,-0.28,3.02,11.88,9.39,7.8,6.98,-1.6,0.66,1.85,3.56,4.22,-4.92,-1.9,-3.9,-1.09,27.53,22.11,22.55,2.71,-0.56,-2.04,-6.86,9.64,-10.06,-9.06,-8.07,-12.04,-8.14,-8.41,-1.91,-28.31,-26.46,-27.22,-18.62,12.91
Wartości niematerialne i prawne,,,,,-48.5,542.93,645.29,819.78,4039.91,264.53,258.03,260.45,-4.6,-3.8,1.41,4.39,4.96,7.02,7.28,14.39,14.03,11.24,8.82,-3.52,-3.78,-3.94,0.51,-4.06,-3.71,-20.04,-23.43,-18.5,-17.58,-0.17,-0.04,0.89,0.06,2.49,2.3,10.86,11.98,9.31,10.65,0.54,3.88,3.8,2.26,2.57,-2.27,9.0,8.39,7.92,7.69,4.72,3.98,2.81,2.04,-6.98,-6.8,4.51,4.82,5.52,8.05,-6.38,-5.95,-5.14,-2.16,-34.78,-34.62,-33.6,-36.23,0.69
Rzeczowe składniki majątku trwałego,,,,,135.74,75.34,57.18,58.09,49.14,10.66,11.14,3.1,-2.28,24.74,23.28,25.42,33.33,3.51,25.98,87.16,96.95,91.48,65.75,11.88,7.07,5.01,28.91,28.56,33.47,37.18,12.85,9.47,5.87,-2.2,-8.18,-8.5,-5.66,-1.39,1.12,6.86,6.87,8.42,5.76,0.91,-1.99,-5.07,-3.64,-2.1,-2.11,-3.07,-4.14,-4.39,28.88,23.19,21.48,-17.34,-21.18,-16.99,-18.33,13.67,-13.83,-13.78,-12.21,-12.63,-12.62,-13.16,-7.85,-33.97,-30.0,-26.99,-7.74,4.97
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwestycje długoterminowe,,,,,402.86,2.35,-17.95,55.56,-88.64,4.6,10.94,-79.46,-77.0,-63.74,-53.52,156.52,156.52,78.79,78.79,830.51,830.51,767.8,767.8,-9.11,-9.11,-5.47,-5.47,-2.2,-2.4,1.86,-3.72,-4.92,-4.72,-6.09,-0.64,5.6,5.6,5.18,5.18,1.43,1.43,-2.05,-2.05,-4.02,-4.02,0.0,0.0,26.0,29.56,50.1,262.89,223.96,265.7,217.04,9.47,40.68,87.21,101.76,112.03,61.3,-3.14,-10.52,-5.43,-16.34,26.53,-29.11,-27.03,-33.66,-52.94,-16.01,-8.91,-45.84
Pozostałe aktywa trwałe,,,,,807.47,21.95,18.36,21.04,7.85,6.32,12.11,18.35,22.23,-58.21,-59.71,-80.53,-80.25,-10.34,-10.51,108.95,138.2,47.16,81.46,16.19,6.33,9.45,7.68,65.66,52.31,55.86,23.17,2.2,11.38,16.17,4.31,0.59,12.68,0.08,18.65,47.67,19.75,1.84,7.8,-16.57,8.79,43.61,51.83,40.63,-26.02,-20.08,-43.04,-23.7,28.18,24.87,90.55,84.58,82.2,42.8,7.18,-9.44,-19.88,-12.45,-18.59,-15.7,-18.14,13.42,36.01,0.56,21.65,-23.77,-24.41,61.34
Aktywa obrotowe,,,,,152.94,527.5,295.69,216.89,239.16,0.13,0.46,-0.72,-2.95,2.14,3.95,-2.37,-0.12,-16.39,-11.35,-8.4,-3.33,19.68,12.3,16.94,5.67,-13.41,0.0,1.2,-5.15,11.12,8.09,1.79,3.47,-13.3,-16.7,10.05,11.47,26.28,39.44,30.55,-0.49,-17.54,-23.97,-20.76,-12.74,1.82,24.9,6.4,-3.32,20.28,1.21,2.28,28.17,5.04,-16.22,-22.04,-18.02,-15.75,4.97,27.31,24.37,26.09,21.68,2.64,-5.9,31.67,56.43,69.6,84.85,49.31,33.0,-1.39
Zapasy,,,,,-33.47,-26.16,-35.4,19.19,44.36,160.63,96.69,21.96,73.14,-30.49,-24.1,-15.85,-32.29,-27.48,13.82,109.5,100.74,109.36,5.02,31.42,16.26,0.75,92.94,-25.9,-32.57,40.58,-22.65,57.93,11.33,-31.78,-16.11,-7.15,16.94,41.0,43.13,-9.76,0.38,3.24,3.76,-19.44,-19.81,-31.71,-11.17,86.6,77.4,70.14,-16.29,-62.08,-43.13,-61.07,-39.62,7.81,-48.19,15.17,6.47,50.05,113.63,41.64,32.71,-14.5,4.55,100.73,65.11,-8.0,0.56,-0.3,-32.86,-14.35
Należności krótkoterminowe,,,,,99.34,111.36,3.01,44.64,35.78,16.41,52.72,26.91,-11.94,2.38,-16.54,-24.5,18.44,8.95,48.83,18.69,14.87,57.39,47.74,31.04,33.37,-14.78,0.12,20.23,-5.93,9.38,-11.61,-4.02,43.07,18.26,12.99,16.16,26.42,32.59,28.65,43.09,-30.32,-39.1,-32.0,-12.25,9.43,36.3,29.86,-0.7,-19.47,-0.91,-2.74,7.24,28.94,-1.13,-13.13,-25.32,36.79,-29.16,24.82,15.72,17.06,65.13,-2.02,52.33,15.7,79.84,155.25,26.75,17.56,63.85,61.28,32.88
Inwestycje krótkoterminowe,,,,,4153.79,76394.38,18858.74,1587.32,977.19,-10.13,-16.5,-15.58,-1.94,3.88,9.28,-0.38,-12.51,-30.18,-34.83,-29.88,-28.83,-38.15,-57.79,-19.6,-36.55,-59.53,-58.72,-31.91,-3.6,15.04,248.01,30.42,-9.5,-8.94,-23.23,40.53,18.86,51.8,60.44,15.63,21.57,-15.47,-63.65,-39.74,-34.63,-40.67,29.73,-4.71,-68.62,-56.31,-79.32,-88.4,-8.76,31.8,-6.49,58.21,-20.51,406.76,267.13,375.53,233.78,-70.36,50.82,-19.6,-9.59,276.27,147.02,202.66,353.14,-73.38,-59.36,-41.55
Środki pieniężne i inne aktywa pieniężne,,,,,6419.15,43506.74,11445.83,845.28,930.6,49.6,46.03,45.29,-1.06,4.8,9.5,-0.55,-13.0,-32.01,-36.8,-31.67,-30.83,-40.79,-54.68,-13.31,-31.57,-54.78,-58.64,-31.87,-3.58,15.29,249.58,30.47,-9.5,-8.89,-23.31,40.29,18.87,50.81,60.3,15.5,21.49,-14.98,-63.57,-39.58,-34.59,-40.61,29.73,-4.69,-68.62,-56.31,-79.33,-88.41,-8.76,31.8,-7.68,58.26,-20.55,406.76,271.98,375.38,233.78,-70.36,50.82,-19.64,-9.55,276.27,147.02,202.88,353.14,-73.38,-59.36,-41.55
Pozostałe aktywa obrotowe,,,,,950.39,38.11,15.91,-68.58,-28.44,11.78,13.73,26.64,-24.88,18.24,134.37,512.3,275.85,51.6,-1.59,5.78,89.59,242.53,280.54,96.69,67.4,50.71,24.34,12.14,1.35,6.54,-8.21,-17.84,-33.15,-52.52,-55.93,-47.37,-37.95,-19.59,47.47,26.51,101.15,84.41,57.39,-16.77,-18.63,-20.14,25.95,62.67,92.42,109.46,42.56,139.93,51.86,26.71,-17.23,-22.77,-62.47,-48.86,-33.57,-2.62,-15.44,66.48,57.69,-100.0,-100.0,-100.0,-100.0,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0
Aktywa razem,,,,,164.24,392.31,242.38,189.62,211.9,7.13,7.85,5.49,-2.35,1.16,2.88,-3.13,-0.84,-13.06,-6.99,1.3,7.32,25.9,18.7,14.38,4.95,-9.83,4.28,5.23,1.47,13.14,6.57,1.61,2.43,-9.66,-13.6,6.23,7.44,18.16,28.61,26.44,2.1,-11.0,-16.6,-17.03,-8.98,1.83,18.38,5.89,-3.81,13.35,-0.16,1.51,27.98,9.66,-6.25,-16.56,-12.68,-11.62,0.99,22.49,12.37,14.35,12.45,-0.94,-6.52,21.02,41.64,48.39,54.35,33.93,23.93,0.1
Kapitał własny akcjonariuszy jednostki dominującej,,,,,136.41,784.04,711.11,543.11,469.17,-0.66,-1.01,0.98,-0.14,6.12,6.66,4.44,2.98,-7.83,-7.84,-10.09,-9.93,-1.76,-1.45,3.48,4.62,-1.69,-0.87,-3.8,-4.81,0.02,-0.86,2.27,0.1,-2.66,-5.28,-7.15,-6.23,-0.7,6.31,19.25,17.8,3.93,-1.56,-13.27,-13.97,-7.04,-3.45,-9.76,-11.68,-7.27,-11.63,-6.13,-6.35,-20.26,-22.39,-24.43,-13.17,10.43,16.5,31.18,19.05,18.9,18.13,9.62,4.07,0.5,13.1,28.7,46.67,39.96,32.97,7.38
Kapitał (fundusz) podstawowy,,,,,5.15,70.0,70.0,61.67,61.67,0.0,0.0,0.0,0.94,0.94,0.94,0.94,0.58,0.58,0.58,0.58,1.13,1.13,1.13,1.13,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,,,,,0.22,0.22,0.0,2.06,2.06,2.06,2.06,0.01,0.01,0.01,0.01,0.02,0.44,0.44,0.44,0.42,0.04,0.04,0.04,0.53,0.49,0.49,0.41,-0.07,9.7,9.7,9.78,11.49,-7.13,-7.13,-7.31,21.99,14.07,14.52,14.71,-14.83,-5.18,-5.55,-5.67,-11.1,-6.78,-6.78,-7.44,-7.07,-10.82,-10.82,-10.14,-28.59,-25.46,-25.46,-25.4,38.62,38.62,38.62,2.93,-25.77,-27.01,-27.01,-1.68,-1.68,0.0,0.0,0.0
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,21.46,13.9,-6.14,55.96,31.56,32.52,30.7,-28.94,-7.43,-22.71,-35.64,-27.33,-33.1,-23.09,4.58,5.22,55.0,49.17,27.1,-20.05,-40.65,-46.88,-35.75,-2.36,1.09,6.49,-12.29,-20.86,-23.71,-17.01,0.81,5.76,7.64,16.82,14.14,29.62,20.74,18.24,-7.84,-2.8,0.51,-1.18,11.77,4.39,-39.3,-33.37,-76.22,-137.95,-298.22
Zobowiązania długoterminowe,,,,,20.64,22.16,-19.15,-45.72,-18.63,-32.61,-22.73,-2.52,-45.79,-36.22,-67.18,-72.82,-83.19,-89.95,-95.28,3457.14,7725.64,16035.0,64440.0,-90.93,-88.63,-89.25,-89.25,-27.31,-32.85,25.36,168.3,181.73,352.79,-31.72,-42.43,-74.59,-74.6,951.85,-38.43,438.3,183.58,-78.87,113.33,-24.24,-17.5,-31.67,50.57,125.04,101.59,156.1,9.62,14.53,486.63,622.6,658.26,202.23,16.88,0.16,-5.75,71.78,-18.99,-26.14,-30.56,25.37,26.28,33.35,51.61,-19.11,-23.63,-13.68,-12.37,110.5
Z tytułu dostaw i usług,,,,,,,,,,,,14.2,,,,-10.29,-30.09,-12.25,-4.77,-2.44,101.84,94.82,68.35,79.73,4.63,-2.13,15.95,14.1,15.94,23.33,32.48,-0.54,-5.68,-37.66,-35.73,18.25,49.15,90.14,142.28,68.86,-8.84,-38.41,-48.57,-31.02,-34.92,23.46,94.48,32.77,53.82,48.07,-23.27,-1.16,53.97,5.92,-23.13,-16.26,-17.01,-44.62,20.68,5.84,11.85,96.42,-5.8,30.51,14.57,43.81,180.17,10.64,42.47,31.71,40.18,26.87
Kredyty i pożyczki,,,,,,,,,,,,-92.82,,,,4393.33,492.31,-97.71,-40.98,-31.01,183.12,994.85,2162.96,473.33,403.21,-25.05,-1.96,-85.3,25.8,130.47,79.3,911.99,206.67,72.32,17.46,-5.92,-40.64,-10.63,-16.81,-69.96,-82.17,-8.1,43.23,555.22,986.61,102.77,5.6,32.16,27.61,155.64,309.67,84.46,299.44,74.85,21.0,24.14,-74.79,-78.67,-77.69,-75.66,-8.1,-12.43,-7.19,-95.99,-67.7,-49.74,-73.22,-100.0,-100.0,484.82,683.79,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.98,-20.08,-13.7,-17.25,23.22
Inne zobowiązania długoterminowe,,,,,,,,,,,,-2.52,,,,-72.82,-83.19,-100.0,-100.0,3013.1,6620.51,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,-59.51,-31.29,-29.82,-32.31,-100.0,-22.44,2.93,4.94,,955.32,89.68,217.65,-99.66,-99.8,-99.06,-100.0,14740.0,12100.0,1000.0,,516.58,600.0,7640.0,8376.92,-8.7,-21.66,-12.61,6.22,225.23
Zobowiązania krótkoterminowe,,,,,168.02,89.57,-32.99,0.23,7.18,38.1,72.09,10.97,-19.83,-14.57,-18.82,-16.68,-16.04,-32.49,2.43,22.46,85.09,125.72,76.66,53.98,11.67,-22.7,16.21,12.27,0.85,24.7,19.59,2.46,12.56,-20.51,-28.38,34.7,55.73,74.51,92.12,33.25,-29.3,-32.58,-33.89,-20.41,2.02,20.75,59.25,24.43,18.87,52.1,17.64,11.84,90.3,32.13,-2.39,-13.25,-20.39,-32.8,-17.51,4.38,4.25,17.98,16.93,7.85,3.85,70.5,105.67,73.13,76.8,35.06,22.62,-7.68
Inne zobowiązania krótkoterminowe,,,,,,,,,,,,7.46,,,,-37.19,23.69,-8.27,23.96,101.24,55.39,172.62,50.25,0.17,14.62,-56.27,22.57,31.12,-32.51,9.42,-24.08,-15.46,24.67,13.12,-27.27,90.29,133.77,91.17,25.64,-7.45,-54.42,-26.36,13.65,-19.15,61.48,-13.85,-2.69,0.35,-31.15,-24.44,6.6,14.7,33.54,49.9,8.19,-37.87,95.93,164.8,91.86,140.85,-3.0,-35.76,71.07,-22.82,-11.08,159.01,56.26,266.63,188.03,11.33,-34.13,-38.37
Rozliczenia międzyokresowe,,,,,1309.09,102.95,50.71,82.59,5.05,24.57,39.05,70.82,41.93,17.46,53.72,-45.09,-27.31,-6.09,-23.57,32.3,67.13,57.69,94.5,43.14,34.01,5.67,54.94,64.8,76.61,148.67,35.41,-6.77,-3.08,-17.0,-16.36,1.18,2.5,-21.4,28.03,28.47,3.04,-1.87,-43.23,-16.43,9.57,24.73,60.87,3.02,-16.57,6.62,-9.84,-20.57,-11.44,6.83,-0.46,-28.52,20.34,22.26,42.42,135.18,41.2,7.12,-2.49,-100.0,-100.0,-100.0,-100.0,,,,,
Pasywa razem,,,,,164.24,392.31,242.38,189.62,211.9,7.13,7.85,5.49,-2.35,1.16,2.88,-3.13,-0.84,-13.06,-6.99,1.3,7.32,25.9,18.7,14.38,4.95,-9.83,4.28,5.23,1.47,13.14,6.57,1.61,2.43,-9.66,-13.6,6.23,7.44,18.16,28.61,26.44,2.1,-11.0,-16.6,-17.03,-8.98,1.83,18.38,5.89,-3.81,13.35,-0.16,1.51,27.98,9.66,-6.25,-16.56,-12.68,-11.62,0.99,22.49,12.37,14.35,12.45,-0.94,-6.52,21.02,41.64,48.39,54.35,33.93,23.93,0.1
Przepływy pieniężne z działalności operacyjnej,,,,,1546.61,-30.21,-12.16,-51.21,-9.65,-1413.97,280.59,-16.95,22.87,61.61,-20.15,-262.61,-101.31,168.12,-227.78,262.7,2482.8,-1205.26,-34.58,244.21,-318.14,87.19,174.45,5.75,165.37,-246.54,203.47,-71.96,-292.85,66.31,-44.27,368.26,-78.75,-248.21,156.12,-12.17,-4.97,-1.09,-136.67,-20.84,75.99,-48.46,208.61,-12.62,-550.86,-56.24,-200.92,-33.18,104.46,51.29,94.28,39.32,1282.04,378.19,-4607.58,27.67,-161.14,-135.23,150.32,-52.58,52.19,256.65,24.14,114.94,387.13,-698.48,184.97,86.15
