,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Aktywa obrotowe,,,,,,17.72,-9.15,0.29,32.2,15.22,43.92,13.55,-5.69,-7.08,-10.63,-17.47,-17.79,-23.83,-20.17,33.58,42.51,55.4,50.03,-38.29,-32.3,-33.26,-40.75,9.16,-1.94,-3.95,66.11,10.08,15.57,10.22,-15.01,-3.95,17.65,52.81,34.13,50.7,43.74,12.22,5.05,11.79,5.32,-11.85,-15.4,-18.95,6.63,24.35,47.89,65.06,79.77,60.62,45.37,21.21
Zapasy,,,,,,-11.48,-7.73,40.69,52.75,36.92,24.5,23.22,-1.03,-12.81,-5.56,-28.1,-5.45,110.76,159.31,147.56,117.2,7.4,-11.05,-1.74,5.21,0.23,3.7,18.39,-18.42,-22.26,-25.49,-35.07,15.56,-6.67,16.99,-25.28,-27.15,80.02,55.92,176.8,141.61,1.82,-6.77,-9.34,68.63,26.7,-5.69,-60.79,-53.65,-35.04,-28.41,145.0,105.42,76.32,86.77,27.41
Należności krótkoterminowe,,,,,,18.76,8.43,19.58,27.01,18.74,26.77,8.21,-8.51,-9.85,-25.49,-28.69,-24.69,-22.36,-6.74,-7.89,-11.48,-4.53,-9.11,3.14,5.08,-6.38,-6.9,4.84,3.58,7.05,20.29,5.52,4.82,6.87,6.31,7.76,9.51,16.12,86.96,19.46,14.38,-6.17,-40.59,-6.88,10.16,27.92,18.94,47.61,61.98,47.41,49.59,27.58,48.63,26.77,28.98,21.4
Inwestycje krótkoterminowe,,,,,,26.96,-38.11,-59.15,-36.59,-48.47,30.0,68.87,84.46,29.38,16.41,74.59,9.28,-71.57,-76.19,-19.95,3.71,250.84,248.49,-72.44,-53.51,-26.7,-59.53,20.13,22.79,1.51,486.97,194.15,59.59,43.33,-42.1,-10.21,87.87,120.11,-48.42,45.41,39.2,-40.28,41.91,-36.03,-38.58,-9.1,25.0,16.18,19.4,65.04,72.95,91.02,128.38,108.62,92.14,45.62
Środki pieniężne i inne aktywa pieniężne,,,,,,31.15,-36.23,-65.69,-35.74,-48.77,29.94,103.87,84.41,29.46,17.11,-38.22,-65.48,-73.03,-77.45,123.09,223.35,271.79,267.28,-74.32,-67.97,-53.87,-76.59,5.47,-36.3,-50.16,720.55,136.24,99.62,133.57,-64.78,-9.41,72.38,95.46,4.72,50.29,120.83,-33.9,-46.91,-26.54,-21.72,-12.08,19.08,-10.39,-6.78,56.59,93.02,105.89,6.13,42.68,106.85,-35.4
Pozostałe aktywa obrotowe,,,,,,22.4,19.26,32.78,239.94,326.0,355.9,-11.01,-48.24,-25.02,-3.33,-72.5,-42.15,-52.62,-64.89,30.9,26.7,10.95,21.52,-34.16,-35.17,-46.07,-61.71,-20.62,-22.79,-28.11,-3.5,-52.95,-12.0,-0.43,-0.36,26.44,-23.47,-22.42,-32.37,-8.9,79.44,24.33,22.65,-21.76,-48.63,19.47,23.91,42.75,20.75,-26.75,529.58,605.36,221.71,330.65,-55.07,-73.8
Aktywa trwałe przeznaczone do sprzedaży,,,,,,-23.9,4.57,103.57,146.67,198.68,199.77,304.59,215.59,172.85,173.64,-8.76,-23.57,-61.86,-62.06,3948.62,5046.48,9732.8,10116.45,-98.66,-98.64,-99.01,-99.22,9.58,-14.82,45.81,58.18,-18.88,1.13,-32.56,-25.14,-13.82,60.61,61.32,65.18,65.62,6.27,8115.1,8045.09,8279.9,-33.32,-99.5,-99.49,-99.47,-49.72,-7.66,-9.79,-30.0,-22.22,-12.5,-12.5,-28.57
Aktywa razem,,,,,,6.3,4.2,21.75,26.6,23.77,26.49,9.63,6.58,5.94,5.89,3.46,2.99,2.89,2.27,6.81,7.9,8.69,8.75,-7.2,-5.63,-7.75,-8.69,4.32,2.99,4.94,11.61,6.98,6.82,5.5,2.34,3.65,7.9,11.78,13.08,12.99,12.17,2.11,-1.71,-5.98,-3.12,-3.73,-4.68,1.68,3.72,10.79,15.21,13.09,18.26,11.77,9.9,9.88
Kapitał własny akcjonariuszy jednostki dominującej,,,,,23.87,21.18,21.51,6.26,6.38,5.32,5.67,3.9,4.64,5.03,4.94,6.73,6.03,6.12,5.62,3.69,3.75,3.76,4.04,-10.84,-11.54,-13.04,-13.21,3.94,5.65,9.85,9.15,8.33,8.52,5.94,6.29,1.44,0.42,1.52,1.06,-0.57,-2.87,-6.78,-5.73,-14.7,-8.23,-7.63,-8.71,6.27,4.48,6.95,4.48,0.55,0.13,4.68,7.97,8.05
Kapitał (fundusz) podstawowy,,,,,,-38.74,-38.74,-44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,2986.01,2986.01,1460.32,-0.97,7.29,7.29,7.29,7.29,13.64,13.64,13.64,13.64,15.0,15.0,15.0,15.0,8.5,8.5,8.5,8.5,-30.63,-30.63,-30.63,-30.63,-2.13,-2.13,-2.13,-2.13,11.16,11.16,11.16,11.16,-20.09,-20.09,-20.09,-20.09,0.0,-6.8,-6.8,-6.8,-59.58,-56.63,-56.63,-56.63,9.45,9.45,9.46,9.46,2.23,2.23,2.23
Udziały niekontrolujące,,,,,-79.2,-79.06,-80.07,-9.05,-2.19,-0.94,8.68,6.89,8.64,10.85,5.7,-5.43,-89.37,-94.38,-94.3,-93.54,-44.06,-1.81,-3.63,-0.95,-1.04,-3.53,-2.3,0.75,1.37,9.95,9.75,4.38,4.94,7.71,4.26,322.92,1095.55,1064.2,2661.53,578.77,133.36,132.95,-0.5,-0.76,0.5,1.78,3.62,-96.31,-96.24,-96.51,-96.56,0.0,2.94,12.5,18.75,15.15
Zobowiązania długoterminowe,,,,,,6.62,8.6,86.66,94.77,98.98,107.55,20.42,19.55,15.66,9.74,1.71,1.18,5.31,7.39,26.22,19.16,18.06,17.7,-26.91,-1.2,-3.31,-7.93,39.43,4.53,4.76,24.59,6.43,1.51,3.31,-11.08,-10.64,6.16,5.83,11.97,31.46,25.77,23.78,10.6,4.84,-3.66,-9.93,-9.44,-13.09,-3.49,6.73,14.92,35.77,28.82,15.78,10.59,-5.05
Z tytułu dostaw i usług,,,,,,31.24,0.42,44.15,52.93,44.04,52.48,11.89,-12.41,-27.67,-9.88,-23.01,-15.27,5.42,-16.6,-7.74,21.54,4.77,-0.6,-57.65,-53.82,-59.24,-55.13,4.94,11.91,4.76,31.46,25.63,13.65,14.57,10.01,8.18,-7.64,-7.12,-6.86,-24.87,-6.36,-5.01,-11.49,13.91,113.58,33.94,30.19,28.69,-0.33,38.06,82.23,80.84,37.42,24.14,14.89,-7.03
Kredyty i pożyczki,,,,,,-63.35,-58.71,-34.11,53.35,0.76,22.5,34.0,29.32,45.22,7.08,-0.82,43.77,18.03,39.75,121.88,3.68,51.7,48.43,409.01,73.69,108.67,100.69,-93.16,-41.37,-60.0,-70.86,59.91,-50.78,-32.83,-11.16,604.41,670.61,633.4,696.45,0.36,-5.22,-77.41,-41.4,-40.48,-50.15,208.28,11.57,44.94,243.53,47.06,90.0,-75.36,-63.72,-37.2,-51.48,443.75
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,-44.03,-37.05,-37.06,-26.05,-17.35,-15.48,-1.89,-1.21,-0.27,-2.8,19.65,21.01,17.11,13.13,-22.31,-24.15,-23.63,-18.85,1710.51,1188.41,1292.73,1130.39,5.16,11.26,5.82,83.84,14.77,100.55,181.71,321.28,163.0,12.9,121.4,-4.07,-27.55,131.84,-32.41,-31.16,-1.92,-33.23,47.11,95.89,-12.13,13.43,-49.52,-61.55,6.42,-45.51,-28.1,-29.32,24.51
Inne zobowiązania długoterminowe,,,,,,7.92,8.2,12.39,6.48,8.27,6.07,18.12,25.62,17.3,18.22,-3.64,-2.22,1.28,0.79,13.17,7.65,11.26,8.13,-15.45,-11.29,-16.74,-15.0,-12.22,-16.08,-15.11,-16.02,0.27,-14.41,-12.75,-12.87,-11.41,2.07,2.06,6.08,9.6,7.79,4.07,1.05,-20.03,-14.64,-13.67,-13.39,8.68,32.92,30.2,33.13,-8.33,-27.46,-16.69,-18.1,23.3
Zobowiązania krótkoterminowe,,,,,,8.74,-7.11,16.74,38.39,18.82,24.73,11.45,-11.1,-9.56,1.76,-2.59,6.73,-3.7,-10.39,-8.35,-0.38,7.25,7.46,54.39,8.76,3.39,9.63,-35.36,-11.03,-13.44,-10.87,3.69,15.77,10.5,30.29,46.14,36.07,69.25,42.44,7.89,21.98,-22.16,-13.93,-7.0,10.14,27.34,16.49,35.64,27.04,43.55,52.98,2.8,33.43,18.16,11.81,39.96
Inne zobowiązania krótkoterminowe,,,,,,17.64,2.1,4.36,28.17,1.89,8.33,8.96,-16.18,4.3,11.19,18.84,15.31,-13.6,-11.96,-21.33,-13.91,1.42,5.52,38.31,28.65,22.99,20.02,9.8,-5.23,1.59,-0.71,-5.85,28.42,2.83,9.24,-11.76,-17.37,15.01,10.79,36.42,39.71,20.75,12.11,8.77,41.51,-5.61,-2.64,40.08,-14.7,79.95,81.42,14.18,142.51,43.41,44.22,25.52
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,57.0,6.3,4.2,21.75,26.6,23.77,26.49,9.63,6.58,5.94,5.89,3.46,2.99,2.89,2.27,6.81,7.9,8.69,8.75,-7.2,-5.63,-7.75,-8.69,4.32,2.99,4.94,11.61,6.98,6.82,5.5,2.34,3.65,7.9,11.78,13.08,12.99,12.17,2.11,-1.71,-5.98,-3.12,-3.73,-4.68,1.68,3.72,10.79,15.21,13.09,18.26,11.77,9.9,9.88
Przepływy pieniężne z działalności operacyjnej,,,,,-82.08,16.45,-14.03,-27.94,574.31,3.3,88.85,98.76,161.32,11.99,13.94,-19.64,-84.02,-24.84,-38.87,-1.2,541.79,5.36,23.21,-10.74,-31.73,1.32,-14.96,9.02,88.11,8.45,2.58,-3.29,-24.26,-50.17,13.32,-142.3,-125.38,136.93,-66.22,321.66,539.47,46.38,143.58,-4.0,145.47,-57.73,72.59,39.64,-99.67,172.96,-73.33,-65.54,-10850.0,45.04,566.67,-326.09
Amortyzacja,,,,,0.86,1.85,3.16,9.78,17.26,15.97,18.13,26.38,5.51,6.75,1.93,-3.72,5.37,5.85,7.75,-2.59,-4.48,-4.62,-2.63,859.84,-4.98,-6.33,-4.57,-89.71,-0.81,2.12,1.32,3.27,3.09,3.9,-0.62,0.47,14.43,8.02,11.65,28.34,0.23,10.02,32.66,-42.77,7.48,3.93,-19.02,64.94,3.0,5.16,4.7,9.15,-0.74,-1.6,3.73,0.52
Przepływy pieniężne z działalności inwestycyjnej,,,,,-30.04,-16.79,-115.95,-857.57,-67.56,-83.19,-2.25,77.27,-34.5,-1.44,-27.55,-40.72,22.42,-10.94,27.39,26.27,1.94,-14.69,-34.25,-21.66,-12.14,1.8,15.51,22.08,-54.39,16.27,16.24,1.7,36.1,44.38,-15.36,-15.44,-6.38,-99.63,-109.96,4.84,-7.62,-22.44,44.55,8.31,20.19,32.47,26.63,7.11,-11.76,-19.94,-24.17,-56.17,-0.8,-29.24,-42.98,-15.61
CAPEX (niematerialne i rzeczowe),,,,,60.15,13.67,68.49,94.13,90.02,52.44,40.12,-3.33,17.83,9.29,24.55,18.27,-19.48,16.77,-28.5,-6.9,-2.03,15.4,33.48,15.75,10.39,-18.33,-11.9,-22.71,25.9,-0.89,-19.82,-3.92,-24.43,-5.93,30.69,18.04,9.6,22.12,26.41,-2.9,9.21,9.66,-17.99,-10.59,-14.54,-27.01,-23.16,-1.18,-9.44,18.68,25.57,46.32,15.75,29.44,34.3,21.22
Przepływy pieniężne z działalności finansowej,,,,,-94.96,51.5,-246.86,3576.87,557.96,-70.98,71.05,-105.94,-34.48,-131.88,46.14,5.25,9.59,85.59,-129.35,870.78,-141.07,-137.9,111.53,-114.86,321.8,119.63,-1889.85,323.56,6.46,-1070.96,617.46,-336.88,-111.49,79.72,-104.19,223.61,2064.03,16.67,1435.29,-27.19,-17.09,-3746.04,-123.49,-17.59,-156.9,52.91,-355.73,-58.63,403.13,-90.99,149.95,253.33,15.49,-15.24,-284.86,18.58
Emisja akcji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,106.67,,,,-37.29,,,,-100.0,3197.88,,,,-18.91,-100.0,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,-138.87,62.62,-240.0,-553.34,105.83,-69.93,189.55,35.09,-310.99,-79.4,6.98,-212.46,-335.39,-29.14,-87.8,243.93,-19.41,-672.81,251.59,-167.25,73.53,154.0,-180.43,129.67,-98.74,-110.21,1330.32,-698.57,-77.38,574.16,-86.0,104.71,47.98,843.86,-225.05,871.66,339.1,-424.73,41.4,-19.0,-5.22,24.86,72.77,-37.22,5.68,48.91,261.16,-44.74,-93.72,106.63,745.56,-512.21
